"SpcRecID","Rank","GEO_entity","ISO Code 2","RefIDs"
50565,"Species","Country","VU",8309
50579,"Species","Country","ID",8309
50580,"Species","Country","ID",8309
50581,"Species","Country","ID",8309
50582,"Species","Country","ID",8309
50583,"Species","Country","ID",8309
50584,"Species","Country","ID",8309
50584,"Species","Country","MY",8309
50585,"Species","Country","ID",8309
50585,"Species","Country","MY",8309
50586,"Species","Country","ID",8309
50586,"Species","Country","MY",8309
50587,"Species","Country","ID",8309
50587,"Species","Country","MY",8309
50588,"Species","Country","ID",8309
50588,"Species","Country","MY",8309
50589,"Species","Country","ID",8309
50589,"Species","Country","MY",8309
50590,"Species","Country","AU",8309
50590,"Species","Country","ID",8309
50591,"Species","Country","ID",8309
50592,"Species","Country","ID",8309
50592,"Species","Country","MY",8309
50592,"Species","Country","TH",8309
50593,"Species","Country","ID",8309
50595,"Species","Country","ID",8309
50595,"Species","Country","MY",8309
50596,"Species","Country","ID",8309
50596,"Species","Country","MM",8309
50596,"Species","Country","TH",8309
50597,"Species","Country","ID",8309
50598,"Species","Country","ID",8309
50599,"Species","Country","ID",8309
50599,"Species","Country","MY",8309
50600,"Species","Country","ID",8309
50600,"Species","Country","MY",8309
50601,"Species","Country","ID",8309
50601,"Species","Country","IN",8309
50602,"Species","Country","ID",8309
50602,"Species","Country","MY",8309
50603,"Species","Country","ID",8309
50604,"Species","Country","ID",8309
50605,"Species","Country","ID",8309
50606,"Species","Country","ID",8309
50607,"Species","Country","ID",8309
50607,"Species","Country","MY",8309
50607,"Species","Country","PH",8309
50608,"Species","Country","ID",8309
50608,"Species","Country","MY",8309
50608,"Species","Country","TH",8309
50609,"Species","Country","ID",8309
50609,"Species","Country","MY",8309
50609,"Species","Country","TH",8309
50610,"Species","Country","ID",8309
50611,"Species","Country","ID",8309
50611,"Species","Country","MY",8309
50612,"Species","Territory","CX",8309
50612,"Species","Country","ID",8309
50613,"Species","Country","ID",8309
50613,"Species","Country","MY",8309
50614,"Species","Country","ID",8309
50615,"Species","Country","ID",8309
50615,"Species","Country","MY",8309
50616,"Species","Country","ID",8309
50617,"Species","Country","ID",8309
50617,"Species","Country","MY",8309
50618,"Species","Country","ID",8309
50618,"Species","Country","MY",8309
50619,"Species","Country","ID",8309
50619,"Species","Country","MY",8309
50620,"Species","Country","ID",8309
50620,"Species","Country","MY",8309
50640,"Species","Country","AU",8309
50640,"Species","Country","ID",8309
50640,"Species","Country","IN",8309
50641,"Species","Country","ID",8309
50641,"Species","Country","IN",8309
50641,"Species","Territory","TW",8309
50642,"Species","Country","ID",8309
50642,"Species","Country","IN",8309
50643,"Species","Country","ID",8309
50644,"Species","Country","ID",8309
50644,"Species","Country","IN",8309
50645,"Species","Country","ID",8309
50645,"Species","Country","TH",8309
50645,"Species","Country","VN",8309
50646,"Species","Country","ID",8309
50646,"Species","Country","MY",8309
50647,"Species","Country","ID",8309
50648,"Species","Country","ID",8309
50648,"Species","Country","MY",8309
50649,"Species","Country","ID",8309
50649,"Species","Country","TL",8309
50650,"Species","Country","ID",8309
50651,"Species","Country","ID",8309
50652,"Species","Country","ID",8309
50653,"Species","Country","ID",8309
50653,"Species","Country","MY",8309
50653,"Species","Country","PH",8309
50654,"Species","Country","ID",8309
50654,"Species","Country","MY",8309
50654,"Species","Country","TH",8309
50656,"Species","Country","ID",8309
50657,"Species","Country","ID",8309
50658,"Species","Country","CN",8309
50658,"Species","Country","ID",8309
50659,"Species","Country","ID",8309
50660,"Species","Country","ID",8309
50660,"Species","Country","MY",8309
50661,"Species","Country","ID",8309
50661,"Species","Country","MY",8309
50663,"Species","Country","ID",8309
50664,"Species","Country","ID",8309
50664,"Species","Country","MY",8309
50665,"Species","Country","ID",8309
50666,"Species","Country","ID",8309
50666,"Species","Country","PG",8309
50667,"Species","Country","ID",8309
50668,"Species","Country","ID",8309
50668,"Species","Country","MY",8309
50669,"Species","Country","ID",8309
50669,"Species","Country","MM",8309
50669,"Species","Country","MY",8309
50669,"Species","Country","PH",8309
50670,"Species","Country","ID",8309
50670,"Species","Country","MM",8309
50670,"Species","Country","TH",8309
50671,"Species","Country","ID",8309
50671,"Species","Country","IN",8309
50671,"Species","Country","MY",8309
50671,"Species","Country","TH",8309
50672,"Species","Country","ID",8309
50674,"Species","Country","AU",8309
50674,"Species","Country","ID",8309
50675,"Species","Country","ID",8309
50675,"Species","Country","MY",8309
50676,"Species","Country","ID",8309
50676,"Species","Country","MY",8309
50676,"Species","Country","PH",8309
50676,"Species","Country","TH",8309
50677,"Species","Country","ID",8309
50677,"Species","Country","MY",8309
50678,"Species","Country","ID",8309
50678,"Species","Country","MY",8309
50678,"Species","Country","TH",8309
50679,"Species","Country","ID",8309
50679,"Species","Country","PH",8309
50680,"Species","Country","ID",8309
50680,"Species","Country","MY",8309
50680,"Species","Country","PH",8309
50681,"Species","Country","ID",8309
50682,"Species","Country","ID",8309
50683,"Species","Country","ID",8309
50683,"Species","Country","MY",8309
50683,"Species","Country","PH",8309
50684,"Species","Country","ID",8309
50684,"Species","Territory","TW",8309
50685,"Species","Country","ID",8309
50686,"Species","Country","ID",8309
50686,"Species","Country","MY",8309
50686,"Species","Country","TH",8309
50687,"Species","Country","ID",8309
50688,"Species","Country","ID",8309
50689,"Species","Country","ID",8309
50690,"Species","Country","ID",8309
50690,"Species","Country","PH",8309
50691,"Species","Country","ID",8309
50692,"Species","Country","ID",8309
50693,"Species","Country","ID",8309
50694,"Species","Country","ID",8309
50694,"Species","Country","MY",8309
50694,"Species","Country","TH",8309
50695,"Species","Country","CN",8309
50695,"Species","Country","ID",8309
50695,"Species","Country","IN",8309
50696,"Species","Country","ID",8309
50696,"Species","Country","MY",8309
50697,"Species","Country","ID",8309
50697,"Species","Country","MY",8309
50697,"Species","Country","TH",8309
50698,"Species","Country","ID",8309
50699,"Species","Country","ID",8309
50699,"Species","Country","MY",8309
50699,"Species","Country","TH",8309
50700,"Species","Country","ID",8309
50701,"Species","Country","ID",8309
50701,"Species","Country","MY",8309
50701,"Species","Country","PH",8309
50702,"Species","Country","CN",8309
50702,"Species","Country","ID",8309
50702,"Species","Country","IN",8309
50703,"Species","Country","ID",8309
50704,"Species","Country","ID",8309
50705,"Species","Country","ID",8309
50706,"Species","Country","AU",8309
50706,"Species","Country","ID",8309
50707,"Species","Country","ID",8309
50715,"Species","Country","ID",8309
50716,"Species","Country","ID",8309
50716,"Species","Country","MY",8309
50717,"Species","Country","ID",8309
50717,"Species","Country","MY",8309
50718,"Species","Country","ID",8309
50718,"Species","Country","PH",8309
50719,"Species","Country","ID",8309
50719,"Species","Country","MY",8309
50719,"Species","Country","TH",8309
50720,"Species","Country","ID",8309
50720,"Species","Country","MY",8309
50720,"Species","Country","TH",8309
50721,"Species","Country","ID",8309
50722,"Species","Country","ID",8309
50722,"Species","Country","MY",8309
50723,"Species","Country","ID",8309
50723,"Species","Country","MM",8309
50724,"Species","Country","ID",8309
50725,"Species","Country","ID",8309
50726,"Species","Country","ID",8309
50726,"Species","Country","MY",8309
50727,"Species","Country","ID",8309
50727,"Species","Country","IN",8309
50728,"Species","Country","ID",8309
50728,"Species","Country","MY",8309
50730,"Species","Country","ID",8309
50730,"Species","Country","PH",8309
50731,"Species","Country","ID",8309
50731,"Species","Country","IN",8309
50731,"Species","Country","MY",8309
50731,"Species","Country","TH",8309
50732,"Species","Country","ID",8309
50732,"Species","Country","MY",8309
50732,"Species","Country","TH",8309
50734,"Species","Country","ID",8309
50735,"Species","Country","ID",8309
50735,"Species","Country","MY",8309
50736,"Species","Country","ID",8309
50736,"Species","Country","MY",8309
50737,"Species","Country","ID",8309
50738,"Species","Country","CN",8309
50738,"Species","Country","ID",8309
50738,"Species","Country","IN",8309
50739,"Species","Country","ID",8309
50739,"Species","Country","IN",8309
50739,"Species","Country","MY",8309
50741,"Species","Country","ID",8309
50741,"Species","Country","MY",8309
50741,"Species","Country","PH",8309
50742,"Species","Country","ID",8309
50743,"Species","Country","ID",8309
50743,"Species","Country","MY",8309
50745,"Species","Country","ID",8309
50745,"Species","Country","MY",8309
50746,"Species","Country","ID",8309
50747,"Species","Country","ID",8309
50748,"Species","Country","ID",8309
50748,"Species","Country","PH",8309
50748,"Var","Country","MY",8309
50749,"Species","Country","ID",8309
50749,"Species","Country","IN",8309
50750,"Species","Country","ID",8309
50750,"Species","Country","MY",8309
50751,"Species","Country","ID",8309
50751,"Species","Country","MY",8309
50752,"Species","Country","ID",8309
50752,"Species","Country","IN",8309
50753,"Species","Country","ID",8309
50754,"Species","Country","ID",8309
50754,"Species","Country","PH",8309
50755,"Species","Country","ID",8309
50755,"Species","Country","MY",8309
50755,"Species","Country","PH",8309
50756,"Species","Country","ID",8309
50756,"Species","Country","MY",8309
50757,"Species","Country","ID",8309
50758,"Species","Country","ID",8309
50760,"Species","Country","ID",8309
50760,"Species","Country","MY",8309
50760,"Species","Country","PH",8309
50762,"Species","Country","ID",8309
50762,"Species","Country","MY",8309
50762,"Species","Country","PH",8309
50763,"Species","Country","CN",8309
50763,"Species","Country","ID",8309
50763,"Species","Country","MY",8309
50763,"Species","Country","PH",8309
50764,"Species","Country","ID",8309
50765,"Species","Country","ID",8309
50765,"Species","Country","MY",8309
50765,"Species","Country","PH",8309
50766,"Species","Country","ID",8309
50767,"Species","Country","ID",8309
50767,"Species","Country","MY",8309
50767,"Species","Country","TH",8309
50768,"Species","Country","ID",8309
50768,"Species","Country","MY",8309
50768,"Species","Country","PH",8309
50769,"Species","Country","ID",8309
50770,"Species","Country","ID",8309
50770,"Species","Country","MY",8309
50770,"Species","Country","PH",8309
50770,"Species","Country","TH",8309
50772,"Species","Country","ID",8309
50772,"Species","Country","MY",8309
50774,"Species","Country","ID",8309
50774,"Species","Country","MY",8309
50775,"Species","Country","ID",8309
50775,"Species","Country","PH",8309
50776,"Species","Country","ID",8309
50776,"Species","Country","MY",8309
50777,"Species","Country","ID",8309
50777,"Species","Country","MY",8309
50777,"Species","Country","PH",8309
50778,"Species","Country","ID",8309
50778,"Species","Country","MY",8309
50779,"Species","Country","ID",8309
50780,"Species","Country","ID",8309
50781,"Species","Country","ID",8309
50783,"Species","Country","ID",8309
50784,"Species","Country","ID",8309
50785,"Species","Country","ID",8309
50786,"Species","Country","ID",8309
50787,"Species","Country","ID",8309
50788,"Species","Country","ID",8309
50789,"Species","Country","ID",8309
50790,"Species","Country","ID",8309
50790,"Species","Country","MY",8309
50791,"Species","Country","ID",8309
50791,"Species","Country","MY",8309
50791,"Species","Country","TH",8309
50792,"Species","Country","ID",8309
50793,"Species","Country","ID",8309
50793,"Species","Country","MM",8309
50793,"Species","Country","MY",8309
50793,"Species","Country","PH",8309
50796,"Species","Country","ID",8309
50797,"Species","Country","ID",8309
50797,"Species","Country","MY",8309
50797,"Species","Country","TH",8309
50798,"Species","Country","ID",8309
50798,"Species","Country","MY",8309
50799,"Species","Country","ID",8309
50800,"Species","Country","ID",8309
50801,"Species","Country","AU",8309
50801,"Species","Country","ID",8309
50801,"Species","Country","IN",8309
50802,"Species","Country","ID",8309
50802,"Species","Country","MY",8309
50802,"Species","Country","TH",8309
50803,"Species","Country","ID",8309
50803,"Species","Country","MY",8309
50804,"Species","Country","ID",8309
50806,"Species","Country","ID",8309
50807,"Species","Country","ID",8309
50807,"Species","Country","MY",8309
50808,"Species","Country","ID",8309
50808,"Species","Country","MY",8309
50809,"Species","Country","ID",8309
50809,"Species","Country","MY",8309
50810,"Species","Country","ID",8309
50811,"Species","Country","ID",8309
50811,"Species","Country","IN",8309
50812,"Species","Country","ID",8309
50812,"Species","Country","MY",8309
50812,"Species","Country","PH",8309
50813,"Species","Country","ID",8309
50813,"Species","Country","PH",8309
50814,"Species","Country","ID",8309
50814,"Species","Country","PH",8309
50816,"Species","Country","ID",8309
50816,"Species","Country","MY",8309
50816,"Species","Country","PH",8309
50819,"Species","Country","ID",8309
50819,"Species","Country","MY",8309
50820,"Species","Country","ID",8309
50821,"Species","Country","ID",8309
50822,"Species","Country","ID",8309
50823,"Species","Country","ID",8309
50824,"Species","Country","ID",8309
50824,"Species","Country","MY",8309
50824,"Species","Country","TH",8309
50825,"Species","Country","ID",8309
50825,"Species","Country","MY",8309
50826,"Species","Country","ID",8309
50827,"Species","Country","ID",8309
50827,"Species","Country","MY",8309
50828,"Species","Country","ID",8309
50828,"Species","Country","MY",8309
50828,"Species","Country","TH",8309
50829,"Species","Country","ID",8309
50829,"Species","Country","MY",8309
50830,"Species","Country","ID",8309
50831,"Species","Country","ID",8309
50831,"Species","Country","MY",8309
50831,"Species","Country","TH",8309
50833,"Species","Country","ID",8309
50834,"Species","Country","ID",8309
50834,"Species","Country","MY",8309
50834,"Species","Country","TH",8309
50835,"Species","Country","ID",8309
50835,"Species","Country","MY",8309
50835,"Species","Country","TH",8309
50835,"Species","Country","VN",8309
50836,"Species","Country","ID",8309
50836,"Species","Country","MY",8309
50836,"Species","Country","TH",8309
50837,"Species","Country","ID",8309
50837,"Species","Country","IN",8309
50837,"Species","Territory","TW",8309
50838,"Species","Country","ID",8309
50838,"Species","Country","TH",8309
50839,"Species","Country","ID",8309
50839,"Species","Country","MM",8309
50839,"Species","Country","MY",8309
50840,"Species","Country","ID",8309
50841,"Species","Country","ID",8309
50842,"Species","Country","ID",8309
50842,"Species","Country","MY",8309
50842,"Species","Country","TH",8309
50843,"Species","Country","ID",8309
50843,"Species","Country","MY",8309
50844,"Species","Country","ID",8309
50845,"Species","Country","CN",8309
50845,"Species","Country","ID",8309
50845,"Species","Country","IN",8309
50848,"Species","Country","ID",8309
50848,"Species","Country","MY",8309
50849,"Species","Country","ID",8309
50849,"Species","Country","MY",8309
50850,"Species","Country","ID",8309
50851,"Species","Country","ID",8309
50852,"Species","Country","ID",8309
50852,"Species","Country","TH",8309
50853,"Species","Country","ID",8309
50854,"Species","Country","ID",8309
50855,"Species","Country","ID",8309
50855,"Species","Country","MY",8309
50856,"Species","Country","ID",8309
50857,"Species","Country","ID",8309
50857,"Species","Country","MY",8309
50858,"Species","Country","ID",8309
50859,"Species","Country","ID",8309
50859,"Species","Country","IN",8309
50859,"Species","Country","MY",8309
50859,"Species","Country","PH",8309
50860,"Species","Country","ID",8309
50860,"Species","Country","IN",8309
50861,"Species","Country","ID",8309
50862,"Species","Country","ID",8309
50862,"Species","Country","IN",8309
50862,"Species","Country","LK",8309
50862,"Species","Country","TH",8309
50862,"Species","Territory","TW",8309
50863,"Species","Country","ID",8309
50864,"Species","Country","ID",8309
50865,"Species","Country","ID",8309
51688,"Species","Country","ID",8309
51688,"Species","Country","MY",8309
51688,"Species","Country","PH",8309
52419,"Species","Country","CN",8309
52419,"Species","Country","ID",8309
52419,"Species","Country","MY",8309
52419,"Species","Country","TH",8309
52420,"Species","Country","ID",8309
52423,"Species","Country","ID",8309
52424,"Species","Country","ID",8309
52952,"Species","Country","ID",8309
67736,"Species","Country","ID",8309
67771,"Species","Country","ID",8309
43171,"Species","Country","ID",8316
43171,"Species","Country","MY",8316
43199,"Species","Territory","NC",8316
43200,"Species","Country","ID",8316
43208,"Species","Country","ID",8316
43209,"Species","Country","ID",8316
50794,"Species","Country","MG",8316
50795,"Species","Country","MG",8316
104124,"Species","Country","ID",8316
49806,"Species","Country","ID",8319
49806,"Species","Country","LK",8319
49806,"Species","Country","MM",8319
49806,"Species","Country","TH",8319
1341,"Species","Country","PT",8322
1352,"Species","Country","PT",8322
31597,"Species","Country","JP",8482
50042,"Species","Country","AU",8552
50043,"Species","Country","AU",8552
50044,"Species","Country","AU",8553
32757,"Species","Country","TR",8619
105431,"Species","Country","CY",8619
105431,"Species","Country","LB",8619
105431,"Species","Country","SY",8619
105458,"Species","Country","IR",8619
39394,"Species","Country","JP",8622
44384,"Species","Country","JP",8622
50714,"Species","Country","JP",8622
51863,"Species","Country","JP",8622
11817,"Species","Country","AU",8745
11968,"Species","Country","AU",8745
13124,"Species","Country","AU",8745
13125,"Species","Country","AU",8745
13126,"Species","Country","AU",8745
13128,"Species","Country","AU",8745
13129,"Species","Country","AU",8745
13130,"Species","Country","AU",8745
13131,"Species","Country","AU",8745
14702,"Species","Country","AU",8745
14703,"Species","Country","AU",8745
15040,"Species","Country","AU",8745
39374,"Species","Country","AU",8745
39376,"Species","Country","AU",8745
39377,"Species","Country","AU",8745
51777,"Species","Country","AU",8745
51778,"Species","Country","AU",8745
51779,"Species","Country","AU",8745
51780,"Species","Country","AU",8745
51782,"Species","Country","AU",8745
51790,"Species","Country","AU",8745
51794,"Species","Country","AU",8745
51795,"Species","Country","AU",8745
51796,"Species","Country","AU",8745
51797,"Species","Country","AU",8745
51798,"Species","Country","AU",8745
51801,"Species","Country","AU",8745
51807,"Species","Country","AU",8745
51808,"Species","Country","AU",8745
51815,"Species","Country","AU",8745
607,"Species","Country","JP",8751
8719,"Species","Country","JP",8751
10393,"Species","Country","JP",8751
11331,"Species","Country","JP",8751
11987,"Species","Country","CN",8751
11987,"Species","Country","JP",8751
11987,"Species","Territory","TW",8751
12002,"Species","Country","CN",8751
12007,"Species","Country","JP",8751
12007,"Species","Territory","TW",8751
12298,"Species","Territory","TW",8751
31406,"Species","Country","CN",8751
31406,"Species","Country","JP",8751
31412,"Species","Country","RU",8751
31438,"Species","Country","JP",8751
31592,"Species","Country","JP",8751
31592,"Species","Country","RU",8751
31595,"Species","Country","CN",8751
31595,"Species","Country","JP",8751
31598,"Species","Country","JP",8751
32188,"Species","Country","JP",8751
32190,"Species","Country","CN",8751
32190,"Species","Country","JP",8751
32258,"Species","Country","JP",8751
32813,"Species","Country","CN",8751
32813,"Species","Country","JP",8751
32813,"Species","Country","RU",8751
47276,"Species","Country","JP",8751
48294,"Species","Country","JP",8751
48294,"Species","Country","RU",8751
50861,"Species","Country","JP",8751
54842,"Species","Country","CN",8751
54842,"Species","Country","SU",8751
8172,"Species","Territory","TW",8752
8173,"Species","Territory","TW",8752
107554,"Species","Country","JP",8752
107554,"Species","Country","MM",8752
107554,"Species","Country","NP",8752
107554,"Species","Territory","TW",8752
7219,"Species","Country","PK",8754
7219,"Species","Country","VN",8754
8716,"Species","Country","IN",8754
8716,"Species","Country","PK",8754
8720,"Species","Country","IN",8754
106048,"Species","Country","IN",8754
106048,"Species","Country","PK",8754
22166,"Species","Territory","TC",8766
22169,"Species","Territory","TC",8766
22193,"Species","Country","BS",8766
22193,"Species","Territory","TC",8766
22195,"Species","Country","BS",8766
22195,"Species","Territory","TC",8766
43506,"Species","Territory","TC",8766
43555,"Species","Country","BS",8766
43555,"Species","Territory","TC",8766
43556,"Species","Country","BS",8766
43556,"Species","Territory","TC",8766
43557,"Species","Country","BS",8766
43557,"Species","Territory","TC",8766
43558,"Species","Country","BS",8766
43558,"Species","Territory","TC",8766
43559,"Species","Country","BS",8766
43559,"Species","Territory","TC",8766
43569,"Species","Territory","TC",8766
43570,"Species","Country","BS",8766
43570,"Species","Territory","TC",8766
52835,"Species","Country","PE",8766
52835,"Species","Territory","TC",8766
75812,"Species","Territory","MQ",8766
75812,"Species","Territory","MS",8766
75812,"Species","Country","VC",8766
105644,"Species","Territory","TC",8766
105806,"Species","Country","BS",8766
105806,"Species","Country","HT",8766
105806,"Species","Territory","TC",8766
105807,"Species","Country","BS",8766
105807,"Species","Territory","TC",8766
105809,"Species","Country","BS",8766
105809,"Species","Territory","PR",8766
105809,"Species","Territory","TC",8766
8036,"Species","Country","KN",8767
8036,"Species","Country","LC",8767
8036,"Species","Territory","MQ",8767
8036,"Species","Territory","MS",8767
8036,"Species","Country","VC",8767
8074,"Species","Country","DM",8767
8074,"Species","Country","DO",8767
8074,"Species","Country","GD",8767
8074,"Species","Territory","GP",8767
8074,"Species","Country","HT",8767
8074,"Species","Country","LC",8767
8074,"Species","Territory","MQ",8767
8074,"Species","Territory","MS",8767
8074,"Species","Country","TT",8767
8074,"Species","Country","VC",8767
8254,"Species","Country","DM",8767
9399,"Species","Country","AG",8767
9399,"Species","Territory","MQ",8767
9399,"Species","Territory","VG",8767
22100,"Species","Country","VC",8767
22161,"Species","Country","AG",8767
22161,"Species","Territory","AW",8767
22161,"Species","Country","KN",8767
22182,"Species","Territory","GP",8767
22182,"Species","Country","KN",8767
22182,"Species","Territory","MQ",8767
22191,"Species","Country","AG",8767
22191,"Species","Country","GD",8767
22191,"Species","Territory","GP",8767
22191,"Species","Country","KN",8767
22191,"Species","Territory","MQ",8767
22191,"Species","Country","VC",8767
22193,"Species","Country","AG",8767
22195,"Species","Country","AG",8767
22195,"Species","Territory","AI",8767
22195,"Species","Territory","GP",8767
22195,"Species","Country","KN",8767
22195,"Species","Territory","MS",8767
22201,"Species","Country","AG",8767
22201,"Species","Territory","GP",8767
22201,"Species","Country","KN",8767
22201,"Species","Country","LC",8767
22201,"Species","Territory","MS",8767
49569,"Species","Country","AG",8767
49569,"Species","Country","BB",8767
49569,"Species","Country","DM",8767
49569,"Species","Country","GD",8767
49569,"Species","Country","KN",8767
49569,"Species","Country","LC",8767
49569,"Species","Territory","MS",8767
49570,"Species","Country","DM",8767
49570,"Species","Territory","MQ",8767
49570,"Species","Territory","MS",8767
49570,"Species","Country","VC",8767
52729,"Species","Country","DM",8767
52729,"Species","Country","GD",8767
52729,"Species","Territory","MS",8767
52729,"Species","Country","VC",8767
52731,"Species","Country","DM",8767
52731,"Species","Country","GD",8767
52731,"Species","Territory","GP",8767
52731,"Species","Country","KN",8767
52731,"Species","Territory","MQ",8767
52731,"Species","Territory","MS",8767
52731,"Species","Country","TT",8767
52731,"Species","Country","VC",8767
52740,"Species","Country","AG",8767
52740,"Species","Territory","BL",8767
52740,"Species","Country","DM",8767
52740,"Species","Territory","GP",8767
52740,"Species","Country","KN",8767
52740,"Species","Territory","MS",8767
52751,"Species","Country","CO",8767
52751,"Species","Country","VE",8767
52835,"Species","Country","AG",8767
52835,"Species","Territory","AI",8767
52835,"Species","Country","BB",8767
52835,"Species","Country","DM",8767
52835,"Species","Country","GD",8767
52835,"Species","Country","KN",8767
52835,"Species","Country","LC",8767
52835,"Species","Territory","MQ",8767
52835,"Species","Territory","MS",8767
52835,"Species","Country","TT",8767
52835,"Species","Country","VC",8767
61988,"Species","Country","VC",8767
68133,"Species","Country","GD",8767
68133,"Species","Territory","GP",8767
68133,"Species","Country","LC",8767
68133,"Species","Territory","MQ",8767
71340,"Species","Country","AG",8767
71340,"Species","Territory","AN",8767
71340,"Species","Country","KN",8767
71340,"Species","Territory","MS",8767
75836,"Species","Country","AG",8767
75836,"Species","Country","BB",8767
75836,"Species","Territory","GP",8767
75836,"Species","Country","KN",8767
75836,"Species","Territory","MQ",8767
75836,"Species","Territory","MS",8767
75836,"Species","Country","VC",8767
75837,"Species","Territory","GP",8767
75837,"Species","Country","KN",8767
75837,"Species","Country","VC",8767
79766,"Species","Territory","GP",8767
79766,"Species","Country","KN",8767
104241,"Species","Country","AG",8767
104241,"Species","Territory","GP",8767
104241,"Species","Territory","MS",8767
104934,"Species","Territory","AI",8767
105644,"Species","Territory","AI",8767
105644,"Species","Country","BB",8767
105644,"Species","Country","GD",8767
105644,"Species","Territory","GP",8767
105644,"Species","Country","KN",8767
105644,"Species","Country","LC",8767
105644,"Species","Territory","MQ",8767
105644,"Species","Territory","MS",8767
105644,"Species","Country","VC",8767
105788,"Species","Country","VC",8767
105788,"Species","Country","VE",8767
105789,"Species","Country","GD",8767
105789,"Species","Country","TT",8767
105789,"Species","Country","VC",8767
105790,"Species","Territory","AN",8767
105790,"Species","Territory","AW",8767
105790,"Species","Country","GD",8767
105816,"Species","Country","DM",8767
105816,"Species","Country","GD",8767
105816,"Species","Territory","GP",8767
105816,"Species","Country","KN",8767
105816,"Species","Country","LC",8767
105816,"Species","Territory","MQ",8767
105816,"Species","Territory","MS",8767
105816,"Species","Country","TT",8767
105816,"Species","Country","US",8767
105816,"Species","Country","VC",8767
105817,"Species","Country","AG",8767
105817,"Species","Country","DM",8767
105817,"Species","Country","GD",8767
105817,"Species","Territory","GP",8767
105817,"Species","Country","KN",8767
105817,"Species","Territory","MQ",8767
105817,"Species","Territory","MS",8767
105817,"Species","Country","US",8767
105818,"Species","Country","TT",8767
105818,"Species","Country","VE",8767
105819,"Species","Country","DM",8767
105819,"Species","Territory","GP",8767
105819,"Species","Territory","MQ",8767
105819,"Species","Territory","MS",8767
105819,"Species","Country","VC",8767
105820,"Species","Country","DM",8767
105820,"Species","Country","GD",8767
105820,"Species","Territory","GP",8767
105820,"Species","Country","KN",8767
105820,"Species","Country","LC",8767
105820,"Species","Territory","MQ",8767
105820,"Species","Territory","MS",8767
105820,"Species","Country","US",8767
105820,"Species","Country","VC",8767
167966,"Species","Country","LC",8767
167966,"Species","Territory","MQ",8767
55587,"Species","Country","SY",8897
55588,"Species","Country","SY",8897
55589,"Species","Country","SY",8897
55648,"Species","Country","SY",8897
11686,"Species","Country","MY",
11925,"Species","Country","MY",
51903,"Species","Country","MY",
20465,"Species","Country","MX",9002
20467,"Species","Country","MX",9002
20469,"Species","Country","MX",9002
20475,"Species","Country","MX",9002
20486,"Species","Country","MX",9002
20488,"Species","Country","MX",9002
20490,"Species","Country","MX",9002
20497,"Species","Country","MX",9002
20499,"Species","Country","MX",9002
20505,"Var","Country","MX",9002
20511,"Species","Country","MX",9002
20512,"Species","Country","MX",9002
20513,"Species","Country","MX",9002
20156,"Species","Country","GT",9004
8804,"Species","Country","GT",9004
11301,"Species","Country","BZ",9004
11301,"Species","Country","GT",9004
11301,"Species","Country","HN",9004
11301,"Species","Country","SV",9004
11309,"Species","Country","BZ",9004
11760,"Species","Country","GT",9004
12349,"Species","Country","GT",9004
12349,"Species","Country","HN",9004
12349,"Species","Country","MX",9004
12349,"Species","Country","NI",9004
12349,"Species","Country","PA",9004
12349,"Species","Country","SV",9004
12365,"Species","Country","GT",9004
12365,"Species","Country","HN",9004
12365,"Species","Country","MX",9004
12365,"Species","Country","SV",9004
12380,"Species","Country","BR",9004
12380,"Species","Country","GT",9004
12403,"Species","Country","CR",9004
12403,"Species","Country","GT",9004
12403,"Species","Country","HN",9004
12403,"Species","Country","PA",9004
18000,"Species","Country","CR",9004
18613,"Species","Country","GT",9004
18614,"Species","Country","GT",9004
18616,"Species","Country","GT",9004
18617,"Species","Country","GT",9004
18618,"Species","Country","GT",9004
18619,"Species","Country","GT",9004
19328,"Species","Country","GT",9004
19329,"Species","Country","GT",9004
19330,"Species","Country","GT",9004
19331,"Species","Country","GT",9004
19332,"Species","Country","GT",9004
19333,"Species","Country","GT",9004
19336,"Species","Country","GT",9004
19337,"Species","Country","GT",9004
19338,"Species","Country","GT",9004
19339,"Species","Country","GT",9004
19341,"Species","Country","GT",9004
19343,"Species","Country","GT",9004
19348,"Species","Country","GT",9004
19349,"Species","Country","GT",9004
19350,"Species","Country","GT",9004
19351,"Species","Country","GT",9004
19366,"Species","Country","GT",9004
19367,"Species","Country","GT",9004
19368,"Species","Country","GT",9004
20831,"Species","Country","BZ",9004
20831,"Species","Country","GT",9004
20833,"Species","Country","GT",9004
20833,"Species","Country","MX",9004
20835,"Species","Country","GT",9004
20836,"Species","Country","GT",9004
20836,"Species","Country","NI",9004
20838,"Species","Country","GT",9004
20838,"Species","Country","MX",9004
20870,"Species","Country","MX",9004
24876,"Species","Country","MX",9004
24876,"Species","Country","US",9004
26411,"Species","Country","MX",9004
26411,"Species","Country","US",9004
28378,"Species","Country","ZA",9004
29344,"Species","Country","GT",9004
29345,"Species","Country","GT",9004
29346,"Species","Country","GT",9004
43077,"Species","Country","GT",9004
43077,"Species","Country","MX",9004
49570,"Species","Country","BO",9004
49570,"Species","Country","BZ",9004
49570,"Species","Country","GT",9004
49570,"Species","Country","MX",9004
49570,"Species","Country","PA",9004
49570,"Species","Country","PE",9004
49570,"Species","Country","SV",9004
