SpcRecID,Scientific name,Rank,Status,RefRecIDs
5451,austrooccidentalis,Species,A,
5452,coddii,Species,A,20604
5453,cooperi,Species,A,20604
5454,holubii,Species,A,20604
5456,leucantha,Species,A,
5457,litoralis,Species,A,20604
5458,meleagris,Species,A,20604
5459,platypetala,Species,A,20604
5460,tabularis,Species,A,20604
5461,zeyheriana,Species,A,20604
5463,barnardii,Species,A,20604:15922:21391:22181:
5464,clivicola,Species,A,20604:17672:21391:22181:
5465,fasciculata,Species,A,20604:15932:21391:22181:
5466,grandialata,Species,A,20604:15922:21391:22181:
5467,groenewaldii,Species,A,20604:15922:21391:22181:
5468,hallii,Species,A,20604:15926:21391:22181:
5469,knobelii,Species,A,20604:15922:21391:22181:
5470,marlothiana,Species,A,20604:17672:21391:22181:
5471,nesemannii,Species,A,20604:17672:21391:22181:
5472,perangusta,Species,A,20604:15922:21391:22181:
5473,restricta,Species,A,20604:15922:21391:22181:
5474,sekukuniensis,Species,A,20604:15922:21391:22181:
5475,tortirama,Species,A,20604:15922:21391:22181:
5476,waterbergensis,Species,A,20604:15922:21391:22181:
5477,zoutpansbergensis,Species,A,20604:15922:21391:22181:
5603,pilosa,Species,A,20604
5610,dregei,Species,A,22194:20604:
5762,ecalcarata,Species,A,20604
5763,macrostachya,Species,A,20604
5764,physodes,Species,A,20604
5765,sabulosa,Species,A,20604
5797,tysonii,Species,A,
5823,zeyheri,Species,A,20604:14908:
5825,minor,Species,A,
5831,hallii,Species,A,20604
5853,appressa,Species,A,20604
5894,odorata,Species,A,20604
5967,foliosum,Species,A,20604
5969,muticum,Species,A,20604
5972,gerrardii,Species,A,20604
5975,longipetalum,Species,A,20604
6052,longifolia,Species,A,20803
6212,neriifolius,Species,A,21853
7219,loureiroi,Species,A,10268
7428,lugardii,Subspecies,A,22194
7429,ciliata,Species,A,21412:21855:
7431,ensifolia,Species,A,21412:21855:
7433,intermedia,Species,A,21412:21855:
7441,oculata,Species,A,21412:21855:
7473,anthula,Species,A,17672
7493,myriostigma,Species,A,21424:21437:
7511,poselgeriana,Species,A,21437
7512,adustus,Species,A,21437
7517,bristolii,Species,A,21437
7519,knippelianus,Species,A,21437
7527,longisetus,Species,A,21437
7531,pulchellus,Species,A,21424:21437:
7535,sciurus,Species,A,21437
7600,cylindraceus,Species,A,21437
7605,backebergiana,Species,A,21437
7608,pennispinosa,Species,A,21437
7618,saboae,Species,A,21437
7625,schiedeana,Species,A,21424:21437:
7669,fosterianus,Species,A,21437
7704,quipa,Species,A,21437
7706,puniceodiscus,Species,A,21437
7712,corsica,Species,A,17672:20171:
7722,campos-portoana,Species,A,21437
7837,atropurpurea,Species,A,22052:22075:
7854,brachyphylla,Species,A,22075
7864,caudata,Species,A,22052:22075:
7892,regale,Species,A,9009
7893,schiedei,Species,A,9019
7901,leprieurii,Species,A,12491:22075:
7930,fuliginosa,Species,A,22052:22075:
7944,howeana,Species,A,22052:22075:
7994,tripartitus,Species,A,
7997,nigricans,Species,A,22052:22075:
8001,nothofagorum,Species,A,22052:22075:
8004,ogurae,Species,A,11163:22075:
8012,pectinata,Species,A,22052:22075:
8016,petiolulata,Species,A,22052:22075:
8027,speciosa,Species,A,
8030,tryoniana,Species,A,
8031,subarborescens,Species,A,12491:22075:
8034,alstonii,Species,A,12612:22075:
8035,andina,Species,A,22184:12612:22075
8036,arborea,Species,A,8767:22075:
8037,boliviana,Species,A,12612:22075:
8044,corallifera,Species,A,12612:22052:22075
8045,decorata,Species,A,12612:22075:
8046,delgadii,Species,A,12349:22052:22075
8047,dissoluta,Species,A,12612:22075:
8050,dudleyi,Species,A,12612:22075:
8051,ebenina,Species,A,12473:22075:
8052,fulva,Species,A,12007:22075:
8054,gracilis,Species,A,12612:22075:
8055,harrisii,Species,A,12612:22052:22075
8056,haughtii,Species,A,12612:22075:
8057,impar,Species,A,12612:22075:
8058,lechleri,Species,A,12612:22075:
8059,microphylla,Species,A,12612:22075:
8060,multiflora,Species,A,12612:22052:22075
8061,multisegmenta,Species,A,12612:22075:
8062,pallescens,Species,A,12612:22075:
8065,peladensis,Species,A,10538:22075:
8067,platylepis,Species,A,12612:21855:22075
8068,ruiziana,Species,A,12612:22075:
8069,simplex,Species,A,12612:22075:
8071,steyermarkii,Species,A,12612:22075:
8072,straminea,Species,A,12612:22075:
8073,suprastrigosa,Species,A,12612:21855:22075
8074,tenera,Species,A,8767:22075:
8075,vilhelmii,Species,A,12612:22075:
8076,weatherbyana,Species,A,11117:22075:
8080,sellowiana,Species,A,11351
8083,quadripinnata,Species,A,12007
8086,concinna,Species,A,12491:22052:22075
8104,pseudogigantea,Species,A,22052:22075:
8121,schlechteri,Species,A,22052:22075:
8142,tinganensis,Species,A,22052:22075:
8144,trachypoda,Species,A,22052:22075:
8146,tsangii,Species,A,22052:22075:
8162,arborescens,Species,A,18996
8163,baudouini,Species,A,
8164,fibrosa,Species,A,
8165,grandis,Species,A,
8166,lanata,Species,A,22052
8167,lanigera,Species,A,22052
8168,squarrosa,Species,A,
8169,thyrsopteroides,Species,A,22052
8172,barometz,Species,A,15733
8173,cumingii,Species,A,12238
8183,atahuallpa,Species,A,12111:22075:21855:22075:
8185,bradei,Species,A,12111:22075:
8186,brunei,Species,A,14244:22052:22075
8188,cyatheoides,Species,A,12491:22075:
8189,dissimilis,Species,A,12349:21855:22075
8190,poeppigii,Species,A,22075
8191,gardneri,Species,A,12111:22075:
8192,surinamensis,Species,A,12491:21855:22075
8194,insignis,Species,A,12491:22075:
8195,intramarginalis,Species,A,12111:22075:
8196,lockwoodiana,Species,A,12111:22075:
8197,macrocarpa,Species,A,12349:21437:22075
8225,marginalis,Species,A,12349:22075:
8226,myosuroides,Species,A,12007:22075:
8227,parianensis,Species,A,12111:22075:
8230,senilis,Species,A,12111:22075:
8231,sipapoensis,Species,A,12111:22075:
8232,armata,Species,A,11211:21855:22075
8234,atrovirens,Species,A,12111:21855:22075
8235,bicrenata,Species,A,12007:22052:22075
8237,conjugata,Species,A,12111:22075:
8239,barringtonii,Species,A,12111:21855:22075
8240,costaricensis,Species,A,12007:22052:22075
8243,decomposita,Species,A,12111:22075:
8246,dichromatolepis,Species,A,12111:21852:22075
8248,estelae,Species,A,12491:22075:
8249,falcata,Species,A,12111:21855:22075
8250,frigida,Species,A,12111:22075:
8251,mexiae,Species,A,12111:22075:
8252,gibbosa,Species,A,21855:22075:
8253,hirsuta,Species,A,12111:22075:
8254,hodgeana,Species,A,12491:22075:
8256,latevagans,Species,A,12111:22075:
8258,axillaris,Species,A,12111:22052:22075
8259,valdecrenata,Species,A,12007:22075:
8260,microdonta,Species,A,12007:22075:
8262,nanna,Species,A,12111:22075:
8264,lasiosora,Species,A,12111:22075:
8269,pauciflora,Species,A,12111:22075:
8272,phegopteroides,Species,A,12111:22075:
8273,pilosissima,Species,A,12111:22052:22075
8274,praecincta,Species,A,12111:21855:22075
8275,pungens,Species,A,12111:22075:
8277,rufa,Species,A,12111:22052:22075
8278,sagittifolia,Species,A,12491:22075:
8280,schiedeana,Species,A,12007:21855:22075
8281,schlimii,Species,A,12111:22075:
8282,venezuelensis,Species,A,12111:22075:
8284,strigillosa,Species,A,12491:22052:22075
8286,tryonorum,Species,A,12111:22052:22075
8287,ursina,Species,A,12111:22052:22075
8288,villosa,Species,A,12349:22052:22075
8298,chinensis,Species,A,20044:22075:
8313,hancockii,Species,A,
8316,hornei,Species,A,22052:22075:
8320,jacobsii,Species,A,22052:22075:
8329,bella,Species,A,
8330,williamsii,Species,A,12111:22075:
8331,khasyana,Species,A,22075
8355,podophylla,Species,A,22052:22075:
8358,raciborskii,Species,A,22052:22075:
8359,ramispina,Species,A,22052:22075:
8361,recommutata,Species,A,22052:22075:
8386,archboldii,Species,A,
8387,blumei,Species,A,22052
8388,brackenridgei,Species,A,8006
8389,hieronymi,Species,A,
8390,mollis,Species,A,22052
8412,punctulata,Species,A,22052:22075:
8419,arachnoideum,Species,A,
8420,affinis,Species,A,22075
8430,junghuhniana,Species,A,15213:22075:
8440,crenulata,Species,A,22052:22075:
8448,calocoma,Species,A,20850:5607:
8451,arizonica,Species,A,20850:11055:
8495,heleniana,Species,A,17672
8496,origanoides,Species,A,3204
8540,denegrii,Species,A,15964:21437:
8541,knowltonii,Species,A,20850:15964:21437
8551,ambongense,Species,A,21482:10368:22229
8554,brevicaule,Species,A,21482:10368:22229
8555,decaryi,Species,A,21482:10368:22229
8558,traskiae,Species,A,20850
8565,muscipula,Species,A,20850:10260:21856
8572,abdelkuri,Species,A,22181:15534:21391
8573,cameronii,Species,A,17672:21391:22181
8574,wakefieldii,Species,A,17672:21391:22181
8602,geayi,Species,A,21482:10368:22229
8603,horombense,Species,A,21482:10368:22229
8611,sofiense,Species,A,22230:21482:10368:22229:
8615,armandii,Species,A,20213
8616,bosseri,Species,A,20213
8617,dimorpha,Species,A,20213
8618,leroyi,Species,A,20213
8702,haworthioides,Species,A,21429:21482:22229
8704,laeta,Species,A,21429:21482:21447:22229:
8715,galeatum,Species,A,
8716,jacquemontii,Species,A,
8717,nepenthoides,Species,A,
8718,speciosum,Species,A,
8719,urashima,Variety,A,
8720,tortuosum,Species,A,
8721,triphyllum,Species,A,
8722,marmarisense,Subspecies,A,
8725,ditschianum,Species,A,
8726,clavifolia,Species,A,
8727,euphorbioides,Species,A,
8728,herrei,Species,A,
8730,lobata,Species,A,
8731,retrorsa,Species,A,
8746,fadenii,Species,A,22075
8748,fruticosa,Species,A,
8757,glauca,Species,A,
8764,gariepina,Species,A,
8765,polyphylla,Species,A,21482:20604:6966:22229:
8766,squarrosa,Species,A,21482:15534:
8772,interrata,Species,A,20850:20850:8058
8782,longipedunculata,Species,A,
8784,namaquensis,Species,A,
8786,pygmaea,Species,A,
8796,schaeferi,Species,A,
8797,candidum,Species,A,14352:21440:
8798,pauciflorum,Species,A,21442
8799,hirsuta,Species,A,11494
8800,fastidiosa,Species,A,
8801,mutelianum,Species,A,5710
8802,catesbaei,Species,A,
8803,suaveolens,Species,A,10013:21992:22127:22139:22153
8804,bicolor,Species,A,11274
8805,druryi,Species,A,11494:21440:
8806,xantholeuca,Species,A,10012
8807,australis,Species,A,86
8809,cernuum,Species,A,
8817,maldivica,Species,A,14296
8825,grandiflorum,Species,A,
8830,luteum,Species,A,
8843,keysii,Species,A,20681
8845,recurvatum,Species,A,
8848,alabamensis,Subspecies,A,20850:19629:21856
8852,sessile,Species,A,
8862,undulatum,Species,A,
8869,fruticulosa,Species,A,10260
8966,kischenensis,Species,A,15534
8967,kuriensis,Species,A,15534
8968,leptoclada,Species,A,15534
8969,obcordata,Species,A,15534
8970,oblanceolata,Species,A,15534
8972,spiralis,Species,A,15534:21391:22181
9013,forbesii,Species,A,21482:15534:
9014,perryi,Species,A,21482:15534:
9177,pubescens,Species,A,10368
9178,ascendens,Species,A,10368
9179,comosa,Species,A,10368
9180,dumosa,Species,A,10368
9181,humbertii,Species,A,10368
9182,montagnacii,Species,A,10368
9186,madagascariensis,Species,A,10368
9187,madagascariensis,Species,A,10368
9188,trollii,Species,A,10368
9189,alcicornis,Species,A,17672:21391:22181
9190,ankarensis,Species,A,17672:21391:22181
9191,beharensis,Species,A,17672:21391:22181
9192,biaculeata,Species,A,17672:21391:22181
9193,boissieri,Species,A,17672:21391:
9194,boiteaui,Species,A,17672:21391:22181
9196,bosseri,Species,A,17672:21391:22181
9197,brachyphylla,Species,A,17672:21391:22181
9200,capuronii,Species,A,17672:21391:22181
9203,croizatii,Species,A,17672:21391:22181
9206,decaryi,Species,A,
9207,delphinensis,Species,A,17672:21391:22181
9208,denisiana,Species,A,17672:21391:22181
9209,didiereoides,Species,A,17672:21391:22181
9212,fianarantsoae,Species,A,17672:21391:22181
9213,fiherenensis,Species,A,17672:21391:22181
9214,francoisii,Species,A,
9215,genoudiana,Species,A,15926:21391:22181
9216,guillauminiana,Species,A,17672:21391:22181
9218,hedyotoides,Species,A,17672:21391:22181
9219,horombensis,Species,A,17672:21391:22181
9220,intisy,Species,A,17672:21391:22181
9224,leandriana,Species,A,17672:21391:22181
9225,leucodendron,Species,A,21391:17672:21391:22181:
9226,leuconeura,Species,A,17672:21391:22181
9227,lophogona,Species,A,17672:21391:22181
9230,mangokyensis,Species,A,17672:21391:22181
9246,moratii,Species,A,
9247,neohumbertii,Species,A,17672:21391:22181
9252,pachypodioides,Species,A,17672:21391:22181
9253,paulianii,Species,A,17672:21391:22181
9254,pedilanthoides,Species,A,15926:21391:22181
9258,plagiantha,Species,A,17672:21391:22181
9261,primulifolia,Species,A,
9263,quartziticola,Species,A,
9265,razafinjohanii,Species,A,17672:21391:22181
9266,rossii,Species,A,17672:21391:22181
9268,tardieuana,Species,A,17672:21391:22181
9269,tsimbazazae,Species,A,17672:21391:22181
9282,albiflora,Species,A,21482:10368:22229
9284,antandroi,Species,A,21482
9285,bakeri,Species,A,10368:21482:22229
9286,bellatula,Species,A,10368:21482:22229
9287,betsileensis,Species,A,21482:20578:
9288,boiteaui,Species,A,21482:20578:
9289,buchlohii,Species,A,20578:21482:
9292,calcairophila,Species,A,
9299,rugosquamosa,Variety,A,
9300,schistophila,Variety,A,
9301,conifera,Species,A,21482:20578:
9303,cryptoflora,Species,A,20578:21482:
9309,descoingsii,Species,A,
9312,ericetorum,Species,A,20578:21482:
9313,erythrophylla,Species,A,20578:21482:
9314,fievetii,Species,A,20578:21482:
9316,aurantiaca,Variety,A,
9317,helenae,Species,A,
9318,humbertii,Species,A,21482:20578:
9319,ibitiensis,Species,A,21482:20578:
9320,imalotensis,Species,A,20578:21482:
9322,isaloensis,Species,A,21482
9323,itremensis,Species,A,20578:21482:
9325,maniaensis,Variety,A,20578:21482:22229
9326,leandrii,Species,A,20578:21482:
9327,macroclada,Species,A,21482
9330,mayottensis,Species,A,21482:20578:
9331,millotii,Species,A,
9332,parallelifolia,Species,A,
9333,parvula,Species,A,
9334,perrieri,Species,A,
9335,rauhii,Species,A,
9337,schomeri,Species,A,20578:21482:
9338,silicicola,Species,A,21482:20578:
9339,suarezensis,Species,A,21482:20578:
9340,subacutissima,Species,A,20578:21482:
9341,suzannae,Species,A,
9342,trachyticola,Species,A,20578:21482:
9345,vaotsanda,Species,A,21482:20578:
9346,versicolor,Species,A,
9347,viguieri,Species,A,21482:20578:
9374,elephantopus,Species,A,
9377,montagnacii,Species,A,
9385,procera,Species,A,10368
9386,fiherenensis,Species,A,10368
9387,marnieriana,Species,A,10368
9388,caput-aureum,Species,A,17672:21391:22181
9391,millotii,Species,A,17672:21391:22181
9394,andringitrensis,Species,A,21482:10368:
9395,decorsei,Species,A,21482:20578:
9399,baccifera,Species,A,15964:8058:21437
9421,fornicatus,Species,A,10141
9440,baronii,Species,A,21482:22229:
9538,letestui,Species,A,17672:21391:22181
9584,tobuschii,Subspecies,A,21437:10260:21438
9626,pubispinus,Species,A,21437:10260:21438
9629,mongolica,Species,A,10260:21438:
9645,pulvinata,Species,A,10260:21438:
9687,cylindrifolia,Species,A,12428:21438:10260:22181:22229
9695,curvipes,Species,A,21492
9701,teretifolium,Species,A,22228
9703,bueae,Species,A,21492
9704,polydactyla,Species,A,
9705,kamerunensis,Species,A,
9706,nitida,Species,A,
9707,africana,Species,A,
9708,macrantha,Species,A,
9709,platybulbon,Species,A,
9710,mongolica,Species,A,21438:10260:21855
9711,maitlandii,Species,A,
9712,obovata,Species,A,
9713,goodyeroides,Species,A,22206
9714,compressa,Species,A,21438:10260:21482:22229:22229
9716,hodgsonii,Species,A,21438:10260:21855
9717,geniculata,Species,A,
9718,victoriae,Species,A,
9719,longipetiola,Species,A,21438:10260:21855
9720,cucullata,Species,A,
9730,cotyledon,Species,A,
9749,formosa,Species,A,21438:10260:21855
9762,obovata,Variety,A,21439:22209:21855
9793,margaritaceum,Species,A,10260:21440:
9813,parviflorum,Species,A,10260:21440:
9820,shanxiense,Species,A,10260:21440:
9830,tibeticum,Species,A,10260:21440:
9831,oligophyllum,Species,A,10260:21442:
9848,senile,Species,A,10260:21442:
9860,dasypogon,Species,A,10260:21855:22227
9869,purpurata,Species,A,10260:21440:
9872,coccinea,Species,A,10260:21440:
9877,nesioticus,Species,A,15964:21437:
9889,helleri,Species,A,11117:21437:
9890,insularis,Species,A,11117:21437:
9894,saxicola,Species,A,21437:11117:21500
9900,micranthum,Species,A,21441:10260:21440
9953,aurea,Species,A,21440
9964,equisetiformis,Species,A,11117
9982,candida,Species,A,21440
9994,eldorado,Species,A,21440
9998,spicatum,Species,A,11117
10009,hardyana,Species,A,21440
10010,kerrii,Species,A,21440
10011,leopoldii,Species,A,21440
10067,externa,Species,A,19116
10068,elegans,Species,A,
10203,portillae,Species,A,21440
10204,richteri,Species,A,21440
10212,dianthum,Species,A,
10226,fowliei,Species,A,
10246,marquisensis,Species,A,
10247,henryanum,Species,A,
10276,sangii,Species,A,
10278,schoseri,Species,A,
10284,tigrinum,Species,A,
10291,gasparrinii,Species,A,17672:20171:
10300,mohrianum,Species,A,
10317,nebrodensis,Species,A,21853:10370:20171
10354,sylvestre,Species,A,21438:21447:
10355,aculeata,Species,A,21391:22181:
10365,ambroseae,Species,A,21391:22181:
10370,phalerata,Species,A,12111:21855:22075
10372,applanata,Species,A,21391:22181:
10373,angulata,Species,A,21390:13882:
10374,armstrongii,Species,A,13882:21488:
10375,balansae,Species,A,
10376,basaltica,Species,A,21488:13882:
10377,beddomei,Species,A,11494
10378,atrispina,Species,A,21391:22181:
10380,chevalieri,Species,A,20016
10382,atrocarmesina,Species,A,21391:22181:
10384,hainanensis,Species,A,
10386,media,Species,A,13882:21488:
10387,nathorstii,Species,A,
10388,circinalis,Species,A,21488:10260:
10389,micholitzii,Species,A,17617:21488:
10391,papuana,Species,A,19361:21488:
10392,pectinata,Species,A,11139
10393,revoluta,Species,A,8751:21488:
10394,rumphii,Species,A,19361:21488:
10395,siamensis,Species,A,11139
10396,taiwaniana,Species,A,11139
10397,thouarsii,Species,A,20057
10398,eriopus,Species,A,21488:20604:14011
10399,schumanniana,Species,A,
10400,szechuanensis,Species,A,20016
10401,wadei,Species,A,
10402,avasmontana,Species,A,21391:22181:
10403,balsamifera,Species,A,21391:22181:
10404,brassii,Species,A,21391:22181:
10405,bussei,Species,A,12428:22181:
10406,californica,Species,A,12428:22181:
10407,hildae,Species,A,20850:9114:
10408,kuesteriana,Species,A,20850:9114:
10409,candelabrum,Species,A,22181
10410,matudae,Species,A,20850:9114:
10411,miqueliana,Species,A,20850:9019:
10412,zaragozae,Species,A,20850:9114:
10413,carunculifera,Species,A,12428:22181:
10414,califanoi,Species,A,20850:9019:
10415,caputoi,Species,A,20850:9019:
10416,cedrorum,Species,A,12428
10429,charleswilsoniana,Species,A,12428:22181:
10452,clavarioides,Species,A,12428:22181:
10549,chipiaensis,Species,A,20064
10550,confinalis,Species,A,12428:22181:
10551,mendesii,Species,A,20064
10552,renzii,Species,A,20211
10553,volubilis,Species,A,20202
10564,cooperi,Species,A,12428:22181:
10565,cuneneana,Species,A,12428:22181:
10615,enterophora,Species,A,12428:22181:
10638,famatamboay,Species,A,12428:22181:
10723,horrida,Species,A,12428:22181:
10724,cannellii,Species,A,17672:21391:22181
10725,inermis,Species,A,12428:22181:
10727,congestiflora,Species,A,17672:21391:22181
10728,kanalensis,Species,A,12428:22181:
10730,curocana,Species,A,17672:21391:22181
10731,demissa,Species,A,17672:21391:22181
10732,dispersa,Species,A,17672:21391:22181
10733,knuthii,Species,A,12428:22181:
10734,gracilicaulis,Species,A,17672:21391:22181
10735,indurescens,Species,A,17672:21391:22181
10737,ledienii,Species,A,12428:22181:
10737,ingenticapsa,Species,A,17672:21391:22181
10740,oligoclada,Species,A,17672:21391:22181
10741,parviceps,Species,A,17672:21391:22181
10742,scitula,Species,A,17672:21391:22181
10743,semperflorens,Species,A,15926:21391:22181
10745,teixeirae,Species,A,17672:21391:22181
10746,vallaris,Species,A,15926:21391:22181
10747,viduiflora,Species,A,17672:21391:22181
10774,magnicapsula,Species,A,12428:22181:
10806,malevola,Species,A,12428:22181:
10810,mauritanica,Species,A,12428:22181:
10928,mcvaughii,Species,A,12428:22181:
10929,catengiana,Species,A,20064:21482:
10930,gossweileri,Species,A,20064:21482:
10931,grata,Species,A,20064:21482:
10932,guerrae,Species,A,20064:21482:
10933,inamara,Species,A,20064:21482:
10934,lepida,Species,A,20064:21482:
10935,mendesii,Species,A,6968:21482:
10936,procera,Species,A,20064:21482:
10937,rupicola,Species,A,20064:21482:
10938,scorpioides,Species,A,20064:21482:
10939,vallaris,Species,A,20064:21482:
10956,mejiae,Species,A,20850:20016:
10957,purpusii,Species,A,20850:9019:
10958,rzedowskii,Species,A,20850:9019:
10959,spinulosum,Species,A,20850:9019:
10962,bubalinus,Species,A,20057
10964,chimanimaniensis,Species,A,20604:6088:
10965,concinnus,Species,A,20604:6088:
10966,ferox,Species,A,20604:20016:
10967,gratus,Species,A,20604
10968,heenanii,Species,A,20604:18023:
10971,laevifolius,Species,A,20604:18023:
10972,laurentianus,Species,A,20604:20016:
10973,manikensis,Species,A,20604:6088:
10974,marunguensis,Species,A,15977
10975,munchii,Species,A,21488:20604:7922
10976,ngoyanus,Species,A,20604:18023:
10977,paucidentatus,Species,A,20604:18023:
10978,poggei,Species,A,21488
10979,schmitzii,Species,A,
10980,pterogonus,Species,A,20604:7922:
10981,tegulaneus,Species,A,20057
