"DscRecID","Full_citation","Authors","Year","Title","Source","Volume","Number","Publisher"
9317,"Perry, R.T. 1982. The moist tropical forest: its conversion and protection. _The Environmentalist_ 2(2):117-132. Illus., maps. Detrimental effects of slash and burn agriculture.","Perry, R.T.",1982,"The moist tropical forest: its conversion and protection.","_The Environmentalist_",2,2,
9318,"Raven, P.H. 1981. Research in botanical gardens. _Bot. Jahrb. Syst. Pflanzengesch. Pflanzengeogr._ 102(1-4):53-72. Incl. function as plant repositories for threatened species. Pres. at the Tercentenary Symp. of the Berlin Botanical Garden - research progress in bot. gdns, on Balkan flora & genus _Bromus_. 10-13 Sept. 1979.","Raven, P.H.",1981,"Research in botanical gardens.","_Bot. Jahrb. Syst. Pflanzengesch. Pflanzengeogr._",102,"01-Apr",
9319,"Razumovskii, S.M. & G.I. Neshataeva 1982. [Ecological fundamentals of the restoration of natural vegetation of Western Kopet Dagh]. _Prir. Zapadn. Kopetd._ 1982:120-132. Rus. Illus. Conservation problems.","Razumovskii, S.M., G.I. Neshataeva",1982,"[Ecological fundamentals of the restoration of natural vegetation of Western Kopet Dagh].","_Prir. Zapadn. Kopetd._",1982,,
9320,"Robinson, A.F. (ed.) 1982. Endangered and threatened species of the southeastern United States including Puerto Rico and the Virgin Islands. Washington, D.C.: U.S. Department of Agriculture, Forest Service. Illus., maps, col. illus.","Robinson, A.F. (ed.)",1982,"Endangered and threatened species of the southeastern United States including Puerto Rico and the Virgin Islands",,,,"U.S. Department of Agriculture, Forest Service."
9321,"Romme, W.H. 1982. Fire and landscape diversity in subalpine forests of Yellowstone National Park. _Ecological Monographs_ 52(2):199-221. Maps, forests.","Romme, W.H.",1982,"Fire and landscape diversity in subalpine forests of Yellowstone National Park.","_Ecological Monographs_",52,2,
9322,"Rooyen, N. 1983. Die plantegroei van die Roodeplaatdam-Natuurreservaat. 2. Die plantgemeenskappe. (The vegetation of the Roodeplaat Dam Nature Reserve. 2. The plant communities). _S. Afr. J. Bot._ 2(2):115-125. Af (En). Illus., maps.","Rooyen, N.",1983,"Die plantegroei van die Roodeplaatdam-Natuurreservaat. 2. Die plantgemeenskappe. (The vegetation of the Roodeplaat Dam Nature Reserve. 2. The plant communities).","_S. Afr. J. Bot._",2,2,
9323,"Rooyen, N. 1983. Die plantegroei van die Roodeplaatdam-Natuurreservaat. 1. 'n voorlopige plantspesielys. (The vegetation of the Roodeplaat Dam Nature Reserve. 1. A preliminary plant species list.). _S. Afr. J. Bot._ 2(2):105-114.","Rooyen, N.",1983,"Die plantegroei van die Roodeplaatdam-Natuurreservaat. 1. 'n voorlopige plantspesielys. (The vegetation of the Roodeplaat Dam Nature Reserve. 1. A preliminary plant species list.)","_S. Afr. J. Bot._",2,2,
9324,"Cribb, P., T. Reeve, P. Woods 1985. Plant portraits - the genus _Dendrobium_ in New Guinea. _The Kew Magazine_ 2(3):291-308. Illus., col. illus.","Cribb, P., T. Reeve, P. Woods",1985,"Plant portraits - the genus _Dendrobium_ in New Guinea.","_The Kew Magazine_",2,3,
9325,"Mennema, J., A.J. Quene-Boterenbrood & C.L. Plate (eds.) 1985. Atlas van de Nederlandse Flora 2. Zeldzame en vrij zeldzame planten. [Atlas of the Netherlands Flora 2. Rare and very rare plants]. Utrecht, Bohn: Scheltema and Holkema. 349 pp. Du (En). Maps. Contains conservation data for over 250 vascular plant species.","Mennema, J., A.J. Quene-Boterenbrood, C.L. Plate (eds.)",1985,"Atlas van de Nederlandse Flora 2. Zeldzame en vrij zeldzame planten.",,,,"Scheltema and Holkema"
9326,"Cribb, P.J. 1983. A revision of _Dendrobium_ sect. Latouria (Orchidaceae). _Kew Bulletin_ 38(2):229-306. Illus., col. illus., maps.","Cribb, P.J.",1983,"A revision of _Dendrobium_ sect. Latouria (Orchidaceae).","_Kew Bulletin_",38,2,
9327,"Chandrabose, M. & S.R. Srinivasan 1981. Notes on two rare and interesting plants from S. India. _J. Bombay Nat. Hist. Soc._ 78(3):630.","Chandrabose, M., S.R. Srinivasan",1981,"Notes on two rare and interesting plants from S. India.","_J. Bombay Nat. Hist. Soc._",78,3,
9328,"Malhotra, S.K., S.S. Moorthy 1980. A little known species from Maharashtra State. _J. Bombay Nat. Hist. Soc._ 77(3):534-536. Illus.","Malhotra, S.K., S.S. Moorthy",1980,"A little known species from Maharashtra State.","_J. Bombay Nat. Hist. Soc._",77,3,
9329,"Ghosh, R.B. & B., Datta, S. 1977. Two little known or rare plants from eastern India. _J. Bombay Nat. Hist. Soc._ 74(3):564.","Ghosh, R.B. & B., Datta, S.",1977,"Two little known or rare plants from eastern India.","_J. Bombay Nat. Hist. Soc._",74,3,
9330,"Henry, A.N., M.S. Swaminathan 1983. Rare or new _Exacum_ L. (Gentianaceae) from southern India. _J. Bombay Nat. Hist. Soc._ 80(2):456-459. Illus.","Henry, A.N., M.S. Swaminathan",1983,"Rare or new _Exacum_ L. (Gentianaceae) from southern India.","_J. Bombay Nat. Hist. Soc._",80,2,
9331,"Aswal, B.S. & B.N. Mehrotra 1984. _Ranunculus bikramii_ - a new species of Ranunculaceae from Lahul Vallley (H.P.). India. _Indian J. Forestry_ 7(1):62-63. Illus.","Aswal, B.S., B.N. Mehrotra",1984,"_Ranunculus bikramii_ - a new species of Ranunculaceae from Lahul Vallley (H.P.). India.","_Indian J. Forestry_",7,1,
9332,"Goel, A.K. & U.C. Bhattacharyya 1982. Rediscovery of three rarely collected plants from north-western Himalaya. _Indian J. Forest._ 5(1):17-20.","Goel, A.K., U.C. Bhattacharyya",1982,"Rediscovery of three rarely collected plants from north-western Himalaya.","_Indian J. Forest._",5,1,
9333,"Dixit, R.D. 1982. A new species of _Vittaria_ from Arunachal Pradesh, India. _J. Econ. Tax. Bot._ 3(3):959-960. Illus.","Dixit, R.D.",1982,"A new species of _Vittaria_ from Arunachal Pradesh, India.","_J. Econ. Tax. Bot._",3,3,
9334,"Dixit, R.D. 1982. _Woodsia hancockii_ Baker - a fern new to India. _J. Econ. Tax. Bot._ 3(3):963-964. Illus.","Dixit, R.D.",1982,"_Woodsia hancockii_ Baker - a fern new to India.","_J. Econ. Tax. Bot._",3,3,
9335,"Vajravelu, E. & R. Gopalan 1982. Rare and little known plants from south India. _J. Econ. Tax. Bot._ 3(3):978-980. Illus.","Vajravelu, E., R. Gopalan",1982,"Rare and little known plants from south India.","_J. Econ. Tax. Bot._",3,3,
9336,"Vajravelu, E. & P. Bhargavan 1982. Notes on some rare plants from south India. _J. Econ. Tax. Bot._ 3(3):969-973. Illus.","Vajravelu, E., P. Bhargavan",1982,"Notes on some rare plants from south India","_J. Econ. Tax. Bot._",3,3,
9337,"Khullar, S.P., S.S. Sharma & P. Singh 1983. A little known fern from the Himalaya - _Asplenium nesii_ Christ, and the nomenclature of _A. exiguum_ Bedd. (Aspleniaceae). _J. Bombay Nat. Hist. Soc._ 80(1):262-265. Illus.","Khullar, S.P., S.S. Sharma, P. Singh",1983,"A little known fern from the Himalaya - _Asplenium nesii_ Christ, and the nomenclature of _A. exiguum_ Bedd. (Aspleniaceae).","_J. Bombay Nat. Hist. Soc._",80,1,
9338,"Biswas, A.D. & S.R. Ghosh 1983. _Onychium plumosum_ Ching, _O. tenuifrons_ Ching - two new records of fern for India. _J. Bombay Nat. Hist. Soc._ 80(1):265-267. Illus.","Biswas, A.D., S.R. Ghosh",1983,"_Onychium plumosum_ Ching, _O. tenuifrons_ Ching - two new records of fern for India.","_J. Bombay Nat. Hist. Soc._",80,1,
9339,"Biswas, A.D. 1983. _Elaphoglossum ceylanicum_ Krajina ex Sledge - a new record of fern for India. _J. Bombay Nat. Hist. Soc._ 80(1):267-268. Illus.","Biswas, A.D.",1983,"_Elaphoglossum ceylanicum_ Krajina ex Sledge - a new record of fern for India.","_J. Bombay Nat. Hist. Soc._",80,1,
9340,"Chowdhery, H.J. & B.M. Wadhwa 1983. Is _Microgynoceium tibeticum_ Hook.f. (Chenopodiaceae) a rare species? _Indian J. Forestry_ 6(3):248-249. Illus. Discussion on distribution and status of _Microgynoecium tibeticum_.","Chowdhery, H.J., B.M. Wadhwa",1983,"Is _Microgynoceium tibeticum_ Hook.f. (Chenopodiaceae) a rare species?","_Indian J. Forestry_",6,3,
9341,"Panigrahi, G. 1983. _Quercus dilatata_ Royle (Fagaceae) - a nomen invalidum. _Indian J. Forestry_ 6(3):252.","Panigrahi, G.",1983,"_Quercus dilatata_ Royle (Fagaceae) - a nomen invalidum.","_Indian J. Forestry_",6,3,
9342,"Malhotra, C.L. & S. Sigh 1983. _Oberonia prainiana_ King & Pantl. (Orchidaceae) a new record from North West Himalaya. _Indian J. Forestry_ 6(4):337-338. Illus.","Malhotra, C.L., S. Sigh",1983,"_Oberonia prainiana_ King & Pantl. (Orchidaceae) a new record from North West Himalaya.","_Indian J. Forestry_",6,4,
9343,"Ghosh, S.R. 1983. The fern family Oleandraceae Ching ex Pic.-Ser. from India, Nepal and Bhutan. _J. Econ. Tax. Bot._ 4(1):271-281. Illus.","Ghosh, S.R.",1983,"The fern family Oleandraceae Ching ex Pic.-Ser. from India, Nepal and Bhutan.","_J. Econ. Tax. Bot._",4,1,
9344,"Biswas, A. 1983. _Microlepia calvescence_ (Wall. ex Hook.) Presl var. _intramarginalis_ (Tagawa) Shieh - a new record of fern for India. _J. Econ. Tax. Bot._ 4(1):315.","Biswas, A.",1983,"_Microlepia calvescence_ (Wall. ex Hook.) Presl var. _intramarginalis_ (Tagawa) Shieh - a new record of fern for India.","_J. Econ. Tax. Bot._",4,1,
9345,"Raju, V.S. 1983. _Ceratopteris thalictroides_ (L.) Brongn. (Parkeriaceae) from the Godavari Region of Andhra Pradesh. _J. Econ. Tax. Bot._ 4(1):316.","Raju, V.S.",1983,"_Ceratopteris thalictroides_ (L.) Brongn. (Parkeriaceae) from the Godavari Region of Andhra Pradesh.","_J. Econ. Tax. Bot._",4,1,
9346,"Kamble, S.Y. & M.S. Dawre 1983. _Leucas zeylanica_ (L.) R.Br. var. _walkeri_ (Benth.) Hook.f. - a new record for India. _J. Econ Tax. Bot._ 4(1):317-318.","Kamble, S.Y., M.S. Dawre",1983,"_Leucas zeylanica_ (L.) R.Br. var. _walkeri_ (Benth.) Hook.f. - a new record for India.","_J. Econ Tax. Bot._",4,1,
9347,"Manilal, K.S. & C.S. Kumar 1983. Two new records of Oberonias from Kerala. _J. Econ. Tax. Bot._ 4(3):987-989. _Oberonia bicornis_, _O. tenuis_.","Manilal, K.S., C.S. Kumar",1983,"Two new records of Oberonias from Kerala.","_J. Econ. Tax. Bot._",4,3,
9354,"Sikdar, J.K., S.K. Basu & D.N. Samanta 1983. A sketch of the pteridophytic flora of Jalpaiguri District, West Bengal. _J. Econ. Tax. Bot._ 4(3):667-683. Annotated list.","Sikdar, J.K., S.K. Basu, D.N. Samanta",1983,"A sketch of the pteridophytic flora of Jalpaiguri District, West Bengal.","_J. Econ. Tax. Bot._",4,3,
9358,"Cribb, P.J. & M.W. Wood 1983. _Paphiopedilum bellatulum_, Orchidaceae. _Bot. Mag._ (new series) 184(4):185-187. Illus., col. illus.","Cribb, P.J., M.W. Wood",1983,"_Paphiopedilum bellatulum_, Orchidaceae.","_Bot. Mag._ (new series)",184,4,
9362,"Savage, T. 1983. A Georgia station for _Torreya taxifolia_ Arn. survives. _Florida Scientist_ 46(1):62-64. Maps.","Savage, T.",1983,"A Georgia station for _Torreya taxifolia_ Arn. survives.","_Florida Scientist_",46,1,
9365,"Nooteboom, H.P. (ed.) 1985. New records. _Flora Malesiana Bull._ 9/3(39):294-304. Annotated list.","Nooteboom, H.P. (ed.)",1985,"New records.","_Flora Malesiana Bull._","09-Mar",39,
9371,"Szukiel, E. 1982. Wplyw przegeszczenia jeleni na odnowienia w lasach bieszczadzkich. (Impact of excessive red deer density upon forest regeneration in the Bieszczady Mountains.). _Sylwan_ 26(1-3):41-47. Pol.","Szukiel, E.",1982,"Wplyw przegeszczenia jeleni na odnowienia w lasach bieszczadzkich. (Impact of excessive red deer density upon forest regeneration in the Bieszczady Mountains.)","_Sylwan_",26,"01-Mar",
9373,"Tabaka, L. & G. Klavina 1981. Floristisko petijumu nozime aisargajamo teritoriju augu valsts genetiska fonda saglabasana. (Importance of floristic studies in the preservation of the gene pool of reservation territories [Latvian SSR].). _Mezsaimnieciba un Mezrupnieciba_ 1981(3):9-10. Latv (Rus).","Tabaka, L., G. Klavina",1981,"Floristisko petijumu nozime aisargajamo teritoriju augu valsts genetiska fonda saglabasana. (Importance of floristic studies in the preservation of the gene pool of reservation territories [Latvian SSR].)","_Mezsaimnieciba un Mezrupnieciba_",1981,3,
9374,"Uchimura, E. 1981. Survey of natural forests for conservation of genetic resources in Japan. _In_ XVII IUFRO World Congress, Japan 1981. Ibaraki, International Union of Forest Research Organisations. 120-124.","Uchimura, E.",1981,"Survey of natural forests for conservation of genetic resources in Japan.","_In_ XVII IUFRO World Congress, Japan 1981. Ibaraki, International Union of Forest Research Organisations. 120-124.",,,
9375,"Volquardts, G. 1982. Waldbildung und Walderhaltung - M̦glichkeiten und Grenzen. _Forstarchiv_ 53(2):43-46. Ge (En). Illus. Forest conservation.","Volquardts, G.",1982,"Waldbildung und Walderhaltung - M̦glichkeiten und Grenzen.","_Forstarchiv_",53,2,
9376,"Weisser, P.J., I.F. Garland & B.K. Drews 1982. Dune advancement 1937-1977 at the Mlalazi Nature Reserve, Mtunzini, Natal, South Africa, and a preliminary vegetation-succession chronology. _Bothalia_ 14(1):127-130. Illus.","Weisser, P.J., I.F. Garland, B.K. Drews",1982,"Dune advancement 1937-1977 at the Mlalazi Nature Reserve, Mtunzini, Natal, South Africa, and a preliminary vegetation-succession chronology.","_Bothalia_",14,1,
9377,"Abramchuk, A.V. & P.L. Gorchakowskii 1980. [Formation and anthropogenic degradation of meadow plant communities in the Trans-Ural forest-steppe region. _Sov. J. Ecol._ 11(1):11-20. Translated from _Ekologiya_ 11(1):22-34. (1980).","Abramchuk, A.V., P.L. Gorchakowskii",1980,"[Formation and anthropogenic degradation of meadow plant communities in the Trans-Ural forest-steppe region.","_Sov. J. Ecol._",11,1,
9378,"Ahmed, A.A. 1983. Forest reserves and woodland savanna regeneration on the sub-Saharan massif of Jebel Marra, Democratic Republic of the Sudan. _Vegetatio_ 54(2):65-78. Illus., maps.","Ahmed, A.A.",1983,"Forest reserves and woodland savanna regeneration on the sub-Saharan massif of Jebel Marra, Democratic Republic of the Sudan.","_Vegetatio_",54,2,
9379,"Ahmad, A.M. 1979. Genetic resources of tropical forest trees - conservation options. _Malay. Nature J._ 33(1):25-38.","Ahmad, A.M.",1979,"Genetic resources of tropical forest trees - conservation options.","_Malay. Nature J._",33,1,
9385,"Bartyzel, R. 1980. Przeglad badan naukowych dotyczacych Pieninskiego Parku Narodowego. (A review of scientific studies on the Pieniny National Park.). _Chronmy Przyr. Ojczysta_ 36(4):17-24. Pol (En). Illus.","Bartyzel, R.",1980,"Przeglad badan naukowych dotyczacych Pieninskiego Parku Narodowego. (A review of scientific studies on the Pieniny National Park.)","_Chronmy Przyr. Ojczysta_",36,4,
9386,"Berding, N., H. Koike 1980. Germplasm conservation of the _Saccharum_ complex: a collection from the Indonesian archipelago. _Hawaii. Pl. Rec._ 59(7):87-176. Maps.","Berding, N., H. Koike",1980,"Germplasm conservation of the _Saccharum_ complex: a collection from the Indonesian archipelago.","_Hawaii. Pl. Rec._",59,7,
9387,"Berry, C. 1979. Trees and shrubs of the Etosha National Park. Directorate of Nature Conservation. 161p. En (Af, Ge, Her). Illus., col. illus., map.","Berry, C.",1979,"Trees and shrubs of the Etosha National Park.",,,,"Directorate of Nature Conservation. 161p."
9388,"Lawesson, J.E. 1987. Annotations to: Galapagos list.","Lawesson, J.E.",1987,"Annotations to: Galapagos list.",,,,"4 February 1987."
9389,"Lawesson, J.E. 1986. Report on the most threatened endemic plants in Galapagos. Santa Cruz, Charles Darwin Research Station. 10pp Annotated list; maps.","Lawesson, J.E.",1986,"Report on the most threatened endemic plants in Galapagos.",,,,
9390,"Bigalke, R.C. 1983. Forestry and resource conservation. What is the role of the forester in South Africa. _S. Afr. Forest. J._ 1983(126):12-14.","Bigalke, R.C.",1983,"Forestry and resource conservation. What is the role of the forester in South Africa.","_S. Afr. Forest. J._",1983,126,
9391,"Bishop, R.C. 1977. The economics of endangered species: alternative approaches to public decisions. Madison, Wisconsin, College of Agricultural and Life Sciences. University Dept of Agricultural Economics staff papers series.","Bishop, R.C.",1977,"The economics of endangered species: alternative approaches to public decisions.",,,,"Madison, Wisconsin, College of Agricultural and Life Sciences."
9392,"Brooks, A. & A. Follis (comps.) 1980. Woodlands: a practical conservation handbook. Reading: British Trust for Conservation Volunteers. 187 pp.","Brooks, A., A. Follis (comps.)",1980,"Woodlands: a practical conservation handbook",,,,"British Trust for Conservation Volunteers"
9393,"Brown, J.M. & A.J.M. Hopkins 1983. The Kwongan (sclerophyllous shrublands) of Tutanning Nature Reserve, Western Australia. _Austral. J. Ecol._ 8(1):63-73. Maps.","Brown, J.M., A.J.M. Hopkins",1983,"The Kwongan (sclerophyllous shrublands) of Tutanning Nature Reserve, Western Australia.","_Austral. J. Ecol._",8,1,
9394,"Bussy, J.-C. 1980. La for̻t de l'an demain. Paris, Maison Rustique. 127p. Fr. Illus., maps.","Bussy, J.-C.",1980,"La for̻t de l'an demain.",,,,"Paris, Maison Rustique. 127p."
9395,"Casebeer, R.L. 1975. Summaries of statistics and regulations pertaining to wildlife, parks and reserves in Kenya. FAO Report. no. KEN:71/526 Project working document No. 8. II, 46p.","Casebeer, R.L.",1975,"Summaries of statistics and regulations pertaining to wildlife, parks and reserves in Kenya.",,,,"FAO Report. no. KEN:71/526 Project working document No. 8. II, 46p."
