Species RecID,Rank,GEO_entity,ISO Code 2,Reference IDs,Designation
8288,Species,Country,GY,12349,CITES_EU
8288,Species,Country,PA,,CITES_EU
8288,Species,Country,PA,12349,CITES_EU
8288,Species,Country,PY,22075,CITES_EU
8288,Species,Country,VE,12349,CITES_EU
8298,Species,Country,BT,,CITES_EU
8298,Species,Country,BT,19161,CITES_EU
8298,Species,Country,CN,,CITES_EU
8298,Species,Country,CN,20044,CITES_EU
8298,Species,Country,IN,,CITES_EU
8298,Species,Country,IN,20044,CITES_EU
8298,Species,Country,IN,22075,CITES_EU
8298,Species,Country,MM,,CITES_EU
8298,Species,Country,MM,20044,CITES_EU
8298,Species,Country,NP,22075,CITES_EU
8298,Species,Country,TH,,CITES_EU
8298,Species,Country,TH,20044,CITES_EU
8298,Species,Country,VN,,CITES_EU
8298,Species,Country,VN,20044,CITES_EU
8313,Species,Territory,TW,20511,CITES_EU
8316,Species,Country,FJ,,CITES_EU
8316,Species,Country,PG,,CITES_EU
8320,Species,Country,ID,,CITES_EU
8320,Species,Country,ID,22075,CITES_EU
8329,Species,Country,BR,,CITES_EU
8329,Species,Country,VE,,CITES_EU
8330,Species,Country,CO,22075,CITES_EU
8330,Species,Country,EC,22075,CITES_EU
8330,Species,Country,PA,22075,CITES_EU
8330,Species,Country,VE,,CITES_EU
8330,Species,Country,VE,11211,CITES_EU
8331,Species,Country,IN,22075,CITES_EU
8331,Species,Country,MM,22075,CITES_EU
8331,Species,Country,NP,22075,CITES_EU
8355,Species,Country,CN,,CITES_EU
8355,Species,Territory,HK,,CITES_EU
8355,Species,Country,JP,11163,CITES_EU
8355,Species,Country,JP,20015,CITES_EU
8355,Species,Country,TH,,CITES_EU
8355,Species,Country,TH,20019,CITES_EU
8355,Species,Territory,TW,,CITES_EU
8355,Species,Territory,TW,20018,CITES_EU
8355,Species,Country,VN,,CITES_EU
8358,Species,Country,ID,,CITES_EU
8359,Species,Country,ID,,CITES_EU
8359,Species,Country,MY,22075,CITES_EU
8361,Species,Country,ID,,CITES_EU
8361,Species,Country,MY,,CITES_EU
8386,Species,Country,PG,,CITES_EU
8386,Species,Country,PG,21854,CITES_EU
8386,Species,Country,SB,,CITES_EU
8387,Species,Country,ID,,CITES_EU
8387,Species,Country,ID,21854,CITES_EU
8387,Species,Country,PH,,CITES_EU
8388,Species,Territory,AS,8006,CITES_EU
8388,Species,Country,FJ,,CITES_EU
8388,Species,Country,FJ,8006,CITES_EU
8388,Species,Country,SB,14803,CITES_EU
8388,Species,Country,VU,,CITES_EU
8388,Species,Country,WS,,CITES_EU
8389,Species,Country,PG,,CITES_EU
8389,Species,Country,PG,21854,CITES_EU
8390,Species,Country,ID,,CITES_EU
8390,Species,Country,ID,21854,CITES_EU
8390,Species,Country,PH,,CITES_EU
8390,Species,Country,PH,21854,CITES_EU
8412,Species,Country,ID,,CITES_EU
8412,Species,Country,ID,22075,CITES_EU
8419,Species,Country,ID,,CITES_EU
8419,Species,Country,MY,,CITES_EU
8420,Species,Country,CK,,CITES_EU
8420,Species,Country,FJ,,CITES_EU
8420,Species,Territory,NC,,CITES_EU
8420,Species,Territory,PF,,CITES_EU
8420,Species,Country,WS,,CITES_EU
8430,Species,Country,ID,,CITES_EU
8440,Species,Country,ID,,CITES_EU
8448,Species,Country,CU,21488,CITES_EU
8451,Species,Country,US,20850,CITES_EU
8495,Species,Territory,SH,18996,CITES_EU
8496,Species,Territory,SH,21500,CITES_EU
8540,Species,Country,MX,20067,CITES_EU
8540,Species,Country,MX,21424,CITES_EU
8540,Species,Country,MX,9114,CITES_EU
8541,Species,Country,US,20850,CITES_EU
8551,Species,Country,MG,19879,CITES_EU
8551,Species,Country,MG,20578,CITES_EU
8554,Species,Country,MG,20578,CITES_EU
8555,Species,Country,MG,20578,CITES_EU
8558,Species,Country,US,20850,CITES_EU
8565,Species,Country,US,20850,CITES_EU
8572,Species,Country,YE,15534,CITES_EU
8573,Species,Country,DJ,,CITES_EU
8573,Species,Country,DJ,19035,CITES_EU
8573,Species,Country,SO,17672,CITES_EU
8574,Species,Country,KE,17672,CITES_EU
8574,Species,Country,KE,20057,CITES_EU
8574,Species,Country,TZ,17435,CITES_EU
8574,Species,Country,TZ,20057,CITES_EU
8602,Species,Country,MG,19879,CITES_EU
8602,Species,Country,MG,20578,CITES_EU
8603,Species,Country,MG,19879,CITES_EU
8603,Species,Country,MG,21482,CITES_EU
8611,Species,Country,MG,19879,CITES_EU
8611,Species,Country,MG,20578,CITES_EU
8615,Species,Country,MG,20211,CITES_EU
8615,Species,Country,MG,20578,CITES_EU
8616,Species,Country,MG,20211,CITES_EU
8616,Species,Country,MG,20578,CITES_EU
8617,Species,Country,MG,20211,CITES_EU
8617,Species,Country,MG,20578,CITES_EU
8618,Species,Country,MG,20211,CITES_EU
8618,Species,Country,MG,20578,CITES_EU
8702,Species,Country,MG,21482,CITES_EU
8704,Species,Country,MG,21492,CITES_EU
8715,Species,Country,BT,,CITES_EU
8715,Species,Country,BT,10777,CITES_EU
8715,Species,Country,IN,,CITES_EU
8715,Species,Country,IN,10777,CITES_EU
8716,Species,Country,AF,,CITES_EU
8716,Species,Country,AF,7955,CITES_EU
8716,Species,Country,BT,,CITES_EU
8716,Species,Country,BT,10777,CITES_EU
8716,Species,Country,CN,,CITES_EU
8716,Species,Country,CN,10777,CITES_EU
8716,Species,Country,IN,,CITES_EU
8716,Species,Country,IN,10777,CITES_EU
8716,Species,Country,IN,7956,CITES_EU
8716,Species,Country,IN,8754,CITES_EU
8716,Species,Country,NP,,CITES_EU
8716,Species,Country,NP,7955,CITES_EU
8716,Species,Country,PK,,CITES_EU
8716,Species,Country,PK,8754,CITES_EU
8717,Species,Country,BT,,CITES_EU
8717,Species,Country,BT,10777,CITES_EU
8717,Species,Country,CN,,CITES_EU
8717,Species,Country,CN,7955,CITES_EU
8717,Species,Country,IN,,CITES_EU
8717,Species,Country,IN,10777,CITES_EU
8717,Species,Country,IN,7955,CITES_EU
8717,Species,Country,MM,,CITES_EU
8717,Species,Country,MM,7955,CITES_EU
8717,Species,Country,NP,,CITES_EU
8717,Species,Country,NP,7955,CITES_EU
8718,Species,Country,BT,,CITES_EU
8718,Species,Country,BT,10777,CITES_EU
8718,Species,Country,CN,,CITES_EU
8718,Species,Country,CN,7955,CITES_EU
8718,Species,Country,IN,,CITES_EU
8718,Species,Country,IN,10777,CITES_EU
8718,Species,Country,IN,7955,CITES_EU
8718,Species,Country,IN,7956,CITES_EU
8718,Species,Country,NP,,CITES_EU
8718,Species,Country,NP,7955,CITES_EU
8719,Species,Country,JP,,CITES_EU
8719,Species,Country,JP,8751,CITES_EU
8720,Species,Country,BT,,CITES_EU
8720,Species,Country,BT,10777,CITES_EU
8720,Species,Country,CN,,CITES_EU
8720,Species,Country,CN,7955,CITES_EU
8720,Species,Country,IN,,CITES_EU
8720,Species,Country,IN,10777,CITES_EU
8720,Species,Country,IN,7955,CITES_EU
8720,Species,Country,IN,7956,CITES_EU
8720,Species,Country,IN,8754,CITES_EU
8721,Species,Country,CA,,CITES_EU
8721,Species,Country,CA,21446,CITES_EU
8721,Species,Country,US,,CITES_EU
8721,Species,Country,US,21445,CITES_EU
8722,Species,Country,TR,10260,CITES_EU
8725,Species,Country,TR,,CITES_EU
8725,Species,Country,TR,10260,CITES_EU
8727,Species,Country,ZA,,CITES_EU
8727,Species,Country,ZA,10260,CITES_EU
8728,Species,Country,ZA,,CITES_EU
8728,Species,Country,ZA,10260,CITES_EU
8746,Species,Country,TZ,,CITES_EU
8748,Species,Country,ZA,,CITES_EU
8748,Species,Country,ZA,10260,CITES_EU
8757,Species,Country,ZA,,CITES_EU
8757,Species,Country,ZA,10260,CITES_EU
8764,Species,Country,ZA,,CITES_EU
8764,Species,Country,ZA,10260,CITES_EU
8765,Species,Country,LS,20604,CITES_EU
8765,Species,Country,ZA,20604,CITES_EU
8766,Species,Country,YE,15534,CITES_EU
8772,Species,Country,MX,20883,CITES_EU
8772,Species,Country,US,20850,CITES_EU
8796,Species,Country,NA,,CITES_EU
8796,Species,Country,NA,10260,CITES_EU
8797,Species,Country,CA,13967,CITES_EU
8797,Species,Country,CA,19002,CITES_EU
8797,Species,Country,US,,CITES_EU
8797,Species,Country,US,13967,CITES_EU
8797,Species,Country,US,19002,CITES_EU
8798,Species,Country,BT,21442,CITES_EU
8798,Species,Country,IN,,CITES_EU
8798,Species,Country,MM,21442,CITES_EU
8798,Species,Country,TH,21442,CITES_EU
8799,Species,Country,BT,11494,CITES_EU
8799,Species,Country,IN,11494,CITES_EU
8799,Species,Country,NP,11494,CITES_EU
8800,Species,Country,AU,,CITES_EU
8801,Species,Territory,GP,5710,CITES_EU
8802,Species,Country,US,,CITES_EU
8802,Species,Country,US,21445,CITES_EU
8803,Species,Country,GT,9443,CITES_EU
8803,Species,Country,MX,22127,CITES_EU
8803,Species,Country,NI,10034,CITES_EU
8803,Species,Country,NI,11967,CITES_EU
8803,Species,Country,SV,10013,CITES_EU
8803,Species,Country,SV,10359,CITES_EU
8804,Species,Country,CR,9037,CITES_EU
8804,Species,Country,CR,9426,CITES_EU
8804,Species,Country,GT,10010,CITES_EU
8804,Species,Country,GT,9004,CITES_EU
8804,Species,Country,HN,,CITES_EU
8804,Species,Country,HN,10034,CITES_EU
8804,Species,Country,MX,10034,CITES_EU
8804,Species,Country,MX,11938,CITES_EU
8804,Species,Country,NI,,CITES_EU
8804,Species,Country,NI,10034,CITES_EU
8804,Species,Country,SV,10010,CITES_EU
8804,Species,Country,SV,10013,CITES_EU
8805,Species,Country,IN,11494,CITES_EU
8805,Species,Country,IN,4988,CITES_EU
8806,Species,Country,GT,10012,CITES_EU
8806,Species,Country,HN,,CITES_EU
8806,Species,Country,HN,11342,CITES_EU
8806,Species,Country,MX,10012,CITES_EU
8806,Species,Country,MX,18110,CITES_EU
8806,Species,Country,SV,10013,CITES_EU
8806,Species,Country,SV,10359,CITES_EU
8807,Species,Country,NZ,86,CITES_EU
8809,Species,Country,CA,,CITES_EU
8809,Species,Country,CA,21446,CITES_EU
8809,Species,Country,US,,CITES_EU
8809,Species,Country,US,21445,CITES_EU
8817,Species,Country,SC,,CITES_EU
8817,Species,Country,SC,14296,CITES_EU
8825,Species,Country,CA,,CITES_EU
8825,Species,Country,CA,21446,CITES_EU
8825,Species,Country,US,,CITES_EU
8825,Species,Country,US,21445,CITES_EU
8830,Species,Country,US,,CITES_EU
8830,Species,Country,US,21445,CITES_EU
8843,Species,Country,AU,21500,CITES_EU
8845,Species,Country,US,,CITES_EU
8845,Species,Country,US,21445,CITES_EU
8848,Species,Country,US,20850,CITES_EU
8852,Species,Country,US,,CITES_EU
8852,Species,Country,US,21445,CITES_EU
8862,Species,Country,CA,,CITES_EU
8862,Species,Country,CA,21446,CITES_EU
8862,Species,Country,US,,CITES_EU
8862,Species,Country,US,21445,CITES_EU
8869,Species,Country,ZA,,CITES_EU
8869,Species,Country,ZA,10260,CITES_EU
8966,Species,Country,YE,21500,CITES_EU
8967,Species,Country,YE,21500,CITES_EU
8968,Species,Country,YE,21500,CITES_EU
8969,Subspecies,Country,YE,21500,CITES_EU
8970,Species,Country,YE,21500,CITES_EU
8972,Species,Country,YE,15534,CITES_EU
9013,Species,Country,YE,15534,CITES_EU
9014,Species,Country,YE,15534,CITES_EU
9177,Species,Country,MG,10368,CITES_EU
9178,Species,Country,MG,10368,CITES_EU
9178,Species,Country,MG,19878,CITES_EU
9179,Species,Country,MG,10368,CITES_EU
9179,Species,Country,MG,19878,CITES_EU
9180,Species,Country,MG,10368,CITES_EU
9180,Species,Country,MG,19878,CITES_EU
9181,Species,Country,MG,10368,CITES_EU
9181,Species,Country,MG,19878,CITES_EU
9182,Species,Country,MG,10368,CITES_EU
9182,Species,Country,MG,19878,CITES_EU
9186,Species,Country,MG,10368,CITES_EU
9186,Species,Country,MG,19878,CITES_EU
9187,Species,Country,MG,10368,CITES_EU
9187,Species,Country,MG,19878,CITES_EU
9188,Species,Country,MG,10368,CITES_EU
9188,Species,Country,MG,19878,CITES_EU
9189,Species,Country,MG,10368,CITES_EU
9189,Species,Country,MG,17672,CITES_EU
9190,Species,Country,MG,17672,CITES_EU
9191,Species,Country,MG,,CITES_EU
9191,Species,Country,MG,17672,CITES_EU
9192,Species,Country,MG,17672,CITES_EU
9192,Species,Country,MG,21418,CITES_EU
9193,Species,Country,MG,,CITES_EU
9193,Species,Country,MG,17672,CITES_EU
9194,Species,Country,MG,,CITES_EU
9194,Species,Country,MG,17672,CITES_EU
9196,Species,Country,MG,,CITES_EU
9196,Species,Country,MG,15926,CITES_EU
9197,Species,Country,MG,,CITES_EU
9197,Species,Country,MG,17672,CITES_EU
9200,Species,Country,MG,,CITES_EU
9203,Species,Country,MG,,CITES_EU
9206,Species,Country,MG,,CITES_EU
9207,Species,Country,MG,,CITES_EU
9208,Species,Country,MG,,CITES_EU
9209,Species,Country,MG,,CITES_EU
9212,Species,Country,MG,,CITES_EU
9213,Species,Country,MG,,CITES_EU
9214,Species,Country,MG,,CITES_EU
9215,Species,Country,MG,,CITES_EU
9215,Species,Country,MG,15926,CITES_EU
9216,Species,Country,MG,,CITES_EU
9218,Species,Country,MG,,CITES_EU
9219,Species,Country,MG,,CITES_EU
9220,Species,Country,MG,,CITES_EU
9224,Species,Country,MG,,CITES_EU
9225,Species,Country,MG,,CITES_EU
9226,Species,Country,MG,,CITES_EU
9226,Species,Country,MG,21391,CITES_EU
9227,Species,Country,MG,,CITES_EU
9230,Species,Country,MG,,CITES_EU
9246,Species,Country,MG,,CITES_EU
9246,Species,Country,MG,15926,CITES_EU
9247,Species,Country,MG,,CITES_EU
9252,Species,Country,MG,17672,CITES_EU
9253,Species,Country,MG,17672,CITES_EU
9254,Species,Country,MG,15926,CITES_EU
9254,Species,Country,MG,17672,CITES_EU
9258,Species,Country,MG,17672,CITES_EU
9261,Species,Country,MG,15926,CITES_EU
9261,Species,Country,MG,17672,CITES_EU
9263,Species,Country,MG,15926,CITES_EU
9263,Species,Country,MG,17672,CITES_EU
9265,Species,Country,MG,,CITES_EU
9265,Species,Country,MG,17672,CITES_EU
9266,Species,Country,MG,17672,CITES_EU
9268,Species,Country,MG,,CITES_EU
9268,Species,Country,MG,17672,CITES_EU
9269,Species,Country,MG,17672,CITES_EU
9282,Species,Country,MG,20578,CITES_EU
9284,Species,Country,MG,20578,CITES_EU
9285,Species,Country,MG,20578,CITES_EU
9286,Species,Country,MG,20578,CITES_EU
9287,Species,Country,MG,18295,CITES_EU
9287,Species,Country,MG,20578,CITES_EU
9288,Species,Country,MG,20578,CITES_EU
9289,Species,Country,MG,20578,CITES_EU
9292,Species,Country,MG,20578,CITES_EU
9299,Species,Country,MG,20578,CITES_EU
9300,Species,Country,MG,20578,CITES_EU
9301,Species,Country,MG,20578,CITES_EU
9303,Species,Country,MG,20578,CITES_EU
9309,Species,Country,MG,20578,CITES_EU
9312,Species,Country,MG,20578,CITES_EU
9313,Species,Country,MG,20578,CITES_EU
9314,Species,Country,MG,20578,CITES_EU
9316,Species,Country,MG,20578,CITES_EU
9317,Species,Country,MG,18294,CITES_EU
9317,Species,Country,MG,20578,CITES_EU
9318,Species,Country,MG,18294,CITES_EU
9318,Species,Country,MG,20578,CITES_EU
9319,Species,Country,MG,18294,CITES_EU
9319,Species,Country,MG,20578,CITES_EU
9320,Species,Country,MG,18294,CITES_EU
9320,Species,Country,MG,20578,CITES_EU
9322,Species,Country,MG,20578,CITES_EU
9323,Species,Country,MG,20578,CITES_EU
9325,Species,Country,MG,20578,CITES_EU
9326,Species,Country,MG,20578,CITES_EU
9327,Species,Country,MG,20578,CITES_EU
9330,Species,Country,KM,21482,CITES_EU
9330,Species,Country,MG,20578,CITES_EU
9331,Species,Country,MG,20578,CITES_EU
9332,Species,Country,MG,20578,CITES_EU
9333,Species,Country,MG,20578,CITES_EU
9334,Species,Country,MG,20578,CITES_EU
9335,Species,Country,MG,20578,CITES_EU
9337,Species,Country,MG,20578,CITES_EU
9338,Species,Country,MG,20578,CITES_EU
9339,Species,Country,MG,20578,CITES_EU
9340,Species,Country,MG,20578,CITES_EU
9341,Species,Country,MG,18294,CITES_EU
9341,Species,Country,MG,20578,CITES_EU
9342,Species,Country,MG,20578,CITES_EU
9345,Species,Country,MG,20578,CITES_EU
9346,Species,Country,MG,20578,CITES_EU
9347,Species,Country,MG,20578,CITES_EU
9374,Species,Country,MG,10368,CITES_EU
9377,Species,Country,MG,10368,CITES_EU
9385,Species,Country,MG,19878,CITES_EU
9385,Species,Country,MG,20602,CITES_EU
9386,Species,Country,MG,10368,CITES_EU
9386,Species,Country,MG,19878,CITES_EU
9387,Species,Country,MG,10368,CITES_EU
9387,Species,Country,MG,19878,CITES_EU
9388,Species,Country,MG,,CITES_EU
9391,Species,Country,MG,18294,CITES_EU
9395,Species,Country,MG,20578,CITES_EU
9399,Species,Country,AG,,CITES_EU
9399,Species,Country,AG,8767,CITES_EU
9399,Species,Country,AR,21437,CITES_EU
9399,Species,Country,BO,,CITES_EU
9399,Species,Country,BO,15964,CITES_EU
9399,Species,Country,BR,15964,CITES_EU
9399,Species,Country,BZ,,CITES_EU
9399,Species,Country,BZ,15964,CITES_EU
9399,Species,Country,CO,,CITES_EU
9399,Species,Country,CO,15964,CITES_EU
9399,Species,Country,CR,,CITES_EU
9399,Species,Country,CR,15964,CITES_EU
9399,Species,Country,CU,,CITES_EU
9399,Species,Country,CU,15964,CITES_EU
9399,Species,Country,EC,,CITES_EU
9399,Species,Country,EC,15964,CITES_EU
9399,Species,Territory,GF,15964,CITES_EU
9399,Species,Country,GT,,CITES_EU
9399,Species,Country,GT,15964,CITES_EU
9399,Species,Country,GY,,CITES_EU
9399,Species,Country,GY,15964,CITES_EU
9399,Species,Country,HN,,CITES_EU
9399,Species,Country,HN,15964,CITES_EU
9399,Species,Country,HT,,CITES_EU
9399,Species,Country,HT,15964,CITES_EU
9399,Species,Country,JM,,CITES_EU
9399,Species,Country,JM,15964,CITES_EU
9399,Species,Country,LK,20013,CITES_EU
9399,Species,Country,LK,8058,CITES_EU
9399,Species,Country,MG,10368,CITES_EU
9399,Species,Country,MG,8058,CITES_EU
9399,Species,Territory,MQ,8767,CITES_EU
9399,Species,Country,MX,19002,CITES_EU
9399,Species,Country,MX,8058,CITES_EU
9399,Species,Country,NI,,CITES_EU
9399,Species,Country,NI,15964,CITES_EU
9399,Species,Country,PA,,CITES_EU
9399,Species,Country,PA,15964,CITES_EU
9399,Species,Country,PE,,CITES_EU
9399,Species,Country,PE,15964,CITES_EU
9399,Species,Country,PE,30001,CITES_EU
9399,Species,Territory,PR,15964,CITES_EU
9399,Species,Country,PY,,CITES_EU
9399,Species,Country,PY,15964,CITES_EU
9399,Species,Country,SR,,CITES_EU
9399,Species,Country,SR,15964,CITES_EU
9399,Species,Country,TT,,CITES_EU
9399,Species,Country,TT,15964,CITES_EU
9399,Species,Country,US,19002,CITES_EU
9399,Species,Country,US,8058,CITES_EU
9399,Species,Country,VE,,CITES_EU
9399,Species,Country,VE,15964,CITES_EU
9399,Species,Territory,VG,8767,CITES_EU
9399,Subspecies,Country,DO,,CITES_EU
9399,Subspecies,Country,DO,15964,CITES_EU
9421,Species,Country,ID,,CITES_EU
9421,Species,Country,ID,10141,CITES_EU
9421,Species,Country,MY,,CITES_EU
9421,Species,Country,MY,10141,CITES_EU
9440,Species,Country,MG,,CITES_EU
9440,Species,Country,MG,21482,CITES_EU
9538,Species,Country,CM,,CITES_EU
9538,Species,Country,GA,22181,CITES_EU
9584,Species,Country,US,21437,CITES_EU
9626,Species,Country,US,21437,CITES_EU
9687,Species,Country,MG,22181,CITES_EU
9695,Species,Country,CM,,CITES_EU
9695,Species,Country,CM,21492,CITES_EU
9701,Species,Country,CM,,CITES_EU
9701,Species,Country,CM,22228,CITES_EU
9703,Species,Country,CI,22207,CITES_EU
9703,Species,Country,CM,,CITES_EU
9704,Species,Country,CM,,CITES_EU
9705,Species,Country,CM,,CITES_EU
9705,Species,Country,CM,22206,CITES_EU
9706,Species,Country,CM,,CITES_EU
9707,Species,Country,CM,,CITES_EU
9707,Species,Country,CM,22206,CITES_EU
9708,Species,Country,CM,,CITES_EU
9708,Species,Country,CM,22206,CITES_EU
9709,Species,Country,CM,,CITES_EU
9709,Species,Country,CM,22206,CITES_EU
9711,Species,Country,CM,,CITES_EU
9712,Species,Country,CM,,CITES_EU
9713,Species,Country,CM,,CITES_EU
9713,Species,Country,NG,22207,CITES_EU
9714,Species,Country,MG,21482,CITES_EU
9717,Species,Country,CM,,CITES_EU
9718,Species,Country,CM,,CITES_EU
9718,Species,Country,GA,22207,CITES_EU
9720,Species,Country,CM,,CITES_EU
9762,Species,Country,CN,21500,CITES_EU
9762,Species,Country,IN,21500,CITES_EU
9762,Species,Country,MY,21500,CITES_EU
9769,Species,Country,CN,21440,CITES_EU
9769,Species,Country,KP,,CITES_EU
9769,Species,Country,RU,21440,CITES_EU
9793,Species,Country,CN,,CITES_EU
9793,Species,Country,CN,22207,CITES_EU
9813,Species,Country,CA,21440,CITES_EU
9813,Species,Country,US,21440,CITES_EU
9820,Species,Country,CN,21440,CITES_EU
9820,Species,Country,JP,21440,CITES_EU
9820,Species,Country,RU,21440,CITES_EU
9830,Species,Country,CN,21440,CITES_EU
9831,Species,Country,TH,21442,CITES_EU
9831,Species,Country,VN,21442,CITES_EU
9848,Species,Country,LA,21442,CITES_EU
9848,Species,Country,MM,21442,CITES_EU
9848,Species,Country,TH,21442,CITES_EU
9860,Species,Country,IN,,CITES_EU
9860,Species,Country,LA,,CITES_EU
9860,Species,Country,NP,,CITES_EU
9860,Species,Country,TH,,CITES_EU
9860,Species,Country,VN,,CITES_EU
9869,Species,Country,BR,21440,CITES_EU
9872,Species,Country,BR,21440,CITES_EU
9877,Species,Country,EC,11117,CITES_EU
9877,Species,Country,EC,15964,CITES_EU
9889,Species,Country,EC,11117,CITES_EU
9889,Species,Country,EC,15964,CITES_EU
9890,Species,Country,EC,11117,CITES_EU
9890,Species,Country,EC,15964,CITES_EU
9894,Species,Country,EC,,CITES_EU
9900,Species,Country,CN,,CITES_EU
9900,Species,Country,CN,21440,CITES_EU
9953,Species,Country,CO,,CITES_EU
9953,Species,Country,CO,21440,CITES_EU
9964,Species,Country,EC,,CITES_EU
9964,Species,Country,EC,11117,CITES_EU
9982,Species,Country,CO,,CITES_EU
9982,Species,Country,CO,21440,CITES_EU
9994,Species,Country,BR,,CITES_EU
9994,Species,Country,BR,21440,CITES_EU
9998,Species,Country,EC,,CITES_EU
9998,Species,Country,EC,11117,CITES_EU
10009,Species,Country,CO,,CITES_EU
10009,Species,Country,CO,21440,CITES_EU
10010,Species,Country,BR,21440,CITES_EU
10011,Species,Country,BR,21440,CITES_EU
10067,Species,Country,CL,19125,CITES_EU
10067,Species,Country,CL,21854,CITES_EU
10068,Species,Country,CL,19116,CITES_EU
10068,Species,Country,CL,19125,CITES_EU
10203,Species,Country,EC,,CITES_EU
10203,Species,Country,EC,21440,CITES_EU
10204,Species,Country,PE,21440,CITES_EU
10212,Species,Country,CN,12440,CITES_EU
10212,Species,Country,CN,22207,CITES_EU
10226,Species,Country,PH,,CITES_EU
10226,Species,Country,PH,12440,CITES_EU
10246,Species,Territory,PF,,CITES_EU
10247,Species,Country,CN,,CITES_EU
10247,Species,Country,CN,12440,CITES_EU
10247,Species,Country,VN,,CITES_EU
10247,Species,Country,VN,12440,CITES_EU
10276,Species,Country,ID,,CITES_EU
10276,Species,Country,ID,12440,CITES_EU
10278,Species,Country,ID,,CITES_EU
10278,Species,Country,ID,12440,CITES_EU
10278,Species,Country,MY,,CITES_EU
10278,Species,Country,MY,12440,CITES_EU
10284,Species,Country,CN,21440,CITES_EU
10284,Species,Country,CN,22207,CITES_EU
10291,Species,Country,IT,,CITES_EU
10291,Species,Country,IT,20804,CITES_EU
10300,Species,Country,ID,,CITES_EU
10300,Species,Country,ID,12440,CITES_EU
10317,Species,Country,IT,21500,CITES_EU
10355,Species,Country,YE,22181,CITES_EU
10365,Species,Country,MW,22181,CITES_EU
10365,Species,Country,MZ,22181,CITES_EU
10370,Species,Country,BR,,CITES_EU
10370,Species,Country,BR,11211,CITES_EU
10370,Species,Country,BR,22075,CITES_EU
10370,Species,Country,CO,,CITES_EU
10370,Species,Country,CO,11211,CITES_EU
10370,Species,Country,VE,,CITES_EU
10370,Species,Country,VE,11211,CITES_EU
10372,Species,Country,YE,22181,CITES_EU
10373,Species,Country,AU,20016,CITES_EU
10374,Species,Country,AU,20016,CITES_EU
10374,Species,Country,PG,20016,CITES_EU
10375,Species,Country,CN,,CITES_EU
10375,Species,Country,CN,21390,CITES_EU
10375,Species,Country,VN,15734,CITES_EU
10375,Species,Country,VN,20985,CITES_EU
10376,Species,Country,AU,20016,CITES_EU
10377,Species,Country,IN,11494,CITES_EU
10377,Species,Country,IN,20016,CITES_EU
10378,Species,Country,ZA,22181,CITES_EU
10380,Species,Country,VN,,CITES_EU
10380,Species,Country,VN,15734,CITES_EU
10382,Species,Country,AO,22181,CITES_EU
10384,Species,Country,CN,15015,CITES_EU
10384,Species,Country,CN,20016,CITES_EU
10386,Species,Country,AU,20016,CITES_EU
10386,Species,Country,PG,19361,CITES_EU
10386,Species,Country,PG,20016,CITES_EU
10387,Species,Country,LK,,CITES_EU
10388,Species,Country,IN,,CITES_EU
10388,Species,Country,IN,20016,CITES_EU
10388,Species,Country,IN,22075,CITES_EU
10389,Species,Country,CN,20894,CITES_EU
10389,Species,Country,CN,8243,CITES_EU
10389,Species,Country,VN,10241,CITES_EU
10389,Species,Country,VN,20985,CITES_EU
10391,Species,Country,ID,,CITES_EU
10391,Species,Country,ID,20016,CITES_EU
10391,Species,Country,PG,,CITES_EU
10391,Species,Country,PG,19361,CITES_EU
10391,Species,Country,PG,20016,CITES_EU
10392,Species,Country,BD,,CITES_EU
10392,Species,Country,CN,11139,CITES_EU
10392,Species,Country,CN,17617,CITES_EU
10392,Species,Country,IN,,CITES_EU
10392,Species,Country,KH,,CITES_EU
10392,Species,Country,LA,,CITES_EU
10392,Species,Country,MM,,CITES_EU
10392,Species,Country,MY,,CITES_EU
10392,Species,Country,NP,,CITES_EU
10392,Species,Country,TH,,CITES_EU
10392,Species,Country,TH,19257,CITES_EU
10392,Species,Country,VN,,CITES_EU
10392,Species,Country,VN,20985,CITES_EU
10393,Species,Country,CN,,CITES_EU
10393,Species,Country,JP,20016,CITES_EU
10393,Species,Country,JP,8751,CITES_EU
10394,Species,Country,AU,20099,CITES_EU
10394,Species,Territory,CC,,CITES_EU
10394,Species,Country,ID,,CITES_EU
10394,Species,Country,IN,,CITES_EU
10394,Species,Country,IN,20099,CITES_EU
10394,Species,Country,KH,,CITES_EU
10394,Species,Country,MM,,CITES_EU
10394,Species,Country,MY,,CITES_EU
10394,Species,Country,MY,20099,CITES_EU
10394,Species,Territory,NC,,CITES_EU
10394,Species,Country,PG,,CITES_EU
10394,Species,Country,PG,19361,CITES_EU
10394,Species,Country,PH,,CITES_EU
10394,Species,Country,SB,14803,CITES_EU
10394,Species,Country,SG,20099,CITES_EU
10394,Species,Country,TH,,CITES_EU
10394,Species,Country,TH,19257,CITES_EU
10394,Species,Country,VN,,CITES_EU
10395,Species,Country,CN,,CITES_EU
10395,Species,Country,CN,11139,CITES_EU
10395,Species,Country,LA,,CITES_EU
10395,Species,Country,MM,,CITES_EU
10395,Species,Country,MY,,CITES_EU
10395,Species,Country,TH,,CITES_EU
10395,Species,Country,TH,19257,CITES_EU
10395,Species,Country,VN,,CITES_EU
10396,Species,Country,CN,11139,CITES_EU
10396,Species,Country,CN,20016,CITES_EU
10396,Species,Territory,TW,11139,CITES_EU
