Scientific name,Rank,RecID,ParentRank,ParentRecID,Status,Species Author,notes,Designation
cascajalensis,Species,17941,Genus,611,A,Ames,,CITES_EU
chameleon,Species,17942,Genus,611,A,Ames,,CITES_EU
ciliisepala,Species,17943,Genus,611,A,Schltr.,,CITES_EU
confusa,Species,17944,Genus,611,A,Ames & C. Schweinf.,,CITES_EU
decipiens,Species,17945,Genus,611,A,Ames & C. Schweinf.,,CITES_EU
estrellensis,Species,17946,Genus,611,A,Ames,,CITES_EU
exasperata,Species,17947,Genus,611,A,Ames & C. Schweinf.,,CITES_EU
guanacastensis,Species,17949,Genus,611,A,Ames & C. Schweinf.,,CITES_EU
horrida,Species,17950,Genus,611,A,Reichb.f.,,CITES_EU
inaequiloba,Species,17951,Genus,611,A,Ames & C. Schweinf.,,CITES_EU
inornata,Species,17952,Genus,611,A,Schltr.,,CITES_EU
jimenezii,Species,17953,Genus,611,A,Schltr.,,CITES_EU
latisepala,Species,17955,Genus,611,A,Ames & C. Schweinf.,,CITES_EU
samacensis,Species,17957,Genus,611,A,Ames,,CITES_EU
microglottis,Species,17958,Genus,611,A,Schltr.,,CITES_EU
minutilabia,Species,17959,Genus,611,A,Ames & C. Schweinf.,,CITES_EU
ramonensis,Species,17960,Genus,611,A,Schltr.,,CITES_EU
standleyi,Species,17961,Genus,611,A,Ames,,CITES_EU
subdimidiata,Species,17962,Genus,611,A,Ames & C. Schweinf.,,CITES_EU
tipulifera,Species,17963,Genus,611,A,Reichb.f.,,CITES_EU
tridens,Species,17964,Genus,611,A,Ames,,CITES_EU
wendlandii,Species,17965,Genus,611,A,Reichb.f.,,CITES_EU
wercklei,Species,17966,Genus,611,A,Schltr.,,CITES_EU
dipleura,Species,17967,Genus,629,A,Schltr. 1923,,CITES_EU
odontochila,Species,17968,Genus,629,A,Kraenzl. 1923,,CITES_EU
adolphii,Species,17969,Genus,650,A,(Schltr.) Ames,,CITES_EU
crispifolia,Species,17971,Genus,650,A,(Reichb.f.) Kuntze,,CITES_EU
lagotis,Species,17972,Genus,650,A,(Reichb.f.) Kuntze,,CITES_EU
nana,Species,17973,Genus,650,A,C. Schweinf.,,CITES_EU
tonduzii,Species,17974,Genus,650,A,(Schltr.) Ames,,CITES_EU
calura,Species,17978,Genus,657,A,Reichb.f.,,CITES_EU
cupularis,Species,17982,Genus,657,A,Reichb.f.,,CITES_EU
x atkinsii,Species,17985,Genus,312,H,T. Moore,,CITES_EU
flaveola,Species,17987,Genus,657,A,Reichb.f.,,CITES_EU
lata,Species,17989,Genus,657,A,Reichb.f.,,CITES_EU
marginella,Species,17991,Genus,657,A,Reichb.f.,,CITES_EU
molossoides,Species,17992,Genus,657,A,Kraenzl.,,CITES_EU
reichenbachiana,Species,17995,Genus,657,A,Endres ex Reichb.f.,,CITES_EU
rolfeana,Species,17998,Genus,657,A,Kraenzl.,,CITES_EU
zahlbruckneri,Species,18000,Genus,657,A,Kraenzlin,,CITES_EU
acervata,Species,18001,Genus,659,A,Reichb.f.,,CITES_EU
acostaei,Species,18002,Genus,659,A,Schltr.,,CITES_EU
albertii,Species,18004,Genus,659,A,Schltr.,,CITES_EU
appendiculoides,Species,18006,Genus,659,A,C. Schweinf.,,CITES_EU
bracteata,Species,18008,Genus,659,A,(Schltr.) Ames & C. Schweinf.,,CITES_EU
brevilabia,Species,18009,Genus,659,A,Ames & C. Schweinf.,,CITES_EU
campanulata,Species,18011,Genus,659,A,C. Schweinf.,,CITES_EU
concavilabia,Species,18012,Genus,659,A,Ames & C. Schweinf.,,CITES_EU
endresii,Species,18013,Genus,659,A,Reichb.f.,,CITES_EU
microphyton,Species,18015,Genus,659,A,Schltr.,,CITES_EU
piestopus,Species,18016,Genus,659,A,Schltr.,,CITES_EU
ramonensis,Species,18017,Genus,659,A,Schltr.,,CITES_EU
rubrilabia,Species,18018,Genus,659,A,Schltr.,,CITES_EU
schistostele,Species,18019,Genus,659,A,Schltr.,,CITES_EU
semiorbicularis,Species,18020,Genus,659,A,Ames & C. Schweinf.,,CITES_EU
serrulata,Species,18021,Genus,659,A,Ames & C. Schweinf.,,CITES_EU
tonduzii,Species,18024,Genus,659,A,(Schltr.) Ames & C. Schweinf.,,CITES_EU
trilobata,Species,18025,Genus,659,A,Ames & C. Schweinf.,,CITES_EU
vaginalis,Species,18026,Genus,659,A,Reichb.f.,,CITES_EU
fractiflexum,Species,18029,Genus,695,A,Reichb.f.,,CITES_EU
lobatum,Species,18030,Genus,695,A,Schltr.,,CITES_EU
colossus,Species,18031,Genus,695,A,Reichb.f.,,CITES_EU
angustisepalum,Species,18034,Genus,761,A,Kranzlin,,CITES_EU
drydeniae,Species,18035,Genus,312,A,Grey-Wilson,,CITES_EU
chelidonizon,Species,18037,Genus,761,A,Kranzlin,,CITES_EU
costaricense,Species,18038,Genus,761,A,Schltr.,,CITES_EU
dichromaticum,Species,18039,Genus,761,A,Reichb.f.,,CITES_EU
henrici-gustavi,Species,18041,Genus,761,A,Kranzlin,,CITES_EU
sclerophyllum,Species,18050,Genus,761,A,Kranzlin,,CITES_EU
storkii,Species,18052,Genus,761,A,Ames & C. Schweinf.,,CITES_EU
tetraskelidion,Species,18053,Genus,761,A,Kranzlin,,CITES_EU
turialbae,Species,18055,Genus,761,A,Schltr.,,CITES_EU
costaricense,Species,18057,Genus,792,A,(Ames & Schweinf.) L.O. Williams,,CITES_EU
costaricensis,Species,18059,Genus,828,A,Schltr.,,CITES_EU
acicularis,Species,18060,Genus,861,A,Ames & C. Schweinf.,,CITES_EU
amparoana,Species,18062,Genus,861,A,Schltr.,,CITES_EU
angusta,Species,18064,Genus,861,A,Ames & C. Schweinf.,,CITES_EU
aurita,Species,18065,Genus,861,A,C. Schweinf.,,CITES_EU
barbae,Species,18066,Genus,861,A,Schltr.,,CITES_EU
brunnescens,Species,18067,Genus,861,A,Schltr.,,CITES_EU
cachensis,Species,18068,Genus,861,A,Ames,,CITES_EU
casualis,Species,18069,Genus,861,A,Ames,,CITES_EU
crassilabia,Species,18072,Genus,861,A,Ames & C. Schweinf.,,CITES_EU
crescentilabia,Species,18073,Genus,861,A,Ames,,CITES_EU
fractiflexa,Species,18080,Genus,861,A,Ames & C. Schweinf.,,CITES_EU
grandis,Species,18082,Genus,861,A,Rolfe,,CITES_EU
lateritia,Species,18084,Genus,861,A,Reichb.f.,,CITES_EU
lentiginosa,Species,18085,Genus,861,A,Lehm. & Kranzlin ex Kranzlin,,CITES_EU
leucopyramis,Species,18086,Genus,861,A,Reichb.f.,,CITES_EU
listerophora,Species,18087,Genus,861,A,Schltr.,,CITES_EU
melanopus,Species,18088,Genus,861,A,Lehm. & Kranzlin,,CITES_EU
minuta,Species,18091,Genus,861,A,Ames & C. Schweinf.,,CITES_EU
naranjensis,Species,18094,Genus,861,A,Reichb.f.,,CITES_EU
navarrensis,Species,18095,Genus,861,A,Ames,,CITES_EU
nervosa,Species,18096,Genus,861,A,Braid,,CITES_EU
palliolata,Species,18097,Genus,861,A,Ames,,CITES_EU
hildebrandii,Species,18098,Genus,312,A,O.Schwarz,,CITES_EU
parvula,Species,18099,Genus,861,A,Ames & C. Schweinf.,,CITES_EU
perparva,Species,18101,Genus,861,A,Standley & L.O. Williams,,CITES_EU
quinqueseta,Species,18106,Genus,861,A,Ames,,CITES_EU
rectipetala,Species,18107,Genus,861,A,Ames & C. Schweinf.,,CITES_EU
saccata,Species,18108,Genus,861,A,Ames,,CITES_EU
sigmoidea,Species,18109,Genus,861,A,Ames & C. Schweinf.,,CITES_EU
simmleriana,Species,18110,Genus,861,A,Rendle,,CITES_EU
simplex,Species,18111,Genus,861,A,Ames & C. Schweinf.,,CITES_EU
trachystoma,Species,18113,Genus,861,A,Schltr.,,CITES_EU
vilipensa,Species,18115,Genus,861,A,Reichb.f.,,CITES_EU
cingulata,Species,18119,Genus,874,A,Reichb.f. ex Kranzlin,,CITES_EU
hoffmannii,Species,18121,Genus,898,A,Reichb.f.,,CITES_EU
aspasicensis,Species,18123,Genus,939,A,Rchb.f. 1855,,CITES_EU
anchoriferum,Species,18124,Genus,990,A,(Reichb.f.) Rolfe,,CITES_EU
microdactylum,Species,18127,Genus,990,A,Rolfe,,CITES_EU
graminifolia,Species,18128,Genus,991,A,(Ruiz Lopez & Pavon) Poeppig & End.,,CITES_EU
sigmoidea,Species,18131,Genus,991,A,(Ames & C. Schweinf.) B. Adams,,CITES_EU
spathulata,Species,18133,Genus,991,A,C. Schweinf.,,CITES_EU
prolifera,Species,18134,Genus,991,A,(R.Br.) Cogn.,,CITES_EU
aureus,Species,18135,Genus,993,A,Schltr.,,CITES_EU
macrobulbon,Species,18137,Genus,1012,A,Kraenzl. 1922,,CITES_EU
unguiculata,Species,18138,Genus,1012,A,C. Schweinf. 1940,,CITES_EU
bradeorum,Species,18140,Genus,1022,A,Schltr.,,CITES_EU
corazoi,Species,18141,Genus,1022,A,Lankester & Ames,,CITES_EU
neglecta,Species,18143,Genus,1022,A,Schltr.,,CITES_EU
pfavii,Species,18144,Genus,1022,A,Schltr.,,CITES_EU
meiklei,Species,18146,Genus,312,A,Grey-Wilson,,CITES_EU
conmixta,Species,18154,Genus,1043,A,Schltr.,,CITES_EU
microchila,Species,18155,Genus,1043,A,Schltr.,,CITES_EU
crystallina,Species,18156,Genus,1043,A,Ames,,CITES_EU
cuspidata,Species,18158,Genus,1043,A,Ames,,CITES_EU
effusa,Species,18159,Genus,1043,A,Schltr.,,CITES_EU
gracilifolia,Species,18161,Genus,68,A,(C. Schweinf.) Garay,,CITES_EU
lankesteri,Species,18162,Genus,1043,A,Ames,,CITES_EU
latipetala,Species,18163,Genus,68,A,(Ames) Garay,,CITES_EU
nubis,Species,18164,Genus,1043,A,Ames,,CITES_EU
pendulispica,Species,18165,Genus,68,A,(Ames) Garay,,CITES_EU
persimilis,Species,18166,Genus,68,A,(Ames) Garay,,CITES_EU
planipetala,Species,18167,Genus,1043,A,Ames,,CITES_EU
parvula,Species,18168,Genus,1043,A,Lindley,,CITES_EU
rowleei,Species,18169,Genus,1043,A,Ames,,CITES_EU
standleyi,Species,18171,Genus,68,A,(Ames) Garay,,CITES_EU
tonduziana,Species,18172,Genus,68,A,(Schltr.) Garay,,CITES_EU
triangulabia,Species,18173,Genus,1043,A,Ames,,CITES_EU
tricuspis,Species,18174,Genus,1043,A,Schltr.,,CITES_EU
distantiflorum,Species,18176,Genus,1045,A,Ames & C. Schweinf.,,CITES_EU
acuminatum,Species,18178,Genus,1071,A,Ames & C.Schweinf. 1930,,CITES_EU
costaricense,Species,18179,Genus,1071,A,Schltr. 1923,,CITES_EU
buenavistae,Species,18181,Genus,1082,A,Kranzlin,,CITES_EU
christobalensis,Species,18182,Genus,1082,A,Kranzlin,,CITES_EU
costaricensis,Species,18183,Genus,1082,A,Schltr.,,CITES_EU
gracilipes,Species,18184,Genus,1082,A,Schltr.,,CITES_EU
parvulus,Species,18188,Genus,1082,A,C. Schweinf.,,CITES_EU
pfavii,Species,18189,Genus,1082,A,Schltr.,,CITES_EU
setosus,Species,18190,Genus,1082,A,Ames,,CITES_EU
storkii,Species,18192,Genus,1082,A,Ames & C. Schweinf.,,CITES_EU
punctata,Species,18193,Genus,1116,A,Rolfe 1890,,CITES_EU
saundersiae,Species,18263,Genus,312,A,Grey-Wilson,,CITES_EU
schwarzii,Species,18266,Genus,312,A,Grey-Wilson,,CITES_EU
wellensiekii,Species,18434,Genus,312,A,Ietsw.,,CITES_EU
whiteae,Species,18439,Genus,312,A,Grey-Wilson,,CITES_EU
viridiflavum,Species,18511,Genus,191,A,Hook.,,CITES_EU
conduplicata,Species,18512,Genus,659,A,(Ames & C. Schweinf.) Williams,,CITES_EU
endresii,Species,18530,Genus,235,A,Schltr.,,CITES_EU
dorothea,Species,18532,Genus,861,A,Luer,,CITES_EU
acutissima,Species,18574,Genus,38,A,H. Perrier,,CITES_EU
broomii,Species,18582,Genus,38,A,Schönland,,CITES_EU
bulbillifera,Species,18589,Genus,38,A,H. Perrier,,CITES_EU
cameronii,Species,18591,Genus,38,A,Hemsl.,,CITES_EU
capitata,Species,18592,Genus,38,A,Baker,,CITES_EU
chabaudii,Species,18600,Genus,38,A,Schönland,,CITES_EU
chortolirioides,Species,18604,Genus,38,A,A. Berger,,CITES_EU
cuchumatanensis,Species,18613,Genus,458,A,Standley & Steyerm.,,CITES_EU
ephedromorpha,Species,18614,Genus,458,A,Bartlett,,CITES_EU
macropus,Species,18615,Genus,458,A,(Klotzsch & Garcke) Boiss.,,CITES_EU
pantomalaca,Species,18616,Genus,458,A,Standley & Steyerm.,,CITES_EU
seleri,Species,18617,Genus,458,A,J.D. Smith,,CITES_EU
senilis,Species,18618,Genus,458,A,Standley & Steyerm.,,CITES_EU
verapazensis,Species,18619,Genus,458,A,Standley & Steyerm.,,CITES_EU
ciliaris,Species,18637,Genus,38,A,Haw.,,CITES_EU
cooperi,Species,18638,Genus,38,A,Baker,,CITES_EU
deltoideodonta,Species,18640,Genus,38,A,Baker,,CITES_EU
divaricata,Species,18641,Genus,38,A,A. Berger,,CITES_EU
excelsa,Species,18642,Genus,38,A,A. Berger,,CITES_EU
glauca,Species,18643,Genus,38,A,Mill.,,CITES_EU
gracilis,Species,18647,Genus,38,A,Haw.,,CITES_EU
hereroensis,Species,18661,Genus,38,A,Engl.,,CITES_EU
lateritia,Species,18677,Genus,38,A,Engler,,CITES_EU
lineata,Species,18685,Genus,38,A,(Ait) Haw,,CITES_EU
madecassa,Species,18726,Genus,38,A,H. Perrier,,CITES_EU
marlothii,Species,18739,Genus,38,A,A. Berger,,CITES_EU
melanacantha,Species,18745,Genus,38,A,A. Berger,,CITES_EU
otallensis,Species,18750,Genus,38,A,Baker,,CITES_EU
parvibracteata,Species,18755,Genus,38,A,Schönland,,CITES_EU
reitzii,Species,18758,Genus,38,A,G. Reyn.,,CITES_EU
rigens,Species,18775,Genus,38,A,G. Reyn & Bally,,CITES_EU
ruspoliana,Species,18779,Genus,38,A,Baker,,CITES_EU
striatula,Species,18865,Genus,38,A,Haw.,,CITES_EU
tenuior,Species,18867,Genus,38,A,Haw.,,CITES_EU
vaombe,Species,18869,Genus,38,A,Decorse & L. Poisson,,CITES_EU
volkensii,Species,18899,Genus,38,A,Engl.,,CITES_EU
alticola,Species,19328,Genus,430,A,Ames & Correll,,CITES_EU
cerinum,Species,19329,Genus,430,A,Schltr.,,CITES_EU
collare,Species,19330,Genus,430,A,Lindley,,CITES_EU
singuliflorum,Species,19331,Genus,430,A,Schltr.,,CITES_EU
sobralioides,Species,19332,Genus,430,A,Ames & Correll,,CITES_EU
stictophylla,Species,19333,Genus,445,A,(Schltr.) Ames,,CITES_EU
excedens,Species,19336,Genus,611,A,Ames & Correll,,CITES_EU
inaequalis,Species,19337,Genus,611,A,Schltr.,,CITES_EU
johnsonii,Species,19338,Genus,611,A,Ames,,CITES_EU
stenophylla,Species,19339,Genus,611,A,Schltr.,,CITES_EU
acianthoides,Species,19341,Genus,650,A,(Schltr.) Ames,,CITES_EU
mooreana,Species,19343,Genus,659,A,Rolfe,,CITES_EU
reflexum,Species,19347,Genus,761,A,Lindley,,CITES_EU
tenuipes,Species,19348,Genus,761,A,Kranzlin,,CITES_EU
candida,Species,19349,Genus,798,A,(Lindl.) Rchb.f. 1863,,CITES_EU
angustisepala,Species,19350,Genus,861,A,Ames & Correll,,CITES_EU
crucilabia,Species,19351,Genus,861,A,Ames & Correll,,CITES_EU
microchila,Species,19352,Genus,861,A,L.O. Williams,,CITES_EU
tikalensis,Species,19355,Genus,861,A,Correll & C. Schweinf.,,CITES_EU
debilis,Species,19357,Genus,868,A,Schltr.,,CITES_EU
striata,Species,19358,Genus,876,A,Lindley,,CITES_EU
obteca,Species,19363,Genus,994,A,(C. Schweinf.) Balogh,,CITES_EU
petenensis,Species,19364,Genus,668,A,(L.O. Williams) Garay,,CITES_EU
stolonifera,Species,19365,Genus,994,A,(Ames & C. Schweinf.) Balogh,,CITES_EU
lewisae,Species,19366,Genus,1041,A,(Ames & Correll) Horich ex Jenny 1988,,CITES_EU
brachypus,Species,19367,Genus,1160,A,(Reichb.f.) Hemsley,,CITES_EU
sulfurinum,Species,19368,Genus,1160,A,(Lemaire) Schltr.,,CITES_EU
camerooniana,Species,19438,Genus,309,A,Hook.,,CITES_EU
caracasana,Species,19448,Genus,309,A,(Klotzsch) Domin,,CITES_EU
demissa,Species,19455,Genus,309,A,(C. Morton) A.R. Smith ex Lell.,,CITES_EU
divergens,Species,19458,Genus,309,A,Kunze,,CITES_EU
macrosora,Species,19522,Genus,309,A,(Baker 1887) Domin 1929,,CITES_EU
hondurana,Species,19523,Genus,458,A,Standley & L.O. Williams,,CITES_EU
nesiotica,Species,19557,Genus,309,A,(Maxon 1922) Domin. 1930,,CITES_EU
walkerae,Species,19567,Genus,309,A,Hook. 1844,,CITES_EU
dilochioides,Species,19605,Genus,430,A,L.O. Williams,,CITES_EU
edwardsii,Species,19606,Genus,430,A,Ames,,CITES_EU
hondurensis,Species,19607,Genus,611,A,Ames,,CITES_EU
hondurensis,Species,19608,Genus,340,A,(Schltr.) Schltr.,,CITES_EU
arnhemica,Species,19613,Genus,311,A,K.D.Hill,,CITES_EU
canalis,Species,19616,Genus,311,A,K.D.Hill,,CITES_EU
diannanensis,Species,19621,Genus,311,A,Z.T.Guan & G.D.Tao,,CITES_EU
fairylakea,Species,19637,Genus,311,A,D.Y.Yang,,CITES_EU
polychromum,Species,19640,Genus,430,A,Hags.,,CITES_EU
ferruginea,Species,19642,Genus,311,A,F.N.Wei,,CITES_EU
alata,Species,19643,Genus,876,A,Reichb.f.,,CITES_EU
segmentifida,Species,19659,Genus,311,A,D.Y.Wang & C.Y.Deng,,CITES_EU
sexseminifera,Species,19660,Genus,311,A,F.N.Wei,,CITES_EU
tanqingii,Species,19668,Genus,311,A,D.Y.Wang,,CITES_EU
simplicipinna,Species,19669,Genus,311,A,(Smitinand) K.D.Hill,,CITES_EU
oerstedii,Species,19674,Genus,163,A,(Reichb.f.) Hemsley,,CITES_EU
oerstedii,Species,19675,Genus,350,A,Reichb.f.,,CITES_EU
phragmites,Species,19677,Genus,430,A,A.H. Heller & L.O. Williams,,CITES_EU
vulcanicola,Species,19679,Genus,430,A,A.H. Heller,,CITES_EU
borealis,Species,19680,Genus,461,A,A.H. Heller,,CITES_EU
oerstedii,Species,19681,Genus,528,A,Reichb.f.,,CITES_EU
atropilosa,Species,19682,Genus,592,A,L.O. Williams & A.H. Heller,,CITES_EU
spectabilis,Species,19683,Genus,599,A,(Klotzsch) Rchb.f. 1854,,CITES_EU
helleri,Species,19685,Genus,611,A,A. Hawkes,,CITES_EU
chontalensis,Species,19688,Genus,861,A,A.H. Heller & A. Hawkes,,CITES_EU
quadrifolia,Species,19690,Genus,861,A,(Llave & Lex.) Lindley,,CITES_EU
fasciculata,Species,19691,Genus,991,A,Hook.,,CITES_EU
chatoensis,Species,19692,Genus,1022,A,A.H. Heller & A. Hawkes,,CITES_EU
helleri,Species,19694,Genus,1022,A,A. Hawkes,,CITES_EU
triandra,Species,19695,Genus,1022,A,A.H. Heller & A. Hawkes,,CITES_EU
valida,Species,19697,Genus,818,A,(Reichb.f.) Garay,,CITES_EU
helleri,Species,19698,Genus,1139,A,A. Hawkes,,CITES_EU
stevensonii,Species,19801,Genus,333,A,Standley,,CITES_EU
xerographica,Species,20184,Genus,1100,A,Rohw.,,CITES_EU
mauryana,Species,20192,Genus,1100,A,Lyman B. Smith,,CITES_EU
culminicola,Species,20301,Genus,458,A,A. Molina,,CITES_EU
apatzingana,Species,20464,Genus,458,A,McVaugh,,CITES_EU
apicata,Species,20465,Genus,458,A,Wheeler,,CITES_EU
arteagae,Species,20466,Genus,458,A,Buck & Huft,,CITES_EU
bartolomaei,Species,20467,Genus,458,A,Greene,,CITES_EU
beamanii,Species,20468,Genus,458,A,M.C. Johnston,,CITES_EU
brandegeei,Species,20469,Genus,458,A,Millsp.,,CITES_EU
correllii,Species,20472,Genus,458,A,M.C. Johnston,,CITES_EU
cressoides,Species,20474,Genus,458,A,M.C. Johnston,,CITES_EU
dentosa,Species,20475,Genus,458,A,I.M. Johnston,,CITES_EU
feddemae,Species,20476,Genus,458,A,McVaugh,,CITES_EU
fruticulosa,Species,20477,Genus,458,A,Boiss.,,CITES_EU
galiciana,Species,20480,Genus,458,A,McVaugh,,CITES_EU
guiengola,Species,20481,Genus,458,A,Buck & Huft,,CITES_EU
henricksonii,Species,20482,Genus,458,A,M.C. Johnston,,CITES_EU
incerta,Species,20486,Genus,458,A,Brandegee,,CITES_EU
ivanjohnstonii,Species,20487,Genus,458,A,M.C. Johnston,,CITES_EU
leucophylla,Species,20488,Genus,458,A,Benth.,,CITES_EU
linguiformis,Species,20489,Genus,458,A,McVaugh,,CITES_EU
magdalenae,Species,20490,Genus,458,A,Benth.,,CITES_EU
maysillesii,Species,20491,Genus,458,A,McVaugh,,CITES_EU
mcvaughiana,Species,20492,Genus,458,A,M.C. Johnston,,CITES_EU
misella,Species,20493,Genus,458,A,S.Watson,,CITES_EU
neilmulleri,Species,20494,Genus,458,A,M.C. Johnston,,CITES_EU
paludicola,Species,20495,Genus,458,A,McVaugh,,CITES_EU
peninsularis,Species,20497,Genus,458,A,I.M. Johnston,,CITES_EU
perlignea,Species,20498,Genus,458,A,McVaugh,,CITES_EU
petrina,Species,20499,Genus,458,A,S.Watson,,CITES_EU
pinkavana,Species,20500,Genus,458,A,M.C. Johnston,,CITES_EU
pondii,Species,20505,Genus,458,A,Millsp.,,CITES_EU
soobyi,Species,20509,Genus,458,A,McVaugh,,CITES_EU
taluticola,Species,20511,Genus,458,A,Wigg.,,CITES_EU
tomentulosa,Species,20512,Genus,458,A,S.Watson,,CITES_EU
xanti,Species,20513,Genus,458,A,Engelm. ex Boiss.,,CITES_EU
cornastra,Species,20541,Genus,458,A,(Dressler) R.-Sm.,,CITES_EU
barteri,Species,20709,Genus,418,A,Carruth. ex Miq.,,CITES_EU
hondurense,Species,20830,Genus,185,A,Ames,,CITES_EU
bowringiana,Species,20831,Genus,192,A,O'Brien,,CITES_EU
ambohipotsiensis,Species,20832,Genus,458,A,Ursch & Leandri,,CITES_EU
irapeanum,Species,20833,Genus,322,A,La Llave & Lex.,,CITES_EU
eximium,Species,20834,Genus,430,A,L.O. Williams,,CITES_EU
skutchii,Species,20835,Genus,430,A,"Ames, Hubb., & C. Schweinf.",,CITES_EU
viejii,Species,20836,Genus,430,A,Reichb.f.,,CITES_EU
costaricensis,Species,20837,Genus,611,A,Schltr.,,CITES_EU
fantastica,Species,20838,Genus,626,A,Ames & C. Schweinf.,,CITES_EU
irrorata,Species,20840,Genus,725,A,Rolfe,,CITES_EU
muscoides,Species,20842,Genus,792,A,(Kranzlin) Schltr.,,CITES_EU
andrefandrovana,Species,20843,Genus,458,A,Ursch & Leandri,,CITES_EU
pteroneura,Species,20848,Genus,458,A,Berger,,CITES_EU
barkeri,Species,20858,Genus,11,A,(Bateman) Lindley,,CITES_EU
punicea,Species,20859,Genus,32,A,Llave & Lex.,,CITES_EU
erubescens,Species,20860,Genus,92,A,(Lindley) Dressler & Pollard,,CITES_EU
barkeriola,Species,20861,Genus,115,A,Rchb.f. 1884,,CITES_EU
scandens,Species,20863,Genus,115,A,(La Llave & Lex.) Dressler & Halb.,,CITES_EU
melanocaulon,Species,20865,Genus,115,A,A.Rich. & Galeotti,,CITES_EU
naevosa,Species,20866,Genus,115,A,(Lindl.) Schltr.,,CITES_EU
palmeri,Species,20867,Genus,115,A,(Rolfe) Schltr. 1918,,CITES_EU
shoemakeri,Species,20868,Genus,115,A,Halb.,,CITES_EU
adenocarpa,Species,20869,Genus,136,A,Reichb.f.,,CITES_EU
ensifolia,Species,20870,Genus,136,A,L.O. Williams,,CITES_EU
greenmaniana,Species,20872,Genus,136,A,L.O. Williams,,CITES_EU
macristhmochila,Species,20874,Genus,136,A,Greenman,,CITES_EU
nelsonii,Species,20876,Genus,136,A,Ames,,CITES_EU
parkinsonii,Species,20878,Genus,136,A,Hook.,,CITES_EU
punctata,Species,20879,Genus,136,A,Llave & Lex.,,CITES_EU
signata,Species,20880,Genus,156,A,Rchb.f. 1881,,CITES_EU
laminatum,Species,20881,Genus,191,A,Lindley,,CITES_EU
limminghei,Species,20882,Genus,242,A,Linden & Reichb.f.,,CITES_EU
glaucoglossa,Species,20883,Genus,260,A,(Reichb.f.) Dodson 1975,,CITES_EU
thylaciochila,Species,20884,Genus,260,A,(Lem.) Dodson 1975,,CITES_EU
ehrenbergii,Species,20885,Genus,283,A,Reichb.f.,,CITES_EU
elliptica,Species,20886,Genus,283,A,Schltr.,,CITES_EU
fimbriata,Species,20887,Genus,283,A,Schltr.,,CITES_EU
ciliilabia,Species,20889,Genus,293,A,C. Schweinf.,,CITES_EU
gracilis,Species,20890,Genus,293,A,L.O. Williams,,CITES_EU
subumbellata,Species,20891,Genus,293,A,A. Rich. & Galeotti,,CITES_EU
thysanochila,Species,20892,Genus,899,A,(Robinson & Greenman) Garay,,CITES_EU
pendula,Species,20893,Genus,306,A,Llave & Lex.,,CITES_EU
adenocaula,Species,20895,Genus,421,A,(Llave & Lex.) Schltr.,,CITES_EU
chacaoensis,Species,20899,Genus,421,A,(Rchb.f.) Dressler & Pollard,,CITES_EU
concolor,Species,20901,Genus,421,A,(La Llave & Lex.) Schltr.,,CITES_EU
cyanocolumna,Species,20902,Genus,421,A,"(Ames, Hubb., Schweinf.) Dressler",,CITES_EU
distantiflora,Species,20903,Genus,421,A,(Rich. & H.Galeotti) Dressler & Pollard,,CITES_EU
ghiesbreghtiana,Species,20904,Genus,421,A,(A. Rich. & H.G.Galeotti) Dressler,,CITES_EU
hastata,Species,20905,Genus,421,A,(Lindley) Dressler & G.E.Pollard,,CITES_EU
kienastii,Species,20906,Genus,421,A,(Rchb.f.) Dressler & Pollard,,CITES_EU
lancifolia,Species,20907,Genus,421,A,(Lindley) Dressler & G.E.Pollard,,CITES_EU
linkiana,Species,20908,Genus,421,A,(Klotzsch) Schltr.,,CITES_EU
maculosa,Species,20909,Genus,421,A,"(Ames,F.T.Hubb. & C. Schweinf.) Hoehne",,CITES_EU
magnispatha,Species,20910,Genus,421,A,"(Ames, Hubb., & Schweinf.) Dressler",,CITES_EU
mariae,Species,20911,Genus,421,A,(Ames) Hoehne,,CITES_EU
microbulbon,Species,20912,Genus,421,A,(Hook.) Schltr.,,CITES_EU
pringlei,Species,20913,Genus,421,A,(Rolfe ex Ames) Schltr.,,CITES_EU
pterocarpa,Species,20914,Genus,421,A,(Lindley) Dressler,,CITES_EU
suaveolens,Species,20915,Genus,421,A,Dressler,,CITES_EU
subulatifolia,Species,20916,Genus,421,A,(A. Rich. & H.G.Galeotti) Dressler,,CITES_EU
tenuissima,Species,20917,Genus,421,A,"(Ames, F.T.Hubb., & C.Schweinf.) Dressler",,CITES_EU
tripunctata,Species,20918,Genus,421,A,(Lindley) Dressler,,CITES_EU
vitellina,Species,20920,Genus,421,A,(Lindley) Dressler,,CITES_EU
conopseum,Species,20921,Genus,430,A,R. Br.,,CITES_EU
costatum,Species,20922,Genus,430,A,A. Rich. & Galeotti,,CITES_EU
gasteriferum,Species,20923,Genus,430,A,Scheeren,,CITES_EU
anisatum,Species,20924,Genus,430,A,Llave & Lex.,,CITES_EU
gomezii,Species,20925,Genus,430,A,Schltr.,,CITES_EU
marmoratum,Species,20927,Genus,430,A,A. Rich. & Galeotti,,CITES_EU
matudae,Species,20928,Genus,430,A,L.O. Williams,,CITES_EU
miserum,Species,20930,Genus,430,A,Lindley,,CITES_EU
oaxacanum,Species,20931,Genus,430,A,Rolfe ex Ames,,CITES_EU
pugioniforme,Species,20932,Genus,430,A,Regel,,CITES_EU
