Scientific name,Rank,RecID,ParentRank,ParentID,Status,Species Author,Notes,Designation
neoguineense,SPECIES,,GENUS,13382,A,A.D.Hawkes & A.H.Heller,,CITES_EU
nephrolepidis,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
nigricans,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
nimium,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
nitidicolle,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
nitidissimum,SPECIES,,GENUS,13382,A,Rchb.f.,,CITES_EU
niveopurpureum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
njongense,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
nodosum,SPECIES,,GENUS,13382,A,Dalzell,,CITES_EU
noesae,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
nothofageti,SPECIES,,GENUS,13382,A,(M.A.Clem. & D.L.Jones) Schuit. & de Vogel,,CITES_EU
nummularia,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
obliquum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
oblongimentum,SPECIES,,GENUS,13382,A,Hosok. & Fukuy.,,CITES_EU
obovatum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
obscureauriculatum,SPECIES,,GENUS,13382,A,Gilli,,CITES_EU
ochroleucum,SPECIES,,GENUS,13382,A,Teijsm. & Binn.,,CITES_EU
odontopus,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
okabeanum,SPECIES,,GENUS,13382,A,Tuyama,,CITES_EU
opacifolium,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
opilionites,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
ordinatum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
orientale,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
ornithoflorum,SPECIES,,GENUS,13382,A,Ames,,CITES_EU
osmophytopsis,SPECIES,,GENUS,13382,A,Kraenzl.,,CITES_EU
ou-hinnae,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
ovatifolium,SPECIES,,GENUS,13382,A,Ridl.,,CITES_EU
ovatipetalum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
oxychilum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
padangense,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
palawense,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
papillilabium,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
papyraceum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
paradoxum,SPECIES,,GENUS,13382,A,Teijsm. & Binn.,,CITES_EU
pardalinum,SPECIES,,GENUS,13382,A,Rchb.f.,,CITES_EU
parietiforme,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
parvilobum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
patentifiliforme,SPECIES,,GENUS,13382,A,Hosok.,,CITES_EU
patentissimum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
patulum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
paucilaciniatum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
pemae,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
pensile,SPECIES,,GENUS,13382,A,Ridl.,,CITES_EU
pentanema,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
pergracile,SPECIES,,GENUS,13382,A,Ames,,CITES_EU
perlongum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
perpaulum,SPECIES,,GENUS,13382,A,Seidenf.,,CITES_EU
petrophilum,SPECIES,,GENUS,13382,A,(Kraenzl.) Garay ex N.Hallé,,CITES_EU
phaeanthum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
phalangillum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
phragmitoides,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
piestocaulon,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
pililobum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
planicaule,SPECIES,,GENUS,13382,A,Ridl.,,CITES_EU
platybasis,SPECIES,,GENUS,13382,A,Ridl.,,CITES_EU
platyclinoides,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
platylobum,SPECIES,,GENUS,13382,A,(Schltr.) J.J.Sm.,,CITES_EU
plebeium,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
pleiostachyum,SPECIES,,GENUS,13382,A,Rchb.f.,,CITES_EU
plumilobum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
podocarpifolium,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
podochiloides,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
pogonantherum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
polyphyllum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
polyschistum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
potamophila,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
procerum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
pruinosum,SPECIES,,GENUS,13382,A,Teijsm. & Binn.,,CITES_EU
pseudoaprinum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
pseudoconvexum,SPECIES,,GENUS,13382,A,Ames,,CITES_EU
pterocarpum,SPECIES,,GENUS,13382,A,Ames,,CITES_EU
pulleanum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
pulvinatum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
puncticulosum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
quadriferum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
quadrilobum,SPECIES,,GENUS,13382,A,Rolfe,,CITES_EU
quinquecallosum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
quinquecaudatum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
quinquedentatum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
quinquelobatum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
quinquelobum,SPECIES,,GENUS,13382,A,(Schltr.) J.J.Sm.,,CITES_EU
quisumbingii,SPECIES,,GENUS,13382,A,A.D.Hawkes & A.H.Heller,,CITES_EU
radicosum,SPECIES,,GENUS,13382,A,Ridl.,,CITES_EU
ramificans,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
rechingerorum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
recurvatum,SPECIES,,GENUS,13382,A,(Blume) J.J.Sm.,,CITES_EU
recurvifolium,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
recurvilabre,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
refractum,SPECIES,,GENUS,13382,A,Teijsm. & Binn.,,CITES_EU
regale,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
remotisepalum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
reniforme,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
rhipidolobum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
rhodobalion,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
rhombopetalum,SPECIES,,GENUS,13382,A,Kraenzl.,,CITES_EU
rhytidothece,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
ritaeanum,SPECIES,,GENUS,13382,A,King & Pantl.,,CITES_EU
roseonervatum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
roseostriatum,SPECIES,,GENUS,13382,A,Ridl.,,CITES_EU
rubropictum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
rugulosum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
rumphiae,SPECIES,,GENUS,13382,A,Rchb.f.,,CITES_EU
erythraeum,SPECIES,,GENUS,13382,A,Schuit. & de Vogel,,CITES_EU
salicifolium,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
salomonense,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
sanseiense,SPECIES,,GENUS,13382,A,Hayata,,CITES_EU
sarcodes,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
sarcophyllum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
sarmentosum,SPECIES,,GENUS,13382,A,Rolfe,,CITES_EU
savannicola,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
sayeri,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
schinzii,SPECIES,,GENUS,13382,A,Rolfe,,CITES_EU
schistoglossum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
schouteniense,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
schwartzkopfianum,SPECIES,,GENUS,13382,A,Kraenzl.,,CITES_EU
schweinfurthianum,SPECIES,,GENUS,13382,A,A.D.Hawkes & A.H.Heller,,CITES_EU
scirpoides,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
scopula,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
scotiiforme,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
sematoglossum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
sepikanum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
septemcostulatum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
serratipetalum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
setosum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
shompenii,SPECIES,,GENUS,13382,A,B.K.Sinha & P.S.N.Rao,,CITES_EU
siberutense,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
simplicicaule,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
sitanalae,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
spathilabium,SPECIES,,GENUS,13382,A,Ames & C.Schweinf.,,CITES_EU
speculum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
sphenochilum,SPECIES,,GENUS,13382,A,F.Muell. & Kraenzl.,,CITES_EU
steinii,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
stelidiiferum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
stelliferum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
stenocentrum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
stenoglossum,SPECIES,,GENUS,13382,A,Gagnep.,,CITES_EU
stenophyton,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
stictanthum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
stockeri,SPECIES,,GENUS,13382,A,T.Yukawa,,CITES_EU
straussianum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
striatiflorum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
subbilobatum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
subelobatum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
subfalcatum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
sublobatum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
subpandifolium,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
subpetiolatum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
subradiatum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
subretusum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
subserratum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
subtricostatum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
summerhayesianum,SPECIES,,GENUS,13382,A,A.D.Hawkes & A.H.Heller,,CITES_EU
takadui,SPECIES,,GENUS,13382,A,(Schltr.) J.J.Sm.,,CITES_EU
taylorii,SPECIES,,GENUS,13382,A,(F.Muell.) F.M.Bailey,,CITES_EU
teloense,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
tenuicaule,SPECIES,,GENUS,13382,A,Hook.f.,,CITES_EU
textile,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
thysanophorum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
torquisepalum,SPECIES,,GENUS,13382,A,Kraenzl.,,CITES_EU
tortitepalum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
toxopei,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
transversilobum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
triangulum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
tricallosum,SPECIES,,GENUS,13382,A,Ames & C.Schweinf.,,CITES_EU
trichosepalum,SPECIES,,GENUS,13382,A,Gilli,,CITES_EU
tridentiferum,SPECIES,,GENUS,13382,A,Lindl.,,CITES_EU
trigonellodorum,SPECIES,,GENUS,13382,A,Kraenzl.,,CITES_EU
trilobulatum,SPECIES,,GENUS,13382,A,Kores,,CITES_EU
triquetrum,SPECIES,,GENUS,13382,A,Ridl.,,CITES_EU
triste,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
tropaeoliflorum,SPECIES,,GENUS,13382,A,Hook.f.,,CITES_EU
tropidophorum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
truncicola,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
tuberculatum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
tunense,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
umbellatum,SPECIES,,GENUS,13382,A,(Gaudich.) Rchb.f.,,CITES_EU
unicarinatum,SPECIES,,GENUS,13382,A,Kores,,CITES_EU
unicorne,SPECIES,,GENUS,13382,A,Ames,,CITES_EU
usterii,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
utile,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
vagabundum,SPECIES,,GENUS,13382,A,A.D.Hawkes & A.H.Heller,,CITES_EU
validicolle,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
vanderwateri,SPECIES,,GENUS,13382,A,Ridl.,,CITES_EU
vanhulstijnii,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
vanilliodorum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
vanleeuwenii,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
vernicosum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
verruciflorum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
versicolor,SPECIES,,GENUS,13382,A,Cogn.,,CITES_EU
vesiculosum,SPECIES,,GENUS,13382,A,M.A.Clem. & D.L.Jones,,CITES_EU
vestigiiferum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
vexabile,SPECIES,,GENUS,13382,A,Rchb.f.,,CITES_EU
vinosum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
violaceopictum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
viridiflorum,SPECIES,,GENUS,13382,A,F.M.Bailey,,CITES_EU
vitiense,SPECIES,,GENUS,13382,A,Rolfe,,CITES_EU
vonroemeri,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
wichersii,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
wolterianum,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
xanthocaulon,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
xantholeucum,SPECIES,,GENUS,13382,A,Rchb.f.,,CITES_EU
xanthomeson,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
xanthothece,SPECIES,,GENUS,13382,A,Schltr.,,CITES_EU
xylophyllum,SPECIES,,GENUS,13382,A,Kraenzl.,,CITES_EU
zebrinum,SPECIES,,GENUS,13382,A,J.J.Sm.,,CITES_EU
alinae,SPECIES,,GENUS,13380,A,Szlach.,,CITES_EU
atrorubens,SPECIES,,GENUS,13380,A,Schltr.,,CITES_EU
baurii,SPECIES,,GENUS,13380,A,Bolus,,CITES_EU
bifida,SPECIES,,GENUS,13380,A,(Thunb.) Sw.,,CITES_EU
biflora,SPECIES,,GENUS,13380,A,(L.) Druce,,CITES_EU
bolusiana,SPECIES,,GENUS,13380,A,Schltr.,,CITES_EU
bracteata,SPECIES,,GENUS,13380,A,Sw.,,CITES_EU
brevicornis,SPECIES,,GENUS,13380,A,(Lindl.) Bolus,,CITES_EU
cernua,SPECIES,,GENUS,13380,A,(Thunb.) Sw.,,CITES_EU
chimanimaniensis,SPECIES,,GENUS,13380,A,(H.P.Linder) H.P.Linder,,CITES_EU
comosa,SPECIES,,GENUS,13380,A,(Rchb.f.) Schltr.,,CITES_EU
conferta,SPECIES,,GENUS,13380,A,Bolus,,CITES_EU
densiflora,SPECIES,,GENUS,13380,A,(Lindl.) Bolus,,CITES_EU
ecalcarata,SPECIES,,GENUS,13380,A,(G.J.Lewis) H.P.Linder,,CITES_EU
flexuosa,SPECIES,,GENUS,13380,A,(L.) Sw.,,CITES_EU
forcipata,SPECIES,,GENUS,13380,A,Schltr.,,CITES_EU
forficaria,SPECIES,,GENUS,13380,A,Bolus,,CITES_EU
inflexa,SPECIES,,GENUS,13380,A,(Lindl.) Mundt ex Bolus,,CITES_EU
lisowskii,SPECIES,,GENUS,13380,A,Szlach.,,CITES_EU
longilabris,SPECIES,,GENUS,13380,A,Schltr.,,CITES_EU
longipetala,SPECIES,,GENUS,13380,A,(Lindl.) Bolus,,CITES_EU
lugens,SPECIES,,GENUS,13380,A,Bolus,,CITES_EU
macrostachya,SPECIES,,GENUS,13380,A,(Lindl.) Bolus,,CITES_EU
multifida,SPECIES,,GENUS,13380,A,Lindl.,,CITES_EU
newdigateae,SPECIES,,GENUS,13380,A,L.Bolus,,CITES_EU
nubigena,SPECIES,,GENUS,13380,A,H.P.Linder,,CITES_EU
obliqua,SPECIES,,GENUS,13380,A,(Lindl.) Bolus,,CITES_EU
ophrydea,SPECIES,,GENUS,13380,A,(Lindl.) Bolus,,CITES_EU
physodes,SPECIES,,GENUS,13380,A,Sw.,,CITES_EU
praecox,SPECIES,,GENUS,13380,A,(H.P.Linder) H.P.Linder,,CITES_EU
pygmaea,SPECIES,,GENUS,13380,A,Bolus,,CITES_EU
renziana,SPECIES,,GENUS,13380,A,Szlach.,,CITES_EU
reticulata,SPECIES,,GENUS,13380,A,Bolus,,CITES_EU
rufescens,SPECIES,,GENUS,13380,A,(Thunb.) Sw.,,CITES_EU
sabulosa,SPECIES,,GENUS,13380,A,Bolus,,CITES_EU
venusta,SPECIES,,GENUS,13380,A,Bolus,,CITES_EU
virginalis,SPECIES,,GENUS,13380,A,H.P.Linder,,CITES_EU
walteri,SPECIES,,GENUS,13380,A,Schltr.,,CITES_EU
adrianae,SPECIES,,GENUS,12644,A,Luer,,CITES_EU
inexperata,SPECIES,,GENUS,12644,A,Pupulin,,CITES_EU
schudelii,SPECIES,,GENUS,12644,A,Luer & Hirtz,,CITES_EU
amazonica,SPECIES,,GENUS,12822,A,Brongn. ex Neumann,,CITES_EU
bajamarensis,SPECIES,,GENUS,12822,A,Sauleda & R.M.Adams,,CITES_EU
contrerasii,SPECIES,,GENUS,12822,A,R.González,,CITES_EU
davidhuntii,SPECIES,,GENUS,12822,A,Withner & M.Fuente,,CITES_EU
garzonensis,SPECIES,,GENUS,12822,A,Withner,,CITES_EU
guadalupeae,SPECIES,,GENUS,12822,A,R.González & Alvarado,,CITES_EU
guzinskii,SPECIES,,GENUS,12822,A,Sauleda & R.M.Adams,,CITES_EU
hermentiana,SPECIES,,GENUS,12822,A,Brongn. ex Neumann,,CITES_EU
hillyerorum,SPECIES,,GENUS,12822,A,Sauleda & R.M.Adams,,CITES_EU
knowlesii,SPECIES,,GENUS,12822,A,Sauleda & R.M.Adams,,CITES_EU
lineariloba,SPECIES,,GENUS,12822,A,Withner,,CITES_EU
lleidae,SPECIES,,GENUS,12822,A,Sauleda & R.M.Adams,,CITES_EU
maravalensis,SPECIES,,GENUS,12822,A,Withner,,CITES_EU
obtusa,SPECIES,,GENUS,12822,A,(A.DC.) Schltr.,,CITES_EU
ochrantha,SPECIES,,GENUS,12822,A,(A.Rich.) Withner,,CITES_EU
pilosa,SPECIES,,GENUS,12822,A,(C.Schweinf.) Carnevali & I.Ramírez,,CITES_EU
raganii,SPECIES,,GENUS,12822,A,Sauleda & R.M.Adams,,CITES_EU
remotiflora,SPECIES,,GENUS,12822,A,(C.Schweinf.) Carnevali & I.Ramírez,,CITES_EU
trautmannii,SPECIES,,GENUS,12822,A,Senghas,,CITES_EU
uxpanapensis,SPECIES,,GENUS,12822,A,Salazar,,CITES_EU
verboonenii,SPECIES,,GENUS,12822,A,V.P.Castro & Campacci,,CITES_EU
speciosa,SPECIES,,GENUS,12723,A,Luer,,CITES_EU
amphitrite,SPECIES,,GENUS,12827,A,Kraenzl.,,CITES_EU
rolfeana,SPECIES,,GENUS,12827,A,H.R.Sweet,,CITES_EU
autumnalis,SPECIES,,GENUS,13312,A,S.C.Chen & G.H.Zhu,,CITES_EU
christianii,SPECIES,,GENUS,13312,A,Perner,,CITES_EU
microphylla,SPECIES,,GENUS,13312,A,S.C.Chen & Z.H.Tsi,,CITES_EU
taliensis,SPECIES,,GENUS,13312,A,P.J.Cribb & Butterf.,,CITES_EU
vietnamensis,SPECIES,,GENUS,13312,A,Aver. & P.J.Cribb,,CITES_EU
alatum,SPECIES,,GENUS,13515,A,M.F.F.Silva & A.T.Oliveira,,CITES_EU
albuquerquei,SPECIES,,GENUS,13515,A,M.F.F.Silva & A.T.Oliveira,,CITES_EU
bifidum,SPECIES,,GENUS,13515,A,A.T.Oliveira & J.B.F.Silva,,CITES_EU
carrenhianum,SPECIES,,GENUS,13515,A,M.F.F.Silva & A.T.Oliveira,,CITES_EU
caxarariense,SPECIES,,GENUS,13515,A,M.F.F.Silva & A.T.Oliveira,,CITES_EU
palmeirinhense,SPECIES,,GENUS,13515,A,A.T.Oliveira & J.B.F.Silva,,CITES_EU
rigidum,SPECIES,,GENUS,13515,A,A.T.Oliveira & J.B.F.Silva,,CITES_EU
seccoi,SPECIES,,GENUS,13515,A,M.F.F.Silva & A.T.Oliveira,,CITES_EU
varelae,SPECIES,,GENUS,13644,A,V.P.Castro & Cath.,,CITES_EU
zayrae,SPECIES,,GENUS,13644,A,V.P.Castro & Cath.,,CITES_EU
gaoligongense,SPECIES,,GENUS,13014,A,Z.J.Liu & J.Yong Zhang,,CITES_EU
nishiuchianum,SPECIES,,GENUS,13014,A,Makino ex J.M.H.Shaw,,CITES_EU
teretipetiolatum,SPECIES,,GENUS,13014,A,Z.J.Liu & S.C.Chen,,CITES_EU
herae,SPECIES,,GENUS,12617,A,Ewacha & Sheviak,,CITES_EU
sichuanense,SPECIES,,GENUS,12617,A,Perner,,CITES_EU
contextum,SPECIES,,GENUS,13382,A,Schuit. & de Vogel ex J.M.H.Shaw,,CITES_EU
fusciflorum,SPECIES,,GENUS,13382,A,Ormerod,,CITES_EU
numaldeorii,SPECIES,,GENUS,13382,A,"C.Deori, Hynn. & Phukan",,CITES_EU
parnatanum,SPECIES,,GENUS,13382,A,Cavestro,,CITES_EU
protractum,SPECIES,,GENUS,13382,A,Dauncey,,CITES_EU
sleumeri,SPECIES,,GENUS,13382,A,Ormerod,,CITES_EU
facula,SPECIES,,GENUS,13380,A,"P.J.Cribb, C.Herrm. & Sebsebe",,CITES_EU
christineana,SPECIES,,GENUS,12644,A,Luer,,CITES_EU
alcardoi,SPECIES,,GENUS,12822,A,V.P.Castro & Chiron,,CITES_EU
calderoniae,SPECIES,,GENUS,12822,A,Soto Arenas,,CITES_EU
huertae,SPECIES,,GENUS,12822,A,Soto Arenas & R.Jiménez,,CITES_EU
kermesina,SPECIES,,GENUS,12822,A,(Lindl.) P.Ortiz,,CITES_EU
monteverdensis,SPECIES,,GENUS,12822,A,M.A.Díaz & Ackerman,,CITES_EU
nizandensis,SPECIES,,GENUS,12822,A,Pérez-García & Hágsater,,CITES_EU
parallela,SPECIES,,GENUS,12822,A,(Lindl.) P.Ortiz,,CITES_EU
rzedowskiana,SPECIES,,GENUS,12822,A,Soto Arenas,,CITES_EU
kaatiae,SPECIES,,GENUS,13312,A,P.H.Peeters,,CITES_EU
breviflora,SPECIES,,GENUS,13020,A,(Rchb.f.) R.Rice & J.J.Wood,,CITES_EU
chanii,SPECIES,,GENUS,13020,A,J.J.Wood & R.Rice,,CITES_EU
hagsaterianum,SPECIES,,GENUS,12624,A,Soto Arenas,,CITES_EU
dasilvae,SPECIES,,GENUS,13515,A,K.G.Lacerda & V.P.Castro,,CITES_EU
perazolianum,SPECIES,,GENUS,13515,A,K.G.Lacerda & V.P.Castro,,CITES_EU
calimaniorum,SPECIES,,GENUS,13644,A,Chiron & V.P.Castro,,CITES_EU
pempahisheyana,SPECIES,,GENUS,12780,A,H.J.Chowdhery,,CITES_EU
micranthum,SPECIES,,GENUS,13014,A,Z.J.Liu & S.C.Chen,,CITES_EU
crassilabium,SPECIES,,GENUS,13382,A,P.J.Spence,,CITES_EU
ianthinum,SPECIES,,GENUS,13382,A,Schuit. & Puspit.,,CITES_EU
lanuginosum,SPECIES,,GENUS,13382,A,Ormerod,,CITES_EU
betancourtiana,SPECIES,,GENUS,12822,A,Carnevali & I.Ramírez,,CITES_EU
garciae-esquivelii,SPECIES,,GENUS,12822,A,Carnevali & I.Ramírez,,CITES_EU
heidii,SPECIES,,GENUS,13302,A,(Carnevali) Van den Berg & M.W.Chase,,CITES_EU
pantlingii,SPECIES,,GENUS,12780,A,Lucksom,,CITES_EU
bifurcatum,SPECIES,,GENUS,13382,A,T.Yukawa,,CITES_EU
brillianum,SPECIES,,GENUS,13382,A,Ormerod & Cavestro,,CITES_EU
eymanum,SPECIES,,GENUS,13382,A,Ormerod,,CITES_EU
flebiliflorum,SPECIES,,GENUS,13382,A,Ormerod,,CITES_EU
paragnomus,SPECIES,,GENUS,13382,A,Ormerod,,CITES_EU
spenceanum,SPECIES,,GENUS,13382,A,Ormerod,,CITES_EU
spinuliferum,SPECIES,,GENUS,13382,A,Ormerod,,CITES_EU
stipiticola,SPECIES,,GENUS,13382,A,Ormerod,,CITES_EU
calcarata,SPECIES,,GENUS,12723,A,Luer & V.N.M.Rao,,CITES_EU
hartman-filii,SPECIES,,GENUS,12723,A,"Luer, Hirtz & V.N.M.Rao",,CITES_EU
sururuana,SPECIES,,GENUS,12723,A,Campacci,,CITES_EU
telloi,SPECIES,,GENUS,12723,A,Luer & Hirtz,,CITES_EU
bryophilum,SPECIES,,GENUS,13569,A,Hermans,,CITES_EU
calimanianum,SPECIES,,GENUS,13569,A,V.P.Castro & G.F.Carr,,CITES_EU
dulongjiangense,SPECIES,,GENUS,13569,A,X.H.Jin,,CITES_EU
fimbriperianthium,SPECIES,,GENUS,13569,A,"W.M.Lin, Kuo Huang & T.P.Lin",,CITES_EU
gunnarii,SPECIES,,GENUS,13569,A,Aver.,,CITES_EU
guttulatoides,SPECIES,,GENUS,13569,A,Aver.,,CITES_EU
jackyi,SPECIES,,GENUS,13569,A,"G.A.Fisch., Sieder & P.J.Cribb",,CITES_EU
kuanwuense,SPECIES,,GENUS,13569,A,S.W.Chung & T.C.Hsu,,CITES_EU
manipurense,SPECIES,,GENUS,13569,A,C.S.Kumar & P.C.S.Kumar,,CITES_EU
perseverans,SPECIES,,GENUS,13569,A,Hermans,,CITES_EU
