Gavilán de Nueva Caledonia,Spanish,108
Autour à ventre blanc,French,108
Gray's Goshawk,English,109
Moluccan Goshawk,English,109
Moluccan Barred Sparrowhawk,English,109
Azor moluqueño,Spanish,109
Autour des Moluques,French,109
Henst's Goshawk,English,110
Azor malgache,Spanish,110
Autour de Henst,French,110
Imitator Sparrowhawk,English,111
Gavilán imitador,Spanish,111
Autour imitateur,French,111
Slaty-backed Goshawk,English,112
Slaty-mantled Sparrowhawk,English,112
Gavilán de Nueva Bretaña,Spanish,112
Blue-and-grey Sparrowhawk,English,112
Autour bleu et gris,French,112
Madagascar Sparrowhawk,English,113
Gavilán malgache,Spanish,113
Épervier de Madagascar,French,113
Black-mantled Goshawk,English,114
Gavilán rufinegro,Spanish,114
Autour à manteau noir,French,114
Black-mantled Hawk,English,114
Black Sparrowhawk,English,115
Black Goshawk,English,115
Great Sparrowhawk,English,115
Azor blanquinegro,Spanish,115
Autour noir,French,115
Épervier pie,French,115
Papuan Goshawk,English,116
Meyer's Goshawk,English,116
Azor de Meyer,Spanish,116
Autour de Meyer,French,116
Meyer's Hawk,English,116
African Little Sparrowhawk,English,117
Little Sparrowhawk,English,117
Gavilancito chico,Spanish,117
Épervier minule,French,117
Small Sparrowhawk,English,118
Gavilancito de Célebes,Spanish,118
Épervier des Célèbes,French,118
Celebes Sparrowhawk,English,118
Sparrowhawk,English,119
Eurasian Sparrowhawk,English,119
Gavilán común,Spanish,119
Épervier d'Europe,French,119
Épervier d'Europe,French,119
Grey-throated Goshawk,English,120
Grey Goshawk,English,120
Variable Goshawk,English,120
White Goshawk,English,120
Azor variable,Spanish,120
Autour blanc,French,120
Ovampo Sparrowhawk,English,121
Gavilán de Ovampo,Spanish,121
Épervier de l'Ovampo,French,121
Ovambo Sparrowhawk,English,121
Grey-headed Sparrowhawk,English,122
New Guinea Grey-headed Goshawk,English,122
Grey-headed Goshawk,English,122
Gavilán cabecigrís,Spanish,122
Autour à tête grise,French,122
Grey-bellied Hawk,English,123
Grey-bellied Goshawk,English,123
Gavilán vientrigris,Spanish,123
Esparvero pechigrís,Spanish,123
Azor pechigrís,Spanish,123
Azor ventrigrís,Spanish,123
Autour à ventre gris,French,123
New Britain Goshawk,English,124
Azor de Nueva Bretaña,Spanish,124
Autour de Mayr,French,124
Grey-headed Goshawk,English,124
Vinous-breasted Sparrowhawk,English,125
Gavilán pechirrojo,Spanish,125
Épervier à poitrine rousse,French,125
Fiji Goshawk,English,126
Gavilán de las Fiji,Spanish,126
Autour des Fidji,French,126
Fiji Sparrowhawk,English,126
Rufous-chested Sparrowhawk,English,127
Gavilán papirrufo,Spanish,127
Épervier menu,French,127
Chinese Sparrowhawk,English,128
Chinese Goshawk,English,128
Grey Frog Hawk,English,128
Gavilán ranero,Spanish,128
Épervier de Horsfield,French,128
Sharp-shinned Hawk,English,129
Gavilán pajarero,Spanish,129
Esparvero chico,Spanish,129
Azor chico,Spanish,129
Gavilán arrastrador,Spanish,129
Gavilán americano,Spanish,129
Épervier brun,French,129
Tiny Sparrowhawk,English,130
Tiny Hawk,English,130
Gavilán enano,Spanish,130
Esparvero gris,Spanish,130
Azor gris,Spanish,130
Gavilancito americano,Spanish,130
Épervier nain,French,130
African Goshawk,English,131
Azor tachiro,Spanish,131
Autour tachiro,French,131
Red-chested Goshawk,English,132
Gavilán pechirroseo,Spanish,132
Azor de Toussenel,Spanish,132
Autour de Toussenel,French,132
Red-chested Hawk,English,132
Spot-tailed Sparrowhawk,English,133
Spot-tailed Goshawk,English,133
Gavilán colipinto,Spanish,133
Épervier à queue tachetée,French,133
Asian Crested Goshawk,English,134
Crested Goshawk,English,134
Azor moñudo,Spanish,134
Autour huppé,French,134
Besra Sparrowhawk,English,136
Besra,English,136
Gavilán besra,Spanish,136
Épervier besra,French,136
Sulawesi Flying-fox,English,137
Zorro volador de las Célebes,Spanish,137
Sulawesi Fruit Bat,English,137
Signal-winged Acerodon,English,137
Renard volant de Suwalesi,French,137
Talaud Acerodon,English,138
Talaud Flying-fox,English,138
Zorro volador de Talaud,Spanish,138
Talaud Fruit Bat,English,138
Roussette de Talaud,French,138
Roussette à couronne dorée,French,139
Golden-capped Fruit Bat,English,139
Zorro volador filipino,Spanish,139
Zorro volador de Calamian,Spanish,140
Palawan Flying-fox,English,140
Palawan Fruit Bat,English,140
Roussette de Palawan,French,140
Petite roussette de Sunda,French,142
Sunda Fruit Bat,English,142
Sunda Flying-fox,English,142
Lesser Sunda Flying-fox,English,142
Zorro volador de Macklot,Spanish,142
Knobbed Hornbill,English,144
Calao à cimier,French,144
Sulawesi Wrinkled Hornbill,English,144
Red-knobbed Hornbill,English,144
Celebes Hornbill,English,144
Greater Sulawesi Hornbill,English,144
Buton Hornbill,English,144
Cálao grande de Célebes,Spanish,144
Cálao crestiblanco,Spanish,145
White-crowned Hornbill,English,145
Calao coiffé,French,145
White-crested Hornbill,English,145
Asian White-crested Hornbill,English,145
Long-crested Hornbill,English,145
Wrinkled Hornbill,English,146
Calao à casque rouge,French,146
Sunda Wrinkled Hornbill,English,146
Cálao arrugado,Spanish,146
Cálao de la Sumba,Spanish,147
Sumba Hornbill,English,147
Calao de Sumba,French,147
Sumba Wreathed Hornbill,English,147
Writhed Hornbill,English,148
Calao de Vieillot,French,148
Mindanao Wrinkled Hornbill,English,148
White-headed Hornbill,English,148
Cálao grande de Mindanao,Spanish,148
Narcondam Hornbill,English,149
Cálao de la Narcondam,Spanish,149
Calao de Narcondam,French,149
Rufous-cheeked Hornbill,English,150
Rufous-necked Hornbill,English,150
Calao à cou roux,French,150
Calao de montagne,French,150
Cálao del Nepal,Spanish,150
Papuan Hornbill,English,151
Calao papou,French,151
Plicated Hornbill,English,151
New Guinea Hornbill,English,151
Kokomo,English,151
New Guinea Wreathed Hornbill,English,151
Plain-pouched Hornbill,English,152
Calao à gorge claire,French,152
Calao à poche unie,French,152
Plain-pouched Wreathed Hornbill,English,152
Blyth's Wreathed Hornbill,English,152
Blyth's Hornbill,English,152
Burmese Hornbill,English,152
Cálao gorgiclaro,Spanish,152
Wreathed Hornbill,English,153
Calao festonné,French,153
Bar-pouched Wreathed Hornbill,English,153
Bar-throated Wreathed Hornbill,English,153
Northern Waved Hornbill,English,153
Cálao gorginegro,Spanish,153
Cálao grande de Panay,Spanish,154
Rufous-headed Hornbill,English,154
Writhed-billed Hornbill,English,154
Calao de Walden,French,154
Visayan Wrinkled Hornbill,English,154
Panay Wrinkled Hornbill,English,154
Santa Marta Woodstar,English,156
Colibri de Santa Marta,French,156
Colibrí astral,Spanish,156
Esmeraldas Woodstar,English,157
Estrellita esmeraldeña,Spanish,157
Colibri de Berlepsch,French,157
Colibrí de Esmeraldas,Spanish,157
Little Woodstar,English,158
Estrellita chica,Spanish,158
Colibri bourdon,French,158
Colibrí abejorro,Spanish,158
Gorgeted Woodstar,English,159
Estrellita de gorguera,Spanish,159
Estrella cuellirrojo,Spanish,159
Colibri héliodore,French,159
Colibrí heliodoro,Spanish,159
White-bellied Woodstar,English,160
Estrellita ventriblanca,Spanish,160
Colibri de Mulsant,French,160
Colibrí de Mulsant,Spanish,160
Hunting Leopard,English,219
Cheetah,English,219
Chita,Spanish,219
Guepardo,Spanish,219
Guépard,French,219
Esturión chato,Spanish,222
Esturgeon à museau court,French,222
Esturgeon à nez court,French,222
Esturión hociquicorto,Spanish,222
Shortnose Sturgeon,English,222
Short-nosed Little Sturgeon,English,222
Esturión lacustre,Spanish,223
Lake Sturgeon,English,223
Esturgeon jaune,French,223
Esturgeon jaune,French,223
Esturgeon de l'Adriatique,French,224
Esturión del Adriático,Spanish,224
Adriatic Sturgeon,English,224
Ship,English,225
Ship Sturgeon,English,225
Esturgeon nu,French,225
Fringebarbel Sturgeon,English,225
Esturgeon à barbillons frangés,French,225
Esturión barba de flecos,Spanish,225
Barbel Sturgeon,English,225
Bastard Sturgeon,English,225
Spiny Sturgeon,English,225
Thorn Sturgeon,English,225
Atlantic Sturgeon,English,226
Esturión del Atlántico,Spanish,226
Esturgeon de l'Atlantique,French,226
Esturgeon noir,French,226
Sterlet,French,227
Sterlet Sturgeon,English,227
Sterlet,English,227
Esturgeon de Sibérie,French,227
Esterlete,Spanish,227
Esturión de Siberia,Spanish,227
Amur Sturgeon,English,228
Esturgeon écussonné,French,228
Sevruga,English,229
Sevruga,French,229
Esturión estrellado,Spanish,229
Starry Sturgeon,English,229
Esturgeon étoilé,French,229
Star Sturgeon,English,229
Stellate Sturgeon,English,229
Baltic Sturgeon,English,230
Common Sturgeon,English,230
Esturión,Spanish,230
Esturgeon commun,French,230
Esturión común,Spanish,230
Étrugeon,French,230
European Sturgeon,English,230
Astourion,French,230
Atlantic Sturgeon,English,230
Créa,French,230
Créac,French,230
Créach,French,230
Estourioun,French,230
Esturgeon,French,230
Esturgeon atlantique,French,230
Esturgeon atlantique d'Europe,French,230
Esturgeon de la Baltique,French,230
Esturgeon européen,French,230
Esturgeon européen occidentale,French,230
Sea Sturgeon,English,230
Sturgeon,English,230
Sturgeon,English,230
Sulio,Spanish,230
Sollo,Spanish,230
Sollo real,Spanish,230
Sturgeon,English,230
Petit esturgeon du Yang Tse,French,231
Yangtze Sturgeon,English,231
Dabry's Sturgeon,English,231
Danube Sturgeon,English,232
Azov-Black Sea Sturgeon,English,232
Esturgeon du Danube,French,232
Esturión del Danubio,Spanish,232
Osetr,English,232
Russian Sturgeon,English,232
Kura Sturgeon,English,232
Esturgeon russe,French,232
Esturgeon de Sakhaline,French,233
Green Japanese Sturgeon,English,233
Green Sturgeon,English,233
Esturión verde,Spanish,233
Esturgeon vert,French,233
Esturgeon vert,French,233
Barbel Sturgeon,English,233
Esturgeon blanc,French,234
Esturgeon blanc,French,234
Columbia Sturgeon,English,234
Columbia Sturgeon,English,234
Esturión blanco,Spanish,234
Pacific Sturgeon,English,234
Sacramento Sturgeon,English,234
Oregon Sturgeon,English,234
White Sturgeon,English,234
Persian Sturgeon,English,235
Chinese Sturgeon,English,236
Esturgeon chinois,French,236
Sakhalin Sturgeon,English,241
Siberian Sturgeon,English,244
Esturgeon sibérien,French,244
Madagascar Ground Boa,English,282
Duméril's Boa,English,282
Boa de Duméril,Spanish,282
Boa de Duméril,French,282
Boa des savanes de Duméril,French,282
Malagasy Ground Boa,English,283
Madagascar Boa,English,283
Boa de Madagascar meridional,Spanish,283
Boa des savanes de Madagascar,French,283
Boa de Madagascar,French,283
Scalpel Coral,English,285
Staghorn Coral,English,337
Corail cornes de cerf,French,337
Coral cuerno de ciervo,Spanish,337
Table Coral,English,340
Table Coral,English,348
Christmas Coral,English,362
Formosa staghorn coral ,English,365
Humilis staghorn coral ,English,376
Hyacinthus staghorn coral ,English,377
Bluetip Coral,English,386
Elkhorn Coral,English,404
Corail cornes d'élan,French,404
Coral cuerno de alce,Spanish,404
Coral córneo fundido,Spanish,415
Fused Staghorn Coral,English,415
Table Coral,English,458
Bush Coral,English,459
Addax,English,512
Addax,Spanish,512
Addax,French,512
Addax à nez tacheté,French,512
Antilope blanche,French,512
Speckled Hummingbird,English,514
Colibrí serrano gargantiazul,Spanish,514
Picaflor gargantiazul,Spanish,514
Colibri moucheté,French,514
Colibrí jaspeado,Spanish,514
Saw-whet Owl,English,535
Northern Saw-whet Owl,English,535
Tecolote-abetero norteño,Spanish,535
Petite nyctale,French,535
Mochuelo cabezón,Spanish,535
Tengmalm's Owl,English,536
Boreal Owl,English,536
Lechuza de Tengmalm,Spanish,536
Nyctale de Tengmalm,French,536
Mochuelo boreal,Spanish,536
Engoulevent d'Europe,French,536
Chouette de Tengmalm,French,536
Chouette de Tengmalm,French,536
Lechuza de Tengmalm,Spanish,536
Buff-fronted Owl,English,537
Curucucú barriga amarilla,Spanish,537
Lechucita acanelada,Spanish,537
Carburé acanelado,Spanish,537
Chouette de Harris,French,537
Nyctale de Harris,French,537
Mochuelo canela,Spanish,537
Unspotted Saw-whet Owl,English,538
Nyctale immaculée,French,538
Mochuelo moreno,Spanish,538
Black Vulture,English,544
Cinereous Vulture,English,544
Buitre negro,Spanish,544
Vautour moine,French,544
Vautour moine,French,544
Madagascar Lovebird,English,660
Grey-headed Lovebird,English,660
Inséparable à tête grise,French,660
Inseparable malgache,Spanish,660
Fischer's Lovebird,English,661
Inséparable de Fischer,French,661
Perruche de Fischer,French,661
Inseparable de Fischer,Spanish,661
Nyasa Lovebird,English,662
Lilian's Lovebird,English,662
Inséparable de Lilian,French,662
Perruche de Lilian,French,662
Inseparable del-Nyasa,Spanish,662
Black-cheeked Lovebird,English,663
Inséparable à joues noires,French,663
Perruche à joue noire,French,663
Inseparable cachetón,Spanish,663
Black-masked Lovebird,English,664
Yellow-collared Lovebird,English,664
Masked Lovebird,English,664
Inséparable masqué,French,664
Perruche masquée,French,664
Inseparable cabecinegro,Spanish,664
Red-faced Lovebird,English,665
Red-headed Lovebird,English,665
Inseparable carirrojo,Spanish,665
Inséparable à tête rouge,French,665
Perruche à tête rouge,French,665
Peach-faced Lovebird,English,666
Rosy-faced Lovebird,English,666
Inséparable rose-gorge,French,666
Inséparable à face rose,French,666
Perruche à face rose,French,666
Inseparable de Namibia,Spanish,666
Black-collared Lovebird,English,667
Inseparable de collera,Spanish,667
Inséparable de Swindern,French,667
Inséparable à collier noir,French,667
Perruche de Swindern,French,667
Inseparable acollarado,Spanish,667
Abyssinian Lovebird,English,668
Black-winged Lovebird,English,668
Inséparable d'Abyssinie,French,668
Inseparable abisinio,Spanish,668
Leaf Coral,English,670
Lettuce Coral,English,670
Agarice laitue,French,670
Coral de lechuga,Spanish,670
Coral frágil,Spanish,671
Agarice fragile,French,671
Fragile Saucer Coral,English,671
Graham's Sheet Coral,English,672
Agarice de Graham,French,672
Coral laminar de Graham,Spanish,672
Coral bajorrelieve,Spanish,673
Agarice plate,French,673
Lowrelief Lettuce Coral,English,673
Lamarck's Sheet Coral,English,674
Agarice de Lamarck,French,674
Coral laminar,Spanish,674
Coral de cinta,Spanish,675
Agarice laitue fine,French,675
Ribbon Coral,English,675
Thin-leaf Lettuce Coral,English,675
Scroll Coral,English,676
Agarice à spires,French,676
Coral enrollado,Spanish,676
Saffron-cowled Blackbird,English,679
Tordo de cabeza amarilla,Spanish,679
Mirlo americano pechiamarillo,Spanish,679
Tordo amarillo,Spanish,679
Dragón,Spanish,679
Carouge safran,French,679
Ictéride à tête jaune,French,679
White-breasted Guineafowl,English,681
Pintada pechiblanca,Spanish,681
Pintado de pecho blanco,Spanish,681
Pintade à poitrine blanche,French,681
Pintada de pechuga blanca,Spanish,681
Cantil,English,682
Ancistrodon à deux lignes,French,682
Mocassin à deux lignes,French,682
Mexican Moccasin,English,682
Castellana,Spanish,682
Mocassin des tropiques,French,682
Mexican Copperhead ,English,682
Purple-backed Sunbeam,English,687
Colibri d'Alice,French,687
Colibrí de Alicia,Spanish,687
White-tufted Sunbeam,English,688
Colibri de Castelneau,French,688
Colibrí condecorado,Spanish,688
Shining Sunbeam,English,689
Rayito brillante,Spanish,689
Colibri étincelant,French,689
Colibrí cobrizo,Spanish,689
Black-hooded Sunbeam,English,690
Colibri paméla,French,690
Colibrí negrito,Spanish,690
Violet-tailed Sylph,English,691
Silfo colivioleta,Spanish,691
Sylphe à queue violette,French,691
Silfo celeste,Spanish,691
Colibri céleste,French,691
Long-tailed Sylph,English,692
Silfo colilargo,Spanish,692
Colibrí coludo azul,Spanish,692
Sylphe à queue d'azur,French,692
Silfo de King,Spanish,692
Spotted Paca,English,699
Paca,Spanish,699
Agouti,French,699
Paca,French,699
Paca,English,699
Ocellated Turkey,English,702
Guajolote ocelado,Spanish,702
Dindon ocellé,French,702
Pavo ocelado,Spanish,702
Giant Panda,English,712
Panda gigante,Spanish,712
Panda,French,712
Panda géant,French,712
Red Cat-bear,English,714
Lesser Panda,English,714
Red Panda,English,714
Panda chico,Spanish,714
Panda rojo,Spanish,714
Petit panda,French,714
Panda éclatant,French,714
Pequeño panda,Spanish,714
Ambon King-Parrot,English,845
Moluccan King-Parrot,English,845
Perruche tricolore,French,845
Papagayo moluqueño,Spanish,845
Green-winged King-Parrot,English,846
Papuan King-Parrot,English,846
Perruche à ailes vertes,French,846
Papagayo papú,Spanish,846
Australian King-Parrot,English,847
Perruche royale,French,847
Papagayo australiano,Spanish,847
Allen's Swamp Monkey,English,865
Cercopithèque d'Allen,French,865
American Alligator,English,866
Aligator del Mississippi,Spanish,866
Alligator du Mississippi,French,866
Alligator américain,French,866
China Alligator,English,867
Chinese Alligator,English,867
Aligator de China,Spanish,867
Alligator de Chine,French,867
Hairy-eared Dwarf Lemur,English,868
Lémur orejipeludo,Spanish,868
Allocèbe,French,868
Chirogale aux oreilles poilues,French,868
Egyptian Goose,English,901
Ganso del Nilo,Spanish,901
Oca del Nilo,Spanish,901
Oie d'Égypte,French,901
Ouette d'Égypte,French,901
Ganso del Nilo,Spanish,901
Ouette d'Égypte,French,901
Alouate à mains rouges,French,909
Red-handed Howler,English,909
Black-and-red Howling Monkey,English,909
Red-handed Howling Monkey,English,909
Hurleur à mains rousses,French,909
Black Howling Monkey,English,910
Hurleur noir,French,910
Black Howler,English,910
Alouate noir,French,910
Singe hurleur de l'île Coïba ,French,911
Coiba Island Howling Monkey,English,911
Brown Howling Monkey,English,912
Hurleur brun,French,912
Brown Howler,English,912
Alouate brun,French,912
Alouate de Panama,French,913
Hurleur du Guatemala,French,913
Mantled Howler,English,913
Mantled Howling Monkey,English,913
Aullado,Spanish,913
Mono saraguato,Spanish,913
Zaraguate,Spanish,913
Guariba peludo,Spanish,913
Mono negro,Spanish,913
Mono congo,Spanish,913
Mono aullador de Guatemala,Spanish,913
Guatemalan Howling Monkey,English,914
Araguato de Guatemala,Spanish,914
Hurleur du Guatemala,French,914
Guatemalan Howler,English,914
Bolivian Red Howling Monkey,English,915
Red Howling Monkey,English,916
Hurleur roux,French,916
Red Howler,English,916
Alouate rouge,French,916
Ribbon Finch,English,981
Cut-throat,English,981
Amadina gorgirroja,Spanish,981
Amadine cou-coupé,French,981
Cou-coupé,French,981
Green Avadavat,English,982
Bengali vert,French,982
Estrilda verde,Spanish,982
Orange-breasted Waxbill,English,983
Zebra Waxbill,English,983
Golden-breasted Waxbill,English,983
Astrilda pechigualda,Spanish,983
Bengali zébré,French,983
Ventre orange,French,983
Blue-chested Hummingbird,English,1011
Ariane aimable,French,1011
Amazilia pechiazul,Spanish,1011
Amazilia amable,Spanish,1011
Amazilia Hummingbird,English,1012
Amazilia ventrirrufa,Spanish,1012
Ariane de Lesson,French,1012
Amazilia costeña,Spanish,1012
Berylline Hummingbird,English,1013
Colibrí de Berilo,Spanish,1013
Ariane béryl,French,1013
Amazilia berilina,Spanish,1013
Mangrove Hummingbird,English,1014
Ariane de Boucard,French,1014
Amazilia de manglar,Spanish,1014
White-bellied Emerald,English,1015
Esmeralda viente-blanco,Spanish,1015
Ariane candide,French,1015
Amazilia cándida,Spanish,1015
Chestnut-bellied Hummingbird,English,1016
Ariane à ventre roux,French,1016
Amazilia ventricastaña,Spanish,1016
White-bellied Hummingbird,English,1017
Ariane à ventre blanc,French,1017
Picaflor ventriblanco,Spanish,1017
Colibrí ventriníveo,Spanish,1017
White-chested Emerald,English,1018
Diamante colidorado,Spanish,1018
Ariane à poitrine blanche,French,1018
Amazilia pechiblanca,Spanish,1018
Indigo-capped Hummingbird,English,1019
Ariane à front bleu,French,1019
Amazilia capiazul,Spanish,1019
Azure-crowned Hummingbird,English,1020
Colibrí coroniazul,Spanish,1020
Ariane à couronne azur,French,1020
Amazilia coroniazul,Spanish,1020
Pied-billed Azurecrown,English,1020
Blue-tailed Hummingbird,English,1021
Colibrí coliazul,Spanish,1021
Ariane à queue bleue,French,1021
Amazilia coliazul,Spanish,1021
Snowy-breasted Hummingbird,English,1024
Ariane d'Edward,French,1024
Amazilia de Edward,Spanish,1024
Glittering-throated Emerald,English,1025
Amazilia gorjibrillante,Spanish,1025
Diamante gargantiverde,Spanish,1025
Ariane de Linné,French,1025
Amazilia listada,Spanish,1025
Andean Emerald,English,1026
Amazilia andina,Spanish,1026
Ariane de Francia,French,1026
Sapphire-spangled Emerald,English,1027
Diamante pechizafiro,Spanish,1027
Ariane saphirine,French,1027
Amazilia zafirina,Spanish,1027
Plain-bellied Emerald,English,1028
Diamante ventriblanco,Spanish,1028
Ariane vert-doré,French,1028
Amazilia ventriblanca,Spanish,1028
Honduran Emerald,English,1029
Esmeralda hondurena,Spanish,1029
Ariane de Lucy,French,1029
Amazilia hondureña,Spanish,1029
Purple-chested Hummingbird,English,1030
Amazilia pechimorada,Spanish,1030
Ariane de Rosenberg,French,1030
Amazilia de Rosenberg,Spanish,1030
Cinnamon Hummingbird,English,1031
Colibrí canelo,Spanish,1031
Ariane cannelle,French,1031
Amazilia canela,Spanish,1031
Blue-vented Hummingbird,English,1032
Steely-vented Hummingbird,English,1032
Amazilia verdiazul,Spanish,1032
Ariane de Sophie,French,1032
Copper-rumped Hummingbird,English,1033
Amazilia bronceada coliazul,Spanish,1033
Ariane de Félicie,French,1033
Amazilia de Tobago,Spanish,1033
Rufous-tailed Hummingbird,English,1034
Colibrí colirrufo,Spanish,1034
Amazilia colirrufa,Spanish,1034
Ariane à ventre gris,French,1034
Amazilia tzacatl,Spanish,1034
Versicolored Emerald,English,1035
Diamante multicolor,Spanish,1035
Picaflor pequeño verde,Spanish,1035
Ariane versicolore,French,1035
Amazilia versicolor,Spanish,1035
Violet-crowned Hummingbird,English,1036
Colibrí corona-violeta,Spanish,1036
Ariane à couronne violette,French,1036
Amazilia coronivioleta,Spanish,1036
Green-and-white Hummingbird,English,1037
Ariane du Pérou,French,1037
Colibrí blanquiverde,Spanish,1037
Green-fronted Hummingbird,English,1038
Colibrí corona-verde,Spanish,1038
Ariane à front vert,French,1038
Amazilia frentiverde,Spanish,1038
Green-bellied Hummingbird,English,1039
Amazilia colimorada,Spanish,1039
Ariane à ventre vert,French,1039
Fawn-breasted Hummingbird,English,1040
Buff-bellied Hummingbird,English,1040
Colibrí vientre-canelo,Spanish,1040
Ariane du Yucatan,French,1040
Amazilia yucateca,Spanish,1040
Blue-fronted Amazon,English,1041
Blue-fronted Parrot,English,1041
Turquoise-fronted Parrot,English,1041
Loro hablador,Spanish,1041
Amazone à front bleu,French,1041
Amazona frentiazul,Spanish,1041
Black-billed Amazon,English,1042
Black-billed Parrot,English,1042
Amazónico activo,Spanish,1042
Amazónico jamaica,Spanish,1042
Amazónico todo verde,Spanish,1042
Amazone agile,French,1042
Amazone verte,French,1042
Amazona jamaicana piquioscura,Spanish,1042
White-fronted Amazon,English,1043
White-fronted Parrot,English,1043
Perico manglero,Spanish,1043
Loro frente blanca,Spanish,1043
Amazone à front blanc,French,1043
Amazona frentialba,Spanish,1043
Orange-winged Amazon,English,1044
Orange-winged Parrot,English,1044
Loro guaro,Spanish,1044
Amazone aourou,French,1044
Amazone à ailes oranges,French,1044
Amazone à ailes vertes,French,1044
Amazona alinaranja,Spanish,1044
Jacquot,English,1045
Red-necked Parrot,English,1045
Red-necked Amazon,English,1045
Amazona cabeza azul,Spanish,1045
Amazona cabenazul,Spanish,1045
Amazone de Bouquet,French,1045
Amazone à cou rouge,French,1045
Amazona gorgirroja,Spanish,1045
Yellow-naped Amazon,English,1046
Yellow-naped Parrot,English,1046
Loro nuquiamarillo,Spanish,1046
Amazone à nuque d'or,French,1046
Red-lored Amazon,English,1047
Red-lored Parrot,English,1047
Loro frentirrojo,Spanish,1047
Loro frente roja,Spanish,1047
Cotorra cucha,Spanish,1047
Amazone diadème,French,1047
Amazone à joues jaunes,French,1047
Amazona frentirroja,Spanish,1047
Yellow-shouldered Amazon,English,1048
Yellow-shouldered Parrot,English,1048
Cotorra cabeciamarilla,Spanish,1048
Amazona de espalda amarilla,Spanish,1048
Amazone de la Barbade,French,1048
Amazone à épaulettes jaunes,French,1048
Amazona hombrogualda,Spanish,1048
Loro de Barbados,Spanish,1048
Red-tailed Amazon,English,1049
Red-tailed Parrot,English,1049
Loro cariazul,Spanish,1049
Papagayo de cara roja,Spanish,1049
Amazone du Brésil,French,1049
Amazone à joues bleues,French,1049
Amazone à queue rouge,French,1049
Amazona colirroja,Spanish,1049
Loro brasileño,Spanish,1049
Yellow-billed Amazon,English,1050
Yellow-billed Parrot,English,1050
Loro de Jamaica,Spanish,1050
Amazone de la Jamaïque,French,1050
Amazone sasabé,French,1050
Amazona jamaicana piquiclara,Spanish,1050
Blue-cheeked Amazon,English,1051
Blue-cheeked Parrot,English,1051
Loro cariazul,Spanish,1051
Amazone de Dufresne,French,1051
Amazone à joues bleues,French,1051
Amazona cariazul,Spanish,1051
Mealy Amazon,English,1052
Mealy Parrot,English,1052
Loro verde,Spanish,1052
Loro cabeza azul,Spanish,1052
Loro burrón,Spanish,1052
Amazone farineuse,French,1052
Amazone poudrée,French,1052
Amazona harinosa,Spanish,1052
Festive Amazon,English,1053
Festive Parrot,English,1053
Loro lomirrojo,Spanish,1053
Amazone festive,French,1053
Amazone tavoua,French,1053
Amazona festiva,Spanish,1053
Lilac-crowned Amazon,English,1054
