Scientific name,Rank,RecID,ParentRank,ParentID,Status,Species Author,Notes,Designation,AcceptedRank,AcceptedID
var. cretinii,VARIETY,,SPECIES,104334,S,(Raym.-Hamet) Fröd.,,CITES_EU,SPECIES,99670
var. cretinii,VARIETY,,SPECIES,104196,S,(Raym.-Hamet) H.Hara,,CITES_EU,SPECIES,99670
var. cretinii,VARIETY,,SPECIES,104515,S,(Raym.-Hamet) H.Jacobsen,,CITES_EU,SPECIES,99670
sinoalpina,SUBSPECIES,,SPECIES,99670,S,(Fröd.) H.Ohba,,CITES_EU,SPECIES,99670
var. sinoalpinum,VARIETY,,SPECIES,104266,S,Fröd.,,CITES_EU,SPECIES,99670
sinoalpina,SPECIES,,GENUS,99655,S,(Fröd.) S.H.Fu,,CITES_EU,SPECIES,99670
var. discolor,VARIETY,,SPECIES,104406,S,(Franch.) Fröd.,,CITES_EU,SPECIES,99672
var. rendlei,VARIETY,,SPECIES,104559,S,(Raym.-Hamet) Fröd.,,CITES_EU,SPECIES,99673
var. fastigiatum,VARIETY,,SPECIES,104380,S,(Hook.f. & Thomson) Fröd.,,CITES_EU,SPECIES,99674
var. gelida,VARIETY,,SPECIES,99674,S,(Schrenk) H. Jacobsen,,CITES_EU,SPECIES,99675
var. heterodontum,VARIETY,,SPECIES,104266,S,(Hook.f. & Thomson) B.Fedtsch. ex Fröd.,,CITES_EU,SPECIES,99677
viridula,SPECIES,,GENUS,99655,S,Boriss.,,CITES_EU,SPECIES,99677
var. himalense,VARIETY,,SPECIES,104380,S,(D.Don) Fröd,,CITES_EU,SPECIES,99679
bouvieri,SUBSPECIES,,SPECIES,99679,S,(Raym.-Hamet) H.Ohba,,CITES_EU,SPECIES,99679
bouvieri,SPECIES,,GENUS,103597,S,Raym.-Hamet,,CITES_EU,SPECIES,99679
var. bouvieri,VARIETY,,SPECIES,104380,S,(Raym.-Hamet) Fröd.,,CITES_EU,SPECIES,99679
var. rosea,VARIETY,,SPECIES,105450,S,Decary,,CITES_EU,SPECIES,17563
var. bouvieri,VARIETY,,SPECIES,99679,S,(Raym.-Hamet) H.Jacobsen,,CITES_EU,SPECIES,99679
bouvieri,SPECIES,,GENUS,99655,S,(Raym.-Hamet) H.Ohba,,CITES_EU,SPECIES,99679
taohoensis,SUBSPECIES,,SPECIES,99679,S,(S.H.Fu) H.Ohba,,CITES_EU,SPECIES,99679
taohoense,SUBSPECIES,,SPECIES,104031,S,(S.H.Fu) Kozhevn.,,CITES_EU,SPECIES,99679
hookeri,SPECIES,,GENUS,103597,S,N.P.Balakr.,,CITES_EU,SPECIES,99681
var. jialiensis,VARIETY,,SPECIES,99682,S,Hao Wang,,CITES_EU,SPECIES,99682
var. integrifolia,VARIETY,,SPECIES,99716,S,(Raf.) Jeps.,,CITES_EU,SPECIES,99685
var. integrifolium,VARIETY,,SPECIES,104266,S,(Raf.) A.Berger,,CITES_EU,SPECIES,99685
integrifolium,SUBSPECIES,,SPECIES,104266,S,(Raf.) Hultén,,CITES_EU,SPECIES,99685
integrifolia,SUBSPECIES,,SPECIES,99716,S,(Raf.) Kozhevn.,,CITES_EU,SPECIES,99685
var. ovatum,VARIETY,,SPECIES,104574,S,Regel & Tiling,,CITES_EU,SPECIES,99685
var. atropurpureum,VARIETY,,SPECIES,104574,S,(Turcz.) Maxim.,,CITES_EU,SPECIES,99685
var. atropurpureum,VARIETY,,SPECIES,104266,S,(Turcz.) Fröd,,CITES_EU,SPECIES,99685
atropurpurea,SUBSPECIES,,SPECIES,99716,S,(Turcz.) H.Jacobsen,,CITES_EU,SPECIES,99685
var. caespitosum,VARIETY,,SPECIES,104561,S,Ledeb.,,CITES_EU,SPECIES,99685
var. humile,VARIETY,,SPECIES,104574,S,Regel & Tiling,,CITES_EU,SPECIES,99685
var. involucratum,VARIETY,,SPECIES,104574,S,Regel & Tiling,,CITES_EU,SPECIES,99685
var. lanceolatum,VARIETY,,SPECIES,104574,S,Regel & Tiling,,CITES_EU,SPECIES,99685
var. tenuifolium,VARIETY,,SPECIES,104574,S,Regel & Tiling,,CITES_EU,SPECIES,99685
var. frigidum,VARIETY,,SPECIES,104266,S,(Rydb.) Hultén,,CITES_EU,SPECIES,99685
frigidum,SUBSPECIES,,SPECIES,104266,S,(Rydb.) Hultén,,CITES_EU,SPECIES,99685
var. alaskanum,VARIETY,,SPECIES,104266,S,(Rose) A.Berger,,CITES_EU,SPECIES,99685
var. alaskana,VARIETY,,SPECIES,99716,S,(Rose) H.Jacobsen,,CITES_EU,SPECIES,99685
var. aleuticum,VARIETY,,SPECIES,104266,S,Fröd. ex Hultén,,CITES_EU,SPECIES,99685
procerum,SUBSPECIES,,SPECIES,104195,S,R.T.Clausen,,CITES_EU,SPECIES,99685
procera,SUBSPECIES,,SPECIES,103608,S,(R.T.Clausen) Á.Löve & D.Löve,,CITES_EU,SPECIES,99685
procera,SUBSPECIES,,SPECIES,99685,S,(R.T.Clausen) H.Ohba,,CITES_EU,SPECIES,99685
leedyi,SUBSPECIES,,SPECIES,99685,S,(Rosend. & J.W.Moore) H.Ohba,,CITES_EU,SPECIES,99685
var. leedyi,VARIETY,,SPECIES,104266,S,Rosend. & J.W.Moore,,CITES_EU,SPECIES,99685
leedyi,SUBSPECIES,,SPECIES,104195,S,(Rosend. & J.W.Moore) R.T.Clausen,,CITES_EU,SPECIES,99685
leedyi,SUBSPECIES,,SPECIES,103608,S,(Rosend. & J.W.Moore) Á.Löve & D.Löve,,CITES_EU,SPECIES,99685
var. leedyi,VARIETY,,SPECIES,99685,S,(Rosend. & J.W.Moore) Tiehm,,CITES_EU,SPECIES,99685
neomexicana,SUBSPECIES,,SPECIES,99685,S,(Britton) Kartesz,,CITES_EU,SPECIES,99685
var. polygamum,VARIETY,,SPECIES,104266,S,(Rydb.) Fröd.,,CITES_EU,SPECIES,99685
polygama,SUBSPECIES,,SPECIES,99716,S,(Rydb.) H.Jacobsen,,CITES_EU,SPECIES,99685
neomexicana,SPECIES,,GENUS,99655,S,Britton,,CITES_EU,SPECIES,99685
var. neomexicanum,VARIETY,,SPECIES,104266,S,(Britton) A.Berger,,CITES_EU,SPECIES,99685
neomexicana,SUBSPECIES,,SPECIES,99716,S,(Britton) H.Jacobsen,,CITES_EU,SPECIES,99685
neomexicanum,SUBSPECIES,,SPECIES,104195,S,(Britton) R.T.Clausen,,CITES_EU,SPECIES,99685
neomexicana,SUBSPECIES,,SPECIES,103608,S,(Britton) Á.Löve & D.Löve,,CITES_EU,SPECIES,99685
var. neomexicana,VARIETY,,SPECIES,99685,S,(Britton) Tiehm,,CITES_EU,SPECIES,99685
var. ishidae,VARIETY,,SPECIES,99679,S,(Miyabe & Kudô) H.Jacobsen,,CITES_EU,SPECIES,99686
var. hondoensis,VARIETY,,SPECIES,104968,S,Nakai,,CITES_EU,SPECIES,99686
var. longifolia,VARIETY,,SPECIES,104968,S,Nakai,,CITES_EU,SPECIES,99686
var. rubrum,VARIETY,,SPECIES,103989,S,Praeger,,CITES_EU,SPECIES,99690
var. rubra,VARIETY,,SPECIES,99690,S,(Praeger) H.Jacobsen,,CITES_EU,SPECIES,99690
var. latifolia,VARIETY,,SPECIES,99690,S,S.H.Fu,,CITES_EU,SPECIES,99690
var. lobulata,VARIETY,,SPECIES,99684,S,N.B.Singh & U.C.Bhattach,,CITES_EU,SPECIES,99700
var. pachyclados,VARIETY,,SPECIES,99712,S,(Aitch. ex Hemsl.) H.Jacobsen,,CITES_EU,SPECIES,99709
petiolatum,SPECIES,,GENUS,103597,S,Fröd.,,CITES_EU,SPECIES,99711
petiolata,SPECIES,,GENUS,99655,S,(Fröd.) S.H.Fu,,CITES_EU,SPECIES,99711
kongboensis,SUBSPECIES,,SPECIES,99712,S,H.Ohba,,CITES_EU,SPECIES,99712
var. pleurogynanthum,VARIETY,,SPECIES,104381,S,(Hand.-Mazz.) Fröd.,,CITES_EU,SPECIES,99712
var. purpureoviride,VARIETY,,SPECIES,104406,S,(Praeger) Fröd.,,CITES_EU,SPECIES,100454
phariensis,SUBSPECIES,,SPECIES,100454,S,(H.Ohba) H.Ohba,,CITES_EU,SPECIES,100454
purpureoviridis,SUBSPECIES,,SPECIES,100454,S,,,CITES_EU,SPECIES,100454
phariense,SPECIES,,GENUS,103597,S,H.Ohba,,CITES_EU,SPECIES,100454
phariensis,SPECIES,,GENUS,99655,S,(H.Ohba) S.H.Fu,,CITES_EU,SPECIES,100454
var. major,VARIETY,,SPECIES,99713,S,Fisch. & C.A.Mey.,,CITES_EU,SPECIES,99713
var. minor,VARIETY,,SPECIES,99713,S,Fisch. & C.A.Mey.,,CITES_EU,SPECIES,99713
var. viride,VARIETY,,SPECIES,104574,S,Regel & Tiling,,CITES_EU,SPECIES,99716
var. elongatum,VARIETY,,SPECIES,104574,S,(Ledeb.) Maxim.,,CITES_EU,SPECIES,99716
var. elongatum,VARIETY,,SPECIES,104266,S,(Ledeb.) Praeger,,CITES_EU,SPECIES,99716
elongata,SUBSPECIES,,SPECIES,99716,S,(Ledeb.) H.Jacobsen,,CITES_EU,SPECIES,99716
var. majus,VARIETY,,SPECIES,104335,S,Turcz.,,CITES_EU,SPECIES,99716
var. minus,VARIETY,,SPECIES,104335,S,Turcz.,,CITES_EU,SPECIES,99716
var. crispum,VARIETY,,SPECIES,104574,S,Regel & Tiling,,CITES_EU,SPECIES,99716
var. dentatum,VARIETY,,SPECIES,104574,S,Regel & Tiling,,CITES_EU,SPECIES,99716
var. latifolium,VARIETY,,SPECIES,104574,S,Regel & Tiling,,CITES_EU,SPECIES,99716
var. oblongum,VARIETY,,SPECIES,104574,S,Regel & Tiling,,CITES_EU,SPECIES,99716
var. pumilum,VARIETY,,SPECIES,104574,S,Regel & Tiling,,CITES_EU,SPECIES,99716
var. vulgare,VARIETY,,SPECIES,104574,S,Regel & Tiling,,CITES_EU,SPECIES,99716
var. vulgare,VARIETY,,SPECIES,104266,S,(Regel & Tiling) Maxim. ex Praeger,,CITES_EU,SPECIES,99716
var. vulgaris,VARIETY,,SPECIES,99716,S,(Regel & Tiling) H.Hara,,CITES_EU,SPECIES,99716
var. linifolia,VARIETY,,SPECIES,104574,S,Regel & Schmalh.,,CITES_EU,SPECIES,99716
var. tachiroei,VARIETY,,SPECIES,104574,S,Franch. & Sav.,,CITES_EU,SPECIES,99716
var. tachiroei,VARIETY,,SPECIES,104266,S,(Franch. & Sav.) Praeger,,CITES_EU,SPECIES,99716
tachiroei,SUBSPECIES,,SPECIES,99716,S,(Franch. & Sav.) H.Jacobsen,,CITES_EU,SPECIES,99716
var. telephioides,VARIETY,,SPECIES,104272,S,Maxim.,,CITES_EU,SPECIES,99716
var. scopolii,VARIETY,,SPECIES,104574,S,(A.Kern. ex Simonk.) Rouy & E.G.Camus,,CITES_EU,SPECIES,99716
var. scopolii,VARIETY,,SPECIES,99716,S,(A.Kern. ex Simonk.) Soó,,CITES_EU,SPECIES,99716
var. roanense,VARIETY,,SPECIES,104266,S,(Britton) A.Berger,,CITES_EU,SPECIES,99716
roanensis,SUBSPECIES,,SPECIES,99716,S,(Britton) H.Jacobsen,,CITES_EU,SPECIES,99716
var. microphyllum,VARIETY,,SPECIES,104266,S,Fröd.,,CITES_EU,SPECIES,99716
var. microphylla,VARIETY,,SPECIES,99716,S,(Fröd.) S.H.Fu,,CITES_EU,SPECIES,99716
arctica,SUBSPECIES,,SPECIES,99716,S,(Boriss.) Á.Löve,,CITES_EU,SPECIES,99716
arcticum,SUBSPECIES,,SPECIES,104266,S,(Boriss.) Kozhevn.,,CITES_EU,SPECIES,99716
krivochizhinii,SUBSPECIES,,SPECIES,99716,S,(Sipliv.) S.B.Gontch.,,CITES_EU,SPECIES,99716
var. alpina,VARIETY,,SPECIES,99716,S,Revuschkin,,CITES_EU,SPECIES,99716
var. subalpina,VARIETY,,SPECIES,99716,S,Revuschkin,,CITES_EU,SPECIES,99716
var. kansuensis,VARIETY,,SPECIES,104508,S,Fröd.,,CITES_EU,SPECIES,99718
var. sinuatum,VARIETY,,SPECIES,104230,S,(Royle ex Edgew.) Raym.-Hamet,,CITES_EU,SPECIES,99721
var. stephani,VARIETY,,SPECIES,104574,S,(Cham.) Regel & Tiling,,CITES_EU,SPECIES,104968
var. stephani,VARIETY,,SPECIES,104334,S,(Cham.) Fröd.,,CITES_EU,SPECIES,104968
var. stephani,VARIETY,,SPECIES,104515,S,(Cham.) H.Jacobsen,,CITES_EU,SPECIES,104968
subpinnata,SUBSPECIES,,SPECIES,104349,S,Krasnob.,,CITES_EU,SPECIES,104968
subpinnata,SPECIES,,GENUS,99655,S,(Krasnob.) Krasnob.,,CITES_EU,SPECIES,104968
var. maxima,VARIETY,,SPECIES,104410,S,Revuschkin,,CITES_EU,SPECIES,104968
var. tanguticum,VARIETY,,SPECIES,103592,S,Maxim.,,CITES_EU,SPECIES,99727
var. tangutica,VARIETY,,SPECIES,99659,S,(Maxim.) S.H.Fu,,CITES_EU,SPECIES,99727
var. stracheyi,VARIETY,,SPECIES,104026,S,(Hook.f. & Thomson) C.B.Clarke,,CITES_EU,SPECIES,99729
var. tibeticum,VARIETY,,SPECIES,104380,S,(Hook.f. & Thomson) Fröd.,,CITES_EU,SPECIES,99729
var. cholaense,VARIETY,,SPECIES,104334,S,Praeger,,CITES_EU,SPECIES,99730
var. cholaensis,VARIETY,,SPECIES,99730,S,(Praeger) S.H.Fu,,CITES_EU,SPECIES,99730
var. cholaensis,VARIETY,,SPECIES,104515,S,(Praeger) H.Jacobsen,,CITES_EU,SPECIES,99730
var. henryi,VARIETY,,SPECIES,104192,S,(Diels) Raym.-Hamet,,CITES_EU,SPECIES,99732
var. henryi,VARIETY,,SPECIES,99732,S,(Diels) H.Jacobsen,,CITES_EU,SPECIES,99732
var. valerianoides,VARIETY,,SPECIES,104192,S,(Diels) Raym.-Hamet,,CITES_EU,SPECIES,99732
var. valerianoides,VARIETY,,SPECIES,99732,S,(Diels) H.Jacobsen,,CITES_EU,SPECIES,99732
var. rotundifolium,VARIETY,,SPECIES,104192,S,Fröd.,,CITES_EU,SPECIES,99732
var. oxyphyllum,VARIETY,,SPECIES,104192,S,Fröd.,,CITES_EU,SPECIES,99732
var. mandrarensis,VARIETY,,SPECIES,16172,S,H. Perrier,,CITES_EU,SPECIES,24449
var. orientalis,VARIETY,,SPECIES,15758,S,H. Perrier,,CITES_EU,SPECIES,15758
puniceum,SUBSPECIES,,SPECIES,105422,S,Glasau,,CITES_EU,SPECIES,20515
lanceolata,SPECIES,,GENUS,39518,S,(Poir.) Hiern,,CITES_EU,SPECIES,21909
humbertii,SPECIES,,GENUS,39518,S,H. Perrier,,CITES_EU,SPECIES,21909
meeusiana,SPECIES,,GENUS,39518,S,H. Perrier,,CITES_EU,SPECIES,23469
myriophylla,SPECIES,,GENUS,39518,S,H. Perrier,,CITES_EU,SPECIES,18131
magnifolia,SPECIES,,GENUS,39518,S,H. Perrier,,CITES_EU,SPECIES,17449
gneissicola,SPECIES,,GENUS,39518,S,H. Perrier,,CITES_EU,SPECIES,15590
olacinoides,SPECIES,,GENUS,39518,S,H. Perrier,,CITES_EU,SPECIES,15590
myrtilloides,SPECIES,,GENUS,39518,S,H. Perrier,,CITES_EU,SPECIES,19574
var. mollifolia,VARIETY,,SPECIES,26810,S,H. Perrier,,CITES_EU,SPECIES,26810
var. tulearensis,VARIETY,,SPECIES,26810,S,H. Perrier,,CITES_EU,SPECIES,26810
var. subenervis,VARIETY,,SPECIES,24471,S,H. Perrier,,CITES_EU,SPECIES,15221
var. mabaoides,VARIETY,,SPECIES,54344,S,H. Perrier,,CITES_EU,SPECIES,54344
tropophylla,SPECIES,,GENUS,39518,S,H. Perrier,,CITES_EU,SPECIES,24447
var. velutipes,VARIETY,,SPECIES,24471,S,(H. Perrier) G.E Schatz & Lowry,,CITES_EU,SPECIES,20331
itampolensis,SUBSPECIES,,SPECIES,24638,S,Rebmann,,CITES_EU,SPECIES,24638
makayensis,SUBSPECIES,,SPECIES,24638,S,Rebmann,,CITES_EU,SPECIES,24638
var. fiherenensis,VARIETY,,SPECIES,24638,S,J.-B.Castillon,,CITES_EU,SPECIES,24638
var. isaloana,VARIETY,,SPECIES,24638,S,J.-B.Castillon,,CITES_EU,SPECIES,24638
var. itampoloana,VARIETY,,SPECIES,24638,S,J.-B.Castillon,,CITES_EU,SPECIES,24638
