Scientific name,Rank,RecID,ParentRank,ParentID,Status,Species Author,Notes,Designation,AcceptedRank,AcceptedID
eglantina,SPECIES,,GENUS,105071,S,"Jordan & Snyder, 1902",,CITES_EU,SPECIES,105072
kaikourae,SPECIES,,GENUS,105056,S,"Whitley, 1934",,CITES_EU,SPECIES,105072
mauli,SPECIES,,GENUS,105071,S,"Cadenat & Blanche, 1981",,CITES_EU,SPECIES,105072
elegans,SPECIES,,GENUS,105071,S,"Springer, 1959",,CITES_EU,SPECIES,105073
cremouxi,SPECIES,,GENUS,105071,S,"Cadenat, 1960",,CITES_EU,SPECIES,105073
timama,SPECIES,,GENUS,98280,S,"Lesson, 1830",,CITES_EU,SPECIES,104847
spectabilis,SPECIES,,GENUS,104872,S,Kunth,,CITES_EU,SPECIES,104873
rosea,SPECIES,,GENUS,30456,S,"Walckenaer, 1837",,CITES_EU,SPECIES,104859
porteri,SPECIES,,GENUS,104852,S,"(Mello-Leitão, 1936)",,CITES_EU,SPECIES,104859
cala,SPECIES,,GENUS,104852,S,"Chamberlin, 1917",,CITES_EU,SPECIES,104859
spatulata,SPECIES,,GENUS,104852,S,"(F.O. Pickard-Cambridge, 1897)",,CITES_EU,SPECIES,104859
argentinensis,SPECIES,,GENUS,104852,S,"Strand, 1907",,CITES_EU,SPECIES,104859
