Scientific name,Rank,RecID,ParentRank,ParentID,Status,Species Author,Notes,Designation,AcceptedRank,AcceptedID
brevirostris,SPECIES,,GENUS,66525,S,"Cisternas, 1877",,CMS,SPECIES,66526
callensis,SPECIES,,GENUS,66525,S,"Guichenot, 1850",,CMS,SPECIES,66526
canariensis,SPECIES,,GENUS,66525,S,"Valenciennes, 1843",,CMS,SPECIES,66526
capitone,SPECIES,,GENUS,66525,S,"Kaup, 1857",,CMS,SPECIES,66526
cloacina,SPECIES,,GENUS,66525,S,"Bonaparte, 1846",,CMS,SPECIES,66526
cuvieri,SPECIES,,GENUS,66525,S,"Kaup, 1856",,CMS,SPECIES,66526
eurystoma,SPECIES,,GENUS,66525,S,"Heckel & Kner, 1857",,CMS,SPECIES,66526
fluviatilis,SPECIES,,GENUS,66525,S,"Anslijn, 1828",,CMS,SPECIES,66526
hibernica,SPECIES,,GENUS,66525,S,"Couch, 1865",,CMS,SPECIES,66526
kieneri,SPECIES,,GENUS,66525,S,"Kaup, 1856",,CMS,SPECIES,66526
latirostris,SPECIES,,GENUS,66525,S,"Risso, 1827",,CMS,SPECIES,66526
malgumora,SPECIES,,GENUS,66525,S,"Kaup, 1857",,CMS,SPECIES,66526
marginata,SPECIES,,GENUS,66525,S,"Kaup, 1857",,CMS,SPECIES,66526
mediorostris,SPECIES,,GENUS,66525,S,"Risso, 1827",,CMS,SPECIES,66526
melanochir,SPECIES,,GENUS,66525,S,"Kaup, 1857",,CMS,SPECIES,66526
microptera,SPECIES,,GENUS,66525,S,"Kaup, 1857",,CMS,SPECIES,66526
migratoria,SPECIES,,GENUS,66525,S,"Krøyer, 1849",,CMS,SPECIES,66526
morena,SPECIES,,GENUS,66525,S,"Kaup, 1857",,CMS,SPECIES,66526
nilotica,SPECIES,,GENUS,66525,S,"Heckel, 1847",,CMS,SPECIES,66526
oblongirostris,SPECIES,,GENUS,66525,S,"Blanchard, 1866",,CMS,SPECIES,66526
orthoentera,SPECIES,,GENUS,66525,S,"Balsamo-Crivelli & Maggi, 1873",,CMS,SPECIES,66526
platyrhynchus,SPECIES,,GENUS,66525,S,"Costa, 1850",,CMS,SPECIES,66526
savignyi,SPECIES,,GENUS,66525,S,"Kaup, 1856",,CMS,SPECIES,66526
septembrina,SPECIES,,GENUS,66525,S,"Bonaparte, 1846",,CMS,SPECIES,66526
vulgaris,SPECIES,,GENUS,66525,S,"Rafinesque, 1810",,CMS,SPECIES,66526
cuspidatus,SPECIES,,GENUS,103332,S,"Latham, 1794",,CMS,SPECIES,103338
australis,SPECIES,,GENUS,2873,S,"Zimmermann, 1783",,CMS,SPECIES,11745
musculus,SPECIES,,GENUS,2827,S,"Linnaeus, 1758",,CMS,SPECIES,11664
physalus,SPECIES,,GENUS,2827,S,"Linnaeus, 1758",,CMS,SPECIES,11729
barbastellus,SPECIES,,GENUS,2898,S,"Schreber, 1774",,CMS,SPECIES,11573
leucomelas,SPECIES,,GENUS,2898,S,"Cretzschmar, 1830",,CMS,SPECIES,11763
ferrugineus,SPECIES,,GENUS,2935,S,"Pontoppidan, 1763",,CMS,SPECIES,12082
obscura,SPECIES,,GENUS,2849,S,"(Berezowski & Bianchi, 1891)",,CMS,SPECIES,96842
marginata,SPECIES,,GENUS,2827,S,"Gray, 1846",,CMS,SPECIES,11785
atrodorsus,SPECIES,,GENUS,66507,S,"Deng, Xiong & Zhan, 1981",,CMS,SPECIES,66508
floridanus,SPECIES,,GENUS,66507,S,"Bigelow, Schroeder & Springer, 1943",,CMS,SPECIES,66508
insularum,SPECIES,,GENUS,103345,S,"Snyder, 1904",,CMS,SPECIES,99288
longimanus,SPECIES,,GENUS,2748,S,"Poey, 1861",,CMS,SPECIES,99288
macrurus,SPECIES,,GENUS,103345,S,"Ramsay & Ogilby, 1887",,CMS,SPECIES,94496
obscurella,SPECIES,,GENUS,66507,S,"Deng, Xiong & Zhan, 1981",,CMS,SPECIES,94496
obscurus,SPECIES,,GENUS,2748,S,"Lesueur, 1818",,CMS,SPECIES,94496
arenarius,SPECIES,,GENUS,103345,S,"Ogilby, 1911",,CMS,SPECIES,103346
littoralis,SPECIES,,GENUS,2748,S,"Lesueur, 1818",,CMS,SPECIES,103346
ecarinata,SPECIES,,GENUS,2907,S,"Hemprich & Ehrenberg, 1899",,CMS,SPECIES,103346
verus,SPECIES,,GENUS,103345,S,"Cloquet, 1817",,CMS,SPECIES,12143
atwoodi,SPECIES,,GENUS,103345,S,"Storer, 1848",,CMS,SPECIES,12143
vorax,SPECIES,,GENUS,103345,S,"Owen, 1853",,CMS,SPECIES,12143
albimors,SPECIES,,GENUS,2741,S,"Whitley, 1939",,CMS,SPECIES,12143
carcharias,SPECIES,,GENUS,2748,S,"Linnaeus, 1758",,CMS,SPECIES,12143
rondeletii,SPECIES,,GENUS,2741,S,"Müller & Henle, 1839",,CMS,SPECIES,12143
capensis,SPECIES,,GENUS,2741,S,"Smith, 1839",,CMS,SPECIES,12143
smithi,SPECIES,,GENUS,2741,S,"Bonaparte, 1838",,CMS,SPECIES,12143
smithii,SPECIES,,GENUS,2741,S,"Agassiz, 1838",,CMS,SPECIES,12143
caninus,SPECIES,,GENUS,2748,S,"Osbeck, 1765",,CMS,SPECIES,12143
eutropia,SPECIES,,GENUS,2872,S,"Gray, 1846",,CMS,SPECIES,12056
heavisidii,SPECIES,,GENUS,2890,S,"Gray, 1828",,CMS,SPECIES,11417
homianus,SPECIES,,GENUS,2748,S,"Blainville, 1810",,CMS,SPECIES,12063
pelegrinus,SPECIES,,GENUS,2748,S,"Blainville, 1810",,CMS,SPECIES,12063
rostratus,SPECIES,,GENUS,2748,S,"Macrí, 1819",,CMS,SPECIES,12063
elephas,SPECIES,,GENUS,2748,S,"Lesueur, 1822",,CMS,SPECIES,12063
cetaceus,SPECIES,,GENUS,2748,S,"Gronow, 1854",,CMS,SPECIES,12063
rashleighanus,SPECIES,,GENUS,2748,S,"Couch, 1838",,CMS,SPECIES,12063
blainvillii,SPECIES,,GENUS,2869,S,"de Brito Capello, 1869",,CMS,SPECIES,12063
normani,SPECIES,,GENUS,2869,S,"Siccardi, 1961",,CMS,SPECIES,12063
maximus,SPECIES,,GENUS,2748,S,"Gunnerus, 1765",,CMS,SPECIES,12063
isodus,SPECIES,,GENUS,2748,S,"Macrí, 1819",,CMS,SPECIES,12063
nigra,SPECIES,,GENUS,2991,S,"Linnaeus, 1758",,CMS,SPECIES,11699
leucas,SPECIES,,GENUS,2872,S,"Pallas, 1776",,CMS,SPECIES,11805
nilssonii,SPECIES,,GENUS,2898,S,"Keyserling & Blasius, 1839",,CMS,SPECIES,11354
serotinus,SPECIES,,GENUS,2898,S,"Schreiber, 1774",,CMS,SPECIES,11706
onager,SPECIES,,GENUS,2814,S,"Boddaert, 1785",,CMS,SPECIES,12084
australis,SPECIES,,GENUS,2827,S,"Desmoulins, 1822",,CMS,SPECIES,11987
glacialis,SPECIES,,GENUS,2827,S,"Müller, 1776",,CMS,SPECIES,11381
japonica,SPECIES,,GENUS,2827,S,"Lacépède, 1818",,CMS,SPECIES,11483
rufifrons,SPECIES,,GENUS,2843,S,"Gray, 1846",,CMS,SPECIES,66497
rhinophanes,SPECIES,,GENUS,2748,S,"Péron, 1807",,CMS,SPECIES,99292
cyrano,SPECIES,,GENUS,66507,S,"Whitley, 1930",,CMS,SPECIES,99292
galeus,SPECIES,,GENUS,2748,S,"Linnaeus, 1758",,CMS,SPECIES,99292
vitaminicus,SPECIES,,GENUS,99291,S,"de Buen, 1950",,CMS,SPECIES,99292
zyopterus,SPECIES,,GENUS,99291,S,"Jordan & Gilbert, 1883",,CMS,SPECIES,99292
camelopardalis,SPECIES,,GENUS,2964,S,"Linnaeus, 1758",,CMS,SPECIES,94467
cemiculus,SPECIES,,GENUS,94488,S,Geoffroy St. Hilaire 1817,,CMS,SPECIES,103288
congolensis,SPECIES,,GENUS,94488,S,"Giltay, 1928",,CMS,SPECIES,103288
rasus,SPECIES,,GENUS,94488,S,"Garman, 1908",,CMS,SPECIES,103288
petiti,SPECIES,,GENUS,94488,S,"Chabanaud, 1929",,CMS,SPECIES,103288
petiti,SPECIES,,GENUS,103287,S,"(Chabanaud, 1929)",,CMS,SPECIES,103288
melas,SPECIES,,GENUS,2872,S,"Traill, 1809",,CMS,SPECIES,11626
griseus,SPECIES,,GENUS,2872,S,"G. Cuvier, 1812",,CMS,SPECIES,11679
antigone,SPECIES,,GENUS,2991,S,"Linnaeus, 1758",,CMS,SPECIES,103275
japonensis,SPECIES,,GENUS,2991,S,"Müller, 1776",,CMS,SPECIES,11633
chloris,SPECIES,,GENUS,94857,S,"Lichtenstein, 1842",,CMS,SPECIES,95096
bisulcus,SPECIES,,GENUS,2814,S,"Molina, 1782",,CMS,SPECIES,12006
carbonarius,SPECIES,,GENUS,2894,S,"Agassiz, 1850",,CMS,SPECIES,11751
cataphractus,SPECIES,,GENUS,2894,S,"Gray, 1835",,CMS,SPECIES,11751
cincinnati,SPECIES,,GENUS,2894,S,"Duméril, 1867",,CMS,SPECIES,11751
colchicus,SPECIES,,GENUS,2894,S,"Marty, 1940",,CMS,SPECIES,11764
copei,SPECIES,,GENUS,2894,S,"Duméril, 1870",,CMS,SPECIES,11751
dauricus,SPECIES,,GENUS,2894,S,"Georgi, 1775",,CMS,SPECIES,11962
ichthyocolla,SPECIES,,GENUS,2766,S,"Bonaparte, 1846",,CMS,SPECIES,11704
ampullata,SPECIES,,GENUS,2827,S,"Forster, 1770",,CMS,SPECIES,11738
savii,SPECIES,,GENUS,2898,S,"Bonaparte, 1837",,CMS,SPECIES,11521
geoffrensis,SPECIES,,GENUS,2872,S,"de Blainville in A. G. Desmarest, 1817",,CMS,SPECIES,11869
oxyrhina,SPECIES,,GENUS,2907,S,"Cuvier & Valenciennes, 1835",,CMS,SPECIES,11685
latro,SPECIES,,GENUS,2907,S,"Owen, 1853",,CMS,SPECIES,11685
tigris,SPECIES,,GENUS,103345,S,"Atwood, 1869",,CMS,SPECIES,11685
guentheri,SPECIES,,GENUS,2907,S,"Murray, 1884",,CMS,SPECIES,11685
huidobrii,SPECIES,,GENUS,2907,S,"Philippi, 1887",,CMS,SPECIES,11685
spallanzani,SPECIES,,GENUS,2967,S,"Rafinesque, 1810",,CMS,SPECIES,11685
bideni,SPECIES,,GENUS,2967,S,"Phillips, 1932",,CMS,SPECIES,11685
mako,SPECIES,,GENUS,2967,S,"Whitley, 1929",,CMS,SPECIES,11685
alatus,SPECIES,,GENUS,2967,S,"Garrick, 1967",,CMS,SPECIES,11843
pennanti,SPECIES,,GENUS,2748,S,"Walbaum, 1792",,CMS,SPECIES,11317
monensis,SPECIES,,GENUS,2748,S,"Shaw, 1804",,CMS,SPECIES,11317
cornubiensis,SPECIES,,GENUS,2748,S,"Pennant, 1812",,CMS,SPECIES,11317
selanonus,SPECIES,,GENUS,2748,S,"Leach, 1818",,CMS,SPECIES,11317
cornubicus,SPECIES,,GENUS,2748,S,"Gmelin, 1789",,CMS,SPECIES,11317
nasus,SPECIES,,GENUS,2748,S,"Bonnaterre, 1788",,CMS,SPECIES,11317
philippii,SPECIES,,GENUS,2907,S,"Pérez Canto, 1886",,CMS,SPECIES,11317
punctata,SPECIES,,GENUS,2907,S,"Storer, 1839",,CMS,SPECIES,11317
whitleyi,SPECIES,,GENUS,2907,S,"Phillipps, 1935",,CMS,SPECIES,11317
cambricus,SPECIES,,GENUS,2748,S,"Turton, 1800",,CMS,SPECIES,11317
ruficeps,SPECIES,,GENUS,2849,S,"(Hartert, 1907)",,CMS,SPECIES,96840
blossevillii,SPECIES,,GENUS,2898,S,"Lesson and Garnot, 1826",,CMS,SPECIES,94499
borealis,SPECIES,,GENUS,2898,S,"Müller, 1776",,CMS,SPECIES,94454
linereus,SPECIES,,GENUS,2898,S,"Palisot de Beauvois, 1796",,CMS,SPECIES,94453
burnesii,SPECIES,,GENUS,95211,S,"(Blyth, 1844)",,CMS,SPECIES,95105
olivacea,SPECIES,,GENUS,2822,S,"Eschscholtz, 1829",,CMS,SPECIES,11662
major,SPECIES,,GENUS,2851,S,"(Brooks, 1872)",,CMS,SPECIES,95106
africanus,SPECIES,,GENUS,99275,S,"Blumenbach, 1797",,CMS,SPECIES,11691
cyclotis,SPECIES,,GENUS,99275,S,"Matschie, 1900",,CMS,SPECIES,12079
lynx,SPECIES,,GENUS,103280,S,"Linnaeus, 1758",,CMS,SPECIES,103278
angustirostris,SPECIES,,GENUS,2976,S,"Ménétries, 1832",,CMS,SPECIES,12010
novaeangliae,SPECIES,,GENUS,2827,S,"Borowski, 1781",,CMS,SPECIES,12118
pygmaeus,SPECIES,,GENUS,2848,S,"(Pallas, 1773)",,CMS,SPECIES,11324
natalensis,SPECIES,,GENUS,2898,S,"A. Smith, 1834",,CMS,SPECIES,11656
schreibersii,SPECIES,,GENUS,2898,S,"Kuhl, 1817",,CMS,SPECIES,11376
edentulus,SPECIES,,GENUS,2748,S,"Brünnich, 1768",,CMS,SPECIES,103309
auriculata,SPECIES,,GENUS,103305,S,"Rafinesque, 1810",,CMS,SPECIES,103309
diabolus,SPECIES,,GENUS,103305,S,"(Shaw, 1804)",,CMS,SPECIES,103309
rancureli,SPECIES,,GENUS,103305,S,"Cadenat, 1959",,CMS,SPECIES,103309
coilloti,SPECIES,,GENUS,103305,S,"Cadenat & Rancurel, 1960",,CMS,SPECIES,103312
formosana,SPECIES,,GENUS,103305,S,"Teng, 1962",,CMS,SPECIES,103312
lucasana,SPECIES,,GENUS,103305,S,"Beebe & Tee-Van, 1938",,CMS,SPECIES,103311
monachus,SPECIES,,GENUS,2873,S,"Hermann, 1779",,CMS,SPECIES,11475
bechsteinii,SPECIES,,GENUS,2898,S,"Kuhl, 1817",,CMS,SPECIES,11307
blythii,SPECIES,,GENUS,2898,S,"Tomes, 1857",,CMS,SPECIES,11882
brandtii,SPECIES,,GENUS,2898,S,"Eversmann, 1845",,CMS,SPECIES,11471
capaccinii,SPECIES,,GENUS,2898,S,"Bonaparte, 1837",,CMS,SPECIES,11568
dasycneme,SPECIES,,GENUS,2898,S,"Boie, 1825",,CMS,SPECIES,11387
daubentonii,SPECIES,,GENUS,2898,S,"Kuhl, 1817",,CMS,SPECIES,12042
emarginatus,SPECIES,,GENUS,2898,S,"É. Geoffroy Saint-Hilaire, 1806",,CMS,SPECIES,11460
myotis,SPECIES,,GENUS,2898,S,"Borkhausen, 1797",,CMS,SPECIES,11339
mystacinus,SPECIES,,GENUS,2898,S,"Kuhl, 1817",,CMS,SPECIES,12145
nattereri,SPECIES,,GENUS,2898,S,"Kuhl, 1817",,CMS,SPECIES,11428
nipalensis,SPECIES,,GENUS,2898,S,"Dobson, 1871",,CMS,SPECIES,11931
dama,SPECIES,,GENUS,2843,S,"(Pallas, 1766)",,CMS,SPECIES,11426
depressa,SPECIES,,GENUS,2822,S,"Garman, 1880",,CMS,SPECIES,11719
jubatus,SPECIES,,GENUS,2802,S,"Spix, 1825",,CMS,SPECIES,94710
phocaenoides,SPECIES,,GENUS,2872,S,"G. Cuvier, 1829",,CMS,SPECIES,11366
lasiopterus,SPECIES,,GENUS,2898,S,"Schreber, 1780",,CMS,SPECIES,11824
leisleri,SPECIES,,GENUS,2898,S,"Kuhl, 1817",,CMS,SPECIES,11968
noctula,SPECIES,,GENUS,2898,S,"Schreber, 1774",,CMS,SPECIES,12061
orca,SPECIES,,GENUS,2872,S,"Linnaeus, 1758",,CMS,SPECIES,11692
flavescens,SPECIES,,GENUS,2873,S,"Shaw, 1800",,CMS,SPECIES,103324
byronia,SPECIES,,GENUS,2873,S,"de Blainville, 1820",,CMS,SPECIES,103324
leo,SPECIES,,GENUS,103280,S,"Linnaeus, 1758",,CMS,SPECIES,94457
pardus,SPECIES,,GENUS,103280,S,"Linnaeus, 1758",,CMS,SPECIES,94458
phocoena,SPECIES,,GENUS,2872,S,"Linnaeus, 1758",,CMS,SPECIES,12035
kuhlii,SPECIES,,GENUS,2898,S,"Kuhl, 1817",,CMS,SPECIES,12085
pipistrellus,SPECIES,,GENUS,2898,S,"von Schreber, 1774",,CMS,SPECIES,11678
pygmæus,SPECIES,,GENUS,2898,S,"Leach, 1825",,CMS,SPECIES,11650
gangeticus,SPECIES,,GENUS,2872,S,"Lebeck, 1801",,CMS,SPECIES,11604
auritus,SPECIES,,GENUS,2898,S,"Linnaeus, 1758",,CMS,SPECIES,12024
austriacus,SPECIES,,GENUS,2898,S,"Fischer, 1829",,CMS,SPECIES,11541
blainvillei,SPECIES,,GENUS,2872,S,"Gervais & d'Orbigny, 1844",,CMS,SPECIES,99565
glaucus,SPECIES,,GENUS,2748,S,"Linnaeus, 1758",,CMS,SPECIES,94498
glaucus,SPECIES,,GENUS,66507,S,"(Linnaeus, 1758)",,CMS,SPECIES,94498
mackiei,SPECIES,,GENUS,94497,S,"Phillips, 1935",,CMS,SPECIES,94498
hirundinaceus,SPECIES,,GENUS,103345,S,"Valenciennes, 1839",,CMS,SPECIES,94498
pugae,SPECIES,,GENUS,103345,S,"Pérez Canto, 1886",,CMS,SPECIES,94498
gracilis,SPECIES,,GENUS,103345,S,"Philippi, 1887",,CMS,SPECIES,94498
acutirostris,SPECIES,,GENUS,103332,S,"Duméril, 1865",,CMS,SPECIES,103334
annandalei,SPECIES,,GENUS,103332,S,"Chaudhuri, 1908",,CMS,SPECIES,103334
granulosa,SPECIES,,GENUS,103332,S,"Bloch & Schneider, 1801",,CMS,SPECIES,103334
megalodon,SPECIES,,GENUS,103332,S,"Duméril, 1865",,CMS,SPECIES,103334
mississippiensis,SPECIES,,GENUS,103332,S,"Rafinesque, 1820",,CMS,SPECIES,103334
pectinatus,SPECIES,,GENUS,103332,S,"Latham, 1794",,CMS,SPECIES,103334
serra,SPECIES,,GENUS,103332,S,"Bloch & Schneider, 1801",,CMS,SPECIES,103334
woermanni,SPECIES,,GENUS,103332,S,"Fischer, 1884",,CMS,SPECIES,103334
microdon,SPECIES,,GENUS,103332,S,"Latham, 1794",,CMS,SPECIES,103336
perotteti,SPECIES,,GENUS,103332,S,"Valenciennes, 1841",,CMS,SPECIES,103336
pristis,SPECIES,,GENUS,2748,S,"Linnaeus, 1758",,CMS,SPECIES,103336
zephyreus,SPECIES,,GENUS,103332,S,"Jordan & Starks, 1895",,CMS,SPECIES,103336
dubius,SPECIES,,GENUS,103332,S,"Bleeker, 1852",,CMS,SPECIES,103335
leptodon,SPECIES,,GENUS,103332,S,"Duméril, 1865",,CMS,SPECIES,103335
dinellianus,SPECIES,,GENUS,2726,S,"Sibley and Monroe, 1990",,CMS,SPECIES,94712
rossikowi,SPECIES,,GENUS,2800,S,"Nikolskii, 1900",,CMS,SPECIES,11595
hermani,SPECIES,,GENUS,2800,S,"(Severtzov, 1877)",,CMS,SPECIES,11595
caspica,SPECIES,,GENUS,2873,S,"Gmelin, 1788",,CMS,SPECIES,94462
ferrum-equinum,SPECIES,,GENUS,2898,S,"Schreber, 1774",,CMS,SPECIES,11778
hipposideros,SPECIES,,GENUS,2898,S,"Bechstein, 1800",,CMS,SPECIES,11754
australiae,SUBSPECIES,,SPECIES,99521,S,"Whitley, 1939",,CMS,SPECIES,94492
macrorhyncha,SPECIES,,GENUS,2821,S,"(Stoliczka, 1872)",,CMS,SPECIES,95113
fluviatilis,SPECIES,,GENUS,2872,S,"Gervais & Deville, 1853",,CMS,SPECIES,12037
guianensis,SPECIES,,GENUS,2872,S,"P. J. Van Beneden, 1864",,CMS,SPECIES,11319
chinensis,SPECIES,,GENUS,2872,S,"Osbeck, 1765",,CMS,SPECIES,12133
plumbeus,SPECIES,,GENUS,2872,S,"G. Cuvier, 1829",,CMS,SPECIES,103328
teuszii,SPECIES,,GENUS,2943,S,"Kükenthal, 1892",,CMS,SPECIES,11611
demersa,SPECIES,,GENUS,2738,S,"Linnaeus, 1758",,CMS,SPECIES,11961
couardi,SPECIES,,GENUS,66536,S,"Cadenat, 1951",,CMS,SPECIES,66537
diplana,SPECIES,,GENUS,66536,S,"Springer, 1941",,CMS,SPECIES,66537
ligo,SPECIES,,GENUS,66536,S,"Fraser-Brunner, 1950",,CMS,SPECIES,66538
zygaena,SPECIES,,GENUS,2748,S,"Linnaeus, 1758",,CMS,SPECIES,99289
africana,SUBSPECIES,,SPECIES,11783,S,"Myagkov & Kondyurin, 1986",,CMS,SPECIES,11783
ponticus,SUBSPECIES,,SPECIES,11783,S,"Myagkov & Kondyurin, 1986",,CMS,SPECIES,11783
barbouri,SPECIES,,GENUS,2748,S,"Howell Rivero, 1936",,CMS,SPECIES,11783
kirki,SPECIES,,GENUS,2748,S,"Phillips, 1931",,CMS,SPECIES,11783
fernandinus,SPECIES,,GENUS,2748,S,"Molina, 1782",,CMS,SPECIES,11783
tasmaniensis,SPECIES,,GENUS,2748,S,"Howell Rivero, 1936",,CMS,SPECIES,11783
whitleyi,SPECIES,,GENUS,2748,S,"Phillips, 1931",,CMS,SPECIES,11783
wakiyae,SPECIES,,GENUS,2748,S,"Tanaka, 1918",,CMS,SPECIES,11783
chilensis,SUBSPECIES,,SPECIES,11783,S,"Suckow, 1799",,CMS,SPECIES,11783
squatina,SPECIES,,GENUS,2748,S,"Linnaeus, 1758",,CMS,SPECIES,94485
europaea,SPECIES,,GENUS,94484,S,"Swainsom, 1839",,CMS,SPECIES,94485
vulgaris,SPECIES,,GENUS,94484,S,"Risso, 1810",,CMS,SPECIES,94485
laevis,SPECIES,,GENUS,94484,S,"Cuvier, 1816",,CMS,SPECIES,94485
attenuatus,SPECIES,,GENUS,2824,S,"Gray, 1846",,CMS,SPECIES,11476
clymene,SPECIES,,GENUS,2872,S,"Gray, 1846",,CMS,SPECIES,11318
coeruleoalbus,SPECIES,,GENUS,2872,S,"Meyen, 1833",,CMS,SPECIES,11407
longirostris,SPECIES,,GENUS,2872,S,"Gray, 1828",,CMS,SPECIES,11302
melanophrys,SPECIES,,GENUS,2784,S,"(Temminck, 1828)",,CMS,SPECIES,11424
aduncus,SPECIES,,GENUS,2872,S,"Ehrenberg, 1833",,CMS,SPECIES,11551
truncatus,SPECIES,,GENUS,2872,S,"Montagu, 1821",,CMS,SPECIES,11336
uncia,SPECIES,,GENUS,103280,S,"Schreber, 1775",,CMS,SPECIES,11907
baerii,SPECIES,,GENUS,2766,S,"(Brandt, 1869)",,CMS,SPECIES,11348
ducissae,SPECIES,,GENUS,2894,S,"Duméril, 1870",,CMS,SPECIES,11350
gueldenstaedtii,SPECIES,,GENUS,2766,S,"(Brandt & Razteburg, 1833)",,CMS,SPECIES,11764
fitzingerii,SPECIES,,GENUS,2894,S,"Duméril, 1870",,CMS,SPECIES,11350
glaber,SPECIES,,GENUS,2894,S,"Fitzinger, 1832",,CMS,SPECIES,11695
gmelini,SPECIES,,GENUS,2894,S,"Fitzinger, 1836",,CMS,SPECIES,11423
helops,SPECIES,,GENUS,2894,S,"Pallas, 1814",,CMS,SPECIES,11346
honneymani,SPECIES,,GENUS,2894,S,"Duméril, 1870",,CMS,SPECIES,11751
naccarii,SPECIES,,GENUS,2766,S,"(Bonaparte, 1836)",,CMS,SPECIES,12068
huso,SPECIES,,GENUS,2894,S,"Linnaeus, 1758",,CMS,SPECIES,11704
kamensis,SPECIES,,GENUS,2894,S,"Lovetsky, 1834",,CMS,SPECIES,11423
kankreni,SPECIES,,GENUS,2894,S,"Duméril, 1870",,CMS,SPECIES,11423
nudiventris,SPECIES,,GENUS,2766,S,"(Lovetsky, 1828)",,CMS,SPECIES,11695
persicus,SPECIES,,GENUS,2766,S,"(Borodin, 1897)",,CMS,SPECIES,11698
ruthenus,SPECIES,,GENUS,2766,S,"(Linnaeus, 1758)",,CMS,SPECIES,11423
kikuchii,SPECIES,,GENUS,2894,S,"Jordan & Snyder, 1901",,CMS,SPECIES,11469
kirtlandii,SPECIES,,GENUS,2894,S,"Duméril, 1870",,CMS,SPECIES,11751
kostera,SPECIES,,GENUS,2894,S,"Fitzinger, 1832",,CMS,SPECIES,11423
ladanus,SPECIES,,GENUS,2894,S,"Ninni, 1872",,CMS,SPECIES,12068
laevis,SPECIES,,GENUS,2894,S,"Agassiz, 1850",,CMS,SPECIES,11751
laevissimus,SPECIES,,GENUS,2894,S,"Duméril, 1870",,CMS,SPECIES,11350
lamarii,SPECIES,,GENUS,2894,S,"Duméril, 1870",,CMS,SPECIES,11751
latirostris,SPECIES,,GENUS,2894,S,"Parnell, 1831",,CMS,SPECIES,11350
liopeltis,SPECIES,,GENUS,2894,S,"Günther, 1870",,CMS,SPECIES,11751
lovetzkyi,SPECIES,,GENUS,2894,S,"Duméril, 1870",,CMS,SPECIES,11423
stellatus,SPECIES,,GENUS,2766,S,"(Pallas, 1771)",,CMS,SPECIES,11346
maculosus,SPECIES,,GENUS,2894,S,"Lesueur, 1818",,CMS,SPECIES,11751
maeoticus,SPECIES,,GENUS,2894,S,"Sal'nikov & Malyatskii, 1934",,CMS,SPECIES,11704
mantschuricus,SPECIES,,GENUS,2894,S,"Basilewsky, 1855",,CMS,SPECIES,11962
marsiglii,SPECIES,,GENUS,2894,S,"Brandt, 1833",,CMS,SPECIES,11423
megalaspis,SPECIES,,GENUS,2894,S,"Duméril, 1870",,CMS,SPECIES,11751
multiscutatus,SPECIES,,GENUS,2894,S,"Tanaka, 1908",,CMS,SPECIES,12103
