Taxon ID,Manual ID
109,C-301.000.000.001
109,C-301.003.000.001
109,C-301.000.000.001
109,C-301.003.000.001
109,C-301.003.000.001
5323,C-500g.005.001.001
5323,C-500g.005.001.001
5323,C-500g.005.001.001
6257,C-500.707.001.001
6257,C-500.707.001.001
109,L-301.003.000.003
109,L-301.003.000.003
10836,L-301.003.001.001
10836,L-301.003.001.001
4552,L-301.003.002.001
4552,L-301.003.002.001
11071,L-301.003.002.002
11071,L-301.003.002.002
7257,L-301.003.003.003
7257,L-301.003.003.003
5004,L-301.003.004.001
5004,L-301.003.004.001
6938,L-301.003.004.002
6938,L-301.003.004.002
4062,L-301.006.001.001
4062,L-301.006.001.001
91,L-305.000.000.001
91,L-305.000.000.001
91,L-305.000.000.003
91,L-305.000.000.003
91,L-305.000.000.004
91,L-305.000.000.004
8298,L-305.001.001.001
8534,L-305.004.003.001
8534,L-305.004.003.001
5767,L-305.004.013.003
5767,L-305.004.013.003
3622,L-305.004.013.004
3622,L-305.004.013.004
7832,L-305.004.019.005
7832,L-305.004.019.005
4236,L-305.004.019.006
4236,L-305.004.019.006
5959,L-305.004.019.008
5959,L-305.004.019.008
10209,L-305.004.019.009
10209,L-305.004.019.009
4177,L-305.004.042.003
4177,L-305.004.042.003
3247,L-305.004.096.004
3247,L-305.004.096.004
5276,L-305.005.129.001
5276,L-305.005.129.001
7280,L-305.005.133.002
7280,L-305.005.133.002
6039,L-305.005.230.003
6039,L-305.005.230.003
5151,L-305.006.028.010
5151,L-305.006.028.010
7191,L-305.007.012.002
7191,L-305.007.012.002
1821,L-305.007.013.000
1821,L-305.007.013.000
5113,L-305.011.010.007
5113,L-305.011.010.007
6235,L-305.011.017.009
6235,L-305.011.017.009
120,L-306.000.000.001
120,L-306.000.000.001
120,L-306.000.000.003
120,L-306.000.000.003
120,L-306.000.000.004
120,L-306.000.000.004
333,L-306.001.000.001
333,L-306.001.000.001
333,L-306.001.000.002
333,L-306.001.000.002
6810,L-306.001.001.001
6810,L-306.001.001.001
6693,L-306.001.001.002
6693,L-306.001.001.002
10090,L-306.001.002.001
10090,L-306.001.002.001
10090,L-306.001.002.001a
10090,L-306.001.002.001a
10090,L-306.001.002.001b
10090,L-306.001.002.001b
10090,L-306.001.002.001c
10090,L-306.001.002.001c
10090,L-306.001.002.001d
10090,L-306.001.002.001d
10090,L-306.001.002.001e
10090,L-306.001.002.001e
10090,L-306.001.002.001f
5390,L-306.001.002.002
10978,L-306.001.003.001
10978,L-306.001.003.001
1117,L-306.001.004.000
1117,L-306.001.004.000
290,L-306.002.000.001
290,L-306.002.000.001
290,L-306.002.000.002
290,L-306.002.000.002
6436,L-306.002.001.001
6436,L-306.002.001.001
5306,L-306.002.001.002
5306,L-306.002.001.002
5306,L-306.002.001.002a
5306,L-306.002.001.002b
5306,L-306.002.001.002b
11271,L-306.002.001.003
5306,L-306.002.001.003
5316,L-306.002.001.004
11271,L-306.002.001.004
7747,L-306.002.001.005
7747,L-306.002.001.005
10745,L-306.002.001.006
10745,L-306.002.001.006
10745,L-306.002.001.006a
10745,L-306.002.001.006a
10745,L-306.002.001.006b
10745,L-306.002.001.006b
10745,L-306.002.001.006c
10745,L-306.002.001.006c
10745,L-306.002.001.006d
10745,L-306.002.001.006d
10745,L-306.002.001.006e
10745,L-306.002.001.006e
10745,L-306.002.001.006f
10745,L-306.002.001.006f
10745,L-306.002.001.006g
10745,L-306.002.001.006g
7345,L-306.002.001.007
7345,L-306.002.001.007
7345,L-306.002.001.007a
7345,L-306.002.001.007a
7345,L-306.002.001.007b
7345,L-306.002.001.007b
10096,L-306.002.001.008
10096,L-306.002.001.008
8560,L-306.002.001.009
8560,L-306.002.001.009
9850,L-306.002.001.010
9850,L-306.002.001.010
9073,L-306.002.001.011
9073,L-306.002.001.011
7296,L-306.002.002.001
7296,L-306.002.002.001
7296,L-306.002.002.001a
7296,L-306.002.002.001a
7296,L-306.002.002.001b
7296,L-306.002.002.001b
7061,L-306.002.003.001
7061,L-306.002.003.001
4299,L-306.003.001.001
4299,L-306.003.001.001
283,L-305.007.009.006
283,L-305.007.009.006
