Scientific name,Rank,RecID,DesignationStandardReferenceID,Excludes,Cascade, Designation
Tetracentron,Genus,1083,22223,,N,CITES
Tetramicra,Genus,1084,22223,,N,CITES
Teuscheria,Genus,1085,22223,,N,CITES
Thecostele,Genus,1088,22223,,N,CITES
Thelasis,Genus,1089,22223,,N,CITES
Thelymitra,Genus,1091,22223,,N,CITES
Thrixspermum,Genus,1094,22223,,N,CITES
Thyrsopteris,Genus,1097,22223,,N,CITES
Ticoglossum,Genus,1099,22223,,N,CITES
Tillandsia,Genus,1100,22223,,N,CITES
Tolumnia,Genus,1102,22223,,N,CITES
Traunsteinera,Genus,1107,22223,,N,CITES
Trevoria,Genus,1108,22223,,N,CITES
Trias,Genus,1110,22223,,N,CITES
Trichocentrum,Genus,1113,22223,,N,CITES
Trichoceros,Genus,1114,22223,,N,CITES
Trichoglottis,Genus,1115,22223,,N,CITES
Trichopilia,Genus,1116,22223,,N,CITES
Trichosalpinx,Genus,1117,22223,,N,CITES
Trichotosia,Genus,1118,22223,,N,CITES
Tridactyle,Genus,1119,22223,,N,CITES
Trigonidium,Genus,1120,22223,,N,CITES
Trillium,Genus,1121,22223,,N,CITES
Triphora,Genus,1122,22223,,N,CITES
Trisetella,Genus,1123,22223,,N,CITES
Tropidia,Genus,1125,22223,,N,CITES
Tsaiorchis,Genus,1127,22223,,N,CITES
Uleiorchis,Genus,1133,22223,,N,CITES
Uncifera,Genus,1134,22223,,N,CITES
Valeriana,Genus,1136,22223,,N,CITES
Vanilla,Genus,1139,22223,,N,CITES
Vantanea,Genus,1140,22223,,N,CITES
Verticordia,Genus,1144,22223,,N,CITES
Vexillabium,Genus,1145,22223,,N,CITES
Vrydagzynea,Genus,1147,22223,,N,CITES
Warrea,Genus,1149,22223,,N,CITES
Warreopsis,Genus,1151,22223,,N,CITES
Welwitschia,Genus,1154,22223,,N,CITES
Wullschlaegelia,Genus,1156,22223,,N,CITES
Xerosicyos,Genus,1159,22223,,N,CITES
Xylobium,Genus,1160,22223,,N,CITES
Yoania,Genus,1162,22223,,N,CITES
Ypsilopus,Genus,1163,22223,,N,CITES
Zetagyne,Genus,1166,22223,,N,CITES
Zeuxine,Genus,1167,22223,,N,CITES
Zygopetalum,Genus,1169,22223,,N,CITES
Zygosicyos,Genus,1171,22223,,N,CITES
Zygostates,Genus,1172,22223,,N,CITES
Sarcandra,Genus,1173,22223,,N,CITES
Thermopsis,Genus,1175,22223,,N,CITES
Guarea,Genus,1176,22223,,N,CITES
Agrostis,Genus,1177,22223,,N,CITES
Cycadaceae,Family,14,30000,,Y,CITES
Stangeriaceae,Family,35,30000,,Y,CITES
Zamiaceae,Family,13,30000,,Y,CITES
Cyclamen,Genus,312,21389,,Y,CITES
Galanthus,Genus,476,21389,,Y,CITES
Sternbergia,Genus,1056,21389,,Y,CITES
Cactaceae,Family,3,21437,,Y,CITES
Dionaea,Genus,368,21856,,Y,CITES
Nepenthes,Genus,733,21856,,Y,CITES
Sarracenia,Genus,983,21856,,Y,CITES
Aloe,Genus,38,22225,,Y,CITES
Pachypodium,Genus,794,22225,,Y,CITES
Taxus,Genus,1080,21853,,Y,CITES
Dicksonia,Genus,353,21854,,Y,CITES
Guaiacum,Genus,515,22234,,Y,CITES
Cattleya,Genus,192,21440,,Y,CITES
Cypripedium,Genus,322,21440,,Y,CITES
Laelia,Genus,600,21440,,Y,CITES
Paphiopedilum,Genus,802,21440,,Y,CITES
Phalaenopsis,Genus,830,21440,,Y,CITES
Phragmipedium,Genus,833,21440,,Y,CITES
Pleione,Genus,860,21440,,Y,CITES
Constantia,Genus,280,22223,,Y,CITES
Paraphalaenopsis,Genus,809,22223,,Y,CITES
Sophronitella,Genus,1029,22223,,Y,CITES
Sophronitis,Genus,1030,21440,,Y,CITES
Cymbidium,Genus,317,21442,,Y,CITES
Dendrobium,Genus,341,21442,,Y,CITES
Disa,Genus,382,21442,,Y,CITES
Dracula,Genus,393,21442,,Y,CITES
Encyclia,Genus,421,21442,,Y,CITES
Aerangis,Genus,23,21492,,Y,CITES
Angraecum,Genus,56,21492,,Y,CITES
Ascocentrum,Genus,96,21492,,Y,CITES
Bletilla,Genus,137,21492,,Y,CITES
Brassavola,Genus,155,21492,,Y,CITES
Calanthe,Genus,172,21492,,Y,CITES
Catasetum,Genus,191,21492,,Y,CITES
Miltonia,Genus,684,21492,,Y,CITES
Miltonioides,Genus,685,21492,,Y,CITES
Miltoniopsis,Genus,686,21492,,Y,CITES
Renanthera,Genus,937,21492,,Y,CITES
Renantherella,Genus,938,21492,,Y,CITES
Rhynchostylis,Genus,952,21492,,Y,CITES
Rossioglossum,Genus,964,21492,,Y,CITES
Vanda,Genus,1137,21492,,Y,CITES
Vandopsis,Genus,1138,21492,,Y,CITES
Aerides,Genus,26,22227,,Y,CITES
Coelogyne,Genus,270,22227,,Y,CITES
Comparettia,Genus,276,22227,,Y,CITES
Masdevallia,Genus,657,22227,,Y,CITES
Euphorbia,Genus,458,22181,,Y,CITES
Hoodia,Genus,564,22194,,Y,CITES
Bulbophyllum,Genus,163,22228,,Y,CITES
Aganisia,Genus,1179,22223,,N,CITES
Aglossorhyncha,Genus,1180,22223,,N,CITES
Altensteinia,Genus,1181,22223,,N,CITES
Ambrella,Genus,1182,22223,,N,CITES
Amerorchis,Genus,1183,22223,,N,CITES
Ancistrochilus,Genus,1184,22223,,N,CITES
Androchilus,Genus,1185,22223,,N,CITES
Anthogonium,Genus,1186,22223,,N,CITES
Anthosiphon,Genus,1187,22223,,N,CITES
Antillanorchis,Genus,1188,22223,,N,CITES
Aorchis,Genus,1189,22223,,N,CITES
Aporostylis,Genus,1190,22223,,N,CITES
Aracamunia,Genus,1191,22223,,N,CITES
Arethusa,Genus,1192,22223,,N,CITES
Ascidieria,Genus,1193,22223,,N,CITES
Ascochilopsis,Genus,1194,22223,,N,CITES
Aspidogyne,Genus,1195,22223,,N,CITES
Aulosepalum,Genus,1196,22223,,N,CITES
Aulostylis,Genus,1197,22223,,N,CITES
Auxopus,Genus,1198,22223,,N,CITES
Barbrodria,Genus,1199,22223,,N,CITES
Basigyne,Genus,1200,22223,,N,CITES
Baskervilla,Genus,1201,22223,,N,CITES
Batemannia,Genus,1202,22223,,N,CITES
Benthamia,Genus,1203,22223,,N,CITES
Benzingia,Genus,1204,22223,,N,CITES
Binotia,Genus,1205,22223,,N,CITES
Brachtia,Genus,1206,22223,,N,CITES
Bracisepalum,Genus,1207,22223,,N,CITES
Brownleea,Genus,1208,22223,,N,CITES
Buchtienia,Genus,1209,22223,,N,CITES
Burnsbaloghia,Genus,1210,22223,,N,CITES
Caleana,Genus,1211,22223,,N,CITES
Calopogon,Genus,1212,22223,,N,CITES
Caluera,Genus,1213,22223,,N,CITES
Calymmanthera,Genus,1214,22223,,N,CITES
Capanemia,Genus,1215,22223,,N,CITES
Cassytha,Genus,1216,22223,,N,CITES
Caucaea,Genus,1217,22223,,N,CITES
Ceratochilus,Genus,1218,22223,,N,CITES
Chamaegastrodia,Genus,1219,22223,,N,CITES
Chamelophyton,Genus,1220,22223,,N,CITES
Cheiradenia,Genus,1221,22223,,N,CITES
Chytroglossa,Genus,1223,22223,,N,CITES
Cirrhaea,Genus,1224,22223,,N,CITES
Claderia,Genus,1225,22223,,N,CITES
Cleisocentron,Genus,1226,22223,,N,CITES
Cleisomeria,Genus,1227,22223,,N,CITES
Cochlioda,Genus,1228,22223,,N,CITES
Codonorchis,Genus,1229,22223,,N,CITES
Cohniella,Genus,1230,22223,,N,CITES
Condylago,Genus,1231,22223,,N,CITES
Cordanthera,Genus,1232,22223,,N,CITES
Cribbia,Genus,1233,22223,,N,CITES
Crowea,Genus,1234,22223,,N,CITES
Crybe,Genus,1235,22223,,N,CITES
Cryptopylos,Genus,1236,22223,,N,CITES
Cybebus,Genus,1237,22223,,N,CITES
Cymbidiella,Genus,1238,22223,,N,CITES
Cypholoron,Genus,1239,22223,,N,CITES
Cyrtopodium,Genus,1240,22223,,N,CITES
Cyrtosia,Genus,1241,22223,,N,CITES
Cyrtostylis,Genus,1242,22223,,N,CITES
Dactylostalix,Genus,1243,22223,,N,CITES
Darwiniera,Genus,1244,22223,,N,CITES
Degranvillea,Genus,1245,22223,,N,CITES
Diadenium,Genus,1246,22223,,N,CITES
Dicerostylis,Genus,1247,22223,,N,CITES
Dickasonia,Genus,1248,22223,,N,CITES
Dictyophyllaria,Genus,1249,22223,,N,CITES
Dinklagiella,Genus,1250,22223,,N,CITES
Diphylax,Genus,1251,22223,,N,CITES
Diplocentrum,Genus,1252,22223,,N,CITES
Dipteranthus,Genus,1253,22223,,N,CITES
Discyphus,Genus,1254,22223,,N,CITES
Distylodon,Genus,1255,22223,,N,CITES
Dodsonia,Genus,1256,22223,,N,CITES
Doritis,Genus,1257,22223,,N,CITES
Duckeella,Genus,1258,22223,,N,CITES
Dunstervillea,Genus,1259,22223,,N,CITES
Dyakia,Genus,1260,22223,,N,CITES
Eggelingia,Genus,1261,22223,,N,CITES
Elythranthera,Genus,1262,22223,,N,CITES
Entomophobia,Genus,1263,22223,,N,CITES
Eparmatostigma,Genus,1264,22223,,N,CITES
Epistephium,Genus,1265,22223,,N,CITES
Erythrorchis,Genus,1266,22223,,N,CITES
Eurycentrum,Genus,1267,22223,,N,CITES
Evrardianthe,Genus,1268,22223,,N,CITES
Forficaria,Genus,1269,22223,,N,CITES
Frondaria,Genus,1270,22223,,N,CITES
Fuertesiella,Genus,1271,22223,,N,CITES
Galeottia,Genus,1272,22223,,N,CITES
Garaya,Genus,1273,22223,,N,CITES
Gavilea,Genus,1274,22223,,N,CITES
Geoblasta,Genus,1275,22223,,N,CITES
Glossodia,Genus,1277,22223,,N,CITES
Glossorhyncha,Genus,1278,22223,,N,CITES
Gomphichis,Genus,1279,22223,,N,CITES
Goniochilus,Genus,1280,22223,,N,CITES
Greenwoodia,Genus,1281,22223,,N,CITES
Grobya,Genus,1282,22223,,N,CITES
Gymnochilus,Genus,1283,22223,,N,CITES
Haraella,Genus,1285,22223,,N,CITES
Helleriella,Genus,1286,22223,,N,CITES
Helonoma,Genus,1287,22223,,N,CITES
Hemiscleria,Genus,1288,22223,,N,CITES
Herpysma,Genus,1289,22223,,N,CITES
Hofmeisterella,Genus,1290,22223,,N,CITES
Horichia,Genus,1291,22223,,N,CITES
Horvatia,Genus,1292,22223,,N,CITES
Imerinaea,Genus,1293,22223,,N,CITES
Isabelia,Genus,1294,22223,,N,CITES
Jejosephia,Genus,1295,22223,,N,CITES
Konantzia,Genus,1296,22223,,N,CITES
Lemboglossum,Genus,1297,22223,,N,CITES
Lemurorchis,Genus,1298,22223,,N,CITES
Leporella,Genus,1299,22223,,N,CITES
Lesliea,Genus,1300,22223,,N,CITES
Lindsayella,Genus,1301,22223,,N,CITES
Megalotus,Genus,1302,22223,,N,CITES
Mexipedium,Genus,1303,22223,,N,CITES
Monophyllorchis,Genus,1304,22223,,N,CITES
Myrosmodes,Genus,1305,22223,,N,CITES
Nabaluia,Genus,1306,22223,,N,CITES
Neobartlettia,Genus,1307,22223,,N,CITES
Neobenthamia,Genus,1308,22223,,N,CITES
Neodryas,Genus,1309,22223,,N,CITES
Neogardneria,Genus,1310,22223,,N,CITES
Neokoehleria,Genus,1311,22223,,N,CITES
Nothodoritis,Genus,1312,22223,,N,CITES
Oeonia,Genus,1313,22223,,N,CITES
Oestlundorchis,Genus,1314,22223,,N,CITES
Oligophyton,Genus,1315,22223,,N,CITES
Ophidion,Genus,1316,22223,,N,CITES
Orchipedum,Genus,1317,22223,,N,CITES
Orleanesia,Genus,1318,22223,,N,CITES
Orthoceras,Genus,1319,22223,,N,CITES
Otostylis,Genus,1320,22223,,N,CITES
Pabstia,Genus,1321,22223,,N,CITES
Papuaea,Genus,1322,22223,,N,CITES
Paradisanthus,Genus,1323,22223,,N,CITES
Parapteroceras,Genus,1324,22223,,N,CITES
Parhabenaria,Genus,1325,22223,,N,CITES
Peristeranthus,Genus,1326,22223,,N,CITES
Perrieriella,Genus,1327,22223,,N,CITES
Phragmorchis,Genus,1328,22223,,N,CITES
Pinelia,Genus,1329,22223,,N,CITES
Platyrhiza,Genus,1330,22223,,N,CITES
Plectrophora,Genus,1331,22223,,N,CITES
Pogoniopsis,Genus,1332,22223,,N,CITES
Polycycnis,Genus,1333,22223,,N,CITES
Polyotidium,Genus,1334,22223,,N,CITES
Polyradicion,Genus,1335,22223,,N,CITES
Porolabium,Genus,1336,22223,,N,CITES
Porphyroglottis,Genus,1337,22223,,N,CITES
Porphyrostachys,Genus,1338,22223,,N,CITES
Porrorhachis,Genus,1339,22223,,N,CITES
Protoceras,Genus,1340,22223,,N,CITES
Pseudacoridium,Genus,1341,22223,,N,CITES
Pseudovanilla,Genus,1343,22223,,N,CITES
Psychopsiella,Genus,1344,22223,,N,CITES
Psychopsis,Genus,1345,22223,,N,CITES
Psygmorchis,Genus,1346,22223,,N,CITES
Pterostemma,Genus,1347,22223,,N,CITES
Pygmaeorchis,Genus,1348,22223,,N,CITES
Quekettia,Genus,1349,22223,,N,CITES
Raycadenco,Genus,1350,22223,,N,CITES
Reichenbachanthus,Genus,1351,22223,,N,CITES
Restrepiella,Genus,1352,22223,,N,CITES
Rhaesteria,Genus,1353,22223,,N,CITES
Rhamphorhynchus,Genus,1354,22223,,N,CITES
Rhynchogyna,Genus,1355,22223,,N,CITES
Rhynchophreatia,Genus,1356,22223,,N,CITES
Rimacola,Genus,1357,22223,,N,CITES
Rodrigueziella,Genus,1358,22223,,N,CITES
Rodrigueziopsis,Genus,1359,22223,,N,CITES
Roeperocharis,Genus,1360,22223,,N,CITES
Salpistele,Genus,1361,22223,,N,CITES
Sanderella,Genus,1362,22223,,N,CITES
Sarcoglyphis,Genus,1363,22223,,N,CITES
Sarcophyton,Genus,1364,22223,,N,CITES
Saundersia,Genus,1365,22223,,N,CITES
Sauroglossum,Genus,1366,22223,,N,CITES
Scelochiloides,Genus,1367,22223,,N,CITES
Sirhookera,Genus,1368,22223,,N,CITES
Solenidiopsis,Genus,1369,22223,,N,CITES
Solenidium,Genus,1370,22223,,N,CITES
Sphyrarhynchus,Genus,1371,22223,,N,CITES
Spiculaea,Genus,1372,22223,,N,CITES
Stalkya,Genus,1373,22223,,N,CITES
Stenoptera,Genus,1374,22223,,N,CITES
Stephanothelys,Genus,1375,22223,,N,CITES
Stereosandra,Genus,1376,22223,,N,CITES
Stictophyllorchis,Genus,1377,22223,,N,CITES
Stigmatosema,Genus,1378,22223,,N,CITES
Sutrina,Genus,1379,22223,,N,CITES
Symphyglossum,Genus,1380,22223,,N,CITES
Symphyosepalum,Genus,1381,22223,,N,CITES
Taeniorrhiza,Genus,1382,22223,,N,CITES
Taprobanea,Genus,1383,22223,,N,CITES
Thaia,Genus,1384,22223,,N,CITES
Thecopus,Genus,1385,22223,,N,CITES
Thelyschista,Genus,1386,22223,,N,CITES
Thulinia,Genus,1387,22223,,N,CITES
Thunia,Genus,1388,22223,,N,CITES
Thysanoglossa,Genus,1389,22223,,N,CITES
Tipularia,Genus,1390,22223,,N,CITES
Townsonia,Genus,1391,22223,,N,CITES
Triceratorhynchus,Genus,1392,22223,,N,CITES
Trizeuxis,Genus,1393,22223,,N,CITES
Trudelia,Genus,1394,22223,,N,CITES
Tuberolabium,Genus,1395,22223,,N,CITES
Tubilabium,Genus,1396,22223,,N,CITES
Tylostigma,Genus,1397,22223,,N,CITES
Vargasiella,Genus,1398,22223,,N,CITES
Vasqueziella,Genus,1399,22223,,N,CITES
Ventricularia,Genus,1400,22223,,N,CITES
Warmingia,Genus,1401,22223,,N,CITES
Warreella,Genus,1402,22223,,N,CITES
Xenikophyton,Genus,1403,22223,,N,CITES
Xerorchis,Genus,1404,22223,,N,CITES
Xylomelum,Genus,1405,22223,,N,CITES
Zygosepalum,Genus,1406,22223,,N,CITES
