Species RecID,Rank,GEO_entity,ISO Code 2,Reference IDs,CITES
27386,Species,Country,MX,21437,CITES
27386,Species,Country,MX,9114,CITES
27392,Species,Country,MX,19850,CITES
27392,Species,Country,MX,21408,CITES
27399,Species,Country,MX,15964,CITES
27399,Species,Country,MX,9114,CITES
27400,Species,Country,MX,12787,CITES
27400,Species,Country,MX,15964,CITES
27404,Species,Country,MX,12469,CITES
27404,Species,Country,MX,15964,CITES
27405,Species,Country,MX,12469,CITES
27405,Species,Country,MX,15964,CITES
27406,Species,Country,MX,12469,CITES
27406,Species,Country,MX,15964,CITES
27408,Species,Country,MX,12469,CITES
27408,Species,Country,MX,21424,CITES
27410,Species,Country,MX,12469,CITES
27410,Species,Country,MX,15964,CITES
27411,Species,Country,MX,,CITES
27411,Species,Country,MX,12469,CITES
27412,Species,Country,MX,21424,CITES
27412,Species,Country,MX,9114,CITES
27413,Species,Country,MX,21424,CITES
27413,Species,Country,MX,9114,CITES
27414,Species,Country,MX,12469,CITES
27414,Species,Country,MX,15964,CITES
27415,Species,Country,MX,12469,CITES
27415,Species,Country,MX,15964,CITES
27416,Species,Country,MX,12469,CITES
27416,Species,Country,MX,15964,CITES
27417,Species,Country,MX,12469,CITES
27417,Species,Country,MX,19850,CITES
27418,Species,Country,MX,12469,CITES
27418,Species,Country,MX,15964,CITES
27420,Species,Country,MX,12469,CITES
27420,Species,Country,MX,15964,CITES
27423,Species,Country,MX,12469,CITES
27423,Species,Country,MX,15964,CITES
27424,Species,Country,MX,12469,CITES
27424,Species,Country,MX,15964,CITES
27425,Species,Country,MX,21408,CITES
27431,Species,Country,MX,12469,CITES
27431,Species,Country,MX,15964,CITES
27432,Species,Country,MX,12469,CITES
27432,Species,Country,MX,15964,CITES
27434,Species,Country,MX,12469,CITES
27434,Species,Country,MX,15964,CITES
27436,Species,Country,MX,12469,CITES
27436,Species,Country,MX,15964,CITES
27437,Species,Country,MX,9114,CITES
27441,Species,Country,MX,12107,CITES
27441,Species,Country,MX,15964,CITES
27448,Species,Country,MX,12107,CITES
27448,Species,Country,MX,15964,CITES
27455,Species,Country,MX,12107,CITES
27455,Species,Country,MX,15964,CITES
27462,Species,Country,MX,12107,CITES
27462,Species,Country,MX,15964,CITES
27462,Species,Country,MX,21424,CITES
27463,Species,Country,MX,,CITES
27463,Species,Country,MX,12107,CITES
27463,Species,Country,MX,20067,CITES
27469,Species,Country,MX,12107,CITES
27469,Species,Country,MX,20067,CITES
27469,Species,Country,MX,21424,CITES
27472,Species,Country,MX,12107,CITES
27472,Species,Country,MX,19848,CITES
27472,Species,Country,MX,21424,CITES
27473,Species,Country,MX,12107,CITES
27473,Species,Country,MX,15964,CITES
27480,Species,Country,MX,12107,CITES
27480,Species,Country,MX,15964,CITES
27487,Species,Country,MX,12107,CITES
27487,Species,Country,MX,15964,CITES
27506,Species,Country,MX,15964,CITES
27508,Species,Country,MX,,CITES
27508,Species,Country,MX,12469,CITES
27509,Species,Country,MX,12469,CITES
27509,Species,Country,MX,19850,CITES
27510,Species,Country,MX,12469,CITES
27510,Species,Country,MX,15964,CITES
27511,Species,Country,MX,12469,CITES
27511,Species,Country,MX,15964,CITES
27512,Species,Country,MX,14264,CITES
27512,Species,Country,MX,19850,CITES
27512,Species,Country,MX,21424,CITES
27518,Species,Country,MX,12469,CITES
27518,Species,Country,MX,15964,CITES
27520,Species,Country,MX,12469,CITES
27520,Species,Country,MX,15964,CITES
27521,Species,Country,MX,19848,CITES
27521,Species,Country,MX,9019,CITES
27522,Species,Country,MX,12469,CITES
27522,Species,Country,MX,15964,CITES
27524,Species,Country,MX,12469,CITES
27524,Species,Country,MX,15964,CITES
27532,Species,Country,MX,12469,CITES
27532,Species,Country,MX,15964,CITES
27533,Species,Country,MX,21408,CITES
27540,Species,Country,MX,12469,CITES
27540,Species,Country,MX,15964,CITES
27543,Species,Country,MX,20067,CITES
27543,Species,Country,MX,21263,CITES
27543,Species,Country,MX,21424,CITES
27543,Species,Country,MX,9114,CITES
27549,Species,Country,MX,12469,CITES
27549,Species,Country,MX,15964,CITES
27551,Species,Country,MX,12469,CITES
27551,Species,Country,MX,15964,CITES
27554,Species,Country,MX,12469,CITES
27554,Species,Country,MX,15964,CITES
27566,Species,Country,MX,12469,CITES
27566,Species,Country,MX,15964,CITES
27568,Species,Country,MX,12469,CITES
27568,Species,Country,MX,15964,CITES
27570,Species,Country,MX,12469,CITES
27570,Species,Country,MX,15964,CITES
27571,Species,Country,MX,15964,CITES
27572,Species,Country,MX,15964,CITES
27574,Species,Country,MX,12469,CITES
27574,Species,Country,MX,19850,CITES
27575,Species,Country,MX,,CITES
27575,Species,Country,MX,15964,CITES
27576,Species,Country,MX,15964,CITES
27577,Species,Country,MX,15964,CITES
27580,Species,Country,MX,12469,CITES
27580,Species,Country,MX,15964,CITES
27581,Species,Country,MX,12469,CITES
27581,Species,Country,MX,15964,CITES
27583,Species,Country,MX,12469,CITES
27583,Species,Country,MX,15964,CITES
27584,Species,Country,MX,,CITES
27584,Species,Country,MX,12469,CITES
27586,Species,Country,MX,19850,CITES
27587,Species,Country,MX,15964,CITES
27588,Species,Country,MX,15964,CITES
27589,Species,Country,MX,12469,CITES
27589,Species,Country,MX,15964,CITES
27590,Species,Country,MX,15964,CITES
27591,Species,Country,MX,12469,CITES
27591,Species,Country,MX,15964,CITES
27593,Species,Country,MX,12469,CITES
27593,Species,Country,MX,15964,CITES
27594,Species,Country,MX,12469,CITES
27594,Species,Country,MX,15964,CITES
27595,Species,Country,MX,12469,CITES
27595,Species,Country,MX,15964,CITES
27596,Species,Country,MX,12469,CITES
27596,Species,Country,MX,15964,CITES
27598,Species,Country,MX,16385,CITES
27598,Species,Country,MX,19848,CITES
27598,Species,Country,MX,21424,CITES
27599,Species,Country,MX,15964,CITES
27600,Species,Country,MX,12469,CITES
27600,Species,Country,MX,15964,CITES
27601,Species,Country,MX,12469,CITES
27601,Species,Country,MX,15964,CITES
27602,Species,Country,MX,15964,CITES
27606,Species,Country,MX,12469,CITES
27606,Species,Country,MX,15964,CITES
27607,Species,Country,MX,15964,CITES
27608,Species,Country,MX,15964,CITES
27613,Species,Country,MX,12469,CITES
27613,Species,Country,MX,15964,CITES
27615,Species,Country,MX,12469,CITES
27615,Species,Country,MX,15964,CITES
27616,Species,Country,MX,12469,CITES
27616,Species,Country,MX,15964,CITES
27617,Species,Country,MX,12469,CITES
27617,Species,Country,MX,15964,CITES
27618,Species,Country,MX,15964,CITES
27619,Species,Country,MX,15964,CITES
27620,Species,Country,MX,12469,CITES
27620,Species,Country,MX,15964,CITES
27621,Species,Country,MX,12469,CITES
27621,Species,Country,MX,15964,CITES
27622,Species,Country,MX,12469,CITES
27622,Species,Country,MX,15964,CITES
27623,Species,Country,MX,20067,CITES
27623,Species,Country,MX,21424,CITES
27623,Species,Country,MX,9114,CITES
27624,Species,Country,MX,12437,CITES
27624,Species,Country,MX,20067,CITES
27624,Species,Country,MX,21424,CITES
27624,Species,Country,MX,9114,CITES
27625,Species,Country,MX,15964,CITES
27626,Species,Country,MX,15964,CITES
27626,Species,Country,MX,21408,CITES
27629,Species,Country,MX,12469,CITES
27629,Species,Country,MX,15964,CITES
27632,Species,Country,MX,12469,CITES
27632,Species,Country,MX,15964,CITES
27633,Species,Country,CR,15964,CITES
27633,Species,Country,GT,,CITES
27633,Species,Country,GT,15964,CITES
27633,Species,Country,HN,,CITES
27633,Species,Country,HN,15964,CITES
27633,Species,Country,MX,15964,CITES
27633,Species,Territory,NI,,CITES
27633,Species,Territory,NI,16826,CITES
27633,Species,Country,SV,,CITES
27633,Species,Country,SV,15964,CITES
27635,Species,Country,MX,12469,CITES
27635,Species,Country,MX,15964,CITES
27636,Species,Country,MX,12469,CITES
27636,Species,Country,MX,15964,CITES
27637,Species,Country,MX,12469,CITES
27637,Species,Country,MX,15964,CITES
27640,Species,Country,MX,12469,CITES
27640,Species,Country,MX,15964,CITES
27641,Species,Country,MX,12469,CITES
27641,Species,Country,MX,15964,CITES
27644,Species,Country,MX,12469,CITES
27644,Species,Country,MX,15964,CITES
27650,Species,Country,MX,16385,CITES
27650,Species,Country,MX,21424,CITES
27651,Species,Country,MX,12469,CITES
27651,Species,Country,MX,14254,CITES
27652,Species,Country,MX,12469,CITES
27652,Species,Country,MX,15964,CITES
27652,Species,Country,US,,CITES
27652,Species,Country,US,15964,CITES
27653,Species,Country,MX,15964,CITES
27654,Species,Country,MX,12469,CITES
27654,Species,Country,MX,15964,CITES
27655,Species,Country,MX,15964,CITES
27656,Species,Country,MX,15964,CITES
27657,Species,Country,MX,15964,CITES
27658,Species,Country,MX,12469,CITES
27658,Species,Country,MX,15964,CITES
27659,Species,Country,MX,12469,CITES
27659,Species,Country,MX,15964,CITES
27660,Species,Country,MX,12469,CITES
27660,Species,Country,MX,15964,CITES
27662,Species,Country,MX,14281,CITES
27665,Species,Country,MX,12469,CITES
27665,Species,Country,MX,15964,CITES
27666,Species,Country,MX,14273,CITES
27666,Species,Country,MX,16360,CITES
27666,Species,Country,MX,21424,CITES
27670,Species,Country,MX,14273,CITES
27670,Species,Country,MX,20067,CITES
27670,Species,Country,MX,21424,CITES
27740,Species,Country,SO,17672,CITES
27742,Species,Country,TZ,19035,CITES
27742,Species,Country,TZ,19525,CITES
27743,Species,Country,TZ,,CITES
27743,Species,Country,TZ,19525,CITES
27746,Species,Country,TZ,,CITES
27746,Species,Country,TZ,19525,CITES
27747,Species,Country,CD,17672,CITES
27747,Species,Country,MW,,CITES
27747,Species,Country,MW,19525,CITES
27747,Species,Country,TZ,,CITES
27747,Species,Country,TZ,19525,CITES
27747,Species,Country,ZM,17672,CITES
27747,Species,Country,ZW,21420,CITES
27748,Species,Country,AO,,CITES
27748,Species,Country,NA,17672,CITES
27752,Species,Country,AO,,CITES
27752,Species,Country,ZM,17672,CITES
27754,Species,Country,AO,17672,CITES
27754,Species,Country,BW,22181,CITES
27754,Species,Country,MW,22181,CITES
27754,Species,Country,MZ,,CITES
27754,Species,Country,MZ,17672,CITES
27754,Species,Country,NA,,CITES
27754,Species,Country,NA,17672,CITES
27754,Species,Country,SZ,22181,CITES
27754,Species,Country,ZA,17672,CITES
27754,Species,Country,ZM,22181,CITES
27754,Species,Country,ZW,17672,CITES
27755,Species,Country,CD,17672,CITES
27755,Species,Country,CF,,CITES
27755,Species,Country,CF,17672,CITES
27755,Species,Country,CM,17672,CITES
27757,Species,Country,ZA,,CITES
27757,Species,Country,ZA,17672,CITES
27758,Species,Country,SO,17672,CITES
27759,Species,Country,MW,,CITES
27760,Species,Country,MZ,,CITES
27761,Species,Country,AO,,CITES
27767,Species,Country,SO,,CITES
27769,Species,Country,SO,,CITES
27771,Species,Country,SO,17672,CITES
27772,Species,Country,SO,,CITES
27773,Species,Country,ET,17672,CITES
27773,Species,Country,SO,17672,CITES
27774,Species,Country,BJ,,CITES
27774,Species,Country,GH,6072,CITES
27774,Species,Country,ML,,CITES
27774,Species,Country,SN,,CITES
27774,Species,Country,TG,,CITES
27777,Species,Country,TZ,17672,CITES
27777,Species,Country,TZ,19525,CITES
27778,Species,Country,MW,17672,CITES
27778,Species,Country,TZ,,CITES
27778,Species,Country,TZ,19525,CITES
27779,Species,Country,ET,,CITES
27779,Species,Country,ET,17672,CITES
27779,Species,Country,KE,17672,CITES
27779,Species,Country,UG,22181,CITES
27787,Species,Country,MX,12469,CITES
27787,Species,Country,MX,15964,CITES
27788,Species,Country,MX,15964,CITES
28224,Species,Country,ZM,15926,CITES
28224,Species,Country,ZM,17672,CITES
28225,Species,Country,TZ,17672,CITES
28225,Species,Country,TZ,19525,CITES
28226,Species,Country,AO,17672,CITES
28226,Species,Country,ER,22181,CITES
28226,Species,Country,ET,17672,CITES
28226,Species,Country,ID,,CITES
28226,Species,Country,ID,18136,CITES
28226,Species,Country,IN,18228,CITES
28226,Species,Country,IN,18341,CITES
28226,Species,Country,KE,17672,CITES
28226,Species,Country,MG,,CITES
28226,Species,Country,MG,19525,CITES
28226,Species,Country,PK,,CITES
28226,Species,Country,PK,21104,CITES
28226,Species,Country,SA,,CITES
28226,Species,Country,SA,19525,CITES
28226,Species,Country,TZ,17672,CITES
28226,Species,Country,TZ,22181,CITES
28226,Species,Country,UG,17672,CITES
28226,Species,Country,UG,22181,CITES
28226,Species,Country,ZW,15940,CITES
28226,Species,Country,ZW,17672,CITES
28249,Species,Country,MX,10047,CITES
28249,Species,Country,MX,19850,CITES
28251,Species,Country,MX,10047,CITES
28251,Species,Country,MX,19850,CITES
28292,Species,Country,CR,,CITES
28292,Species,Country,CR,10010,CITES
28292,Species,Territory,NI,,CITES
28292,Species,Territory,NI,10747,CITES
28292,Species,Country,PA,,CITES
28292,Species,Country,PA,10747,CITES
28294,Species,Country,CR,10009,CITES
28294,Species,Country,CR,9426,CITES
28295,Species,Country,CR,,CITES
28295,Species,Country,CR,10010,CITES
28297,Species,Country,CR,,CITES
28297,Species,Country,CR,10010,CITES
28297,Species,Country,GT,,CITES
28297,Species,Country,GT,11342,CITES
28298,Species,Country,CR,,CITES
28298,Species,Country,CR,10010,CITES
28298,Species,Country,PA,,CITES
28298,Species,Country,PA,10747,CITES
28300,Species,Country,CR,,CITES
28300,Species,Country,CR,10010,CITES
28300,Species,Territory,NI,11967,CITES
28300,Species,Territory,NI,9426,CITES
28300,Species,Country,PA,,CITES
28300,Species,Country,PA,19869,CITES
28301,Species,Country,CR,,CITES
28301,Species,Country,CR,10010,CITES
28301,Species,Country,DO,19408,CITES
28302,Species,Country,CR,10010,CITES
28302,Species,Country,CR,9426,CITES
28302,Species,Country,DO,19408,CITES
28302,Species,Territory,NI,,CITES
28302,Species,Territory,NI,9426,CITES
28302,Species,Country,PA,,CITES
28302,Species,Country,PA,10747,CITES
28318,Species,Country,MX,,CITES
28318,Species,Country,MX,11933,CITES
28319,Species,Country,MX,,CITES
28319,Species,Country,MX,10040,CITES
28321,Species,Country,MX,10010,CITES
28321,Species,Country,MX,16360,CITES
28323,Species,Country,CO,10010,CITES
28323,Species,Country,CO,19352,CITES
28323,Species,Country,PA,10010,CITES
28323,Species,Country,PA,16317,CITES
28323,Species,Country,PE,,CITES
28323,Species,Country,PE,10010,CITES
28323,Species,Country,VE,,CITES
28323,Species,Country,VE,10010,CITES
28324,Species,Country,GT,,CITES
28324,Species,Country,GT,10010,CITES
28329,Species,Country,BJ,21482,CITES
28329,Species,Country,GH,,CITES
28329,Species,Country,ML,,CITES
28329,Species,Country,NG,,CITES
28329,Species,Country,TG,,CITES
28332,Species,Country,KE,,CITES
28332,Species,Country,KE,20264,CITES
28332,Species,Country,RW,,CITES
28332,Species,Country,RW,20264,CITES
28332,Species,Country,TZ,20264,CITES
28332,Species,Country,TZ,5926,CITES
28332,Species,Country,UG,19007,CITES
28332,Species,Country,UG,20264,CITES
28333,Species,Country,BI,17668,CITES
28333,Species,Country,CD,17668,CITES
28333,Species,Country,KE,,CITES
28333,Species,Country,KE,20264,CITES
28333,Species,Country,MW,,CITES
28333,Species,Country,MW,20264,CITES
28333,Species,Country,RW,,CITES
28333,Species,Country,RW,20264,CITES
28333,Species,Country,TZ,,CITES
28333,Species,Country,TZ,20264,CITES
28333,Species,Country,UG,19007,CITES
28333,Species,Country,ZA,,CITES
28333,Species,Country,ZA,20264,CITES
28333,Species,Country,ZA,21482,CITES
28333,Species,Country,ZW,,CITES
28333,Species,Country,ZW,20264,CITES
28334,Species,Country,CD,,CITES
28334,Species,Country,MW,,CITES
28334,Species,Country,TZ,,CITES
28334,Species,Country,ZM,19487,CITES
28335,Species,Country,AO,,CITES
28335,Species,Country,AO,20264,CITES
28335,Species,Country,CD,,CITES
28335,Species,Country,CD,20264,CITES
28335,Species,Country,MW,,CITES
28335,Species,Country,MW,20264,CITES
28335,Species,Country,TZ,,CITES
28335,Species,Country,TZ,20264,CITES
28335,Species,Country,ZM,,CITES
28335,Species,Country,ZM,20264,CITES
28336,Species,Country,AO,,CITES
28336,Species,Country,CD,17668,CITES
28336,Species,Country,MW,17668,CITES
28336,Species,Country,MZ,,CITES
28336,Species,Country,TZ,,CITES
28336,Species,Country,ZM,17668,CITES
28336,Species,Country,ZW,17668,CITES
28340,Species,Country,ZA,15926,CITES
28340,Species,Country,ZA,17672,CITES
28341,Species,Country,ZA,17672,CITES
28342,Species,Country,ZA,17672,CITES
28343,Species,Country,ZA,20604,CITES
28344,Species,Country,ZA,17672,CITES
28345,Species,Country,ZA,17672,CITES
28346,Species,Country,ZA,17672,CITES
28347,Species,Country,ZA,,CITES
28347,Species,Country,ZA,15926,CITES
28348,Species,Country,ZA,,CITES
28348,Species,Country,ZA,17672,CITES
28349,Species,Country,ZA,,CITES
28349,Species,Country,ZA,17672,CITES
28351,Species,Country,ZA,15932,CITES
28351,Species,Country,ZA,17672,CITES
28352,Species,Country,ZA,17672,CITES
28352,Species,Country,ZA,20604,CITES
28353,Species,Country,ZA,17672,CITES
28353,Species,Country,ZA,20604,CITES
28354,Species,Country,ZA,,CITES
28354,Species,Country,ZA,15937,CITES
28355,Species,Country,ZA,,CITES
28355,Species,Country,ZA,15937,CITES
28356,Species,Country,ZA,17672,CITES
28357,Species,Country,ZA,,CITES
28357,Species,Country,ZA,15940,CITES
28358,Species,Country,ZA,,CITES
28359,Species,Country,ZA,,CITES
28359,Species,Country,ZA,15937,CITES
28360,Species,Country,ZA,,CITES
28360,Species,Country,ZA,15937,CITES
28363,Species,Country,ZA,,CITES
28363,Species,Country,ZA,15926,CITES
28364,Species,Country,ZA,20604,CITES
28364,Species,Country,ZA,20803,CITES
28365,Species,Country,ZA,,CITES
28366,Species,Country,ZA,20604,CITES
28366,Species,Country,ZA,20803,CITES
28367,Species,Country,ZA,17672,CITES
28367,Species,Country,ZA,20604,CITES
28368,Species,Country,ZA,20604,CITES
28369,Species,Country,ZA,,CITES
28370,Species,Country,ZA,20604,CITES
28370,Species,Country,ZA,20803,CITES
28371,Species,Country,ZA,,CITES
28372,Species,Country,ZA,,CITES
28373,Species,Country,ZA,20604,CITES
28374,Species,Country,BW,,CITES
28374,Species,Country,BW,15926,CITES
28374,Species,Country,ZA,,CITES
28374,Species,Country,ZA,15926,CITES
28375,Species,Country,ZA,20604,CITES
28377,Species,Country,ZA,,CITES
28378,Species,Country,NA,,CITES
28378,Species,Country,NA,21391,CITES
28378,Species,Country,ZA,,CITES
28378,Species,Country,ZA,9004,CITES
28379,Species,Country,ZA,,CITES
28380,Species,Country,ZA,,CITES
28381,Species,Country,ZA,,CITES
28381,Species,Country,ZA,15937,CITES
28382,Species,Country,SZ,18023,CITES
28382,Species,Country,ZA,,CITES
28383,Species,Country,ZA,,CITES
28383,Species,Country,ZA,17458,CITES
28384,Species,Country,ZA,15932,CITES
28385,Species,Country,ZA,15926,CITES
28385,Species,Country,ZA,17672,CITES
28386,Species,Country,ZA,,CITES
28387,Species,Country,ZA,,CITES
28388,Species,Country,ZA,17672,CITES
28390,Species,Country,ZA,,CITES
28391,Species,Country,ZA,,CITES
28392,Species,Country,ZA,20604,CITES
28393,Species,Country,ZA,,CITES
28393,Species,Country,ZA,15940,CITES
28394,Species,Country,ZA,,CITES
28394,Species,Country,ZA,15940,CITES
28396,Species,Country,LS,22181,CITES
28396,Species,Country,SZ,22181,CITES
28396,Species,Country,ZA,,CITES
28399,Species,Country,NA,22181,CITES
28399,Species,Country,ZA,20604,CITES
28399,Species,Country,ZA,20803,CITES
28402,Species,Country,ZA,,CITES
28402,Species,Country,ZA,15926,CITES
28403,Species,Country,ZA,,CITES
28403,Species,Country,ZA,15926,CITES
28406,Species,Country,ZA,20604,CITES
28407,Species,Country,ZA,20604,CITES
28408,Species,Country,ZA,20604,CITES
28408,Species,Country,ZA,20803,CITES
28409,Species,Country,ZA,,CITES
28410,Species,Country,SZ,20604,CITES
28412,Species,Country,ZA,15932,CITES
28412,Species,Country,ZA,15937,CITES
28413,Species,Country,ZA,20604,CITES
28414,Species,Country,ZA,,CITES
28415,Species,Country,ZA,20604,CITES
28415,Species,Country,ZA,20803,CITES
28416,Species,Country,ZA,,CITES
28416,Species,Country,ZA,15926,CITES
28417,Species,Country,ZA,,CITES
28420,Species,Country,ZA,,CITES
28420,Species,Country,ZA,15926,CITES
28421,Species,Country,ZA,,CITES
28422,Species,Country,ZA,,CITES
28423,Species,Country,ZA,,CITES
28426,Species,Country,ZA,20604,CITES
28427,Species,Country,ZA,20604,CITES
28430,Species,Country,ZA,15932,CITES
28430,Species,Country,ZA,17672,CITES
28431,Species,Country,ZA,15932,CITES
28431,Species,Country,ZA,20604,CITES
28432,Species,Country,ZA,17672,CITES
28434,Species,Country,ZA,20604,CITES
28435,Species,Country,ZA,20604,CITES
28436,Species,Country,ZA,15932,CITES
28436,Species,Country,ZA,17672,CITES
28437,Species,Country,ZA,15932,CITES
28437,Species,Country,ZA,17672,CITES
28438,Species,Country,ZA,20604,CITES
28439,Species,Country,ZA,15937,CITES
28439,Species,Country,ZA,17672,CITES
28440,Species,Country,ZA,15940,CITES
28440,Species,Country,ZA,17672,CITES
28441,Species,Country,LS,,CITES
28441,Species,Country,LS,15926,CITES
28441,Species,Country,ZA,,CITES
28441,Species,Country,ZA,15013,CITES
28441,Species,Country,ZA,15926,CITES
28441,Species,Country,ZA,17672,CITES
28442,Species,Country,ZA,20604,CITES
28443,Species,Country,ZA,,CITES
28443,Species,Country,ZA,15926,CITES
28444,Species,Country,ZA,17672,CITES
28445,Species,Country,ZA,20604,CITES
28445,Species,Country,ZA,22181,CITES
28446,Species,Country,ZA,17672,CITES
28447,Species,Country,ZA,20604,CITES
28447,Species,Country,ZW,20604,CITES
28447,Species,Country,ZW,21420,CITES
28448,Species,Country,ZA,20604,CITES
28449,Species,Country,ZA,15932,CITES
28449,Species,Country,ZA,20604,CITES
28450,Species,Country,ZA,15926,CITES
28450,Species,Country,ZA,17672,CITES
28451,Species,Country,ZA,17672,CITES
28452,Species,Country,ZA,17672,CITES
28453,Species,Country,ZA,17672,CITES
28456,Species,Country,ZA,17672,CITES
28457,Species,Country,ZA,17672,CITES
28458,Species,Country,ZA,15932,CITES
28460,Species,Country,ZA,17672,CITES
28462,Species,Country,MZ,,CITES
28462,Species,Country,MZ,21391,CITES
28462,Species,Country,SZ,,CITES
28462,Species,Country,SZ,21391,CITES
28462,Species,Country,ZA,15940,CITES
28462,Species,Country,ZA,17672,CITES
28463,Species,Country,ZA,17672,CITES
28464,Species,Country,ZA,17672,CITES
28465,Species,Country,ZA,15932,CITES
28465,Species,Country,ZA,17672,CITES
28466,Species,Country,ZA,15926,CITES
28466,Species,Country,ZA,17672,CITES
28469,Species,Country,ZA,,CITES
28469,Species,Country,ZA,17672,CITES
28470,Species,Country,ZA,17672,CITES
28471,Species,Country,ZA,17672,CITES
28471,Species,Country,ZA,20604,CITES
28560,Species,Country,ZA,,CITES
28560,Species,Country,ZA,17458,CITES
28569,Species,Country,ZA,,CITES
28569,Species,Country,ZA,21482,CITES
28571,Species,Country,ZA,,CITES
28571,Species,Country,ZA,21482,CITES
28572,Species,Country,ZA,20604,CITES
28574,Species,Country,NA,21482,CITES
28574,Species,Country,ZA,,CITES
28574,Species,Country,ZA,21482,CITES
28575,Species,Country,ZA,,CITES
28575,Species,Country,ZA,21482,CITES
28576,Species,Country,ZA,20604,CITES
28577,Species,Country,ZA,,CITES
28577,Species,Country,ZA,21482,CITES
28583,Species,Country,SZ,20039,CITES
28583,Species,Country,ZA,21482,CITES
28584,Species,Country,LS,21482,CITES
28584,Species,Country,ZA,,CITES
28584,Species,Country,ZA,21482,CITES
28585,Species,Country,ZA,,CITES
28585,Species,Country,ZA,21482,CITES
28586,Species,Country,ZA,,CITES
28586,Species,Country,ZA,21482,CITES
28591,Species,Country,BW,21482,CITES
28591,Species,Country,ZA,,CITES
28591,Species,Country,ZA,21482,CITES
28592,Species,Country,ZA,20604,CITES
28598,Species,Country,ZA,,CITES
28598,Species,Country,ZA,212482,CITES
28599,Species,Country,ZA,20604,CITES
28602,Species,Country,SZ,18023,CITES
28602,Species,Country,SZ,20039,CITES
28602,Species,Country,ZA,21482,CITES
28603,Species,Country,ZA,,CITES
28603,Species,Country,ZA,21482,CITES
28604,Species,Country,ZA,20803,CITES
28608,Species,Country,ZA,20604,CITES
28612,Species,Country,NA,20604,CITES
28612,Species,Country,ZA,20604,CITES
28613,Species,Country,ZA,20604,CITES
28614,Species,Country,ZA,,CITES
28614,Species,Country,ZA,21482,CITES
28615,Species,Country,ZA,20604,CITES
28616,Species,Country,ZA,,CITES
28616,Species,Country,ZA,21482,CITES
28617,Species,Country,ZA,,CITES
28617,Species,Country,ZA,21482,CITES
28619,Species,Country,ZA,,CITES
28619,Species,Country,ZA,17458,CITES
28622,Species,Country,ZA,,CITES
28622,Species,Country,ZA,21482,CITES
28623,Species,Country,ZA,20604,CITES
28624,Species,Country,ZA,,CITES
28624,Species,Country,ZA,21482,CITES
28625,Species,Country,ZA,,CITES
28625,Species,Country,ZA,21482,CITES
28627,Species,Country,ZA,20604,CITES
28631,Species,Country,ZA,20604,CITES
28632,Species,Country,ZA,20604,CITES
28633,Species,Country,ZA,,CITES
28633,Species,Country,ZA,21482,CITES
28635,Species,Country,NA,,CITES
28635,Species,Country,NA,21482,CITES
28635,Species,Country,ZA,,CITES
28635,Species,Country,ZA,21482,CITES
28638,Species,Country,ZA,,CITES
28638,Species,Country,ZA,21482,CITES
28643,Species,Country,ZA,20604,CITES
28644,Species,Country,ZA,,CITES
28644,Species,Country,ZA,21482,CITES
28648,Species,Country,ZA,,CITES
28648,Species,Country,ZA,21482,CITES
28650,Species,Country,ZA,,CITES
28650,Species,Country,ZA,15936,CITES
28650,Species,Country,ZA,21482,CITES
28651,Species,Country,ZA,,CITES
28651,Species,Country,ZA,20604,CITES
28656,Species,Country,SO,17672,CITES
28657,Species,Country,MW,,CITES
28657,Species,Country,MZ,,CITES
28657,Species,Country,SZ,17825,CITES
28657,Species,Country,SZ,20039,CITES
28657,Species,Country,ZA,,CITES
28657,Species,Country,ZW,,CITES
28659,Species,Country,SZ,17825,CITES
28659,Species,Country,ZA,21482,CITES
28660,Species,Country,MW,17668,CITES
28660,Species,Country,TZ,,CITES
28660,Species,Country,ZM,17668,CITES
28661,Species,Country,SZ,20039,CITES
28661,Species,Country,SZ,5914,CITES
28661,Species,Country,ZA,21482,CITES
28662,Species,Country,LS,,CITES
28662,Species,Country,LS,20039,CITES
28662,Species,Country,SZ,20039,CITES
28662,Species,Country,SZ,5914,CITES
28662,Species,Country,ZA,20039,CITES
28662,Species,Country,ZA,21482,CITES
28663,Species,Country,SZ,18023,CITES
28663,Species,Country,SZ,20039,CITES
28663,Species,Country,ZA,21482,CITES
28664,Species,Country,SZ,18023,CITES
28664,Species,Country,SZ,20039,CITES
28664,Species,Country,ZA,21482,CITES
28665,Species,Country,SZ,18023,CITES
28665,Species,Country,SZ,20039,CITES
28665,Species,Country,ZA,21482,CITES
28666,Species,Country,NA,21500,CITES
28666,Species,Country,ZA,20604,CITES
28667,Species,Country,SZ,18023,CITES
28667,Species,Country,SZ,20039,CITES
28667,Species,Country,ZA,,CITES
28667,Species,Country,ZA,21482,CITES
28669,Species,Country,SZ,20604,CITES
28670,Species,Country,ET,,CITES
28671,Species,Country,ZW,6088,CITES
28673,Species,Country,ET,,CITES
28673,Species,Country,ET,21482,CITES
28676,Species,Country,ZA,,CITES
28707,Species,Territory,NC,,CITES
28708,Species,Territory,NC,,CITES
28754,Species,Country,ZA,,CITES
28754,Species,Country,ZA,21482,CITES
28754,Species,Country,ZW,,CITES
28755,Species,Country,SZ,18023,CITES
28755,Species,Country,SZ,20039,CITES
28755,Species,Country,ZA,21482,CITES
28757,Species,Country,SZ,20039,CITES
