ComName,LangShort,RecId,Rank,Designation,ReferenceID
Nagaed,en,19801,Species,CITES_EU, 
Nogaed,en,19801,Species,CITES_EU, 
Palisandro de Honduras,es,19801,Species,CITES_EU,13928
Palissandre du Honduras,fr,19801,Species,CITES_EU,13928
Rosul,es,19801,Species,CITES_EU, 
Fen Orchid,en,1991,Species,CITES_EU,17781
Liparide,ITA,1991,Species,CITES_EU,19997
Liparis de loesel,fr,1991,Species,CITES_EU,20528
Loeselova grezovka,SLN,1991,Species,CITES_EU,13662
Loesels Glanzkraut,DEU,1991,Species,CITES_EU,14229
Loesel's Twayblade Orchid,en,1991,Species,CITES_EU,19251
Mosisoare,RON,1991,Species,CITES_EU,19946
Clavel del aire,es,20184,Species,CITES_EU, 
Xerographic Tillandsia,en,20184,Species,CITES_EU,21429
Clavel del Aire,es,20192,Species,CITES_EU, 
Maury's Tillandsia,en,20192,Species,CITES_EU,21429
Green-fly Orchid,en,20921,Species,CITES_EU,19002
Abtreibender Dingel,DEU,21430,Species,CITES_EU,14229
Caribbean Apple Cactus,en,22109,Species,CITES_EU,19002
Fragrant Prickly-apple Cactus,en,22109,Species,CITES_EU,18525
Fragrant Woolly Cactus,en,22109,Species,CITES_EU,19002
Puerto Rico Apple Cactus,en,22127,Species,CITES_EU,19002
Pitahaya,es,22134,Species,CITES_EU,19734
Pin-cushion Cactus,en,22161,Species,CITES_EU,8767
Suckers Cactus,en,22161,Species,CITES_EU,8767
Turk's Island Prickly-pear Cactus,en,22166,Species,CITES_EU,8766
Nash's Prickly-pear Cactus,en,22169,Species,CITES_EU,8766
Cardón,es,22182,Species,CITES_EU,17833
Night-blooming Cereus,en,22182,Species,CITES_EU,17833
Queen of the Night Cactus,en,22182,Species,CITES_EU,17833
Reina de la noche,es,22182,Species,CITES_EU,17833
Night Blooming Cereus,en,22191,Species,CITES_EU,19930
Pomme-jardon,fr,22191,Species,CITES_EU,8767
Wild Strawberry,en,22191,Species,CITES_EU,19930
"Cactus, Pope's Head",en,22193,Species,CITES_EU,8767
Pope's Head Cactus,en,22195,Species,CITES_EU,19828
