Date,Manual ID,Title,Lang,Master Document,Volume,Type,General/ Part,PDF Filename trimmed
2003,A-106.000.902.001,Manuel d'identification de la CITES - Dendrogale melanura,FR,A-106.000.902.001,1,CITES ID Manual,General,A-106.000.902.001 Dendrogale melanura_F.pdf
2003,A-106.000.902.001,Manual de identificación de la CITES - Dendrogale melanura,ES,A-106.000.902.001,1,CITES ID Manual,General,A-106.000.902.001 Dendrogale melanura_S.pdf
2003,A-106.000.902.002,CITES ID Manual - Dendrogale murina,EN,,1,CITES ID Manual,General,A-106.000.902.002 Dendrogale murina_E.pdf
2003,A-106.000.902.002,Manuel d'identification de la CITES - Dendrogale murina,FR,A-106.000.902.002,1,CITES ID Manual,General,A-106.000.902.002 Dendrogale murina_F.pdf
2003,A-106.000.902.002,Manual de identificación de la CITES - Dendrogale murina,ES,A-106.000.902.002,1,CITES ID Manual,General,A-106.000.902.002 Dendrogale murina_S.pdf
1981,A-102.012.006.000,CITES ID Manual - Dendrolagus,EN,,1,CITES ID Manual,General,A-102.012.006.000 Dendrolagus_E.pdf
1981,A-102.012.006.000,Manuel d'identification de la CITES - Dendrolagus,FR,A-102.012.006.000,1,CITES ID Manual,General,A-102.012.006.000 Dendrolagus_F.pdf
1981,A-102.012.006.000,Manual de identificación de la CITES - Dendrolagus,ES,A-102.012.006.000,1,CITES ID Manual,General,A-102.012.006.000 Dendrolagus_S.pdf
2003,A-102.012.006.005,CITES ID Manual - Dendrolagus inustus,EN,,1,CITES ID Manual,General,A-102.012.006.005 Dendrolagus inustus_E.pdf
2003,A-102.012.006.005,Manuel d'identification de la CITES - Dendrolagus inustus,FR,A-102.012.006.005,1,CITES ID Manual,General,A-102.012.006.005 Dendrolagus inustus_F.pdf
2003,A-102.012.006.005,Manual de identificación de la CITES - Dendrolagus inustus,ES,A-102.012.006.005,1,CITES ID Manual,General,A-102.012.006.005 Dendrolagus inustus_S.pdf
2003,A-102.012.006.007,CITES ID Manual - Dendrolagus ursinus,EN,,1,CITES ID Manual,General,A-102.012.006.007 Dendrolagus ursinus_E.pdf
2003,A-102.012.006.007,Manuel d'identification de la CITES - Dendrolagus ursinus,FR,A-102.012.006.007,1,CITES ID Manual,General,A-102.012.006.007 Dendrolagus ursinus_F.pdf
2003,A-102.012.006.007,Manual de identificación de la CITES - Dendrolagus ursinus,ES,A-102.012.006.007,1,CITES ID Manual,General,A-102.012.006.007 Dendrolagus ursinus_S.pdf
1983,A-118.003.002.001,CITES ID Manual - Dicerorhinus sumatrensis,EN,,1,CITES ID Manual,General,A-118.003.002.001 Dicerorhinus sumatrensis_E.pdf
1983,A-118.003.002.001,Manual de identificación de la CITES - Dicerorhinus sumatrensis,ES,A-118.003.002.001,1,CITES ID Manual,General,A-118.003.002.001 Dicerorhinus sumatrensis_S.pdf
1983,A-118.003.003.001,CITES ID Manual - Diceros bicornis,EN,,1,CITES ID Manual,General,A-118.003.003.001 Diceros bicornis_E.pdf
1983,A-118.003.003.001,Manual de identificación de la CITES - Diceros bicornis,ES,A-118.003.003.001,1,CITES ID Manual,General,A-118.003.003.001 Diceros bicornis_S.pdf
1988,A-112.004.001.001,CITES ID Manual - Eira barbara,EN,,1,CITES ID Manual,General,A-112.004.001.001 Eira barbara_E.pdf
1988,A-112.004.001.001,Manual de identificación de la CITES - Eira barbara,ES,A-112.004.001.001,1,CITES ID Manual,General,A-112.004.001.001 Eira barbara_S.pdf
1984,A-115.001.000.001,CITES ID Manual - Elephantidae,EN,,1,CITES ID Manual,General,A-115.001.000.001 Elephantidae general notes_E.pdf
1984,A-115.001.000.001,Manual de identificación de la CITES - Elephantidae,ES,A-115.001.000.001,1,CITES ID Manual,General,A-115.001.000.001 Elephantidae general notes_S.pdf
1984,A-115.001.000.002,CITES ID Manual - Elephantidae - Identification key,EN,,1,CITES ID Manual,General,A-115.001.000.002 Elephantidae identification aid_E.pdf
1984,A-115.001.000.002,Manual de identificación de la CITES - Elephantidae - Guía de identificación,ES,A-115.001.000.002,1,CITES ID Manual,General,A-115.001.000.002 Elephantidae identification aid_S.pdf
1984,A-115.001.001.001,CITES ID Manual - Elephas maximus,EN,,1,CITES ID Manual,General,A-115.001.001.001 Elephas maximus_E.pdf
1984,A-115.001.001.001,Manual de identificación de la CITES - Elephas maximus,ES,A-115.001.001.001,1,CITES ID Manual,General,A-115.001.001.001 Elephas maximus_S.pdf
1983,A-112.004.022.001,CITES ID Manual - Enhydra lutris,EN,,1,CITES ID Manual,General,A-112.004.022.001 Enhydra lutris_E.pdf
1983,A-112.004.022.001,Manual de identificación de la CITES - Enhydra lutris,ES,A-112.004.022.001,1,CITES ID Manual,General,A-112.004.022.001 Enhydra lutris_S.pdf
1984,A-110.002.006.001,CITES ID Manual - Epixerus ebii,EN,,1,CITES ID Manual,General,A-110.002.006.001 Epixerus ebii_E.pdf
1984,A-110.002.006.001,Manual de identificación de la CITES - Epixerus ebii,ES,A-110.002.006.001,1,CITES ID Manual,General,A-110.002.006.001 Epixerus ebii_S.pdf
1985,A-118.001.000.001,CITES ID Manual - Equidae,EN,,1,CITES ID Manual,General,A-118.001.000.001 Equidae general notes_E.pdf
1985,A-118.001.000.001,Manual de identificación de la CITES - Equidae,ES,A-118.001.000.001,1,CITES ID Manual,General,A-118.001.000.001 Equidae general notes_S.pdf
1984,A-118.001.001.001,CITES ID Manual - Equus africanus,EN,,1,CITES ID Manual,General,A-118.001.001.001 Equus africanus_E.pdf
1984,A-118.001.001.001,Manual de identificación de la CITES - Equus africanus,ES,A-118.001.001.001,1,CITES ID Manual,General,A-118.001.001.001 Equus africanus_S.pdf
1984,A-118.001.001.004,CITES ID Manual - Equus grevyi,EN,,1,CITES ID Manual,General,A-118.001.001.004 Equus grevyi_E.pdf
1984,A-118.001.001.004,Manual de identificación de la CITES - Equus grevyi,ES,A-118.001.001.004,1,CITES ID Manual,General,A-118.001.001.004 Equus grevyi_S.pdf
1986,A-118.001.001.005,CITES ID Manual - Equus hemionus,EN,,1,CITES ID Manual,General,A-118.001.001.005 Equus hemionus_E.pdf
1986,A-118.001.001.005,Manual de identificación de la CITES - Equus hemionus,ES,A-118.001.001.005,1,CITES ID Manual,General,A-118.001.001.005 Equus hemionus_S.pdf
1984,A-118.001.001.006,CITES ID Manual - Equus przewalskii,EN,,1,CITES ID Manual,General,A-118.001.001.006 Equus przewalskii_E.pdf
1984,A-118.001.001.006,Manual de identificación de la CITES - Equus przewalskii,ES,A-118.001.001.006,1,CITES ID Manual,General,A-118.001.001.006 Equus przewalskii_S.pdf
1985,A-118.001.001.007,CITES ID Manual - Equus zebra,EN,,1,CITES ID Manual,General,A-118.001.001.007 Equus zebra zebra_E.pdf
1985,A-118.001.001.007,Manual de identificación de la CITES - Equus zebra,ES,A-118.001.001.007,1,CITES ID Manual,General,A-118.001.001.007 Equus zebra_S.pdf
1987,A-111.006.001.001,CITES ID Manual - Eschrichtius robustus,EN,,1,CITES ID Manual,General,A-111.006.001.001 Eschrichtius robustus_E.pdf
1987,A-111.006.001.001,Manual de identificación de la CITES - Eschrichtius robustus,ES,A-111.006.001.001,1,CITES ID Manual,General,A-111.006.001.001 Eschrichtius robustus_S.pdf
1987,A-111.008.001.001,CITES ID Manual - Eubalaena glacialis,EN,,1,CITES ID Manual,General,A-111.008.001.001 Eubalaena glacialis_E.pdf
1987,A-111.008.001.001,Manual de identificación de la CITES - Eubalaena glacialis,ES,A-111.008.001.001,1,CITES ID Manual,General,A-111.008.001.001 Balaena glacialis_S.pdf
1984,A-106.001.002.003b,CITES ID Manual - Eulemur coronatus,EN,,1,CITES ID Manual,General,A-106.001.002.003b Lemur coronatus_E.pdf
1984,A-106.001.002.003b,Manual de identificación de la CITES - Eulemur coronatus,ES,A-106.001.002.003b,1,CITES ID Manual,General,A-106.001.002.003b Lemur coronatus_S.pdf
1984,A-106.001.002.002a,CITES ID Manual - Eulemur fulvus,EN,,1,CITES ID Manual,General,A-106.001.002.002a Lemur fulvus_EN.pdf
1984,A-106.001.002.002a,Manual de identificación de la CITES - Eulemur fulvus,ES,A-106.001.002.002a,1,CITES ID Manual,General,A-106.001.002.002a Lemur fulvus_S.pdf
1984,A-106.001.002.002b,CITES ID Manual - Eulemur macaco,EN,,1,CITES ID Manual,General,A-106.001.002.002b Lemur macaco_E.pdf
1984,A-106.001.002.002b,Manual de identificación de la CITES - Eulemur macaco,ES,A-106.001.002.002b,1,CITES ID Manual,General,A-106.001.002.002b Lemur macaco_S.pdf
1984,A-106.001.002.003a,CITES ID Manual - Eulemur mongoz,EN,,1,CITES ID Manual,General,A-106.001.002.003a Lemur mongoz_E.pdf
1984,A-106.001.002.003a,Manual de identificación de la CITES - Eulemur mongoz,ES,A-106.001.002.003a,1,CITES ID Manual,General,A-106.001.002.003a Lemur mongoz_S.pdf
1984,A-106.001.002.004,CITES ID Manual - Eulemur rubriventer,EN,,1,CITES ID Manual,General,A-106.001.002.004 Lemur rubriventer_E.pdf
1984,A-106.001.002.004,Manual de identificación de la CITES - Eulemur rubriventer,ES,A-106.001.002.004,1,CITES ID Manual,General,A-106.001.002.004 Lemur rubriventer_S.pdf
1984,A-106.004.005.001,CITES ID Manual - Euoticus elegantulus,EN,,1,CITES ID Manual,General,A-106.004.005.001 Euoticus elegantulus_E.pdf
1984,A-106.004.005.001,Manual de identificación de la CITES - Euoticus elegantulus,ES,A-106.004.005.001,1,CITES ID Manual,General,A-106.004.005.001 Euoticus elegantulus_S.pdf
1985,A-112.005.015.001,CITES ID Manual - Eupleres goudotii,EN,,1,CITES ID Manual,General,A-112.005.015.001 Eupleres goudotii_E.pdf
1985,A-112.005.015.001,Manual de identificación de la CITES - Eupleres goudotii,ES,A-112.005.015.001,1,CITES ID Manual,General,A-112.005.015.001 Eupleres goudotii_S.pdf
1982,A-112.007.000.001,CITES ID Manual - Felidae,EN,,1,CITES ID Manual,General,A-112.007.000.001 Felidae general notes_E.pdf
1982,A-112.007.000.001,Manual de identificación de la CITES - Felidae,ES,A-112.007.000.001,1,CITES ID Manual,General,A-112.007.000.001 Felidae general notes_S.pdf
1982,A-112.007.000.003,CITES ID Manual - Felidae - Identification key ,EN,,1,CITES ID Manual,General,A-112.007.000.003 Felidae identification aid_E.pdf
1982,A-112.007.000.003,Manual de identificación de la CITES - Felidae - Guía de identificación,ES,A-112.007.000.003,1,CITES ID Manual,General,A-112.007.000.003 Felidae identification aid_S.pdf
1992,A-112.007.001.004,CITES ID Manual - Felis bieti,EN,,1,CITES ID Manual,General,A-112.007.001.004 Felis bieti_E.pdf
1992,A-112.007.001.004,Manual de identificación de la CITES - Felis bieti,ES,A-112.007.001.004,1,CITES ID Manual,General,A-112.007.001.004 Felis bieti_S.pdf
1992,A-112.007.001.007,CITES ID Manual - Felis chaus,EN,,1,CITES ID Manual,General,A-112.007.001.007 Felis chaus_E.pdf
1992,A-112.007.001.007,Manual de identificación de la CITES - Felis chaus,ES,A-112.007.001.007,1,CITES ID Manual,General,A-112.007.001.007 Felis chaus_S.pdf
1992,A-112.007.001.017,CITES ID Manual - Felis margarita,EN,,1,CITES ID Manual,General,A-112.007.001.017 Felis margarita_E.pdf
1992,A-112.007.001.017,Manual de identificación de la CITES - Felis margarita,ES,A-112.007.001.017,1,CITES ID Manual,General,A-112.007.001.017 Felis margarita_S.pdf
1992,A-112.007.001.019,CITES ID Manual - Felis nigripes,EN,,1,CITES ID Manual,General,A-112.007.001.019 Felis nigripes_E.pdf
1992,A-112.007.001.019,Manual de identificación de la CITES - Felis nigripes,ES,A-112.007.001.019,1,CITES ID Manual,General,A-112.007.001.019 Felis nigripes_S.pdf
1992,A-112.007.001.026,CITES ID Manual - Felis silvestris,EN,,1,CITES ID Manual,General,A-112.007.001.026 Felis silvestris_E.pdf
1992,A-112.007.001.026,Manual de identificación de la CITES - Felis silvestris,ES,A-112.007.001.026,1,CITES ID Manual,General,A-112.007.001.026 Felis silvestris_S.pdf
1987,A-111.002.001.001,CITES ID Manual - Feresa attenuata,EN,,1,CITES ID Manual,General,A-111.002.001.001 Feresa attenuata_E.pdf
1987,A-111.002.001.001,Manual de identificación de la CITES - Feresa attenuata,ES,A-111.002.001.001,1,CITES ID Manual,General,A-111.002.001.001 Feresa attenuata_S.pdf
1985,A-112.005.016.001,CITES ID Manual - Fossa fossana,EN,,1,CITES ID Manual,General,A-112.005.016.001 Fossa fossana_E.pdf
1985,A-112.005.016.001,Manual de identificación de la CITES - Fossa fossana,ES,A-112.005.016.001,1,CITES ID Manual,General,A-112.005.016.001 Fossa fossa_S.pdf
1984,A-106.004.006.001,CITES ID Manual - Galago alleni,EN,,1,CITES ID Manual,General,A-106.004.006.001 Galago alleni_E.pdf
1984,A-106.004.006.001,Manual de identificación de la CITES - Galago alleni,ES,A-106.004.006.001,1,CITES ID Manual,General,A-106.004.006.001 Galago alleni_S.pdf
1984,A-106.004.006.003,CITES ID Manual - Galago demidoff,EN,,1,CITES ID Manual,General,A-106.004.006.003 Galago demidovii_E.pdf
1984,A-106.004.006.003,Manual de identificación de la CITES - Galago demidoff,ES,A-106.004.006.003,1,CITES ID Manual,General,A-106.004.006.003 Galago demidovii_S.pdf
1984,A-106.004.006.004,CITES ID Manual - Galago senegalensis,EN,,1,CITES ID Manual,General,A-106.004.006.004 Galago senegalensis_E.pdf
1984,A-106.004.006.004,Manual de identificación de la CITES - Galago senegalensis,ES,A-106.004.006.004,1,CITES ID Manual,General,A-106.004.006.004 Galago senegalensis_S.pdf
1985,A-112.004.002.002,CITES ID Manual - Galictis vittata,EN,,1,CITES ID Manual,General,A-112.004.002.002 Galictis vittata_E.pdf
1985,A-112.004.002.002,Manual de identificación de la CITES - Galictis vittata,ES,A-112.004.002.002,1,CITES ID Manual,General,A-112.004.002.002 Galictis vittata_S.pdf
1987,A-111.002.002.001,CITES ID Manual - Globicephala macrorhynchus,EN,,1,CITES ID Manual,General,A-111.002.002.001 Globicephala macrorhynchus_E.pdf
1987,A-111.002.002.002,CITES ID Manual - Globicephala melas,EN,,1,CITES ID Manual,General,A-111.002.002.002 Globicephala melas_E.pdf
1987,A-111.002.002.002,Manual de identificación de la CITES - Globicephala melas,ES,A-111.002.002.002,1,CITES ID Manual,General,A-111.002.002.002 Globicephala melaena_S.pdf
1985,A-106.009.002.001,CITES ID Manual - Gorilla gorilla,EN,,1,CITES ID Manual,General,A-106.009.002.001 Gorilla gorilla_E.pdf
1985,A-106.009.002.001,Manual de identificación de la CITES - Gorilla gorilla,ES,A-106.009.002.001,1,CITES ID Manual,General,A-106.009.002.001 Gorilla gorilla_S.pdf
1987,A-111.002.010.001,CITES ID Manual - Grampus griseus,EN,,1,CITES ID Manual,General,A-111.002.010.001 Grampus griseus_E.pdf
1987,A-111.002.010.001,Manual de identificación de la CITES - Grampus griseus,ES,A-111.002.010.001,1,CITES ID Manual,General,A-111.002.010.001 Grampus griseus_S.pdf
1984,A-106.001.001.001,CITES ID Manual - Hapalemur griseus,EN,,1,CITES ID Manual,General,A-106.001.001.001 Hapalemur griseus_E.pdf
1984,A-106.001.001.001,Manual de identificación de la CITES - Hapalemur griseus,ES,A-106.001.001.001,1,CITES ID Manual,General,A-106.001.001.001 Hapalemur griseus_S.pdf
1982,A-112.002.002.001,CITES ID Manual - Helarctos malayanus,EN,,1,CITES ID Manual,General,A-112.002.002.001 Helarctos malayanus_E.pdf
1982,A-112.002.002.001,Manual de identificación de la CITES - Helarctos malayanus,ES,A-112.002.002.001,1,CITES ID Manual,General,A-112.002.002.001 Helarctos malayanus_S.pdf
1985,A-112.005.017.001,CITES ID Manual - Hemigalus derbyanus,EN,,1,CITES ID Manual,General,A-112.005.017.001 Hemygalus derbianus_E.pdf
1985,A-112.005.017.001,Manual de identificación de la CITES - Hemigalus derbyanus,ES,A-112.005.017.001,1,CITES ID Manual,General,A-112.005.017.001 Hemigalus derbyanus_S.pdf
1992,A-112.007.001.031,CITES ID Manual - Herpailurus yagouaroundi,EN,,1,CITES ID Manual,General,A-112.007.001.031 Herpailurus yaguarondi_E.pdf
1992,A-112.007.001.031,Manual de identificación de la CITES - Herpailurus yagouaroundi,ES,A-112.007.001.031,1,CITES ID Manual,General,A-112.007.001.031 Herpailurus yaguarondi_S.pdf
1986,A-119.003.001.001,CITES ID Manual - Hexaprotodon liberiensis,EN,,1,CITES ID Manual,General,A-119.003.001.001 Hexaprotodon liberiensis_E.pdf
1986,A-119.003.001.001,Manual de identificación de la CITES - Hexaprotodon liberiensis,ES,A-119.003.001.001,1,CITES ID Manual,General,A-119.003.001.001 Hexaprotodon liberiensis_S.pdf
1986,A-119.006.010.001,CITES ID Manual - Hippocamelus antisensis,EN,,1,CITES ID Manual,General,A-119.006.010.001 Hippocamelus antisensis_E.pdf
1986,A-119.006.010.001,Manual de identificación de la CITES - Hippocamelus antisensis,ES,A-119.006.010.001,1,CITES ID Manual,General,A-119.006.010.001 Hippocamelus antisensis_S.pdf
1986,A-119.006.010.002,CITES ID Manual - Hippocamelus bisulcus,EN,,1,CITES ID Manual,General,A-119.006.010.002 Hippocamelus bisulcus_E.pdf
1986,A-119.006.010.002,Manual de identificación de la CITES - Hippocamelus bisulcus,ES,A-119.006.010.002,1,CITES ID Manual,General,A-119.006.010.002 Hippocamelus bisulcus_S.pdf
1986,A-119.003.002.001,CITES ID Manual - Hippopotamus amphibius,EN,,1,CITES ID Manual,General,A-119.003.002.001 Hippopotamus amphibius_E.pdf
1984,A-119.009.015.001,CITES ID Manual - Hippotragus equinus,EN,,1,CITES ID Manual,General,A-119.009.015.001 Hippotragus equinus_E.pdf
1984,A-119.009.015.001,Manual de identificación de la CITES - Hippotragus equinus,ES,A-119.009.015.001,1,CITES ID Manual,General,A-119.009.015.001 Hippotragus equinus_S.pdf
1987,A-119.009.015.002,CITES ID Manual - Hippotragus niger variani,EN,,1,CITES ID Manual,General,A-119.009.015.002 Hippotragus niger variani_E.pdf
1987,A-119.009.015.002,Manual de identificación de la CITES - Hippotragus niger variani,ES,A-119.009.015.002,1,CITES ID Manual,General,A-119.009.015.002 Hippotragus niger variani_S.pdf
1985,A-106.009.002.000,CITES ID Manual - Hominidae,EN,,1,CITES ID Manual,General,A-106.009.002.000 Pongidae General Notes_E.pdf
1985,A-106.009.002.000,Manual de identificación de la CITES - Hominidae,ES,A-106.009.002.000,1,CITES ID Manual,General,A-106.009.002.000 Pongidae general notes_S.pdf
1985,A-112.006.002.001,CITES ID Manual - Hyaena brunnea,EN,,1,CITES ID Manual,General,A-112.006.002.001 Hyaena brunnea_E.pdf
1985,A-112.006.002.001,Manual de identificación de la CITES - Hyaena brunnea,ES,A-112.006.002.001,1,CITES ID Manual,General,A-112.006.002.001 Hyaena brunnea_S.pdf
1985,A-112.006.000.001,CITES ID Manual - Hyaenidae,EN,,1,CITES ID Manual,General,A-112.006.000.001 Hyaenidae general notes_E.pdf
1985,A-112.006.000.001,Manual de identificación de la CITES - Hyaenidae,ES,A-112.006.000.001,1,CITES ID Manual,General,A-112.006.000.001 Hyaenidae general notes_S.pdf
1983,A-112.004.023.005,CITES ID Manual - Hydrictis maculicollis,EN,,1,CITES ID Manual,General,A-112.004.023.005 Lutra maculicollis_E.pdf
1983,A-112.004.023.005,Manual de identificación de la CITES - Hydrictis maculicollis,ES,A-112.004.023.005,1,CITES ID Manual,General,A-112.004.023.005 Lutra maculicollis_S.pdf
1987,A-119.005.001.001,CITES ID Manual - Hyemoschus aquaticus,EN,,1,CITES ID Manual,General,A-119.005.001.001 Hyemoschus aquaticus_E.pdf
1987,A-119.005.001.001,Manual de identificación de la CITES - Hyemoschus aquaticus,ES,A-119.005.001.001,1,CITES ID Manual,General,A-119.005.001.001 Hyemoschus aquaticus_S.pdf
1987,A-106.009.001.001,CITES ID Manual - Hylobates agilis,EN,,1,CITES ID Manual,General,A-106.009.001.001 Hylobates agilis_E.pdf
1987,A-106.009.001.001,Manual de identificación de la CITES - Hylobates agilis,ES,A-106.009.001.001,1,CITES ID Manual,General,A-106.009.001.001 Hylobates agilis_S.pdf
1987,A-106.009.001.004,CITES ID Manual - Hylobates klossii,EN,,1,CITES ID Manual,General,A-106.009.001.004 Hylobates klossii_E.pdf
1987,A-106.009.001.004,Manual de identificación de la CITES - Hylobates klossii,ES,A-106.009.001.004,1,CITES ID Manual,General,A-106.009.001.004 Hylobates klossii_S.pdf
1987,A-106.009.001.005,CITES ID Manual - Hylobates lar,EN,,1,CITES ID Manual,General,A-106.009.001.005 Hylobates lar_E.pdf
1987,A-106.009.001.005,Manual de identificación de la CITES - Hylobates lar,ES,A-106.009.001.005,1,CITES ID Manual,General,A-106.009.001.005 Hylobates lar_S.pdf
1987,A-106.009.001.006,CITES ID Manual - Hylobates moloch,EN,,1,CITES ID Manual,General,A-106.009.001.006 Hylobates moloch_E.pdf
1987,A-106.009.001.006,Manual de identificación de la CITES - Hylobates moloch,ES,A-106.009.001.006,1,CITES ID Manual,General,A-106.009.001.006 Hylobates moloch_S.pdf
1987,A-106.009.001.009,CITES ID Manual - Hylobates muelleri,EN,,1,CITES ID Manual,General,A-106.009.001.009 Hylobates muelleri_E.pdf
1987,A-106.009.001.009,Manual de identificación de la CITES - Hylobates muelleri,ES,A-106.009.001.009,1,CITES ID Manual,General,A-106.009.001.009 Hylobates muelleri_S.pdf
1987,A-106.009.001.007,CITES ID Manual - Hylobates pileatus,EN,,1,CITES ID Manual,General,A-106.009.001.007 Hylobates pileatus_E.pdf
1987,A-106.009.001.007,Manual de identificación de la CITES - Hylobates pileatus,ES,A-106.009.001.007,1,CITES ID Manual,General,A-106.009.001.007 Hylobates pileatus_S.pdf
1987,A-106.009.001.000,CITES ID Manual - Hylobatidae,EN,,1,CITES ID Manual,General,A-106.009.001.000 Hylobatidae General Notes_E.pdf
1987,A-106.009.001.000,Manual de identificación de la CITES - Hylobatidae,ES,A-106.009.001.000,1,CITES ID Manual,General,A-106.009.001.000 Hylobatidae general notes_S.pdf
1987,A-111.005.002.001,CITES ID Manual - Hyperoodon ampullatus,EN,,1,CITES ID Manual,General,A-111.005.002.001 Hyperoodon ampullatus_E.pdf
1987,A-111.005.002.001,Manual de identificación de la CITES - Hyperoodon ampullatus,ES,A-111.005.002.001,1,CITES ID Manual,General,A-111.005.002.001 Hyperoodon ampullatus_S.pdf
1987,A-111.005.002.002,CITES ID Manual - Hyperoodon planifrons,EN,,1,CITES ID Manual,General,A-111.005.002.002 Hyperoodon planifrons_E.pdf
1987,A-111.005.002.002,Manual de identificación de la CITES - Hyperoodon planifrons,ES,A-111.005.002.002,1,CITES ID Manual,General,A-111.005.002.002 Hyperoodon planifrons_S.pdf
1987,A-111.005.003.001,CITES ID Manual - Indopacetus pacificus,EN,,1,CITES ID Manual,General,A-111.005.003.001 Indopacetus pacificus_E.pdf
1987,A-111.005.003.001,Manual de identificación de la CITES - Indopacetus pacificus,ES,A-111.005.003.001,1,CITES ID Manual,General,A-111.005.003.001 Indopacetus pacificus_S.pdf
1984,A-106.002.002.001,CITES ID Manual - Indri indri,EN,,1,CITES ID Manual,General,A-106.002.002.001 Indri indri_E.pdf
1984,A-106.002.002.001,Manual de identificación de la CITES - Indri indri,ES,A-106.002.002.001,1,CITES ID Manual,General,A-106.002.002.001 Indri indri_S.pdf
1988,A-111.001.001.001,CITES ID Manual - Inia geoffrensis,EN,,1,CITES ID Manual,General,A-111.001.001.001 Inia geoffrensis_E.pdf
1988,A-111.001.001.001,Manual de identificación de la CITES - Inia geoffrensis,ES,A-111.001.001.001,1,CITES ID Manual,General,A-111.001.001.001 Inia geoffrensis_S.pdf
1987,A-119.009.016.003,CITES ID Manual - Kobus leche,EN,,1,CITES ID Manual,General,A-119.009.016.003 Kobus leche_E.pdf
1987,A-119.009.016.003,Manual de identificación de la CITES - Kobus leche,ES,A-119.009.016.003,1,CITES ID Manual,General,A-119.009.016.003 Kobus leche_S.pdf
1987,A-111.004.001.001,CITES ID Manual - Kogia breviceps,EN,,1,CITES ID Manual,General,A-111.004.001.001 Kogia breviceps_E.pdf
1987,A-111.004.001.001,Manual de identificación de la CITES - Kogia breviceps,ES,A-111.004.001.001,1,CITES ID Manual,General,A-111.004.001.001 Kogia breviceps_S.pdf
1987,A-111.004.001.002,CITES ID Manual - Kogia sima,EN,,1,CITES ID Manual,General,A-111.004.001.002 Kogia simus_E.pdf
1987,A-111.004.001.002,Manual de identificación de la CITES - Kogia sima,ES,A-111.004.001.002,1,CITES ID Manual,General,A-111.004.001.002 Kogia simus_S.pdf
1987,A-111.002.011.001,CITES ID Manual - Lagenodelphis hosei,EN,,1,CITES ID Manual,General,A-111.002.011.001 Lagenodelphis hosei_E.pdf
1987,A-111.002.011.001,Manual de identificación de la CITES - Lagenodelphis hosei,ES,A-111.002.011.001,1,CITES ID Manual,General,A-111.002.011.001 Lagenodelphis hosei_S.pdf
1987,A-111.002.012.001,CITES ID Manual - Lagenorhynchus acutus,EN,,1,CITES ID Manual,General,A-111.002.012.001 Lagenorhynchus acutus_E.pdf
1987,A-111.002.012.001,Manual de identificación de la CITES - Lagenorhynchus acutus,ES,A-111.002.012.001,1,CITES ID Manual,General,A-111.002.012.001 Lagenorhynchus acutus_S.pdf
1987,A-111.002.012.002,CITES ID Manual - Lagenorhynchus albirostris,EN,,1,CITES ID Manual,General,A-111.002.012.002 Lagenorhynchus albirostris_E.pdf
1987,A-111.002.012.002,Manual de identificación de la CITES - Lagenorhynchus albirostris,ES,A-111.002.012.002,1,CITES ID Manual,General,A-111.002.012.002 Lagenorhynchus albirostris_S.pdf
1987,A-111.002.012.003,CITES ID Manual - Lagenorhynchus australis,EN,,1,CITES ID Manual,General,A-111.002.012.003 Lagenorhynchus australis_E.pdf
1987,A-111.002.012.003,Manual de identificación de la CITES - Lagenorhynchus australis,ES,A-111.002.012.003,1,CITES ID Manual,General,A-111.002.012.003 Lagenorhynchus australis_S.pdf
1987,A-111.002.012.004,CITES ID Manual - Lagenorhynchus cruciger,EN,,1,CITES ID Manual,General,A-111.002.012.004 Lagenorhynchus cruciger_E.pdf
1987,A-111.002.012.004,Manual de identificación de la CITES - Lagenorhynchus cruciger,ES,A-111.002.012.004,1,CITES ID Manual,General,A-111.002.012.004 Lagenorhynchus cruciger_S.pdf
1987,A-111.002.012.005,CITES ID Manual - Lagenorhynchus obliquidens,EN,,1,CITES ID Manual,General,A-111.002.012.005 Lagenorhynchus obliquidens_E.pdf
1987,A-111.002.012.006,Manual de identificación de la CITES - Lagenorhynchus obscurus,ES,A-111.002.012.006,1,CITES ID Manual,General,A-111.002.012.006 Lagenorhynchus obscurs_S.pdf
1987,A-111.002.012.006,CITES ID Manual - Lagenorhynchus obscurus,EN,,1,CITES ID Manual,General,A-111.002.012.006 Lagenorhynchus obscurus_E.pdf
1981,A-102.012.009.003,CITES ID Manual - Lagorchestes hirsutus,EN,,1,CITES ID Manual,General,A-102.012.009.003 Lagorchestes hirsutus_E.pdf
1981,A-102.012.009.003,Manual de identificación de la CITES - Lagorchestes hirsutus,ES,A-102.012.009.003,1,CITES ID Manual,General,A-102.012.009.003 Lagorchestes hirsutus_S.pdf
1981,A-102.012.010.001,CITES ID Manual - Lagostrophus fasciatus,EN,,1,CITES ID Manual,General,A-102.012.010.001 Lagostrophus fasciatus_E.pdf
1981,A-102.012.010.001,Manual de identificación de la CITES - Lagostrophus fasciatus,ES,A-102.012.010.001,1,CITES ID Manual,General,A-102.012.010.001 Lagostrophus fasciatus_S.pdf
1984,A-119.004.002.001,CITES ID Manual - Lama guanicoe,EN,,1,CITES ID Manual,General,A-119.004.002.001 Lama guanicoe_E.pdf
1984,A-119.004.002.001,Manual de identificación de la CITES - Lama guanicoe,ES,A-119.004.002.001,1,CITES ID Manual,General,A-119.004.002.001 Lama guanicoe_S.pdf
