Date,Manual ID,Title,Lang,Master Document,Volume,Type,General/ Part,PDF Filename trimmed
1984,A-110.002.015.001,CITES ID Manual - Lariscus hosei,EN,,1,CITES ID Manual,General,A-110.002.015.001 Lariscus hosei_E.pdf
1984,A-110.002.015.001,Manual de identificación de la CITES - Lariscus hosei,ES,A-110.002.015.001,1,CITES ID Manual,General,A-110.002.015.001 Lariscus hosei_S.pdf
1981,A-102.011.001.002,CITES ID Manual - Lasiorhinus krefftii,EN,,1,CITES ID Manual,General,A-102.011.001.002 Lasiorhinus krefftii_E.pdf
1981,A-102.011.001.002,Manual de identificación de la CITES - Lasiorhinus krefftii,ES,A-102.011.001.002,1,CITES ID Manual,General,A-102.011.001.002 Lasiorhinus krefftii_S.pdf
1984,A-106.001.002.001,CITES ID Manual - Lemur catta,EN,,1,CITES ID Manual,General,A-106.001.002.001 Lemur catta_E.pdf
1984,A-106.001.002.001,Manual de identificación de la CITES - Lemur catta,ES,A-106.001.002.001,1,CITES ID Manual,General,A-106.001.002.001 Lemur catta_S.pdf
1992,A-112.007.001.008,CITES ID Manual - Leopardus colocola,EN,,1,CITES ID Manual,General,A-112.007.001.008 Oncifelis colocolo_E.pdf
1992,A-112.007.001.008,Manual de identificación de la CITES - Leopardus colocola,ES,A-112.007.001.008,1,CITES ID Manual,General,A-112.007.001.008 Felis colocolo_S.pdf
1992,A-112.007.001.010,CITES ID Manual - Leopardus geoffroyi,EN,,1,CITES ID Manual,General,A-112.007.001.010 Oncifelis geoffroyi_E.pdf
1992,A-112.007.001.010,Manual de identificación de la CITES - Leopardus geoffroyi,ES,A-112.007.001.010,1,CITES ID Manual,General,A-112.007.001.010 Oncifelis geoffroyi_S.pdf
1992,A-112.007.001.011,CITES ID Manual - Leopardus guigna,EN,,1,CITES ID Manual,General,A-112.007.001.011 Felis guigna_E.pdf
1992,A-112.007.001.011,Manual de identificación de la CITES - Leopardus guigna,ES,A-112.007.001.011,1,CITES ID Manual,General,A-112.007.001.011 Oncifelis guigna_S.pdf
1992,A-112.007.001.013,CITES ID Manual - Leopardus jacobita,EN,,1,CITES ID Manual,General,A-112.007.001.013 Oreailurus jacobita_E.pdf
1992,A-112.007.001.013,Manual de identificación de la CITES - Leopardus jacobita,ES,A-112.007.001.013,1,CITES ID Manual,General,A-112.007.001.013 Oreailurus jacobita_S.pdf
1992,A-112.007.001.020,CITES ID Manual - Leopardus pardalis,EN,,1,CITES ID Manual,General,A-112.007.001.020 Leopardus pardalis_E.pdf
1992,A-112.007.001.020,Manual de identificación de la CITES - Leopardus pardalis,ES,A-112.007.001.020,1,CITES ID Manual,General,A-112.007.001.020 Leopardus pardalis_S.pdf
1992,A-112.007.001.028,CITES ID Manual - Leopardus tigrinus,EN,,1,CITES ID Manual,General,A-112.007.001.028 Leopardus tigrinus_E.pdf
1992,A-112.007.001.028,Manual de identificación de la CITES - Leopardus tigrinus,ES,A-112.007.001.028,1,CITES ID Manual,General,A-112.007.001.028 Felis tigrina_S.pdf
1992,A-112.007.001.030,CITES ID Manual - Leopardus wiedii,EN,,1,CITES ID Manual,General,A-112.007.001.030 Leopardus wiedii_E.pdf
1992,A-112.007.001.030,Manual de identificación de la CITES - Leopardus wiedii,ES,A-112.007.001.030,1,CITES ID Manual,General,A-112.007.001.030 Felis wiedii_S.pdf
1984,A-106.001.003.000,CITES ID Manual - Lepilemur,EN,,1,CITES ID Manual,General,A-106.001.003.000 Lepilemur_E.pdf
1984,A-106.001.003.000,Manual de identificación de la CITES - Lepilemur,ES,A-106.001.003.000,1,CITES ID Manual,General,A-106.001.003.000 Lepilemur_S.pdf
1985,A-109.002.000.001,CITES ID Manual - Leporidae,EN,,1,CITES ID Manual,General,A-109.002.000.001 Leporidae General Notes_E.pdf
1985,A-109.002.000.001,Manual de identificación de la CITES - Leporidae,ES,A-109.002.000.001,1,CITES ID Manual,General,A-109.002.000.001 Leporidae general notes_S.pdf
1992,A-112.007.001.025,CITES ID Manual - Leptailurus serval,EN,,1,CITES ID Manual,General,A-112.007.001.025 Leptailurus serval_E.pdf
1992,A-112.007.001.025,Manual de identificación de la CITES - Leptailurus serval,ES,A-112.007.001.025,1,CITES ID Manual,General,A-112.007.001.025 Felis serval_S.pdf
1988,A-111.001.002.001,CITES ID Manual - Lipotes vexillifer,EN,,1,CITES ID Manual,General,A-111.001.002.001 Lipotes vexillifer_E.pdf
1988,A-111.001.002.001,Manual de identificación de la CITES - Lipotes vexillifer,ES,A-111.001.002.001,1,CITES ID Manual,General,A-111.001.002.001 Lipotes vexillifer_S.pdf
1987,A-111.002.007.001,CITES ID Manual - Lissodelphis borealis,EN,,1,CITES ID Manual,General,A-111.002.007.001 Lissodelphis borealis_E.pdf
1987,A-111.002.007.001,Manual de identificación de la CITES - Lissodelphis borealis,ES,A-111.002.007.001,1,CITES ID Manual,General,A-111.002.007.001 Lissodelphis borealis_S.pdf
1987,A-111.002.007.002,CITES ID Manual - Lissodelphis peronii,EN,,1,CITES ID Manual,General,A-111.002.007.002 Lissodolphis peronii_E.pdf
1987,A-111.002.007.002,Manual de identificación de la CITES - Lissodelphis peronii,ES,A-111.002.007.002,1,CITES ID Manual,General,A-111.002.007.002 Lissodelphis peronii_S.pdf
1983,A-112.004.023.001,CITES ID Manual - Lontra canadensis,EN,,1,CITES ID Manual,General,A-112.004.023.001 Lutra canadensis_E.pdf
1983,A-112.004.023.001,Manual de identificación de la CITES - Lontra canadensis,ES,A-112.004.023.001,1,CITES ID Manual,General,A-112.004.023.001 Lutra canadensis_S.pdf
1983,A-112.004.023.002,CITES ID Manual - Lontra felina,EN,,1,CITES ID Manual,General,A-112.004.023.002 Lutra felina_E.pdf
1983,A-112.004.023.002,Manual de identificación de la CITES - Lontra felina,ES,A-112.004.023.002,1,CITES ID Manual,General,A-112.004.023.002 Lutra felina_S.pdf
1983,A-112.004.023.003,CITES ID Manual - Lontra longicaudis,EN,,1,CITES ID Manual,General,A-112.004.023.003 Lutra longicaudis_E.pdf
1983,A-112.004.023.003,Manual de identificación de la CITES - Lontra longicaudis,ES,A-112.004.023.003,1,CITES ID Manual,General,A-112.004.023.003 Lutra longicaudis_S.pdf
1983,A-112.004.023.007,CITES ID Manual - Lontra provocax,EN,,1,CITES ID Manual,General,A-112.004.023.007 Lutra provocax_E.pdf
1983,A-112.004.023.007,Manual de identificación de la CITES - Lontra provocax,ES,A-112.004.023.007,1,CITES ID Manual,General,A-112.004.023.007 Lutra provocax_S.pdf
1987,A-106.008.001.001,CITES ID Manual - Lophocebus albigena,EN,,1,CITES ID Manual,General,A-106.008.001.001 Lophocebus albigena_E.pdf
1987,A-106.008.001.001,Manual de identificación de la CITES - Lophocebus albigena,ES,A-106.008.001.001,1,CITES ID Manual,General,A-106.008.001.001 Lophocebus albigena_S.pdf
1987,A-106.008.001.002,CITES ID Manual - Lophocebus aterrimus,EN,,1,CITES ID Manual,General,A-106.008.001.002 Cercocebus aterrimus_E.pdf
1987,A-106.008.001.002,Manual de identificación de la CITES - Lophocebus aterrimus,ES,A-106.008.001.002,1,CITES ID Manual,General,A-106.008.001.002 Cercocebus aterrimus_S.pdf
1984,A-106.004.002.001,CITES ID Manual - Loris tardigradus,EN,,1,CITES ID Manual,General,A-106.004.002.001 Loris tardigradus_E.pdf
1984,A-106.004.002.001,Manual de identificación de la CITES - Loris tardigradus,ES,A-106.004.002.001,1,CITES ID Manual,General,A-106.004.002.001 Loris tardigradus_S.pdf
1984,A-115.001.002.001,CITES ID Manual - Loxodonta africana,EN,,1,CITES ID Manual,General,A-115.001.002.001 Loxodonta africana_E.pdf
1984,A-115.001.002.001,Manual de identificación de la CITES - Loxodonta africana,ES,A-115.001.002.001,1,CITES ID Manual,General,A-115.001.002.001 Loxodonta africana_S.pdf
1983,A-112.004.023.004,CITES ID Manual - Lutra lutra,EN,,1,CITES ID Manual,General,A-112.004.023.004 Lutra lutra_E.pdf
1983,A-112.004.023.004,Manual de identificación de la CITES - Lutra lutra,ES,A-112.004.023.004,1,CITES ID Manual,General,A-112.004.023.004 Lutra lutra_S.pdf
1983,A-112.004.023.008,CITES ID Manual - Lutra sumatrana,EN,,1,CITES ID Manual,General,A-112.004.023.008 Lutra sumatrana_E.pdf
1983,A-112.004.023.008,Manual de identificación de la CITES - Lutra sumatrana,ES,A-112.004.023.008,1,CITES ID Manual,General,A-112.004.023.008 Lutra sumatrana_S.pdf
1983,A-112.004.000.003,CITES ID Manual - Lutrinae - Identification key,EN,,1,CITES ID Manual,General,A-112.004.000.003 Lutrinae identification aid_E.pdf
1983,A-112.004.000.003,Manual de identificación de la CITES - Lutrinae - Guía de identificación,ES,A-112.004.000.003,1,CITES ID Manual,General,A-112.004.000.003 Lutrinae identification aid_S.pdf
1983,A-112.004.023.006,CITES ID Manual - Lutrogale perspicillata,EN,,1,CITES ID Manual,General,A-112.004.023.006 Lutra perspicillata_E.pdf
1984,A-112.001.007.001,CITES ID Manual - Lycalopex culpaeus,EN,,1,CITES ID Manual,General,A-112.001.007.001 Pseudalopex culpaeus_E.pdf
1984,A-112.001.007.001,Manual de identificación de la CITES - Lycalopex culpaeus,ES,A-112.001.007.001,1,CITES ID Manual,General,A-112.001.007.001 Pseudalopex culpaeus_S.pdf
1984,A-112.001.007.002,CITES ID Manual - Lycalopex griseus,EN,,1,CITES ID Manual,General,A-112.001.007.002 Pseudalopex griseus_E.pdf
1984,A-112.001.007.002,Manual de identificación de la CITES - Lycalopex griseus,ES,A-112.001.007.002,1,CITES ID Manual,General,A-112.001.007.002 Pseudalopex griseus_S.pdf
2004,A-112.001.007.003,Manual de identificación de la CITES - Lycalopex gymnocercus,ES,,1,CITES ID Manual,General,A-112.001.007.003 Pseudalopex gymnocercus_S.pdf
1992,A-112.007.001.015,CITES ID Manual - Lynx lynx,EN,,1,CITES ID Manual,General,A-112.007.001.015 Lynx lynx_E.pdf
1992,A-112.007.001.015,Manual de identificación de la CITES - Lynx lynx,ES,A-112.007.001.015,1,CITES ID Manual,General,A-112.007.001.015 Lynx lynx_S.pdf
1992,A-112.007.001.024,CITES ID Manual - Lynx rufus,EN,,1,CITES ID Manual,General,A-112.007.001.024 Lynx rufus_E.pdf
1992,A-112.007.001.024,Manual de identificación de la CITES - Lynx rufus,ES,A-112.007.001.024,1,CITES ID Manual,General,A-112.007.001.024 Felis rufa_S.pdf
1987,A-106.008.003.000,CITES ID Manual - Macaca,EN,,1,CITES ID Manual,General,A-106.008.003.000 Macaca general notes_E.pdf
1987,A-106.008.003.000,Manual de identificación de la CITES - Macaca,ES,A-106.008.003.000,1,CITES ID Manual,General,A-106.008.003.000 Macaca general notes_S.pdf
1987,A-106.008.003.001,CITES ID Manual - Macaca arctoides,EN,,1,CITES ID Manual,General,A-106.008.003.001 Macaca arctoides_E.pdf
1987,A-106.008.003.001,Manual de identificación de la CITES - Macaca arctoides,ES,A-106.008.003.001,1,CITES ID Manual,General,A-106.008.003.001 Macaca arctoides_S.pdf
1987,A-106.008.003.002,CITES ID Manual - Macaca assamensis,EN,,1,CITES ID Manual,General,A-106.008.003.002 Macaca assamensis_E.pdf
1987,A-106.008.003.002,Manual de identificación de la CITES - Macaca assamensis,ES,A-106.008.003.002,1,CITES ID Manual,General,A-106.008.003.002 Macaca assamensis_S.pdf
1987,A-106.008.003.003,CITES ID Manual - Macaca cyclopis,EN,,1,CITES ID Manual,General,A-106.008.003.003 Macaca cyclopis_E.pdf
1987,A-106.008.003.003,Manual de identificación de la CITES - Macaca cyclopis,ES,A-106.008.003.003,1,CITES ID Manual,General,A-106.008.003.003 Macaca cyclopis_S.pdf
1987,A-106.008.003.004,CITES ID Manual - Macaca fascicularis,EN,,1,CITES ID Manual,General,A-106.008.003.004 Macaca fascicularis_E.pdf
1987,A-106.008.003.004,Manual de identificación de la CITES - Macaca fascicularis,ES,A-106.008.003.004,1,CITES ID Manual,General,A-106.008.003.004 Macaca fascicularis_S.pdf
1987,A-106.008.003.005,CITES ID Manual - Macaca fuscata,EN,,1,CITES ID Manual,General,A-106.008.003.005 Macaca fuscata_E.pdf
1987,A-106.008.003.005,Manual de identificación de la CITES - Macaca fuscata,ES,A-106.008.003.005,1,CITES ID Manual,General,A-106.008.003.005 Macaca fuscata_S.pdf
1987,A-106.008.003.008a,CITES ID Manual - Macaca maura,EN,,1,CITES ID Manual,General,A-106.008.003.008a Macaca maura_E.pdf
1987,A-106.008.003.008a,Manual de identificación de la CITES - Macaca maura,ES,A-106.008.003.008a,1,CITES ID Manual,General,A-106.008.003.008a Macaca maura_S.pdf
1987,A-106.008.003.006,CITES ID Manual - Macaca mulatta,EN,,1,CITES ID Manual,General,A-106.008.003.006 Macaca mulatta_E.pdf
1987,A-106.008.003.006,Manual de identificación de la CITES - Macaca mulatta,ES,A-106.008.003.006,1,CITES ID Manual,General,A-106.008.003.006 Macaca mulatta_S.pdf
1987,A-106.008.003.007,CITES ID Manual - Macaca nemestrina,EN,,1,CITES ID Manual,General,A-106.008.003.007 Macaca nemestrina_E.pdf
1987,A-106.008.003.007,Manual de identificación de la CITES - Macaca nemestrina,ES,A-106.008.003.007,1,CITES ID Manual,General,A-106.008.003.007 Macaca nemestrina_S.pdf
1987,A-106.008.003.008b,CITES ID Manual - Macaca nigra,EN,,1,CITES ID Manual,General,A-106.008.003.008b Macaca nigra_E.pdf
1987,A-106.008.003.008b,Manual de identificación de la CITES - Macaca nigra,ES,A-106.008.003.008b,1,CITES ID Manual,General,A-106.008.003.008b Macaca nigra_S.pdf
1987,A-106.008.003.008c,CITES ID Manual - Macaca ochreata,EN,,1,CITES ID Manual,General,A-106.008.003.008c Macaca ochreata_E.pdf
1987,A-106.008.003.008c,Manual de identificación de la CITES - Macaca ochreata,ES,A-106.008.003.008c,1,CITES ID Manual,General,A-106.008.003.008c Macaca ochreata_S.pdf
1987,A-106.008.003.009,CITES ID Manual - Macaca radiata,EN,,1,CITES ID Manual,General,A-106.008.003.009 Macaca radiata_E.pdf
1987,A-106.008.003.009,Manual de identificación de la CITES - Macaca radiata,ES,A-106.008.003.009,1,CITES ID Manual,General,A-106.008.003.009 Macaca radiata_S.pdf
1987,A-106.008.003.010,CITES ID Manual - Macaca silenus,EN,,1,CITES ID Manual,General,A-106.008.003.010 Macaca silenus_E.pdf
1987,A-106.008.003.010,Manual de identificación de la CITES - Macaca silenus,ES,A-106.008.003.010,1,CITES ID Manual,General,A-106.008.003.010 Macaca silenus_S.pdf
1987,A-106.008.003.011,CITES ID Manual - Macaca sinica,EN,,1,CITES ID Manual,General,A-106.008.003.011 Macaca sinica_E.pdf
1987,A-106.008.003.011,Manual de identificación de la CITES - Macaca sinica,ES,A-106.008.003.011,1,CITES ID Manual,General,A-106.008.003.011 Macaca sinica_S.pdf
1987,A-106.008.003.012,CITES ID Manual - Macaca sylvanus,EN,,1,CITES ID Manual,General,A-106.008.003.012 Macaca sylvanus_E.pdf
1987,A-106.008.003.012,Manual de identificación de la CITES - Macaca sylvanus,ES,A-106.008.003.012,1,CITES ID Manual,General,A-106.008.003.012 Macaca sylvanus_S.pdf
1987,A-106.008.003.013,CITES ID Manual - Macaca thibetana,EN,,1,CITES ID Manual,General,A-106.008.003.013 Macaca thibetana_E.pdf
1987,A-106.008.003.013,Manual de identificación de la CITES - Macaca thibetana,ES,A-106.008.003.013,1,CITES ID Manual,General,A-106.008.003.013 Macaca thibetana_S.pdf
1987,A-106.008.003.008d,CITES ID Manual - Macaca tonkeana,EN,,1,CITES ID Manual,General,A-106.008.003.008d Macaca tonkeana_E.pdf
1987,A-106.008.003.008d,Manual de identificación de la CITES - Macaca tonkeana,ES,A-106.008.003.008d,1,CITES ID Manual,General,A-106.008.003.008d Macaca tonkeana_S.pdf
1981,A-102.004.004.001,CITES ID Manual - Macrotis lagotis,EN,,1,CITES ID Manual,General,A-102.004.004.001 Macrotis lagotis_E.pdf
1981,A-102.004.004.001,Manual de identificación de la CITES - Macrotis lagotis,ES,A-102.004.004.001,1,CITES ID Manual,General,A-102.004.004.001 Macrotis lagotis_S.pdf
1981,A-102.004.004.002,CITES ID Manual - Macrotis leucura,EN,,1,CITES ID Manual,General,A-102.004.004.002 Macrotis leucura_E.pdf
1981,A-102.004.004.002,Manual de identificación de la CITES - Macrotis leucura,ES,A-102.004.004.002,1,CITES ID Manual,General,A-102.004.004.002 Macrotis leucura_S.pdf
1986,A-108.001.000.001,CITES ID Manual - Manidae,EN,,1,CITES ID Manual,General,A-108.001.000.001 Manidae General Notes_E.pdf
1986,A-108.001.000.001,Manual de identificación de la CITES - Manidae,ES,A-108.001.000.001,1,CITES ID Manual,General,A-108.001.000.001 Manidae general notes_S.pdf
1986,A-108.001.000.002,CITES ID Manual - Manidae - Identification key,EN,,1,CITES ID Manual,General,A-108.001.000.002 Manidae identification key_E.pdf
1986,A-108.001.000.002,Manual de identificación de la CITES - Manidae - Guía de identificación,ES,A-108.001.000.002,1,CITES ID Manual,General,A-108.001.000.002 Manidae identification aid_S.pdf
1986,A-108.001.001.001,CITES ID Manual - Manis crassicaudata,EN,,1,CITES ID Manual,General,A-108.001.001.001 Manis crassicaudata_E.pdf
1986,A-108.001.001.001,Manual de identificación de la CITES - Manis crassicaudata,ES,A-108.001.001.001,1,CITES ID Manual,General,A-108.001.001.001 Manis crassicaudata_S.pdf
1986,A-108.001.001.002,CITES ID Manual - Manis gigantea,EN,,1,CITES ID Manual,General,A-108.001.001.002 Manis gigantea_E.pdf
1986,A-108.001.001.002,Manual de identificación de la CITES - Manis gigantea,ES,A-108.001.001.002,1,CITES ID Manual,General,A-108.001.001.002 Manis gigantea_S.pdf
1986,A-108.001.001.003,CITES ID Manual - Manis javanica,EN,,1,CITES ID Manual,General,A-108.001.001.003 Manis javanica_E.pdf
1986,A-108.001.001.003,Manual de identificación de la CITES - Manis javanica,ES,A-108.001.001.003,1,CITES ID Manual,General,A-108.001.001.003 Manis javanica_S.pdf
1986,A-108.001.001.005,CITES ID Manual - Manis pentadactyla,EN,,1,CITES ID Manual,General,A-108.001.001.005 Manis pentadactyla_E.pdf
1986,A-108.001.001.005,Manual de identificación de la CITES - Manis pentadactyla,ES,A-108.001.001.005,1,CITES ID Manual,General,A-108.001.001.005 Manis pentadactyla_S.pdf
1986,A-108.001.001.006,CITES ID Manual - Manis temminckii,EN,,1,CITES ID Manual,General,A-108.001.001.006 Manis temminckii_E.pdf
1986,A-108.001.001.006,Manual de identificación de la CITES - Manis temminckii,ES,A-108.001.001.006,1,CITES ID Manual,General,A-108.001.001.006 Manis temminckii_S.pdf
1986,A-108.001.001.004,CITES ID Manual - Manis tetradactyla,EN,,1,CITES ID Manual,General,A-108.001.001.004 Manis tetradactyla_E.pdf
1986,A-108.001.001.004,Manual de identificación de la CITES - Manis tetradactyla,ES,A-108.001.001.004,1,CITES ID Manual,General,A-108.001.001.004 Manis tetradactyla_S.pdf
1986,A-108.001.001.007,CITES ID Manual - Manis tricuspis,EN,,1,CITES ID Manual,General,A-108.001.001.007 Manis tricuspis_E.pdf
1986,A-108.001.001.007,Manual de identificación de la CITES - Manis tricuspis,ES,A-108.001.001.007,1,CITES ID Manual,General,A-108.001.001.007 Manis tricuspis_S.pdf
1987,A-107.002.002.000,CITES ID Manual - Megalonychidae,EN,,1,CITES ID Manual,General,A-107.002.002.000 Megalonychidae general notes_E.pdf
1987,A-107.002.002.000,Manual de identificación de la CITES - Megalonychidae,ES,A-107.002.002.000,1,CITES ID Manual,General,A-107.002.002.000 Choloepidae general notes_S.pdf
1987,A-111.007.002.001,CITES ID Manual - Megaptera novaeangliae,EN,,1,CITES ID Manual,General,A-111.007.002.001 Megaptera novaeangliae_E.pdf
1987,A-111.007.002.001,Manual de identificación de la CITES - Megaptera novaeangliae,ES,A-111.007.002.001,1,CITES ID Manual,General,A-111.007.002.001 Megaptera novaeangliae_S.pdf
1985,A-112.004.011.001,CITES ID Manual - Mellivora capensis,EN,,1,CITES ID Manual,General,A-112.004.011.001 Mellivora capensis_E.pdf
1985,A-112.004.011.001,Manual de identificación de la CITES - Mellivora capensis,ES,A-112.004.011.001,1,CITES ID Manual,General,A-112.004.011.001 Mellivora capensis_S.pdf
1982,A-112.002.003.001,CITES ID Manual - Melursus ursinus,EN,,1,CITES ID Manual,General,A-112.002.003.001 Melursus ursinus_E.pdf
1982,A-112.002.003.001,Manual de identificación de la CITES - Melursus ursinus,ES,A-112.002.003.001,1,CITES ID Manual,General,A-112.002.003.001 Melursus ursinus_S.pdf
1987,A-111.005.004.001,CITES ID Manual - Mesoplodon bidens,EN,,1,CITES ID Manual,General,A-111.005.004.001 Mesoplodon bidens_E.pdf
1987,A-111.005.004.001,Manual de identificación de la CITES - Mesoplodon bidens,ES,A-111.005.004.001,1,CITES ID Manual,General,A-111.005.004.001 Mesoplodon bidens_S.pdf
1987,A-111.005.004.002,CITES ID Manual - Mesoplodon bowdoini,EN,,1,CITES ID Manual,General,A-111.005.004.002 Mesoplodon bowdoini_E.pdf
1987,A-111.005.004.002,Manual de identificación de la CITES - Mesoplodon bowdoini,ES,A-111.005.004.002,1,CITES ID Manual,General,A-111.005.004.002 Mesoplodon bowdoini_S.pdf
1987,A-111.005.004.003,CITES ID Manual - Mesoplodon carlhubbsi,EN,,1,CITES ID Manual,General,A-111.005.004.003 Mesoplodon carlhubbsi_E.pdf
1987,A-111.005.004.003,Manual de identificación de la CITES - Mesoplodon carlhubbsi,ES,A-111.005.004.003,1,CITES ID Manual,General,A-111.005.004.003 Mesoplodon carlhubbsi_S.pdf
1987,A-111.005.004.004,CITES ID Manual - Mesoplodon densirostris,EN,,1,CITES ID Manual,General,A-111.005.004.004 Mesoplodon densirostris_E.pdf
1987,A-111.005.004.004,Manual de identificación de la CITES - Mesoplodon densirostris,ES,A-111.005.004.004,1,CITES ID Manual,General,A-111.005.004.004 Mesoplodon densirostris_S.pdf
1987,A-111.005.004.005,CITES ID Manual - Mesoplodon europaeus,EN,,1,CITES ID Manual,General,A-111.005.004.005 Mesoplodon europaeus_E.pdf
1987,A-111.005.004.005,Manual de identificación de la CITES - Mesoplodon europaeus,ES,A-111.005.004.005,1,CITES ID Manual,General,A-111.005.004.005 Mesoplodon europaeus_S.pdf
1987,A-111.005.004.006,CITES ID Manual - Mesoplodon ginkgodens,EN,,1,CITES ID Manual,General,A-111.005.004.006 Mesoplodon ginkgodens_E.pdf
1987,A-111.005.004.006,Manual de identificación de la CITES - Mesoplodon ginkgodens,ES,A-111.005.004.006,1,CITES ID Manual,General,A-111.005.004.006 Mesoplodon ginkgodens_S.pdf
1987,A-111.005.004.007,CITES ID Manual - Mesoplodon grayi,EN,,1,CITES ID Manual,General,A-111.005.004.007 Mesoplodon grayi_E.pdf
1987,A-111.005.004.007,Manual de identificación de la CITES - Mesoplodon grayi,ES,A-111.005.004.007,1,CITES ID Manual,General,A-111.005.004.007 Mesoplodon grayi_S.pdf
1987,A-111.005.004.008,CITES ID Manual - Mesoplodon hectori,EN,,1,CITES ID Manual,General,A-111.005.004.008 Mesoplodon hectori_E.pdf
1987,A-111.005.004.008,Manual de identificación de la CITES - Mesoplodon hectori,ES,A-111.005.004.008,1,CITES ID Manual,General,A-111.005.004.008 Mesoplodon hectori_S.pdf
1987,A-111.005.004.009,CITES ID Manual - Mesoplodon layardii,EN,,1,CITES ID Manual,General,A-111.005.004.009 Mesoplodon layardii_E.pdf
1987,A-111.005.004.009,Manual de identificación de la CITES - Mesoplodon layardii,ES,A-111.005.004.009,1,CITES ID Manual,General,A-111.005.004.009 Mesoplodon layardii_S.pdf
1987,A-111.005.004.010,CITES ID Manual - Mesoplodon mirus,EN,,1,CITES ID Manual,General,A-111.005.004.010 Mesoplodon mirus_E.pdf
1987,A-111.005.004.010,Manual de identificación de la CITES - Mesoplodon mirus,ES,A-111.005.004.010,1,CITES ID Manual,General,A-111.005.004.010 Mesoplodon mirus_S.pdf
1987,A-111.005.004.011,CITES ID Manual - Mesoplodon stejnegeri,EN,,1,CITES ID Manual,General,A-111.005.004.011 Mesoplodon stejnegeri_E.pdf
1987,A-111.005.004.011,Manual de identificación de la CITES - Mesoplodon stejnegeri,ES,A-111.005.004.011,1,CITES ID Manual,General,A-111.005.004.011 Mesoplodon stejnegeri_S.pdf
1984,A-106.001.005.002,"CITES ID Manual - Microcebus murinus, Microcebus rufus",EN,,1,CITES ID Manual,General,A-106.001.005.002 Microcebus murinus and rufus_E.pdf
1984,A-106.001.005.002,"Manual de identificación de la CITES - Microcebus murinus, Microcebus rufus",ES,A-106.001.005.002,1,CITES ID Manual,General,A-106.001.005.002 Microcebus murinus and rufus_S.pdf
1984,A-106.001.005.001,CITES ID Manual - Mirza coquereli,EN,,1,CITES ID Manual,General,A-106.001.005.001 Microcebus coquereli_E.pdf
1984,A-106.001.005.001,Manual de identificación de la CITES - Mirza coquereli,ES,A-106.001.005.001,1,CITES ID Manual,General,A-106.001.005.001 Microcebus coquereli_S.pdf
1987,A-111.003.002.001,CITES ID Manual - Monodon monoceros,EN,,1,CITES ID Manual,General,A-111.003.002.001 Monodon monoceros_E.pdf
1987,A-111.003.002.001,Manual de identificación de la CITES - Monodon monoceros,ES,A-111.003.002.001,1,CITES ID Manual,General,A-111.003.002.001 Monodon monoceros_S.pdf
1981,A-101.000.000.001,"CITES ID Manual - Monotremata, Dasyuromorphia, Peramelemorphia, Diprodontia",EN,,1,CITES ID Manual,General,A-101.000.000.001 Marsupialia general notes_E.pdf
1981,A-101.000.000.001,"Manual de identificación de la CITES - Monotremata, Dasyuromorphia, Peramelemorphia, Diprodontia",ES,A-101.000.000.001,1,CITES ID Manual,General,A-101.000.000.001 Marsupialia general notes_S.pdf
1988,A-119.006.001.000,CITES ID Manual - Moschus,EN,,1,CITES ID Manual,General,A-119.006.001.000 Moschus_E.pdf
1988,A-119.006.001.000,Manual de identificación de la CITES - Moschus,ES,A-119.006.001.000,1,CITES ID Manual,General,A-119.006.001.000 Moschus_S.pdf
1988,A-119.006.003.001,CITES ID Manual - Muntiacus crinifrons,EN,,1,CITES ID Manual,General,A-119.006.003.001 Muntiacus crinifrons_E.pdf
1988,A-119.006.003.001,Manual de identificación de la CITES - Muntiacus crinifrons,ES,A-119.006.003.001,1,CITES ID Manual,General,A-119.006.003.001 Muntiacus crinifrons_S.pdf
1984,A-112.004.007.008,CITES ID Manual - Mustela nigripes,EN,,1,CITES ID Manual,General,A-112.004.007.008 Mustela nigripes_E.pdf
1984,A-112.004.007.008,Manual de identificación de la CITES - Mustela nigripes,ES,A-112.004.007.008,1,CITES ID Manual,General,A-112.004.007.008 Mustela nigripes_S.pdf
1983,A-112.004.000.001,CITES ID Manual - Mustelidae,EN,,1,CITES ID Manual,General,A-112.004.000.001 Mustelidae general notes_E.pdf
1983,A-112.004.000.001,Manual de identificación de la CITES - Mustelidae,ES,A-112.004.000.001,1,CITES ID Manual,General,A-112.004.000.001 Mustelidae general notes_S.pdf
1987,A-107.001.002.001,CITES ID Manual - Myrmecophaga tridactyla,EN,,1,CITES ID Manual,General,A-107.001.002.001 Myrmecophaga tridactyla_E.pdf
1987,A-107.001.002.001,Manual de identificación de la CITES - Myrmecophaga tridactyla,ES,A-107.001.002.001,1,CITES ID Manual,General,A-107.001.002.001 Myrmecophaga tridactyla_S.pdf
1987,A-107.001.000.001,CITES ID Manual - Myrmecophagidae,EN,,1,CITES ID Manual,General,A-107.001.000.001 Myrmecophagidae General Notes_E.pdf
1987,A-107.001.000.001,Manual de identificación de la CITES - Myrmecophagidae,ES,A-107.001.000.001,1,CITES ID Manual,General,A-107.001.000.001 Myrmecophagidae general notes_S.pdf
1994,A-119.009.038.001,CITES ID Manual - Naemorhedus baileyi,EN,,1,CITES ID Manual,General,A-119.009.038.001 Naemorhedus baileyi_E.pdf
