Date,Manual ID,Title,Language,Master document,Volume,Type,General/Parts,PDF filename
1993,Tillandsia kammii_F.pdf,Manuel d'identification de la CITES - Tillandsia kammii,FR,Tillandsia kammii_E.pdf,6,CITES ID Manual,General,Tillandsia kammii_F.pdf
1993,Tillandsia kammii_S.pdf,Manual de identificación de la CITES - Tillandsia kammii,ES,Tillandsia kammii_E.pdf,6,CITES ID Manual,General,Tillandsia kammii_S.pdf
1993,Tillandsia kautskyi_E.pdf,CITES ID Manual - Tillandsia kautskyi,EN,,6,CITES ID Manual,General,Tillandsia kautskyi_E.pdf
1993,Tillandsia kautskyi_F.pdf,Manuel d'identification de la CITES - Tillandsia kautskyi,FR,Tillandsia kautskyi_E.pdf,6,CITES ID Manual,General,Tillandsia kautskyi_F.pdf
1993,Tillandsia kautskyi_S.pdf,Manual de identificación de la CITES - Tillandsia kautskyi,ES,Tillandsia kautskyi_E.pdf,6,CITES ID Manual,General,Tillandsia kautskyi_S.pdf
1993,Tillandsia mauryana_E.pdf,CITES ID Manual - Tillandsia mauryana,EN,,6,CITES ID Manual,General,Tillandsia mauryana_E.pdf
1993,Tillandsia mauryana_F.pdf,Manuel d'identification de la CITES - Tillandsia mauryana,FR,Tillandsia mauryana_E.pdf,6,CITES ID Manual,General,Tillandsia mauryana_F.pdf
1993,Tillandsia mauryana_S.pdf,Manual de identificación de la CITES - Tillandsia mauryana,ES,Tillandsia mauryana_E.pdf,6,CITES ID Manual,General,Tillandsia mauryana_S.pdf
1993,Tillandsia sprengeliana_E.pdf,CITES ID Manual - Tillandsia sprengeliana,EN,,6,CITES ID Manual,General,Tillandsia sprengeliana_E.pdf
1993,Tillandsia sprengeliana_F.pdf,Manuel d'identification de la CITES - Tillandsia sprengeliana,FR,Tillandsia sprengeliana_E.pdf,6,CITES ID Manual,General,Tillandsia sprengeliana_F.pdf
1993,Tillandsia sprengeliana_S.pdf,Manual de identificación de la CITES - Tillandsia sprengeliana,ES,Tillandsia sprengeliana_E.pdf,6,CITES ID Manual,General,Tillandsia sprengeliana_S.pdf
1993,Tillandsia sucrei_E.pdf,CITES ID Manual - Tillandsia sucrei,EN,,6,CITES ID Manual,General,Tillandsia sucrei_E.pdf
1993,Tillandsia sucrei_F.pdf,Manuel d'identification de la CITES - Tillandsia sucrei,FR,Tillandsia sucrei_E.pdf,6,CITES ID Manual,General,Tillandsia sucrei_F.pdf
1993,Tillandsia sucrei_S.pdf,Manual de identificación de la CITES - Tillandsia sucrei,ES,Tillandsia sucrei_E.pdf,6,CITES ID Manual,General,Tillandsia sucrei_S.pdf
1993,Tillandsia xerographica_E.pdf,CITES ID Manual - Tillandsia xerographica,EN,,6,CITES ID Manual,General,Tillandsia xerographica_E.pdf
1993,Tillandsia xerographica_F.pdf,Manuel d'identification de la CITES - Tillandsia xerographica,FR,Tillandsia xerographica_E.pdf,6,CITES ID Manual,General,Tillandsia xerographica_F.pdf
1993,Tillandsia xerographica_S.pdf,Manual de identificación de la CITES - Tillandsia xerographica,ES,Tillandsia xerographica_E.pdf,6,CITES ID Manual,General,Tillandsia xerographica_S.pdf
2001,Turbini-roseiflorus-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus roseiflorus,ES,Turbinicarpus roseiflorus_E.pdf,6,CITES ID Manual,General,Turbini-roseiflorus-jl-text.pdf
2001,Turbinicarpus roseiflorus_E.pdf,CITES ID Manual - Turbinicarpus roseiflorus,EN,,6,CITES ID Manual,General,Turbinicarpus roseiflorus_E.pdf
2001,Turbini-dickisoniae-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus dickisoniae,ES,Turbinicarpus dickisoniae_E.pdf,6,CITES ID Manual,General,Turbini-dickisoniae-jl-text.pdf
2001,Turbini-x-mombergeri-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus mombergeri,ES,Turbinicarpus x mombergeri_E.pdf,6,CITES ID Manual,General,Turbini-x-mombergeri-jl-text.pdf
2001,Turbinicarpus dickisoniae_E.pdf,CITES ID Manual - Turbinicarpus dickisoniae,EN,,6,CITES ID Manual,General,Turbinicarpus dickisoniae_E.pdf
2001,Turbinicarpus x mombergeri_E.pdf,CITES ID Manual - Turbinicarpus mombergeri,EN,,6,CITES ID Manual,General,Turbinicarpus x mombergeri_E.pdf
2001,Turbini-alonsoi-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus alonsoi,ES,Turbinicarpus alonsoi_E.pdf,6,CITES ID Manual,General,Turbini-alonsoi-jl-text.pdf
2001,Turbinicarpus alonsoi_E.pdf,CITES ID Manual - Turbinicarpus alonsoi,EN,,6,CITES ID Manual,General,Turbinicarpus alonsoi_E.pdf
2001,Turbini-gielsdorfianus-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus gielsdorfianus,ES,Turbinicarpus gielsdorfianus_E.pdf,6,CITES ID Manual,General,Turbini-gielsdorfianus-jl-text.pdf
2001,Turbinicarpus gielsdorfianus_E.pdf,CITES ID Manual - Turbinicarpus gielsdorfianus,EN,,6,CITES ID Manual,General,Turbinicarpus gielsdorfianus_E.pdf
2001,Turbini-hoferi-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus hoferi,ES,Turbinicarpus hoferi_E.pdf,6,CITES ID Manual,General,Turbini-hoferi-jl-text.pdf
2001,Turbinicarpus hoferi_E.pdf,CITES ID Manual - Turbinicarpus hoferi,EN,,6,CITES ID Manual,General,Turbinicarpus hoferi_E.pdf
2001,Turbini-horripilus-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus horripilus,ES,Turbinicarpus horripilus_E.pdf,6,CITES ID Manual,General,Turbini-horripilus-jl-text.pdf
2001,Turbinicarpus horripilus_E.pdf,CITES ID Manual - Turbinicarpus horripilus,EN,,6,CITES ID Manual,General,Turbinicarpus horripilus_E.pdf
2001,Turbini-laui-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus laui,ES,Turbinicarpus laui_E.pdf,6,CITES ID Manual,General,Turbini-laui-jl-text.pdf
2001,Turbinicarpus laui_E.pdf,CITES ID Manual - Turbinicarpus laui,EN,,6,CITES ID Manual,General,Turbinicarpus laui_E.pdf
2001,Turbini-lophophoroides-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus lophophoroides,ES,Turbinicarpus lophophoroides_E.pdf,6,CITES ID Manual,General,Turbini-lophophoroides-jl-text.pdf
2001,Turbinicarpus lophophoroides_E.pdf,CITES ID Manual - Turbinicarpus lophophoroides,EN,,6,CITES ID Manual,General,Turbinicarpus lophophoroides_E.pdf
2001,Turbini-mandragora-beguinii-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus mandragora - ssp. beguinii/ssp. pailanus,ES,Turbinicarpus mandragora ssp beguinii_E.pdf,6,CITES ID Manual,General,Turbini-mandragora-beguinii-jl-text.pdf
2001,Turbini-mandragora-mandragora-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus mandragora - ssp. mandragora,ES,Turbinicarpus mandragora ssp mandragora_E.pdf,6,CITES ID Manual,General,Turbini-mandragora-mandragora-jl-text.pdf
2001,Turbini-mandragora-subterraneus-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus mandragora - ssp. subterraneus,ES,Turbinicarpus mandragora ssp subterraneus_E.pdf,6,CITES ID Manual,General,Turbini-mandragora-subterraneus-jl-text.pdf
2001,Turbini-mandragora-zaragozae-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus mandragora - ssp. zaragozae,ES,Turbinicarpus mandragora ssp zaragosae_E.pdf,6,CITES ID Manual,General,Turbini-mandragora-zaragozae-jl-text.pdf
2001,Turbinicarpus mandragora ssp beguinii_E.pdf,CITES ID Manual - Turbinicarpus mandragora - ssp. beguinii/ssp. pailanus,EN,,6,CITES ID Manual,General,Turbinicarpus mandragora ssp beguinii_E.pdf
2001,Turbinicarpus mandragora ssp booleanus_E.pdf,CITES ID Manual - Turbinicarpus mandragora - ssp. booleanus,EN,,6,CITES ID Manual,General,Turbinicarpus mandragora ssp booleanus_E.pdf
2001,Turbinicarpus mandragora ssp mandragora_E.pdf,CITES ID Manual - Turbinicarpus mandragora - ssp. mandragora,EN,,6,CITES ID Manual,General,Turbinicarpus mandragora ssp mandragora_E.pdf
2001,Turbinicarpus mandragora ssp subterraneus_E.pdf,CITES ID Manual - Turbinicarpus mandragora - ssp. subterraneus,EN,,6,CITES ID Manual,General,Turbinicarpus mandragora ssp subterraneus_E.pdf
2001,Turbinicarpus mandragora ssp zaragosae_E.pdf,CITES ID Manual - Turbinicarpus mandragora - ssp. zaragosae,EN,,6,CITES ID Manual,General,Turbinicarpus mandragora ssp zaragosae_E.pdf
2001,Turbini-mandragora-booleanus-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus mandragora - ssp. booleanus,ES,Turbinicarpus mandragora ssp booleanus_E.pdf,6,CITES ID Manual,General,Turbini-mandragora-booleanus-jl-text.pdf
2001,Turbini-pseudom-krainzianus-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus pseudomacrochele,ES,Turbinicarpus pseudomacrochele ssp krainzianus_E.pdf,6,CITES ID Manual,General,Turbini-pseudom-krainzianus-jl-text.pdf
2001,Turbini-pseudom-minimus-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus pseudomacrochele - ssp. minimus,ES,Turbinicarpus pseudomacrochele ssp Minimus_E.pdf,6,CITES ID Manual,General,Turbini-pseudom-minimus-jl-text.pdf
2001,Turbinicarpus pseudomacrochele ssp krainzianus_E.pdf,CITES ID Manual - Turbinicarpus pseudomacrochele,EN,,6,CITES ID Manual,General,Turbinicarpus pseudomacrochele ssp krainzianus_E.pdf
2001,Turbinicarpus pseudomacrochele ssp Minimus_E.pdf,CITES ID Manual - Turbinicarpus pseudomacrochele - spp. minimus,EN,,6,CITES ID Manual,General,Turbinicarpus pseudomacrochele ssp Minimus_E.pdf
2001,Turbini-pseudom-pseudomacrochele-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus pseudomacrochele pseudomacrochele,ES,Turbinicarpus pseudomacrochele ssp pseudomacrochele_E.pdf,6,CITES ID Manual,General,Turbini-pseudom-pseudomacrochele-jl-text.pdf
2001,Turbinicarpus pseudomacrochele ssp pseudomacrochele_E.pdf,CITES ID Manual - Turbinicarpus pseudomacrochele pseudomacrochele,EN,,6,CITES ID Manual,General,Turbinicarpus pseudomacrochele ssp pseudomacrochele_E.pdf
2001,Turbini-pseudopectinatus-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus pseudopectinatus,ES,Turbinicarpus pseudopectinatus_E.pdf,6,CITES ID Manual,General,Turbini-pseudopectinatus-jl-text.pdf
2001,Turbinicarpus pseudopectinatus_E.pdf,CITES ID Manual - Turbinicarpus pseudopectinatus,EN,,6,CITES ID Manual,General,Turbinicarpus pseudopectinatus_E.pdf
2001,Turbini-saueri-knuthianus-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus saueri - ssp. knuthianus,ES,Turbinicarpus saueri ssp knuthianus_E.pdf,6,CITES ID Manual,General,Turbini-saueri-knuthianus-jl-text.pdf
2001,Turbini-saueri-nelissae-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus saueri - ssp. nelissae,ES,Turbinicarpus saueri ssp nelissae_E.pdf,6,CITES ID Manual,General,Turbini-saueri-nelissae-jl-text.pdf
2001,Turbini-saueri-saueri-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus saueri - ssp. saueri,ES,Turbinicarpus saueri ssp saueri_E.pdf,6,CITES ID Manual,General,Turbini-saueri-saueri-jl-text.pdf
2001,Turbini-saueri-ysabelae-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus saueri - ssp. ysabelae,ES,Turbinicarpus saueri ssp ysabelae_E.pdf,6,CITES ID Manual,General,Turbini-saueri-ysabelae-jl-text.pdf
2001,Turbinicarpus saueri ssp knuthianus_E.pdf,CITES ID Manual - Turbinicarpus saueri - ssp. knuthianus,EN,,6,CITES ID Manual,General,Turbinicarpus saueri ssp knuthianus_E.pdf
2001,Turbinicarpus saueri ssp nelissae_E.pdf,CITES ID Manual - Turbinicarpus saueri - ssp. nelissae,EN,,6,CITES ID Manual,General,Turbinicarpus saueri ssp nelissae_E.pdf
2001,Turbinicarpus saueri ssp saueri_E.pdf,CITES ID Manual - Turbinicarpus saueri - ssp. saueri,EN,,6,CITES ID Manual,General,Turbinicarpus saueri ssp saueri_E.pdf
2001,Turbinicarpus saueri ssp ysabelae_E.pdf,CITES ID Manual - Turbinicarpus saueri - ssp. ysabelae,EN,,6,CITES ID Manual,General,Turbinicarpus saueri ssp ysabelae_E.pdf
2001,Turbini-jauernigii-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus schmiedickeanus - jauernigii,ES,Turbinicarpus jauernigii_E.pdf,6,CITES ID Manual,General,Turbini-jauernigii-jl-text.pdf
2001,Turbini-schmiedickeanus-andersonii-panarott-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus schmiedickeanus - ssp. andersonii,ES,Turbinicarpus schmiedickeanus ssp andersonii_E.pdf,6,CITES ID Manual,General,Turbini-schmiedickeanus-andersonii-panarott-jl-text.pdf
2001,Turbini-schmiedickeanus-bonatzii-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus schmiedickeanus - ssp. bonatzii,ES,Turbinicarpus schmiedickeanus ssp bonatzii_E.pdf,6,CITES ID Manual,General,Turbini-schmiedickeanus-bonatzii-jl-text.pdf
2001,Turbini-schmiedickeanus-flaviflorus-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus schmiedickeanus - ssp. flaviflorus,ES,Turbinicarpus schmiedickeanus ssp flaviflorus_E.pdf,6,CITES ID Manual,General,Turbini-schmiedickeanus-flaviflorus-jl-text.pdf
2001,Turbini-schmiedickeanus-gracilis-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus schmiedickeanus - ssp. gracilis,ES,Turbinicarpus schmiedickeanus ssp gracilis_E.pdf,6,CITES ID Manual,General,Turbini-schmiedickeanus-gracilis-jl-text.pdf
2001,Turbini-schmiedickeanus-klinkerianus-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus schmiedickeanus - ssp. klinkerianus,ES,Turbinicarpus schmiedickeanus ssp klinkerianus_E.pdf,6,CITES ID Manual,General,Turbini-schmiedickeanus-klinkerianus-jl-text.pdf
2001,Turbini-schmiedickeanus-klinkerianus-schwarzii-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus schmiedickeanus - var. schwarzii,ES,Turbinicarpus schmiedickeanus ssp klinkerianus „schwarzii“_E.pdf,6,CITES ID Manual,General,Turbini-schmiedickeanus-klinkerianus-schwarzii-jl-text.pdf
2001,Turbini-schmiedickeanus-macrochele-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus schmiedickeanus - ssp. macrochele,ES,Turbinicarpus schmiedickeanus ssp macrochele_E.pdf,6,CITES ID Manual,General,Turbini-schmiedickeanus-macrochele-jl-text.pdf
2001,Turbini-schmiedickeanus-rioverdensis-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus schmiedickeanus - ssp. rioverdensis,ES,Turbinicarpus schmiedickeanus ssp rioverdensis_E.pdf,6,CITES ID Manual,General,Turbini-schmiedickeanus-rioverdensis-jl-text.pdf
2001,Turbini-schmiedickeanus-rubriflorus-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus schmiedickeanus - ssp. rubriflorus,ES,Turbinicarpus schmiedickeanus ssp rubriflorus_E.pdf,6,CITES ID Manual,General,Turbini-schmiedickeanus-rubriflorus-jl-text.pdf
2001,Turbini-schmiedickeanus-schmiedickeanus-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus schmiedickeanus - ssp. schmiedickeanus,ES,Turbinicarpus schmiedickeanus ssp Schmiedickeanus_E.pdf,6,CITES ID Manual,General,Turbini-schmiedickeanus-schmiedickeanus-jl-text.pdf
2001,Turbinicarpus jauernigii_E.pdf,CITES ID Manual - Turbinicarpus schmiedickeanus - jauernigii,EN,,6,CITES ID Manual,General,Turbinicarpus jauernigii_E.pdf
2001,Turbinicarpus schmiedickeanus ssp andersonii_E.pdf,CITES ID Manual - Turbinicarpus schmiedickeanus - ssp. andersonii,EN,,6,CITES ID Manual,General,Turbinicarpus schmiedickeanus ssp andersonii_E.pdf
2001,Turbinicarpus schmiedickeanus ssp bonatzii_E.pdf,CITES ID Manual - Turbinicarpus schmiedickeanus - ssp. bonatzii,EN,,6,CITES ID Manual,General,Turbinicarpus schmiedickeanus ssp bonatzii_E.pdf
2001,Turbinicarpus schmiedickeanus ssp flaviflorus_E.pdf,CITES ID Manual - Turbinicarpus schmiedickeanus - ssp. flaviflorus,EN,,6,CITES ID Manual,General,Turbinicarpus schmiedickeanus ssp flaviflorus_E.pdf
2001,Turbinicarpus schmiedickeanus ssp gracilis_E.pdf,CITES ID Manual - Turbinicarpus schmiedickeanus - ssp. gracilis,EN,,6,CITES ID Manual,General,Turbinicarpus schmiedickeanus ssp gracilis_E.pdf
2001,Turbinicarpus schmiedickeanus ssp klinkerianus „schwarzii“_E.pdf,CITES ID Manual - Turbinicarpus schmiedickeanus - var. schwarzii,EN,,6,CITES ID Manual,General,Turbinicarpus schmiedickeanus ssp klinkerianus „schwarzii“_E.pdf
2001,Turbinicarpus schmiedickeanus ssp klinkerianus_E.pdf,CITES ID Manual - Turbinicarpus schmiedickeanus - ssp. klinkerianus,EN,,6,CITES ID Manual,General,Turbinicarpus schmiedickeanus ssp klinkerianus_E.pdf
2001,Turbinicarpus schmiedickeanus ssp macrochele_E.pdf,CITES ID Manual - Turbinicarpus schmiedickeanus - ssp. macrochele,EN,,6,CITES ID Manual,General,Turbinicarpus schmiedickeanus ssp macrochele_E.pdf
2001,Turbinicarpus schmiedickeanus ssp rioverdensis_E.pdf,CITES ID Manual - Turbinicarpus schmiedickeanus - ssp. rioverdensis,EN,,6,CITES ID Manual,General,Turbinicarpus schmiedickeanus ssp rioverdensis_E.pdf
2001,Turbinicarpus schmiedickeanus ssp rubriflorus_E.pdf,CITES ID Manual - Turbinicarpus schmiedickeanus - ssp. rubriflorus,EN,,6,CITES ID Manual,General,Turbinicarpus schmiedickeanus ssp rubriflorus_E.pdf
2001,Turbinicarpus schmiedickeanus ssp Schmiedickeanus_E.pdf,CITES ID Manual - Turbinicarpus schmiedickeanus - ssp. schmiedickeanus,EN,,6,CITES ID Manual,General,Turbinicarpus schmiedickeanus ssp Schmiedickeanus_E.pdf
2001,Turbini-swobodae-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus swobodae,ES,Turbinicarpus swobodae_E.pdf,6,CITES ID Manual,General,Turbini-swobodae-jl-text.pdf
2001,Turbinicarpus swobodae_E.pdf,CITES ID Manual - Turbinicarpus swobodae,EN,,6,CITES ID Manual,General,Turbinicarpus swobodae_E.pdf
2001,Turbini-valdezianus-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus valdezianus,ES,Turbinicarpus valdezianus_E.pdf,6,CITES ID Manual,General,Turbini-valdezianus-jl-text.pdf
2001,Turbinicarpus valdezianus_E.pdf,CITES ID Manual - Turbinicarpus valdezianus,EN,,6,CITES ID Manual,General,Turbinicarpus valdezianus_E.pdf
2001,Turbini-viereckii-major-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus viereckii,ES,Turbinicarpus viereckii ssp major_E.pdf,6,CITES ID Manual,General,Turbini-viereckii-major-jl-text.pdf
2001,Turbinicarpus viereckii ssp major_E.pdf,CITES ID Manual - Turbinicarpus viereckii,EN,,6,CITES ID Manual,General,Turbinicarpus viereckii ssp major_E.pdf
2001,Turbini-viereckii-viereckii-jl-text.pdf,Manual de identificación de la CITES - Turbinicarpus viereckii viereckii,ES,Turbinicarpus viereckii ssp viereckii_E.pdf,6,CITES ID Manual,General,Turbini-viereckii-viereckii-jl-text.pdf
2001,Turbinicarpus viereckii ssp viereckii_E.pdf,CITES ID Manual - Turbinicarpus viereckii viereckii,EN,,6,CITES ID Manual,General,Turbinicarpus viereckii ssp viereckii_E.pdf
2001,uebel-buiningii-jl-text.pdf,Manual de identificación de la CITES - Uebelmannia buiningii,ES,Uebelmannia buiningii_E.pdf,6,CITES ID Manual,General,uebel-buiningii-jl-text.pdf
2001,Uebelmannia buiningii_E.pdf,CITES ID Manual - Uebelmannia buiningii,EN,,6,CITES ID Manual,General,Uebelmannia buiningii_E.pdf
2001,uebel-gummifera-gummifera-jl-text.pdf,Manual de identificación de la CITES - Uebelmannia gummifera - ssp. gummifera,ES,Uebelmannia gummifera ssp gummifera_E.pdf,6,CITES ID Manual,General,uebel-gummifera-gummifera-jl-text.pdf
2001,uebel-gummifera-meninensis-jl-text.pdf,Manual de identificación de la CITES - Uebelmannia gummifera - ssp. meninensis,ES,Uebelmannia gummifera ssp meninensis_E.pdf,6,CITES ID Manual,General,uebel-gummifera-meninensis-jl-text.pdf
2001,Uebelmannia gummifera ssp gummifera_E.pdf,CITES ID Manual - Uebelmannia gummifera - ssp. gummifera,EN,,6,CITES ID Manual,General,Uebelmannia gummifera ssp gummifera_E.pdf
2001,Uebelmannia gummifera ssp meninensis_E.pdf,CITES ID Manual - Uebelmannia gummifera - ssp. meninensis,EN,,6,CITES ID Manual,General,Uebelmannia gummifera ssp meninensis_E.pdf
2001,Uebelmannia gummifera_E.pdf,CITES ID Manual - Uebelmannia gummifera,EN,,6,CITES ID Manual,General,Uebelmannia gummifera_E.pdf
2001,uebel-pectinifera-flavispina-jl-text.pdf,Manual de identificación de la CITES - Uebelmannia pectinifera - ssp. flavispina,ES,Uebelmannia pectinifera ssp flavispina_E.pdf,6,CITES ID Manual,General,uebel-pectinifera-flavispina-jl-text.pdf
2001,uebel-pectinifera-horrida-jl-text.pdf,Manual de identificación de la CITES - Uebelmannia pectinifera - ssp. horrida,ES,Uebelmannia pectinifera ssp horrida_E.pdf,6,CITES ID Manual,General,uebel-pectinifera-horrida-jl-text.pdf
2001,uebel-pectinifera-pectinifera-jl-text.pdf,Manual de identificación de la CITES - Uebelmannia pectinifera - ssp. pectinifera,ES,Uebelmannia pectinifera ssp pectinifera_E.pdf,6,CITES ID Manual,General,uebel-pectinifera-pectinifera-jl-text.pdf
2001,Uebelmannia pectinifera ssp flavispina_E.pdf,CITES ID Manual - Uebelmannia pectinifera - ssp. flavispina,EN,,6,CITES ID Manual,General,Uebelmannia pectinifera ssp flavispina_E.pdf
2001,Uebelmannia pectinifera ssp horrida_E.pdf,CITES ID Manual - Uebelmannia pectinifera - ssp. horrida,EN,,6,CITES ID Manual,General,Uebelmannia pectinifera ssp horrida_E.pdf
2001,Uebelmannia pectinifera ssp pectinifera_E.pdf,CITES ID Manual - Uebelmannia pectinifera - ssp. pectinifera,EN,,6,CITES ID Manual,General,Uebelmannia pectinifera ssp pectinifera_E.pdf
