SpcRecID,FamName,GenName,SpcName,LegListing,LegDateListed,CtyRecID,LegNotes,,,,,,,,
106037,APOCYNACEAE,Pachypodium,bispinosum,II,1997-09-18 00:00:00,NULL,_Pachypodium_ spp.: Designates all parts and derivatives except:ûa) seeds, spores and pollen (including pollinia); b) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers; and c) cut flowers of artificially propagated plants.û,,,,,
106037,APOCYNACEAE,Pachypodium,bispinosum,II,2010-06-23 00:00:00,NULL,_Pachypodium_ spp.: Except for the species included in Appendix I. Designates all parts and derivatives, except: ûûa) seeds, (including seedpods of Orchidaceae), spores and pollen (including pollinia). The exemption does not apply to seeds from Cactaceae spp. exported from Mexico, and to seeds from _Beccariophoenix madagascariensis_ and _Neodypsis decaryi_ exported from Madagascar;ûb) seedling or tissue cultures obtained _in vitro_, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; ûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_ and of the family Cactaceae; ûe) stems, flowers, and parts and derivatives thereof of naturalized or artificially propagated plants of the genera _Opuntia_ subgenus _Opuntia_ and _Selenicereus_ (Cactaceae); and ûf) finished products of _Euphorbia antisyphilitica_ packaged and ready for retail trade.
106037,APOCYNACEAE,Pachypodium,bispinosum,II,1975-07-01 00:00:00,NULL,_Pachypodium_ spp.,,,,,,,,
106037,APOCYNACEAE,Pachypodium,bispinosum,II,1985-08-01 00:00:00,NULL,_Pachypodium_ spp.: Except for species listed in Appendix I.  Designates all parts and derivatives except: ûûa) seeds, spores and pollen (including pollinia); and ûb) tissue cultures and flasked seedling cultures.,,,,,,,
106037,APOCYNACEAE,Pachypodium,bispinosum,II,1995-02-16 00:00:00,NULL,_Pachypodium_ spp.: Designates all parts and derivatives except:ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers.û,,,,,
106037,APOCYNACEAE,Pachypodium,bispinosum,II,2010-06-23 00:00:00,NULL,_Pachypodium_ spp. Except for the species included in Appendix I. All parts and derivatives, except: ûûa) seeds, (including seedpods of Orchidaceae), spores and pollen (including pollinia). The exemption does not apply to seeds from Cactaceae spp. exported from Mexico, and to seeds from _Beccariophoenix madagascariensis_ and _Neodypsis decaryi_ exported from Madagascar;ûb) seedling or tissue cultures obtained _in vitro_, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; ûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_ and of the family Cactaceae; ûe) stems, flowers, and parts and derivatives thereof of naturalized or artificially propagated plants of the genera _Opuntia_ subgenus _Opuntia_ and _Selenicereus_ (Cactaceae); and ûf) finished products of _Euphorbia antisyphilitica_ packaged and ready for retail trade.
106037,APOCYNACEAE,Pachypodium,bispinosum,II,1995-08-01 00:00:00,NULL,_Pachypodium_ spp.: Designates all parts and derivatives, except:ûûa) seeds, spores and pollen (including pollinia); andûb) tissue cultures and flasked seedling cultures,,,,,,
106037,APOCYNACEAE,Pachypodium,bispinosum,II,2007-09-13 00:00:00,NULL,_Pachypodium_ spp.: Except the species included in Appendix I.  Designates all parts and derivatives, except: ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained in vitro, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; andûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_.,,,,
8554,APOCYNACEAE,Pachypodium,brevicaule,II,1995-02-16 00:00:00,NULL,Included in _Pachypodium_ spp. No exports of adult plants were permitted between CoP9 and CoP10.,,,,,,,,
8554,APOCYNACEAE,Pachypodium,brevicaule,II,1985-08-01 00:00:00,NULL,_Pachypodium_ spp.: Designates all parts and derivatives, except:ûûa) seeds, spores and pollen (including pollinia); andûb) tissue cultures and flasked seedling cultures,,,,,,
8554,APOCYNACEAE,Pachypodium,brevicaule,II,2007-09-13 00:00:00,NULL,_Pachypodium_ spp. Except the species included in Appendix I. All parts and derivatives, except: ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained in vitro, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; andûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_.,,,,
8554,APOCYNACEAE,Pachypodium,brevicaule,II,1997-09-18 00:00:00,NULL,Designates all parts and derivatives except:ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers; and ûc) cut flowers of artificially propagated plants.û,,,,,
8554,APOCYNACEAE,Pachypodium,brevicaule,II,1975-07-01 00:00:00,NULL,Included with _Pachypodium_ spp.,,,,,,,,
8554,APOCYNACEAE,Pachypodium,brevicaule,I,1990-01-18 00:00:00,NULL,NULL,,,,,,,,
8555,APOCYNACEAE,Pachypodium,decaryi,II,1985-08-01 00:00:00,NULL,Except for species listed in Appendix I.  ûûDesignates all parts and derivatives except: ûa) seeds, spores and pollen (including pollinia); and ûb) tissue cultures and flasked seedling cultures.,,,,,,,
8555,APOCYNACEAE,Pachypodium,decaryi,II,1975-07-01 00:00:00,NULL,Included with _Pachypodium_ spp.,,,,,,,,
8555,APOCYNACEAE,Pachypodium,decaryi,I,1990-01-18 00:00:00,NULL,NULL,,,,,,,,
8556,APOCYNACEAE,Pachypodium,densiflorum,II,1997-09-18 00:00:00,NULL,_Pachypodium_ spp.: Designates all parts and derivatives except:ûa) seeds, spores and pollen (including pollinia); b) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers; and c) cut flowers of artificially propagated plants.û,,,,,
8556,APOCYNACEAE,Pachypodium,densiflorum,II,2010-06-23 00:00:00,NULL,_Pachypodium_ spp.: Except for the species included in Appendix I. Designates all parts and derivatives, except: ûûa) seeds, (including seedpods of Orchidaceae), spores and pollen (including pollinia). The exemption does not apply to seeds from Cactaceae spp. exported from Mexico, and to seeds from _Beccariophoenix madagascariensis_ and _Neodypsis decaryi_ exported from Madagascar;ûb) seedling or tissue cultures obtained _in vitro_, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; ûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_ and of the family Cactaceae; ûe) stems, flowers, and parts and derivatives thereof of naturalized or artificially propagated plants of the genera _Opuntia_ subgenus _Opuntia_ and _Selenicereus_ (Cactaceae); and ûf) finished products of _Euphorbia antisyphilitica_ packaged and ready for retail trade.
8556,APOCYNACEAE,Pachypodium,densiflorum,II,1975-07-01 00:00:00,NULL,_Pachypodium_ spp.,,,,,,,,
8556,APOCYNACEAE,Pachypodium,densiflorum,II,1985-08-01 00:00:00,NULL,_Pachypodium_ spp.: Except for species listed in Appendix I.  Designates all parts and derivatives except: ûûa) seeds, spores and pollen (including pollinia); and ûb) tissue cultures and flasked seedling cultures.,,,,,,,
8556,APOCYNACEAE,Pachypodium,densiflorum,II,1995-02-16 00:00:00,NULL,_Pachypodium_ spp.: Designates all parts and derivatives except:ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers.û,,,,,
8556,APOCYNACEAE,Pachypodium,densiflorum,II,2010-06-23 00:00:00,NULL,_Pachypodium_ spp. Except for the species included in Appendix I. All parts and derivatives, except: ûûa) seeds, (including seedpods of Orchidaceae), spores and pollen (including pollinia). The exemption does not apply to seeds from Cactaceae spp. exported from Mexico, and to seeds from _Beccariophoenix madagascariensis_ and _Neodypsis decaryi_ exported from Madagascar;ûb) seedling or tissue cultures obtained _in vitro_, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; ûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_ and of the family Cactaceae; ûe) stems, flowers, and parts and derivatives thereof of naturalized or artificially propagated plants of the genera _Opuntia_ subgenus _Opuntia_ and _Selenicereus_ (Cactaceae); and ûf) finished products of _Euphorbia antisyphilitica_ packaged and ready for retail trade.
8556,APOCYNACEAE,Pachypodium,densiflorum,II,1995-08-01 00:00:00,NULL,_Pachypodium_ spp.: Designates all parts and derivatives, except:ûûa) seeds, spores and pollen (including pollinia); andûb) tissue cultures and flasked seedling cultures,,,,,,
8556,APOCYNACEAE,Pachypodium,densiflorum,II,2007-09-13 00:00:00,NULL,_Pachypodium_ spp.: Except the species included in Appendix I.  Designates all parts and derivatives, except: ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained in vitro, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; andûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_.,,,,
24141,APOCYNACEAE,Pachypodium,densiflorum,II,1997-09-18 00:00:00,NULL,_Pachypodium_ spp.: Designates all parts and derivatives except:ûa) seeds, spores and pollen (including pollinia); b) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers; and c) cut flowers of artificially propagated plants.û,,,,,
24141,APOCYNACEAE,Pachypodium,densiflorum,II,2010-06-23 00:00:00,NULL,_Pachypodium_ spp.: Except for the species included in Appendix I. Designates all parts and derivatives, except: ûûa) seeds, (including seedpods of Orchidaceae), spores and pollen (including pollinia). The exemption does not apply to seeds from Cactaceae spp. exported from Mexico, and to seeds from _Beccariophoenix madagascariensis_ and _Neodypsis decaryi_ exported from Madagascar;ûb) seedling or tissue cultures obtained _in vitro_, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; ûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_ and of the family Cactaceae; ûe) stems, flowers, and parts and derivatives thereof of naturalized or artificially propagated plants of the genera _Opuntia_ subgenus _Opuntia_ and _Selenicereus_ (Cactaceae); and ûf) finished products of _Euphorbia antisyphilitica_ packaged and ready for retail trade.
24141,APOCYNACEAE,Pachypodium,densiflorum,II,1975-07-01 00:00:00,NULL,_Pachypodium_ spp.,,,,,,,,
24141,APOCYNACEAE,Pachypodium,densiflorum,II,1985-08-01 00:00:00,NULL,_Pachypodium_ spp.: Except for species listed in Appendix I.  Designates all parts and derivatives except: ûûa) seeds, spores and pollen (including pollinia); and ûb) tissue cultures and flasked seedling cultures.,,,,,,,
24141,APOCYNACEAE,Pachypodium,densiflorum,II,1995-02-16 00:00:00,NULL,_Pachypodium_ spp.: Designates all parts and derivatives except:ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers.û,,,,,
24141,APOCYNACEAE,Pachypodium,densiflorum,II,2010-06-23 00:00:00,NULL,_Pachypodium_ spp. Except for the species included in Appendix I. All parts and derivatives, except: ûûa) seeds, (including seedpods of Orchidaceae), spores and pollen (including pollinia). The exemption does not apply to seeds from Cactaceae spp. exported from Mexico, and to seeds from _Beccariophoenix madagascariensis_ and _Neodypsis decaryi_ exported from Madagascar;ûb) seedling or tissue cultures obtained _in vitro_, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; ûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_ and of the family Cactaceae; ûe) stems, flowers, and parts and derivatives thereof of naturalized or artificially propagated plants of the genera _Opuntia_ subgenus _Opuntia_ and _Selenicereus_ (Cactaceae); and ûf) finished products of _Euphorbia antisyphilitica_ packaged and ready for retail trade.
24141,APOCYNACEAE,Pachypodium,densiflorum,II,1995-08-01 00:00:00,NULL,_Pachypodium_ spp.: Designates all parts and derivatives, except:ûûa) seeds, spores and pollen (including pollinia); andûb) tissue cultures and flasked seedling cultures,,,,,,
24141,APOCYNACEAE,Pachypodium,densiflorum,II,2007-09-13 00:00:00,NULL,_Pachypodium_ spp.: Except the species included in Appendix I.  Designates all parts and derivatives, except: ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained in vitro, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; andûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_.,,,,
24432,APOCYNACEAE,Pachypodium,eburneum,II,1997-09-18 00:00:00,NULL,_Pachypodium_ spp.: Designates all parts and derivatives except:ûa) seeds, spores and pollen (including pollinia); b) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers; and c) cut flowers of artificially propagated plants.û,,,,,
24432,APOCYNACEAE,Pachypodium,eburneum,II,2010-06-23 00:00:00,NULL,_Pachypodium_ spp.: Except for the species included in Appendix I. Designates all parts and derivatives, except: ûûa) seeds, (including seedpods of Orchidaceae), spores and pollen (including pollinia). The exemption does not apply to seeds from Cactaceae spp. exported from Mexico, and to seeds from _Beccariophoenix madagascariensis_ and _Neodypsis decaryi_ exported from Madagascar;ûb) seedling or tissue cultures obtained _in vitro_, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; ûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_ and of the family Cactaceae; ûe) stems, flowers, and parts and derivatives thereof of naturalized or artificially propagated plants of the genera _Opuntia_ subgenus _Opuntia_ and _Selenicereus_ (Cactaceae); and ûf) finished products of _Euphorbia antisyphilitica_ packaged and ready for retail trade.
24432,APOCYNACEAE,Pachypodium,eburneum,II,1975-07-01 00:00:00,NULL,_Pachypodium_ spp.,,,,,,,,
24432,APOCYNACEAE,Pachypodium,eburneum,II,1985-08-01 00:00:00,NULL,_Pachypodium_ spp.: Except for species listed in Appendix I.  Designates all parts and derivatives except: ûûa) seeds, spores and pollen (including pollinia); and ûb) tissue cultures and flasked seedling cultures.,,,,,,,
24432,APOCYNACEAE,Pachypodium,eburneum,II,1995-02-16 00:00:00,NULL,_Pachypodium_ spp.: Designates all parts and derivatives except:ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers.û,,,,,
24432,APOCYNACEAE,Pachypodium,eburneum,II,2010-06-23 00:00:00,NULL,_Pachypodium_ spp. Except for the species included in Appendix I. All parts and derivatives, except: ûûa) seeds, (including seedpods of Orchidaceae), spores and pollen (including pollinia). The exemption does not apply to seeds from Cactaceae spp. exported from Mexico, and to seeds from _Beccariophoenix madagascariensis_ and _Neodypsis decaryi_ exported from Madagascar;ûb) seedling or tissue cultures obtained _in vitro_, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; ûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_ and of the family Cactaceae; ûe) stems, flowers, and parts and derivatives thereof of naturalized or artificially propagated plants of the genera _Opuntia_ subgenus _Opuntia_ and _Selenicereus_ (Cactaceae); and ûf) finished products of _Euphorbia antisyphilitica_ packaged and ready for retail trade.
24432,APOCYNACEAE,Pachypodium,eburneum,II,1995-08-01 00:00:00,NULL,_Pachypodium_ spp.: Designates all parts and derivatives, except:ûûa) seeds, spores and pollen (including pollinia); andûb) tissue cultures and flasked seedling cultures,,,,,,
24432,APOCYNACEAE,Pachypodium,eburneum,II,2007-09-13 00:00:00,NULL,_Pachypodium_ spp.: Except the species included in Appendix I.  Designates all parts and derivatives, except: ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained in vitro, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; andûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_.,,,,
8602,APOCYNACEAE,Pachypodium,geayi,II,2010-06-23 00:00:00,NULL,_Pachypodium_ spp. Except for the species included in Appendix I. All parts and derivatives, except: ûûa) seeds, (including seedpods of Orchidaceae), spores and pollen (including pollinia). The exemption does not apply to seeds from Cactaceae spp. exported from Mexico, and to seeds from _Beccariophoenix madagascariensis_ and _Neodypsis decaryi_ exported from Madagascar;ûb) seedling or tissue cultures obtained _in vitro_, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; ûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_ and of the family Cactaceae; ûe) stems, flowers, and parts and derivatives thereof of naturalized or artificially propagated plants of the genera _Opuntia_ subgenus _Opuntia_ and _Selenicereus_ (Cactaceae); and ûf) finished products of _Euphorbia antisyphilitica_ packaged and ready for retail trade.
8602,APOCYNACEAE,Pachypodium,geayi,II,1995-08-01 00:00:00,NULL,_Pachypodium_ spp.: Designates all parts and derivatives, except:ûûa) seeds, spores and pollen (including pollinia); andûb) tissue cultures and flasked seedling cultures,,,,,,
8602,APOCYNACEAE,Pachypodium,geayi,II,2007-09-13 00:00:00,NULL,_Pachypodium_ spp.: Except the species included in Appendix I.  Designates all parts and derivatives, except: ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained in vitro, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; andûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_.,,,,
8602,APOCYNACEAE,Pachypodium,geayi,II,1997-09-18 00:00:00,NULL,_Pachypodium_ spp.: Designates all parts and derivatives except:ûa) seeds, spores and pollen (including pollinia); b) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers; and c) cut flowers of artificially propagated plants.û,,,,,
8602,APOCYNACEAE,Pachypodium,geayi,II,2010-06-23 00:00:00,NULL,_Pachypodium_ spp.: Except for the species included in Appendix I. Designates all parts and derivatives, except: ûûa) seeds, (including seedpods of Orchidaceae), spores and pollen (including pollinia). The exemption does not apply to seeds from Cactaceae spp. exported from Mexico, and to seeds from _Beccariophoenix madagascariensis_ and _Neodypsis decaryi_ exported from Madagascar;ûb) seedling or tissue cultures obtained _in vitro_, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; ûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_ and of the family Cactaceae; ûe) stems, flowers, and parts and derivatives thereof of naturalized or artificially propagated plants of the genera _Opuntia_ subgenus _Opuntia_ and _Selenicereus_ (Cactaceae); and ûf) finished products of _Euphorbia antisyphilitica_ packaged and ready for retail trade.
8602,APOCYNACEAE,Pachypodium,geayi,II,1975-07-01 00:00:00,NULL,_Pachypodium_ spp.,,,,,,,,
8602,APOCYNACEAE,Pachypodium,geayi,II,1985-08-01 00:00:00,NULL,_Pachypodium_ spp.: Except for species listed in Appendix I.  Designates all parts and derivatives except: ûûa) seeds, spores and pollen (including pollinia); and ûb) tissue cultures and flasked seedling cultures.,,,,,,,
8602,APOCYNACEAE,Pachypodium,geayi,II,1995-02-16 00:00:00,NULL,_Pachypodium_ spp.: Designates all parts and derivatives except:ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers.û,,,,,
24485,APOCYNACEAE,Pachypodium,hojnyi,II,1997-09-18 00:00:00,NULL,_Pachypodium_ spp.: Designates all parts and derivatives except:ûa) seeds, spores and pollen (including pollinia); b) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers; and c) cut flowers of artificially propagated plants.û,,,,,
24485,APOCYNACEAE,Pachypodium,hojnyi,II,2010-06-23 00:00:00,NULL,_Pachypodium_ spp.: Except for the species included in Appendix I. Designates all parts and derivatives, except: ûûa) seeds, (including seedpods of Orchidaceae), spores and pollen (including pollinia). The exemption does not apply to seeds from Cactaceae spp. exported from Mexico, and to seeds from _Beccariophoenix madagascariensis_ and _Neodypsis decaryi_ exported from Madagascar;ûb) seedling or tissue cultures obtained _in vitro_, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; ûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_ and of the family Cactaceae; ûe) stems, flowers, and parts and derivatives thereof of naturalized or artificially propagated plants of the genera _Opuntia_ subgenus _Opuntia_ and _Selenicereus_ (Cactaceae); and ûf) finished products of _Euphorbia antisyphilitica_ packaged and ready for retail trade.
24485,APOCYNACEAE,Pachypodium,hojnyi,II,1975-07-01 00:00:00,NULL,_Pachypodium_ spp.,,,,,,,,
24485,APOCYNACEAE,Pachypodium,hojnyi,II,1985-08-01 00:00:00,NULL,_Pachypodium_ spp.: Except for species listed in Appendix I.  Designates all parts and derivatives except: ûûa) seeds, spores and pollen (including pollinia); and ûb) tissue cultures and flasked seedling cultures.,,,,,,,
24485,APOCYNACEAE,Pachypodium,hojnyi,II,1995-02-16 00:00:00,NULL,_Pachypodium_ spp.: Designates all parts and derivatives except:ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers.û,,,,,
24485,APOCYNACEAE,Pachypodium,hojnyi,II,2010-06-23 00:00:00,NULL,_Pachypodium_ spp. Except for the species included in Appendix I. All parts and derivatives, except: ûûa) seeds, (including seedpods of Orchidaceae), spores and pollen (including pollinia). The exemption does not apply to seeds from Cactaceae spp. exported from Mexico, and to seeds from _Beccariophoenix madagascariensis_ and _Neodypsis decaryi_ exported from Madagascar;ûb) seedling or tissue cultures obtained _in vitro_, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; ûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_ and of the family Cactaceae; ûe) stems, flowers, and parts and derivatives thereof of naturalized or artificially propagated plants of the genera _Opuntia_ subgenus _Opuntia_ and _Selenicereus_ (Cactaceae); and ûf) finished products of _Euphorbia antisyphilitica_ packaged and ready for retail trade.
24485,APOCYNACEAE,Pachypodium,hojnyi,II,1995-08-01 00:00:00,NULL,_Pachypodium_ spp.: Designates all parts and derivatives, except:ûûa) seeds, spores and pollen (including pollinia); andûb) tissue cultures and flasked seedling cultures,,,,,,
24485,APOCYNACEAE,Pachypodium,hojnyi,II,2007-09-13 00:00:00,NULL,_Pachypodium_ spp.: Except the species included in Appendix I.  Designates all parts and derivatives, except: ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained in vitro, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; andûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_.,,,,
8603,APOCYNACEAE,Pachypodium,horombense,II,1997-09-18 00:00:00,NULL,_Pachypodium_ spp.: Designates all parts and derivatives except:ûa) seeds, spores and pollen (including pollinia); b) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers; and c) cut flowers of artificially propagated plants.û,,,,,
8603,APOCYNACEAE,Pachypodium,horombense,II,2010-06-23 00:00:00,NULL,_Pachypodium_ spp.: Except for the species included in Appendix I. Designates all parts and derivatives, except: ûûa) seeds, (including seedpods of Orchidaceae), spores and pollen (including pollinia). The exemption does not apply to seeds from Cactaceae spp. exported from Mexico, and to seeds from _Beccariophoenix madagascariensis_ and _Neodypsis decaryi_ exported from Madagascar;ûb) seedling or tissue cultures obtained _in vitro_, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; ûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_ and of the family Cactaceae; ûe) stems, flowers, and parts and derivatives thereof of naturalized or artificially propagated plants of the genera _Opuntia_ subgenus _Opuntia_ and _Selenicereus_ (Cactaceae); and ûf) finished products of _Euphorbia antisyphilitica_ packaged and ready for retail trade.
8603,APOCYNACEAE,Pachypodium,horombense,II,1975-07-01 00:00:00,NULL,_Pachypodium_ spp.,,,,,,,,
8603,APOCYNACEAE,Pachypodium,horombense,II,1985-08-01 00:00:00,NULL,_Pachypodium_ spp.: Except for species listed in Appendix I.  Designates all parts and derivatives except: ûûa) seeds, spores and pollen (including pollinia); and ûb) tissue cultures and flasked seedling cultures.,,,,,,,
8603,APOCYNACEAE,Pachypodium,horombense,II,1995-02-16 00:00:00,NULL,_Pachypodium_ spp.: Designates all parts and derivatives except:ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers.û,,,,,
8603,APOCYNACEAE,Pachypodium,horombense,II,1995-08-01 00:00:00,NULL,_Pachypodium_ spp.: Designates all parts and derivatives, except:ûûa) seeds, spores and pollen (including pollinia); andûb) tissue cultures and flasked seedling cultures,,,,,,
8603,APOCYNACEAE,Pachypodium,horombense,II,2010-06-23 00:00:00,NULL,_Pachypodium_ spp. Except for the species included in Appendix I. All parts and derivatives, except: ûûa) seeds, (including seedpods of Orchidaceae), spores and pollen (including pollinia). The exemption does not apply to seeds from Cactaceae spp. exported from Mexico, and to seeds from _Beccariophoenix madagascariensis_ and _Neodypsis decaryi_ exported from Madagascar;ûb) seedling or tissue cultures obtained _in vitro_, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; ûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_ and of the family Cactaceae; ûe) stems, flowers, and parts and derivatives thereof of naturalized or artificially propagated plants of the genera _Opuntia_ subgenus _Opuntia_ and _Selenicereus_ (Cactaceae); and ûf) finished products of _Euphorbia antisyphilitica_ packaged and ready for retail trade.
8603,APOCYNACEAE,Pachypodium,horombense,II,2007-09-13 00:00:00,NULL,_Pachypodium_ spp.: Except the species included in Appendix I.  Designates all parts and derivatives, except: ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained in vitro, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; andûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_.,,,,
24140,APOCYNACEAE,Pachypodium,inopinatum,II,1995-08-01 00:00:00,NULL,_Pachypodium_ spp.: Designates all parts and derivatives, except:ûûa) seeds, spores and pollen (including pollinia); andûb) tissue cultures and flasked seedling cultures,,,,,,
24140,APOCYNACEAE,Pachypodium,inopinatum,II,2007-09-13 00:00:00,NULL,_Pachypodium_ spp.: Except the species included in Appendix I.  Designates all parts and derivatives, except: ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained in vitro, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; andûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_.,,,,
24140,APOCYNACEAE,Pachypodium,inopinatum,II,1975-07-01 00:00:00,NULL,_Pachypodium_ spp.,,,,,,,,
24140,APOCYNACEAE,Pachypodium,inopinatum,II,1985-08-01 00:00:00,NULL,_Pachypodium_ spp.: Except for species listed in Appendix I.  Designates all parts and derivatives except: ûûa) seeds, spores and pollen (including pollinia); and ûb) tissue cultures and flasked seedling cultures.,,,,,,,
24140,APOCYNACEAE,Pachypodium,inopinatum,II,1995-02-16 00:00:00,NULL,_Pachypodium_ spp.: Designates all parts and derivatives except:ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers.û,,,,,
24140,APOCYNACEAE,Pachypodium,inopinatum,II,2010-06-23 00:00:00,NULL,_Pachypodium_ spp. Except for the species included in Appendix I. All parts and derivatives, except: ûûa) seeds, (including seedpods of Orchidaceae), spores and pollen (including pollinia). The exemption does not apply to seeds from Cactaceae spp. exported from Mexico, and to seeds from _Beccariophoenix madagascariensis_ and _Neodypsis decaryi_ exported from Madagascar;ûb) seedling or tissue cultures obtained _in vitro_, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; ûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_ and of the family Cactaceae; ûe) stems, flowers, and parts and derivatives thereof of naturalized or artificially propagated plants of the genera _Opuntia_ subgenus _Opuntia_ and _Selenicereus_ (Cactaceae); and ûf) finished products of _Euphorbia antisyphilitica_ packaged and ready for retail trade.
