Spcrecid,CtyRecID,CtyShort
70152,222,United States
76435,235,Yugoslavia
76435,241,former USSR
76435,267,Serbia
76435,214,Turkey
76435,219,Ukraine
76435,221,United Kingdom
76435,196,Spain
76435,202,Sweden
76435,203,Switzerland
76435,173,Romania
76435,174,Russian Federation
76435,190,Slovakia
76435,149,Netherlands
76435,159,Norway
76435,169,Poland
76435,97,Hungary
76435,105,Italy
76435,139,"Moldova, Republic of"
76435,73,France
76435,81,Germany
76435,84,Greece
76435,27,Bosnia and Herzegovina
76435,33,Bulgaria
76435,55,Czech Republic
76435,2,Albania
76435,14,Austria
76435,21,Belgium
80781,80,Georgia
80781,174,Russian Federation
80782,80,Georgia
80782,174,Russian Federation
80782,214,Turkey
105303,137,Mexico
106032,204,Syrian Arab Republic
106032,214,Turkey
106032,104,Israel
106032,108,Jordan
106032,118,Lebanon
106033,214,Turkey
106033,80,Georgia
106033,101,Iran (Islamic Republic of)
106033,174,Russian Federation
106035,84,Greece
106035,105,Italy
106035,214,Turkey
106036,204,Syrian Arab Republic
106036,214,Turkey
106036,104,Israel
106036,108,Jordan
106036,118,Lebanon
106036,84,Greece
106036,101,Iran (Islamic Republic of)
106036,102,Iraq
106037,194,South Africa
106038,194,South Africa
106038,238,Zimbabwe
106038,6,Angola
106038,28,Botswana
106038,146,Namibia
106039,194,South Africa
106105,214,Turkey
106105,219,Ukraine
106105,33,Bulgaria
106105,84,Greece
106105,173,Romania
106106,80,Georgia
106106,214,Turkey
106106,241,former USSR
106107,214,Turkey
106107,11,Armenia
106107,15,Azerbaijan
106107,101,Iran (Islamic Republic of)
113119,84,Greece
113154,241,former USSR
120271,173,Romania
120271,214,Turkey
120271,219,Ukraine
150609,235,Yugoslavia
150609,267,Serbia
150609,173,Romania
150609,214,Turkey
150609,219,Ukraine
150609,33,Bulgaria
150609,84,Greece
150609,149,Netherlands
158451,146,Namibia
158619,146,Namibia
159698,146,Namibia
160439,146,Namibia
160440,194,South Africa
160441,194,South Africa
160442,194,South Africa
161447,194,South Africa
161447,146,Namibia
161467,194,South Africa
161848,205,"Taiwan, Province of China"
162304,137,Mexico
162304,222,United States
170747,101,Iran (Islamic Republic of)
170747,174,Russian Federation
170747,214,Turkey
170747,11,Armenia
170747,15,Azerbaijan
170747,80,Georgia
170748,214,Turkey
170748,15,Azerbaijan
170748,101,Iran (Islamic Republic of)
170748,174,Russian Federation
170749,174,Russian Federation
170750,214,Turkey
170751,84,Greece
170751,214,Turkey
170752,267,Serbia
170752,84,Greece
170752,105,Italy
170752,235,Yugoslavia
170753,235,Yugoslavia
170753,267,Serbia
170753,2,Albania
170753,84,Greece
170753,105,Italy
170754,118,Lebanon
170754,204,Syrian Arab Republic
185492,146,Namibia
185492,194,South Africa
185492,28,Botswana
192415,126,Madagascar
192416,126,Madagascar
