Date,Manual ID,Title,Language,Master Document ID,Volume,Type,General/Parts,PDF Filename
1984,F-112.004.025.000,CITES ID Manual - Pteronura brasiliensis - Parts and Derivatives,EN,,4,CITES ID Manual,Parts and Derivatives,F-112.004.025.001 Pteronura brasiliensis_EN.pdf
1985,F-112.004.025.001,Manual de identificación de la CITES - Pteronura brasiliensis - Partes y Derivados,ES,F-112.004.025.001,4,CITES ID Manual,Parts and Derivatives,F-112.004.025.001 Pteronura brasiliensis_S.pdf
1985,F-112.005.000.001,CITES ID Manual - Viverridae - Parts and Derivatives,EN,,4,CITES ID Manual,Parts and Derivatives,F-112.005.000.001 Viverridae - Fur skins_EN.pdf
1985,F-112.005.000.001,Manual de identificación de la CITES - Viverridae - Partes y Derivados,ES,F-112.005.000.001,4,CITES ID Manual,Parts and Derivatives,F-112.005.000.001 Viverridae - Pieles_S.pdf
1985,F-112.005.000.001,Manuel d'identification de la CITES - Viverridae - Parties et Produits,FR,F-112.005.000.001,4,CITES ID Manual,Parts and Derivatives,F-112.005.000.001 Viverridae - Fourrures_F.pdf
1985,F-112.005.001.000,CITES ID Manual - Genetta - Parts and Derivatives,EN,,4,CITES ID Manual,Parts and Derivatives,F-112.005.001.000 Genetta_EN.pdf
1985,F-112.005.004.002,CITES ID Manual - Prionodon pardicolor - Parts and Derivatives,EN,,4,CITES ID Manual,Parts and Derivatives,F-112.005.004.002 Prionodon pardicolor_E.pdf
1985,F-112.005.004.002,Manual de identificación de la CITES - Prionodon pardicolor - Partes y Derivados,ES,F-112.005.004.002,4,CITES ID Manual,Parts and Derivatives,F-112.005.004.002 Prionodon pardicolor_S.pdf
1985,F-112.005.005.001,CITES ID Manual - Civettictis civetta - Parts and Derivatives,EN,,4,CITES ID Manual,Parts and Derivatives,F-112.005.005.001 Civettictis civetta_E.pdf
1985,F-112.005.005.001,Manual de identificación de la CITES - Civettictis civetta - Partes y Derivados,ES,F-112.005.005.001,4,CITES ID Manual,Parts and Derivatives,F-112.005.005.001 Civettictis civetta_S.pdf
1985,F-112.005.005.004,CITES ID Manual - Viverra zibetha - Parts and Derivatives,EN,,4,CITES ID Manual,Parts and Derivatives,F-112.005.005.004 Viverra zibetha_E.pdf
1985,F-112.005.005.004,Manual de identificación de la CITES - Viverra zibetha - Partes y Derivados,ES,F-112.005.005.004,4,CITES ID Manual,Parts and Derivatives,F-112.005.005.004 Viverra zibetha_S.pdf
1985,F-112.007.000.001,CITES ID Manual - Felidae - Fur skins - Parts and Derivatives,EN,,4,CITES ID Manual,Parts and Derivatives,F-112.007.000.001 Felidae - Fur skins_EN.pdf
1985,F-112.007.000.001,Manual de identificación de la CITES - Felidae - Pieles - Partes y Derivados,ES,F-112.007.000.001,4,CITES ID Manual,Parts and Derivatives,F-112.007.000.001 Felidae - Pieles_S.pdf
1985,F-112.007.000.001,Manuel d'identification de la CITES - Felidae - Fourrures - Parties et Produits,FR,F-112.007.000.001,4,CITES ID Manual,Parts and Derivatives,F-112.007.000.001 Felidae - Fourrures_F.pdf
1985,F-112.007.000.003,CITES ID Manual - Felidae - Parts and Derivatives,EN,,4,CITES ID Manual,Parts and Derivatives,F-112.007.000.003 Felidae - Identification_EN.pdf
1985,F-112.007.000.003,Manual de identificación de la CITES - Felidae - Partes y Derivados,ES,F-112.007.000.003,4,CITES ID Manual,Parts and Derivatives,F-112.007.000.003 Felidae - Identificacción_S.pdf
1983,F-112.007.001.001,CITES ID Manual - Caracal aurata - Parts and Derivatives,EN,,4,CITES ID Manual,Parts and Derivatives,F-112.007.001.001 Felis aurata_E.pdf
1983,F-112.007.001.001,Manual de identificación de la CITES - Caracal aurata - Partes y Derivados,ES,F-112.007.001.001,4,CITES ID Manual,Parts and Derivatives,F-112.007.001.001 Felis aurata_S.pdf
1983,F-112.007.001.003,CITES ID Manual - Prionailurus bengalensis - Parts and Derivatives,EN,,4,CITES ID Manual,Parts and Derivatives,F-112.007.001.003 Felis bengalensis_E.pdf
1983,F-112.007.001.003,Manual de identificación de la CITES - Prionailurus bengalensis - Partes y Derivados,ES,F-112.007.001.003,4,CITES ID Manual,Parts and Derivatives,F-112.007.001.003 Felis bengalensis_S.pdf
1983,F-112.007.001.005,CITES ID Manual - Caracal caracal - Parts and Derivatives,EN,,4,CITES ID Manual,Parts and Derivatives,F-112.007.001.005 Felis caracal_E.pdf
1983,F-112.007.001.005,Manual de identificación de la CITES - Caracal caracal - Partes y Derivados,ES,F-112.007.001.005,4,CITES ID Manual,Parts and Derivatives,F-112.007.001.005 Felis caracal_S.pdf
1983,F-112.007.001.006,CITES ID Manual - Felis silvestris catus - Parts and Derivatives,EN,,4,CITES ID Manual,Parts and Derivatives,F-112.007.001.006 Felis silvestris catus_EN.pdf
1983,F-112.007.001.006,Manual de identificación de la CITES - Felis silvestris catus - Partes y Derivados,ES,F-112.007.001.006,4,CITES ID Manual,Parts and Derivatives,F-112.007.001.006 Felis silvestris catus_S.pdf
1983,F-112.007.001.007,CITES ID Manual - Felis chaus - Parts and Derivatives,EN,,4,CITES ID Manual,Parts and Derivatives,F-112.007.001.007 Felis chaus_E.pdf
1983,F-112.007.001.007,Manual de identificación de la CITES - Felis chaus - Partes y Derivados,ES,F-112.007.001.007,4,CITES ID Manual,Parts and Derivatives,F-112.007.001.007 Felis chaus_S.pdf
1983,F-112.007.001.008,CITES ID Manual - Leopardus colocola - Parts and Derivatives,EN,,4,CITES ID Manual,Parts and Derivatives,F-112.007.001.008 Felis colocolo_E.pdf
1983,F-112.007.001.008,Manual de identificación de la CITES - Leopardus colocola - Partes y Derivados,ES,F-112.007.001.008,4,CITES ID Manual,Parts and Derivatives,F-112.007.001.008 Felis colocolo_S.pdf
1983,F-112.007.001.009,CITES ID Manual - Puma concolor - Parts and Derivatives,EN,,4,CITES ID Manual,Parts and Derivatives,F-112.007.001.009 Felis concolor_E.pdf
1983,F-112.007.001.009,Manual de identificación de la CITES - Puma concolor - Partes y Derivados,ES,F-112.007.001.009,4,CITES ID Manual,Parts and Derivatives,F-112.007.001.009 Felis concolor_S.pdf
1983,F-112.007.001.010,CITES ID Manual - Leopardus geoffroyi - Parts and Derivatives,EN,,4,CITES ID Manual,Parts and Derivatives,F-112.007.001.010 Felis geoffroyi_E.pdf
1983,F-112.007.001.010,Manual de identificación de la CITES - Leopardus geoffroyi - Partes y Derivados,ES,F-112.007.001.010,4,CITES ID Manual,Parts and Derivatives,F-112.007.001.010 Felis geoffroyi_S.pdf
1983,F-112.007.001.013,CITES ID Manual - Leopardus jacobita - Parts and Derivatives,EN,,4,CITES ID Manual,Parts and Derivatives,F-112.007.001.013 Felis jacobita_E.pdf
1983,F-112.007.001.013,Manual de identificación de la CITES - Leopardus jacobita - Partes y Derivados,ES,F-112.007.001.013,4,CITES ID Manual,Parts and Derivatives,F-112.007.001.013 Felis jacobita_S.pdf
1984,F-112.007.001.014,CITES ID Manual - Lynx lynx - Parts and Derivatives,EN,,4,CITES ID Manual,Parts and Derivatives,F-112.007.001.014 Felis lynx_EN.pdf
1983,F-112.007.001.015,CITES ID Manual - Otocolobus manul - Parts and Derivatives,EN,,4,CITES ID Manual,Parts and Derivatives,F-112.007.001.016 Felis manul_EN.pdf
