id,rank,Internal distribution note,Designation
11888,SPECIES,"Previous distributions for Austria, Belgium, Czech Republic, Denmark, Finland, France, Germany, Ireland, Latvia, Netherlands, Poland, Portugal, Romania, Spain, Sweden, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11847,SPECIES,"Previous distributions for Bahrain, Bangladesh, Belgium, Bhutan, Cambodia, Democratic Republic of the Congo, Denmark, Estonia, Finland, Former Serbia and Montenegro, Guinea, Iceland, Ireland, Isle of Man (United Kingdom), Lao People's Democratic Republic, Liechtenstein, Luxembourg, Myanmar, Nepal, Netherlands, Nigeria, Norway, Seychelles, Sierra Leone, Sri Lanka, Sudan [prior to secession of South Sudan], Sweden, Thailand, United Republic of Tanzania, Viet Nam deleted as part of CMS project 9612 in 2025-2026.",CMS
11920,SPECIES,"Previous distributions for Eritrea, Mauritania, Saudi Arabia, Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
11601,SPECIES,"Previous distributions for Anguilla (United Kingdom), Antigua and Barbuda, Aruba, Australia, Bahamas, Barbados, Belize, British Virgin Islands (United Kingdom), Canada, Cayman Islands (United Kingdom), Chile, Colombia, Costa Rica, Cuba, Democratic Republic of the Congo, Dominican Republic, Ecuador, Finland, Former Serbia and Montenegro, Gabon, Guadeloupe, Guatemala, Haiti, Honduras, Ireland, Jamaica, Latvia, Luxembourg, Maldives, Mexico, Netherlands Antilles, Niger, Norway, Panama, Peru, Puerto Rico, Saint Kitts and Nevis, Seychelles, Sudan [prior to secession of South Sudan], Trinidad and Tobago, Turks and Caicos Islands (United Kingdom), Uganda, United States of America, Venezuela (Bolivarian Republic of), Virgin Islands of the USA deleted as part of CMS project 9612 in 2025-2026.",CMS
11555,SPECIES,"Previous distributions for Australia, Bulgaria, Cameroon, Cocos (Keeling) Islands, Cyprus, Djibouti, Eswatini, France, Gabon, Germany, Greece, India, Italy, Lebanon, Maldives, Mali, Malta, Nigeria, Norway, Romania, Seychelles, Sierra Leone, Sudan [prior to secession of South Sudan], Türkiye, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
95082,SPECIES,"Previous distributions for Lao People's Democratic Republic, Philippines deleted as part of CMS project 9612 in 2025-2026.",CMS
11859,SPECIES,"Previous distributions for Australia, Burundi, Former Serbia and Montenegro, Ireland, Martinique, Mauritius, Rwanda, Sao Tome and Principe, Seychelles, Solomon Islands, Sudan [prior to secession of South Sudan], United States of America, Zambia, Zimbabwe deleted as part of CMS project 9612 in 2025-2026.",CMS
11465,SPECIES,"Previous distributions for Niger, Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
11537,SPECIES,"Previous distributions for Australia, Bangladesh, Barbados, Brunei Darussalam, China, Democratic People's Republic of Korea, Former Serbia and Montenegro, Hong Kong, SAR, Japan, Lesotho, Liechtenstein, Malaysia, Mongolia, Myanmar, New Zealand, Philippines, Saint Helena and Dependencies (United Kingdom), Saint Pierre and Miquelon, Singapore, Sudan [prior to secession of South Sudan], Taiwan, Province of China, Thailand, Trinidad and Tobago deleted as part of CMS project 9612 in 2025-2026.",CMS
11574,SPECIES,"Previous distributions for Austria, Belgium, Botswana, Bulgaria, Burundi, Côte d'Ivoire, Denmark, Finland, France, Germany, Greece, Hungary, Italy, Libya, Malawi, Malta, Morocco, Netherlands, Nigeria, Norway, Poland, Rwanda, Senegal, Sudan [prior to secession of South Sudan], Sweden, Tunisia, Ukraine, United Kingdom of Great Britain and Northern Ireland, United States of America, Zimbabwe deleted as part of CMS project 9612 in 2025-2026.",CMS
11364,SPECIES,Previous distributions for Eswatini deleted as part of CMS project 9612 in 2025-2026.,CMS
11306,SPECIES,"Previous distributions for Antigua and Barbuda, Belize, Ecuador, Netherlands Antilles deleted as part of CMS project 9612 in 2025-2026.",CMS
12095,SPECIES,"Previous distributions for Peru, Saint Helena and Dependencies (United Kingdom) deleted as part of CMS project 9612 in 2025-2026.",CMS
11577,SPECIES,"Previous distributions for Austria, Bahrain, Bangladesh, Bhutan, Brunei Darussalam, Burundi, Cambodia, Canada, Christmas Island, Comoros, Democratic Republic of the Congo, Denmark, Djibouti, Egypt, France, Germany, Iran (Islamic Republic of), Israel, Kazakhstan, Kuwait, Kyrgyzstan, Lao People's Democratic Republic, Libya, Madagascar, Maldives, Mauritius, Mongolia, Mozambique, Myanmar, Namibia, Nepal, Norway, Oman, Pakistan, Poland, Qatar, Rwanda, Singapore, Somalia, South Africa, Spain, Sri Lanka, Sudan, Sudan [prior to secession of South Sudan], Sweden, Tajikistan, Thailand, Türkiye, United Republic of Tanzania, United States of America, Uzbekistan, Viet Nam, Yemen, Zambia, Zimbabwe deleted as part of CMS project 9612 in 2025-2026.",CMS
11643,SPECIES,Previous distributions for Zambia deleted as part of CMS project 9612 in 2025-2026.,CMS
11735,SPECIES,"Previous distributions for Bahrain, Cyprus, France, Greece, Israel, Lesotho, Norway, Spain, Sudan [prior to secession of South Sudan], United Arab Emirates deleted as part of CMS project 9612 in 2025-2026.",CMS
11956,SPECIES,"Previous distributions for Bangladesh, Brunei Darussalam, Hong Kong, SAR, Indonesia deleted as part of CMS project 9612 in 2025-2026.",CMS
11320,SPECIES,"Previous distributions for Greenland, Ireland, Netherlands Antilles, Portugal, Spain, United Kingdom of Great Britain and Northern Ireland, United States Minor Outlying Islands deleted as part of CMS project 9612 in 2025-2026.",CMS
12076,SPECIES,"Previous distributions for Côte d'Ivoire, Egypt, Ghana, Madagascar, Mali, Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
12130,SPECIES,"Previous distributions for Brunei Darussalam, Cocos (Keeling) Islands, India, Japan, Kazakhstan, Malaysia, New Zealand, Palau, Philippines, Republic of Korea, Seychelles, Singapore, Taiwan, Province of China, Thailand, Vanuatu deleted as part of CMS project 9612 in 2025-2026.",CMS
12054,SPECIES,"Previous distributions for Brazil, Faroe Islands, France, Guyana, Hungary, Iceland, Ireland, Netherlands Antilles, Norway, Portugal, Spain, Sweden, Switzerland, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11837,SPECIES,"Previous distributions for Chile, Guadeloupe, Netherlands Antilles, Nicaragua deleted as part of CMS project 9612 in 2025-2026.",CMS
11756,SPECIES,"Previous distributions for Azerbaijan, Bahrain, Bermuda (United Kingdom), Bosnia and Herzegovina, Canada, Croatia, Faroe Islands, Former Serbia and Montenegro, Gambia, Iceland, Japan, Latvia, Liechtenstein, Luxembourg, Mauritania, Montenegro, Oman, Serbia, Slovenia, Svalbard and Jan Mayen Islands deleted as part of CMS project 9612 in 2025-2026.",CMS
11937,SPECIES,Previous distributions for Falkland Islands (Malvinas) deleted as part of CMS project 9612 in 2025-2026.,CMS
12058,SPECIES,"Previous distributions for Australia, Bahrain, Canada, Former Serbia and Montenegro, Gambia, Ghana, India, Iraq, Jordan, Kuwait, Liechtenstein, Mauritania, Mongolia, Pakistan, Saint Pierre and Miquelon, Saudi Arabia, Senegal, Sierra Leone, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
11297,SPECIES,"Previous distributions for Cabo Verde, Côte d'Ivoire, Denmark, Falkland Islands (Malvinas), Finland, France, Gambia, Germany, Greenland, Iceland, Ireland, Japan, Liberia, Mauritania, Morocco, Netherlands, Netherlands Antilles, Nigeria, Oman, Portugal, Sao Tome and Principe, Senegal, Sierra Leone, Solomon Islands, South Africa, Spain, Sweden, Togo, Türkiye, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11484,SPECIES,"Previous distributions for Afghanistan, Algeria, Azerbaijan, Barbados, Belgium, Bermuda (United Kingdom), Burundi, Chile, Cyprus, Czech Republic, Côte d'Ivoire, Democratic Republic of the Congo, Denmark, Ecuador, Egypt, Ethiopia, Finland, France, Germany, Greece, Greenland, Iraq, Ireland, Israel, Italy, Jordan, Kuwait, Lebanon, Madagascar, Malawi, Malta, Namibia, Netherlands, Norway, Pitcairn Islands (United Kingdom), Poland, South Africa, Spain, Sudan [prior to secession of South Sudan], Sweden, Tunisia, Türkiye, United Kingdom of Great Britain and Northern Ireland, Zambia deleted as part of CMS project 9612 in 2025-2026.",CMS
12017,SPECIES,"Previous distributions for Former Serbia and Montenegro, Netherlands Antilles, Pitcairn Islands (United Kingdom), Sudan [prior to secession of South Sudan], Svalbard and Jan Mayen Islands deleted as part of CMS project 9612 in 2025-2026.",CMS
12012,SPECIES,Previous distributions for Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.,CMS
95299,SPECIES,"Previous distributions for Burundi, Saint Helena and Dependencies (United Kingdom) deleted as part of CMS project 9612 in 2025-2026.",CMS
11615,SPECIES,"Previous distributions for Brunei Darussalam, Indonesia, Malaysia, Singapore deleted as part of CMS project 9612 in 2025-2026.",CMS
11309,SPECIES,"Previous distributions for Lesotho, Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
11993,SPECIES,"Previous distributions for Austria, Bahrain, Belarus, Belgium, Bulgaria, China, Cyprus, Czech Republic, Denmark, Egypt, Finland, France, Germany, Greece, Guinea, Hungary, Ireland, Italy, Kuwait, Luxembourg, Maldives, Malta, Morocco, Netherlands, Poland, Portugal, Romania, Seychelles, Slovakia, Slovenia, Somalia, Spain, Sudan [prior to secession of South Sudan], Sweden, Switzerland, Ukraine, United Kingdom of Great Britain and Northern Ireland, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
11546,SPECIES,"Previous distributions for Azerbaijan, Bahrain deleted as part of CMS project 9612 in 2025-2026.",CMS
12004,SPECIES,"Previous distributions for Algeria, Austria, Bahrain, Bangladesh, Bulgaria, Chad, Cyprus, Denmark, Ethiopia, Finland, France, Germany, Greece, Hungary, Israel, Italy, Kyrgyzstan, Libya, Malta, Morocco, Nepal, Netherlands, Niger, Nigeria, Poland, Romania, Russian Federation, Spain, Sudan [prior to secession of South Sudan], Sweden, Tunisia, United Kingdom of Great Britain and Northern Ireland, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
11660,SPECIES,"Previous distributions for Gambia, Senegal deleted as part of CMS project 9612 in 2025-2026.",CMS
95831,SPECIES,"Previous distributions for Malaysia, Myanmar deleted as part of CMS project 9612 in 2025-2026.",CMS
11393,SPECIES,Previous distributions for Somalia deleted as part of CMS project 9612 in 2025-2026.,CMS
11528,SPECIES,"Previous distributions for Congo, Lesotho, Somalia, Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
11722,SPECIES,"Previous distributions for Angola, Bahrain, Belgium, Botswana, Bulgaria, Cabo Verde, Croatia, Czech Republic, Gabon, Germany, Hungary, Italy, Kuwait, Liberia, Malta, Montenegro, Qatar, Romania, Serbia, Slovakia, Spain, Sudan [prior to secession of South Sudan], Ukraine, United Arab Emirates, Zambia, Zimbabwe deleted as part of CMS project 9612 in 2025-2026.",CMS
11535,SPECIES,"Previous distributions for Ghana, Mauritania, Togo, Zambia deleted as part of CMS project 9612 in 2025-2026.",CMS
95262,SPECIES,"Previous distributions for Israel, Jordan deleted as part of CMS project 9612 in 2025-2026.",CMS
12016,SPECIES,"Previous distributions for Antigua and Barbuda, Bahamas, Barbados, Bermuda (United Kingdom), Brunei Darussalam, Cabo Verde, Canada, Dominica, Former Serbia and Montenegro, Gambia, Greenland, Guadeloupe, Kenya, Martinique, Montserrat (United Kingdom), Puerto Rico, Saint Kitts and Nevis, Saint Lucia, Saint Pierre and Miquelon, Saint Vincent and the Grenadines, Senegal, Sudan, Sudan [prior to secession of South Sudan], Svalbard and Jan Mayen Islands, Tajikistan, Turks and Caicos Islands (United Kingdom), United States of America, Virgin Islands of the USA, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
11558,SPECIES,"Previous distributions for Israel, Jordan, Lebanon, Sudan [prior to secession of South Sudan], Türkiye deleted as part of CMS project 9612 in 2025-2026.",CMS
11884,SPECIES,"Previous distributions for Ghana, Guinea, Togo deleted as part of CMS project 9612 in 2025-2026.",CMS
11732,SPECIES,"Previous distributions for Austria, Bahrain, Belgium, Czech Republic, Côte d'Ivoire, Denmark, Equatorial Guinea, Finland, France, Gabon, Germany, Ghana, Guinea, Iceland, Ireland, Italy, Jordan, Kenya, Latvia, Netherlands, North Macedonia, Norway, Oman, Poland, Qatar, Sao Tome and Principe, Serbia, Seychelles, Slovakia, Somalia, Spain, Sudan [prior to secession of South Sudan], Sweden, Switzerland, Syrian Arab Republic, Togo, United Arab Emirates, United Kingdom of Great Britain and Northern Ireland, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
11413,SPECIES,"Previous distributions for Burundi, Mauritania, Rwanda, South Sudan, Sudan, Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
11617,SPECIES,"Previous distributions for Ethiopia, Mauritius, Réunion, Seychelles deleted as part of CMS project 9612 in 2025-2026.",CMS
11329,SPECIES,"Previous distributions for Austria, Barbados, Belgium, Brazil, Cabo Verde, China, Czech Republic, Denmark, Djibouti, Finland, Former Serbia and Montenegro, Germany, Gibraltar (United Kingdom), Iceland, Ireland, Latvia, Mauritius, Netherlands, Norway, Poland, Seychelles, Slovakia, Slovenia, Sudan [prior to secession of South Sudan], Sweden, Switzerland, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11943,SPECIES,"Previous distributions for Burundi, Egypt, Kenya, Libya, Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
95769,SPECIES,Previous distributions for Uruguay deleted as part of CMS project 9612 in 2025-2026.,CMS
11799,SPECIES,Previous distributions for Mozambique deleted as part of CMS project 9612 in 2025-2026.,CMS
11411,SPECIES,"Previous distributions for Angola, Canada, Democratic Republic of the Congo, Former Serbia and Montenegro, Gabon, Greenland, Guam, Lebanon, Liberia, Luxembourg, Maldives, Mali, Mozambique, Namibia, Nepal, New Zealand, Philippines, Seychelles, South Africa, Sudan [prior to secession of South Sudan], Svalbard and Jan Mayen Islands, Togo, Uganda, United States of America deleted as part of CMS project 9612 in 2025-2026.",CMS
95587,SPECIES,Previous distributions for Jamaica deleted as part of CMS project 9612 in 2025-2026.,CMS
96238,SPECIES,Previous distributions for Russian Federation deleted as part of CMS project 9612 in 2025-2026.,CMS
12039,SPECIES,"Previous distributions for Bermuda (United Kingdom), Gambia, Ghana, Liberia, Netherlands Antilles, Niue, Sierra Leone, Sudan [prior to secession of South Sudan], Togo deleted as part of CMS project 9612 in 2025-2026.",CMS
11774,SPECIES,"Previous distributions for Comoros, Kenya, Liberia, Solomon Islands, Somalia, South Africa, United Arab Emirates deleted as part of CMS project 9612 in 2025-2026.",CMS
11390,SPECIES,"Previous distributions for Afghanistan, Antigua and Barbuda, Bahamas, Barbados, Belgium, Canada, Cocos (Keeling) Islands, Dominica, Faroe Islands, Finland, Former Serbia and Montenegro, Gibraltar (United Kingdom), Guadeloupe, Iceland, Ireland, Kyrgyzstan, Lesotho, Luxembourg, Marshall Islands, Martinique, Mauritius, Montserrat (United Kingdom), Nauru, Norway, Portugal, Puerto Rico, Réunion, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Solomon Islands, Sudan [prior to secession of South Sudan], Sweden, Turks and Caicos Islands (United Kingdom), United Kingdom of Great Britain and Northern Ireland, United States of America, Virgin Islands of the USA deleted as part of CMS project 9612 in 2025-2026.",CMS
11844,SPECIES,"Previous distributions for Afghanistan, Australia, Bahrain, British Virgin Islands (United Kingdom), Chad, Democratic Republic of the Congo, Former Serbia and Montenegro, Grenada, Guadeloupe, Iceland, Iraq, Japan, Kenya, Kuwait, Lebanon, Madagascar, Netherlands Antilles, Niger, Oman, Rwanda, Saudi Arabia, Singapore, Somalia, Sudan, Sudan [prior to secession of South Sudan], United Arab Emirates, Uruguay, Virgin Islands of the USA, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
12368,SUBSPECIES,"Previous distributions for Albania, Algeria, Angola, Belarus, Botswana, Burundi, Cameroon, Congo, Democratic Republic of the Congo, Egypt, Equatorial Guinea, France, Gabon, Gambia, Ghana, Gibraltar (United Kingdom), Greece, Guinea, Iran (Islamic Republic of), Italy, Jordan, Kenya, Kuwait, Lebanon, Liberia, Libya, Lithuania, Madagascar, Mauritania, Morocco, Namibia, Nigeria, North Macedonia, Poland, Republic of Moldova, Romania, Russian Federation, Senegal, Sierra Leone, Slovakia, Somalia, South Africa, Sudan [prior to secession of South Sudan], Togo, Tunisia, Türkiye deleted as part of CMS project 9612 in 2025-2026.",CMS
11791,SPECIES,"Previous distributions for Albania, Angola, Austria, Belgium, Bermuda (United Kingdom), Bosnia and Herzegovina, Botswana, Canada, Comoros, Croatia, Cyprus, Czech Republic, Finland, Former Serbia and Montenegro, Gabon, Gibraltar (United Kingdom), Guam, Hungary, Ireland, Israel, Lebanon, Luxembourg, Maldives, Malta, Montenegro, Namibia, Nepal, Netherlands Antilles, New Zealand, Norway, Poland, Republic of Korea, Republic of Moldova, Saint Lucia, Saint Vincent and the Grenadines, Serbia, Seychelles, Sint Maarten, Slovakia, Slovenia, South Africa, Sudan [prior to secession of South Sudan], Sweden, Switzerland, United Kingdom of Great Britain and Northern Ireland, Zimbabwe deleted as part of CMS project 9612 in 2025-2026.",CMS
12364,SUBSPECIES,"Previous distributions for Algeria, Angola, Azerbaijan, Bahrain, Belgium, Botswana, Bulgaria, Burkina Faso, Burundi, Cameroon, Chad, Comoros, Cyprus, Democratic Republic of the Congo, Denmark, Djibouti, Egypt, France, Gambia, Georgia, Germany, Ghana, Gibraltar (United Kingdom), Greece, Guinea, Guinea Bissau, Hungary, Iran (Islamic Republic of), Israel, Italy, Kuwait, Liberia, Madagascar, Mali, Mauritania, Monaco, Morocco, Mozambique, Netherlands, Niger, Nigeria, Oman, Portugal, Qatar, Romania, Russian Federation, Saudi Arabia, Senegal, Seychelles, Sierra Leone, Somalia, Spain, Sudan [prior to secession of South Sudan], Togo, Tunisia, Turkmenistan, Türkiye, Uganda, Ukraine, United Arab Emirates, United Republic of Tanzania, Yemen, Zambia, Zimbabwe deleted as part of CMS project 9612 in 2025-2026.",CMS
99583,SPECIES,"Previous distributions for Angola, Barbados, Bermuda (United Kingdom), Cameroon, Faroe Islands, Gabon, Gambia, Ghana, Guinea, Hong Kong, SAR, Iceland, India, Iraq, Japan, Jordan, Kenya, Kuwait, Liechtenstein, Luxembourg, Nigeria, Puerto Rico, Saint Pierre and Miquelon, Saudi Arabia, Senegal, Sierra Leone, Sudan, United Arab Emirates deleted as part of CMS project 9612 in 2025-2026.",CMS
11821,SPECIES,"Previous distributions for Anguilla (United Kingdom), Antigua and Barbuda, Belgium, Bermuda (United Kingdom), Burundi, Croatia, Democratic Republic of the Congo, Dominica, Ecuador, Eswatini, Faroe Islands, Former Serbia and Montenegro, Gibraltar (United Kingdom), Guadeloupe, Ireland, Kyrgyzstan, Luxembourg, Martinique, Montenegro, Netherlands Antilles, Norway, Rwanda, Saint Kitts and Nevis, Saint Lucia, Serbia, Slovenia, Sudan [prior to secession of South Sudan], United Kingdom of Great Britain and Northern Ireland, Virgin Islands of the USA deleted as part of CMS project 9612 in 2025-2026.",CMS
11586,SPECIES,"Previous distributions for Antigua and Barbuda, Bahamas, Barbados, Belize, Bermuda (United Kingdom), Canada, Cayman Islands (United Kingdom), China, Colombia, Costa Rica, Cuba, Democratic People's Republic of Korea, Dominica, Ecuador, Egypt, Guadeloupe, Guatemala, Haiti, Honduras, Hong Kong, SAR, Israel, Jamaica, Japan, Kazakhstan, Luxembourg, Martinique, Mexico, Morocco, Netherlands Antilles, Nicaragua, Northern Mariana Islands, Panama, Philippines, Puerto Rico, Republic of Korea, Romania, Saint Kitts and Nevis, Saint Lucia, Saint Pierre and Miquelon, Taiwan, Province of China, Turks and Caicos Islands (United Kingdom), United States Minor Outlying Islands, United States of America, Venezuela (Bolivarian Republic of), Viet Nam, Virgin Islands of the USA deleted as part of CMS project 9612 in 2025-2026.",CMS
12074,SPECIES,"Previous distributions for Bahrain, Eritrea, Greece, Qatar, United Arab Emirates deleted as part of CMS project 9612 in 2025-2026.",CMS
11467,SPECIES,"Previous distributions for Bulgaria, Czech Republic, Egypt, Gabon, Georgia, Germany, Israel, Jordan, Lebanon, Malta, North Macedonia, Switzerland, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11294,SPECIES,Previous distributions for Belgium deleted as part of CMS project 9612 in 2025-2026.,CMS
11919,SPECIES,"Previous distributions for Afghanistan, Christmas Island, Former Serbia and Montenegro, Gambia, Greenland, Hong Kong, SAR, India, Libya, Liechtenstein, Malta, Mauritania, Myanmar, Nepal, Oman, Pakistan, Saint Pierre and Miquelon, Saudi Arabia, Senegal, United Arab Emirates deleted as part of CMS project 9612 in 2025-2026.",CMS
11997,SPECIES,"Previous distributions for Algeria, Burkina Faso, Central African Republic, Comoros, Côte d'Ivoire, Egypt, Falkland Islands (Malvinas), Ghana, Israel, Jordan, Lesotho, Liberia, Panama, Somalia, Spain, Sudan [prior to secession of South Sudan], Togo, Tunisia, Uruguay deleted as part of CMS project 9612 in 2025-2026.",CMS
12008,SPECIES,"Previous distributions for Mauritania, Saint Helena and Dependencies (United Kingdom), Seychelles, Trinidad and Tobago deleted as part of CMS project 9612 in 2025-2026.",CMS
11710,SPECIES,"Previous distributions for Afghanistan, Argentina, Azerbaijan, Bahamas, Cuba, Dominican Republic, Ecuador, Georgia, Guyana, Kazakhstan, Luxembourg, Namibia, Netherlands Antilles, Panama, Saint Pierre and Miquelon, Seychelles, Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
11565,SPECIES,"Previous distributions for Antigua and Barbuda, Belarus, Côte d'Ivoire, Djibouti, Germany, Gibraltar (United Kingdom), Hong Kong, SAR, Japan, Kenya, Kyrgyzstan, Mali, Montenegro, Nepal, Nigeria, Poland, Portugal, Serbia, Slovenia, South Africa, Sri Lanka, Sudan [prior to secession of South Sudan], Switzerland, Thailand, Uganda, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
12125,SPECIES,"Previous distributions for Austria, Belgium, Bermuda (United Kingdom), Finland, France, Germany, Gibraltar (United Kingdom), Hungary, Italy, Japan, Latvia, Morocco, Norway, Poland, Portugal, Romania, Russian Federation, Slovakia, Spain, Svalbard and Jan Mayen Islands, Sweden deleted as part of CMS project 9612 in 2025-2026.",CMS
11950,SPECIES,"Previous distributions for Bahrain, India, Israel, Jordan, Lebanon, Maldives, Seychelles, Sri Lanka deleted as part of CMS project 9612 in 2025-2026.",CMS
12049,SPECIES,"Previous distributions for Austria, Bermuda (United Kingdom), Czech Republic, Hong Kong, SAR, Hungary, Israel, Italy, Jordan, Kazakhstan, Malta, Mongolia, Morocco, Portugal, Slovenia, Switzerland, Tunisia, Ukraine deleted as part of CMS project 9612 in 2025-2026.",CMS
11497,SPECIES,"Previous distributions for Austria, Belarus, Belgium, Bulgaria, Cyprus, Denmark, France, Greece, Hong Kong, SAR, Hungary, Italy, Japan, Lao People's Democratic Republic, Latvia, Lebanon, Maldives, Malta, Netherlands, Norway, Poland, Portugal, Somalia, Sudan [prior to secession of South Sudan], Sweden, Tunisia, Uganda, United Kingdom of Great Britain and Northern Ireland, Viet Nam deleted as part of CMS project 9612 in 2025-2026.",CMS
12154,SPECIES,"Previous distributions for Greece, Iran (Islamic Republic of), Maldives, Oman, Sudan [prior to secession of South Sudan], Türkiye, United Arab Emirates deleted as part of CMS project 9612 in 2025-2026.",CMS
11807,SPECIES,"Previous distributions for Algeria, Bahamas, Bosnia and Herzegovina, Croatia, Cyprus, Egypt, Former Serbia and Montenegro, Hungary, India, Iran (Islamic Republic of), Israel, Kazakhstan, Kuwait, Luxembourg, Mauritania, Morocco, Slovenia, Syrian Arab Republic, Tunisia, Türkiye, Venezuela (Bolivarian Republic of), Virgin Islands of the USA deleted as part of CMS project 9612 in 2025-2026.",CMS
11498,SPECIES,"Previous distributions for Finland, Former Serbia and Montenegro, Gambia, Kazakhstan, Kenya, Kuwait, Latvia, Norway, Saudi Arabia, Senegal, Sudan, Sudan [prior to secession of South Sudan], United Arab Emirates deleted as part of CMS project 9612 in 2025-2026.",CMS
11489,SPECIES,"Previous distributions for Bulgaria, Hong Kong, SAR, Japan, Kyrgyzstan, Viet Nam deleted as part of CMS project 9612 in 2025-2026.",CMS
11686,SPECIES,"Previous distributions for Angola, Australia, Bahamas, Botswana, Brunei Darussalam, Burundi, Cameroon, Chad, Cuba, Democratic Republic of the Congo, Former Serbia and Montenegro, Grenada, Guinea, Liberia, Maldives, Netherlands Antilles, Papua New Guinea, Seychelles, Sierra Leone, South Africa, Sudan [prior to secession of South Sudan], Turks and Caicos Islands (United Kingdom), Zimbabwe deleted as part of CMS project 9612 in 2025-2026.",CMS
12014,SPECIES,"Previous distributions for Azerbaijan, Belarus, Belize, Bulgaria, Croatia, Cuba, Cyprus, Czech Republic, Dominican Republic, Egypt, Estonia, Former Serbia and Montenegro, Gambia, Guadeloupe, Haiti, Hungary, Iran (Islamic Republic of), Israel, Jamaica, Jordan, Kazakhstan, Kyrgyzstan, Latvia, Lebanon, Luxembourg, Malta, Mongolia, North Macedonia, Oman, Peru, Romania, Saint Lucia, Senegal, South Africa, Trinidad and Tobago, Ukraine deleted as part of CMS project 9612 in 2025-2026.",CMS
11599,SPECIES,"Previous distributions for Eritrea, Guinea Bissau, Israel, Somalia, South Africa, Sudan [prior to secession of South Sudan], Togo, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
11550,SPECIES,"Previous distributions for Austria, Bahrain, Barbados, Belgium, Benin, Bermuda (United Kingdom), Brunei Darussalam, Colombia, Denmark, Egypt, Eritrea, Gambia, Germany, Gibraltar (United Kingdom), Honduras, Hong Kong, SAR, Israel, Italy, Libya, Maldives, Mali, Malta, Morocco, Myanmar, Namibia, Netherlands, Netherlands Antilles, Norway, Poland, Saint Pierre and Miquelon, Saudi Arabia, Senegal, Singapore, Sweden, Switzerland, Territory formerly known as BIOT, Trinidad and Tobago, Tunisia, United Arab Emirates, Vanuatu, Viet Nam, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
11502,SPECIES,"Previous distributions for Cocos (Keeling) Islands, Comoros, Cook Islands, Fiji, Former Serbia and Montenegro, Iceland, Jamaica, Liechtenstein, Malawi, Maldives, Netherlands Antilles, New Zealand, Paraguay, Sao Tome and Principe, Sudan [prior to secession of South Sudan], Zambia deleted as part of CMS project 9612 in 2025-2026.",CMS
12382,SUBSPECIES,"Previous distributions for Albania, Algeria, Angola, Armenia, Austria, Azerbaijan, Bahrain, Belarus, Benin, Bosnia and Herzegovina, Cabo Verde, Cameroon, Congo, Côte d'Ivoire, Democratic Republic of the Congo, Djibouti, Egypt, Equatorial Guinea, Eritrea, France, Gabon, Gambia, Georgia, Ghana, Gibraltar (United Kingdom), Greece, Guinea, Guinea Bissau, Iran (Islamic Republic of), Iraq, Ireland, Israel, Italy, Jordan, Kazakhstan, Kenya, Kuwait, Liberia, Libya, Lithuania, Madagascar, Malawi, Mauritania, Morocco, Mozambique, Namibia, Nigeria, North Macedonia, Norway, Oman, Poland, Portugal, Qatar, Republic of Moldova, Romania, Russian Federation, Senegal, Seychelles, Sierra Leone, Slovakia, Somalia, South Africa, Sudan [prior to secession of South Sudan], Togo, Tunisia, Turkmenistan, Türkiye, Uganda, United Arab Emirates, United Republic of Tanzania, Uzbekistan, Yemen, Zambia deleted as part of CMS project 9612 in 2025-2026.",CMS
