id,rank,Internal distribution note,Designation
11657,SPECIES,Previous distributions for India deleted as part of CMS project 9612 in 2025-2026.,CMS
11494,SPECIES,"Previous distributions for Kazakhstan, Kyrgyzstan deleted as part of CMS project 9612 in 2025-2026.",CMS
12135,SPECIES,"Previous distributions for India, Singapore deleted as part of CMS project 9612 in 2025-2026.",CMS
96162,SPECIES,"Previous distributions for Bhutan, Hong Kong, SAR, Japan deleted as part of CMS project 9612 in 2025-2026.",CMS
11667,SPECIES,"Previous distributions for Belgium, Democratic People's Republic of Korea, Faroe Islands, France, Hong Kong, SAR, Ireland, Isle of Man (United Kingdom), Italy, Mongolia, Netherlands, Norway, Republic of Korea, Romania, Spain, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11303,SPECIES,"Previous distributions for Comoros, Former Serbia and Montenegro, India, Isle of Man (United Kingdom), Japan, Kyrgyzstan, Saint Helena and Dependencies (United Kingdom), Seychelles, Sudan [prior to secession of South Sudan], Svalbard and Jan Mayen Islands deleted as part of CMS project 9612 in 2025-2026.",CMS
96623,SPECIES,"Previous distributions for Dominican Republic, Saint Pierre and Miquelon deleted as part of CMS project 9612 in 2025-2026.",CMS
11861,SPECIES,"Previous distributions for Bahamas, Canada, Cuba, Dominican Republic, Guatemala, Iceland, Jamaica, Mexico, Saint Pierre and Miquelon, United States of America deleted as part of CMS project 9612 in 2025-2026.",CMS
94884,SPECIES,"Previous distributions for Egypt, Lebanon deleted as part of CMS project 9612 in 2025-2026.",CMS
11658,SPECIES,"Previous distributions for Egypt, Former Serbia and Montenegro, Taiwan, Province of China deleted as part of CMS project 9612 in 2025-2026.",CMS
11623,SPECIES,"Previous distributions for Egypt, Former Serbia and Montenegro, India, Ireland, Luxembourg, Oman, Poland, Sweden, United Arab Emirates deleted as part of CMS project 9612 in 2025-2026.",CMS
11628,SPECIES,Previous distributions for Thailand deleted as part of CMS project 9612 in 2025-2026.,CMS
95217,SPECIES,"Previous distributions for Hong Kong, SAR, Sri Lanka deleted as part of CMS project 9612 in 2025-2026.",CMS
96707,SPECIES,Previous distributions for India deleted as part of CMS project 9612 in 2025-2026.,CMS
12027,SPECIES,"Previous distributions for Macao, SAR, Nepal, Philippines deleted as part of CMS project 9612 in 2025-2026.",CMS
11431,SPECIES,"Previous distributions for Eswatini, Zimbabwe deleted as part of CMS project 9612 in 2025-2026.",CMS
11449,SPECIES,"Previous distributions for Benin, Cameroon, Chad, Former Serbia and Montenegro, Mongolia, Mozambique, Rwanda, Seychelles, South Africa, Sudan [prior to secession of South Sudan], Svalbard and Jan Mayen Islands, Zimbabwe deleted as part of CMS project 9612 in 2025-2026.",CMS
11540,SPECIES,"Previous distributions for Djibouti, Former Serbia and Montenegro, Iceland, Somalia, Sudan [prior to secession of South Sudan], Svalbard and Jan Mayen Islands, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
11323,SPECIES,"Previous distributions for Albania, Algeria, Andorra, Austria, Belgium, Bosnia and Herzegovina, Burkina Faso, Cabo Verde, Cameroon, Chad, Denmark, Djibouti, Egypt, Ethiopia, Finland, France, Gambia, Germany, Gibraltar (United Kingdom), Greece, Guinea Bissau, Iceland, Ireland, Israel, Italy, Jordan, Kuwait, Lebanon, Libya, Mali, Malta, Mauritania, Montenegro, Morocco, Netherlands, Niger, Nigeria, North Macedonia, Norway, Poland, Portugal, Romania, Senegal, Sierra Leone, Sudan [prior to secession of South Sudan], Sweden, Tunisia, Türkiye, Ukraine, United Kingdom of Great Britain and Northern Ireland, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
11960,SPECIES,"Previous distributions for Albania, Algeria, Andorra, Angola, Austria, Azerbaijan, Belarus, Benin, Bosnia and Herzegovina, Botswana, Burkina Faso, Cameroon, Central African Republic, Chad, China, Congo, Democratic Republic of the Congo, Djibouti, Egypt, Eswatini, Faroe Islands, Former Serbia and Montenegro, France, Gabon, Gambia, Georgia, Ghana, Gibraltar (United Kingdom), Greece, Guinea, Iceland, Iran (Islamic Republic of), Ireland, Israel, Italy, Jordan, Kuwait, Kyrgyzstan, Lebanon, Liberia, Libya, Lithuania, Malawi, Mali, Malta, Mauritania, Mongolia, Montenegro, Morocco, Namibia, Niger, Nigeria, North Macedonia, Oman, Poland, Portugal, Republic of Moldova, Romania, Russian Federation, Senegal, Seychelles, Slovakia, Somalia, South Africa, Sudan [prior to secession of South Sudan], Tajikistan, Togo, Tunisia, Turkmenistan, Türkiye, Uganda, United Kingdom of Great Britain and Northern Ireland, United Republic of Tanzania, Yemen, Zambia, Zimbabwe deleted as part of CMS project 9612 in 2025-2026.",CMS
11337,SPECIES,"Previous distributions for Algeria, Cabo Verde, Croatia, Egypt, Ethiopia, France, Gambia, Germany, Gibraltar (United Kingdom), Greece, Guinea Bissau, Israel, Italy, Jordan, Kuwait, Lebanon, Libya, Mali, Malta, Mauritania, Morocco, Netherlands, Niger, Portugal, Senegal, Tunisia, Türkiye, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
96141,SPECIES,"Previous distributions for Afghanistan, Albania, Austria, Azerbaijan, Bahrain, Bosnia and Herzegovina, Czech Republic, Egypt, Eritrea, France, Georgia, Germany, Greece, Iran (Islamic Republic of), Israel, Jordan, Kuwait, Kyrgyzstan, Lebanon, Luxembourg, Malta, Montenegro, Nepal, North Macedonia, Oman, Qatar, Senegal, Slovakia, Slovenia, South Sudan, State of Palestine, Sudan, Tajikistan, Turkmenistan, Türkiye, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
11295,SPECIES,"Previous distributions for Albania, Algeria, Austria, Azerbaijan, Belarus, Bosnia and Herzegovina, Cameroon, Chad, China, Djibouti, Egypt, Faroe Islands, Former Serbia and Montenegro, France, Gambia, Georgia, Gibraltar (United Kingdom), Greece, Iceland, Iran (Islamic Republic of), Ireland, Israel, Italy, Jordan, Kuwait, Kyrgyzstan, Lebanon, Libya, Lithuania, Mali, Malta, Mauritania, Mongolia, Montenegro, Morocco, Nepal, Niger, Nigeria, North Macedonia, Oman, Poland, Portugal, Republic of Korea, Republic of Moldova, Romania, Russian Federation, Senegal, Slovakia, Somalia, Sudan [prior to secession of South Sudan], Tajikistan, Thailand, Tunisia, Turkmenistan, Türkiye, United Kingdom of Great Britain and Northern Ireland, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
96719,SPECIES,"Previous distributions for Algeria, Cabo Verde, Libya, Mali, Mauritania, Morocco, Niger, Tunisia deleted as part of CMS project 9612 in 2025-2026.",CMS
11830,SPECIES,"Previous distributions for Algeria, Libya, Mauritania, Morocco, Tunisia deleted as part of CMS project 9612 in 2025-2026.",CMS
11652,SPECIES,"Previous distributions for Afghanistan, Albania, Algeria, Andorra, Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Burkina Faso, Chad, Croatia, Cyprus, Czech Republic, Egypt, Former Serbia and Montenegro, France, Gambia, Georgia, Germany, Gibraltar (United Kingdom), Greece, Iran (Islamic Republic of), Iraq, Israel, Italy, Jordan, Kazakhstan, Kuwait, Kyrgyzstan, Lebanon, Libya, Luxembourg, Mali, Malta, Mauritania, Montenegro, Morocco, Nepal, Niger, Nigeria, North Macedonia, Oman, Portugal, Saudi Arabia, Senegal, Slovakia, Sudan [prior to secession of South Sudan], Syrian Arab Republic, Tajikistan, Tunisia, Turkmenistan, Türkiye, United Kingdom of Great Britain and Northern Ireland, Uzbekistan, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
96544,SPECIES,"Previous distributions for Djibouti, Egypt, Israel, Jordan, Oman, Somalia, Sudan, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
11711,SPECIES,"Previous distributions for Albania, Algeria, Andorra, Austria, Bosnia and Herzegovina, Czech Republic, Denmark, Egypt, Finland, Former Serbia and Montenegro, France, Germany, Gibraltar (United Kingdom), Greece, Hungary, Iceland, Ireland, Israel, Italy, Jordan, Kuwait, Lebanon, Libya, Mali, Malta, Mauritania, Montenegro, Morocco, Netherlands, Niger, North Macedonia, Norway, Poland, Portugal, Republic of Moldova, Romania, Senegal, Sudan [prior to secession of South Sudan], Sweden, Tunisia, Türkiye, Ukraine, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
12148,SPECIES,"Previous distributions for Egypt, Israel, Jordan, Lebanon, Türkiye deleted as part of CMS project 9612 in 2025-2026.",CMS
11683,SPECIES,"Previous distributions for Azerbaijan, Djibouti, Egypt, Iran (Islamic Republic of), Israel, Jordan, Kuwait, Kyrgyzstan, Lebanon, Nigeria, Oman, Portugal, Russian Federation, Somalia, Spain, Sudan [prior to secession of South Sudan], Tajikistan, Turkmenistan, Türkiye, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
11851,SPECIES,"Previous distributions for Algeria, Azerbaijan, Cabo Verde, China, Cyprus, Denmark, Djibouti, Egypt, Eritrea, Finland, Germany, Iran (Islamic Republic of), Israel, Italy, Jordan, Kuwait, Kyrgyzstan, Latvia, Libya, Mali, Malta, Mauritania, Mongolia, Morocco, Netherlands, Niger, Oman, Portugal, Russian Federation, Somalia, Spain, Sudan [prior to secession of South Sudan], Tajikistan, Tunisia, Turkmenistan, Türkiye, United Kingdom of Great Britain and Northern Ireland, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
11560,SPECIES,"Previous distributions for Albania, Austria, Azerbaijan, Belarus, Belgium, Bosnia and Herzegovina, China, Democratic Republic of the Congo, Djibouti, Egypt, Faroe Islands, Former Serbia and Montenegro, France, Gambia, Georgia, Greece, Iceland, Iran (Islamic Republic of), Ireland, Israel, Italy, Jordan, Kuwait, Kyrgyzstan, Lebanon, Lithuania, Malawi, Malta, Mongolia, Netherlands, Nigeria, North Macedonia, Oman, Poland, Republic of Moldova, Romania, Russian Federation, Sierra Leone, Slovakia, Somalia, Spain, Sudan [prior to secession of South Sudan], Tajikistan, Turkmenistan, Türkiye, Uganda, United Kingdom of Great Britain and Northern Ireland, United Republic of Tanzania, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
96488,SPECIES,"Previous distributions for Algeria, Bulgaria, Chad, Denmark, Djibouti, Egypt, Eritrea, Faroe Islands, Finland, Greece, Iran (Islamic Republic of), Israel, Italy, Jordan, Lebanon, Libya, Mali, Malta, Niger, North Macedonia, Romania, Sudan, Türkiye, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11669,SPECIES,"Previous distributions for Algeria, Egypt, France, Gibraltar (United Kingdom), Italy, Libya, Malta, Morocco, Spain, Tunisia, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
95799,SPECIES,"Previous distributions for Burkina Faso, Cabo Verde, France, Gambia, Italy, Mali, Mauritania, Niger, Nigeria, Senegal deleted as part of CMS project 9612 in 2025-2026.",CMS
95115,SPECIES,"Previous distributions for Algeria, Andorra, Czech Republic, France, Germany, Gibraltar (United Kingdom), Greece, Ireland, Italy, Libya, Malta, Montenegro, Morocco, Netherlands, Portugal, Serbia, Tunisia, Türkiye, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
95079,SPECIES,"Previous distributions for Martinique, Virgin Islands of the USA deleted as part of CMS project 9612 in 2025-2026.",CMS
12032,SPECIES,"Previous distributions for Bermuda (United Kingdom), Jamaica, Netherlands Antilles, Nicaragua, Paraguay, Sweden, United Kingdom of Great Britain and Northern Ireland, Virgin Islands of the USA deleted as part of CMS project 9612 in 2025-2026.",CMS
11404,SPECIES,"Previous distributions for Bermuda (United Kingdom), Cuba, Germany, Honduras, Iceland, Ireland, Luxembourg, Sweden, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
96331,SPECIES,Previous distributions for United States of America deleted as part of CMS project 9612 in 2025-2026.,CMS
12099,SPECIES,"Previous distributions for Barbados, Bermuda (United Kingdom), Clipperton, France, French Polynesia, Germany, Iceland, Ireland, Italy, Netherlands Antilles, Norway, Portugal, Saint Pierre and Miquelon, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
95302,SPECIES,"Previous distributions for Bahamas, Barbados, Belgium, Bermuda (United Kingdom), Cayman Islands (United Kingdom), Dominican Republic, Finland, France, Germany, Haiti, Iceland, Ireland, Italy, Jamaica, Norway, Saint Pierre and Miquelon, Turks and Caicos Islands (United Kingdom), United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11857,SPECIES,"Previous distributions for Argentina, Austria, Bahamas, Barbados, Belgium, Bermuda (United Kingdom), Bolivia (Plurinational State of), Brazil, Cayman Islands (United Kingdom), Cuba, Dominican Republic, Ecuador, Finland, France, Germany, Iceland, Ireland, Italy, Netherlands Antilles, Norway, Peru, Russian Federation, Saint Pierre and Miquelon, United Kingdom of Great Britain and Northern Ireland, Venezuela (Bolivarian Republic of) deleted as part of CMS project 9612 in 2025-2026.",CMS
96046,SPECIES,Previous distributions for Bangladesh deleted as part of CMS project 9612 in 2025-2026.,CMS
95212,SPECIES,"Previous distributions for Belgium, France, Germany, Hong Kong, SAR, Hungary, Ireland, Italy, Malta, Netherlands, Norway, Poland, Sweden, Switzerland, Taiwan, Province of China, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
95103,SPECIES,"Previous distributions for Bahamas, Bermuda (United Kingdom), Bonaire, Saint Eustatius and Saba, Cayman Islands (United Kingdom), Colombia, Curaçao, Dominican Republic, Falkland Islands (Malvinas), Haiti, Iceland, Jamaica, Portugal, Puerto Rico, Saint Pierre and Miquelon, Sint Maarten, Turks and Caicos Islands (United Kingdom), United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
95214,SPECIES,"Previous distributions for Bermuda (United Kingdom), Saint Pierre and Miquelon, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
96297,SPECIES,Previous distributions for Viet Nam deleted as part of CMS project 9612 in 2025-2026.,CMS
11772,SPECIES,Previous distributions for Saint Pierre and Miquelon deleted as part of CMS project 9612 in 2025-2026.,CMS
95395,SPECIES,"Previous distributions for Belize, Cuba, Saint Pierre and Miquelon, Virgin Islands of the USA deleted as part of CMS project 9612 in 2025-2026.",CMS
11934,SPECIES,Previous distributions for Myanmar deleted as part of CMS project 9612 in 2025-2026.,CMS
96690,SPECIES,"Previous distributions for Austria, Azerbaijan, Belgium, Bulgaria, Czech Republic, Denmark, Finland, France, Germany, Greece, Israel, Italy, Japan, Latvia, Netherlands, Norway, Poland, Portugal, Spain, Sweden, Thailand, United Kingdom of Great Britain and Northern Ireland, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
11382,SPECIES,Previous distributions for Bangladesh deleted as part of CMS project 9612 in 2025-2026.,CMS
11789,SPECIES,"Previous distributions for Macao, SAR, Thailand deleted as part of CMS project 9612 in 2025-2026.",CMS
94881,SPECIES,"Previous distributions for Austria, Belarus, Belgium, Canada, Croatia, Cyprus, Czech Republic, Denmark, Faroe Islands, Finland, France, Germany, Hungary, Israel, Italy, Kuwait, Montenegro, Netherlands, Northern Mariana Islands, Norway, Oman, Philippines, Poland, Saudi Arabia, Serbia, Slovenia, United Arab Emirates, United Kingdom of Great Britain and Northern Ireland, United States of America deleted as part of CMS project 9612 in 2025-2026.",CMS
11561,SPECIES,Previous distributions for Japan deleted as part of CMS project 9612 in 2025-2026.,CMS
11790,SPECIES,"Previous distributions for Former Serbia and Montenegro, Japan, Jordan, Libya deleted as part of CMS project 9612 in 2025-2026.",CMS
11503,SPECIES,"Previous distributions for Bhutan, India, Nepal deleted as part of CMS project 9612 in 2025-2026.",CMS
95308,SPECIES,Previous distributions for Lesotho deleted as part of CMS project 9612 in 2025-2026.,CMS
96526,SPECIES,"Previous distributions for Bhutan, Cambodia, India, Japan, Myanmar, Nepal, Republic of Korea, Sri Lanka, Taiwan, Province of China, Thailand deleted as part of CMS project 9612 in 2025-2026.",CMS
11769,SPECIES,"Previous distributions for Bhutan, Cambodia, Canada, Egypt, Former Serbia and Montenegro, Hong Kong, SAR, India, Japan, Kazakhstan, Kyrgyzstan, Lao People's Democratic Republic, Libya, Macao, SAR, Myanmar, Nepal, Republic of Korea, Svalbard and Jan Mayen Islands, Taiwan, Province of China, Tajikistan, Thailand, Turkmenistan, Uzbekistan, Viet Nam deleted as part of CMS project 9612 in 2025-2026.",CMS
12022,SPECIES,"Previous distributions for Austria, Belgium, Bermuda (United Kingdom), Czech Republic, Germany, Haiti, Iceland, Ireland, Jamaica, Poland, Sweden, Turks and Caicos Islands (United Kingdom), United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11972,SPECIES,"Previous distributions for Austria, Bangladesh, Belgium, Bhutan, Croatia, Cyprus, Czech Republic, Denmark, Faroe Islands, Finland, France, Germany, Greece, Hong Kong, SAR, Hungary, Israel, Italy, Kazakhstan, Kuwait, Nepal, Netherlands, Northern Mariana Islands, Norway, Oman, Poland, Saudi Arabia, Slovenia, Thailand, United Kingdom of Great Britain and Northern Ireland, Viet Nam deleted as part of CMS project 9612 in 2025-2026.",CMS
11768,SPECIES,"Previous distributions for Belgium, Cyprus, Czech Republic, Finland, France, Germany, Hungary, Italy, Maldives, Malta, Nepal, Netherlands, Norway, Oman, Palau, Poland, Portugal, Sweden, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11415,SPECIES,"Previous distributions for China, Germany deleted as part of CMS project 9612 in 2025-2026.",CMS
11637,SPECIES,"Previous distributions for Chad, Former Serbia and Montenegro, Japan, Mali, Senegal, Sudan [prior to secession of South Sudan], Svalbard and Jan Mayen Islands deleted as part of CMS project 9612 in 2025-2026.",CMS
11876,SPECIES,"Previous distributions for Afghanistan, Algeria, Faroe Islands, Former Serbia and Montenegro, Gibraltar (United Kingdom), Japan, Mongolia, Morocco, Saint Pierre and Miquelon, Svalbard and Jan Mayen Islands, Tunisia deleted as part of CMS project 9612 in 2025-2026.",CMS
12002,SPECIES,"Previous distributions for Lao People's Democratic Republic, Viet Nam deleted as part of CMS project 9612 in 2025-2026.",CMS
12052,SPECIES,"Previous distributions for Austria, Azerbaijan, Belgium, Bulgaria, Czech Republic, Denmark, Egypt, Finland, France, Germany, Greece, Iran (Islamic Republic of), Iraq, Israel, Italy, Japan, Kuwait, Kyrgyzstan, Latvia, Netherlands, Norway, Oman, Poland, Portugal, Republic of Korea, Saudi Arabia, Spain, Sweden, Tajikistan, Thailand, United Kingdom of Great Britain and Northern Ireland, Uzbekistan, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
11569,SPECIES,"Previous distributions for Faroe Islands, Former Serbia and Montenegro, Iceland, Kazakhstan, Kuwait, Mauritania, Sudan [prior to secession of South Sudan], Svalbard and Jan Mayen Islands deleted as part of CMS project 9612 in 2025-2026.",CMS
11606,SPECIES,"Previous distributions for Afghanistan, Germany deleted as part of CMS project 9612 in 2025-2026.",CMS
95287,SPECIES,"Previous distributions for Faroe Islands, Iceland, Japan, Oman, Saudi Arabia, United Arab Emirates deleted as part of CMS project 9612 in 2025-2026.",CMS
96553,SPECIES,"Previous distributions for Austria, Belgium, Denmark, Faroe Islands, Finland, France, Germany, Iceland, Ireland, Italy, Malaysia, Montenegro, Netherlands, Norway, Oman, Poland, Romania, Serbia, Slovenia, Spain, Sweden, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11636,SPECIES,"Previous distributions for Austria, Belgium, Democratic People's Republic of Korea, Denmark, Faroe Islands, Finland, France, Germany, Greece, Hong Kong, SAR, Iceland, Indonesia, Ireland, Italy, Japan, Kazakhstan, Kyrgyzstan, Latvia, Malaysia, Mongolia, Nepal, Netherlands, Norway, Oman, Poland, Republic of Korea, Romania, Russian Federation, Slovenia, Solomon Islands, Spain, Sweden, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
12373,SUBSPECIES,"Previous distributions for Argentina, Uruguay deleted as part of CMS project 9612 in 2025-2026.",CMS
96377,SPECIES,Previous distributions for Mali deleted as part of CMS project 9612 in 2025-2026.,CMS
95765,SPECIES,"Previous distributions for Belize, Cayman Islands (United Kingdom), Costa Rica, Panama, United States Minor Outlying Islands deleted as part of CMS project 9612 in 2025-2026.",CMS
96192,SPECIES,"Previous distributions for Antigua and Barbuda, Dominica, Grenada, Guadeloupe, Haiti, Ireland, Jamaica, Martinique, Montserrat (United Kingdom), Puerto Rico, Saint Kitts and Nevis, Saint Lucia, Saint Pierre and Miquelon, Saint Vincent and the Grenadines, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
95810,SPECIES,"Previous distributions for Barbados, Canada, Saint Lucia, United States of America deleted as part of CMS project 9612 in 2025-2026.",CMS
96176,SPECIES,"Previous distributions for Cayman Islands (United Kingdom), Costa Rica, Cuba, Jamaica deleted as part of CMS project 9612 in 2025-2026.",CMS
95991,SPECIES,"Previous distributions for British Virgin Islands (United Kingdom), Colombia, Costa Rica, Dominican Republic, Guadeloupe, Haiti, Nicaragua, Panama, Saint Pierre and Miquelon, Trinidad and Tobago, United States Minor Outlying Islands, Virgin Islands of the USA deleted as part of CMS project 9612 in 2025-2026.",CMS
95986,SPECIES,Previous distributions for Belize deleted as part of CMS project 9612 in 2025-2026.,CMS
95622,SPECIES,"Previous distributions for Dominican Republic, Greenland, Guadeloupe, Iceland, Ireland, Jamaica, Malta, Morocco, Netherlands, Poland, United Kingdom of Great Britain and Northern Ireland, Virgin Islands of the USA deleted as part of CMS project 9612 in 2025-2026.",CMS
96606,SPECIES,"Previous distributions for Antigua and Barbuda, Aruba, Bermuda (United Kingdom), Cayman Islands (United Kingdom), Colombia, Puerto Rico, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
96210,SPECIES,"Previous distributions for Bahamas, Belize, Cayman Islands (United Kingdom), Cuba, Jamaica, Panama, Saint Pierre and Miquelon, Turks and Caicos Islands (United Kingdom) deleted as part of CMS project 9612 in 2025-2026.",CMS
11941,SPECIES,"Previous distributions for Fiji, Luxembourg, New Caledonia, Norway, Saint Helena and Dependencies (United Kingdom), Saint Pierre and Miquelon, Seychelles, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
99536,SPECIES,"Previous distributions for Australia, Bangladesh, Bhutan, Brunei Darussalam, Cambodia, China, Christmas Island, Democratic People's Republic of Korea, India, Indonesia, Japan, Lao People's Democratic Republic, Malaysia, Maldives, Micronesia (Federated States of), Myanmar, Nepal, New Zealand, Oman, Pakistan, Papua New Guinea, Philippines, Republic of Korea, Seychelles, Singapore, Sri Lanka, Thailand, United Arab Emirates, Viet Nam, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
11529,SPECIES,"Previous distributions for Former Serbia and Montenegro, Saint Helena and Dependencies (United Kingdom), Sao Tome and Principe, Sudan [prior to secession of South Sudan], Svalbard and Jan Mayen Islands deleted as part of CMS project 9612 in 2025-2026.",CMS
11666,SPECIES,"Previous distributions for Egypt, Israel, Jordan, Madagascar, Oman, Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
11455,SPECIES,"Previous distributions for Barbados, Brazil, Denmark, Faroe Islands, Finland, Former Serbia and Montenegro, Iceland, Ireland, Lithuania, Luxembourg, Norway, Sao Tome and Principe, Seychelles, Sudan [prior to secession of South Sudan], Sweden, Trinidad and Tobago, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
12365,SUBSPECIES,"Previous distributions for Algeria, Armenia, Austria, Azerbaijan, Bahrain, Benin, Bosnia and Herzegovina, Burkina Faso, Cameroon, Central African Republic, Chad, Congo, Côte d'Ivoire, Democratic Republic of the Congo, Egypt, Equatorial Guinea, Eritrea, Ethiopia, France, Gabon, Gambia, Georgia, Ghana, Greece, Guinea, Iran (Islamic Republic of), Iraq, Israel, Italy, Jordan, Kazakhstan, Kenya, Kuwait, Liberia, Libya, Mali, Mauritania, Morocco, Niger, Nigeria, North Macedonia, Portugal, Qatar, Republic of Moldova, Romania, Russian Federation, Senegal, Seychelles, Sierra Leone, Slovakia, Somalia, Sudan [prior to secession of South Sudan], Togo, Tunisia, Turkmenistan, Türkiye, Uganda, United Arab Emirates, Uzbekistan deleted as part of CMS project 9612 in 2025-2026.",CMS
11806,SPECIES,"Previous distributions for Angola, Bahamas, Somalia, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
11480,SPECIES,"Previous distributions for Afghanistan, Belarus, Belgium, Brazil, Cabo Verde, Denmark, Finland, Former Serbia and Montenegro, Gibraltar (United Kingdom), Iceland, Ireland, Libya, Liechtenstein, Luxembourg, Mauritius, Netherlands, Poland, Sudan [prior to secession of South Sudan], Sweden, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11875,SPECIES,"Previous distributions for Eswatini, Mali deleted as part of CMS project 9612 in 2025-2026.",CMS
11304,SPECIES,"Previous distributions for Brunei Darussalam, Democratic Republic of the Congo, Eritrea, Ethiopia, Faroe Islands, Former Serbia and Montenegro, Gambia, Ghana, Iceland, Ireland, Lesotho, Liechtenstein, Maldives, Mali, Norway, Senegal, Seychelles, Singapore, Sudan [prior to secession of South Sudan], Zimbabwe deleted as part of CMS project 9612 in 2025-2026.",CMS
12347,SUBSPECIES,"Previous distributions for Albania, Algeria, Austria, Azerbaijan, Bahrain, Belarus, Bosnia and Herzegovina, Democratic Republic of the Congo, Egypt, Eritrea, Ethiopia, France, Greece, Iran (Islamic Republic of), Iraq, Ireland, Israel, Italy, Kazakhstan, Kuwait, Lithuania, North Macedonia, Poland, Qatar, Romania, Russian Federation, Seychelles, Slovakia, Turkmenistan, Türkiye, United Arab Emirates, United Kingdom of Great Britain and Northern Ireland, Uzbekistan deleted as part of CMS project 9612 in 2025-2026.",CMS
54526,SPECIES,"Previous distributions for Albania, Austria, Belarus, Belgium, Bosnia and Herzegovina, Bulgaria, Christmas Island, Croatia, Czech Republic, Denmark, Former Serbia and Montenegro, French Southern and Antarctic Territories, Germany, Hungary, Iceland, Ireland, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands Antilles, New Caledonia, Norfolk Island, North Macedonia, Norway, Poland, Saint Pierre and Miquelon, Slovenia, Sweden, Switzerland, Tajikistan, United Kingdom of Great Britain and Northern Ireland, Uzbekistan deleted as part of CMS project 9612 in 2025-2026.",CMS
11827,SPECIES,"Previous distributions for Burkina Faso, Cabo Verde, Congo, Djibouti, Eritrea, Eswatini, Gabon, Israel, Oman, Rwanda, Sao Tome and Principe, Sudan [prior to secession of South Sudan], Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
11459,SPECIES,Previous distributions for United States of America deleted as part of CMS project 9612 in 2025-2026.,CMS
54579,SPECIES,"Previous distributions for Brazil, Canada, Cocos (Keeling) Islands, Finland, Former Serbia and Montenegro, French Guiana [FR], Guadeloupe, Guyana, Kyrgyzstan, Latvia, Liechtenstein, Luxembourg, Maldives, Martinique, Mongolia, Norway, Puerto Rico, Saint Lucia, Sao Tome and Principe, Suriname, Sweden, Trinidad and Tobago deleted as part of CMS project 9612 in 2025-2026.",CMS
11871,SPECIES,"Previous distributions for Barbados, Cabo Verde, Ethiopia, France, Israel, Portugal, Puerto Rico, Rwanda, Saint Lucia, Saint Vincent and the Grenadines, South Africa, Spain, Sudan [prior to secession of South Sudan], Trinidad and Tobago, Uganda deleted as part of CMS project 9612 in 2025-2026.",CMS
