Kingdom,PhyName,ClaName,OrdName,FamName,GenName,SpcName,SpcInfraEpithet,SpcRecID,SpcStatus,AcceptedSpcRecID
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,latistella,NULL,89452,S,382
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,patula,NULL,89891,S,382
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,patula,NULL,89887,S,382
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,loricata,NULL,89550,S,382
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,imperfecta,NULL,89288,S,382
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,listeri,NULL,89532,S,384
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,longicyathus,NULL,89543,S,385
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,syringodes,NULL,90552,S,385
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,syringodes,NULL,444,S,385
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,murrayensis,NULL,89728,S,386
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,murrayensis,NULL,100944,S,386
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,loripes,NULL,89551,S,386
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,assimilis,NULL,88397,S,391
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Heteropora,microclados,NULL,89620,S,391
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,microphthalma,NULL,89624,S,392
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,rubra,NULL,46749,S,393
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,squamosa,NULL,90462,S,393
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Heteropora,millepora,NULL,89627,S,393
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,librata,NULL,89486,S,393
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,singularis,NULL,90313,S,393
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,squamosa,NULL,436,S,393
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,mirabilis,NULL,89640,S,394
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,monticulosa,NULL,89649,S,395
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,nana,NULL,89732,S,397
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,nasuta,NULL,89736,S,398
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,canaliculata,NULL,88522,S,398
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,effusa,NULL,88921,S,398
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,diomedeae,NULL,354,S,398
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,canalis,NULL,331,S,399
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,brachiata,NULL,88457,S,399
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,secunda,NULL,90269,S,399
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,brachiata,NULL,88458,S,399
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,secunda,NULL,90271,S,399
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,nobilis,NULL,89753,S,399
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,ocellata,NULL,89790,S,400
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,labrosa,NULL,89409,S,403
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,cylindrus,NULL,46645,S,403
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,turgida,NULL,456,S,403
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,prominens,NULL,90069,S,403
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,labrosa,NULL,89408,S,403
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Isopora,palifera,NULL,90965,S,403
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Astrea,palifera,NULL,89836,S,403
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,flabellum,NULL,46548,S,404
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,cornuta,NULL,88708,S,404
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,perampla,NULL,89912,S,404
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,palmata,NULL,89846,S,404
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,thomasiana,NULL,90617,S,404
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,parilis,NULL,89873,S,407
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,pharaonis,NULL,89924,S,409
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,scandens,NULL,90261,S,409
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,pustulosa,NULL,90101,S,409
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,microcyathus,NULL,89622,S,409
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,ehrenbergii,NULL,88935,S,409
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,arabica,NULL,88358,S,409
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,subtilis,NULL,90522,S,409
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,spinulosa,NULL,100933,S,409
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,scandens,NULL,428,S,409
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,pustulosa,NULL,90099,S,409
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,polystoma,NULL,89974,S,413
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,ethica,NULL,88980,S,415
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,prolifera,NULL,90064,S,415
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,prostrata,NULL,90070,S,416
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,pruinosa,NULL,90074,S,417
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,pulchra,NULL,90085,S,418
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,rambleri,NULL,90124,S,420
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,fragilis,NULL,89084,S,420
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,retusa,NULL,90171,S,423
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,smithi,NULL,90324,S,424
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,robusta,NULL,90180,S,424
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,paxilligera,NULL,89900,S,424
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,pacifica,NULL,89827,S,424
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,ambigua,NULL,88298,S,424
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,decipiens,NULL,88808,S,424
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,conigera,NULL,88678,S,424
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,canalis,NULL,88523,S,424
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,cyclopea,NULL,100934,S,424
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,cuspidata,NULL,100935,S,424
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,brooki,NULL,90787,S,424
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,paxilligera,NULL,89899,S,424
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,ponderosa,NULL,89975,S,424
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,smithi,NULL,90323,S,424
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,cuspidata,NULL,346,S,424
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,cyclopea,NULL,347,S,424
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,conigera,NULL,88677,S,424
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,decipiens,NULL,88806,S,424
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,rosaria,NULL,90188,S,425
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,samoensis,NULL,90245,S,426
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,sarmentosa,NULL,90250,S,427
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,secale,NULL,90268,S,430
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,quelchi,NULL,90113,S,430
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,concinna,NULL,88655,S,430
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,diversa,NULL,88887,S,430
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,violacea,NULL,46516,S,430
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,concinna,NULL,88653,S,430
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,diversa,NULL,88886,S,430
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,quelchi,NULL,90112,S,430
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,otteri,NULL,89817,S,430
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,delicatula,NULL,88248,S,432
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,delicatula,NULL,88819,S,432
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,selago,NULL,90274,S,432
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,spicifera,NULL,90445,S,434
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,spicifera,abbreviata,90880,S,434
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Heteropora,squarrosa,NULL,90463,S,437
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,striata,NULL,90501,S,440
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,subglabra,NULL,90518,S,442
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,spiniformis,NULL,100945,S,442
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,subulata,NULL,90527,S,443
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,frondosa,NULL,89097,S,443
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,tenella,NULL,90564,S,446
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,eibli,NULL,88936,S,446
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,kenti,NULL,89395,S,447
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,tenuis,NULL,90579,S,447
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,kenti,NULL,89397,S,447
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,bifaria,NULL,88436,S,447
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,implicata,NULL,378,S,450
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,tortuosa,NULL,90631,S,450
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,tumida,NULL,90657,S,455
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,valencennesii,NULL,90686,S,458
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,splendida,NULL,435,S,458
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,dissimilis,NULL,88871,S,459
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,valida,NULL,90688,S,459
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,coalescens,NULL,88609,S,459
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Trochilus,melanogenys,NULL,97747,S,514
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Strix,acadica,NULL,97170,S,535
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Strix,funerea,NULL,97169,S,536
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Nyctale,harrisii,NULL,97172,S,537
Animalia,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Cryptoglaux,ridgwayi,NULL,97171,S,538
Animalia,CHORDATA,AVES,FALCONIFORMES,CATHARTIDAE,Vultur,monachus,NULL,95169,S,544
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Psittacus,canus,NULL,96800,S,660
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Agapornis,lilianae,nigrigenis,28907,S,663
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Psittacus,pullarius,NULL,96801,S,665
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Psittacus,roseicollis,NULL,96802,S,666
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Psittacus,swindernianus,NULL,96804,S,667
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Psittacus,taranta,NULL,96803,S,668
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,PECTINIIDAE,Mycedium,vesparium,NULL,90732,S,670
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,PECTINIIDAE,Mycedium,danai,NULL,88798,S,670
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,PECTINIIDAE,Mycedium,lessoni,NULL,89475,S,670
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,PECTINIIDAE,Mycedium,sanctijohannis,NULL,90247,S,670
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,agaricites,NULL,88279,S,670
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Agaricia,crassa,NULL,88725,S,670
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Mycedia,gibbosa,NULL,89136,S,670
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Agaricia,purpurea,NULL,90094,S,670
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Mycedia,fragilis,NULL,89086,S,671
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,undata,NULL,90670,S,676
Animalia,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Icterus,xantholaemus,NULL,44407,S,679
Animalia,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Agelaius,flavus,NULL,41525,S,679
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Trochilus,castelnaudii,NULL,97771,S,688
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Trochilus,cupripennis,NULL,97770,S,689
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Ornismya,pamela,NULL,97772,S,690
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Cynanthus,coelestis,NULL,97843,S,691
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Trochilus,kingi,NULL,97841,S,692
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Aglaiocercus,berlepschi,NULL,42742,S,692
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Aglaiocercus,emmae,NULL,44472,S,692
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Cyanolesbia,berlepschi,NULL,97840,S,692
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Cyanolesbia,emmae,NULL,97842,S,692
Animalia,CHORDATA,MAMMALIA,RODENTIA,CUNICULIDAE,Agouti,paca,NULL,28077,S,699
Animalia,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Agriocharis,ocellata,NULL,41488,S,702
Animalia,CHORDATA,MAMMALIA,CARNIVORA,URSIDAE,Ursus,melanoleuca,NULL,73912,S,712
Animalia,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Phasis,wallengrenii,NULL,73788,S,714
Animalia,CHORDATA,MAMMALIA,CARNIVORA,AILURIDAE,Ailurus,ochraceus,NULL,73910,S,714
Animalia,CHORDATA,MAMMALIA,CARNIVORA,AILURIDAE,Ailurus,refulgens,NULL,73911,S,714
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,TURBINOLIIDAE,Platytrochus,rubescens,NULL,90215,S,782
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,TURBINOLIIDAE,Sphenotrochus,rubescens,NULL,90216,S,782
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Psittacus,amboinensis,NULL,96791,S,845
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Aprosmictus,chloropterus,NULL,96792,S,846
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Psittacus,scapularis,NULL,96793,S,847
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Cercopithecus,nigroviridis,NULL,28008,S,865
Animalia,CHORDATA,REPTILIA,CROCODYLIA,ALLIGATORIDAE,Alligator,mississipiensis,NULL,103286,S,866
Animalia,CHORDATA,REPTILIA,CROCODYLIA,ALLIGATORIDAE,Alligator,helois,NULL,94344,S,866
Animalia,CHORDATA,REPTILIA,CROCODYLIA,CROCODYLIDAE,Crocodilus,mississippiensis,NULL,94341,S,866
Animalia,CHORDATA,REPTILIA,CROCODYLIA,CROCODYLIDAE,Crocodilus,lucius,NULL,94342,S,866
Animalia,CHORDATA,REPTILIA,CROCODYLIA,CROCODYLIDAE,Crocodilus,cuvieri,NULL,94343,S,866
Animalia,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Cheirogaleus,trichotis,NULL,28018,S,868
Animalia,CNIDARIA,ANTHOZOA,ANTIPATHARIA,ANTIPATHIDAE,Cirrhipathes,desbonni,NULL,87895,S,878
Animalia,CNIDARIA,ANTHOZOA,ANTIPATHARIA,ANTIPATHIDAE,Stichopathes,desbonni,NULL,87896,S,878
Animalia,CNIDARIA,ANTHOZOA,ANTIPATHARIA,ANTIPATHIDAE,Antipathes,desbonni,NULL,87897,S,878
Animalia,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Anas,aegyptiaca,NULL,95382,S,901
Animalia,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Alopochen,aegyptiacus,NULL,102849,S,901
Animalia,CHORDATA,MAMMALIA,PRIMATES,ATELIDAE,Alouatta,palliata,coibensis,27887,S,911
Animalia,CHORDATA,MAMMALIA,PRIMATES,ATELIDAE,Alouatta,beniensis,NULL,28635,S,912
Animalia,CHORDATA,MAMMALIA,PRIMATES,ATELIDAE,Alouatta,fusca,NULL,29236,S,912
Animalia,CHORDATA,MAMMALIA,PRIMATES,ATELIDAE,Alouatta,villosa,NULL,28637,S,914
Animalia,CHORDATA,MAMMALIA,PRIMATES,ATELIDAE,Alouatta,seniculus,sara,28638,S,915
Animalia,CHORDATA,MAMMALIA,PRIMATES,ATELIDAE,Alouatta,arctoidea,NULL,43483,S,916
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Alveopora,mortenseni,NULL,89654,S,960
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Madrepora,daedalea,NULL,88790,S,962
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,Pocillopora,fenestrata,NULL,89026,S,965
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Alveopora,retusa,NULL,970,S,965
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Alveopora,japonica,magna,90935,S,967
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Alveopora,regularis,NULL,46612,S,971
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Alveopora,fijiensis,NULL,89029,S,971
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Alveopora,naomiae,NULL,89734,S,974
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Alveopora,trihedralis,NULL,90638,S,974
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Goniopora,viridis,NULL,9366,S,975
Animalia,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Astrea,viridis,NULL,90745,S,975
Animalia,CHORDATA,AVES,PASSERIFORMES,ESTRILDIDAE,Estrilda,formosa,NULL,29009,S,982
Animalia,CHORDATA,AVES,PASSERIFORMES,ESTRILDIDAE,Estrilda,subflava,NULL,29305,S,983
Animalia,CHORDATA,AVES,PASSERIFORMES,ESTRILDIDAE,Sporaeginthus,subflavus,NULL,28673,S,983
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Polyerata,amabilis,NULL,78786,S,1011
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Trochilus,amabilis,NULL,97713,S,1011
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Amazilia,decora,NULL,1022,S,1011
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Amazilia,amabilis,decora,28970,S,1011
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Ornismya,amazilia,NULL,97731,S,1012
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Trochilus,beryllinus,NULL,97722,S,1013
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Saucerottia,beryllina,NULL,78787,S,1013
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Polyerata,boucardi,NULL,78788,S,1014
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Arena,boucardi,NULL,97715,S,1014
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Agyrtria,candida,NULL,78789,S,1015
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Trochilus,candidus,NULL,97705,S,1015
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Amazilius,castaneiventris,NULL,97730,S,1016
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Trochilus,chionogaster,NULL,97699,S,1017
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Leucippus,chionogaster,NULL,78790,S,1017
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Amazilia,chionopectus,NULL,78791,S,1018
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Agyrtria,brevirostris,NULL,89354,S,1018
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Thaumatias,chionopectus,NULL,97706,S,1018
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Saucerottia,cyanifrons,NULL,78792,S,1019
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Trochilus,cyanifrons,NULL,97721,S,1019
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Agyrtria,cyanocephala,NULL,78793,S,1020
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Amazilia,microrhyncha,NULL,27890,S,1020
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Ornismya,cyanocephala,NULL,97719,S,1020
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Cyanomyia,microrhyncha,NULL,97720,S,1020
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Saucerottia,cyanura,NULL,78794,S,1021
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Saucerottia,edward,NULL,78795,S,1024
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Trochilus,edward,NULL,97726,S,1024
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Trochilus,fimbriatus,NULL,97711,S,1025
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Polyerata,fimbriata,NULL,78796,S,1025
Animalia,CHORDATA,AVES,APODIFORMES,TROCHILIDAE,Agyrtria,franciae,NULL,78797,S,1026
