SpcRecID, LegListing, LegDateListed, CountryRecID, LegNotes
667, II, 1981-06-06, NULL, NULL
668, II, 1981-06-06, NULL, NULL
670, II, 1990-01-18, NULL, NULL
671, II, 1990-01-18, NULL, NULL
672, II, 1990-01-18, NULL, NULL
673, II, 1990-01-18, NULL, NULL
674, II, 1990-01-18, NULL, NULL
675, II, 1990-01-18, NULL, NULL
676, II, 1990-01-18, NULL, NULL
679, I, 1995-02-16, NULL, NULL
682, Deleted, 2002-12-15, NULL, NULL
687, II, 1987-10-22, NULL, NULL
688, II, 1987-10-22, NULL, NULL
689, II, 1987-10-22, NULL, NULL
690, II, 1987-10-22, NULL, NULL
691, II, 1987-10-22, NULL, NULL
692, II, 1987-10-22, NULL, NULL
712, I, 1984-03-14, NULL, NULL
714, I, 1995-02-16, NULL, NULL
714, II, 1975-07-01, NULL, NULL
782, II, 1990-01-18, NULL, NULL
845, II, 1981-06-06, NULL, NULL
846, II, 1981-06-06, NULL, NULL
847, II, 1981-06-06, NULL, NULL
848, II, 1981-06-06, NULL, NULL
849, II, 1981-06-06, NULL, NULL
865, II, 1977-02-04, NULL, NULL
866, II, 1979-06-28, NULL, Included with CROCODYLIA spp.
866, I, 1975-07-01, NULL, NULL
867, I, 1975-07-01, NULL, NULL
868, I, 1975-07-01, NULL, NULL
878, II, 1981-06-06, NULL, NULL
909, II, 1977-02-04, NULL, NULL
910, II, 1977-02-04, NULL, NULL
911, I, 1975-07-01, NULL, Mistakenly omitted from Appendix I in CITES Appendices (valid from 16/02/95)
912, II, 1977-02-04, NULL, NULL
913, I, 1975-07-01, NULL, NULL
914, I, 1975-07-01, NULL, NULL
915, II, 1977-02-04, NULL, NULL
916, II, 1977-02-04, NULL, NULL
960, II, 1990-01-18, NULL, NULL
961, II, 1990-01-18, NULL, NULL
962, II, 1990-01-18, NULL, NULL
963, II, 1990-01-18, NULL, NULL
965, II, 1990-01-18, NULL, NULL
966, II, 1990-01-18, NULL, NULL
967, II, 1990-01-18, NULL, NULL
968, II, 1990-01-18, NULL, NULL
969, II, 1990-01-18, NULL, NULL
971, II, 1990-01-18, NULL, NULL
973, II, 1990-01-18, NULL, NULL
974, II, 1990-01-18, NULL, NULL
975, II, 1990-01-18, NULL, NULL
982, II, 1997-09-18, NULL, NULL
1011, II, 1987-10-22, NULL, NULL
1012, II, 1987-10-22, NULL, NULL
1013, II, 1987-10-22, NULL, NULL
1014, II, 1987-10-22, NULL, NULL
1015, II, 1987-10-22, NULL, NULL
1016, II, 1987-10-22, NULL, NULL
1017, II, 1987-10-22, NULL, NULL
1018, II, 1987-10-22, NULL, NULL
1019, II, 1987-10-22, NULL, NULL
1020, II, 1987-10-22, NULL, NULL
1021, II, 1987-10-22, NULL, NULL
1024, II, 1987-10-22, NULL, NULL
1025, II, 1987-10-22, NULL, NULL
1026, II, 1987-10-22, NULL, NULL
1027, II, 1987-10-22, NULL, NULL
1028, II, 1987-10-22, NULL, NULL
1029, II, 1987-10-22, NULL, NULL
1030, II, 1987-10-22, NULL, NULL
1031, II, 1987-10-22, NULL, NULL
1032, II, 1987-10-22, NULL, NULL
1033, II, 1987-10-22, NULL, NULL
1034, II, 1987-10-22, NULL, NULL
1035, II, 1987-10-22, NULL, NULL
1036, II, 1987-10-22, NULL, NULL
1037, II, 1987-10-22, NULL, NULL
1038, II, 1987-10-22, NULL, NULL
1039, II, 1987-10-22, NULL, NULL
1040, II, 1987-10-22, NULL, NULL
1041, II, 1981-06-06, NULL, Listed under PSITTACIFORMES spp.
1042, II, 1981-06-06, NULL, NULL
1043, II, 1981-06-06, NULL, NULL
1044, II, 1981-06-06, NULL, NULL
1045, I, 1981-06-06, NULL, NULL
1046, II, 1981-06-06, NULL, NULL
1046, I, 2003-02-13, NULL, NULL
1047, II, 1981-06-06, NULL, NULL
1048, I, 1981-06-06, NULL, NULL
1049, I, 1981-06-06, NULL, NULL
1050, II, 1981-06-06, NULL, NULL
1051, II, 1981-06-06, NULL, NULL
1052, II, 1981-06-06, NULL, NULL
1053, II, 1981-06-06, NULL, NULL
1054, II, 1981-06-06, NULL, NULL
1054, I, 2005-01-12, NULL, NULL
1055, I, 1975-07-01, NULL, NULL
1056, I, 1975-07-01, NULL, NULL
1057, II, 1981-06-06, NULL, NULL
1058, I, 1975-07-01, NULL, NULL
1059, II, 1981-06-06, NULL, NULL
1060, II, 1981-06-06, NULL, Listed under PSITTACIFORMES spp.
1060, II, 2003-02-13, NULL, Except subspecies listed in App. I
1060, II, 2007-09-13, NULL,"Taxonomic change adopted at CoP14 means that _A. auropalliata_ and _A. oratrix_ (and their constituent subspecies) are no longer included in this species."
1061, I, 2003-02-13, NULL, NULL
1061, II, 1981-06-06, NULL, NULL
1062, I, 1975-07-01, NULL, NULL
1063, I, 1975-07-01, NULL, NULL
1064, I, 1990-01-18, NULL, NULL
1064, II, 1981-06-06, NULL, Listed under PSITTACIFORMES spp.
1065, II, 1981-06-06, NULL, NULL
1066, I, 1975-07-01, NULL, NULL
1067, I, 1975-07-01, NULL, NULL
1068, II, 1981-06-06, NULL, Listed under PSITTACIFORMES spp.
1068, I, 1997-09-18, NULL, NULL
1069, I, 1975-07-01, NULL, NULL
1070, II, 1981-06-06, NULL, NULL
1071, II, 1981-06-06, NULL, NULL
1072, II, 1981-06-06, NULL, NULL
1073, II, 1981-06-06, NULL, NULL
1077, II, 1977-02-04, NULL, NULL
1086, II, 1975-07-01, NULL, NULL
1092, II, 1975-07-01, NULL, NULL
1093, Deleted, 1987-10-22, NULL, NULL
1093, II, 1975-07-01, NULL, NULL
1095, II, 1975-07-01, NULL, NULL
1151, II, 1983-07-29, NULL, NULL
1181, II, 2005-01-12, NULL, NULL
1184, I, 1975-07-01, NULL, NULL
1184, Deleted, 1979-06-28, NULL, NULL
1192, II, 1990-01-18, NULL, NULL
1194, II, 1990-01-18, NULL, NULL
1195, II, 1990-01-18, NULL, NULL
1196, II, 1990-01-18, NULL, NULL
1197, II, 1990-01-18, NULL, NULL
1221, I, 1995-02-16, NULL, NULL
1222, II, 1975-07-01, NULL, NULL
1228, II, 1992-06-11, NULL, NULL
1229, I, 1975-07-01, NULL, NULL
1230, I, 1975-07-01, NULL, NULL
1230, Deleted, 2010-06-23, NULL, NULL
1238, II, 1975-07-01, NULL, NULL
1238, I, 1995-02-16, NULL, NULL
1239, I, 1975-07-01, NULL, NULL
1239, I, 1995-02-16, NULL, NULL
1255, II, 1977-02-04, NULL, NULL
1272, I, 1975-07-01, NULL, NULL
1273, I, 1975-07-01, NULL, NULL
1275, II, 1987-10-22, NULL, NULL
1313, I, 1975-07-01, NULL, NULL
1313, I, 1987-10-22, NULL, Included with Anodorhynchus spp.
1314, II, 1981-06-06, NULL, NULL
1314, I, 1987-10-22, NULL, NULL
1315, I, 1975-07-01, NULL, NULL
1315, I, 1987-10-22, NULL, Included with Anodorhynchus spp.
1554, II, 1990-01-18, NULL, NULL
1558, II, 1990-01-18, NULL, NULL
1561, II, 1992-06-11, NULL, NULL
1562, II, 1992-06-11, NULL, NULL
1572, Deleted, 1983-07-29, NULL, NULL
1572, II, 1975-07-01, NULL, NULL
1597, II, 1990-01-18, NULL, NULL
1598, II, 1990-01-18, NULL, NULL
1599, II, 1990-01-18, NULL, NULL
1619, II, 1987-10-22, NULL, NULL
1621, II, 1992-06-11, NULL, NULL
1622, II, 1992-06-11, NULL, NULL
1623, II, 1992-06-11, NULL, NULL
1624, II, 1992-06-11, NULL, NULL
1625, II, 1992-06-11, NULL, NULL
1627, II, 1987-10-22, NULL, NULL
1628, II, 1987-10-22, NULL, NULL
1629, II, 1987-10-22, NULL, NULL
1630, II, 1987-10-22, NULL, NULL
1631, II, 1987-10-22, NULL, NULL
1632, II, 1987-10-22, NULL, NULL
1677, I, 1992-06-11, NULL, Popn of MX (note that the US popn is now excluded from CITES controls)
1678, II, 1975-07-01, NULL, All popns
1678, I, 1992-06-11, NULL,"Popn of MX; included with A. americana; no other population is included in the Appendices"
1679, I, 1992-06-11, NULL,"Popn of MX; included with A. americana; no other population is included in the Appendices"
1679, I, 1975-07-01, NULL, All popns
1680, I, 1975-07-01, NULL, NULL
1680, I, 1992-06-11, NULL,"Popn of MX; included with A. americana; no other population is included in the Appendices"
1682, II, 1981-06-06, NULL, NULL
1683, II, 1981-06-06, NULL, NULL
1684, II, 1981-06-06, NULL, NULL
1685, II, 1981-06-06, NULL, NULL
1686, II, 1981-06-06, NULL, NULL
1687, II, 1981-06-06, NULL, NULL
1688, II, 1981-06-06, NULL, NULL
1689, II, 1981-06-06, NULL, NULL
1690, II, 1981-06-06, NULL, NULL
1691, II, 1981-06-06, NULL, NULL
1692, II, 1981-06-06, NULL, NULL
1693, II, 1981-06-06, NULL, NULL
1694, II, 1981-06-06, NULL, NULL
1695, II, 1981-06-06, NULL, NULL
1696, II, 1981-06-06, NULL, NULL
1697, II, 1981-06-06, NULL, NULL
1698, II, 1981-06-06, NULL, NULL
1699, II, 1981-06-06, NULL, NULL
1701, II, 1981-06-06, NULL, NULL
1702, II, 1981-06-06, NULL, NULL
1703, II, 1981-06-06, NULL, NULL
1704, II, 1981-06-06, NULL, NULL
1705, II, 1981-06-06, NULL, NULL
1706, II, 1981-06-06, NULL, NULL
1707, II, 1981-06-06, NULL, NULL
1708, II, 1981-06-06, NULL, NULL
1709, II, 1981-06-06, NULL, NULL
1711, II, 1981-06-06, NULL, NULL
1712, II, 1981-06-06, NULL, NULL
1714, II, 1981-06-06, NULL, NULL
1715, II, 1981-06-06, NULL, NULL
1716, II, 1981-06-06, NULL, NULL
1717, II, 1981-06-06, NULL, NULL
1718, II, 1981-06-06, NULL, NULL
1719, II, 1981-06-06, NULL, NULL
1720, II, 1981-06-06, NULL, NULL
1721, II, 1981-06-06, NULL, NULL
1722, II, 1981-06-06, NULL, NULL
1723, II, 1981-06-06, NULL, NULL
1724, II, 1981-06-06, NULL, NULL
1726, II, 1981-06-06, NULL, NULL
1727, II, 1981-06-06, NULL, NULL
1728, II, 1981-06-06, NULL, NULL
1729, II, 1981-06-06, NULL, NULL
1730, II, 1981-06-06, NULL, NULL
1731, II, 1981-06-06, NULL, NULL
1732, II, 1981-06-06, NULL, NULL
1733, II, 1981-06-06, NULL, NULL
1734, II, 1981-06-06, NULL, NULL
1735, II, 1981-06-06, NULL, NULL
1736, II, 1981-06-06, NULL, NULL
1737, II, 1981-06-06, NULL, NULL
1738, II, 1981-06-06, NULL, NULL
1739, II, 1981-06-06, NULL, NULL
1740, II, 1981-06-06, NULL, NULL
1741, II, 1981-06-06, NULL, NULL
1742, II, 1981-06-06, NULL, NULL
1744, II, 1981-06-06, NULL, NULL
1745, II, 1981-06-06, NULL, NULL
1746, II, 1981-06-06, NULL, NULL
1747, II, 1981-06-06, NULL, NULL
1748, II, 1981-06-06, NULL, NULL
1749, II, 1981-06-06, NULL, NULL
1750, II, 1981-06-06, NULL, NULL
1751, II, 1981-06-06, NULL, NULL
1752, II, 1981-06-06, NULL, NULL
1753, II, 1981-06-06, NULL, NULL
1754, II, 1981-06-06, NULL, NULL
1755, II, 1981-06-06, NULL, NULL
1756, II, 1981-06-06, NULL, NULL
1757, II, 1981-06-06, NULL, NULL
1758, II, 1981-06-06, NULL, NULL
1759, II, 1981-06-06, NULL, NULL
1760, II, 1981-06-06, NULL, NULL
1761, II, 1981-06-06, NULL, NULL
1762, II, 1981-06-06, NULL, NULL
1763, II, 1981-06-06, NULL, NULL
1764, II, 1981-06-06, NULL, NULL
1765, II, 1981-06-06, NULL, NULL
1767, II, 1981-06-06, NULL, NULL
1768, II, 1981-06-06, NULL, NULL
1769, II, 1981-06-06, NULL, NULL
1771, II, 1981-06-06, NULL, NULL
1772, II, 1981-06-06, NULL, NULL
1773, II, 1981-06-06, NULL, NULL
1774, II, 1981-06-06, NULL, NULL
1775, II, 1981-06-06, NULL, NULL
1776, II, 1981-06-06, NULL, NULL
1777, II, 1981-06-06, NULL, NULL
1778, II, 1981-06-06, NULL, NULL
1779, II, 1981-06-06, NULL, NULL
1793, II, 1977-02-04, NULL, Included with Lutrinae spp.
1794, I, 1985-08-01, NULL,"II > I; popns of CM, NG"
1794, II, 1985-08-01, NULL, All popns except those listed on I
1797, II, 1977-02-04, NULL, NULL
1799, II, 1977-02-04, NULL, NULL
1801, II, 1977-02-04, NULL, NULL
1802, II, 1977-02-04, NULL, NULL
1803, II, 1977-02-04, NULL, NULL
1804, II, 1977-02-04, NULL, NULL
1805, II, 1977-02-04, NULL, NULL
1806, II, 1977-02-04, NULL, NULL
1820, I, 1975-07-01, NULL, NULL
1834, II, 1981-06-06, NULL, NULL
1835, II, 1981-06-06, NULL, NULL
1836, II, 1981-06-06, NULL, NULL
1837, II, 1981-06-06, NULL, NULL
1838, II, 1981-06-06, NULL, NULL
1840, II, 1981-06-06, NULL, NULL
1841, II, 1981-06-06, NULL, NULL
1842, II, 1981-06-06, NULL, NULL
1853, II, 1987-10-22, NULL, NULL
1931, II, 1981-06-06, NULL, NULL
1932, II, 1981-06-06, NULL, NULL
1951, I, 1975-07-01, NULL, NULL
1952, II, 1977-02-04, NULL, NULL
1953, II, 1975-07-01, NULL, NULL
1953, II, 1979-06-28, NULL, Included with FALCONIFORMES spp.
1954, II, 1979-06-28, NULL, NULL
1955, II, 1977-02-04, NULL, NULL
1956, I, 1977-02-04, NULL, NULL
1957, II, 1977-02-04, NULL, NULL
1958, II, 1979-06-28, NULL, NULL
1959, II, 1979-06-28, NULL, NULL
1960, II, 1977-02-04, NULL, NULL
1961, II, 1977-02-04, NULL, NULL
1963, II, 1981-06-06, NULL, Included with PSITTACIFORMES spp.
1963, I, 1985-08-01, NULL, NULL
1964, II, 1981-06-06, NULL, NULL
1965, II, 1981-06-06, NULL, NULL
1966, II, 1981-06-06, NULL, NULL
1967, II, 1981-06-06, NULL, NULL
1967, I, 2003-02-13, NULL, NULL
1968, I, 1983-07-29, NULL, NULL
1968, II, 1981-06-06, NULL, NULL
1969, II, 1981-06-06, NULL, Included with PSITTACIFORMES spp.
1969, I, 1985-08-01, NULL, NULL
1970, II, 1981-06-06, NULL, NULL
1971, I, 1990-01-18, NULL, NULL
1971, II, 1981-06-06, NULL, Listed under PSITTACIFORMES spp.
1972, II, 1981-06-06, NULL, Listed under PSITTACIFORMES spp.
1972, I, 1987-10-22, NULL, NULL
1973, II, 1981-06-06, NULL, NULL
1974, I, 1983-07-29, NULL, NULL
1974, II, 1981-06-06, NULL, Listed under PSITTACIFORMES spp.
1975, II, 1981-06-06, NULL, NULL
1991, II, 1975-07-01, NULL, NULL
1992, II, 1981-06-06, NULL, NULL
1993, II, 1981-06-06, NULL, NULL
1994, II, 1981-06-06, NULL, NULL
1995, II, 1981-06-06, NULL, NULL
1996, II, 1981-06-06, NULL, NULL
1997, II, 1981-06-06, NULL, NULL
1998, II, 1981-06-06, NULL, NULL
1999, II, 1981-06-06, NULL, NULL
2000, II, 1981-06-06, NULL, NULL
2001, I, 1975-07-01, NULL, NULL
2002, II, 1981-06-06, NULL, NULL
2003, II, 1981-06-06, NULL, NULL
2004, II, 1981-06-06, NULL, NULL
2005, II, 1981-06-06, NULL, NULL
2006, II, 1981-06-06, NULL, NULL
2007, II, 1981-06-06, NULL, NULL
2008, II, 1981-06-06, NULL, NULL
2009, II, 1981-06-06, NULL, NULL
2010, II, 1981-06-06, NULL, NULL
2011, II, 1981-06-06, NULL, NULL
2015, II, 1981-06-06, NULL, NULL
2046, II, 1987-10-22, NULL, NULL
2047, II, 1987-10-22, NULL, NULL
2049, II, 1990-01-18, NULL, NULL
2053, II, 1977-02-04, NULL, NULL
2054, II, 1977-02-04, NULL, NULL
2055, II, 1975-07-01, NULL, NULL
2055, II, 1977-02-04, NULL, Included with Arctocephalus spp.
2056, II, 1977-02-04, NULL, NULL
2057, II, 1975-07-01, NULL, NULL
2057, II, 1977-02-04, NULL, Included with Arctocephalus spp.
2058, II, 1977-02-04, NULL, NULL
2059, II, 1975-07-01, NULL, NULL
2059, II, 1977-02-04, NULL, Included with Arctocephalus spp.
2060, II, 1977-02-04, NULL, NULL
2061, II, 1977-02-04, NULL, Included with Arctocephalus spp.
2061, I, 1979-06-28, NULL, NULL
2061, II, 1975-07-01, NULL, NULL
2062, II, 1977-02-04, NULL, NULL
2085, II, 1987-10-22, NULL, NULL
2086, II, 1987-10-22, NULL, NULL
2087, II, 1987-10-22, NULL, NULL
2088, I, 1979-06-28, NULL, NULL
2088, II, 1975-07-01, NULL, NULL
2099, II, 1975-07-01, NULL, NULL
2164, II, 1979-06-28, NULL, NULL
2165, II, 1979-06-28, NULL, NULL
2166, II, 1979-06-28, NULL, NULL
2167, II, 1979-06-28, NULL, NULL
2168, II, 1979-06-28, NULL, NULL
2169, II, 1979-06-28, NULL, NULL
2170, II, 1979-06-28, NULL, NULL
2173, I, 1975-07-01, NULL, NULL
2175, II, 1977-02-04, NULL, NULL
2176, II, 1977-02-04, NULL, NULL
2203, II, 1990-01-18, NULL, NULL
2204, II, 1990-01-18, NULL, NULL
2219, II, 1990-01-18, NULL, NULL
2220, II, 1990-01-18, NULL, NULL
2222, II, 1990-01-18, NULL, NULL
2226, II, 1990-01-18, NULL, NULL
2227, II, 1990-01-18, NULL, NULL
2229, II, 1990-01-18, NULL, NULL
2230, II, 1990-01-18, NULL, NULL
2232, II, 1990-01-18, NULL, NULL
2233, II, 1990-01-18, NULL, NULL
2237, II, 1990-01-18, NULL, NULL
2239, II, 1990-01-18, NULL, NULL
2241, II, 1990-01-18, NULL, NULL
2243, II, 1990-01-18, NULL, NULL
2244, II, 1990-01-18, NULL, NULL
2245, II, 1975-07-01, NULL, NULL
2246, II, 1975-07-01, NULL, NULL
2247, II, 1975-07-01, NULL, NULL
2248, II, 1975-07-01, NULL, NULL
2249, II, 1975-07-01, NULL, NULL
2250, II, 1990-01-18, NULL, NULL
2252, II, 1990-01-18, NULL, NULL
2253, II, 1990-01-18, NULL, NULL
2254, II, 1990-01-18, NULL, NULL
2255, II, 1990-01-18, NULL, NULL
2256, II, 1990-01-18, NULL, NULL
2257, II, 1990-01-18, NULL, NULL
2258, II, 1990-01-18, NULL, NULL
2259, II, 1990-01-18, NULL, NULL
2260, II, 1990-01-18, NULL, NULL
2261, II, 1990-01-18, NULL, NULL
2262, II, 1990-01-18, NULL, NULL
2263, II, 1990-01-18, NULL, NULL
2264, II, 1990-01-18, NULL, NULL
2266, II, 1979-06-28, NULL, Included with FALCONIFORMES spp.
2268, II, 1990-01-18, NULL, NULL
2269, II, 1990-01-18, NULL, NULL
2274, II, 1975-07-01, NULL, NULL
2274, Deleted, 1987-10-22, NULL, NULL
2276, II, 1977-02-04, NULL, NULL
2277, II, 1977-02-04, NULL, NULL
2278, II, 1977-02-04, NULL, NULL
2279, II, 1977-02-04, NULL,"Except A.g. frontatus and A.g. panamensis which are listed on I"
2279, I, 1975-07-01, NULL,"A. g. frontatus and A. g. panamensis only"
2280, I, 1975-07-01, NULL, NULL
2281, I, 1975-07-01, NULL, NULL
2282, II, 1977-02-04, NULL, NULL
2283, II, 1977-02-04, NULL, NULL
2284, II, 1977-02-04, NULL, NULL
2302, I, 1975-07-01, NULL, NULL
2349, I, 1979-06-28, NULL, NULL
2350, II, 1979-06-28, NULL, NULL
2351, II, 1979-06-28, NULL, NULL
2372, I, 1975-07-01, NULL, NULL
2376, II, 2003-02-13, NULL, NULL
2381, II, 1987-10-22, NULL, NULL
2382, II, 1987-10-22, NULL, NULL
2385, II, 1987-10-22, NULL, NULL
2386, II, 1987-10-22, NULL, NULL
2387, II, 1987-10-22, NULL, NULL
2399, II, 1990-01-18, NULL, NULL
2400, II, 1990-01-18, NULL, NULL
2401, II, 1990-01-18, NULL, NULL
2402, II, 1990-01-18, NULL, NULL
2413, II, 1990-01-18, NULL, NULL
2414, II, 1990-01-18, NULL, NULL
2415, II, 1990-01-18, NULL, NULL
2416, II, 1979-06-28, NULL, NULL
2434, I, 1975-07-01, NULL, NULL
2435, I, 1975-07-01, NULL, NULL
2437, II, 1979-06-28, NULL, NULL
2438, II, 1979-06-28, NULL, NULL
2439, II, 1979-06-28, NULL, NULL
2440, II, 1979-06-28, NULL, NULL
2441, II, 1979-06-28, NULL, NULL
2442, II, 1987-10-22, NULL, NULL
2445, I, 1975-07-01, NULL, NULL
2446, I, 1975-07-01, NULL, NULL
2447, I, 1975-07-01, NULL, NULL
2461, I, 1975-07-01, NULL, NULL
2467, I, 1975-07-01, NULL, NULL
2473, II, 1987-10-22, NULL, NULL
2474, I, 1986-01-01, NULL, Except stock of west Greenland
2474, II, 1986-01-01, NULL, West Greenland stock
2474, II, 1979-06-28, NULL, NULL
2475, I, 1977-02-04, NULL,"N. Pacific stock, and stock in area from 0' to 70'E, from equator to Antarctic continent."
2475, II, 1977-02-04, NULL, All stocks except those listed on I
2475, I, 1981-06-06, NULL, All popns
2476, I, 1983-07-29, NULL, NULL
2476, II, 1979-06-28, NULL, NULL
2477, I, 1975-07-01, NULL, NULL
2478, I, 1981-06-06, NULL, All stocks
2478, I, 1977-02-04, NULL, All stocks except those in II
2478, II, 1977-02-04, NULL,"Stocks in N. Atlantic off Iceland and off Newfoundland; stock in area from 40S to the Antarctic continent, from 120W to 60W"
2480, II, 1979-06-28, NULL, NULL
2480, I, 1986-01-01, NULL, NULL
2484, II, 1990-01-18, NULL, NULL
2485, II, 1990-01-18, NULL, NULL
2486, II, 1990-01-18, NULL, NULL
2487, II, 1990-01-18, NULL, NULL
2488, II, 1990-01-18, NULL, NULL
2489, II, 1990-01-18, NULL, NULL
2490, II, 1990-01-18, NULL, NULL
2491, II, 1990-01-18, NULL, NULL
2492, II, 1990-01-18, NULL, NULL
2493, II, 1990-01-18, NULL, NULL
2494, II, 1990-01-18, NULL, NULL
2495, II, 1990-01-18, NULL, NULL
2496, II, 1990-01-18, NULL, NULL
2497, II, 1990-01-18, NULL, NULL
2499, II, 1990-01-18, NULL, NULL
2500, II, 1990-01-18, NULL, NULL
2501, II, 1990-01-18, NULL, NULL
2502, II, 1990-01-18, NULL, NULL
2503, II, 1990-01-18, NULL, NULL
2504, II, 1990-01-18, NULL, NULL
2505, II, 1990-01-18, NULL, NULL
2506, II, 1990-01-18, NULL, NULL
2508, II, 1990-01-18, NULL, NULL
2509, II, 1990-01-18, NULL, NULL
2510, II, 1990-01-18, NULL, NULL
2512, II, 1990-01-18, NULL, NULL
2513, II, 1990-01-18, NULL, NULL
2515, II, 1990-01-18, NULL, NULL
2516, II, 1990-01-18, NULL, NULL
2517, II, 1990-01-18, NULL, NULL
2518, II, 1990-01-18, NULL, NULL
2519, II, 1990-01-18, NULL, NULL
2521, II, 1990-01-18, NULL, NULL
2522, II, 1990-01-18, NULL, NULL
2523, II, 1990-01-18, NULL, NULL
2525, II, 1990-01-18, NULL, NULL
2526, II, 1990-01-18, NULL, NULL
2527, II, 1990-01-18, NULL, NULL
2536, II, 1985-08-01, NULL, NULL
2537, II, 1975-07-01, NULL, NULL
2537, II, 1985-08-01, NULL, Listed under Gruidae spp.
2550, II, 1990-01-18, NULL, NULL
2551, II, 1990-01-18, NULL, NULL
2552, II, 1990-01-18, NULL, NULL
2614, I, 1975-07-01, NULL, NULL
2617, II, 1990-01-18, NULL, NULL
2622, II, 1981-06-06, NULL, NULL
2623, II, 1981-06-06, NULL, NULL
2624, II, 1981-06-06, NULL, NULL
2625, II, 1981-06-06, NULL, NULL
2626, II, 1981-06-06, NULL, NULL
2627, II, 1981-06-06, NULL, NULL
2628, II, 1981-06-06, NULL, NULL
2629, II, 1981-06-06, NULL, NULL
2630, II, 1981-06-06, NULL, NULL
2631, II, 1981-06-06, NULL, NULL
2632, II, 1981-06-06, NULL, NULL
2633, II, 1981-06-06, NULL, NULL
2634, II, 1990-01-18, NULL, NULL
2635, II, 1990-01-18, NULL, NULL
2762, II, 1979-06-28, NULL, NULL
2762, I, 1983-07-29, NULL, NULL
2763, I, 1983-07-29, NULL, Included with Berardius spp.
2763, II, 1979-06-28, NULL, NULL
2783, I, 1979-06-28, NULL, NULL
2784, I, 1975-07-01, NULL, NULL
2784, I, 1979-06-28, NULL, Included with Bettongia spp.
2785, I, 1979-06-28, NULL, Included with Bettongia spp.
2785, I, 1975-07-01, NULL, NULL
2787, I, 1975-07-01, NULL, NULL
2787, I, 1979-06-28, NULL, Included with Bettongia spp.
2795, II, 1987-10-22, NULL, NULL
2796, II, 1987-10-22, NULL, NULL
2797, II, 1987-10-22, NULL, NULL
2798, II, 1987-10-22, NULL, NULL
2813, I, 1975-07-01, NULL, NULL
2813, II, 1997-09-18, NULL, NULL
2815, I, 1975-07-01, NULL, Subspecies _athabascae_ only
2815, II, 1997-09-18, NULL, Subspecies _athabascae_ only
2828, I, 1975-07-01, NULL, NULL
2830, II, 1990-01-18, NULL, NULL
2831, II, 1990-01-18, NULL, NULL
2833, II, 1990-01-18, NULL, NULL
2836, II, 1977-02-04, NULL, Included with Boidae spp.
2836, I, 1987-10-22, NULL, B. c. occidentalis only
2836, II, 1975-07-01, NULL, NULL
2837, I, 1987-10-22, NULL, NULL
2837, II, 1977-02-04, NULL, Listed under Boidae spp.
2848, II, 1987-10-22, NULL, NULL
2849, II, 1987-10-22, NULL, NULL
2850, II, 1987-10-22, NULL, NULL
2851, II, 1981-06-06, NULL, NULL
2852, II, 1981-06-06, NULL, NULL
2853, II, 1981-06-06, NULL, NULL
2854, II, 1981-06-06, NULL, NULL
2855, II, 1981-06-06, NULL, NULL
2856, II, 1981-06-06, NULL, NULL
2864, I, 1977-02-04, NULL, NULL
2876, II, 1990-01-18, NULL, NULL
2887, I, 1975-07-01, NULL,"Excludes the domestic form of Bos gaurus referenced as Bos frontalis (see CITES Doc. 11.11.4.2)"
2889, I, 1975-07-01, NULL,"Excludes the domestic form of Bos mutus referenced as Bos grunniens (see CITES Doc. 11.11.4.2)"
2890, I, 1975-07-01, NULL, NULL
2916, Deleted, 2002-12-15, NULL, NULL
2918, Deleted, 2002-12-15, NULL, NULL
2919, Deleted, 2002-12-15, NULL, NULL
2920, Deleted, 2002-12-15, NULL, NULL
2921, Deleted, 2002-12-15, NULL, NULL
2954, II, 1990-01-18, NULL, NULL
2964, I, 1981-06-06, NULL, NULL
2965, I, 1981-06-06, NULL, NULL
2967, II, 1995-02-16, NULL, NULL
2968, II, 1995-02-16, NULL, NULL
2969, II, 1995-02-16, NULL, NULL
2970, II, 1995-02-16, NULL, NULL
2971, II, 1995-02-16, NULL, NULL
2972, II, 1995-02-16, NULL, NULL
2973, II, 1995-02-16, NULL, NULL
2974, II, 1995-02-16, NULL, NULL
2975, II, 1995-02-16, NULL, NULL
2976, II, 1995-02-16, NULL, NULL
2977, II, 1985-08-01, NULL, NULL
2977, II, 1995-02-16, NULL,"Included with Brachypelma spp."
2978, II, 1995-02-16, NULL, NULL
2980, II, 1995-02-16, NULL, NULL
2993, I, 1975-07-01, NULL, NULL
2994, I, 1975-07-01, NULL, NULL
2999, II, 1977-02-04, NULL, NULL
3001, II, 1977-02-04, NULL, NULL
3003, II, 1977-02-04, NULL, NULL
3008, II, 1977-02-04, NULL, NULL
3009, II, 1977-02-04, NULL, NULL
3010, II, 1977-02-04, NULL, NULL
3011, II, 1977-02-04, NULL, NULL
3012, II, 1977-02-04, NULL, NULL
3013, II, 1977-02-04, NULL, NULL
3015, II, 1977-02-04, NULL, NULL
3016, II, 1977-02-04, NULL, NULL
3017, II, 1977-02-04, NULL, NULL
3019, II, 1977-02-04, NULL, NULL
3021, II, 1977-02-04, NULL, NULL
3038, II, 1983-07-29, NULL, NULL
3057, I, 1975-07-01, NULL, Subspecies _leucopareia_ only
3058, I, 1975-07-01, NULL, NULL
3060, II, 1975-07-01, NULL, NULL
3061, I, 1975-07-01, NULL, NULL
