SpcRecID, LegListing, LegDateListed, CountryRecID, LegNotes
3659, II/r, 1981-06-06,122, NULL
3659, II/r, 1981-06-06,203, NULL
3659, II/w, 1987-03-20,122, NULL
3659, II/w, 1987-03-20,203, NULL
3661, II/r, 1981-06-06,122, NULL
3661, II/r, 1981-06-06,203, NULL
3661, II/w, 1987-03-20,122, NULL
3661, II/w, 1987-03-20,203, NULL
3742, II/r, 2004-07-15,162, NULL
3744, III, 1989-03-16,99, NULL
3744, III/r, 1989-03-21,203, NULL
3744, III/r, 1989-03-16,81, NULL
3744, III/w, 1990-04-23,81, NULL
3744, III/r, 1989-03-16,57, NULL
3744, III/w, 1990-01-18,57, NULL
3744, III/r, 1989-05-24,196, NULL
3744, III/w, 1990-10-23,196, NULL
3744, III/r, 1989-05-17,221, NULL
3744, III/w, 1990-05-25,221, NULL
3744, III/r, 1989-03-16,105, NULL
3744, III/w, 1990-03-01,105, NULL
3744, III/r, 1989-03-21,122, NULL
3744, III/r, 1989-03-30,124, NULL
3744, III/w, 1990-04-18,124, NULL
3744, III/r, 1989-06-29,149, NULL
3744, III/w, 1991-01-11,149, NULL
3744, III/r, 1989-07-28,170, NULL
3744, III/w, 1990-08-03,170, NULL
3746, I/r, 1979-06-28,203, NULL
3746, II/r, 1977-02-04,241, NULL
3746, II/w, 1995-04-26,241, NULL
3746, I/r, 2000-10-02,239, NULL
3746, II/r, 2000-10-02,239, NULL
3749, II/r, 1975-07-09,38, NULL
3749, II/w, 1977-04-15,38, NULL
3750, II/r, 1975-07-09,38, NULL
3750, II/w, 1977-04-15,38, NULL
3778, I/r, 1986-01-01,14, NULL
3778, I/r, 1986-01-01,30, NULL
3778, I/r, 1986-01-01,166, NULL
3778, I/w, 1989-01-06,14, NULL
3778, I/w, 1991-05-07,30, NULL
3778, I/w, 2001-10-24,166, NULL
3847, I/r, 1979-06-28,203, NULL
3855, III/r, 2002-03-26,159, NULL
3855, III/r, 2001-10-22,107, NULL
3855, III, 2001-10-29,13, NULL
3855, II/r, 2004-07-15,162, NULL
3855, III/r, 2004-07-15,162, NULL
3855, II/r, 2005-01-12,98, NULL
3855, II/r, 2005-01-12,107, NULL
3855, II/r, 2005-01-12,159, NULL
3897, II/r, 1976-10-31,221,On behalf of HK
3897, II/w, 1977-02-04,221,On behalf of HK
4000, Deleted, 2007-03-04,82, NULL
4000, III, 1976-02-26,82, NULL
4000, III/r, 1977-10-24,57, NULL
4000, III/w, 1984-01-01,57, NULL
4015, I/r, 1987-10-22,203, NULL
4015, I/r, 1987-10-22,122, NULL
4139, II/r, 1983-07-29,14, NULL
4139, II/w, 1989-01-06,14, NULL
4140, II/r, 1983-07-29,14, NULL
4140, II/w, 1989-01-06,14, NULL
4148, II/r, 1983-07-29,14, NULL
4148, II/w, 1989-01-06,14, NULL
4150, II/r, 1983-07-29,14, NULL
4150, II/w, 1989-01-06,14, NULL
4153, II/r, 1983-07-29,14, NULL
4153, II/w, 1989-01-06,14, NULL
4157, III, 1988-09-21,47, NULL
4158, III, 1988-09-21,47, NULL
4189, III, 1984-02-13,99, NULL
4222, III, 1976-02-26,82, NULL
4225, III, 1976-02-26,82, NULL
4232, III, 1976-02-26,82, NULL
4259, III, 2008-02-12,3, NULL
4259, III, 1976-04-22,213, NULL
4259, III/r, 1977-10-24,57, NULL
4259, III/w, 1984-01-01,57, NULL
4292, III, 2000-09-13,221,"In addition to whole animals, fins and parts of fins only covered"
4292, III/r, 2001-06-11,159, NULL
4292, III/r, 2000-09-13,107, NULL
4292, II/r, 2003-02-13,98, NULL
4292, II/r, 2003-02-13,100, NULL
4292, II/r, 2003-02-13,107, NULL
4292, II/r, 2003-02-13,159, NULL
4292, II/r, 2003-02-13,113, NULL
4393, II/r, 1981-06-06,122, NULL
4393, II/r, 1981-06-06,203, NULL
4393, II/w, 1982-01-01,122, NULL
4393, II/w, 1982-01-01,203, NULL
4394, II/r, 1981-06-06,122, NULL
4394, II/r, 1981-06-06,203, NULL
4394, II/w, 1982-01-01,122, NULL
4394, II/w, 1982-01-01,203, NULL
4395, II/r, 1981-06-06,122, NULL
4395, II/r, 1981-06-06,203, NULL
4395, II/w, 1982-01-01,122, NULL
4395, II/w, 1982-01-01,203, NULL
4396, II/r, 1981-06-06,122, NULL
4396, II/r, 1981-06-06,203, NULL
4396, II/w, 1982-01-01,122, NULL
4396, II/w, 1982-01-01,203, NULL
4569, II/r, 1981-06-06,122, NULL
4569, II/r, 1981-06-06,203, NULL
4569, II/w, 1982-01-01,122, NULL
4569, II/w, 1982-01-01,203, NULL
4570, II/r, 1981-06-06,122, NULL
4570, II/r, 1981-06-06,203, NULL
4570, II/w, 1982-01-01,122, NULL
4570, II/w, 1982-01-01,203, NULL
4571, II/r, 1981-06-06,122, NULL
4571, II/r, 1981-06-06,203, NULL
4571, II/w, 1982-01-01,122, NULL
4571, II/w, 1982-01-01,203, NULL
4572, II/r, 1981-06-06,122, NULL
4572, II/r, 1981-06-06,203, NULL
4572, II/w, 1982-01-01,122, NULL
4572, II/w, 1982-01-01,203, NULL
4573, II/r, 1981-06-06,122, NULL
4573, II/r, 1981-06-06,203, NULL
4573, II/w, 1982-01-01,122, NULL
4573, II/w, 1982-01-01,203, NULL
4574, II/r, 1981-06-06,122, NULL
4574, II/r, 1981-06-06,203, NULL
4574, II/w, 1982-01-01,122, NULL
4574, II/w, 1982-01-01,203, NULL
4575, II/r, 1981-06-06,122, NULL
4575, II/r, 1981-06-06,203, NULL
4575, II/w, 1982-01-01,122, NULL
4575, II/w, 1982-01-01,203, NULL
4576, II/r, 1981-06-06,122, NULL
4576, II/r, 1981-06-06,203, NULL
4576, II/w, 1982-01-01,122, NULL
4576, II/w, 1982-01-01,203, NULL
4577, II/r, 1981-06-06,122, NULL
4577, II/r, 1981-06-06,203, NULL
4577, II/w, 1982-01-01,122, NULL
4577, II/w, 1982-01-01,203, NULL
4578, II/r, 1981-06-06,122, NULL
4578, II/r, 1981-06-06,203, NULL
4578, II/w, 1982-01-01,122, NULL
4578, II/w, 1982-01-01,203, NULL
4579, II/r, 1981-06-06,122, NULL
4579, II/r, 1981-06-06,203, NULL
4579, II/w, 1982-01-01,122, NULL
4579, II/w, 1982-01-01,203, NULL
4580, II/r, 1981-06-06,122, NULL
4580, II/r, 1981-06-06,203, NULL
4580, II/w, 1982-01-01,122, NULL
4580, II/w, 1982-01-01,203, NULL
4581, II/r, 1981-06-06,122, NULL
4581, II/r, 1981-06-06,203, NULL
4581, II/w, 1982-01-01,122, NULL
4581, II/w, 1982-01-01,203, NULL
4582, II/r, 1981-06-06,122, NULL
4582, II/r, 1981-06-06,203, NULL
4582, II/w, 1982-01-01,122, NULL
4582, II/w, 1982-01-01,203, NULL
4615, II/r, 1976-10-31,221,On behalf of HK
4615, II/w, 1977-02-04,221,On behalf of HK
4615, I/r, 2004-07-15,162, NULL
4615, I/r, 1990-07-19,53, NULL
4615, I/r, 1978-08-09,73, NULL
4615, I/r, 1979-12-31,105, NULL
4615, I/r, 1980-11-04,107, NULL
4615, I/r, 1981-02-15,199, Reservation not applicable to AU popn
4615, I/w, 1984-12-10,73, NULL
4615, I/w, 1984-01-01,105, NULL
4615, I/w, 1987-10-22,107, NULL
4623, II/r, 1976-10-31,221,On behalf of HK
4623, II/w, 1978-07-03,221,On behalf of HK
4656, III, 2005-02-17,44, NULL
4702, I/r, 1979-06-28,203, NULL
4778, III/r, 1977-10-24,57, NULL
4778, III/w, 1984-01-01,57, NULL
4778, III, 1976-10-28,51, NULL
4780, III/r, 1977-10-24,57, NULL
4780, III/w, 1979-06-28,57, NULL
4780, III, 1976-10-28,51, Listed under Accipitridae spp. (Costa Rican species)
4781, I/r, 1996-06-10,185, NULL
4798, II/r, 1979-06-28,203, NULL
4798, II/w, 1987-10-22,203, Reservation withdrawn as species removed from appendices
4903, III, 1976-10-28,51, Listed under Accipitridae spp. (Costa Rican species)
4940, III/r, 2000-08-16,81, NULL
4940, III/w, 2001-04-12,81, NULL
4940, III, 1978-04-24,28, NULL
4962, II/r, 1976-10-31,221,On behalf of HK
4962, II/w, 1978-03-07,221,On behalf of HK
4967, II/r, 1976-10-31,221,On behalf of HK
4967, II/w, 1978-07-03,221,On behalf of HK
4996, II/r, 1976-10-31,221,On behalf of HK
4996, II/w, 1978-03-07,221,On behalf of HK
5144, III, 1976-02-26,82, NULL
5146, III, 1976-02-26,82, NULL
5152, III, 2000-09-13,194, NULL
5153, III, 2000-09-13,194, NULL
5154, III, 2000-09-13,194, NULL
5155, III, 2000-09-13,194, NULL
5156, III, 2000-09-13,194, NULL
5157, III, 2000-09-13,194, NULL
5158, III, 2000-09-13,194, NULL
5159, III, 2000-09-13,194, NULL
5160, III, 2000-09-13,194, NULL
5161, III, 2000-09-13,194, NULL
5162, III, 2000-09-13,194, NULL
5163, III, 2000-09-13,194, NULL
5164, III, 2000-09-13,194, NULL
5165, III, 2000-09-13,194, NULL
5187, III/r, 1977-10-24,57, NULL
5187, III/w, 1984-01-01,57, NULL
5187, Deleted, 2007-03-04,82, NULL
5187, III, 1976-02-26,82, Originally listed as Columbidae spp.
5189, III, 1976-02-26,82, Originally listed as Columbidae spp.
5189, Deleted, 2007-03-04,82, NULL
5189, III/r, 1977-10-24,57, NULL
5189, III/w, 1984-01-01,57, NULL
5191, III/r, 1977-10-24,57, NULL
5191, III/w, 1984-01-01,57, NULL
5191, Deleted, 2007-03-04,82, NULL
5191, III, 1976-02-26,82, Originally listed as Columbidae spp.
5192, III, 1975-12-04,135, NULL
5192, III/r, 1977-10-24,57, NULL
5192, III/w, 1984-01-01,57, NULL
5202, III, 1976-02-26,82, Originally listed as Columbidae spp.
5202, Deleted, 2007-03-04,82, NULL
5202, III/r, 1977-10-24,57, NULL
5202, III/w, 1984-01-01,57, NULL
5321, II/r, 1981-06-06,122, NULL
5321, II/r, 1981-06-06,203, NULL
5321, II/w, 1982-01-01,122, NULL
5321, II/w, 1982-01-01,203, NULL
5322, II/r, 1981-06-06,122, NULL
5322, II/r, 1981-06-06,203, NULL
5322, II/w, 1982-01-01,122, NULL
5322, II/w, 1982-01-01,203, NULL
5361, I/r, 1975-07-09,38, NULL
5361, I/w, 1982-10-29,38, NULL
5415, III/r, 1977-10-24,57, NULL
5415, III/w, 1984-01-01,57, NULL
5415, III, 1976-02-26,82, Originally listed as Musophagidae spp.
5415, Deleted, 2007-03-04,82, NULL
5503, III, 1988-09-21,47, NULL
5506, III, 1988-09-21,47, NULL
5507, III, 1988-09-21,47, NULL
5508, III, 1988-09-21,47, NULL
5508, III, 1976-10-28,51, NULL
5508, III, 1981-04-23,89, NULL
5508, III, 1987-04-13,95, NULL
5508, III/r, 1987-04-13,14, NULL
5508, III/w, 1990-09-26,14, NULL
5508, III/r, 1977-10-24,57, NULL
5508, III/w, 1984-01-01,57, NULL
5530, III, 1976-02-26,82, Originally listed as Musophagidae spp.
5530, Deleted, 2007-03-04,82, NULL
5530, III/r, 1977-10-24,57, NULL
5530, III/w, 1984-01-01,57, NULL
5659, II/r, 1976-10-31,221,On behalf of HK
5659, II/w, 1978-07-03,221,On behalf of HK
5659, I/r, 1979-06-28,203, NULL
5659, I/w, 1981-06-06,203, NULL
5660, I/r, 1982-04-27,14, NULL
5660, I/r, 1978-08-09,73, NULL
5660, I/r, 1979-12-31,105, NULL
5660, I/r, 1981-02-22,237, NULL
5660, I/w, 1989-01-06,14, NULL
5660, I/w, 1984-12-10,73, NULL
5660, I/w, 1984-01-01,105, NULL
5660, I/w, 1987-08-26,237, NULL
5660, I/r, 1976-10-31,221,On behalf of HK
5660, I/w, 1978-07-03,221,On behalf of HK
5661, I/r, 1976-10-31,221,On behalf of HK
5661, I/w, 1978-07-03,221,On behalf of HK
5662, II/r, 1976-10-31,221,On behalf of HK
5662, II/w, 1978-07-03,221,On behalf of HK
5663, I/r, 1976-10-31,221,On behalf of HK
5663, I/w, 1978-07-03,221,On behalf of HK
5663, II/r, 2010-06-23,38, NULL
5664, II/r, 2010-06-23,38, NULL
5664, I/r, 1976-10-31,221,On behalf of HK
5664, I/w, 1978-07-03,221,On behalf of HK
5664, II/r, 1985-08-01,14,"Popns of CG, CM, KE, MG, MW, MZ, SD, TZ, ZM subject to quotas"
5664, II/w, 1989-01-06,14,"Popns of CG, CM, KE, MG, MW, MZ, SD, TZ, ZM subject to quotas"
5664, II/r, 1987-01-03,14, Popn of BW subject to a quota
5664, II/w, 1990-09-26,14, Popn of BW subject to a quota
5664, I/r, 1978-02-12,28, NULL
5664, I/r, 1978-08-09,73, NULL
5664, I/r, 1979-12-31,105, NULL
5664, I/r, 1983-01-24,271, NULL
5664, I/r, 1983-01-24,198, NULL
5664, I/r, 1981-02-22,237, NULL
5664, I/r, 1981-08-17,238, NULL
5664, I/w, 1990-10-26,28, NULL
5664, I/w, 1984-12-10,73, NULL
5664, I/w, 1984-01-01,105, NULL
5664, I/w, 1990-04-26,271, NULL
5664, I/w, 1990-04-26,198, NULL
5664, I/w, 1987-08-26,237, NULL
5664, I/w, 1987-04-02,238, NULL
5665, II/r, 1987-02-28,189, NULL
5665, II/w, 1990-08-31,189, NULL
5665, II/r, 1976-10-31,221,On behalf of HK
5665, II/w, 1978-03-07,221,On behalf of HK
5667, I/r, 1976-10-31,221,On behalf of HK
5667, I/w, 1978-03-07,221,On behalf of HK
5668, II/r, 1976-10-31,221,On behalf of HK
5668, II/w, 1978-03-07,221,On behalf of HK
5668, I/w, 1984-12-10,73, NULL
5668, II/w, 1990-08-31,189, NULL
5668, I/r, 2004-07-15,162, NULL
5668, I/r, 1982-04-27,14, NULL
5668, I/r, 1979-06-28,203, NULL
5668, I/r, 1979-06-28,81, NULL
5668, I/r, 1979-06-28,73, NULL
5668, I/r, 1979-12-31,105, NULL
5668, I/r, 1980-11-04,107, NULL
5668, I/r, 1987-02-28,189, NULL
5668, I/r, 1983-04-21,208, NULL
5668, I/w, 1989-01-06,14, NULL
5668, I/w, 1983-01-01,203, NULL
5668, I/w, 1982-07-02,81, NULL
5668, I/w, 1984-01-01,105, NULL
5668, I/w, 1989-11-30,107, NULL
5668, I/w, 1990-08-31,189, NULL
5668, I/w, 1987-08-17,208, NULL
5668, II/r, 1985-08-01,14, NULL
5668, II/r, 1987-02-28,189, NULL
5668, II/w, 1989-01-06,14, NULL
5670, I/r, 1976-10-31,221,On behalf of HK
5670, I/w, 1978-03-07,221,On behalf of HK
5671, I/r, 1976-10-31,221,On behalf of HK
5671, I/w, 1978-03-07,221,On behalf of HK
5671, I/r, 1983-04-21,208, NULL
5671, I/w, 1987-08-17,208, NULL
5684, III/r, 1987-04-13,14, NULL
5684, III/w, 1990-09-26,14, NULL
5684, III, 1987-04-13,95, NULL
5685, III, 1987-04-13,95, NULL
5792, III, 1976-04-22,213, NULL
5984, II/r, 1981-06-06,203, NULL
5984, II/r, 1981-06-06,122,"Reservation not applicable to C. p. bloxami"
5985, II/r, 1979-06-28,203, NULL
5993, II/r, 1981-06-06,122, NULL
5993, II/r, 1981-06-06,203, NULL
5993, II/w, 1987-03-20,122, NULL
5993, II/w, 1987-03-20,203, NULL
6003, II/r, 1976-10-31,221,On behalf of HK
6003, II/w, 1978-03-07,221,On behalf of HK
6021, II/r, 1981-06-06,122, NULL
6021, II/r, 1981-06-06,203, NULL
6021, II/w, 1987-03-20,122, NULL
6021, II/w, 1987-03-20,203, NULL
6023, II/r, 1981-06-06,122, NULL
6023, II/r, 1981-06-06,203, NULL
6023, II/w, 1987-03-20,122, NULL
6023, II/w, 1987-03-20,203, NULL
6235, III/w, 1984-01-01,57, NULL
6235, III/r, 1977-10-24,57, NULL
6235, III, 1976-02-26,82, NULL
6277, III, 1987-04-13,95, NULL
6277, III/r, 1987-04-13,14, NULL
6277, III/w, 1990-09-26,14, NULL
6336, II/r, 2000-04-02,98, NULL
6358, II/r, 1987-10-22,122, NULL
6358, II/r, 1987-10-22,203, NULL
6359, II/r, 1987-10-22,203, NULL
6359, II/r, 1987-10-22,122, NULL
6360, II/r, 1987-10-22,122, NULL
6360, II/r, 1987-10-22,203, NULL
54, II, 1990-01-18, NULL, NULL
55, II, 1990-01-18, NULL, NULL
56, II, 1990-01-18, NULL, NULL
88, II, 1979-06-28, NULL, NULL
89, II, 1979-06-28, NULL, NULL
90, II, 1979-06-28, NULL, Included with FALCONIFORMES spp.
91, II, 1979-06-28, NULL, NULL
92, II, 1979-06-28, NULL, NULL
93, II, 1979-06-28, NULL, NULL
94, II, 1979-06-28, NULL, NULL
96, II, 1979-06-28, NULL, NULL
97, II, 1979-06-28, NULL, NULL
98, II, 1979-06-28, NULL, Included with FALCONIFORMES spp.
99, II, 1979-06-28, NULL, NULL
101, II, 1979-06-28, NULL, NULL
102, II, 1979-06-28, NULL, NULL
103, II, 1979-06-28, NULL, NULL
104, II, 1977-02-04, NULL, NULL
104, II, 1979-06-28, NULL, Included with FALCONIFORMES spp.
105, II, 1979-06-28, NULL, NULL
106, II, 1979-06-28, NULL, NULL
107, II, 1977-02-04, NULL, NULL
107, II, 1979-06-28, NULL, Included with FALCONIFORMES spp
108, II, 1979-06-28, NULL, NULL
109, II, 1979-06-28, NULL, NULL
110, II, 1979-06-28, NULL, NULL
111, II, 1979-06-28, NULL, NULL
112, II, 1979-06-28, NULL, NULL
113, II, 1979-06-28, NULL, NULL
114, II, 1979-06-28, NULL, NULL
115, II, 1979-06-28, NULL, NULL
116, II, 1979-06-28, NULL, NULL
117, II, 1979-06-28, NULL, NULL
118, II, 1979-06-28, NULL, NULL
119, II, 1977-02-04, NULL, NULL
119, II, 1979-06-28, NULL, Included with FALCONIFORMES spp.
120, II, 1979-06-28, NULL, NULL
121, II, 1979-06-28, NULL, NULL
122, II, 1979-06-28, NULL, NULL
123, II, 1979-06-28, NULL, NULL
124, II, 1979-06-28, NULL, NULL
125, II, 1979-06-28, NULL, NULL
126, II, 1979-06-28, NULL, NULL
127, II, 1979-06-28, NULL, NULL
128, II, 1979-06-28, NULL, NULL
129, II, 1979-06-28, NULL, Included with FALCONIFORMES spp.
130, II, 1979-06-28, NULL, Included with FALCONIFORMES spp.
131, II, 1979-06-28, NULL, NULL
132, II, 1979-06-28, NULL, NULL
133, II, 1979-06-28, NULL, NULL
134, II, 1979-06-28, NULL, NULL
136, II, 1979-06-28, NULL, NULL
137, II, 1990-01-18, NULL, NULL
138, II, 1990-01-18, NULL, NULL
139, I, 1995-02-16, NULL, NULL
139, II, 1990-01-18, NULL, NULL
140, II, 1990-01-18, NULL, NULL
142, II, 1990-01-18, NULL, NULL
144, II, 1992-06-11, NULL, NULL
145, II, 1992-06-11, NULL, NULL
146, II, 1992-06-11, NULL, NULL
147, II, 1992-06-11, NULL, NULL
148, II, 1992-06-11, NULL, NULL
149, II, 1975-07-01, NULL, NULL
149, II, 1992-06-11, NULL, Included with Aceros spp.
150, I, 1992-06-11, NULL, NULL
151, II, 1992-06-11, NULL, NULL
152, I, 1992-06-11, NULL, NULL
153, II, 1992-06-11, NULL, NULL
154, II, 1992-06-11, NULL, NULL
156, II, 1987-10-22, NULL, NULL
157, II, 1987-10-22, NULL, NULL
158, II, 1987-10-22, NULL, NULL
159, II, 1987-10-22, NULL, NULL
160, II, 1987-10-22, NULL, NULL
167, I, 1987-10-22, NULL, NULL
168, I, 1987-10-22, NULL, NULL
169, I, 1987-10-22, NULL, NULL
170, I, 1987-10-22, NULL, NULL
171, I, 1987-10-22, NULL, NULL
172, I, 1987-10-22, NULL, NULL
173, I, 1987-10-22, NULL, NULL
174, I, 1987-10-22, NULL, NULL
175, I, 1987-10-22, NULL, NULL
176, I, 1987-10-22, NULL, NULL
177, I, 1987-10-22, NULL, NULL
178, I, 1987-10-22, NULL, NULL
179, I, 1987-10-22, NULL, NULL
180, I, 1987-10-22, NULL, NULL
181, I, 1987-10-22, NULL, NULL
182, I, 1987-10-22, NULL, NULL
183, I, 1987-10-22, NULL, NULL
184, I, 1987-10-22, NULL, NULL
185, I, 1987-10-22, NULL, NULL
186, I, 1987-10-22, NULL, NULL
188, I, 1987-10-22, NULL, NULL
189, I, 1987-10-22, NULL, NULL
190, I, 1987-10-22, NULL, NULL
191, I, 1987-10-22, NULL, NULL
192, I, 1987-10-22, NULL, NULL
193, I, 1987-10-22, NULL, NULL
194, I, 1987-10-22, NULL, NULL
195, I, 1987-10-22, NULL, NULL
197, I, 1987-10-22, NULL, NULL
198, I, 1987-10-22, NULL, NULL
199, I, 1987-10-22, NULL, NULL
200, I, 1987-10-22, NULL, NULL
201, I, 1987-10-22, NULL, NULL
202, I, 1987-10-22, NULL, NULL
203, I, 1987-10-22, NULL, NULL
204, I, 1987-10-22, NULL, NULL
205, I, 1987-10-22, NULL, NULL
207, I, 1987-10-22, NULL, NULL
209, I, 1987-10-22, NULL, NULL
219, I, 1975-07-01, NULL,"Annual export quotas for live specimens and hunting trophies are granted as follows: BW (5), NA (150), ZW (50). The trade in such specimens is subject to the provisions of Article III of the Convention."
222, I, 1975-07-01, NULL, NULL
223, II, 1998-04-01, NULL, NULL
223, Deleted, 1983-07-29, NULL, NULL
223, II, 1975-07-01, NULL, NULL
224, II, 1998-04-01, NULL, NULL
225, II, 1998-04-01, NULL, NULL
226, II, 1998-04-01, NULL, Included with ACIPENSERIFORMES spp.
226, II, 1979-06-28, NULL, NULL
226, I, 1975-07-01, NULL, NULL
227, II, 1998-04-01, NULL, NULL
228, II, 1998-04-01, NULL, NULL
229, II, 1998-04-01, NULL, NULL
230, I, 1983-07-29, NULL, NULL
230, II, 1975-07-01, NULL, NULL
231, II, 1998-04-01, NULL, NULL
232, II, 1998-04-01, NULL, NULL
233, II, 1998-04-01, NULL, NULL
234, II, 1998-04-01, NULL, NULL
235, II, 1998-04-01, NULL, NULL
236, II, 1998-04-01, NULL, NULL
241, II, 1998-04-01, NULL, NULL
244, II, 1998-04-01, NULL, NULL
282, I, 1977-02-04, NULL, NULL
283, I, 1977-02-04, NULL, NULL
285, II, 1990-01-18, NULL, NULL
316, II, 1985-08-01, NULL, NULL
318, II, 1985-08-01, NULL, NULL
319, II, 1985-08-01, NULL, NULL
320, II, 1985-08-01, NULL, NULL
323, II, 1985-08-01, NULL, NULL
325, II, 1985-08-01, NULL, NULL
327, II, 1985-08-01, NULL, NULL
328, II, 1985-08-01, NULL, NULL
329, II, 1985-08-01, NULL, NULL
330, II, 1985-08-01, NULL, NULL
333, II, 1985-08-01, NULL, NULL
334, II, 1985-08-01, NULL, NULL
335, II, 1985-08-01, NULL, NULL
336, II, 1985-08-01, NULL, NULL
337, II, 1985-08-01, NULL, NULL
339, II, 1985-08-01, NULL, NULL
340, II, 1985-08-01, NULL, NULL
341, II, 1985-08-01, NULL, NULL
344, II, 1985-08-01, NULL, NULL
345, II, 1985-08-01, NULL, NULL
348, II, 1985-08-01, NULL, NULL
349, II, 1985-08-01, NULL, NULL
351, II, 1985-08-01, NULL, NULL
353, II, 1985-08-01, NULL, NULL
355, II, 1985-08-01, NULL, NULL
356, II, 1985-08-01, NULL, NULL
358, II, 1985-08-01, NULL, NULL
360, II, 1985-08-01, NULL, NULL
362, II, 1985-08-01, NULL, NULL
363, II, 1985-08-01, NULL, NULL
364, II, 1985-08-01, NULL, NULL
365, II, 1985-08-01, NULL, NULL
366, II, 1985-08-01, NULL, NULL
367, II, 1985-08-01, NULL, NULL
368, II, 1985-08-01, NULL, NULL
371, II, 1985-08-01, NULL, NULL
372, II, 1985-08-01, NULL, NULL
373, II, 1985-08-01, NULL, NULL
375, II, 1985-08-01, NULL, NULL
376, II, 1985-08-01, NULL, NULL
377, II, 1985-08-01, NULL, NULL
380, II, 1985-08-01, NULL, NULL
381, II, 1985-08-01, NULL, NULL
382, II, 1985-08-01, NULL, NULL
383, II, 1985-08-01, NULL, NULL
384, II, 1985-08-01, NULL, NULL
385, II, 1985-08-01, NULL, NULL
386, II, 1985-08-01, NULL, NULL
387, II, 1985-08-01, NULL, NULL
388, II, 1985-08-01, NULL, NULL
390, II, 1985-08-01, NULL, NULL
391, II, 1985-08-01, NULL, NULL
392, II, 1985-08-01, NULL, NULL
393, II, 1985-08-01, NULL, NULL
394, II, 1985-08-01, NULL, NULL
395, II, 1985-08-01, NULL, NULL
396, II, 1985-08-01, NULL, NULL
397, II, 1985-08-01, NULL, NULL
398, II, 1985-08-01, NULL, NULL
399, II, 1985-08-01, NULL, NULL
400, II, 1985-08-01, NULL, NULL
403, II, 1985-08-01, NULL, NULL
404, II, 1985-08-01, NULL, NULL
405, II, 1985-08-01, NULL, NULL
406, II, 1985-08-01, NULL, NULL
407, II, 1985-08-01, NULL, NULL
409, II, 1985-08-01, NULL, NULL
413, II, 1985-08-01, NULL, NULL
415, II, 1985-08-01, NULL, NULL
416, II, 1985-08-01, NULL, NULL
417, II, 1985-08-01, NULL, NULL
418, II, 1985-08-01, NULL, NULL
420, II, 1985-08-01, NULL, NULL
423, II, 1985-08-01, NULL, NULL
424, II, 1985-08-01, NULL, NULL
425, II, 1985-08-01, NULL, NULL
426, II, 1985-08-01, NULL, NULL
427, II, 1985-08-01, NULL, NULL
429, II, 1985-08-01, NULL, NULL
430, II, 1985-08-01, NULL, NULL
431, II, 1985-08-01, NULL, NULL
432, II, 1985-08-01, NULL, NULL
433, II, 1985-08-01, NULL, NULL
434, II, 1985-08-01, NULL, NULL
437, II, 1985-08-01, NULL, NULL
439, II, 1985-08-01, NULL, NULL
440, II, 1985-08-01, NULL, NULL
442, II, 1985-08-01, NULL, NULL
443, II, 1985-08-01, NULL, NULL
445, II, 1985-08-01, NULL, NULL
446, II, 1985-08-01, NULL, NULL
447, II, 1985-08-01, NULL, NULL
450, II, 1985-08-01, NULL, NULL
455, II, 1985-08-01, NULL, NULL
458, II, 1985-08-01, NULL, NULL
459, II, 1985-08-01, NULL, NULL
460, II, 1985-08-01, NULL, NULL
461, II, 1985-08-01, NULL, NULL
462, II, 1985-08-01, NULL, NULL
463, II, 1985-08-01, NULL, NULL
464, II, 1985-08-01, NULL, NULL
467, II, 1985-08-01, NULL, NULL
468, II, 1985-08-01, NULL, NULL
469, II, 1985-08-01, NULL, NULL
470, II, 1985-08-01, NULL, NULL
471, II, 1985-08-01, NULL, NULL
472, II, 1985-08-01, NULL, NULL
473, II, 1985-08-01, NULL, NULL
474, II, 1985-08-01, NULL, NULL
475, II, 1985-08-01, NULL, NULL
476, II, 1985-08-01, NULL, NULL
477, II, 1985-08-01, NULL, NULL
478, II, 1985-08-01, NULL, NULL
479, II, 1985-08-01, NULL, NULL
480, II, 1985-08-01, NULL, NULL
481, II, 1985-08-01, NULL, NULL
484, II, 1985-08-01, NULL, NULL
485, II, 1985-08-01, NULL, NULL
486, II, 1985-08-01, NULL, NULL
487, II, 1985-08-01, NULL, NULL
488, II, 1985-08-01, NULL, NULL
489, II, 1985-08-01, NULL, NULL
490, II, 1985-08-01, NULL, NULL
491, II, 1985-08-01, NULL, NULL
512, I, 1983-07-29, NULL, NULL
512, II, 1975-07-01, NULL, NULL
514, II, 1987-10-22, NULL, NULL
516, II, 1990-01-18, NULL, NULL
517, II, 1990-01-18, NULL, NULL
518, II, 1990-01-18, NULL, NULL
519, II, 1990-01-18, NULL, NULL
535, II, 1979-06-28, NULL, NULL
536, II, 1979-06-28, NULL, NULL
537, II, 1979-06-28, NULL, NULL
538, II, 1979-06-28, NULL, NULL
544, II, 1977-02-04, NULL, NULL
544, II, 1979-06-28, NULL, Included with FALCONIFORMES spp.
660, II, 1981-06-06, NULL, NULL
661, II, 1981-06-06, NULL, NULL
662, II, 1981-06-06, NULL, NULL
663, II, 1981-06-06, NULL, NULL
664, II, 1981-06-06, NULL, NULL
665, II, 1981-06-06, NULL, NULL
666, II, 1981-06-06, NULL, NULL
666, Deleted, 2005-01-12, NULL, NULL
