Kingdom,SpcRecID, CtyRecID, CtyShort
Animalia,3142,46, Cocos (Keeling) Islands
Animalia,3141,188, Sierra Leone
Animalia,3143,22, Belize
Animalia,3143,26, Bolivia
Animalia,3142,189, Singapore
Animalia,3143,38, Canada
Animalia,3143,43, Chile
Animalia,3143,10, Argentina
Animalia,3143,51, Costa Rica
Animalia,3143,62, Ecuador
Animalia,3143,30, Brazil
Animalia,3143,75, French Guiana
Animalia,3143,89, Guatemala
Animalia,3143,47, Colombia
Animalia,3143,95, Honduras
Animalia,3143,137, Mexico
Animalia,3143,64, El Salvador
Animalia,3143,165, Paraguay
Animalia,3143,166, Peru
Animalia,3143,92, Guyana
Animalia,3143,222, United States of America
Animalia,3143,224, Uruguay
Animalia,3143,153, Nicaragua
Animalia,3143,180, Saint Pierre and Miquelon
Animalia,3143,24, Bermuda
Animalia,3143,199, Suriname
Animalia,3143,69, Falkland Islands (Malvinas)
Animalia,3143,163, Panama
