Kingdom,SpcRecID, LegListing, LegDateListed, CountryRecID, LegNotes
Animalia,3345, III, 1976-10-28,51, Listed under Accipitridae spp. (Costa Rican species)
Animalia,3345, III/r, 1977-10-24,57, NULL
Animalia,3345, III/w, 1979-06-28,57, NULL
Animalia,3347, III/r, 1977-10-24,57, NULL
Animalia,3347, III/w, 1979-06-28,57, NULL
Animalia,3347, III, 1976-10-28,51, Listed under Accipitridae spp. (Costa Rican species)
Animalia,3352, III, 1976-10-28,51, Listed under Accipitridae spp. (Costa Rican species)
Animalia,3352, III/r, 1977-10-24,57, NULL
Animalia,3352, III/w, 1979-06-28,57, NULL
Animalia,3356, III/r, 1977-10-24,57, NULL
Animalia,3356, III/w, 1979-06-28,57, NULL
Animalia,3356, III, 1976-10-28,51, Listed under Accipitridae spp. (Costa Rican species)
Animalia,3360, III, 1976-10-28,51, Listed under Accipitridae spp. (Costa Rican species)
Animalia,3360, III/r, 1977-10-24,57, NULL
Animalia,3360, III/w, 1979-06-28,57, NULL
Animalia,3362, III/r, 1977-10-24,57, NULL
Animalia,3362, III/w, 1979-06-28,57, NULL
Animalia,3362, III, 1976-10-28,51, Listed under Accipitridae spp. (Costa Rican species)
Animalia,3370, III, 1976-10-28,51, Listed under Accipitridae spp. (Costa Rican species)
Animalia,3370, III/r, 1977-10-24,57, NULL
Animalia,3370, III/w, 1979-06-28,57, NULL
Animalia,3373, III/r, 1977-10-24,57, NULL
Animalia,3373, III/w, 1979-06-28,57, NULL
Animalia,3373, III, 1976-10-28,51, Listed under Accipitridae spp. (Costa Rican species)
Animalia,3374, III, 1976-10-28,51, Listed under Accipitridae spp. (Costa Rican species)
Animalia,3374, III/r, 1977-10-24,57, NULL
Animalia,3374, III/w, 1979-06-28,57, NULL
Animalia,3375, III/r, 1977-10-24,57, NULL
Animalia,3375, III/w, 1979-06-28,57, NULL
Animalia,3375, III, 1976-10-28,51, Listed under Accipitridae spp. (Costa Rican species)
Animalia,3376, III, 1976-10-28,51, Listed under Accipitridae spp. (Costa Rican species)
Animalia,3376, III/r, 1977-10-24,57, NULL
Animalia,3376, III/w, 1979-06-28,57, NULL
Animalia,3412, III, 1976-10-28,51, NULL
Animalia,3412, III/r, 1977-10-24,57, NULL
Animalia,3412, III/w, 1984-01-01,57, NULL
Animalia,3414, III/r, 1977-10-24,57, NULL
Animalia,3414, III/w, 1984-01-01,57, NULL
Animalia,3414, III, 1976-07-14,224, NULL
Animalia,3423, II/r, 1981-06-06,122, NULL
Animalia,3423, II/r, 1981-06-06,203, NULL
Animalia,3423, II/w, 1987-03-20,122, NULL
Animalia,3423, II/w, 1987-03-20,203, NULL
Animalia,3424, II/r, 1981-06-06,122, NULL
Animalia,3424, II/r, 1981-06-06,203, NULL
Animalia,3424, II/w, 1987-03-20,122, NULL
Animalia,3424, II/w, 1987-03-20,203, NULL
Animalia,3425, II/r, 1981-06-06,203, NULL
Animalia,3425, II/r, 1981-06-06,122, NULL
Animalia,3426, II/r, 1981-06-06,122, NULL
Animalia,3426, II/r, 1981-06-06,203, NULL
Animalia,3426, II/w, 1987-03-20,122, NULL
Animalia,3426, II/w, 1987-03-20,203, NULL
Animalia,3427, II/r, 1981-06-06,122, NULL
Animalia,3427, II/r, 1981-06-06,203, NULL
Animalia,3427, II/w, 1987-03-20,122, NULL
Animalia,3427, II/w, 1987-03-20,203, NULL
Animalia,3428, II/r, 1981-06-06,122, NULL
Animalia,3428, II/r, 1981-06-06,203, NULL
Animalia,3428, II/w, 1987-03-20,122, NULL
Animalia,3428, II/w, 1987-03-20,203, NULL
Animalia,3429, II/r, 1981-06-06,122, NULL
Animalia,3429, II/r, 1981-06-06,203, NULL
Animalia,3429, II/w, 1987-03-20,122, NULL
Animalia,3429, II/w, 1987-03-20,203, NULL
Animalia,3430, II/r, 1981-06-06,122, NULL
Animalia,3430, II/r, 1981-06-06,203, NULL
Animalia,3430, II/w, 1987-03-20,122, NULL
Animalia,3430, II/w, 1987-03-20,203, NULL
Animalia,3431, II/r, 1981-06-06,122, NULL
Animalia,3431, II/r, 1981-06-06,203, NULL
Animalia,3431, II/w, 1987-03-20,122, NULL
Animalia,3431, II/w, 1987-03-20,203, NULL
Animalia,3432, II/r, 1981-06-06,122, NULL
Animalia,3432, II/r, 1981-06-06,203, NULL
Animalia,3432, II/w, 1987-03-20,122, NULL
Animalia,3432, II/w, 1987-03-20,203, NULL
Animalia,3433, II/r, 1981-06-06,122, NULL
Animalia,3433, II/r, 1981-06-06,203, NULL
Animalia,3433, II/w, 1987-03-20,122, NULL
Animalia,3433, II/w, 1987-03-20,203, NULL
Animalia,3449, II/r, 1981-06-06,203, NULL
Animalia,3449, II/r, 1981-06-06,122, NULL
Animalia,3453, I/r, 1976-10-31,221,On behalf of HK
Animalia,3453, I/w, 1978-07-03,221,On behalf of HK
Animalia,3454, I/r, 1976-10-31,221,On behalf of HK
Animalia,3454, I/w, 1978-07-03,221,On behalf of HK
Animalia,3454, I/r, 1979-12-31,105, NULL
Animalia,3454, I/w, 1984-01-01,105, NULL
Animalia,3455, II/r, 1976-10-31,221,On behalf of HK
Animalia,3455, II/w, 1978-07-03,221,On behalf of HK
Animalia,3456, II/r, 1976-10-31,221,On behalf of HK
Animalia,3456, II/w, 1978-07-03,221,On behalf of HK
Animalia,3456, II/r, 1987-02-28,189, NULL
Animalia,3456, II/w, 1992-02-15,189, NULL
Animalia,3457, II/r, 1976-10-31,221,On behalf of HK
Animalia,3457, II/w, 1978-07-03,221,On behalf of HK
Animalia,3459, III, 1987-04-13,95, NULL
Animalia,3459, III/r, 1987-04-13,14, NULL
Animalia,3459, III/w, 1990-09-26,14, NULL
Animalia,3586, II/r, 1981-06-06,122, NULL
Animalia,3586, II/r, 1981-06-06,203, NULL
Animalia,3586, II/w, 1987-03-20,122, NULL
Animalia,3586, II/w, 1987-03-20,203, NULL
Animalia,3607, I/r, 2004-07-15,162, NULL
Animalia,3607, I/r, 1979-06-28,203, NULL
Animalia,3625, III, 1986-11-13,128, NULL
Animalia,3625, Deleted, 2009-05-22,128, NULL
Animalia,3657, II/r, 1981-06-06,122, NULL
Animalia,3657, II/r, 1981-06-06,203, NULL
Animalia,3657, II/w, 1987-03-20,122, NULL
Animalia,3657, II/w, 1987-03-20,203, NULL
Animalia,3658, II/r, 1981-06-06,122, NULL
Animalia,3658, II/r, 1981-06-06,203, NULL
Animalia,3658, II/w, 1987-03-20,122, NULL
Animalia,3658, II/w, 1987-03-20,203, NULL
Animalia,3659, II/r, 1981-06-06,122, NULL
Animalia,3659, II/r, 1981-06-06,203, NULL
Animalia,3659, II/w, 1987-03-20,122, NULL
Animalia,3659, II/w, 1987-03-20,203, NULL
Animalia,3661, II/r, 1981-06-06,122, NULL
Animalia,3661, II/r, 1981-06-06,203, NULL
Animalia,3661, II/w, 1987-03-20,122, NULL
Animalia,3661, II/w, 1987-03-20,203, NULL
Animalia,3742, II/r, 2004-07-15,162, NULL
Animalia,3744, III, 1989-03-16,99, NULL
Animalia,3744, III/r, 1989-03-21,203, NULL
Animalia,3744, III/r, 1989-03-16,81, NULL
Animalia,3744, III/w, 1990-04-23,81, NULL
Animalia,3744, III/r, 1989-03-16,57, NULL
Animalia,3744, III/w, 1990-01-18,57, NULL
Animalia,3744, III/r, 1989-05-24,196, NULL
Animalia,3744, III/w, 1990-10-23,196, NULL
Animalia,3744, III/r, 1989-05-17,221, NULL
Animalia,3744, III/w, 1990-05-25,221, NULL
Animalia,3744, III/r, 1989-03-16,105, NULL
Animalia,3744, III/w, 1990-03-01,105, NULL
Animalia,3744, III/r, 1989-03-21,122, NULL
Animalia,3744, III/r, 1989-03-30,124, NULL
Animalia,3744, III/w, 1990-04-18,124, NULL
Animalia,3744, III/r, 1989-06-29,149, NULL
Animalia,3744, III/w, 1991-01-11,149, NULL
Animalia,3744, III/r, 1989-07-28,170, NULL
Animalia,3744, III/w, 1990-08-03,170, NULL
Animalia,3746, I/r, 1979-06-28,203, NULL
Animalia,3746, II/r, 1977-02-04,241, NULL
Animalia,3746, II/w, 1995-04-26,241, NULL
Animalia,3746, I/r, 2000-10-02,239, NULL
Animalia,3746, II/r, 2000-10-02,239, NULL
Animalia,3749, II/r, 1975-07-09,38, NULL
Animalia,3749, II/w, 1977-04-15,38, NULL
Animalia,3750, II/r, 1975-07-09,38, NULL
Animalia,3750, II/w, 1977-04-15,38, NULL
Animalia,3778, I/r, 1986-01-01,14, NULL
Animalia,3778, I/r, 1986-01-01,30, NULL
Animalia,3778, I/r, 1986-01-01,166, NULL
Animalia,3778, I/w, 1989-01-06,14, NULL
Animalia,3778, I/w, 1991-05-07,30, NULL
Animalia,3778, I/w, 2001-10-24,166, NULL
Animalia,3847, I/r, 1979-06-28,203, NULL
Animalia,3855, III/r, 2002-03-26,159, NULL
Animalia,3855, III/r, 2001-10-22,107, NULL
Animalia,3855, III, 2001-10-29,13, NULL
Animalia,3855, II/r, 2004-07-15,162, NULL
Animalia,3855, III/r, 2004-07-15,162, NULL
Animalia,3855, II/r, 2005-01-12,98, NULL
Animalia,3855, II/r, 2005-01-12,107, NULL
Animalia,3855, II/r, 2005-01-12,159, NULL
Animalia,3897, II/r, 1976-10-31,221,On behalf of HK
Animalia,3897, II/w, 1977-02-04,221,On behalf of HK
Animalia,4000, Deleted, 2007-03-04,82, NULL
Animalia,4000, III, 1976-02-26,82, NULL
Animalia,4000, III/r, 1977-10-24,57, NULL
Animalia,4000, III/w, 1984-01-01,57, NULL
Animalia,4015, I/r, 1987-10-22,203, NULL
Animalia,4015, I/r, 1987-10-22,122, NULL
Animalia,4139, II/r, 1983-07-29,14, NULL
Animalia,4139, II/w, 1989-01-06,14, NULL
Animalia,4140, II/r, 1983-07-29,14, NULL
Animalia,4140, II/w, 1989-01-06,14, NULL
Animalia,4148, II/r, 1983-07-29,14, NULL
Animalia,4148, II/w, 1989-01-06,14, NULL
Animalia,4150, II/r, 1983-07-29,14, NULL
Animalia,4150, II/w, 1989-01-06,14, NULL
Animalia,4153, II/r, 1983-07-29,14, NULL
Animalia,4153, II/w, 1989-01-06,14, NULL
Animalia,4157, III, 1988-09-21,47, NULL
Animalia,4158, III, 1988-09-21,47, NULL
Animalia,4189, III, 1984-02-13,99, NULL
Animalia,4222, III, 1976-02-26,82, NULL
Animalia,4225, III, 1976-02-26,82, NULL
Animalia,4232, III, 1976-02-26,82, NULL
Animalia,4259, III, 2008-02-12,3, NULL
Animalia,4259, III, 1976-04-22,213, NULL
Animalia,4259, III/r, 1977-10-24,57, NULL
Animalia,4259, III/w, 1984-01-01,57, NULL
Animalia,4292, III, 2000-09-13,221,"In addition to whole animals, fins and parts of fins only covered"
Animalia,4292, III/r, 2001-06-11,159, NULL
Animalia,4292, III/r, 2000-09-13,107, NULL
Animalia,4292, II/r, 2003-02-13,98, NULL
Animalia,4292, II/r, 2003-02-13,100, NULL
Animalia,4292, II/r, 2003-02-13,107, NULL
Animalia,4292, II/r, 2003-02-13,159, NULL
Animalia,4292, II/r, 2003-02-13,113, NULL
Animalia,4393, II/r, 1981-06-06,122, NULL
Animalia,4393, II/r, 1981-06-06,203, NULL
Animalia,4393, II/w, 1982-01-01,122, NULL
Animalia,4393, II/w, 1982-01-01,203, NULL
Animalia,4394, II/r, 1981-06-06,122, NULL
Animalia,4394, II/r, 1981-06-06,203, NULL
Animalia,4394, II/w, 1982-01-01,122, NULL
Animalia,4394, II/w, 1982-01-01,203, NULL
Animalia,4395, II/r, 1981-06-06,122, NULL
Animalia,4395, II/r, 1981-06-06,203, NULL
Animalia,4395, II/w, 1982-01-01,122, NULL
Animalia,4395, II/w, 1982-01-01,203, NULL
Animalia,4396, II/r, 1981-06-06,122, NULL
Animalia,4396, II/r, 1981-06-06,203, NULL
Animalia,4396, II/w, 1982-01-01,122, NULL
Animalia,4396, II/w, 1982-01-01,203, NULL
Animalia,4569, II/r, 1981-06-06,122, NULL
Animalia,4569, II/r, 1981-06-06,203, NULL
Animalia,4569, II/w, 1982-01-01,122, NULL
Animalia,4569, II/w, 1982-01-01,203, NULL
Animalia,4570, II/r, 1981-06-06,122, NULL
Animalia,4570, II/r, 1981-06-06,203, NULL
Animalia,4570, II/w, 1982-01-01,122, NULL
Animalia,4570, II/w, 1982-01-01,203, NULL
Animalia,4571, II/r, 1981-06-06,122, NULL
Animalia,4571, II/r, 1981-06-06,203, NULL
Animalia,4571, II/w, 1982-01-01,122, NULL
Animalia,4571, II/w, 1982-01-01,203, NULL
Animalia,4572, II/r, 1981-06-06,122, NULL
Animalia,4572, II/r, 1981-06-06,203, NULL
Animalia,4572, II/w, 1982-01-01,122, NULL
Animalia,4572, II/w, 1982-01-01,203, NULL
Animalia,4573, II/r, 1981-06-06,122, NULL
Animalia,4573, II/r, 1981-06-06,203, NULL
Animalia,4573, II/w, 1982-01-01,122, NULL
Animalia,4573, II/w, 1982-01-01,203, NULL
Animalia,4574, II/r, 1981-06-06,122, NULL
Animalia,4574, II/r, 1981-06-06,203, NULL
Animalia,4574, II/w, 1982-01-01,122, NULL
Animalia,4574, II/w, 1982-01-01,203, NULL
Animalia,4575, II/r, 1981-06-06,122, NULL
Animalia,4575, II/r, 1981-06-06,203, NULL
Animalia,4575, II/w, 1982-01-01,122, NULL
Animalia,4575, II/w, 1982-01-01,203, NULL
Animalia,4576, II/r, 1981-06-06,122, NULL
Animalia,4576, II/r, 1981-06-06,203, NULL
Animalia,4576, II/w, 1982-01-01,122, NULL
Animalia,4576, II/w, 1982-01-01,203, NULL
Animalia,4577, II/r, 1981-06-06,122, NULL
Animalia,4577, II/r, 1981-06-06,203, NULL
Animalia,4577, II/w, 1982-01-01,122, NULL
Animalia,4577, II/w, 1982-01-01,203, NULL
Animalia,4578, II/r, 1981-06-06,122, NULL
Animalia,4578, II/r, 1981-06-06,203, NULL
Animalia,4578, II/w, 1982-01-01,122, NULL
Animalia,4578, II/w, 1982-01-01,203, NULL
Animalia,4579, II/r, 1981-06-06,122, NULL
Animalia,4579, II/r, 1981-06-06,203, NULL
Animalia,4579, II/w, 1982-01-01,122, NULL
Animalia,4579, II/w, 1982-01-01,203, NULL
Animalia,4580, II/r, 1981-06-06,122, NULL
Animalia,4580, II/r, 1981-06-06,203, NULL
Animalia,4580, II/w, 1982-01-01,122, NULL
Animalia,4580, II/w, 1982-01-01,203, NULL
Animalia,4581, II/r, 1981-06-06,122, NULL
Animalia,4581, II/r, 1981-06-06,203, NULL
Animalia,4581, II/w, 1982-01-01,122, NULL
Animalia,4581, II/w, 1982-01-01,203, NULL
Animalia,4582, II/r, 1981-06-06,122, NULL
Animalia,4582, II/r, 1981-06-06,203, NULL
Animalia,4582, II/w, 1982-01-01,122, NULL
Animalia,4582, II/w, 1982-01-01,203, NULL
Animalia,4615, II/r, 1976-10-31,221,On behalf of HK
Animalia,4615, II/w, 1977-02-04,221,On behalf of HK
Animalia,4615, I/r, 2004-07-15,162, NULL
Animalia,4615, I/r, 1990-07-19,53, NULL
Animalia,4615, I/r, 1978-08-09,73, NULL
Animalia,4615, I/r, 1979-12-31,105, NULL
Animalia,4615, I/r, 1980-11-04,107, NULL
Animalia,4615, I/r, 1981-02-15,199, Reservation not applicable to AU popn
Animalia,4615, I/w, 1984-12-10,73, NULL
Animalia,4615, I/w, 1984-01-01,105, NULL
Animalia,4615, I/w, 1987-10-22,107, NULL
Animalia,4623, II/r, 1976-10-31,221,On behalf of HK
Animalia,4623, II/w, 1978-07-03,221,On behalf of HK
Animalia,4656, III, 2005-02-17,44, NULL
Animalia,4702, I/r, 1979-06-28,203, NULL
Animalia,4778, III/r, 1977-10-24,57, NULL
Animalia,4778, III/w, 1984-01-01,57, NULL
Animalia,4778, III, 1976-10-28,51, NULL
Animalia,4780, III/r, 1977-10-24,57, NULL
Animalia,4780, III/w, 1979-06-28,57, NULL
Animalia,4780, III, 1976-10-28,51, Listed under Accipitridae spp. (Costa Rican species)
Animalia,4781, I/r, 1996-06-10,185, NULL
Animalia,4798, II/r, 1979-06-28,203, NULL
Animalia,4798, II/w, 1987-10-22,203, Reservation withdrawn as species removed from appendices
Animalia,4903, III, 1976-10-28,51, Listed under Accipitridae spp. (Costa Rican species)
Animalia,4940, III/r, 2000-08-16,81, NULL
Animalia,4940, III/w, 2001-04-12,81, NULL
Animalia,4940, III, 1978-04-24,28, NULL
Animalia,4962, II/r, 1976-10-31,221,On behalf of HK
Animalia,4962, II/w, 1978-03-07,221,On behalf of HK
Animalia,4967, II/r, 1976-10-31,221,On behalf of HK
Animalia,4967, II/w, 1978-07-03,221,On behalf of HK
Animalia,4996, II/r, 1976-10-31,221,On behalf of HK
Animalia,4996, II/w, 1978-03-07,221,On behalf of HK
Animalia,5144, III, 1976-02-26,82, NULL
Animalia,5146, III, 1976-02-26,82, NULL
Animalia,5152, III, 2000-09-13,194, NULL
Animalia,5153, III, 2000-09-13,194, NULL
Animalia,5154, III, 2000-09-13,194, NULL
Animalia,5155, III, 2000-09-13,194, NULL
Animalia,5156, III, 2000-09-13,194, NULL
Animalia,5157, III, 2000-09-13,194, NULL
Animalia,5158, III, 2000-09-13,194, NULL
Animalia,5159, III, 2000-09-13,194, NULL
Animalia,5160, III, 2000-09-13,194, NULL
Animalia,5161, III, 2000-09-13,194, NULL
Animalia,5162, III, 2000-09-13,194, NULL
Animalia,5163, III, 2000-09-13,194, NULL
Animalia,5164, III, 2000-09-13,194, NULL
Animalia,5165, III, 2000-09-13,194, NULL
Animalia,5187, III/r, 1977-10-24,57, NULL
Animalia,5187, III/w, 1984-01-01,57, NULL
Animalia,5187, Deleted, 2007-03-04,82, NULL
Animalia,5187, III, 1976-02-26,82, Originally listed as Columbidae spp.
Animalia,5189, III, 1976-02-26,82, Originally listed as Columbidae spp.
Animalia,5189, Deleted, 2007-03-04,82, NULL
Animalia,5189, III/r, 1977-10-24,57, NULL
Animalia,5189, III/w, 1984-01-01,57, NULL
Animalia,5191, III/r, 1977-10-24,57, NULL
Animalia,5191, III/w, 1984-01-01,57, NULL
Animalia,5191, Deleted, 2007-03-04,82, NULL
Animalia,5191, III, 1976-02-26,82, Originally listed as Columbidae spp.
Animalia,5192, III, 1975-12-04,135, NULL
Animalia,5192, III/r, 1977-10-24,57, NULL
Animalia,5192, III/w, 1984-01-01,57, NULL
Animalia,5202, III, 1976-02-26,82, Originally listed as Columbidae spp.
Animalia,5202, Deleted, 2007-03-04,82, NULL
Animalia,5202, III/r, 1977-10-24,57, NULL
Animalia,5202, III/w, 1984-01-01,57, NULL
Animalia,5321, II/r, 1981-06-06,122, NULL
Animalia,5321, II/r, 1981-06-06,203, NULL
Animalia,5321, II/w, 1982-01-01,122, NULL
Animalia,5321, II/w, 1982-01-01,203, NULL
Animalia,5322, II/r, 1981-06-06,122, NULL
Animalia,5322, II/r, 1981-06-06,203, NULL
Animalia,5322, II/w, 1982-01-01,122, NULL
Animalia,5322, II/w, 1982-01-01,203, NULL
Animalia,5361, I/r, 1975-07-09,38, NULL
Animalia,5361, I/w, 1982-10-29,38, NULL
Animalia,5415, III/r, 1977-10-24,57, NULL
Animalia,5415, III/w, 1984-01-01,57, NULL
Animalia,5415, III, 1976-02-26,82, Originally listed as Musophagidae spp.
Animalia,5415, Deleted, 2007-03-04,82, NULL
Animalia,5503, III, 1988-09-21,47, NULL
Animalia,5506, III, 1988-09-21,47, NULL
Animalia,5507, III, 1988-09-21,47, NULL
Animalia,5508, III, 1988-09-21,47, NULL
Animalia,5508, III, 1976-10-28,51, NULL
Animalia,5508, III, 1981-04-23,89, NULL
Animalia,5508, III, 1987-04-13,95, NULL
Animalia,5508, III/r, 1987-04-13,14, NULL
Animalia,5508, III/w, 1990-09-26,14, NULL
Animalia,5508, III/r, 1977-10-24,57, NULL
Animalia,5508, III/w, 1984-01-01,57, NULL
Animalia,5530, III, 1976-02-26,82, Originally listed as Musophagidae spp.
Animalia,5530, Deleted, 2007-03-04,82, NULL
Animalia,5530, III/r, 1977-10-24,57, NULL
Animalia,5530, III/w, 1984-01-01,57, NULL
Animalia,5659, II/r, 1976-10-31,221,On behalf of HK
Animalia,5659, II/w, 1978-07-03,221,On behalf of HK
Animalia,5659, I/r, 1979-06-28,203, NULL
Animalia,5659, I/w, 1981-06-06,203, NULL
Animalia,5660, I/r, 1982-04-27,14, NULL
Animalia,5660, I/r, 1978-08-09,73, NULL
Animalia,5660, I/r, 1979-12-31,105, NULL
Animalia,5660, I/r, 1981-02-22,237, NULL
Animalia,5660, I/w, 1989-01-06,14, NULL
Animalia,5660, I/w, 1984-12-10,73, NULL
Animalia,5660, I/w, 1984-01-01,105, NULL
Animalia,5660, I/w, 1987-08-26,237, NULL
Animalia,5660, I/r, 1976-10-31,221,On behalf of HK
Animalia,5660, I/w, 1978-07-03,221,On behalf of HK
Animalia,5661, I/r, 1976-10-31,221,On behalf of HK
Animalia,5661, I/w, 1978-07-03,221,On behalf of HK
Animalia,5662, II/r, 1976-10-31,221,On behalf of HK
Animalia,5662, II/w, 1978-07-03,221,On behalf of HK
Animalia,5663, I/r, 1976-10-31,221,On behalf of HK
Animalia,5663, I/w, 1978-07-03,221,On behalf of HK
Animalia,5663, II/r, 2010-06-23,38, NULL
Animalia,5664, II/r, 2010-06-23,38, NULL
Animalia,5664, I/r, 1976-10-31,221,On behalf of HK
Animalia,5664, I/w, 1978-07-03,221,On behalf of HK
Animalia,5664, II/r, 1985-08-01,14,"Popns of CG, CM, KE, MG, MW, MZ, SD, TZ, ZM subject to quotas"
Animalia,5664, II/w, 1989-01-06,14,"Popns of CG, CM, KE, MG, MW, MZ, SD, TZ, ZM subject to quotas"
Animalia,5664, II/r, 1987-01-03,14, Popn of BW subject to a quota
Animalia,5664, II/w, 1990-09-26,14, Popn of BW subject to a quota
Animalia,5664, I/r, 1978-02-12,28, NULL
Animalia,5664, I/r, 1978-08-09,73, NULL
Animalia,5664, I/r, 1979-12-31,105, NULL
Animalia,5664, I/r, 1983-01-24,271, NULL
Animalia,5664, I/r, 1983-01-24,198, NULL
Animalia,5664, I/r, 1981-02-22,237, NULL
Animalia,5664, I/r, 1981-08-17,238, NULL
Animalia,5664, I/w, 1990-10-26,28, NULL
Animalia,5664, I/w, 1984-12-10,73, NULL
Animalia,5664, I/w, 1984-01-01,105, NULL
Animalia,5664, I/w, 1990-04-26,271, NULL
Animalia,5664, I/w, 1990-04-26,198, NULL
Animalia,5664, I/w, 1987-08-26,237, NULL
Animalia,5664, I/w, 1987-04-02,238, NULL
Animalia,5665, II/r, 1987-02-28,189, NULL
Animalia,5665, II/w, 1990-08-31,189, NULL
Animalia,5665, II/r, 1976-10-31,221,On behalf of HK
Animalia,5665, II/w, 1978-03-07,221,On behalf of HK
Animalia,5667, I/r, 1976-10-31,221,On behalf of HK
Animalia,5667, I/w, 1978-03-07,221,On behalf of HK
Animalia,5668, II/r, 1976-10-31,221,On behalf of HK
Animalia,5668, II/w, 1978-03-07,221,On behalf of HK
Animalia,5668, I/w, 1984-12-10,73, NULL
Animalia,5668, II/w, 1990-08-31,189, NULL
Animalia,5668, I/r, 2004-07-15,162, NULL
Animalia,5668, I/r, 1982-04-27,14, NULL
Animalia,5668, I/r, 1979-06-28,203, NULL
Animalia,5668, I/r, 1979-06-28,81, NULL
Animalia,5668, I/r, 1979-06-28,73, NULL
Animalia,5668, I/r, 1979-12-31,105, NULL
Animalia,5668, I/r, 1980-11-04,107, NULL
Animalia,5668, I/r, 1987-02-28,189, NULL
Animalia,5668, I/r, 1983-04-21,208, NULL
Animalia,5668, I/w, 1989-01-06,14, NULL
Animalia,5668, I/w, 1983-01-01,203, NULL
Animalia,5668, I/w, 1982-07-02,81, NULL
Animalia,5668, I/w, 1984-01-01,105, NULL
Animalia,5668, I/w, 1989-11-30,107, NULL
Animalia,5668, I/w, 1990-08-31,189, NULL
Animalia,5668, I/w, 1987-08-17,208, NULL
Animalia,5668, II/r, 1985-08-01,14, NULL
Animalia,5668, II/r, 1987-02-28,189, NULL
Animalia,5668, II/w, 1989-01-06,14, NULL
Animalia,5670, I/r, 1976-10-31,221,On behalf of HK
Animalia,5670, I/w, 1978-03-07,221,On behalf of HK
Animalia,5671, I/r, 1976-10-31,221,On behalf of HK
Animalia,5671, I/w, 1978-03-07,221,On behalf of HK
Animalia,5671, I/r, 1983-04-21,208, NULL
Animalia,5671, I/w, 1987-08-17,208, NULL
Animalia,5684, III/r, 1987-04-13,14, NULL
Animalia,5684, III/w, 1990-09-26,14, NULL
Animalia,5684, III, 1987-04-13,95, NULL
Animalia,5685, III, 1987-04-13,95, NULL
Animalia,5792, III, 1976-04-22,213, NULL
Animalia,5984, II/r, 1981-06-06,203, NULL
Animalia,5984, II/r, 1981-06-06,122,Reservation not applicable to C. p. bloxami
Animalia,5985, II/r, 1979-06-28,203, NULL
Animalia,5993, II/r, 1981-06-06,122, NULL
Animalia,5993, II/r, 1981-06-06,203, NULL
Animalia,5993, II/w, 1987-03-20,122, NULL
Animalia,5993, II/w, 1987-03-20,203, NULL
Animalia,6003, II/r, 1976-10-31,221,On behalf of HK
Animalia,6003, II/w, 1978-03-07,221,On behalf of HK
Animalia,6021, II/r, 1981-06-06,122, NULL
Animalia,6021, II/r, 1981-06-06,203, NULL
Animalia,6021, II/w, 1987-03-20,122, NULL
Animalia,6021, II/w, 1987-03-20,203, NULL
Animalia,6023, II/r, 1981-06-06,122, NULL
Animalia,6023, II/r, 1981-06-06,203, NULL
Animalia,6023, II/w, 1987-03-20,122, NULL
Animalia,6023, II/w, 1987-03-20,203, NULL
Animalia,6235, III/w, 1984-01-01,57, NULL
Animalia,6235, III/r, 1977-10-24,57, NULL
Animalia,6235, III, 1976-02-26,82, NULL
Animalia,6277, III, 1987-04-13,95, NULL
Animalia,6277, III/r, 1987-04-13,14, NULL
Animalia,6277, III/w, 1990-09-26,14, NULL
Animalia,6336, II/r, 2000-04-02,98, NULL
Animalia,6358, II/r, 1987-10-22,122, NULL
Animalia,6358, II/r, 1987-10-22,203, NULL
Animalia,6359, II/r, 1987-10-22,203, NULL
Animalia,6359, II/r, 1987-10-22,122, NULL
Animalia,6360, II/r, 1987-10-22,122, NULL
Animalia,6360, II/r, 1987-10-22,203, NULL
Animalia,54, II, 1990-01-18, NULL, NULL
Animalia,55, II, 1990-01-18, NULL, NULL
Animalia,56, II, 1990-01-18, NULL, NULL
Animalia,88, II, 1979-06-28, NULL, NULL
Animalia,89, II, 1979-06-28, NULL, NULL
Animalia,90, II, 1979-06-28, NULL, Included with FALCONIFORMES spp.
Animalia,91, II, 1979-06-28, NULL, NULL
Animalia,92, II, 1979-06-28, NULL, NULL
Animalia,93, II, 1979-06-28, NULL, NULL
Animalia,94, II, 1979-06-28, NULL, NULL
Animalia,96, II, 1979-06-28, NULL, NULL
Animalia,97, II, 1979-06-28, NULL, NULL
Animalia,98, II, 1979-06-28, NULL, Included with FALCONIFORMES spp.
Animalia,99, II, 1979-06-28, NULL, NULL
Animalia,101, II, 1979-06-28, NULL, NULL
Animalia,102, II, 1979-06-28, NULL, NULL
Animalia,103, II, 1979-06-28, NULL, NULL
Animalia,104, II, 1977-02-04, NULL, NULL
Animalia,104, II, 1979-06-28, NULL, Included with FALCONIFORMES spp.
Animalia,105, II, 1979-06-28, NULL, NULL
Animalia,106, II, 1979-06-28, NULL, NULL
Animalia,107, II, 1977-02-04, NULL, NULL
Animalia,107, II, 1979-06-28, NULL, Included with FALCONIFORMES spp
Animalia,108, II, 1979-06-28, NULL, NULL
Animalia,109, II, 1979-06-28, NULL, NULL
Animalia,110, II, 1979-06-28, NULL, NULL
Animalia,111, II, 1979-06-28, NULL, NULL
Animalia,112, II, 1979-06-28, NULL, NULL
Animalia,113, II, 1979-06-28, NULL, NULL
Animalia,114, II, 1979-06-28, NULL, NULL
