taxon_concept_id,Rank,GEO_entity,ISO Code 2,Reference IDs,Designation,Tags
68007,SPECIES,COUNTRY,WS,19373,CITES_EU,distribution uncertain
68007,SPECIES,COUNTRY,SA,19373,CITES_EU,
68007,SPECIES,COUNTRY,SC,19373,CITES_EU,distribution uncertain
68007,SPECIES,COUNTRY,SG,19373,CITES_EU,distribution uncertain
68007,SPECIES,COUNTRY,SB,19373,CITES_EU,distribution uncertain
68007,SPECIES,COUNTRY,SO,19373,CITES_EU,
68007,SPECIES,COUNTRY,ZA,19373,CITES_EU,
68007,SPECIES,COUNTRY,LK,19373,CITES_EU,distribution uncertain
68007,SPECIES,COUNTRY,SD,19373,CITES_EU,
68007,SPECIES,COUNTRY,TL,19373,CITES_EU,distribution uncertain
68007,SPECIES,COUNTRY,TO,19373,CITES_EU,distribution uncertain
68007,SPECIES,COUNTRY,TV,19373,CITES_EU,distribution uncertain
68007,SPECIES,COUNTRY,AE,19373,CITES_EU,
68007,SPECIES,COUNTRY,VU,19373,CITES_EU,distribution uncertain
68007,SPECIES,COUNTRY,VN,19373,CITES_EU,distribution uncertain
68007,SPECIES,COUNTRY,YE,19373,CITES_EU,
68005,SPECIES,COUNTRY,DZ,19373,CITES_EU,
68005,SPECIES,COUNTRY,AO,19373,CITES_EU,
68005,SPECIES,COUNTRY,AG,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,AU,19373,CITES_EU,
68005,SPECIES,COUNTRY,BS,19373,CITES_EU,
68005,SPECIES,COUNTRY,BD,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,BB,19373,CITES_EU,
68005,SPECIES,COUNTRY,BZ,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,BR,19373,CITES_EU,
68005,SPECIES,COUNTRY,BN,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,CV,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,KH,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,CM,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,CA,19373,CITES_EU,
68005,SPECIES,COUNTRY,CL,19373,CITES_EU,
68005,SPECIES,COUNTRY,CO,19373,CITES_EU,
68005,SPECIES,COUNTRY,KM,19373,CITES_EU,
68005,SPECIES,COUNTRY,CG,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,CI,19373,CITES_EU,
68005,SPECIES,COUNTRY,CU,19373,CITES_EU,
68005,SPECIES,COUNTRY,CD,19373,CITES_EU,
68005,SPECIES,COUNTRY,DJ,19373,CITES_EU,
68005,SPECIES,COUNTRY,DM,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,DO,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,EC,19373,CITES_EU,
68005,SPECIES,COUNTRY,GQ,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,GA,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,GM,19373,CITES_EU,
68005,SPECIES,COUNTRY,GH,19373,CITES_EU,
68005,SPECIES,COUNTRY,GD,19373,CITES_EU,
68005,SPECIES,COUNTRY,GN,19373,CITES_EU,
68005,SPECIES,COUNTRY,GW,19373,CITES_EU,
68005,SPECIES,COUNTRY,GY,19373,CITES_EU,
68005,SPECIES,COUNTRY,HT,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,HN,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,IN,19373,CITES_EU,
68005,SPECIES,COUNTRY,ID,19373,CITES_EU,
68005,SPECIES,COUNTRY,IR,19373,CITES_EU,
68005,SPECIES,COUNTRY,IE,19373,CITES_EU,
68005,SPECIES,COUNTRY,IT,19373,CITES_EU,
68005,SPECIES,COUNTRY,JM,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,JP,19373,CITES_EU,
68005,SPECIES,COUNTRY,KE,19373,CITES_EU,
68005,SPECIES,COUNTRY,KI,19373,CITES_EU,
68005,SPECIES,COUNTRY,LR,19373,CITES_EU,
68005,SPECIES,COUNTRY,LY,19373,CITES_EU,
68005,SPECIES,COUNTRY,MG,19373,CITES_EU,
68005,SPECIES,COUNTRY,MY,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,MV,19373,CITES_EU,
68005,SPECIES,COUNTRY,MH,19373,CITES_EU,
68005,SPECIES,COUNTRY,MR,19373,CITES_EU,
68005,SPECIES,COUNTRY,MU,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,MX,19373,CITES_EU,
68005,SPECIES,COUNTRY,MC,19373,CITES_EU,
68005,SPECIES,COUNTRY,MA,19373,CITES_EU,
68005,SPECIES,COUNTRY,MZ,19373,CITES_EU,
68005,SPECIES,COUNTRY,MM,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,NA,19373,CITES_EU,
68005,SPECIES,COUNTRY,NR,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,NZ,19373,CITES_EU,
68005,SPECIES,COUNTRY,NG,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,OM,19373,CITES_EU,
68005,SPECIES,COUNTRY,PK,19373,CITES_EU,
68005,SPECIES,COUNTRY,PW,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,PG,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,PE,19373,CITES_EU,
68005,SPECIES,COUNTRY,PH,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,PT,19373,CITES_EU,
68005,SPECIES,COUNTRY,KN,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,LC,19373,CITES_EU,
68005,SPECIES,COUNTRY,VC,19373,CITES_EU,
68005,SPECIES,COUNTRY,WS,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,ST,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,SN,19373,CITES_EU,
68005,SPECIES,COUNTRY,SC,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,SL,19373,CITES_EU,
68005,SPECIES,COUNTRY,SG,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,SB,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,SO,19373,CITES_EU,
68005,SPECIES,COUNTRY,ZA,19373,CITES_EU,
68005,SPECIES,COUNTRY,ES,19373,CITES_EU,
68005,SPECIES,COUNTRY,LK,19373,CITES_EU,
68005,SPECIES,COUNTRY,SR,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,TH,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,TL,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,TG,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,TO,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,TT,19373,CITES_EU,
68005,SPECIES,COUNTRY,TN,19373,CITES_EU,
68005,SPECIES,COUNTRY,TV,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,AE,19373,CITES_EU,
68005,SPECIES,COUNTRY,TZ,19373,CITES_EU,
68005,SPECIES,COUNTRY,UY,19373,CITES_EU,
68005,SPECIES,COUNTRY,VU,19373,CITES_EU,distribution uncertain
68005,SPECIES,COUNTRY,VE,19373,CITES_EU,
68005,SPECIES,COUNTRY,VN,19373,CITES_EU,
68005,SPECIES,COUNTRY,EH,19373,CITES_EU,
68005,SPECIES,COUNTRY,YE,19373,CITES_EU,
68006,SPECIES,COUNTRY,AL,19373,CITES_EU,
68006,SPECIES,COUNTRY,DZ,19373,CITES_EU,
68006,SPECIES,COUNTRY,AO,19373,CITES_EU,
68006,SPECIES,COUNTRY,AG,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,AR,19373,CITES_EU,
68006,SPECIES,COUNTRY,AU,19373,CITES_EU,
68006,SPECIES,COUNTRY,BS,19373,CITES_EU,
68006,SPECIES,COUNTRY,BD,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,BB,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,BE,19373,CITES_EU,
68006,SPECIES,COUNTRY,BZ,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,BA,19373,CITES_EU,
68006,SPECIES,COUNTRY,BR,19373,CITES_EU,
68006,SPECIES,COUNTRY,BN,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,BG,19373,CITES_EU,
68006,SPECIES,COUNTRY,CV,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,KH,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,CM,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,CA,19373,CITES_EU,
68006,SPECIES,COUNTRY,CL,19373,CITES_EU,
68006,SPECIES,COUNTRY,CO,19373,CITES_EU,
68006,SPECIES,COUNTRY,KM,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,CG,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,CR,19373,CITES_EU,
68006,SPECIES,COUNTRY,CI,19373,CITES_EU,
68006,SPECIES,COUNTRY,HR,19373,CITES_EU,
68006,SPECIES,COUNTRY,CU,19373,CITES_EU,
68006,SPECIES,COUNTRY,CY,19373,CITES_EU,
68006,SPECIES,COUNTRY,KP,19373,CITES_EU,
68006,SPECIES,COUNTRY,CD,19373,CITES_EU,
68006,SPECIES,COUNTRY,DJ,19373,CITES_EU,
68006,SPECIES,COUNTRY,DM,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,DO,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,EC,19373,CITES_EU,
68006,SPECIES,COUNTRY,EG,19373,CITES_EU,
68006,SPECIES,COUNTRY,SV,19373,CITES_EU,
68006,SPECIES,COUNTRY,GQ,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,GA,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,GM,19373,CITES_EU,
68006,SPECIES,COUNTRY,PS,19373,CITES_EU,
68006,SPECIES,COUNTRY,GE,19373,CITES_EU,
68006,SPECIES,COUNTRY,DE,19373,CITES_EU,
68006,SPECIES,COUNTRY,GH,19373,CITES_EU,
68006,SPECIES,COUNTRY,GR,19373,CITES_EU,
68006,SPECIES,COUNTRY,GD,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,GT,19373,CITES_EU,
68006,SPECIES,COUNTRY,GN,19373,CITES_EU,
68006,SPECIES,COUNTRY,GW,19373,CITES_EU,
68006,SPECIES,COUNTRY,GY,19373,CITES_EU,
68006,SPECIES,COUNTRY,HT,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,HN,19373,CITES_EU,
68006,SPECIES,COUNTRY,IN,19373,CITES_EU,
68006,SPECIES,COUNTRY,ID,19373,CITES_EU,
68006,SPECIES,COUNTRY,IR,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,IE,19373,CITES_EU,
68006,SPECIES,COUNTRY,IL,19373,CITES_EU,
68006,SPECIES,COUNTRY,IT,19373,CITES_EU,
68006,SPECIES,COUNTRY,JM,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,JP,19373,CITES_EU,
68006,SPECIES,COUNTRY,KE,19373,CITES_EU,
68006,SPECIES,COUNTRY,KI,19373,CITES_EU,
68006,SPECIES,COUNTRY,LB,19373,CITES_EU,
68006,SPECIES,COUNTRY,LR,19373,CITES_EU,
68006,SPECIES,COUNTRY,LY,19373,CITES_EU,
68006,SPECIES,COUNTRY,MY,19373,CITES_EU,
68006,SPECIES,COUNTRY,MV,19373,CITES_EU,
68006,SPECIES,COUNTRY,MT,19373,CITES_EU,
68006,SPECIES,COUNTRY,MH,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,MR,19373,CITES_EU,
68006,SPECIES,COUNTRY,MU,19373,CITES_EU,
68006,SPECIES,COUNTRY,MX,19373,CITES_EU,
68006,SPECIES,COUNTRY,FM,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,MC,19373,CITES_EU,
68006,SPECIES,COUNTRY,ME,19373,CITES_EU,
68006,SPECIES,COUNTRY,MA,19373,CITES_EU,
68006,SPECIES,COUNTRY,MZ,19373,CITES_EU,
68006,SPECIES,COUNTRY,MM,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,NA,19373,CITES_EU,
68006,SPECIES,COUNTRY,NR,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,NZ,19373,CITES_EU,
68006,SPECIES,COUNTRY,NI,19373,CITES_EU,
68006,SPECIES,COUNTRY,NG,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,NO,19373,CITES_EU,
68006,SPECIES,COUNTRY,OM,19373,CITES_EU,
68006,SPECIES,COUNTRY,PK,19373,CITES_EU,
68006,SPECIES,COUNTRY,PW,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,PA,19373,CITES_EU,
68006,SPECIES,COUNTRY,PG,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,PE,19373,CITES_EU,
68006,SPECIES,COUNTRY,PH,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,PT,19373,CITES_EU,
68006,SPECIES,COUNTRY,KR,19373,CITES_EU,
68006,SPECIES,COUNTRY,RO,19373,CITES_EU,
68006,SPECIES,COUNTRY,RU,19373,CITES_EU,
68006,SPECIES,COUNTRY,KN,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,LC,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,VC,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,WS,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,ST,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,SN,19373,CITES_EU,
68006,SPECIES,COUNTRY,SC,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,SL,19373,CITES_EU,
68006,SPECIES,COUNTRY,SG,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,SI,19373,CITES_EU,
68006,SPECIES,COUNTRY,SB,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,SO,19373,CITES_EU,
68006,SPECIES,COUNTRY,ZA,19373,CITES_EU,
68006,SPECIES,COUNTRY,ES,19373,CITES_EU,
68006,SPECIES,COUNTRY,LK,19373,CITES_EU,
68006,SPECIES,COUNTRY,SR,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,SY,19373,CITES_EU,
68006,SPECIES,COUNTRY,TH,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,TL,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,TG,19373,CITES_EU,
68006,SPECIES,COUNTRY,TO,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,TT,19373,CITES_EU,
68006,SPECIES,COUNTRY,TN,19373,CITES_EU,
68006,SPECIES,COUNTRY,TR,19373,CITES_EU,
68006,SPECIES,COUNTRY,TV,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,UA,19373,CITES_EU,
68006,SPECIES,COUNTRY,AE,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,TZ,19373,CITES_EU,
68006,SPECIES,COUNTRY,UY,19373,CITES_EU,
68006,SPECIES,COUNTRY,VU,19373,CITES_EU,distribution uncertain
68006,SPECIES,COUNTRY,VE,19373,CITES_EU,
68006,SPECIES,COUNTRY,EH,19373,CITES_EU,
68006,SPECIES,COUNTRY,YE,19373,CITES_EU,
7352,SPECIES,COUNTRY,AU,19373,CITES_EU,
7352,SPECIES,COUNTRY,BH,19373,CITES_EU,
7352,SPECIES,COUNTRY,BD,19373,CITES_EU,
7352,SPECIES,COUNTRY,BN,19373,CITES_EU,
7352,SPECIES,COUNTRY,KH,19373,CITES_EU,
7352,SPECIES,COUNTRY,KP,19373,CITES_EU,
7352,SPECIES,COUNTRY,DJ,19373,CITES_EU,
7352,SPECIES,COUNTRY,EG,19373,CITES_EU,
7352,SPECIES,COUNTRY,ER,19373,CITES_EU,
7352,SPECIES,COUNTRY,IN,19373,CITES_EU,
7352,SPECIES,COUNTRY,ID,19373,CITES_EU,
7352,SPECIES,COUNTRY,IR,19373,CITES_EU,
7352,SPECIES,COUNTRY,IQ,19373,CITES_EU,
7352,SPECIES,COUNTRY,IL,19373,CITES_EU,
7352,SPECIES,COUNTRY,JP,19373,CITES_EU,
7352,SPECIES,COUNTRY,JO,19373,CITES_EU,
7352,SPECIES,COUNTRY,KW,19373,CITES_EU,
7352,SPECIES,COUNTRY,OM,19373,CITES_EU,
7352,SPECIES,COUNTRY,PK,19373,CITES_EU,
7352,SPECIES,COUNTRY,PG,19373,CITES_EU,
7352,SPECIES,COUNTRY,PH,19373,CITES_EU,
7352,SPECIES,COUNTRY,QA,19373,CITES_EU,
7352,SPECIES,COUNTRY,SA,19373,CITES_EU,
7352,SPECIES,COUNTRY,SG,19373,CITES_EU,
7352,SPECIES,COUNTRY,SO,19373,CITES_EU,distribution uncertain
7352,SPECIES,COUNTRY,LK,19373,CITES_EU,
7352,SPECIES,COUNTRY,SD,19373,CITES_EU,
7352,SPECIES,COUNTRY,TL,19373,CITES_EU,
7352,SPECIES,COUNTRY,AE,19373,CITES_EU,
7352,SPECIES,COUNTRY,VN,19373,CITES_EU,
7352,SPECIES,COUNTRY,YE,19373,CITES_EU,
5620,SPECIES,COUNTRY,AU,19373,CITES_EU,
5620,SPECIES,COUNTRY,MZ,19373,CITES_EU,
5620,SPECIES,COUNTRY,NA,19373,CITES_EU,
5620,SPECIES,COUNTRY,ZA,19373,CITES_EU,
100341,SPECIES,COUNTRY,AG,19373,CITES_EU,
100341,SPECIES,COUNTRY,BS,19373,CITES_EU,
100341,SPECIES,COUNTRY,BB,19373,CITES_EU,
100341,SPECIES,COUNTRY,BR,19373,CITES_EU,
100341,SPECIES,COUNTRY,CO,19373,CITES_EU,
100341,SPECIES,COUNTRY,CU,19373,CITES_EU,
100341,SPECIES,COUNTRY,DM,19373,CITES_EU,
100341,SPECIES,COUNTRY,DO,19373,CITES_EU,
100341,SPECIES,COUNTRY,GD,19373,CITES_EU,
100341,SPECIES,COUNTRY,GT,19373,CITES_EU,
100341,SPECIES,COUNTRY,GY,19373,CITES_EU,
100341,SPECIES,COUNTRY,HT,19373,CITES_EU,
100341,SPECIES,COUNTRY,HN,19373,CITES_EU,
100341,SPECIES,COUNTRY,JM,19373,CITES_EU,
100341,SPECIES,COUNTRY,NI,19373,CITES_EU,
100341,SPECIES,COUNTRY,PA,19373,CITES_EU,
100341,SPECIES,COUNTRY,KN,19373,CITES_EU,
100341,SPECIES,COUNTRY,LC,19373,CITES_EU,
100341,SPECIES,COUNTRY,VC,19373,CITES_EU,
100341,SPECIES,COUNTRY,TT,19373,CITES_EU,
100341,SPECIES,COUNTRY,UY,19373,CITES_EU,
100341,SPECIES,COUNTRY,VE,19373,CITES_EU,
100342,SPECIES,COUNTRY,AL,19373,CITES_EU,
100342,SPECIES,COUNTRY,DZ,19373,CITES_EU,
100342,SPECIES,COUNTRY,AO,19373,CITES_EU,
100342,SPECIES,COUNTRY,BS,19373,CITES_EU,
100342,SPECIES,COUNTRY,KM,19373,CITES_EU,
100342,SPECIES,COUNTRY,HR,19373,CITES_EU,
100342,SPECIES,COUNTRY,CU,19373,CITES_EU,
100342,SPECIES,COUNTRY,CY,19373,CITES_EU,
100342,SPECIES,COUNTRY,CD,19373,CITES_EU,
100342,SPECIES,COUNTRY,DJ,19373,CITES_EU,
100342,SPECIES,COUNTRY,EG,19373,CITES_EU,
100342,SPECIES,COUNTRY,GQ,19373,CITES_EU,
100342,SPECIES,COUNTRY,ER,19373,CITES_EU,
100342,SPECIES,COUNTRY,GA,19373,CITES_EU,
100342,SPECIES,COUNTRY,GR,19373,CITES_EU,
100342,SPECIES,COUNTRY,HT,19373,CITES_EU,
100342,SPECIES,COUNTRY,IN,19373,CITES_EU,
100342,SPECIES,COUNTRY,ID,19373,CITES_EU,distribution uncertain
100342,SPECIES,COUNTRY,IT,19373,CITES_EU,
100342,SPECIES,COUNTRY,LB,19373,CITES_EU,
100342,SPECIES,COUNTRY,MG,19373,CITES_EU,
100342,SPECIES,COUNTRY,MY,19373,CITES_EU,distribution uncertain
100342,SPECIES,COUNTRY,MV,19373,CITES_EU,
100342,SPECIES,COUNTRY,MT,19373,CITES_EU,
100342,SPECIES,COUNTRY,MC,19373,CITES_EU,
100342,SPECIES,COUNTRY,ME,19373,CITES_EU,
100342,SPECIES,COUNTRY,MA,19373,CITES_EU,
100342,SPECIES,COUNTRY,MZ,19373,CITES_EU,
100342,SPECIES,COUNTRY,MM,19373,CITES_EU,distribution uncertain
100342,SPECIES,COUNTRY,NA,19373,CITES_EU,
100342,SPECIES,COUNTRY,OM,19373,CITES_EU,
100342,SPECIES,COUNTRY,ST,19373,CITES_EU,
100342,SPECIES,COUNTRY,SA,19373,CITES_EU,
100342,SPECIES,COUNTRY,SN,19373,CITES_EU,
100342,SPECIES,COUNTRY,SC,19373,CITES_EU,
100342,SPECIES,COUNTRY,SO,19373,CITES_EU,
100342,SPECIES,COUNTRY,ZA,19373,CITES_EU,
100342,SPECIES,COUNTRY,ES,19373,CITES_EU,
100342,SPECIES,COUNTRY,SD,19373,CITES_EU,
100342,SPECIES,COUNTRY,SY,19373,CITES_EU,
100342,SPECIES,COUNTRY,TH,19373,CITES_EU,distribution uncertain
100342,SPECIES,COUNTRY,TT,19373,CITES_EU,
100342,SPECIES,COUNTRY,TN,19373,CITES_EU,
100342,SPECIES,COUNTRY,TR,19373,CITES_EU,
100342,SPECIES,COUNTRY,TZ,19373,CITES_EU,
100342,SPECIES,COUNTRY,VE,19373,CITES_EU,
100342,SPECIES,COUNTRY,YE,19373,CITES_EU,
100350,SPECIES,COUNTRY,AL,19373,CITES_EU,
100350,SPECIES,COUNTRY,DZ,19373,CITES_EU,
100350,SPECIES,COUNTRY,AU,19373,CITES_EU,
100350,SPECIES,COUNTRY,BS,19373,CITES_EU,
100350,SPECIES,COUNTRY,BH,19373,CITES_EU,
100350,SPECIES,COUNTRY,BD,19373,CITES_EU,
100350,SPECIES,COUNTRY,BA,19373,CITES_EU,
100350,SPECIES,COUNTRY,BR,19373,CITES_EU,
100350,SPECIES,COUNTRY,BN,19373,CITES_EU,
100350,SPECIES,COUNTRY,CV,19373,CITES_EU,
100350,SPECIES,COUNTRY,KH,19373,CITES_EU,
100350,SPECIES,COUNTRY,CM,19373,CITES_EU,
100350,SPECIES,COUNTRY,CI,19373,CITES_EU,
100350,SPECIES,COUNTRY,HR,19373,CITES_EU,
100350,SPECIES,COUNTRY,CU,19373,CITES_EU,
100350,SPECIES,COUNTRY,CY,19373,CITES_EU,
100350,SPECIES,COUNTRY,DJ,19373,CITES_EU,
100350,SPECIES,COUNTRY,EG,19373,CITES_EU,
100350,SPECIES,COUNTRY,ER,19373,CITES_EU,
100350,SPECIES,COUNTRY,GM,19373,CITES_EU,
100350,SPECIES,COUNTRY,PS,19373,CITES_EU,
100350,SPECIES,COUNTRY,GH,19373,CITES_EU,
100350,SPECIES,COUNTRY,GR,19373,CITES_EU,
100350,SPECIES,COUNTRY,GN,19373,CITES_EU,
100350,SPECIES,COUNTRY,GW,19373,CITES_EU,
100350,SPECIES,COUNTRY,GY,19373,CITES_EU,
100350,SPECIES,COUNTRY,IN,19373,CITES_EU,
100350,SPECIES,COUNTRY,ID,19373,CITES_EU,
100350,SPECIES,COUNTRY,IR,19373,CITES_EU,
100350,SPECIES,COUNTRY,IQ,19373,CITES_EU,
100350,SPECIES,COUNTRY,IL,19373,CITES_EU,
100350,SPECIES,COUNTRY,IT,19373,CITES_EU,
100350,SPECIES,COUNTRY,JO,19373,CITES_EU,
100350,SPECIES,COUNTRY,KE,19373,CITES_EU,
100350,SPECIES,COUNTRY,KW,19373,CITES_EU,
100350,SPECIES,COUNTRY,LB,19373,CITES_EU,
100350,SPECIES,COUNTRY,LR,19373,CITES_EU,
100350,SPECIES,COUNTRY,LY,19373,CITES_EU,
100350,SPECIES,COUNTRY,MY,19373,CITES_EU,
100350,SPECIES,COUNTRY,MT,19373,CITES_EU,
100350,SPECIES,COUNTRY,MC,19373,CITES_EU,
100350,SPECIES,COUNTRY,ME,19373,CITES_EU,
100350,SPECIES,COUNTRY,MA,19373,CITES_EU,
100350,SPECIES,COUNTRY,MZ,19373,CITES_EU,
100350,SPECIES,COUNTRY,MM,19373,CITES_EU,
100350,SPECIES,COUNTRY,NG,19373,CITES_EU,
100350,SPECIES,COUNTRY,OM,19373,CITES_EU,
100350,SPECIES,COUNTRY,PK,19373,CITES_EU,
100350,SPECIES,COUNTRY,PG,19373,CITES_EU,
100350,SPECIES,COUNTRY,PE,19373,CITES_EU,
100350,SPECIES,COUNTRY,PH,19373,CITES_EU,
100350,SPECIES,COUNTRY,PT,19373,CITES_EU,distribution uncertain
100350,SPECIES,COUNTRY,QA,19373,CITES_EU,
100350,SPECIES,COUNTRY,SA,19373,CITES_EU,
100350,SPECIES,COUNTRY,SN,19373,CITES_EU,
100350,SPECIES,COUNTRY,SL,19373,CITES_EU,
100350,SPECIES,COUNTRY,SG,19373,CITES_EU,
100350,SPECIES,COUNTRY,SI,19373,CITES_EU,
100350,SPECIES,COUNTRY,SO,19373,CITES_EU,
100350,SPECIES,COUNTRY,ES,19373,CITES_EU,
