Kingdom,SpcRecID,LegListing,LegDateListed,CtyRecID,LegNotes,,,,,,,,,,,,,,
Animalia,3355,II,28/06/1979 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3356,III/w,28/06/1979 00:00,57,NULL,,,,,,,,,,,,,,
Animalia,3356,II,28/06/1979 00:00,NULL,Included with FALCONIFORMES spp.,,,,,,,,,,,,,,
Animalia,3356,III,28/10/1976 00:00,51,Listed under Accipitridae spp. (Costa Rican species),,,,,,,,,,,,,,
Animalia,3356,III/r,24/10/1977 00:00,57,NULL,,,,,,,,,,,,,,
Animalia,3357,II,28/06/1979 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3358,II,28/06/1979 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3359,II,28/06/1979 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3360,III/w,28/06/1979 00:00,57,NULL,,,,,,,,,,,,,,
Animalia,3360,II,28/06/1979 00:00,NULL,Included with FALCONIFORMES spp.,,,,,,,,,,,,,,
Animalia,3360,III,28/10/1976 00:00,51,Listed under Accipitridae spp. (Costa Rican species),,,,,,,,,,,,,,
Animalia,3360,III/r,24/10/1977 00:00,57,NULL,,,,,,,,,,,,,,
Animalia,3361,II,28/06/1979 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3362,III/w,28/06/1979 00:00,57,NULL,,,,,,,,,,,,,,
Animalia,3362,II,28/06/1979 00:00,NULL,Included with FALCONIFORMES spp.,,,,,,,,,,,,,,
Animalia,3362,III,28/10/1976 00:00,51,Listed under Accipitridae spp. (Costa Rican species),,,,,,,,,,,,,,
Animalia,3362,III/r,24/10/1977 00:00,57,NULL,,,,,,,,,,,,,,
Animalia,3363,II,28/06/1979 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3364,II,28/06/1979 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3365,II,28/06/1979 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3366,II,28/06/1979 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3367,II,28/06/1979 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3368,II,28/06/1979 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3369,II,28/06/1979 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3370,III/w,28/06/1979 00:00,57,NULL,,,,,,,,,,,,,,
Animalia,3370,II,28/06/1979 00:00,NULL,Included with FALCONIFORMES spp.,,,,,,,,,,,,,,
Animalia,3370,III,28/10/1976 00:00,51,Listed under Accipitridae spp. (Costa Rican species),,,,,,,,,,,,,,
Animalia,3370,III/r,24/10/1977 00:00,57,NULL,,,,,,,,,,,,,,
Animalia,3371,II,28/06/1979 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3372,II,28/06/1979 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3373,III,28/10/1976 00:00,51,Listed under Accipitridae spp. (Costa Rican species),,,,,,,,,,,,,,
Animalia,3373,III/r,24/10/1977 00:00,57,NULL,,,,,,,,,,,,,,
Animalia,3373,III/w,28/06/1979 00:00,57,NULL,,,,,,,,,,,,,,
Animalia,3373,II,28/06/1979 00:00,NULL,Included with FALCONIFORMES spp.,,,,,,,,,,,,,,
Animalia,3374,III/w,28/06/1979 00:00,57,NULL,,,,,,,,,,,,,,
Animalia,3374,II,28/06/1979 00:00,NULL,Included with FALCONIFORMES spp.,,,,,,,,,,,,,,
Animalia,3374,III,28/10/1976 00:00,51,Listed under Accipitridae spp. (Costa Rican species),,,,,,,,,,,,,,
Animalia,3374,III/r,24/10/1977 00:00,57,NULL,,,,,,,,,,,,,,
Animalia,3375,III/r,24/10/1977 00:00,57,NULL,,,,,,,,,,,,,,
Animalia,3375,III/w,28/06/1979 00:00,57,NULL,,,,,,,,,,,,,,
Animalia,3375,II,28/06/1979 00:00,NULL,Included with FALCONIFORMES spp.,,,,,,,,,,,,,,
Animalia,3375,III,28/10/1976 00:00,51,Listed under Accipitridae spp. (Costa Rican species),,,,,,,,,,,,,,
Animalia,3376,III/r,24/10/1977 00:00,57,NULL,,,,,,,,,,,,,,
Animalia,3376,III/w,28/06/1979 00:00,57,NULL,,,,,,,,,,,,,,
Animalia,3376,II,28/06/1979 00:00,NULL,Included with FALCONIFORMES spp.,,,,,,,,,,,,,,
Animalia,3376,III,28/10/1976 00:00,51,Listed under Accipitridae spp. (Costa Rican species),,,,,,,,,,,,,,
Animalia,3412,III,28/10/1976 00:00,51,NULL,,,,,,,,,,,,,,
Animalia,3412,III/r,24/10/1977 00:00,57,NULL,,,,,,,,,,,,,,
Animalia,3412,III/w,01/01/1984 00:00,57,NULL,,,,,,,,,,,,,,
Animalia,3414,III,14/07/1976 00:00,224,NULL,,,,,,,,,,,,,,
Animalia,3414,III/r,24/10/1977 00:00,57,NULL,,,,,,,,,,,,,,
Animalia,3414,III/w,01/01/1984 00:00,57,NULL,,,,,,,,,,,,,,
Animalia,3416,I,01/07/1975 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3417,I,01/07/1975 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3418,I,01/07/1975 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3423,II/r,06/06/1981 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3423,II/w,20/03/1987 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3423,II/w,20/03/1987 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3423,II,06/06/1981 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3423,II/r,06/06/1981 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3424,II/w,20/03/1987 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3424,II/w,20/03/1987 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3424,II,06/06/1981 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3424,II/r,06/06/1981 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3424,II/r,06/06/1981 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3425,II,06/06/1981 00:00,NULL,Listed under PSITTACIFORMES spp.,,,,,,,,,,,,,,
Animalia,3425,II/r,06/06/1981 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3425,II/r,06/06/1981 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3426,II/w,20/03/1987 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3426,II/r,06/06/1981 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3426,II/r,06/06/1981 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3426,II/w,20/03/1987 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3426,I,11/06/1992 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3426,II,06/06/1981 00:00,NULL,Listed under PSITTACIFORMES spp.,,,,,,,,,,,,,,
Animalia,3427,II/r,06/06/1981 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3427,II/w,20/03/1987 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3427,II/w,20/03/1987 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3427,I,11/06/1992 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3427,II,06/06/1981 00:00,NULL,Listed under PSITTACIFORMES spp.,,,,,,,,,,,,,,
Animalia,3427,II/r,06/06/1981 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3428,II/w,20/03/1987 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3428,II/r,06/06/1981 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3428,II/r,06/06/1981 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3428,II/w,20/03/1987 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3428,II,06/06/1981 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3429,II/r,06/06/1981 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3429,II/w,20/03/1987 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3429,II/w,20/03/1987 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3429,I,18/01/1990 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3429,II,06/06/1981 00:00,NULL,Listed under PSITTACIFORMES spp.,,,,,,,,,,,,,,
Animalia,3429,II/r,06/06/1981 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3430,II/w,20/03/1987 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3430,II/w,20/03/1987 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3430,II,06/06/1981 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3430,II/r,06/06/1981 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3430,II/r,06/06/1981 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3431,II/w,20/03/1987 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3431,II/w,20/03/1987 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3431,II,06/06/1981 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3431,II/r,06/06/1981 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3431,II/r,06/06/1981 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3432,II/r,06/06/1981 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3432,II/w,20/03/1987 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3432,II/w,20/03/1987 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3432,II,06/06/1981 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3432,II/r,06/06/1981 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3433,II/w,20/03/1987 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3433,II/w,20/03/1987 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3433,I,12/01/2005 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3433,II/r,06/06/1981 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3433,II/r,06/06/1981 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3433,II,06/06/1981 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3434,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3434,II,06/06/1981 00:00,NULL,Included with PSITTACIFORMES spp.,,,,,,,,,,,,,,
Animalia,3449,II/r,06/06/1981 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3449,II,06/06/1981 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3449,II/r,06/06/1981 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3452,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3452,I,01/07/1975 00:00,NULL,C. c. apaporiensis only,,,,,,,,,,,,,,
Animalia,3453,I,01/07/1975 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3453,I/r,31/10/1976 00:00,221,On behalf of HK,,,,,,,,,,,,,,
Animalia,3453,I/w,03/07/1978 00:00,221,On behalf of HK,,,,,,,,,,,,,,
Animalia,3454,II,18/09/1997 00:00,NULL,Popn of AR; included with Crocodylia spp.,,,,,,,,,,,,,,
Animalia,3454,I/r,31/10/1976 00:00,221,On behalf of HK,,,,,,,,,,,,,,
Animalia,3454,I/w,03/07/1978 00:00,221,On behalf of HK,,,,,,,,,,,,,,
Animalia,3454,I/r,31/12/1979 00:00,105,NULL,,,,,,,,,,,,,,
Animalia,3454,I/w,01/01/1984 00:00,105,NULL,,,,,,,,,,,,,,
Animalia,3454,I,01/07/1975 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3455,II,04/02/1977 00:00,NULL,Included with CROCODYLIA spp.,,,,,,,,,,,,,,
Animalia,3455,II/r,31/10/1976 00:00,221,On behalf of HK,,,,,,,,,,,,,,
Animalia,3455,II/w,03/07/1978 00:00,221,On behalf of HK,,,,,,,,,,,,,,
Animalia,3455,II,01/07/1975 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3456,II/w,15/02/1992 00:00,189,NULL,,,,,,,,,,,,,,
Animalia,3456,II/r,31/10/1976 00:00,221,On behalf of HK,,,,,,,,,,,,,,
Animalia,3456,II/w,03/07/1978 00:00,221,On behalf of HK,,,,,,,,,,,,,,
Animalia,3456,II,01/07/1975 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3456,II,04/02/1977 00:00,NULL,Included with CROCODYLIA spp.,,,,,,,,,,,,,,
Animalia,3456,II/r,28/02/1987 00:00,189,NULL,,,,,,,,,,,,,,
Animalia,3457,II/w,03/07/1978 00:00,221,On behalf of HK,,,,,,,,,,,,,,
Animalia,3457,II,01/07/1975 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3457,II,04/02/1977 00:00,NULL,Included with CROCODYLIA spp.,,,,,,,,,,,,,,
Animalia,3457,II/r,31/10/1976 00:00,221,On behalf of HK,,,,,,,,,,,,,,
Animalia,3459,III,13/04/1987 00:00,95,NULL,,,,,,,,,,,,,,
Animalia,3459,III/r,13/04/1987 00:00,14,NULL,,,,,,,,,,,,,,
Animalia,3459,III/w,26/09/1990 00:00,14,NULL,,,,,,,,,,,,,,
Animalia,3460,I,01/07/1975 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3462,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3543,II,18/09/1997 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3544,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3545,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3546,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3547,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3548,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3549,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3550,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3551,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3552,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3553,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3554,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3555,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3556,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3557,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3558,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3559,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3560,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3562,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3563,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3564,I,01/07/1975 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3566,II,22/10/1987 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3567,II,22/10/1987 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3569,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3570,I,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3571,I,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3572,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3573,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3574,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3575,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3576,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3577,II,28/06/1979 00:00,NULL,Included with PRIMATES spp.,,,,,,,,,,,,,,
Animalia,3577,I,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3578,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3579,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3580,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3581,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3582,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3584,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3585,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3586,II/w,20/03/1987 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3586,II/w,20/03/1987 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3586,II,06/06/1981 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3586,II/r,06/06/1981 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3586,II/r,06/06/1981 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3607,I/r,15/07/2004 00:00,162,NULL,,,,,,,,,,,,,,
Animalia,3607,I/r,28/06/1979 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3607,I,28/06/1979 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3608,II,01/07/1975 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3608,I,28/06/1979 00:00,NULL,Listed under C. nicobarica,,,,,,,,,,,,,,
Animalia,3625,III,13/11/1986 00:00,128,NULL,,,,,,,,,,,,,,
Animalia,3625,Deleted,22/05/2009 00:00,128,NULL,,,,,,,,,,,,,,
Animalia,3626,I,01/07/1975 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3646,II,22/10/1987 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3647,II,22/10/1987 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3652,II,22/10/1987 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3653,II,22/10/1987 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3655,II,18/01/1990 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3656,II,18/01/1990 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3657,II/r,06/06/1981 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3657,II/w,20/03/1987 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3657,II/w,20/03/1987 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3657,II,06/06/1981 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3657,II/r,06/06/1981 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3658,II/r,06/06/1981 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3658,II/w,20/03/1987 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3658,II/w,20/03/1987 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3658,II/r,06/06/1981 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3658,II,06/06/1981 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3659,II/w,20/03/1987 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3659,II/r,06/06/1981 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3659,II/r,06/06/1981 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3659,II/w,20/03/1987 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3659,II,06/06/1981 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3660,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3660,II,06/06/1981 00:00,NULL,Included with PSITTACIFORMES spp.,,,,,,,,,,,,,,
Animalia,3661,II/w,20/03/1987 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3661,II/w,20/03/1987 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3661,II,06/06/1981 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3661,II/r,06/06/1981 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3661,II/r,06/06/1981 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3707,I,01/07/1975 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3707,Deleted,28/06/1979 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3711,I,01/07/1975 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3723,II,22/10/1987 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3724,II,22/10/1987 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3725,II,22/10/1987 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3727,II,22/10/1987 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3728,II,22/10/1987 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3729,II,22/10/1987 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3730,II,22/10/1987 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3731,II,22/10/1987 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3732,II,22/10/1987 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3733,II,22/10/1987 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3740,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3741,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3742,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3742,II/r,15/07/2004 00:00,162,NULL,,,,,,,,,,,,,,
Animalia,3744,III/w,03/08/1990 00:00,170,NULL,,,,,,,,,,,,,,
Animalia,3744,III/r,29/06/1989 00:00,149,NULL,,,,,,,,,,,,,,
Animalia,3744,III/w,11/01/1991 00:00,149,NULL,,,,,,,,,,,,,,
Animalia,3744,III/r,28/07/1989 00:00,170,NULL,,,,,,,,,,,,,,
Animalia,3744,III/r,21/03/1989 00:00,122,NULL,,,,,,,,,,,,,,
Animalia,3744,III/r,30/03/1989 00:00,124,NULL,,,,,,,,,,,,,,
Animalia,3744,III/w,18/04/1990 00:00,124,NULL,,,,,,,,,,,,,,
Animalia,3744,III/w,25/05/1990 00:00,221,NULL,,,,,,,,,,,,,,
Animalia,3744,III/r,16/03/1989 00:00,105,NULL,,,,,,,,,,,,,,
Animalia,3744,III/w,01/03/1990 00:00,105,NULL,,,,,,,,,,,,,,
Animalia,3744,III/r,24/05/1989 00:00,196,NULL,,,,,,,,,,,,,,
Animalia,3744,III/w,23/10/1990 00:00,196,NULL,,,,,,,,,,,,,,
Animalia,3744,III/r,17/05/1989 00:00,221,NULL,,,,,,,,,,,,,,
Animalia,3744,III/w,23/04/1990 00:00,81,NULL,,,,,,,,,,,,,,
Animalia,3744,III/r,16/03/1989 00:00,57,NULL,,,,,,,,,,,,,,
Animalia,3744,III/w,18/01/1990 00:00,57,NULL,,,,,,,,,,,,,,
Animalia,3744,III,16/03/1989 00:00,99,NULL,,,,,,,,,,,,,,
Animalia,3744,III/r,21/03/1989 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3744,III/r,16/03/1989 00:00,81,NULL,,,,,,,,,,,,,,
Animalia,3746,II/r,02/10/2000 00:00,239,NULL,,,,,,,,,,,,,,
Animalia,3746,II/r,04/02/1977 00:00,241,NULL,,,,,,,,,,,,,,
Animalia,3746,II/w,26/04/1995 00:00,241,NULL,,,,,,,,,,,,,,
Animalia,3746,I/r,02/10/2000 00:00,239,NULL,,,,,,,,,,,,,,
Animalia,3746,I,23/06/2010 00:00,NULL,"Only the populations of Bhutan, India, Nepal and Pakistan. Excludes the domesticated form and the dingo which are referenced as _Canis lupus familiaris_ and _Canis lupus dingo_.",,,,,,,,,,,,,,
Animalia,3746,II,28/06/1979 00:00,NULL,"All popns, except those listed on I",,,,,,,,,,,,,,
Animalia,3746,I/r,28/06/1979 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3746,I,28/06/1979 00:00,NULL,"Popns of BT, IN, NP, PK",,,,,,,,,,,,,,
Animalia,3746,II,04/02/1977 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3746,II,23/06/2010 00:00,NULL,All populations except those listed in Appendix I. Excludes the domesticated form and the dingo which are referenced as _Canis lupus familiaris_ and _Canis lupus dingo_,,,,,,,,,,,,,,
Animalia,3749,II,04/02/1977 00:00,NULL,Included with C. lupus,,,,,,,,,,,,,,
Animalia,3749,II/r,09/07/1975 00:00,38,NULL,,,,,,,,,,,,,,
Animalia,3749,II/w,15/04/1977 00:00,38,NULL,,,,,,,,,,,,,,
Animalia,3749,II,01/07/1975 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3750,II/w,15/04/1977 00:00,38,NULL,,,,,,,,,,,,,,
Animalia,3750,II,01/07/1975 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3750,II,04/02/1977 00:00,NULL,Included with C. lupus,,,,,,,,,,,,,,
Animalia,3750,II/r,09/07/1975 00:00,38,NULL,,,,,,,,,,,,,,
Animalia,3751,I,01/07/1975 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3751,II,04/02/1977 00:00,NULL,Included with C. lupus,,,,,,,,,,,,,,
Animalia,3752,I,28/06/1979 00:00,NULL,Populations of India and Pakistan,,,,,,,,,,,,,,
Animalia,3752,II,01/07/1975 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3752,II,04/02/1977 00:00,NULL,Included with C. lupus,,,,,,,,,,,,,,
Animalia,3761,II,18/01/1990 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3762,II,18/01/1990 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3763,II,18/01/1990 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3778,I/w,07/05/1991 00:00,30,NULL,,,,,,,,,,,,,,
Animalia,3778,I/w,24/10/2001 00:00,166,NULL,,,,,,,,,,,,,,
Animalia,3778,I/r,01/01/1986 00:00,30,NULL,,,,,,,,,,,,,,
Animalia,3778,I/r,01/01/1986 00:00,166,NULL,,,,,,,,,,,,,,
Animalia,3778,I/w,06/01/1989 00:00,14,NULL,,,,,,,,,,,,,,
Animalia,3778,I,01/01/1986 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3778,II,28/06/1979 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3778,I/r,01/01/1986 00:00,14,NULL,,,,,,,,,,,,,,
Animalia,3787,I,11/06/1992 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3787,II,01/07/1975 00:00,NULL,"Except sspp. chialtanensis, jerdoni, megaceros",,,,,,,,,,,,,,
Animalia,3791,I,01/07/1975 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3791,I,11/06/1992 00:00,NULL,Included with C. falconeri,,,,,,,,,,,,,,
Animalia,3792,I,11/06/1992 00:00,NULL,Included with C. falconeri,,,,,,,,,,,,,,
Animalia,3792,I,01/07/1975 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3793,I,01/07/1975 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3793,I,11/06/1992 00:00,NULL,Included with C. falconeri,,,,,,,,,,,,,,
Animalia,3833,I,01/07/1975 00:00,NULL,NULL,,,,,,,,,,,,,,
Animalia,3847,I/r,28/06/1979 00:00,203,NULL,,,,,,,,,,,,,,
Animalia,3847,II,04/02/1977 00:00,NULL,Included with Felidae spp.,,,,,,,,,,,,,,
