Kingdom,PhyName,ClaName,OrdName,FamName,GenName,SpcName,SpcAuthor,SpcInfraRank,SpcInfraEpithet,SpcInfraRankAuthor,SynonymSpcRecID,SpcStatus,AcceptedSpcRecID
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Chaerophyllum,prescottii,DC.,NULL,NULL,NULL,108843,S,141159
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Conioselinum,vaginatum,Thell.,NULL,NULL,NULL,115710,S,75338
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Conopodium,denudatum,"sensu Cadevall, non W.D.J.Koch",NULL,NULL,NULL,115711,S,128709
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Danaa,verticillata,(Waldst. & Kit.) Janch.,NULL,NULL,NULL,114360,S,141947
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Daucus,bocconei,Guss.,NULL,NULL,NULL,114624,S,118665
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Daucus,carota,L.,ssp.,fontanesii,Thell.,116835,S,138538
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Daucus,gingidium,L.,ssp.,hispidus,(Desf.) Arcang.,113398,S,138538
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Daucus,grandiflora,(L.) Scop.,NULL,NULL,NULL,115678,S,79398
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Daucus,mauritanicus,L.,NULL,NULL,NULL,117161,S,114875
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Daucus,pumilus,(L.) Hoffmanns. & Link,NULL,NULL,NULL,117571,S,80557
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Elaeoselinum,millefolium,Boiss.,NULL,NULL,NULL,115047,S,62585
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Eryngium,biebersteinianum,Nevski,NULL,NULL,NULL,116891,S,128481
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Eryngium,campestre,L.,ssp.,contractum,(Micheletti) Degen,115048,S,81871
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Eryngium,multifidum,Sibth. & Sm.,NULL,NULL,NULL,117508,S,150321
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Falcaria,rivini,Host,NULL,NULL,NULL,113740,S,82319
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Ferula,ferulago,L.,NULL,NULL,NULL,114697,S,126221
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Ferula,sylvatica,Besser,NULL,NULL,NULL,115055,S,103094
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Ferulago,confusa,Velen.,NULL,NULL,NULL,103095,S,103094
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Ferulago,galbanifera,W.D.J.Koch,NULL,NULL,NULL,113661,S,126221
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Gasparrinia,peucedanoides,(Bieb.) Bertol.,NULL,NULL,NULL,79024,S,79025
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Heracleum,dissectum,Ledeb.,NULL,NULL,NULL,109408,S,119455
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Heracleum,lecockii,Gren. & Godr.,NULL,NULL,NULL,117073,S,124322
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Heracleum,sibiricum,L.,NULL,NULL,NULL,116966,S,125107
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Heracleum,sibiricum,L.,ssp.,lecockii,(Gren. & Godr.) Nyman,113701,S,125107
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Heracleum,sphondylium,L.,ssp.,granatense,(Boiss.) Briq.,114988,S,119455
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Heracleum,sphondylium,L.,ssp.,montanum,"auct. pro parte, non (Schleich. ex Gaudin) Briq.",117148,S,127291
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Heracleum,sphondylium,L.,ssp.,trachycarpum,(Soják) Holub,114863,S,126488
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Heracleum,villosum,"auct., ? Fisch. ex Spreng.",NULL,NULL,NULL,117764,S,138145
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Johrenia,graeca,Boiss. & Spruner,NULL,NULL,NULL,116703,S,1780
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Laserpitium,thalictrifolium,Samp.,NULL,NULL,NULL,116704,S,133558
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Libanotis,candollei,Lange,NULL,NULL,NULL,113862,S,118497
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Libanotis,intermedia,Rupr.,NULL,NULL,NULL,116523,S,128437
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Libanotis,nitidum,(Vis.) Rchb.f.,NULL,NULL,NULL,114452,S,118497
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Lophosciadium,meoides,(L.) Calest.,NULL,NULL,NULL,117385,S,101460
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Margotia,laserpitioides,Boiss.,NULL,NULL,NULL,116222,S,121697
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Meum,nevadense,Boiss.,NULL,NULL,NULL,117744,S,76823
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Oenanthe,meoides,Pancic,NULL,NULL,NULL,116610,S,78444
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Ostericum,palustre,(Besser) Besser,NULL,NULL,NULL,77173,S,169
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Palimbia,salsa,(L.f.) Besser,NULL,NULL,NULL,104520,S,78446
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Pastinaca,umbrosa,Steven ex DC.,NULL,NULL,NULL,76832,S,130082
Plantae,NULL,NULL,APIALES,UMBELLIFERAE,Petroselinum,peregrinum,(L.) Lag.,NULL,NULL,NULL,115572,S,80097
