Date,Manual ID,Title,Lang,Master Document ID,Volume,Type,General/ Part,PDF Filename trimmed
1982,A-301.000.000.001,CITES ID Manual - Testudines - General notes,EN,,3,CITES ID Manual,General,A-301.000.000.001 Testudinata General Notes_E.pdf
1982,A-301.000.000.001,Manual de identificación de la CITES - Testudines - Notas generales,ES,A-301.000.000.001,3,CITES ID Manual,General,A-301.000.000.001 Testudinata general notes_S.pdf
1985,A-301.000.000.003,CITES ID Manual - Testudines,EN,,3,CITES ID Manual,General,A-301.000.000.003 Testudinata identification aid_E.pdf
1985,A-301.000.000.003,Manual de identificación de la CITES - Testudines,ES,A-301.000.000.003,3,CITES ID Manual,General,A-301.000.000.003 Testudinata identification aid_S.pdf
2005,A-301.001.020.001,CITES ID Manual - Notochelys platynota,EN,,3,CITES ID Manual,General,A-301.001.020.001 Notochelys platynota_E.pdf
2005,A-301.001.020.010,CITES ID Manual - Malayemys subtrijuga,EN,,3,CITES ID Manual,General,A-301.001.020.010 Malayemys subtrijuga.pdf
1985,A-301.002.000.001,CITES ID Manual - Chelidae,EN,,3,CITES ID Manual,General,A-301.002.000.001 Chelidae General Notes Ident Aid_E.pdf
1985,A-301.002.000.001,Manual de identificación de la CITES - Chelidae,ES,A-301.002.000.001,3,CITES ID Manual,General,A-301.002.000.001 Chelidae general notes_S.pdf
2005,A-301.002.002.001,CITES ID Manual - Chelodina mccordi,EN,,3,CITES ID Manual,General,A-301.002.002.001 Chelodina mccordi_E.pdf
1982,A-301.002.008.001,CITES ID Manual - Pseudemydura umbrina,EN,,3,CITES ID Manual,General,A-301.002.008.001 Pseudomydura umbrina_E.pdf
1982,A-301.002.008.001,Manual de identificación de la CITES - Pseudemydura umbrina,ES,A-301.002.008.001,3,CITES ID Manual,General,A-301.002.008.001 Pseudemydura umbrina_S.pdf
1985,A-301.003.000.001,CITES ID Manual - Cheloniidae,EN,,3,CITES ID Manual,General,A-301.003.000.001 Cheloniidae General Notes Ident Aid_E.pdf
1985,A-301.003.000.001,Manual de identificación de la CITES - Cheloniidae,ES,A-301.003.000.001,3,CITES ID Manual,General,A-301.003.000.001 Cheloniidae general notes_S.pdf
1982,A-301.003.001.001,CITES ID Manual - Caretta caretta,EN,,3,CITES ID Manual,General,A-301.003.001.001 Caretta caretta_E.pdf
1982,A-301.003.001.001,Manual de identificación de la CITES - Caretta caretta,ES,A-301.003.001.001,3,CITES ID Manual,General,A-301.003.001.001 Caretta caretta_S.pdf
1982,A-301.003.002.001,CITES ID Manual - Natator depressus,EN,,3,CITES ID Manual,General,A-301.003.002.001 Natator depressus_E.pdf
1982,A-301.003.002.001,Manual de identificación de la CITES - Natator depressus,ES,A-301.003.002.001,3,CITES ID Manual,General,A-301.003.002.001 Chelonia depressa_S.pdf
1982,A-301.003.002.002,CITES ID Manual - Chelonia mydas,EN,,3,CITES ID Manual,General,A-301.003.002.002 Chelonia mydas_E.pdf
1982,A-301.003.002.002,Manual de identificación de la CITES - Chelonia mydas,ES,A-301.003.002.002,3,CITES ID Manual,General,A-301.003.002.002 Chelonia mydas_S.pdf
1982,A-301.003.003.001,CITES ID Manual - Eretmochelys imbricata,EN,,3,CITES ID Manual,General,A-301.003.003.001 Eretmochelys imbricata_E.pdf
1982,A-301.003.003.001,Manual de identificación de la CITES - Eretmochelys imbricata,ES,A-301.003.003.001,3,CITES ID Manual,General,A-301.003.003.001 Eretmochelys imbricata_S.pdf
1982,A-301.003.004.001,CITES ID Manual - Lepidochelys kempii,EN,,3,CITES ID Manual,General,A-301.003.004.001 Lepidochelys kempii_E.pdf
1982,A-301.003.004.001,Manual de identificación de la CITES - Lepidochelys kempii,ES,A-301.003.004.001,3,CITES ID Manual,General,A-301.003.004.001 Lepidochelys kempii_S.pdf
1982,A-301.003.004.002,CITES ID Manual - Lepidochelys olivacea,EN,,3,CITES ID Manual,General,A-301.003.004.002 Lepidochelys olivacea_E.pdf
1982,A-301.003.004.002,Manual de identificación de la CITES - Lepidochelys olivacea,ES,A-301.003.004.002,3,CITES ID Manual,General,A-301.003.004.002 Lepidochelys olivacea_S.pdf
2005,A-301.004.001.001,CITES ID Manual - Carettochelys insculpta,EN,,3,CITES ID Manual,General,A-301.004.001.001 Carettochelys insculpta_E.pdf
1991,A-301.004.003.001,CITES ID Manual - Boa constrictor,EN,,3,CITES ID Manual,General,A-305.004.003.001 Boa constrictor_EN.pdf
1985,A-301.005.000.001,CITES ID Manual - Dermatemydidae,EN,,3,CITES ID Manual,General,A-301.005.000.001 Dermatemydidae General Notes_E.pdf
1985,A-301.005.000.001,Manual de identificación de la CITES - Dermatemydidae,ES,A-301.005.000.001,3,CITES ID Manual,General,A-301.005.000.001 Dermatemydidae general notes_S.pdf
1982,A-301.005.001.001,CITES ID Manual - Dermatemys mawii,EN,,3,CITES ID Manual,General,A-301.005.001.001 Dermatemys mawii_E.pdf
1982,A-301.005.001.001,Manual de identificación de la CITES - Dermatemys mawii,ES,A-301.005.001.001,3,CITES ID Manual,General,A-301.005.001.001 Dermatemys mawii_S.pdf
1982,A-301.006.000.001,CITES ID Manual - Dermochelyidae,EN,,3,CITES ID Manual,General,A-301.006.000.001 Dermochelyidae General Notes_E.pdf
1982,A-301.006.001.001,CITES ID Manual - Dermochelys coriacea,EN,,3,CITES ID Manual,General,A-301.006.001.001 Dermochelys coriacea_E.pdf
1982,A-301.006.001.001,Manual de identificación de la CITES - Dermochelys coriacea,ES,A-301.006.001.001,3,CITES ID Manual,General,A-301.006.001.001 Dermochelys coriacea_S.pdf
1985,A-301.007.000.001,CITES ID Manual - Emydidae - General notes,EN,,3,CITES ID Manual,General,A-301.007.000.001 Emydidae General Notes_E.pdf
1985,A-301.007.000.001,Manual de identificación de la CITES - Emydidae - Notas generales,ES,A-301.007.000.001,3,CITES ID Manual,General,A-301.007.000.001 Emydidae general notes_S.pdf
1985,A-301.007.000.002,CITES ID Manual - Emydidae,EN,,3,CITES ID Manual,General,A-301.007.000.002 Emydidae identification aid_E.pdf
1985,A-301.007.000.002,Manual de identificación de la CITES - Emydidae,ES,A-301.007.000.002,3,CITES ID Manual,General,A-301.007.000.002 Emydidae identification aid_S.pdf
2005,A-301.007.001.010,CITES ID Manual - Mauremys annamensis,EN,,3,CITES ID Manual,General,A-301.007.001.010 Mauremys annamensis_EN.pdf
1985,A-301.007.002.001,CITES ID Manual - Batagur baska,EN,,3,CITES ID Manual,General,A-301.007.002.001 Batagur baska_E.pdf
1985,A-301.007.002.001,Manual de identificación de la CITES - Batagur baska,ES,A-301.007.002.001,3,CITES ID Manual,General,A-301.007.002.001 Batagur baska_S.pdf
1998,A-301.007.003.001,CITES ID Manual - Batagur borneoensis,EN,,3,CITES ID Manual,General,A-301.007.003.001 Callagur borneoensis_E.pdf
1998,A-301.007.003.001,Manual de identificación de la CITES - Batagur borneoensis,ES,A-301.007.003.001,3,CITES ID Manual,General,A-301.007.003.001 Callagur borneoensis_S.pdf
1998,A-301.007.003.001,Manuel d'identification de la CITES - Batagur borneoensis,FR,A-301.007.003.001,3,CITES ID Manual,General,A-301.007.003.001 Callagur borneoensis_F.pdf
1993,A-301.007.007.002,CITES ID Manual - Glyptemys insculpta,EN,,3,CITES ID Manual,General,A-301.007.007.002 Clemmys insculpta_E.pdf
1985,A-301.007.007.004,CITES ID Manual - Glyptemys muhlenbergii,EN,,3,CITES ID Manual,General,A-301.007.007.004 Clemmys muhlenbergii_E.pdf
1985,A-301.007.007.004,Manual de identificación de la CITES - Glyptemys muhlenbergii,ES,A-301.007.007.004,3,CITES ID Manual,General,A-301.007.007.004 Clemmys muhlenbergii_S.pdf
2003,A-301.007.008.000,CITES ID Manual - Cuora,EN,,3,CITES ID Manual,General,A-301.007.008.000 Simplified key on genus Cuora_E.pdf
2003,A-301.007.008.000,Manual de identificación de la CITES - Cuora,ES,A-301.007.008.000,3,CITES ID Manual,General,A-301.007.008.000 Clave simplificada del género Cuora_S.pdf
2001,A-301.007.008.001,CITES ID Manual - Cuora amboinensis,EN,,3,CITES ID Manual,General,A-301.007.008.001 Cuora amboinensisC_E.pdf
2001,A-301.007.008.001,Manual de identificación de la CITES - Cuora amboinensis,ES,A-301.007.008.001,3,CITES ID Manual,General,A-301.007.008.001 Cuora amboinensis_S.pdf
2001,A-301.007.008.001,Manuel d'identification de la CITES - Cuora amboinensis,FR,A-301.007.008.001,3,CITES ID Manual,General,A-301.007.008.001 Cuora amboinensis_F.pdf
2001,A-301.007.008.002,CITES ID Manual - Cuora aurocapitata,EN,,3,CITES ID Manual,General,A-301.007.008.002 Cuora aurocapitata_E.pdf
2001,A-301.007.008.002,Manual de identificación de la CITES - Cuora aurocapitata,ES,A-301.007.008.002,3,CITES ID Manual,General,A-301.007.008.002 Cuora aurocapitata_S.pdf
2001,A-301.007.008.002,Manuel d'identification de la CITES - Cuora aurocapitata,FR,A-301.007.008.002,3,CITES ID Manual,General,A-301.007.008.002 Cuora aurocapitata_F.pdf
2001,A-301.007.008.003,CITES ID Manual - Cuora flavomarginata,EN,,3,CITES ID Manual,General,A-301.007.008.003 Cuora flavomarginata_E.pdf
2001,A-301.007.008.003,Manual de identificación de la CITES - Cuora flavomarginata,ES,A-301.007.008.003,3,CITES ID Manual,General,A-301.007.008.003 Cuora flavomarginata_S.pdf
2001,A-301.007.008.003,Manuel d'identification de la CITES - Cuora flavomarginata,FR,A-301.007.008.003,3,CITES ID Manual,General,A-301.007.008.003 Cuora flavomarginata_F.pdf
2001,A-301.007.008.004,CITES ID Manual - Cuora galbinifrons,EN,,3,CITES ID Manual,General,A-301.007.008.004 Cuora galbinifrons_E.pdf
2001,A-301.007.008.004,Manual de identificación de la CITES - Cuora galbinifrons,ES,A-301.007.008.004,3,CITES ID Manual,General,A-301.007.008.004 Cuora galbinifrons_S.pdf
2001,A-301.007.008.004,Manuel d'identification de la CITES - Cuora galbinifrons,FR,A-301.007.008.004,3,CITES ID Manual,General,A-301.007.008.004 Cuora galbinifrons_F.pdf
2001,A-301.007.008.005,CITES ID Manual - Cuora mccordi,EN,,3,CITES ID Manual,General,A-301.007.008.005 Cuora mccordi_E.pdf
2001,A-301.007.008.005,Manual de identificación de la CITES - Cuora mccordi,ES,A-301.007.008.005,3,CITES ID Manual,General,A-301.007.008.005 Cuora mccordi_S.pdf
2001,A-301.007.008.005,Manuel d'identification de la CITES - Cuora mccordi,FR,A-301.007.008.005,3,CITES ID Manual,General,A-301.007.008.005 Cuora mccordi_F.pdf
2001,A-301.007.008.006,CITES ID Manual - Cuora pani,EN,,3,CITES ID Manual,General,A-301.007.008.006 Cuora pani_E.pdf
2001,A-301.007.008.006,Manual de identificación de la CITES - Cuora pani,ES,A-301.007.008.006,3,CITES ID Manual,General,A-301.007.008.006 Cuora pani_S.pdf
2001,A-301.007.008.006,Manuel d'identification de la CITES - Cuora pani,FR,A-301.007.008.006,3,CITES ID Manual,General,A-301.007.008.006 Cuora pani_F.pdf
2001,A-301.007.008.007,CITES ID Manual - Cuora trifasciata,EN,,3,CITES ID Manual,General,A-301.007.008.007 Cuora trifasciata_E.pdf
2001,A-301.007.008.007,Manual de identificación de la CITES - Cuora trifasciata,ES,A-301.007.008.007,3,CITES ID Manual,General,A-301.007.008.007 Cuora trifasciata_S.pdf
2001,A-301.007.008.007,Manuel d'identification de la CITES - Cuora trifasciata,FR,A-301.007.008.007,3,CITES ID Manual,General,A-301.007.008.007 Cuora trifasciata_F.pdf
2001,A-301.007.008.008,CITES ID Manual - Cuora yunnanensis,EN,,3,CITES ID Manual,General,A-301.007.008.008 Cuora yunnanensis_E.pdf
2001,A-301.007.008.008,Manual de identificación de la CITES - Cuora yunnanensis,ES,A-301.007.008.008,3,CITES ID Manual,General,A-301.007.008.008 Cuora yunnanensis_S.pdf
2001,A-301.007.008.008,Manuel d'identification de la CITES - Cuora yunnanensis,FR,A-301.007.008.008,3,CITES ID Manual,General,A-301.007.008.008 Cuora yunnanensis_F.pdf
2001,A-301.007.008.009,CITES ID Manual - Cuora zhoui,EN,,3,CITES ID Manual,General,A-301.007.008.009 Cuora zhoui_E.pdf
2001,A-301.007.008.009,Manual de identificación de la CITES - Cuora zhoui,ES,A-301.007.008.009,3,CITES ID Manual,General,A-301.007.008.009 Cuora zhoui_S.pdf
2001,A-301.007.008.009,Manuel d'identification de la CITES - Cuora zhoui,FR,A-301.007.008.009,3,CITES ID Manual,General,A-301.007.008.009 Cuora zhoui_F.pdf
1985,A-301.007.013.001,CITES ID Manual - Geoclemys hamiltonii,EN,,3,CITES ID Manual,General,A-301.007.013.001 Geoclemys hamiltonii_E.pdf
1985,A-301.007.013.001,Manual de identificación de la CITES - Geoclemys hamiltonii,ES,A-301.007.013.001,3,CITES ID Manual,General,A-301.007.013.001 Geoclemys hamiltonii_S.pdf
2005,A-301.007.018.001,CITES ID Manual - Heosemys depressa,EN,,3,CITES ID Manual,General,A-301.007.018.001 Heosemys depressa_EN.pdf
2005,A-301.007.018.002,CITES ID Manual - Heosemys grandis,EN,,3,CITES ID Manual,General,A-301.007.018.002 Heosemys grandis_EN.pdf
2005,A-301.007.018.003,CITES ID Manual - Siebenrockiella leytensis,EN,,3,CITES ID Manual,General,A-301.007.018.003 Heosemys leytensis_EN.pdf
2005,A-301.007.018.004,CITES ID Manual - Heosemys spinosa,EN,,3,CITES ID Manual,General,A-301.007.018.004 Heosemys spinosa_EN.pdf
2005,A-301.007.018.005,CITES ID Manual - Heosemys annandalii,EN,,3,CITES ID Manual,General,A-301.007.018.005 Hieremys annandalii_EN.pdf
2005,A-301.007.019.001,CITES ID Manual - Batagur dhongoka,EN,,3,CITES ID Manual,General,A-301.007.019.001 Kachuga dhongoka_EN.pdf
2005,A-301.007.019.002,CITES ID Manual - Batagur kachuga,EN,,3,CITES ID Manual,General,A-301.007.019.002 Kachuga kachuga_EN.pdf
2005,A-301.007.019.003,CITES ID Manual - Pangshura smithii,EN,,3,CITES ID Manual,General,A-301.007.019.003 Kachuga smithii_EN.pdf
2005,A-301.007.019.004,CITES ID Manual - Pangshura sylhetensis,EN,,3,CITES ID Manual,General,A-301.007.019.004 Kachuga sylhetensis_EN.pdf
2005,A-301.007.019.005,CITES ID Manual - Pangshura tentoria,EN,,3,CITES ID Manual,General,A-301.007.019.005 Kachuga tentoria_EN.pdf
1985,A-301.007.019.005a,CITES ID Manual - Pangshura tecta,EN,,3,CITES ID Manual,General,A-301.007.019.005a Kachuga tecta_E.pdf
1985,A-301.007.019.005a,Manual de identificación de la CITES - Pangshura tecta,ES,A-301.007.019.005a,3,CITES ID Manual,General,A-301.007.019.005a Kachuga tecta tecta_S.pdf
2005,A-301.007.019.006,CITES ID Manual - Batagur trivittata,EN,,3,CITES ID Manual,General,A-301.007.019.006 Kachuga trivittata_EN.pdf
2005,A-301.007.021.005,CITES ID Manual - Mauremys mutica,EN,,3,CITES ID Manual,General,A-301.007.021.005 Mauremys mutica_EN.pdf
1985,A-301.007.023.001,CITES ID Manual - Melanochelys tricarinata,EN,,3,CITES ID Manual,General,A-301.007.023.001 Melanochelys tricarinata_E.pdf
1985,A-301.007.023.001,Manual de identificación de la CITES - Melanochelys tricarinata,ES,A-301.007.023.001,3,CITES ID Manual,General,A-301.007.023.001 Melanochelys tricarinata_S.pdf
1985,A-301.007.024.001,CITES ID Manual - Morenia ocellata,EN,,3,CITES ID Manual,General,A-301.007.024.001 Morenia ocellata_E.pdf
1985,A-301.007.024.001,Manual de identificación de la CITES - Morenia ocellata,ES,A-301.007.024.001,3,CITES ID Manual,General,A-301.007.024.001 Morenia ocellata_S.pdf
2005,A-301.007.026.001,CITES ID Manual - Orlitia borneensis,EN,,3,CITES ID Manual,General,A-301.007.026.001 Orlitia borneensis_EN.pdf
2005,A-301.007.027.005,CITES ID Manual - Cuora mouhotii,EN,,3,CITES ID Manual,General,A-301.007.027.005 Pyxidea mouhotii_EN.pdf
2005,A-301.007.029.010,CITES ID Manual - Leucocephalon yuwonoi,EN,,3,CITES ID Manual,General,A-301.007.029.010 Leucocephalon yuwonoi_EN.pdf
2005,A-301.007.030.001,CITES ID Manual - Siebenrockiella crassicollis,EN,,3,CITES ID Manual,General,A-301.007.030.001 Siebenrockiella crassicollis_EN.pdf
1985,A-301.007.031.002,CITES ID Manual - Terrapene coahuila,EN,,3,CITES ID Manual,General,A-301.007.031.002 Terrapene coahuila_E.pdf
1985,A-301.007.031.002,Manual de identificación de la CITES - Terrapene coahuila,ES,A-301.007.031.002,3,CITES ID Manual,General,A-301.007.031.002 Terrapene coahuila_S.pdf
1985,A-301.009.000.001,CITES ID Manual - Pelomedusidae,EN,,3,CITES ID Manual,General,A-301.009.000.001 Pelomedusidae general notes_E.pdf
1985,A-301.009.000.001,Manual de identificación de la CITES - Pelomedusidae,ES,A-301.009.000.001,3,CITES ID Manual,General,A-301.009.000.001 Pelomedusidae general notes_S.pdf
1985,A-301.009.000.002,CITES ID Manual - Pelomedusidae - Key to juveniles,EN,,3,CITES ID Manual,General,"A-301.009.000 Key to juvenile Erymnochelys, Peltocephalus, Podocnemis_E.pdf"
1985,A-301.009.000.002,Manual de identificación de la CITES - Pelomedusidae - Clave para juveniles,ES,A-301.009.000.002,3,CITES ID Manual,General,"A-301.009.000.002 Key to juvenile Erymnochelys, Peltocephalus, Podocnemis_S.pdf"
1985,A-301.009.001.001,CITES ID Manual - Erymnochelys madagascariensis,EN,,3,CITES ID Manual,General,A-301.009.001.001 Erymnochelys madagascariensis_E.pdf
1985,A-301.009.002.001,CITES ID Manual - Pelomedusa subrufa,EN,,3,CITES ID Manual,General,A-301.009.002.001 Pelomedusa subrufa_E.pdf
1985,A-301.009.002.001,Manual de identificación de la CITES - Pelomedusa subrufa,ES,A-301.009.002.001,3,CITES ID Manual,General,A-301.009.002.001 Pelomedusa subrufa_S.pdf
1985,A-301.009.003.001,CITES ID Manual - Peltocephalus dumerilianus,EN,,3,CITES ID Manual,General,A-301.009.003.001 Peltocephalus dumeriliana_E.pdf
1985,A-301.009.003.001,Manual de identificación de la CITES - Peltocephalus dumerilianus,ES,A-301.009.003.001,3,CITES ID Manual,General,A-301.009.003.001 Peltocephalus tracaxus_S.pdf
1985,A-301.009.004.003,CITES ID Manual - Pelusios castaneus,EN,,3,CITES ID Manual,General,A-301.009.004.003 Pelusios castaneus_E.pdf
1985,A-301.009.004.003,Manual de identificación de la CITES - Pelusios castaneus,ES,A-301.009.004.003,3,CITES ID Manual,General,A-301.009.004.003 Pelusius castaneus_S.pdf
1985,A-301.009.005.001,CITES ID Manual - Podocnemis erythrocephala,EN,,3,CITES ID Manual,General,A-301.009.005.001 Podocnemis erythrocephala_E.pdf
1985,A-301.009.005.002,CITES ID Manual - Podocnemis expansa,EN,,3,CITES ID Manual,General,A-301.009.005.002 Podocnemis expansa_E.pdf
1985,A-301.009.005.002,Manual de identificación de la CITES - Podocnemis expansa,ES,A-301.009.005.002,3,CITES ID Manual,General,A-301.009.005.002 Podocnemis expansa_S.pdf
1985,A-301.009.005.003,CITES ID Manual - Podocnemis lewyana,EN,,3,CITES ID Manual,General,A-301.009.005.003 Podocnemis lewyana_E.pdf
1985,A-301.009.005.003,Manual de identificación de la CITES - Podocnemis lewyana,ES,A-301.009.005.003,3,CITES ID Manual,General,A-301.009.005.003 Podocnemis lewyana_S.pdf
1985,A-301.009.005.004,CITES ID Manual - Podocnemis sextuberculata,EN,,3,CITES ID Manual,General,A-301.009.005.004 Podocnemis sextuberculata_E.pdf
1985,A-301.009.005.004,Manual de identificación de la CITES - Podocnemis sextuberculata,ES,A-301.009.005.004,3,CITES ID Manual,General,A-301.009.005.004 Podocnemis sextuberculata_S.pdf
1985,A-301.009.005.005,CITES ID Manual - Podocnemis unifilis,EN,,3,CITES ID Manual,General,A-301.009.005.005 Podocnemis unifilis_E.pdf
1985,A-301.009.005.005,Manual de identificación de la CITES - Podocnemis unifilis,ES,A-301.009.005.005,3,CITES ID Manual,General,A-301.009.005.005 Podocnemis unifilis_S.pdf
1985,A-301.009.005.006,CITES ID Manual - Podocnemis vogli,EN,,3,CITES ID Manual,General,A-301.009.005.006 Podocnemis vogli_E.pdf
1985,A-301.009.005.006,Manual de identificación de la CITES - Podocnemis vogli,ES,A-301.009.005.006,3,CITES ID Manual,General,A-301.009.005.006 Podocnemis vogli_S.pdf
2005,A-301.010.001.001,CITES ID Manual - Platysternon megacephalum,EN,,3,CITES ID Manual,General,A-301.010.001.001 Platysternon megacephalum_EN.pdf
1980,A-301.011.000.001,CITES ID Manual - Testudinidae - General notes,EN,,3,CITES ID Manual,General,A-301.011.000.001 Testudinidae General Notes_E.pdf
1980,A-301.011.000.001,Manual de identificación de la CITES - Testudinidae - Notas generales,ES,A-301.011.000.001,3,CITES ID Manual,General,A-301.011.000.001 Testudinidae general notes_S.pdf
1980,A-301.011.000.003,CITES ID Manual - Testudinidae,EN,,3,CITES ID Manual,General,A-301.011.000.003 Testudinidae identification aid_E.pdf
1980,A-301.011.000.003,Manual de identificación de la CITES - Testudinidae,ES,A-301.011.000.003,3,CITES ID Manual,General,A-301.011.000.003 Testudinidae identification aid_S.pdf
1980,A-301.011.000.004,Manual de identificación de la CITES - Testudinidae - Tortugas,ES,A-301.011.000.004,3,CITES ID Manual,General,A-301.011.000.004 Testudinidae tortoise identification aid_S.pdf
1980,A-301.011.001.001,CITES ID Manual - Pyxis planicauda,EN,,3,CITES ID Manual,General,A-301.011.001.001 Pyxis planicauda_E.pdf
1980,A-301.011.001.001,Manual de identificación de la CITES - Pyxis planicauda,ES,A-301.011.001.001,3,CITES ID Manual,General,A-301.011.001.001 Acinixys planicauda_S.pdf
1980,A-301.011.002.001,CITES ID Manual - Chersina angulata,EN,,3,CITES ID Manual,General,A-301.011.002.001 Chersina angulata_E.pdf
1980,A-301.011.002.001,Manual de identificación de la CITES - Chersina angulata,ES,A-301.011.002.001,3,CITES ID Manual,General,A-301.011.002.001 Chersina angulata_S.pdf
1980,A-301.011.003.001,CITES ID Manual - Chelonoidis carbonarius,EN,,3,CITES ID Manual,General,A-301.011.003.001 Geochelone carbonaria_E.pdf
1980,A-301.011.003.001,Manual de identificación de la CITES - Chelonoidis carbonarius,ES,A-301.011.003.001,3,CITES ID Manual,General,A-301.011.003.001 Geochelone carbonaria_S.pdf
1980,A-301.011.003.002,CITES ID Manual - Chelonoidis chilensis,EN,,3,CITES ID Manual,General,A-301.011.003.002 Geochelone chilensis_E.pdf
1980,A-301.011.003.002,Manual de identificación de la CITES - Chelonoidis chilensis,ES,A-301.011.003.002,3,CITES ID Manual,General,A-301.011.003.002 Geochelone chilensis_S.pdf
1980,A-301.011.003.003,CITES ID Manual - Chelonoidis denticulatus,EN,,3,CITES ID Manual,General,A-301.011.003.003 Geochelone denticulata_E.pdf
1980,A-301.011.003.003,Manual de identificación de la CITES - Chelonoidis denticulatus,ES,A-301.011.003.003,3,CITES ID Manual,General,A-301.011.003.003 Geochelone denticulata_S.pdf
1980,A-301.011.003.004,CITES ID Manual - Geochelone elegans,EN,,3,CITES ID Manual,General,A-301.011.003.004 Geochelone elegans_E.pdf
1980,A-301.011.003.004,Manual de identificación de la CITES - Geochelone elegans,ES,A-301.011.003.004,3,CITES ID Manual,General,A-301.011.003.004 Geochelone elegans_S.pdf
1980,A-301.011.003.005,CITES ID Manual - Chelonoidis niger,EN,,3,CITES ID Manual,General,A-301.011.003.005 Geochelone elephantopus_E.pdf
1980,A-301.011.003.005,Manual de identificación de la CITES - Chelonoidis niger,ES,A-301.011.003.005,3,CITES ID Manual,General,A-301.011.003.005 Geochelone elephantopus_S.pdf
1980,A-301.011.003.006,CITES ID Manual - Indotestudo elongata,EN,,3,CITES ID Manual,General,A-301.011.003.006 Indotestudo elongata_E.pdf
1980,A-301.011.003.006,Manual de identificación de la CITES - Indotestudo elongata,ES,A-301.011.003.006,3,CITES ID Manual,General,A-301.011.003.006 Indotestudo elongata_S.pdf
1980,A-301.011.003.007,CITES ID Manual - Manouria emys,EN,,3,CITES ID Manual,General,A-301.011.003.007 Geochelone emys_E.pdf
1980,A-301.011.003.007,Manual de identificación de la CITES - Manouria emys,ES,A-301.011.003.007,3,CITES ID Manual,General,A-301.011.003.007 Geochelone emys_S.pdf
1980,A-301.011.003.008,CITES ID Manual - Indotestudo forstenii,EN,,3,CITES ID Manual,General,A-301.011.003.008 Geochelone forstenii_E.pdf
1980,A-301.011.003.008,Manual de identificación de la CITES - Indotestudo forstenii,ES,A-301.011.003.008,3,CITES ID Manual,General,A-301.011.003.008 Geochelone forstenii_S.pdf
1980,A-301.011.003.009,CITES ID Manual - Aldabrachelys gigantea,EN,,3,CITES ID Manual,General,A-301.011.003.009 Geochelone gigantea_E.pdf
1980,A-301.011.003.010,CITES ID Manual - Manouria impressa,EN,,3,CITES ID Manual,General,A-301.011.003.010 Manouria impressa_E.pdf
1980,A-301.011.003.010,Manual de identificación de la CITES - Manouria impressa,ES,A-301.011.003.010,3,CITES ID Manual,General,A-301.011.003.010 Geochelone impressa_S.pdf
1980,A-301.011.003.011,CITES ID Manual - Stigmochelys pardalis,EN,,3,CITES ID Manual,General,A-301.011.003.011 Geochelone pardalis_E.pdf
1980,A-301.011.003.011,Manual de identificación de la CITES - Stigmochelys pardalis,ES,A-301.011.003.011,3,CITES ID Manual,General,A-301.011.003.011 Geochelone pardalis_S.pdf
1980,A-301.011.003.012,CITES ID Manual - Geochelone platynota,EN,,3,CITES ID Manual,General,A-301.011.003.012 Geochelone platynota_E.pdf
1980,A-301.011.003.012,Manual de identificación de la CITES - Geochelone platynota,ES,A-301.011.003.012,3,CITES ID Manual,General,A-301.011.003.012 Geochelone platynota_S.pdf
1980,A-301.011.003.013,CITES ID Manual - Astrochelys radiata,EN,,3,CITES ID Manual,General,A-301.011.003.013 Geochelone radiata_E.pdf
1980,A-301.011.003.013,Manual de identificación de la CITES - Astrochelys radiata,ES,A-301.011.003.013,3,CITES ID Manual,General,A-301.011.003.013 Geochelone radiata_S.pdf
1980,A-301.011.003.014,CITES ID Manual - Centrochelys sulcata,EN,,3,CITES ID Manual,General,A-301.011.003.014 Geochelone sulcata_E.pdf
1980,A-301.011.003.014,Manual de identificación de la CITES - Centrochelys sulcata,ES,A-301.011.003.014,3,CITES ID Manual,General,A-301.011.003.014 Geochelone sulcata_S.pdf
1980,A-301.011.003.015,CITES ID Manual - Indotestudo travancorica,EN,,3,CITES ID Manual,General,A-301.011.003.015 Geochelone travancorica_E.pdf
1980,A-301.011.003.015,Manual de identificación de la CITES - Indotestudo travancorica,ES,,3,CITES ID Manual,General,A-301.011.003.015 Geochelone travancorica_S.pdf
1980,A-301.011.003.016,CITES ID Manual - Astrochelys yniphora,EN,,3,CITES ID Manual,General,A-301.011.003.016 Geochelone yniphora_E.pdf
1980,A-301.011.003.016,Manual de identificación de la CITES - Astrochelys yniphora,ES,A-301.011.003.016,3,CITES ID Manual,General,A-301.011.003.016 Geochelone yniphora_S.pdf
1980,A-301.011.004.001,CITES ID Manual - Gopherus agassizii,EN,,3,CITES ID Manual,General,A-301.011.004.001 Gopherus agassizii_E.pdf
1980,A-301.011.004.001,Manual de identificación de la CITES - Gopherus agassizii,ES,A-301.011.004.001,3,CITES ID Manual,General,A-301.011.004.001 Gopherus agassizii_S.pdf
1980,A-301.011.004.002,CITES ID Manual - Gopherus berlandieri,EN,,3,CITES ID Manual,General,A-301.011.004.002 Gopherus berlandieri_E.pdf
1980,A-301.011.004.002,Manual de identificación de la CITES - Gopherus berlandieri,ES,A-301.011.004.002,3,CITES ID Manual,General,A-301.011.004.002 Gopherus berlandieri_S.pdf
1980,A-301.011.004.003,CITES ID Manual - Gopherus flavomarginatus,EN,,3,CITES ID Manual,General,A-301.011.004.003 Gopherus flavomarginatus_E.pdf
