Scientific name,Rank,RecID,ParentRank,Parent recID,Status,Species Author,notes,ReferenceIDs,Designation,AcceptedRank,AcceptedRecID
Aburria,Genus,30000,Family,217,S,,,,"CITES,EU",Genus,3808
Aburria,Genus,30000,Family,217,S,,,,"CITES,EU",Genus,3808
Acanthis,Genus,30001,Family,318,S,,,,"CITES,EU",Genus,792
Acanthis,Genus,30001,Family,318,S,,,,"CITES,EU",Genus,792
Acanthis,Genus,30001,Family,318,S,,,,"CITES,EU",Genus,792
Acanthis,Genus,30001,Family,318,S,,,,"CITES,EU",Genus,792
Acanthis,Genus,30001,Family,318,S,,,,"CITES,EU",Genus,792
Acanthocyathus,Genus,30002,Family,146,S,,,,"CITES,EU",Genus,809
Acanthocyathus,Genus,30002,Family,146,S,,,,"CITES,EU",Genus,809
Acanthocyathus,Genus,30002,Family,146,S,,,,"CITES,EU",Genus,809
Acanthocyathus,Genus,30002,Family,146,S,,,,"CITES,EU",Genus,809
Acanthopora,Genus,30003,Family,311,S,,,,"CITES,EU",Genus,1513
Acestrura,Genus,30004,Family,828,S,,,,"CITES,EU",Genus,889
Acestrura,Genus,30004,Family,828,S,,,,"CITES,EU",Genus,889
Acestrura,Genus,30004,Family,828,S,,,,"CITES,EU",Genus,889
Acestrura,Genus,30004,Family,828,S,,,,"CITES,EU",Genus,889
Acestrura,Genus,30004,Family,828,S,,,,"CITES,EU",Genus,889
Acinixys,Genus,30005,Family,801,S,,,,"CITES,EU",Genus,4174
Acomus,Genus,30006,Family,613,S,,,,"CITES,EU",Genus,2627
Acridophaga,Genus,30007,Family,853,S,,,,"CITES,EU",Genus,5064
Acrocodia,Genus,30008,Family,792,S,,,,"CITES,EU",Genus,4726
Actitis,Genus,30009,Family,733,S,,,,"CITES,EU,CMS",Genus,4911
Actitis,Genus,30009,Family,733,S,,,,"CITES,EU,CMS",Genus,4911
Actodromas,Genus,30010,Family,733,S,,,,"EU,CMS",Genus,711
Adamastor,Genus,30011,Family,670,S,,,,"CMS,CMS-ACAP",Genus,3993
Adelochelys,Genus,30012,Family,7134,S,,,,"CITES,EU",Genus,3397
Adelphobates,Genus,30013,Family,247,S,,,,"CITES,EU",Genus,1358
Adelphobates,Genus,30013,Family,247,S,,,,"CITES,EU",Genus,1358
Adelphobates,Genus,30013,Family,247,S,,,,"CITES,EU",Genus,1358
Adelphobates,Genus,30013,Family,247,S,,,,"CITES,EU",Genus,1358
Adenota,Genus,30014,Family,108,S,,,,"CITES,EU",Genus,2359
Aegialitis,Genus,30015,Family,169,S,,,,"EU,CMS",Genus,911
Aestrelata,Genus,30016,Family,670,S,,,,"EU,CMS",Genus,4117
Aetheoptera,Genus,30017,Family,574,S,,,,"CITES,EU",Genus,3399
Aetheoptera,Genus,30017,Family,574,S,,,,"CITES,EU",Genus,3399
Afribyx,Genus,30018,Family,169,S,,,,"EU,CMS",Genus,5043
Agama,Genus,30019,Family,21,S,,,,CITES,Genus,6548
Agapeta,Genus,30020,Family,828,S,,,,"CITES,EU",Genus,2040
Agariciella,Genus,30021,Family,22,S,,,,"CITES,EU",Genus,1827
Agariciella,Genus,30021,Family,22,S,,,,"CITES,EU",Genus,2516
Agehana,Genus,30022,Family,574,S,,,,"CITES,EU",Genus,3512
Agelaius,Genus,30023,Family,404,S,,,,"CITES,EU",Genus,7925
Agouti,Genus,30024,Family,24,S,,,,"CITES,EU",Genus,6350
Agriocharis,Genus,30025,Family,613,S,,,,"CITES,EU",Genus,6643
Agrionemys,Genus,30026,Family,801,S,,,,"CITES,EU",Genus,4767
Agyrtria,Genus,30027,Family,828,S,,,,"CITES,EU",Genus,187
Agyrtria,Genus,30027,Family,828,S,,,,"CITES,EU",Genus,187
Agyrtria,Genus,30027,Family,828,S,,,,"CITES,EU",Genus,187
Agyrtria,Genus,30027,Family,828,S,,,,"CITES,EU",Genus,187
Agyrtria,Genus,30027,Family,828,S,,,,"CITES,EU",Genus,187
Agyrtria,Genus,30027,Family,828,S,,,,"CITES,EU",Genus,187
Agyrtria,Genus,30027,Family,828,S,,,,"CITES,EU",Genus,187
Agyrtria,Genus,30027,Family,828,S,,,,"CITES,EU",Genus,187
Agyrtria,Genus,30027,Family,828,S,,,,"CITES,EU",Genus,187
Agyrtria,Genus,30027,Family,828,S,,,,"CITES,EU",Genus,187
Aithurus,Genus,30028,Family,828,S,,,,"CITES,EU",Genus,4923
Akialoa,Genus,30029,Family,267,S,,,,EU,Genus,2061
Alauda,Genus,30030,Family,27,S,,,,EU,Genus,1987
Alcyone,Genus,30031,Family,27,S,,,,EU,Genus,136
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4579
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4634
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4634
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4634
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4636
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4636
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4636
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4636
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4636
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4636
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4636
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4636
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4636
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4636
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4636
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4636
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4636
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4636
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4636
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4636
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4636
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4636
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4636
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4636
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4636
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4636
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4636
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4636
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4636
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4636
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4636
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4636
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4636
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4636
Allopora,Genus,30032,Family,778,S,,,,"CITES,EU",Genus,4636
Amazilius,Genus,30033,Family,828,S,,,,"CITES,EU",Genus,187
Amblonyx,Genus,30034,Family,1,S,,,,"CITES,EU",Genus,318
Amietophrynus,Genus,30035,Family,118,S,,,,"CITES,EU",Genus,668
Amoropsittaca,Genus,30036,Family,683,S,,,,"CITES,EU",Genus,12653
Amphelia,Genus,30037,Family,554,S,,,,"CITES,EU",Genus,2715
Amphelia,Genus,30037,Family,554,S,,,,"CITES,EU",Genus,2715
Amphihelia,Genus,30038,Family,249,S,,,,"CITES,EU",Genus,1582
Amphihelia,Genus,30038,Family,249,S,,,,"CITES,EU",Genus,1582
Amphihelia,Genus,30038,Family,554,S,,,,"CITES,EU",Genus,2715
Amphihelia,Genus,30038,Family,554,S,,,,"CITES,EU",Genus,2715
Amphihelia,Genus,30038,Family,554,S,,,,"CITES,EU",Genus,2715
Ancistrodon,Genus,30039,Family,853,S,,,,EU,Genus,5193
Andinobates,Genus,30040,Family,247,S,,,,"CITES,EU",Genus,1358
Andinobates,Genus,30040,Family,247,S,,,,"CITES,EU",Genus,1358
Andinobates,Genus,30040,Family,247,S,,,,"CITES,EU",Genus,1358
Andinobates,Genus,30040,Family,247,S,,,,"CITES,EU",Genus,1358
Andinobates,Genus,30040,Family,247,S,,,,"CITES,EU",Genus,1358
Andinobates,Genus,30040,Family,247,S,,,,"CITES,EU",Genus,1358
Andinobates,Genus,30040,Family,247,S,,,,"CITES,EU",Genus,1358
Andinobates,Genus,30040,Family,247,S,,,,"CITES,EU",Genus,1358
Andinobates,Genus,30040,Family,247,S,,,,"CITES,EU",Genus,1358
Andinobates,Genus,30040,Family,247,S,,,,"CITES,EU",Genus,1358
Andinobates,Genus,30040,Family,247,S,,,,"CITES,EU",Genus,1358
Angia,Genus,30041,Family,715,S,,,,"CITES,EU",Genus,1242
Angia,Genus,30041,Family,715,S,,,,"CITES,EU",Genus,1242
Angia,Genus,30041,Family,715,S,,,,"CITES,EU",Genus,1242
Angia,Genus,30041,Family,715,S,,,,"CITES,EU",Genus,1242
Anguis,Genus,30042,Family,106,S,,,,"CITES,EU",Genus,7527
Anguis,Genus,30042,Family,106,S,,,,"CITES,EU",Genus,1660
Anguis,Genus,30042,Family,106,S,,,,"CITES,EU",Genus,1660
Anguis,Genus,30042,Family,106,S,,,,"CITES,EU",Genus,1660
Anisopsammia,Genus,30043,Family,249,S,,,,"CITES,EU",Genus,1582
Anisopsammia,Genus,30043,Family,249,S,,,,"CITES,EU",Genus,1582
Annamemys,Genus,30044,Family,7134,S,,,,"CITES,EU",Genus,2765
Anoa,Genus,30045,Family,108,S,,,,"CITES,EU",Genus,658
Anoa,Genus,30045,Family,108,S,,,,"CITES,EU",Genus,658
Anoa,Genus,30045,Family,108,S,,,,"CITES,EU",Genus,658
Anomalophrys,Genus,30046,Family,169,S,,,,"EU,CMS",Genus,5043
Anomalurops,Genus,30047,Family,53,S,,,,"CITES,EU",Genus,278
Antaceus,Genus,30048,Family,9,S,,,,"CITES,EU",Genus,43
Antaceus,Genus,30048,Family,9,S,,,,"CITES,EU",Genus,43
Antaceus,Genus,30048,Family,9,S,,,,"CITES,EU",Genus,43
Antaceus,Genus,30048,Family,9,S,,,,"CITES,EU",Genus,43
Antaceus,Genus,30048,Family,9,S,,,,"CITES,EU",Genus,43
Anthophyllum,Genus,30049,Family,146,S,,,,"CITES,EU",Genus,809
Anthophyllum,Genus,30049,Family,320,S,,,,"CITES,EU",Genus,1796
Anthophyllum,Genus,30049,Family,554,S,,,,"CITES,EU",Genus,1806
Anthophyllum,Genus,30049,Family,554,S,,,,"CITES,EU",Genus,1806
Antillia,Genus,30050,Family,514,S,,,,"CITES,EU",Genus,1290
Antillia,Genus,30050,Family,514,S,,,,"CITES,EU",Genus,1290
Antillia,Genus,30050,Family,514,S,,,,"CITES,EU",Genus,1290
Antillia,Genus,30050,Family,819,S,,,,"CITES,EU",Genus,4880
Antillia,Genus,30050,Family,819,S,,,,"CITES,EU",Genus,4880
Antillia,Genus,30050,Family,819,S,,,,"CITES,EU",Genus,4880
Antillia,Genus,30050,Family,819,S,,,,"CITES,EU",Genus,4880
Antillia,Genus,30050,Family,819,S,,,,"CITES,EU",Genus,4880
Antillia,Genus,30050,Family,819,S,,,,"CITES,EU",Genus,4880
Antillia,Genus,30050,Family,819,S,,,,"CITES,EU",Genus,4880
Antillophyllia,Genus,30051,Family,819,S,,,,"CITES,EU",Genus,4880
Aphanius,Genus,30052,Family,236,S,,,,EU,Genus,2368
Aphrastrea,Genus,30053,Family,311,S,,,,"CITES,EU",Genus,1757
Aplopelia,Genus,30054,Family,205,S,,,,"CITES,EU",Genus,1115
Aporoscelis,Genus,30055,Family,21,S,,,,"CITES,EU",Genus,5027
Arabitragus,Genus,30056,Family,108,S,,,,EU,Genus,2070
Arara,Genus,30057,Family,683,S,,,,"CITES,EU",Genus,12653
Arboricola,Genus,30058,Family,613,S,,,,"CITES,EU",Genus,368
Arboricola,Genus,30058,Family,613,S,,,,"CITES,EU",Genus,368
Arboricola,Genus,30058,Family,613,S,,,,"CITES,EU",Genus,368
Arboricola,Genus,30058,Family,613,S,,,,"CITES,EU",Genus,368
Archaius,Genus,30059,Family,167,S,,,,"CITES,EU",Genus,7174
Archibuteo,Genus,30060,Family,5,S,,,,"CITES,EU",Genus,682
Archohelia,Genus,30061,Family,554,S,,,,"CITES,EU",Genus,18886
Arctophoca,Genus,30062,Family,568,S,,,,"CITES,EU",Genus,381
Ardeirallus,Genus,30063,Family,67,S,,,,"EU,CMS",Genus,2315
Ardetta,Genus,30064,Family,67,S,,,,"EU,CMS",Genus,2315
Arena,Genus,30065,Family,828,S,,,,"CITES,EU",Genus,187
Argus,Genus,30066,Family,613,S,,,,"CITES,EU",Genus,4230
Armandia,Genus,30067,Family,574,S,,,,"CITES,EU",Genus,573
Armandia,Genus,30067,Family,574,S,,,,"CITES,EU",Genus,573
Armandia,Genus,30067,Family,574,S,,,,"CITES,EU",Genus,573
Aspidoboa,Genus,30068,Family,969,S,,,,"CITES,EU",Genus,4171
Aspidonectes,Genus,30069,Family,826,S,,,,"CITES,EU",Genus,4913
Aspidopython,Genus,30070,Family,969,S,,,,"CITES,EU",Genus,2987
Aspilus,Genus,30071,Family,826,S,,,,"CITES,EU",Genus,227
Aspilus,Genus,30071,Family,826,S,,,,"CITES,EU",Genus,421
Asteroseris,Genus,30072,Family,22,S,,,,"CITES,EU",Genus,1827
Asterosmilia,Genus,30073,Family,146,S,,,,"CITES,EU",Genus,281
Asterosmilia,Genus,30073,Family,146,S,,,,"CITES,EU",Genus,281
Asterosmilia,Genus,30073,Family,146,S,,,,"CITES,EU",Genus,281
Astrea,Genus,30074,Family,15,S,,,,"CITES,EU",Genus,55
Astrea,Genus,30074,Family,663,S,,,,"CITES,EU",Genus,176
Astrea,Genus,30074,Family,15,S,,,,"CITES,EU",Genus,436
Astrea,Genus,30074,Family,15,S,,,,"CITES,EU",Genus,436
Astrea,Genus,30074,Family,15,S,,,,"CITES,EU",Genus,436
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,517
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1299
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1299
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1418
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1418
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1418
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1513
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1756
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1756
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1756
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1756
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1756
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1756
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1756
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1756
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1756
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1756
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1756
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1756
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1756
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1756
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1756
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1756
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1757
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1757
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1757
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1757
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1757
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1757
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1757
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1757
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1910
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1910
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1910
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1910
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1910
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1910
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1910
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1910
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1910
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,1910
Astrea,Genus,30074,Family,663,S,,,,"CITES,EU",Genus,1914
Astrea,Genus,30074,Family,514,S,,,,"CITES,EU",Genus,2305
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,2494
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,2494
Astrea,Genus,30074,Family,651,S,,,,"CITES,EU",Genus,2714
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,2978
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,2978
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,2978
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,2978
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,2978
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,2978
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,2978
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,2978
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,2978
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,2978
Astrea,Genus,30074,Family,514,S,,,,"CITES,EU",Genus,3020
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,3439
Astrea,Genus,30074,Family,22,S,,,,"CITES,EU",Genus,3607
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,3871
Astrea,Genus,30074,Family,311,S,,,,"CITES,EU",Genus,4478
Astrea,Genus,30074,Family,82,S,,,,"CITES,EU",Genus,4588
Astrea,Genus,30074,Family,249,S,,,,"CITES,EU",Genus,4969
Astrea,Genus,30074,Family,514,S,,,,"CITES,EU",Genus,17
Astrocoenia,Genus,30075,Family,82,S,,,,"CITES,EU",Genus,4637
Astrocoenia,Genus,30075,Family,651,S,,,,"CITES,EU",Genus,2714
Astropsammia,Genus,30076,Family,249,S,,,,"CITES,EU",Genus,4962
Astroria,Genus,30077,Family,311,S,,,,"CITES,EU",Genus,3845
Astroria,Genus,30077,Family,311,S,,,,"CITES,EU",Genus,3845
Astroria,Genus,30077,Family,311,S,,,,"CITES,EU",Genus,3845
Astroria,Genus,30077,Family,311,S,,,,"CITES,EU",Genus,3845
Astroria,Genus,30077,Family,311,S,,,,"CITES,EU",Genus,3845
Astur,Genus,30078,Family,5,S,,,,"CITES,EU",Genus,31
Astur,Genus,30078,Family,5,S,,,,"CITES,EU",Genus,31
Astur,Genus,30078,Family,5,S,,,,"CITES,EU",Genus,31
Astur,Genus,30078,Family,5,S,,,,"CITES,EU",Genus,31
Astur,Genus,30078,Family,5,S,,,,"CITES,EU",Genus,31
Astur,Genus,30078,Family,5,S,,,,"CITES,EU",Genus,31
Astur,Genus,30078,Family,5,S,,,,"CITES,EU",Genus,31
Astur,Genus,30078,Family,5,S,,,,"CITES,EU",Genus,31
Astur,Genus,30078,Family,5,S,,,,"CITES,EU",Genus,31
Astur,Genus,30078,Family,5,S,,,,"CITES,EU",Genus,31
Astur,Genus,30078,Family,5,S,,,,"CITES,EU",Genus,1486
Astur,Genus,30078,Family,5,S,,,,"CITES,EU",Genus,1658
Astur,Genus,30078,Family,5,S,,,,"CITES,EU",Genus,2119
Astur,Genus,30078,Family,310,S,,,,"CITES,EU",Genus,2890
Astur,Genus,30078,Family,5,S,,,,"CITES,EU",Genus,5033
Astylus,Genus,30079,Family,778,S,,,,"CITES,EU",Genus,440
Atagen,Genus,30080,Family,317,S,,,,"CITES,EU,CMS-AEWA",Genus,1789
Atropos,Genus,30081,Family,853,S,,,,"CITES,EU",Genus,7429
Australiasis,Genus,30082,Family,969,S,,,,"CITES,EU",Genus,2987
Australiasis,Genus,30082,Family,969,S,,,,"CITES,EU",Genus,2987
Australiasis,Genus,30082,Family,969,S,,,,"CITES,EU",Genus,2987
Australiasis,Genus,30082,Family,969,S,,,,"CITES,EU",Genus,4171
Australophocaena,Genus,30083,Family,619,S,,,,"CITES,EU",Genus,3742
Avocettula,Genus,30084,Family,828,S,,,,"CITES,EU",Genus,299
Axhelia,Genus,30085,Family,651,S,,,,"CITES,EU",Genus,2714
Axhelia,Genus,30085,Family,651,S,,,,"CITES,EU",Genus,2714
Axohelia,Genus,30086,Family,651,S,,,,"CITES,EU",Genus,2714
Axohelia,Genus,30086,Family,651,S,,,,"CITES,EU",Genus,2714
Axohelia,Genus,30086,Family,651,S,,,,"CITES,EU",Genus,2714
Axohelia,Genus,30086,Family,651,S,,,,"CITES,EU",Genus,2714
Axolotes,Genus,30087,Family,35,S,,,,"CITES,EU",Genus,200
Axolotl,Genus,30088,Family,35,S,,,,"CITES,EU",Genus,200
Axolotus,Genus,30089,Family,35,S,,,,"CITES,EU",Genus,200
Bambusicola,Genus,30090,Family,613,S,,,,"CITES,EU",Genus,368
Banksianus,Genus,30091,Family,683,S,,,,"CITES,EU",Genus,4107
Bantamia,Genus,30092,Family,514,S,,,,"CITES,EU",Genus,589
Bartlettia,Genus,30093,Family,7135,S,,,,"CITES,EU",Genus,3899
Baryastrea,Genus,30094,Family,311,S,,,,"CITES,EU",Genus,2494
Bathyactis,Genus,30095,Family,319,S,,,,"CITES,EU",Genus,1797
Bathyactis,Genus,30095,Family,319,S,,,,"CITES,EU",Genus,1797
Bathyactis,Genus,30095,Family,319,S,,,,"CITES,EU",Genus,1797
Bathyactis,Genus,30095,Family,319,S,,,,"CITES,EU",Genus,1797
Bathyactis,Genus,30095,Family,319,S,,,,"CITES,EU",Genus,1797
Bathyactis,Genus,30095,Family,319,S,,,,"CITES,EU",Genus,1797
Bathyactis,Genus,30095,Family,319,S,,,,"CITES,EU",Genus,1797
Bathysiredon,Genus,30096,Family,35,S,,,,"CITES,EU",Genus,200
Bathytrochus,Genus,30097,Family,319,S,,,,"CITES,EU",Genus,1797
Batotrochus,Genus,30098,Family,945,S,,,,"CITES,EU",Genus,4886
Batrachemys,Genus,30099,Family,172,S,,,,EU,Genus,3760
Batrachemys,Genus,30099,Family,172,S,,,,EU,Genus,3760
Bebrornis,Genus,30100,Family,512,S,,,,"CITES,EU,CMS",Genus,51
Bellia,Genus,30101,Family,7134,S,,,,"CITES,EU",Genus,3397
Bellia,Genus,30101,Family,7134,S,,,,"CITES,EU",Genus,7234
Belonopterus,Genus,30102,Family,169,S,,,,"EU,CMS",Genus,5043
Bernicla,Genus,30103,Family,43,S,,,,"CITES,EU",Genus,5469
Biflabellum,Genus,30104,Family,314,S,,,,"CITES,EU",Genus,2975
Bikiniastrea,Genus,30105,Family,311,S,,,,"CITES,EU",Genus,517
Blastosmilia,Genus,30106,Family,146,S,,,,"CITES,EU",Genus,281
Boella,Genus,30107,Family,106,S,,,,"CITES,EU",Genus,1611
Boiruna,Genus,30108,Family,204,S,,,,"CITES,EU",Genus,1054
Boocercus,Genus,30109,Family,108,S,,,,"CITES,EU",Genus,4882
Bothriopsis,Genus,30110,Family,853,S,,,,"CITES,EU",Genus,6021
Bothriopsis,Genus,30110,Family,853,S,,,,"CITES,EU",Genus,7429
Bothriopsis,Genus,30110,Family,853,S,,,,"CITES,EU",Genus,7429
Botryphyllia,Genus,30111,Family,146,S,,,,"CITES,EU",Genus,1714
Bourcieria,Genus,30112,Family,828,S,,,,"CITES,EU",Genus,1086
Brachypelmides,Genus,30113,Family,807,S,,,,"CITES,EU",Genus,633
Brachypelmides,Genus,30113,Family,807,S,,,,"CITES,EU",Genus,633
Broghammerus,Genus,30114,Family,969,S,,,,"CITES,EU",Genus,4171
Broghammerus,Genus,30114,Family,969,S,,,,"CITES,EU",Genus,4171
Broghammerus,Genus,30114,Family,969,S,,,,"CITES,EU",Genus,4171
Broghammerus,Genus,30114,Family,969,S,,,,"CITES,EU",Genus,4171
Bucanetes,Genus,30115,Family,318,S,,,,"CITES,EU",Genus,4265
Bucanetes,Genus,30115,Family,318,S,,,,"CITES,EU",Genus,4265
Burmeisteria,Genus,30116,Family,241,S,,,,EU,Genus,8068
Butreron,Genus,30117,Family,205,S,,,,"CITES,EU",Genus,4887
Calamita,Genus,30118,Family,247,S,,,,"CITES,EU",Genus,1358
Calathiscus,Genus,30119,Family,663,S,,,,"CITES,EU",Genus,19836
Callagur,Genus,30120,Family,7134,S,,,,"CITES,EU",Genus,532
Callagur,Genus,30120,Family,7134,S,,,,"CITES,EU",Genus,532
Calliptilus,Genus,30121,Family,7109,S,,,,"CITES,EU",Genus,5063
Callogyra,Genus,30122,Family,819,S,,,,"CITES,EU",Genus,4880
Calophasis,Genus,30123,Family,613,S,,,,"CITES,EU",Genus,4683
Calophasis,Genus,30123,Family,613,S,,,,"CITES,EU",Genus,4683
Calyptoprymnus,Genus,30124,Family,213,S,,,,"CITES,EU",Genus,1157
Camaeleon,Genus,30125,Family,167,S,,,,"CITES,EU",Genus,7174
Caouana,Genus,30126,Family,173,S,,,,"CITES,EU",Genus,794
Capella,Genus,30127,Family,733,S,,,,"EU,CMS",Genus,1817
Capella,Genus,30127,Family,733,S,,,,"EU,CMS",Genus,1817
Capella,Genus,30127,Family,733,S,,,,"EU,CMS",Genus,1817
Capella,Genus,30127,Family,733,S,,,,"EU,CMS",Genus,1817
Capella,Genus,30127,Family,733,S,,,,"EU,CMS",Genus,1817
Capella,Genus,30127,Family,733,S,,,,"EU,CMS",Genus,1817
Capella,Genus,30127,Family,733,S,,,,"EU,CMS",Genus,1817
Capella,Genus,30127,Family,733,S,,,,"EU,CMS",Genus,1817
Capella,Genus,30127,Family,733,S,,,,"EU,CMS",Genus,1817
Capella,Genus,30127,Family,733,S,,,,"EU,CMS",Genus,1817
Capromys,Genus,30128,Family,140,S,,,,EU,Genus,1840
Capromys,Genus,30128,Family,140,S,,,,EU,Genus,1840
Carcharias,Genus,30129,Family,420,S,,,,"CITES,EU",Genus,787
Carcharias,Genus,30129,Family,420,S,,,,"CITES,EU",Genus,787
Carcharias,Genus,30129,Family,420,S,,,,"CITES,EU",Genus,787
Carcharias,Genus,30129,Family,420,S,,,,"CITES,EU",Genus,787
Carcharias,Genus,30129,Family,420,S,,,,"CITES,EU",Genus,787
Carcharias,Genus,30129,Family,420,S,,,,"CITES,EU",Genus,787
Carphibis,Genus,30130,Family,809,S,,,,"CITES,EU",Genus,4819
Carpophaga,Genus,30131,Family,205,S,,,,"CITES,EU",Genus,1115
Carpophaga,Genus,30131,Family,205,S,,,,"CITES,EU",Genus,1222
Carpophaga,Genus,30131,Family,205,S,,,,"CITES,EU",Genus,1489
Carpophaga,Genus,30131,Family,205,S,,,,"CITES,EU",Genus,1489
Carpophaga,Genus,30131,Family,205,S,,,,"CITES,EU",Genus,1489
