Name,Rank,RecID,ParentRank,ParentRecID,Status,Author,Notes,Designation
exserta,Species,29559,Genus,2325,A,"Cairns, 1995",,"CITES,EU"
fusca,Species,29560,Genus,2325,A,"(Vaughan, 1907)",,"CITES,EU"
angustum,Species,29561,Genus,4954,A,"Cairns & Zibrowius, 1997",,"CITES,EU"
mortenseni,Species,29562,Genus,4954,A,"Cairns & Zibrowius, 1997",,"CITES,EU"
vanuatu,Species,29563,Genus,4954,A,"(Wells, 1984)",,"CITES,EU"
vigintifarium,Species,29564,Genus,4954,A,"Cairns, 1999",,"CITES,EU"
carinata,Species,29565,Genus,504,A,"(Semper, 1872)",,"CITES,EU"
crassiseptum,Species,29566,Genus,504,A,"Cairns & Zibrowius, 1997",,"CITES,EU"
gemma,Species,29567,Genus,504,A,"(Moseley, 1881)",,"CITES,EU"
generatrix,Species,29568,Genus,504,A,"Cairns & Zibrowius, 1997",,"CITES,EU"
parvula,Species,29570,Genus,504,A,"Moseley, 1881",,"CITES,EU"
serrata,Species,29571,Genus,504,A,"Cairns & Zibrowius, 1997",,"CITES,EU"
tenuis,Species,29572,Genus,504,A,"van der Horst, 1922",,"CITES,EU"
cornucopia,Species,29576,Genus,1533,A,"(Pourtalès, 1871)",,"CITES,EU"
serpentina,Species,29577,Genus,1533,A,"(Vaughan, 1907)",,"CITES,EU"
bulbosa,Species,29578,Genus,1586,A,"Cairns & Zibrowius, 1997",,"CITES,EU"
crassa,Species,29579,Genus,2513,A,"van der Horst, 1922",,"CITES,EU"
eburnea,Species,29582,Genus,2483,A,"(Calvet, 1903)",,"CITES,EU"
vignei,Species,29583,Genus,3442,A,"Blyth, 1841",,"CITES,EU"
stejnegeri,Species,29605,Genus,1278,A,"Barbour & Noble, 1916",,"CITES,EU"
amakusensis,Species,29629,Genus,17,A,"Veron, 1990",,"CITES,EU"
bowerbanki,Species,29631,Genus,17,A,"Milne Edwards & Haime, 1857",,"CITES,EU"
echinata,Species,29632,Genus,17,A,"(Dana, 1846)",,"CITES,EU"
hemprichii,Species,29633,Genus,17,A,"(Ehrenberg, 1834)",,"CITES,EU"
hillae,Species,29634,Genus,17,A,"Wells, 1955",,"CITES,EU"
ishigakiensis,Species,29635,Genus,17,A,"Veron, 1990",,"CITES,EU"
lordhowensis,Species,29636,Genus,17,A,"Veron & Pichon, 1982",,"CITES,EU"
parvulus,Species,29637,Genus,3529,A,"Gardiner, 1899",,"CITES,EU"
capensis,Species,29638,Genus,504,A,"Verrill, 1865",,"CITES,EU"
poculum,Species,29640,Genus,2513,A,"(Alcock, 1902)",,"CITES,EU"
nuda,Species,29641,Genus,4255,A,"van der Horst, 1926",,"CITES,EU"
tubulifera,Species,29642,Genus,2516,A,"Vaughan, 1907",,"CITES,EU"
faveolata,Species,29643,Genus,2978,A,"(Ellis & Solander, 1786)",,"CITES,EU"
franksi,Species,29644,Genus,2978,A,"(Gregory, 1895)",,"CITES,EU"
divaricata,Species,29646,Genus,3951,A,"LeSueur, 1821",,"CITES,EU"
furcata,Species,29647,Genus,3951,A,"Lamarck, 1816",,"CITES,EU"
pittieri,Species,29648,Genus,504,A,"Vaughan, 1919",,"CITES,EU"
goesi,Species,29649,Genus,4255,A,"(Lindström, 1877)",,"CITES,EU"
foina,Species,29672,Genus,2757,A,"(Erxleben, 1777)",,"CITES,EU"
erminea,Species,29674,Genus,3022,A,"Linnaeus, 1758",,"CITES,EU"
aegyptiacus,Species,29730,Genus,4304,A,"(É. Geoffroy, 1810)",,CMS-EUROBATS
elaphus,Species,29740,Genus,879,A,"Linnaeus, 1758",,"CITES,EU"
dama,Species,29741,Genus,1325,A,"(Linnaeus, 1758)",,"CITES,EU"
aries,Species,29743,Genus,3442,N,"Linnaeus, 1758",,"CITES,EU"
shqiperica,Species,29840,Genus,4196,A,"Holz, Uzzell, Günther, Tunner & Heppich, 1987",,EU
oxyrinchus,Species,29850,Genus,6555,A,"Rafinesque, 1810",,CMS
finschii,Species,29908,Genus,3305,A,"(Heuglin, 1869)",,CMS
semitorquata,Species,29912,Genus,1768,A,"(Homeyer, 1885)",,CMS
xanthoprymna,Species,29914,Genus,3305,A,"(Hemprich & Ehrenberg, 1833)",,CMS
stenura,Species,29918,Genus,1817,A,"(Bonaparte, 1830)",,CMS
mongolica,Species,29926,Genus,4265,N,"(Swinhoe, 1870)",,"CITES,EU"
rubicilla,Species,29927,Genus,802,N,"(Güldenstädt, 1775)",,"CITES,EU"
sanguinea,Species,29928,Genus,4265,N,"(Gould, 1838)",,"CITES,EU"
obsoleta,Species,29929,Genus,4265,N,"(Lichtenstein, 1823)",,"CITES,EU"
languida,Species,29930,Genus,2128,A,"(Ehrenberg, 1833)",,CMS
xanthocollis,Species,29933,Genus,3681,N,"(Burton, 1838)",,"CITES,EU"
moabiticus,Species,29934,Genus,3598,N,"Tristram, 1864",,"CITES,EU"
brachydactyla,Species,29935,Genus,6578,N,"(Bonaparte, 1851)",,"CITES,EU"
javanicus,Species,30137,Genus,2080,A,"(É. Geoffroy Saint-Hilaire, 1818)",,"CITES,EU"
nasua,Species,30166,Genus,3094,A,"(Linnaeus, 1766)",,"CITES,EU"
caballus,Species,30178,Genus,1625,N,"Linnaeus, 1758",,"CITES,EU"
axis,Species,30194,Genus,493,N,"(Erxleben, 1777)",,"CITES,EU"
porcinus,Species,30195,Genus,493,A,"(Zimmermann, 1780)",,"CITES,EU"
nippon,Species,30196,Genus,879,N,"Temminck, 1838",,"CITES,EU"
virginianus,Species,30202,Genus,3293,A,"(Zimmermann, 1780)",,"CITES,EU"
pygargus,Species,30208,Genus,1326,A,"(Pallas, 1767)",,"CITES,EU"
dalli,Species,30211,Genus,3442,N,"Nelson, 1884",,"CITES,EU"
carolinensis,Species,30223,Genus,4386,A,"Gmelin, 1788",,EU
anguilla,Species,30324,Genus,6627,A,"(Linnaeus, 1758)",,"CITES,EU"
majori,Species,30334,Genus,2941,A,"Thomas, 1906",,CMS
madagascariensis,Species,30338,Genus,3430,A,"Dorst, 1953",,CMS
ravelobensis,Species,30343,Genus,2894,A,"Zimmermann, Ehresmann, Zietemann, Radespiel, et al., 1998",,"CITES,EU"
humilis,Species,30348,Genus,719,A,"van Roosmalen, van Roosmalen, Mittermeier & Fonseca, 1998",,"CITES,EU"
hellana,Species,30362,Genus,2714,A,"Milne Edwards & Haime, 1850",,"CITES,EU"
pharensis,Species,30363,Genus,2714,A,"(Heller, 1868)",,"CITES,EU"
singularis,Species,30364,Genus,2714,A,"Rehberg, 1892",,"CITES,EU"
elegans,Species,30365,Genus,3892,A,"Dana, 1846",,"CITES,EU"
eurystoma,Species,30366,Genus,55,A,"(Klunzinger, 1879)",,"CITES,EU"
teres,Species,30367,Genus,55,A,"(Verrill, 1866)",,"CITES,EU"
incrustans,Species,30368,Genus,436,A,"Bernard, 1896",,"CITES,EU"
gabonensis,Species,30369,Genus,3951,A,"Gravier, 1911",,"CITES,EU"
undulata,Species,30370,Genus,3951,A,"(Klunzinger, 1879)",,"CITES,EU"
fossata,Species,30371,Genus,19829,A,"(Dana, 1846)",,"CITES,EU"
lata,Species,30373,Genus,3607,A,"(Dana, 1846)",,"CITES,EU"
multicarinatus,Species,30374,Genus,1797,A,"Cairns, 1998",,"CITES,EU"
conferta,Species,30375,Genus,434,A,"Verrill, 1870",,"CITES,EU"
mercatoris,Species,30376,Genus,434,A,"Thiel, 1941",,"CITES,EU"
fragilis,Species,30378,Genus,1242,A,"Chevalier, 1972",,"CITES,EU"
quinaria,Species,30379,Genus,1242,A,"(Tenison-Woods, 1878)",,"CITES,EU"
subaustraliensis,Species,30380,Genus,1242,A,"Ogawa, Takahashi & Sakai, 1997",,"CITES,EU"
tenuisepes,Species,30381,Genus,1242,A,"Ogawa, Takahashi & Sakai, 1997",,"CITES,EU"
cyathiformis,Species,30382,Genus,3438,A,"Chevalier, 1972",,"CITES,EU"
echinosepes,Species,30383,Genus,3764,A,"Ogawa, Takahashi & Sakai, 1997",,"CITES,EU"
deshayesiana,Species,30385,Genus,6633,A,"(Michelin, 1850)",,"CITES,EU"
costata,Species,30386,Genus,2605,A,"(Dana, 1846)",,"CITES,EU"
lacera,Species,30387,Genus,4394,A,"(Pallas, 1766)",,"CITES,EU"
wellsii,Species,30388,Genus,4394,A,"Laborel, 1967",,"CITES,EU"
hassi,Species,30389,Genus,4670,A,"Pillai & Scheer, 1976",,"CITES,EU"
breviserialis,Species,30390,Genus,1113,A,"Milne Edwards & Haime, 1849",,"CITES,EU"
fruticulosa,Species,30391,Genus,1513,A,"Klunzinger, 1879",,"CITES,EU"
crosslandi,Species,30392,Genus,3845,A,"(Matthai, 1928)",,"CITES,EU"
chilensis,Species,30393,Genus,6634,A,"Milne Edwards & Haime, 1848",,"CITES,EU"
decamera,Species,30395,Genus,809,A,"Cairns, 1998",,"CITES,EU"
quangdongensis,Species,30396,Genus,809,A,"Zou, 1984",,"CITES,EU"
stellula,Species,30397,Genus,809,A,"Cairns, 1998",,"CITES,EU"
gracilis,Species,30398,Genus,1129,A,"Cairns, 1998",,"CITES,EU"
corrugatus,Species,30399,Genus,1356,A,"Cairns, 1999",,"CITES,EU"
halianthus,Species,30400,Genus,1356,A,"(Lindström, 1877)",,"CITES,EU"
parvulus,Species,30401,Genus,1356,A,"Keller, 1982",,"CITES,EU"
hemisphaericus,Species,30403,Genus,2098,A,"Gray, 1849",,"CITES,EU"
emarciatus,Species,30404,Genus,2263,A,"Duncan, 1865",,"CITES,EU"
lifuensis,Species,30407,Genus,3529,A,"Gardiner, 1899",,"CITES,EU"
multipalifera,Species,30411,Genus,4256,A,"Cairns, 1998",,"CITES,EU"
cincticulatus,Species,30412,Genus,809,A,"(Alcock, 1898)",,"CITES,EU"
folkesoni,Species,30413,Genus,1772,A,"Cairns, 1998",,"CITES,EU"
niinoi,Species,30414,Genus,4259,A,"Yabe & Eguchi, 1942",,"CITES,EU"
tuberculatus,Species,30415,Genus,4259,A,"(Tenison-Woods, 1879)",,"CITES,EU"
australiensis,Species,30416,Genus,4954,A,"Cairns, 1998",,"CITES,EU"
macroeschara,Species,30417,Genus,4954,A,"Cairns, 1998",,"CITES,EU"
veroni,Species,30418,Genus,4954,A,"Cairns, 1998",,"CITES,EU"
corniculans,Species,30419,Genus,504,A,"(Alcock, 1902)",,"CITES,EU"
diademata,Species,30420,Genus,504,A,"van der Horst, 1927",,"CITES,EU"
dubia,Species,30421,Genus,504,A,"(Semper, 1872)",,"CITES,EU"
elliptica,Species,30422,Genus,504,A,"(Tenison-Woods, 1878)",,"CITES,EU"
elongata,Species,30423,Genus,504,A,"(Moseley, 1881)",,"CITES,EU"
iwayamaensis,Species,30424,Genus,504,A,"Abe, 1938",,"CITES,EU"
parallela,Species,30425,Genus,504,A,"(Semper, 1872)",,"CITES,EU"
profundicella,Species,30426,Genus,504,A,"Gardiner, 1899",,"CITES,EU"
regalis,Species,30427,Genus,504,A,"(Alcock, 1893)",,"CITES,EU"
taprobanae,Species,30428,Genus,504,A,"Bourne, 1905",,"CITES,EU"
willeyi,Species,30429,Genus,1044,A,"(Gardiner, 1899)",,"CITES,EU"
aculeata,Species,30430,Genus,1370,A,"Latypov, 1990",,"CITES,EU"
regularis,Species,30431,Genus,1587,A,"(Gardiner, 1899)",,"CITES,EU"
columna,Species,30432,Genus,2513,A,"Folkeson, 1919",,"CITES,EU"
piscacauda,Species,30438,Genus,3249,A,"Cairns, 1998",,"CITES,EU"
bermudensis,Species,30439,Genus,4255,A,"Wells, 1972",,"CITES,EU"
foveolata,Species,30440,Genus,2932,A,"Crossland, 1952",,"CITES,EU"
vervoorti,Species,30441,Genus,1440,A,"Cairns & Hoeksema, 1999",,"CITES,EU"
cooki,Species,30442,Genus,1651,A,"Hickson, 1912",,"CITES,EU"
concatenata,Species,30443,Genus,2483,A,"Cairns, 1991",,"CITES,EU"
fistulosus,Species,30444,Genus,3884,A,"Cairns, 1991",,"CITES,EU"
praecipua,Species,30445,Genus,6635,A,"Cairns, 1991",,"CITES,EU"
cocosensis,Species,30446,Genus,4636,A,"Cairns, 1991",,"CITES,EU"
eximius,Species,30447,Genus,4636,A,"Kent, 1871",,"CITES,EU"
incrassitus,Species,30448,Genus,4636,A,"(Eguchi, 1941)",,"CITES,EU"
baroni,Species,30450,Genus,2742,A,"Boulenger, 1888",,"CITES,EU"
manery,Species,30451,Genus,2742,A,"Vences, Glaw & Böhme, 1999",,"CITES,EU"
milotympanum,Species,30452,Genus,2742,A,"Staniszewski, 1996",,"CITES,EU"
nigricans,Species,30453,Genus,2742,A,"Guibé, 1978",,"CITES,EU"
acanthophora,Species,30455,Genus,2458,A,"Opresko, 1998",,"CITES,EU"
bullosa,Species,30456,Genus,2458,A,"Opresko, 1998",,"CITES,EU"
secunda,Species,30457,Genus,2458,A,"Opresko, 1998",,"CITES,EU"
carinata,Species,30463,Genus,281,A,"Cairns, 1991",,"CITES,EU"
cornulum,Species,30465,Genus,809,A,"Cairns & Zibrowius, 1997",,"CITES,EU"
philippinensis,Species,30466,Genus,1356,A,"Cairns & Zibrowius, 1997",,"CITES,EU"
angustum,Species,30469,Genus,1772,A,"Yabe & Eguchi, 1942",,"CITES,EU"
cerambonensis,Species,30481,Genus,5044,A,"Philipp, Böhme & Ziegler, 1999",,"CITES,EU"
martini,Species,30484,Genus,7153,A,"Schwartz, 1996",,"CITES,EU"
gularis,Species,30487,Genus,1532,A,"(Bosc, 1792)",,CMS-AEWA
marginalis,Species,30490,Genus,6735,A,"(Hartlaub, 1857)",,CMS
indicus,Species,30492,Genus,5043,A,"Boddaert, 1783",,CMS
constans,Species,30494,Genus,1489,N,"Bruce, 1989",,"CITES,EU"
musculus,Species,30518,Genus,7154,N,"(Linnaeus, 1758)",,"CITES,EU"
soror,Species,30563,Genus,6154,A,"Alström & Olsson, 1999",,CMS
spiritus,Species,30569,Genus,4942,A,"Hedges & Garrido, 1999",,"CITES,EU"
coimbrai,Species,30586,Genus,714,A,"Kobayashi & Langguth, 1999",,"CITES,EU"
ngoclinhensis,Species,30595,Genus,1829,N,"Eames, Le Trong Trai & Nguyen Cu, 1999",,"CITES,EU"
celiae,Species,30600,Genus,4942,A,"Hedges, Estrada & Diaz, 1999",,"CITES,EU"
simulans,Species,30621,Genus,5200,A,"Myers, Rodriguez & Icochea, 1998",,"CITES,EU"
cora,Species,30672,Genus,4793,A,"(Lesson, 1827)",,"CITES,EU"
arcuata,Species,30720,Genus,1362,N,"(Horsfield, 1824)",,"CITES,EU"
guttata,Species,30721,Genus,1362,N,"Schlegel, 1866",,"CITES,EU"
javanica,Species,30722,Genus,1362,N,"(Horsfield, 1821)",,"CITES,EU"
indicus,Species,30723,Genus,288,A,"(Latham, 1790)",,CMS
canagica,Species,30724,Genus,288,A,"(Sevastianov, 1802)",,CMS
radjah,Species,30725,Genus,4700,N,"(Lesson, 1828)",,"CITES,EU"
coromandelianus,Species,30726,Genus,3199,N,"(Gmelin, 1789)",,"CITES,EU"
pulchellus,Species,30727,Genus,3199,N,"Gould, 1842",,"CITES,EU"
falcata,Species,30728,Genus,239,A,"Georgi, 1775",,CMS
poecilorhyncha,Species,30729,Genus,239,A,"Forster, 1781",,CMS
superciliosa,Species,30730,Genus,239,N,"Gmelin, 1789",,"CITES,EU"
gibberifrons,Species,30731,Genus,239,N,"Müller, 1842",,"CITES,EU"
gracilis,Species,30732,Genus,239,A,"Buller, 1869",,CMS
valisineria,Species,30733,Genus,494,A,"(Wilson, 1814)",,CMS
americana,Species,30734,Genus,494,A,"(Eyton, 1838)",,CMS
australis,Species,30735,Genus,494,A,"(Eyton, 1838)",,CMS
javensis,Species,30756,Genus,1482,A,"(Horsfield, 1821)",,"CITES,EU"
brasiliensis,Species,30757,Genus,6654,A,"(Gmelin, 1789)",,CMS
bahamensis,Species,30758,Genus,239,N,"Linnaeus, 1758",,"CITES,EU"
cyanoptera,Species,30759,Genus,239,A,"Vieillot, 1816",,CMS
flavirostris,Species,30760,Genus,239,A,"Vieillot, 1816",,CMS
fulvigula,Species,30761,Genus,239,N,"Ridgway, 1874",,"CITES,EU"
georgica,Species,30762,Genus,239,N,"Gmelin, 1789",,"CITES,EU"
platalea,Species,30763,Genus,239,N,"Vieillot, 1816",,"CITES,EU"
puna,Species,30764,Genus,239,N,"Tschudi, 1844",,"CITES,EU"
rhynchotis,Species,30765,Genus,239,N,"Latham, 1801",,"CITES,EU"
sibilatrix,Species,30766,Genus,239,A,"Poeppig, 1829",,CMS
smithii,Species,30767,Genus,239,A,"(Hartert, 1891)",,CMS
sparsa,Species,30768,Genus,239,A,"Eyton, 1838",,CMS
specularioides,Species,30769,Genus,239,A,"P. P. King, 1828",,CMS
versicolor,Species,30770,Genus,239,N,"Vieillot, 1816",,"CITES,EU"
rossii,Species,30771,Genus,288,A,"Cassin, 1861",,CMS
semipalmata,Species,30772,Genus,6651,N,"(Latham, 1798)",,"CITES,EU"
leucophrys,Species,30773,Genus,6653,N,"(Vieillot, 1816)",,"CITES,EU"
hybrida,Species,30774,Genus,968,A,"(Molina, 1782)",,CMS
melanoptera,Species,30775,Genus,968,N,"(Eyton, 1838)",,"CITES,EU"
picta,Species,30776,Genus,968,A,"(Gmelin, 1789)",,CMS
poliocephala,Species,30777,Genus,968,A,"Sclater, 1857",,CMS
armata,Species,30778,Genus,6655,N,"Gould, 1842",,"CITES,EU"
peposaca,Species,30779,Genus,16607,N,"(Vieillot, 1816)",,"CITES,EU"
australis,Species,30780,Genus,3456,N,"Gould, 1836",,"CITES,EU"
dominica,Species,30781,Genus,3456,N,"(Linnaeus, 1766)",,"CITES,EU"
ferruginea,Species,30782,Genus,3456,N,"(Eyton, 1838)",,"CITES,EU"
jamaicensis,Species,30783,Genus,3456,A,"(Gmelin, 1789)",,"EU,CMS"
maccoa,Species,30784,Genus,3456,A,"(Eyton, 1838)",,CMS
vittata,Species,30785,Genus,3456,A,"(Philippi, 1860)",,CMS
patachonicus,Species,30786,Genus,4691,N,"(King, 1828)",,"CITES,EU"
pteneres,Species,30787,Genus,4691,N,"(Forster, 1844)",,"CITES,EU"
leuconotus,Species,30788,Genus,6652,A,"Eyton, 1838",,CMS
falklandicus,Species,30791,Genus,911,A,"Latham, 1790",,CMS
modestus,Species,30792,Genus,911,A,"Lichtenstein, 1823",,CMS
veredus,Species,30793,Genus,911,A,"Gould, 1848",,CMS
wilsonia,Species,30794,Genus,911,A,"Ord, 1814",,CMS
ruficollis,Species,30796,Genus,6750,A,"(Wagler, 1829)",,CMS
chilensis,Species,30799,Genus,5043,A,"(Molina, 1782)",,CMS
miles,Species,30803,Genus,5043,A,"(Boddaert, 1783)",,CMS
resplendens,Species,30804,Genus,5043,A,"(Tschudi, 1843)",,CMS
virgata,Species,30806,Genus,6741,A,"(Gmelin, 1789)",,CMS
ptilocnemis,Species,30807,Genus,711,A,"(Coues, 1873)",,CMS
megala,Species,30810,Genus,1817,A,"Swinhoe, 1861",,CMS
nigripennis,Species,30811,Genus,1817,A,"Bonaparte, 1839",,CMS
paraguaiae,Species,30813,Genus,1817,A,"(Vieillot, 1816)",,CMS
solitaria,Species,30814,Genus,1817,A,"Hodgson, 1831",,CMS
fedoa,Species,30816,Genus,2570,A,"(Linnaeus, 1758)",,CMS
americanus,Species,30817,Genus,3257,A,"Bechstein, 1812",,CMS
minor,Species,30818,Genus,4392,A,"Gmelin, 1789",,CMS
incana,Species,30820,Genus,4911,A,"(Gmelin, 1789)",,CMS
expansa,Species,30821,Genus,18557,A,"(Opresko & Cairns, 1992)",,"CITES,EU"
porcellanus,Species,30822,Genus,3529,A,"Verrill, 1866",,"CITES,EU"
squamatus,Species,30831,Genus,3793,A,"Vigors, 1831",,CITES
rupestris,Species,30945,Genus,1115,N,"Pallas, 1811",,"CITES,EU"
leuconota,Species,30946,Genus,1115,N,"Vigors, 1831",,"CITES,EU"
hodgsonii,Species,30947,Genus,1115,N,"Vigors, 1832",,"CITES,EU"
pulchricollis,Species,30948,Genus,1115,N,"Blyth, 1846",,"CITES,EU"
vitiensis,Species,30949,Genus,1115,N,"Quoy & Gaimard, 1830",,"CITES,EU"
picturata,Species,30951,Genus,4612,N,"(Temminck, 1813)",,"CITES,EU"
chinensis,Species,30952,Genus,4612,N,"(Scopoli, 1786)",,"CITES,EU"
tranquebarica,Species,30953,Genus,4612,N,"(Hermann, 1804)",,"CITES,EU"
bitorquata,Species,30954,Genus,4612,N,"(Temminck, 1809)",,"CITES,EU"
unchall,Species,30955,Genus,2700,N,"(Wagler, 1827)",,"CITES,EU"
amboinensis,Species,30956,Genus,2700,N,"(Linnaeus, 1766)",,"CITES,EU"
tenuirostris,Species,30957,Genus,2700,N,"Bonaparte, 1854",,"CITES,EU"
emiliana,Species,30958,Genus,2700,N,"Bonaparte, 1854",,"CITES,EU"
ruficeps,Species,30959,Genus,2700,N,"(Temminck, 1834)",,"CITES,EU"
indica,Species,30960,Genus,6722,N,"(Linnaeus, 1758)",,"CITES,EU"
stephani,Species,30961,Genus,6722,N,"Pucheran, 1853",,"CITES,EU"
striata,Species,30962,Genus,5600,N,"(Linnaeus, 1766)",,"CITES,EU"
olax,Species,30963,Genus,4887,N,"(Temminck, 1823)",,"CITES,EU"
vernans,Species,30964,Genus,4887,N,"(Linnaeus, 1771)",,"CITES,EU"
bicincta,Species,30965,Genus,4887,N,"(Jerdon, 1840)",,"CITES,EU"
pompadora,Species,30966,Genus,4887,N,"(Gmelin, 1789)",,"CITES,EU"
curvirostra,Species,30967,Genus,4887,N,"(Gmelin, 1789)",,"CITES,EU"
phoenicoptera,Species,30968,Genus,4887,N,"(Latham, 1790)",,"CITES,EU"
apicauda,Species,30969,Genus,4887,N,"Blyth, 1846",,"CITES,EU"
sphenura,Species,30970,Genus,4887,N,"(Vigors, 1832)",,"CITES,EU"
jambu,Species,30971,Genus,4127,N,"(Gmelin, 1789)",,"CITES,EU"
leclancheri,Species,30972,Genus,4127,N,"(Bonaparte, 1855)",,"CITES,EU"
superbus,Species,30973,Genus,4127,N,"(Temminck, 1809)",,"CITES,EU"
regina,Species,30974,Genus,4127,N,"Swainson, 1825",,"CITES,EU"
rivoli,Species,30975,Genus,4127,N,"(Prévost, 1843)",,"CITES,EU"
viridis,Species,30976,Genus,4127,N,"(Linnaeus, 1766)",,"CITES,EU"
melanospila,Species,30977,Genus,4127,N,"(Salvadori, 1875)",,"CITES,EU"
albertisii,Species,30978,Genus,1962,N,"Salvadori, 1874",,"CITES,EU"
tenuirostris,Species,31025,Genus,287,A,"(Temminck, 1823)",,CMS-AEWA
lepturus,Species,31040,Genus,3692,A,"Daudin, 1802",,CMS-AEWA
rubricauda,Species,31041,Genus,3692,A,"Boddaert, 1783",,CMS-AEWA
capensis,Species,31055,Genus,3694,A,"(Sparrman, 1789)",,CMS-AEWA
intermedia,Species,31064,Genus,6766,A,"(Wagler, 1829)",,CMS-AEWA
ariel,Species,31073,Genus,1789,A,"(Gray, 1845)",,CMS-AEWA
minor,Species,31074,Genus,1789,A,"(Gmelin, 1789)",,CMS-AEWA
flavirostris,Species,31138,Genus,5022,N,"(Blyth, 1846)",,"CITES,EU"
erythrorhyncha,Species,31139,Genus,5022,N,"(Boddaert, 1783)",,"CITES,EU"
paradisi,Species,31209,Genus,4765,A,"(Linnaeus, 1758)",,CMS
trivirgatus,Species,31211,Genus,2967,A,"(Temminck, 1826)",,CMS
cinclorhynchus,Species,31224,Genus,2980,A,"(Vigors, 1832)",,CMS
gularis,Species,31225,Genus,2980,A,"(Swinhoe, 1863)",,CMS
rufiventris,Species,31226,Genus,2980,A,"(Jardine & Selby, 1833)",,CMS
mollissima,Species,31231,Genus,5166,A,"(Blyth, 1842)",,CMS
dixoni,Species,31232,Genus,5166,A,"(Seebohm, 1881)",,CMS
hortulorum,Species,31234,Genus,4973,A,"Sclater, 1863",,CMS
cardis,Species,31235,Genus,4973,A,"Temminck, 1831",,CMS
albocinctus,Species,31236,Genus,4973,A,"Royle, 1840",,CMS
boulboul,Species,31237,Genus,4973,A,"(Latham, 1790)",,CMS
rubrocanus,Species,31239,Genus,4973,A,"Hodgson, 1846",,CMS
kessleri,Species,31240,Genus,4973,A,"(Przewalski, 1876)",,CMS
chrysolaus,Species,31241,Genus,4973,A,"Temminck, 1831",,CMS
griseisticta,Species,31248,Genus,3014,A,"(Swinhoe, 1861)",,CMS
sibirica,Species,31249,Genus,3014,A,"Gmelin, 1789",,CMS
ruficauda,Species,31251,Genus,3014,A,"Swainson, 1838",,CMS
ferruginea,Species,31252,Genus,3014,A,"(Hodgson, 1845)",,CMS
zanthopygia,Species,31253,Genus,1768,A,"(Hay, 1845)",,CMS
narcissina,Species,31254,Genus,1768,A,"(Temminck, 1835)",,CMS
mugimaki,Species,31255,Genus,1768,A,"(Temminck, 1835)",,CMS
hodgsonii,Species,31256,Genus,1768,A,"(Verreaux, 1871)",,CMS
strophiata,Species,31257,Genus,1768,A,"(Hodgson, 1837)",,CMS
superciliaris,Species,31263,Genus,1768,A,"(Jerdon, 1840)",,CMS
tricolor,Species,31264,Genus,1768,A,"(Hodgson, 1845)",,CMS
sapphira,Species,31265,Genus,1768,A,"(Blyth, 1843)",,CMS
thalassina,Species,31266,Genus,1696,A,"Swainson, 1838",,CMS
grandis,Species,31269,Genus,3211,A,"(Blyth, 1842)",,CMS
macgrigoriae,Species,31270,Genus,3211,A,"(Burton, 1836)",,CMS
concretus,Species,31274,Genus,1298,A,"(Müller, 1835)",,CMS
rubeculoides,Species,31278,Genus,1298,A,"(Vigors, 1831)",,CMS
hodgsoni,Species,31282,Genus,6973,A,"(Moore, 1854)",,CMS
ceylonensis,Species,31283,Genus,6974,A,"(Swainson, 1820)",,CMS
akahige,Species,31285,Genus,1647,A,"(Temminck, 1835)",,CMS
sibilans,Species,31286,Genus,2650,A,"(Swinhoe, 1863)",,CMS
pectoralis,Species,31287,Genus,2650,A,"(Gould, 1837)",,CMS
brunnea,Species,31288,Genus,2650,A,"(Hodgson, 1837)",,CMS
cyane,Species,31289,Genus,2650,A,"(Pallas, 1776)",,CMS
chrysaeus,Species,31290,Genus,4728,A,"Hodgson, 1845",,CMS
erythronota,Species,31295,Genus,3749,A,"(Eversmann, 1841)",,CMS
schisticeps,Species,31297,Genus,3749,A,"(Gray, 1846)",,CMS
auroreus,Species,31298,Genus,3749,A,"(Pallas, 1776)",,CMS
frontalis,Species,31299,Genus,3749,A,"Vigors, 1832",,CMS
leucocephalus,Species,31300,Genus,6980,A,"(Vigors, 1831)",,CMS
fuliginosus,Species,31301,Genus,4275,A,"Vigors, 1831",,CMS
phaenicuroides,Species,31302,Genus,6981,A,"(Gray, 1846)",,CMS
leucurum,Species,31303,Genus,1023,A,"(Hodgson, 1845)",,CMS
caprata,Species,31314,Genus,4360,A,"(Linnaeus, 1766)",,CMS
ferrea,Species,31315,Genus,4360,A,"Gray, 1846",,CMS
picata,Species,31318,Genus,3305,A,"(Blyth, 1847)",,CMS
squameiceps,Species,31456,Genus,5030,A,"(Swinhoe, 1863)",,CMS
pallidipes,Species,31457,Genus,883,A,"(Blanford, 1872)",,CMS
fortipes,Species,31459,Genus,883,A,"(Hodgson, 1845)",,CMS
major,Species,31461,Genus,883,A,"(Horsfield & Moore, 1854)",,CMS
brunnifrons,Species,31464,Genus,883,A,"(Hodgson, 1845)",,CMS
thoracicus,Species,31465,Genus,643,A,"(Blyth, 1845)",,CMS
tacsanowskius,Species,31466,Genus,643,A,"(Swinhoe, 1871)",,CMS
luteoventris,Species,31467,Genus,643,A,"(Hodgson, 1845)",,CMS
ochotensis,Species,31470,Genus,2607,A,"(Middendorff, 1853)",,CMS
pleskei,Species,31471,Genus,2607,A,"Taczanowski, 1889",,CMS
bistrigiceps,Species,31473,Genus,51,A,"Swinhoe, 1860",,CMS
