Taxon ID,Manual ID
7653,A-213.003.001.003
7110,A-213.003.001.004
3149,A-213.003.001.005
7830,A-213.003.001.006
4176,A-213.003.001.008
4513,A-213.003.001.009
5810,A-213.003.001.010
8103,A-213.003.001.011
10004,A-213.003.001.012
4822,A-213.003.001.013
3249,A-213.003.001.014
7313,A-213.003.001.015
9207,A-213.003.001.016
3109,A-213.003.001.017
10661,A-213.003.001.018
7274,A-213.003.001.020
9391,A-213.003.001.021
10327,A-213.003.001.022
5826,A-213.003.001.023
11121,A-213.003.001.024
9221,A-213.003.001.025
7005,A-213.003.001.026
6470,A-213.003.001.027
9193,A-213.003.001.028
10104,A-213.003.001.029
4308,A-213.003.001.030
6493,A-213.003.001.031
10756,A-213.003.001.032
5629,A-213.003.001.033
10230,A-213.003.001.034
6611,A-213.003.001.035
10964,A-213.003.001.036
10964,A-213.003.001.036
6883,A-213.003.001.037
3050,A-213.003.001.038
6128,A-213.003.001.039
5605,A-213.003.001.040
9452,A-213.003.001.041
7993,A-213.003.001.042
5427,A-213.003.001.043
5427,A-213.003.001.043a
5427,A-213.003.001.043b
5427,A-213.003.001.043c
5906,A-213.003.001.044
10700,A-213.003.001.045
5394,A-213.003.001.045a
9372,A-213.003.001.046
9993,A-213.003.001.047
6241,A-213.003.001.048
186,A-213.003.024.000
186,A-213.003.024.000
10026,A-225.010.001.002
7704,A-225.010.001.003
8643,A-225.010.001.005a
4768,A-225.010.001.007
9509,A-225.010.001.005b
6737,A-220.002.001.004
4164,A-213.003.002.001
4164,A-213.003.002.001
4164,A-213.003.002.001
9272,A-215.012.001.001
10326,A-218.003.003.002
9928,A-218.003.003.003
10797,A-218.003.003.004
6513,A-218.003.003.005
8415,A-218.003.003.006
7711,A-218.003.003.007
7767,A-218.003.003.008
10529,A-218.003.003.009
4988,A-218.003.003.010
8626,A-214.003.059.001
3299,A-218.003.004.002
4896,A-218.003.004.003
9969,A-218.003.004.004
11199,A-212.002.010.001
11199,A-212.002.010.001
7524,A-218.003.005.002
5204,A-218.003.005.003
9077,A-218.003.005.004
4166,A-218.003.005.005
5156,A-218.003.005.006
3721,A-218.003.005.029
5318,A-218.003.005.007
10032,A-218.003.005.008
8961,A-218.003.005.009
5816,A-218.003.005.010
5571,A-218.003.005.011a
10655,A-218.003.005.012
8116,A-218.003.005.013
5511,A-218.003.005.014
9807,A-218.003.005.015
8804,A-218.003.005.016
7836,A-218.003.005.017
3948,A-218.003.005.018
10835,A-218.003.005.019
11033,A-218.003.005.030
4520,A-218.003.005.020
6713,A-218.003.005.011
7498,A-218.003.005.021
5359,A-218.003.005.022
9547,A-218.003.005.023
11137,A-218.003.005.024
6777,A-218.003.005.025
9524,A-218.003.005.026
9861,A-218.003.005.027
3256,A-218.003.005.028
10928,A-212.002.012.004a
10928,A-212.002.012.004a
5867,A-212.002.012.006
5867,A-212.002.012.006
6426,A-212.002.012.004b
10921,A-212.002.012.016
10921,A-212.002.012.016
10921,A-212.002.012.016
9799,A-212.002.012.023d
9799,A-212.002.012.023d
3253,A-212.002.012.004c
10338,A-212.002.012.023f
10338,A-212.002.012.023f
470,A-212.002.000.001
470,A-212.002.000.001
5002,A-218.003.006.002
8986,A-218.003.006.003
5579,A-218.003.006.004
4083,A-225.010.002.001
3083,A-225.010.010.001
9246,A-225.010.003.007
8399,A-225.010.003.002
8331,A-225.010.003.004
3019,A-225.010.003.005
8801,A-225.010.003.006
7210,A-215.004.001.002
4013,A-215.004.001.003
4055,A-218.003.007.002
6087,A-218.003.007.003
9871,A-213.003.003.001
4737,A-213.003.003.002
4737,A-213.003.003.002
4737,A-213.003.003.002
6150,A-213.003.003.003
6150,A-213.003.003.003
6150,A-213.003.003.003
7698,A-213.003.003.004
7698,A-213.003.003.004
7698,A-213.003.003.004
3461,A-213.003.003.005
3461,A-213.003.003.005
3461,A-213.003.003.005
6741,A-213.003.003.006
6741,A-213.003.003.006
4482,A-213.003.003.008a
4482,A-213.003.003.008a
4482,A-213.003.003.008a
5215,A-213.003.003.007
5215,A-213.003.003.007
5215,A-213.003.003.007
5393,A-213.003.003.008
5393,A-213.003.003.008
5393,A-213.003.003.008
10538,A-213.003.003.009
10538,A-213.003.003.009
11207,A-218.003.008.002
3879,A-218.003.008.003
8383,A-218.003.008.007
6768,A-218.003.008.006
4650,A-218.003.008.009
6826,A-218.003.008.014
8682,A-214.003.057.002
5220,A-211.001.008.002
5220,A-211.001.008.002
6824,A-211.001.004.004
6824,A-211.001.004.004
443,A-211.001.000.001
443,A-211.001.000.001
3323,A-215.012.003.002
11103,A-215.012.003.003
7019,A-215.012.003.004
5869,A-215.012.003.005
5736,A-214.003.024.001
9079,A-212.002.016.003
9079,A-212.002.016.003
4460,A-220.002.002.005
10066,A-227.059.004.002
3695,A-227.059.004.003
10907,A-227.059.004.004
10972,A-227.059.004.005
8872,A-227.059.004.006
6003,A-213.003.007.015
6003,A-213.003.007.015
6003,A-213.003.007.015
6003,A-213.003.007.015a
6003,A-213.003.007.015a
10497,A-220.002.003.003
9177,A-220.002.024.001
8131,A-220.002.003.004
9904,A-213.003.004.002
9904,A-213.003.004.002
9904,A-213.003.004.002
10610,A-213.003.004.003
10610,A-213.003.004.003
10610,A-213.003.004.003
6011,A-213.003.004.004
6011,A-213.003.004.004
6011,A-213.003.004.004
8357,A-213.003.004.005
8357,A-213.003.004.005
8357,A-213.003.004.005
9046,A-213.003.004.006
9046,A-213.003.004.006
9046,A-213.003.004.006
3272,A-211.002.001.001
3272,A-211.002.001.001
3929,A-215.004.004.002
4595,A-215.004.004.003
10765,A-218.003.010.002
10765,A-218.003.010.003
7158,A-225.010.004.003
12303,A-212.002.003.003
12303,A-212.002.003.003
11171,A-212.002.003.005
11171,A-212.002.003.005
4174,A-212.002.003.006
4174,A-212.002.003.006
1140,A-220.002.004.000
8568,A-220.002.004.003
10545,A-220.002.004.005
4265,A-220.002.004.008
4253,A-211.001.005.004
4253,A-211.001.005.004
5527,A-225.010.005.002
7354,A-225.010.005.003
6237,A-225.010.005.004
416,A-225.010.000.001
9667,A-215.004.002.001
3318,A-216.007.001.002
8546,A-213.003.005.002
8546,A-213.003.005.002
8546,A-213.003.005.002
3124,A-213.003.006.002
3124,A-213.003.006.002
3124,A-213.003.006.002
3277,A-213.003.006.003
3277,A-213.003.006.003
7014,A-213.003.006.004
7014,A-213.003.006.004
7014,A-213.003.006.004
4301,A-213.003.006.005
7656,A-213.003.007.002
7656,A-213.003.007.002
3703,A-213.003.007.006a
3703,A-213.003.007.006a
5849,A-213.003.007.003
5849,A-213.003.007.003
6286,A-213.003.007.023a
6286,A-213.003.007.023a
6286,A-213.003.007.023b
6286,A-213.003.007.023b
8008,A-213.003.007.004
8008,A-213.003.007.004
8769,A-213.003.007.005
8769,A-213.003.007.005
3908,A-213.003.007.006b
3908,A-213.003.007.006b
10354,A-213.003.007.007
10354,A-213.003.007.007
6605,A-213.003.007.008
6605,A-213.003.007.008
5283,A-213.003.007.009
5283,A-213.003.007.009
9825,A-213.003.007.010
9825,A-213.003.007.010
9200,A-213.003.007.011
9200,A-213.003.007.011
6821,A-213.003.007.012
6821,A-213.003.007.012
6637,A-213.003.007.013
6637,A-213.003.007.013
10875,A-213.003.007.014
10875,A-213.003.007.014
10474,A-213.003.007.016
10474,A-213.003.007.016
3174,A-213.003.007.017
3174,A-213.003.007.017
5423,A-213.003.007.018
5423,A-213.003.007.018
4098,A-213.003.007.019
4098,A-213.003.007.019
10370,A-213.003.007.020
10370,A-213.003.007.020
10348,A-213.003.007.021
10348,A-213.003.007.021
5344,A-213.003.007.022
5344,A-213.003.007.022
4929,A-213.003.007.023c
4929,A-213.003.007.023c
4589,A-213.003.007.024
4589,A-213.003.007.024
4750,A-213.003.007.025
4750,A-213.003.007.025
6677,A-213.003.007.026
6677,A-213.003.007.026
5184,A-213.003.008.001
5184,A-213.003.008.001
5184,A-213.003.008.001
9162,A-213.003.008.002
3794,A-213.003.032.001
3794,A-213.003.032.001
3794,A-213.003.032.001
10378,A-213.003.008.003
6413,A-213.003.008.004
6413,A-213.003.008.004
8068,A-218.002.001.002
7565,A-218.002.001.003
7207,A-218.002.001.004
9618,A-218.002.001.005
4740,A-218.002.001.006
4791,A-218.002.001.007
4019,A-218.002.001.008
10816,A-218.002.001.009
9344,A-218.002.001.010
8684,A-218.002.001.011
8581,A-218.002.001.012
513,A-218.002.000.001
7778,A-218.002.002.001
7286,A-217.003.003.001
8513,A-214.003.026.001
7788,A-218.002.003.004
10401,A-218.002.003.002
6969,A-218.002.003.003
7730,A-213.005.009.002
7730,A-213.005.009.002
6579,A-213.005.009.003
