Date,Manual ID,Title,Language,Master Document ID,Volume,Type,General/ Part,PDF filename trimmed
1999,A-213.003.001.022,CITES ID Manual - Accipiter haplochrous,EN,,2,CITES ID Manual,General,A-213.003.001.022 Accipiter haplochrous_EN.pdf
1999,A-213.003.001.023,CITES ID Manual - Accipiter henicogrammus,EN,,2,CITES ID Manual,General,A-213.003.001.023 Accipiter henicogrammus_EN.pdf
1999,A-213.003.001.024,CITES ID Manual - Accipiter henstii,EN,,2,CITES ID Manual,General,A-213.003.001.024 Accipiter henstii_EN.pdf
1999,A-213.003.001.025,CITES ID Manual - Accipiter imitator,EN,,2,CITES ID Manual,General,A-213.003.001.025 Accipiter imitator_EN.pdf
1999,A-213.003.001.026,CITES ID Manual - Accipiter luteoschistaceus,EN,,2,CITES ID Manual,General,A-213.003.001.026 Accipiter luteoschistaceus_EN.pdf
1999,A-213.003.001.027,CITES ID Manual - Accipiter madagascariensis,EN,,2,CITES ID Manual,General,A-213.003.001.027 Accipiter madagascariensis_EN.pdf
1999,A-213.003.001.028,CITES ID Manual - Accipiter melanochlamys,EN,,2,CITES ID Manual,General,A-213.003.001.028 Accipiter melanochlamys_EN.pdf
1999,A-213.003.001.029,CITES ID Manual - Accipiter melanoleucus,EN,,2,CITES ID Manual,General,A-213.003.001.029 Accipiter melanoleucus_EN.pdf
1999,A-213.003.001.030,CITES ID Manual - Accipiter meyerianus,EN,,2,CITES ID Manual,General,A-213.003.001.030 Accipiter meyerianus_EN.pdf
1999,A-213.003.001.031,CITES ID Manual - Accipiter minullus,EN,,2,CITES ID Manual,General,A-213.003.001.031 Accipiter minullus_EN.pdf
1999,A-213.003.001.032,CITES ID Manual - Accipiter nanus,EN,,2,CITES ID Manual,General,A-213.003.001.032 Accipiter nanus_EN.pdf
1999,A-213.003.001.033,CITES ID Manual - Accipiter nisus,EN,,2,CITES ID Manual,General,A-213.003.001.033 Accipiter nisus_EN.pdf
1999,A-213.003.001.034,CITES ID Manual - Accipiter novaehollandiae,EN,,2,CITES ID Manual,General,A-213.003.001.034 Accipiter novaehollandiae_EN.pdf
1999,A-213.003.001.035,CITES ID Manual - Accipiter ovampensis,EN,,2,CITES ID Manual,General,A-213.003.001.035 Accipiter ovampensis_EN.pdf
2005,A-213.003.001.036,CITES ID Manual - Accipiter poliocephalus,EN,,2,CITES ID Manual,General,A-213.003.001.036 Accipiter poliocephalus_E.pdf
2005,A-213.003.001.036,Manual de identificación de la CITES - Accipiter poliocephalus,ES,A-213.003.001.036,2,CITES ID Manual,General,A-213.003.001.036 Accipiter poliocephalus_S.pdf
1999,A-213.003.001.037,CITES ID Manual - Accipiter poliogaster,EN,,2,CITES ID Manual,General,A-213.003.001.037 Accipiter poliogaster_EN.pdf
1999,A-213.003.001.038,CITES ID Manual - Accipiter princeps,EN,,2,CITES ID Manual,General,A-213.003.001.038 Accipiter princeps_EN.pdf
1999,A-213.003.001.039,CITES ID Manual - Accipiter rhodogaster,EN,,2,CITES ID Manual,General,A-213.003.001.039 Accipiter rhodogaster_EN.pdf
1999,A-213.003.001.040,CITES ID Manual - Accipiter rufitorques,EN,,2,CITES ID Manual,General,A-213.003.001.040 Accipiter rufitorques_EN.pdf
1999,A-213.003.001.041,CITES ID Manual - Accipiter rufiventris,EN,,2,CITES ID Manual,General,A-213.003.001.041 Accipiter rufiventris_EN.pdf
1999,A-213.003.001.042,CITES ID Manual - Accipiter soloensis,EN,,2,CITES ID Manual,General,A-213.003.001.042 Accipiter soloensis_EN.pdf
1999,A-213.003.001.043,CITES ID Manual - Accipiter striatus,EN,,2,CITES ID Manual,General,A-213.003.001.043 Accipiter striatus_EN.pdf
1999,A-213.003.001.043a,CITES ID Manual - Accipiter striatus,EN,,2,CITES ID Manual,General,A-213.003.001.043a Accipiter chionogaster_EN.pdf
1999,A-213.003.001.043b,CITES ID Manual - Accipiter striatus,EN,,2,CITES ID Manual,General,A-213.003.001.043b Accipiter erythronemius_EN.pdf
1999,A-213.003.001.043c,CITES ID Manual - Accipiter striatus,EN,,2,CITES ID Manual,General,A-213.003.001.043c Accipiter ventralis_EN.pdf
1999,A-213.003.001.044,CITES ID Manual - Accipiter superciliosus,EN,,2,CITES ID Manual,General,A-213.003.001.044 Accipiter superciliosus_EN.pdf
1999,A-213.003.001.045,CITES ID Manual - Accipiter tachiro,EN,,2,CITES ID Manual,General,A-213.003.001.045 Accipiter tachiro_EN.pdf
1999,A-213.003.001.045a,CITES ID Manual - Accipiter toussenelii,EN,,2,CITES ID Manual,General,A-213.003.001.045a Accipiter toussenelii_EN.pdf
1999,A-213.003.001.046,CITES ID Manual - Accipiter trinotatus,EN,,2,CITES ID Manual,General,A-213.003.001.046 Accipiter trinotatus_EN.pdf
1999,A-213.003.001.047,CITES ID Manual - Accipiter trivirgatus,EN,,2,CITES ID Manual,General,A-213.003.001.047 Accipiter trivirgatus_EN.pdf
1999,A-213.003.001.048,CITES ID Manual - Accipiter virgatus,EN,,2,CITES ID Manual,General,A-213.003.001.048 Accipiter virgatus_EN.pdf
1987,A-213.003.024.000,CITES ID Manual - Accipitridae,EN,,2,CITES ID Manual,General,A-213.003.024.000 Accipitridae general notes_E.pdf
1987,A-213.003.024.000,Manual de identificación de la CITES - Accipitridae,ES,A-213.003.024.000,2,CITES ID Manual,General,A-213.003.024.000 Accipitridae general notes_S.pdf
1998,A-225.010.001.002,CITES ID Manual - Aceros cassidix,EN,,2,CITES ID Manual,General,A-225.010.001.002 Aceros cassidix_E.pdf
1998,A-225.010.001.003,CITES ID Manual - Aceros corrugatus,EN,,2,CITES ID Manual,General,A-225.010.001.003 Aceros corrugatus_E.pdf
1998,A-225.010.001.005a,CITES ID Manual - Aceros leucocephalus,EN,,2,CITES ID Manual,General,A-225.010.001.005a Aceros leucocephalus_E.pdf
1998,A-225.010.001.007,CITES ID Manual - Aceros nipalensis,EN,,2,CITES ID Manual,General,A-225.010.001.007 Aceros nipalensis_E.pdf
1998,A-225.010.001.005b,CITES ID Manual - Aceros waldeni,EN,,2,CITES ID Manual,General,A-225.010.001.005b Aceros waldeni_E.pdf
1981,A-220.002.001.004,CITES ID Manual - Aegolius harrisii,EN,,2,CITES ID Manual,General,A-220.002.001.004 Aegolius harrisii_E.pdf
1994,A-213.003.002.001,CITES ID Manual - Aegypius monachus,EN,,2,CITES ID Manual,General,A-213.003.002.001 Aegypius monachus_E.pdf
1994,A-213.003.002.001,Manuel d'identification de la CITES - Aegypius monachus,FR,A-213.003.002.001,2,CITES ID Manual,General,A-213.003.002.001 Aegypius monachus_F.pdf
1994,A-213.003.002.001,Manual de identificación de la CITES - Aegypius monachus,ES,A-213.003.002.001,2,CITES ID Manual,General,A-213.003.002.001 Aegypius monachus_S.pdf
1986,A-215.012.001.001,CITES ID Manual - Afrotis afra,EN,,2,CITES ID Manual,General,A-215.012.001.001 Eupodotis afra_E.pdf
2002,A-218.003.003.002,CITES ID Manual - Agapornis canus,EN,,2,CITES ID Manual,General,A-218.003.003.002 Agapornis canus_E.pdf
2002,A-218.003.003.003,CITES ID Manual - Agapornis fischeri,EN,,2,CITES ID Manual,General,A-218.003.003.003 Agapornis fischeri_E.pdf
2002,A-218.003.003.004,CITES ID Manual - Agapornis lilianae,EN,,2,CITES ID Manual,General,A-218.003.003.004 Agapornis lilianae_E.pdf
2002,A-218.003.003.005,CITES ID Manual - Agapornis nigrigenis,EN,,2,CITES ID Manual,General,A-218.003.003.005 Agapornis nigrigenis_E.pdf
2002,A-218.003.003.006,CITES ID Manual - Agapornis personatus,EN,,2,CITES ID Manual,General,A-218.003.003.006 Agapornis personatus_E.pdf
2002,A-218.003.003.007,CITES ID Manual - Agapornis pullarius,EN,,2,CITES ID Manual,General,A-218.003.003.007 Agapornis pullarius_E.pdf
2002,A-218.003.003.008,CITES ID Manual - Agapornis roseicollis,EN,,2,CITES ID Manual,General,A-218.003.003.008 Agapornis roseicollis_E.pdf
2002,A-218.003.003.009,CITES ID Manual - Agapornis swindernianus,EN,,2,CITES ID Manual,General,A-218.003.003.009 Agapornis swindernianus_E.pdf
2002,A-218.003.003.010,CITES ID Manual - Agapornis taranta,EN,,2,CITES ID Manual,General,A-218.003.003.010 Agapornis taranta_E.pdf
1992,A-214.003.059.001,CITES ID Manual - Agelastes meleagrides,EN,,2,CITES ID Manual,General,A-214.003.059.001 Agelastes meleagrides_E.pdf
2004,A-218.003.004.002,CITES ID Manual - Alisterus amboinensis,EN,,2,CITES ID Manual,General,A-218.003.004.002 Alisterus amboinensis_E.pdf
2004,A-218.003.004.003,CITES ID Manual - Alisterus chloropterus,EN,,2,CITES ID Manual,General,A-218.003.004.003 Alisterus chloropterus_E.pdf
2004,A-218.003.004.004,CITES ID Manual - Alisterus scapularis,EN,,2,CITES ID Manual,General,A-218.003.004.004 Alisterus scapularis_E.pdf
1984,A-212.002.010.001,CITES ID Manual - Alopochen aegyptiaca,EN,,2,CITES ID Manual,General,A-212.002.010.001 Alopochen aegyptiacus_E.pdf
1984,A-212.002.010.001,Manual de identificación de la CITES - Alopochen aegyptiaca,ES,A-212.002.010.001,2,CITES ID Manual,General,A-212.002.010.001 Alopochen aegyptiacus_S.pdf
1986,A-218.003.005.002,CITES ID Manual - Amazona aestiva,EN,,2,CITES ID Manual,General,A-218.003.005.002 Amazona aestiva_E.pdf
1986,A-218.003.005.003,CITES ID Manual - Amazona agilis,EN,,2,CITES ID Manual,General,A-218.003.005.003 Amazona agilis_EN.pdf
1986,A-218.003.005.004,CITES ID Manual - Amazona albifrons,EN,,2,CITES ID Manual,General,A-218.003.005.004 Amazona albifrons_E.pdf
1986,A-218.003.005.005,CITES ID Manual - Amazona amazonica,EN,,2,CITES ID Manual,General,A-218.003.005.005 Amazona amazonica_E.pdf
1986,A-218.003.005.006,CITES ID Manual - Amazona arausiaca,EN,,2,CITES ID Manual,General,A-218.003.005.006 Amazona arausiaca_EN.pdf
2002,A-218.003.005.029,CITES ID Manual - Amazona auropalliata,EN,,2,CITES ID Manual,General,A-218.003.005.029 Amazona auropalliata_E.pdf
1986,A-218.003.005.007,CITES ID Manual - Amazona autumnalis,EN,,2,CITES ID Manual,General,A-218.003.005.007 Amazona autumnalis_E.pdf
1986,A-218.003.005.008,CITES ID Manual - Amazona barbadensis,EN,,2,CITES ID Manual,General,A-218.003.005.008 Amazona barbadensis_EN.pdf
1986,A-218.003.005.009,CITES ID Manual - Amazona brasiliensis,EN,,2,CITES ID Manual,General,A-218.003.005.009 Amazona brasiliensis_EN.pdf
1986,A-218.003.005.010,CITES ID Manual - Amazona collaria,EN,,2,CITES ID Manual,General,A-218.003.005.010 Amazona collaria_EN.pdf
1986,A-218.003.005.011a,CITES ID Manual - Amazona dufresniana,EN,,2,CITES ID Manual,General,A-218.003.005.011a Amazona dufresniana_EN.pdf
1986,A-218.003.005.012,CITES ID Manual - Amazona farinosa,EN,,2,CITES ID Manual,General,A-218.003.005.012 Amazona farinosa_EN.pdf
1986,A-218.003.005.013,CITES ID Manual - Amazona festiva,EN,,2,CITES ID Manual,General,A-218.003.005.013 Amazona festiva_EN.pdf
1986,A-218.003.005.014,CITES ID Manual - Amazona finschi,EN,,2,CITES ID Manual,General,A-218.003.005.014 Amazona finschi_E.pdf
1986,A-218.003.005.015,CITES ID Manual - Amazona guildingii,EN,,2,CITES ID Manual,General,A-218.003.005.015 Amazona guildingii_EN.pdf
1986,A-218.003.005.016,CITES ID Manual - Amazona imperialis,EN,,2,CITES ID Manual,General,A-218.003.005.016 Amazona imperialis_EN.pdf
1986,A-218.003.005.017,CITES ID Manual - Amazona leucocephala,EN,,2,CITES ID Manual,General,A-218.003.005.017 Amazona leucocephala_EN.pdf
1986,A-218.003.005.018,CITES ID Manual - Amazona mercenaria,EN,,2,CITES ID Manual,General,A-218.003.005.018 Amazona mercenaria_EN.pdf
2003,A-218.003.005.019,CITES ID Manual - Amazona ochrocephala,EN,,2,CITES ID Manual,General,A-218.003.005.019 Amazona ochrocephala_E.pdf
2002,A-218.003.005.030,CITES ID Manual - Amazona oratrix,EN,,2,CITES ID Manual,General,A-218.003.005.030 Amazona oratrix_E.pdf
1985,A-218.003.005.020,CITES ID Manual - Amazona pretrei,EN,,2,CITES ID Manual,General,A-218.003.005.020 Anazona pretrei pretrei_EN.pdf
1986,A-218.003.005.011,CITES ID Manual - Amazona rhodocorytha,EN,,2,CITES ID Manual,General,A-218.003.005.011 Amazona rhodocorytha_EN.pdf
1986,A-218.003.005.021,CITES ID Manual - Amazona tucumana,EN,,2,CITES ID Manual,General,A-218.003.005.021 Amazona tucumana_E.pdf
1986,A-218.003.005.022,CITES ID Manual - Amazona ventralis,EN,,2,CITES ID Manual,General,A-218.003.005.022 Amazona ventralis_EN.pdf
1986,A-218.003.005.023,CITES ID Manual - Amazona versicolor,EN,,2,CITES ID Manual,General,A-218.003.005.023 Amazona versicolor_EN.pdf
1985,A-218.003.005.024,CITES ID Manual - Amazona vinacea,EN,,2,CITES ID Manual,General,A-218.003.005.024 Amazona vinacea_EN.pdf
1986,A-218.003.005.025,CITES ID Manual - Amazona viridigenalis,EN,,2,CITES ID Manual,General,A-218.003.005.025 Amazona viridigenalis_E.pdf
1986,A-218.003.005.026,CITES ID Manual - Amazona vittata,EN,,2,CITES ID Manual,General,A-218.003.005.026 Amazona vittata_EN.pdf
1986,A-218.003.005.027,CITES ID Manual - Amazona xantholora,EN,,2,CITES ID Manual,General,A-218.003.005.027 Amazona xantholora_EN.pdf
1986,A-218.003.005.028,CITES ID Manual - Amazona xanthops,EN,,2,CITES ID Manual,General,A-218.003.005.028 Amazona xanthops_EN.pdf
1984,A-212.002.012.004a,CITES ID Manual - Anas aucklandica,EN,,2,CITES ID Manual,General,A-212.002.012.004a Anas aucklandica aucklandica_E.pdf
1984,A-212.002.012.004a,Manual de identificación de la CITES - Anas aucklandica,ES,A-212.002.012.004a,2,CITES ID Manual,General,A-212.002.012.004a Anas aucklandica aucklandica_S.pdf
1984,A-212.002.012.006,CITES ID Manual - Anas bernieri,EN,,2,CITES ID Manual,General,A-212.002.012.006 Anas bernieri_E.pdf
1984,A-212.002.012.006,Manual de identificación de la CITES - Anas bernieri,ES,A-212.002.012.006,2,CITES ID Manual,General,A-212.002.012.006 Anas bernieri_S.pdf
1984,A-212.002.012.004b,Manual de identificación de la CITES - Anas chlorotis,ES,,2,CITES ID Manual,General,A-212.002.012.004b Anas aucklandica chlorotis_S.pdf
1994,A-212.002.012.016,CITES ID Manual - Anas formosa,EN,,2,CITES ID Manual,General,A-212.002.012.016 Anas formosa_E.pdf
1994,A-212.002.012.016,Manuel d'identification de la CITES - Anas formosa,FR,A-212.002.012.016,2,CITES ID Manual,General,A-212.002.012.016 Anas formosa_F.pdf
1994,A-212.002.012.016,Manual de identificación de la CITES - Anas formosa,ES,A-212.002.012.016,2,CITES ID Manual,General,A-212.002.012.016 Anas formosa_S.pdf
1984,A-212.002.012.023d,CITES ID Manual - Anas laysanensis,EN,,2,CITES ID Manual,General,A-212.002.012.023d Anas laysanensis_E.pdf
1984,A-212.002.012.023d,Manual de identificación de la CITES - Anas laysanensis,ES,A-212.002.012.023d,2,CITES ID Manual,General,A-212.002.012.023d Anas laysanensis_S.pdf
1984,A-212.002.012.004c,Manual de identificación de la CITES - Anas nesiotis,ES,,2,CITES ID Manual,General,A-212.002.012.004c Anas aucklandica nesiotis_S.pdf
1984,A-212.002.012.023f,CITES ID Manual - Anas oustaleti,EN,,2,CITES ID Manual,General,A-212.002.012.023f Anas oustaleti_E.pdf
1984,A-212.002.012.023f,Manual de identificación de la CITES - Anas oustaleti,ES,A-212.002.012.023f,2,CITES ID Manual,General,A-212.002.012.023f Anas oustaleti_S.pdf
1984,A-212.002.000.001,CITES ID Manual - Anatidae,EN,,2,CITES ID Manual,General,A-212.002.000.001 Anatidae general notes_E.pdf
1984,A-212.002.000.001,Manual de identificación de la CITES - Anatidae,ES,A-212.002.000.001,2,CITES ID Manual,General,A-212.002.000.001 Anatidae general notes_S.pdf
1985,A-218.003.006.002,CITES ID Manual - Anodorhynchus glaucus,EN,,2,CITES ID Manual,General,A-218.003.006.002 Anodorhynchus glaucus_EN.pdf
1992,A-218.003.006.003,CITES ID Manual - Anodorhynchus hyacinthinus,EN,,2,CITES ID Manual,General,A-218.003.006.003 Anodorhynchus hyacinthinus_EN.pdf
1985,A-218.003.006.004,CITES ID Manual - Anodorhynchus leari,EN,,2,CITES ID Manual,General,A-218.003.006.004 Anodorhynchus leari_EN.pdf
1998,A-225.010.002.001,CITES ID Manual - Anorrhinus galeritus,EN,,2,CITES ID Manual,General,A-225.010.002.001 Anorrhinus galeritus_E.pdf
1998,A-225.010.010.001,CITES ID Manual - Anorrhinus tickelli,EN,,2,CITES ID Manual,General,A-225.010.010.001 Anorrhinus tickelli_E.pdf
1998,A-225.010.003.007,CITES ID Manual - Anthracoceros albirostris,EN,,2,CITES ID Manual,General,A-225.010.003.007 Anthracoceros albirostris_E.pdf
1998,A-225.010.003.002,CITES ID Manual - Anthracoceros coronatus,EN,,2,CITES ID Manual,General,A-225.010.003.002 Anthracoceros coronatus_E.pdf
1998,A-225.010.003.004,CITES ID Manual - Anthracoceros malayanus,EN,,2,CITES ID Manual,General,A-225.010.003.004 Anthracoceros malayanus_E.pdf
1998,A-225.010.003.005,CITES ID Manual - Anthracoceros marchei,EN,,2,CITES ID Manual,General,A-225.010.003.005 Anthracoceros marchei_E.pdf
1998,A-225.010.003.006,CITES ID Manual - Anthracoceros montani,EN,,2,CITES ID Manual,General,A-225.010.003.006 Anthracoceros montani_E.pdf
1987,A-215.004.001.002,CITES ID Manual - Anthropoides paradiseus,EN,,2,CITES ID Manual,General,A-215.004.001.002 Anthropoides paradisea_E.pdf
1987,A-215.004.001.003,CITES ID Manual - Anthropoides virgo,EN,,2,CITES ID Manual,General,A-215.004.001.003 Anthropoides virgo_E.pdf
2004,A-218.003.007.002,CITES ID Manual - Aprosmictus erythropterus,EN,,2,CITES ID Manual,General,A-218.003.007.002 Aprosmictus erythropterus_E.pdf
2004,A-218.003.007.003,CITES ID Manual - Aprosmictus jonquillaceus,EN,,2,CITES ID Manual,General,A-218.003.007.003 Aprosmictus jonquillaceus_E.pdf
1997,A-213.003.003.001,Manuel d'identification de la CITES - Aquila adalberti,FR,,2,CITES ID Manual,General,A-213.003.003.001 Aquila adalberti_F.pdf
1994,A-213.003.003.002,CITES ID Manual - Aquila audax,EN,,2,CITES ID Manual,General,A-213.003.003.002 Aquila audax_E.pdf
1994,A-213.003.003.002,Manuel d'identification de la CITES - Aquila audax,FR,A-213.003.003.002,2,CITES ID Manual,General,A-213.003.003.002 Aquila audax_F.pdf
1994,A-213.003.003.002,Manual de identificación de la CITES - Aquila audax,ES,A-213.003.003.002,2,CITES ID Manual,General,A-213.003.003.002 Aquila audax_S.pdf
1994,A-213.003.003.003,CITES ID Manual - Aquila chrysaetos,EN,,2,CITES ID Manual,General,A-213.003.003.003 Aquila chrysaetos_E.pdf
1994,A-213.003.003.003,Manuel d'identification de la CITES - Aquila chrysaetos,FR,A-213.003.003.003,2,CITES ID Manual,General,A-213.003.003.003 Aquila chrysaetos_F.pdf
1994,A-213.003.003.003,Manual de identificación de la CITES - Aquila chrysaetos,ES,A-213.003.003.003,2,CITES ID Manual,General,A-213.003.003.003 Aquila chrysaetos_S.pdf
1994,A-213.003.003.004,CITES ID Manual - Aquila clanga,EN,,2,CITES ID Manual,General,A-213.003.003.004 Aquila clanga_E.pdf
1994,A-213.003.003.004,Manuel d'identification de la CITES - Aquila clanga,FR,A-213.003.003.004,2,CITES ID Manual,General,A-213.003.003.004 Aquila clanga_F.pdf
1994,A-213.003.003.004,Manual de identificación de la CITES - Aquila clanga,ES,A-213.003.003.004,2,CITES ID Manual,General,A-213.003.003.004 Aquila clanga_S.pdf
1994,A-213.003.003.005,CITES ID Manual - Aquila gurneyi,EN,,2,CITES ID Manual,General,A-213.003.003.005 Aquila gurneyi_E.pdf
1994,A-213.003.003.005,Manuel d'identification de la CITES - Aquila gurneyi,FR,A-213.003.003.005,2,CITES ID Manual,General,A-213.003.003.005 Aquila gurneyi_F.pdf
1994,A-213.003.003.005,Manual de identificación de la CITES - Aquila gurneyi,ES,A-213.003.003.005,2,CITES ID Manual,General,A-213.003.003.005 Aquila gurneyi_S.pdf
1994,A-213.003.003.006,CITES ID Manual - Aquila heliaca,EN,,2,CITES ID Manual,General,A-213.003.003.006 Aquila heliaca_E.pdf
1994,A-213.003.003.006,Manual de identificación de la CITES - Aquila heliaca,ES,A-213.003.003.006,2,CITES ID Manual,General,A-213.003.003.006 Aquila heliaca_S.pdf
1997,A-213.003.003.008a,CITES ID Manual - Aquila nipalensis,EN,,2,CITES ID Manual,General,A-213.003.003.008a Aquila nipalensis_E.pdf
1997,A-213.003.003.008a,Manuel d'identification de la CITES - Aquila nipalensis,FR,A-213.003.003.008a,2,CITES ID Manual,General,A-213.003.003.008a Aquila nipalensis_F.pdf
1997,A-213.003.003.008a,Manual de identificación de la CITES - Aquila nipalensis,ES,A-213.003.003.008a,2,CITES ID Manual,General,A-213.003.003.008a Aquila nipalensis_S.pdf
1994,A-213.003.003.007,CITES ID Manual - Aquila pomarina,EN,,2,CITES ID Manual,General,A-213.003.003.007 Aquila pomarina_E.pdf
1994,A-213.003.003.007,Manuel d'identification de la CITES - Aquila pomarina,FR,A-213.003.003.007,2,CITES ID Manual,General,A-213.003.003.007 Aquila pomarina_F.pdf
1994,A-213.003.003.007,Manual de identificación de la CITES - Aquila pomarina,ES,A-213.003.003.007,2,CITES ID Manual,General,A-213.003.003.007 Aquila pomarina_S.pdf
1994,A-213.003.003.008,CITES ID Manual - Aquila rapax,EN,,2,CITES ID Manual,General,A-213.003.003.008 Aquila rapax_E.pdf
1994,A-213.003.003.008,Manuel d'identification de la CITES - Aquila rapax,FR,A-213.003.003.008,2,CITES ID Manual,General,A-213.003.003.008 Aquila rapax_F.pdf
1994,A-213.003.003.008,Manual de identificación de la CITES - Aquila rapax,ES,A-213.003.003.008,2,CITES ID Manual,General,A-213.003.003.008 Aquila rapax_S.pdf
1994,A-213.003.003.009,CITES ID Manual - Aquila verreauxii,EN,,2,CITES ID Manual,General,A-213.003.003.009 Aquila verrauxii_E.pdf
1994,A-213.003.003.009,Manual de identificación de la CITES - Aquila verreauxii,ES,A-213.003.003.009,2,CITES ID Manual,General,A-213.003.003.009 Aquila verrauxii_S.pdf
2002,A-218.003.008.002,CITES ID Manual - Ara ambiguus,EN,,2,CITES ID Manual,General,A-218.003.008.002 Ara ambigua_E.pdf
2002,A-218.003.008.003,CITES ID Manual - Ara ararauna,EN,,2,CITES ID Manual,General,A-218.003.008.003 Ara ararauna_E.pdf
2002,A-218.003.008.007,CITES ID Manual - Ara chloropterus,EN,,2,CITES ID Manual,General,A-218.003.008.007 Ara chloropterus_E.pdf
2002,A-218.003.008.006,CITES ID Manual - Ara glaucogularis,EN,,2,CITES ID Manual,General,A-218.003.008.006 Ara glaucogularis_E.pdf
2002,A-218.003.008.009,CITES ID Manual - Ara macao,EN,,2,CITES ID Manual,General,A-218.003.008.009 Ara macao_E.pdf
1985,A-218.003.008.014,CITES ID Manual - Ara rubrogenys,EN,,2,CITES ID Manual,General,A-218.003.008.014 Ara rubrogenys_EN.pdf
1992,A-214.003.057.002,CITES ID Manual - Arborophila charltonii,EN,,2,CITES ID Manual,General,A-214.003.057.002 Arborophila charltonii_E.pdf
1987,A-211.001.008.002,CITES ID Manual - Ardea alba,EN,,2,CITES ID Manual,General,A-211.001.008.002 Casmerodius albus_E.pdf
1987,A-211.001.008.002,Manual de identificación de la CITES - Ardea alba,ES,A-211.001.008.002,2,CITES ID Manual,General,A-211.001.008.002 Casmerodius albus_S.pdf
1987,A-211.001.004.004,CITES ID Manual - Ardea goliath,EN,,2,CITES ID Manual,General,A-211.001.004.004 Ardea goliath_E.pdf
1987,A-211.001.004.004,Manual de identificación de la CITES - Ardea goliath,ES,A-211.001.004.004,2,CITES ID Manual,General,A-211.001.004.004 Ardea goliath_S.pdf
1986,A-211.001.000.001,CITES ID Manual - Ardeidae,EN,,2,CITES ID Manual,General,A-211.001.000.001 Ardeidae general notes_E.pdf
1986,A-211.001.000.001,Manual de identificación de la CITES - Ardeidae,ES,A-211.001.000.001,2,CITES ID Manual,General,A-211.001.000.001 Ardeidae general notes_S.pdf
1991,A-215.012.003.002,CITES ID Manual - Ardeotis arabs,EN,,2,CITES ID Manual,General,A-215.012.003.002 Ardeotis arabs_E.pdf
1991,A-215.012.003.003,CITES ID Manual - Ardeotis australis,EN,,2,CITES ID Manual,General,A-215.012.003.003 Ardeotis australis_E.pdf
1991,A-215.012.003.004,CITES ID Manual - Ardeotis kori,EN,,2,CITES ID Manual,General,A-215.012.003.004 Ardeotis kori_E.pdf
1986,A-215.012.003.005,CITES ID Manual - Ardeotis nigriceps,EN,,2,CITES ID Manual,General,A-215.012.003.005 Ardeotis nigriceps_E.pdf
1992,A-214.003.024.001,CITES ID Manual - Argusianus argus,EN,,2,CITES ID Manual,General,A-214.003.024.001 Argusianus argus_E.pdf
