Kingdom,OrdName,FamName,GenName,SpcName,SpcInfraRank,SpcInfraEpithet,SpcRecID,SpcStatus,AcceptedSpcRecID,,
Animalia,CHORDATA,MAMMALIA,PRIMATES,LORISIDAE,Nycticebus,intermedius,NULL,NULL,28421,S,14941
Animalia,CHORDATA,MAMMALIA,PRIMATES,LORISIDAE,Nycticebus,javanicus,NULL,NULL,41841,S,14940
Animalia,CHORDATA,MAMMALIA,PRIMATES,LORISIDAE,Nycticebus,menagensis,NULL,NULL,43599,S,14940
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Nycticeius,rueppellii,NULL,NULL,73572,S,14946
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Nycticeius,albofuscus,NULL,NULL,77098,S,20054
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Nycticeius,hirundo,NULL,NULL,77099,S,20055
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Nycticeius,balstoni,NULL,NULL,73569,S,14942
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Nycticeius,greyii,NULL,NULL,73570,S,14943
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Nycticeius,orion,NULL,NULL,73571,S,14945
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Nycticeius,sanborni,NULL,NULL,43547,S,14947
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Nycticeius,influatus,NULL,NULL,43864,S,14942
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Nycticeius,schlieffeni,NULL,NULL,45965,S,14948
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Nyctimene,celaeno,NULL,NULL,14957,S,14954
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Nyctimene,bougainville,NULL,NULL,43556,S,14967
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Nyctinomops,gracilis,NULL,NULL,100281,S,14995
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,daedalus,NULL,NULL,15002,S,15001
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,sherrini,NULL,NULL,15009,S,15010
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,lophorina,NULL,NULL,43545,S,15008
Animalia,CHORDATA,MAMMALIA,LAGOMORPHA,OCHOTONIDAE,Ochotona,lama,NULL,NULL,44238,S,15051
Animalia,CHORDATA,MAMMALIA,LAGOMORPHA,OCHOTONIDAE,Ochotona,alpina,ssp.,hoffmanni,101009,S,15063
Animalia,CHORDATA,MAMMALIA,LAGOMORPHA,OCHOTONIDAE,Ochotona,helanshanensis,NULL,NULL,15054,S,101008
Animalia,CHORDATA,MAMMALIA,LAGOMORPHA,OCHOTONIDAE,Ochotona,thibetana,ssp.,huangensis,15062,S,101010
Animalia,CHORDATA,MAMMALIA,LAGOMORPHA,OCHOTONIDAE,Ochotona,kamensis,NULL,NULL,44237,S,15073
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Pygathrix,roxellana,ssp.,roxellana,101791,S,41761
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Pygathrix,nemaeus,ssp.,cinerea,41756,S,98491
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Pygathrix,roxellana,ssp.,hubeiensis,101789,S,41759
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Pygathrix,roxellana,ssp.,qinlingensis,101790,S,41760
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Pygathrix,bieti,NULL,NULL,19597,S,18936
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Pygathrix,roxellana,ssp.,bieti,28592,S,18936
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Pygathrix,roxellana,ssp.,brelichi,28758,S,18937
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Pygathrix,avunculus,NULL,NULL,19594,S,18935
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Pygathrix,brelichi,NULL,NULL,19595,S,18937
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Pygathrix,roxellana,NULL,NULL,19596,S,18939
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,rattus,ssp.,brevicaudus,77848,S,19366
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,sikkimensis,NULL,NULL,101461,S,43635
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,turkestanicus,NULL,NULL,104323,S,19370
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,taerae,NULL,NULL,44174,S,21333
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,tenaster,NULL,NULL,44175,S,14826
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,huang,NULL,NULL,69318,S,14820
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,rennelli,NULL,NULL,44169,S,19330
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,rogersi,NULL,NULL,44171,S,19365
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,sakeratensis,NULL,NULL,44172,S,19341
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,punicans,NULL,NULL,44165,S,21332
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,rapit,NULL,NULL,44167,S,14825
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,namaquensis,NULL,NULL,101440,S,573
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,longicaudatus,NULL,NULL,44263,S,20863
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,rattoides,NULL,NULL,44168,S,19370
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,neilli,NULL,NULL,44160,S,11519
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,penitus,NULL,NULL,44163,S,3332
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,petraeus,NULL,NULL,44164,S,1911
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,mackenziei,NULL,NULL,44157,S,2769
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,manipulus,NULL,NULL,44158,S,2770
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,musculus,NULL,NULL,44159,S,1915
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,lepturus,NULL,NULL,44154,S,14823
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,littoralis,NULL,NULL,44155,S,1913
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,luzonicus,NULL,NULL,44156,S,3323
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,langbianis,NULL,NULL,44151,S,14822
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,latidens,NULL,NULL,44152,S,30266
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,legatus,NULL,NULL,44153,S,6671
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,infraluteus,NULL,NULL,44148,S,21150
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,insignis,NULL,NULL,44149,S,1912
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,koratensis,NULL,NULL,44150,S,43635
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,hamatus,NULL,NULL,44145,S,21331
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,hinpoon,NULL,NULL,44146,S,14821
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,hylocetes,NULL,NULL,44147,S,1911
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,fratrorum,NULL,NULL,44142,S,3330
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,gala,NULL,NULL,44143,S,19329
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,gestri,NULL,NULL,44144,S,19363
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,elvira,NULL,NULL,44139,S,5514
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,excelsior,NULL,NULL,44140,S,14819
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,facetus,NULL,NULL,44141,S,19372
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,dominator,NULL,NULL,44136,S,16375
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,edwardsi,NULL,NULL,44137,S,11518
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,eha,NULL,NULL,44138,S,14818
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,cutchicus,NULL,NULL,44133,S,5513
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,dammermani,NULL,NULL,44134,S,19366
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,datae,NULL,NULL,44135,S,1910
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,confucianus,NULL,NULL,44130,S,14814
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,coxingi,NULL,NULL,44131,S,14815
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,culionensis,NULL,NULL,44132,S,21152
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,callitrichus,NULL,NULL,44127,S,21329
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,celebensis,NULL,NULL,44128,S,21330
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,chrysocomus,NULL,NULL,44129,S,3328
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,brahma,NULL,NULL,44124,S,14813
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,bukit,NULL,NULL,44125,S,14820
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,bunae,NULL,NULL,44126,S,19363
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,beccarii,NULL,NULL,44121,S,12795
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,berdmorei,NULL,NULL,44122,S,2767
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,blanfordi,NULL,NULL,44123,S,5512
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,andrewsi,NULL,NULL,44118,S,3327
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,arcuatus,NULL,NULL,44119,S,21328
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,bagobus,NULL,NULL,44120,S,3322
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,abrae,NULL,NULL,44115,S,1918
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,adspersus,NULL,NULL,44116,S,3327
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,andersoni,NULL,NULL,44117,S,14812
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,sodyi,NULL,NULL,43642,S,10954
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,atchinus,NULL,NULL,43643,S,21150
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,maxi,NULL,NULL,43644,S,21151
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,ceramicus,NULL,NULL,43636,S,20757
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,tyrannus,NULL,NULL,43637,S,19329
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,ohiensis,NULL,NULL,43638,S,20688
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,fulvescens,NULL,NULL,43586,S,14820
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,niviventer,NULL,NULL,43587,S,14824
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,hoxaensis,NULL,NULL,43634,S,19322
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,inas,NULL,NULL,43583,S,12897
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,canus,NULL,NULL,43584,S,11499
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,cremoriventer,NULL,NULL,43585,S,14816
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,rajah,NULL,NULL,43580,S,12904
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,surifer,NULL,NULL,43581,S,12905
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,whiteheadi,NULL,NULL,43582,S,12907
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,sabanus,NULL,NULL,43577,S,11520
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,muelleri,NULL,NULL,43578,S,21152
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,bowersi,NULL,NULL,43579,S,2768
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,foramineus,NULL,NULL,19332,S,19324
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,remotus,NULL,NULL,19361,S,43635
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,ruber,NULL,NULL,43551,S,19352
Animalia,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodon,physodes,NULL,NULL,44057,S,19399
Animalia,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,humilis,NULL,NULL,103282,S,19422
Animalia,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Rheomys,hartmanni,NULL,NULL,44063,S,19485
Animalia,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Rheomys,trichotis,NULL,NULL,44064,S,4627
Animalia,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Zalophus,californianus,ssp.,japonicus,100266,S,23183
Animalia,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Zalophus,californianus,ssp.,wollebaeki,101185,S,23184
Animalia,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Zapus,princeps,ssp.,luteus,28794,S,23188
Animalia,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Zapus,setchuanus,NULL,NULL,43657,S,7806
Animalia,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Zygodontomys,borreroi,NULL,NULL,44046,S,23322
Animalia,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Zygodontomys,lasiurus,NULL,NULL,44047,S,2859
Animalia,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Zygodontomys,reigi,NULL,NULL,77847,S,23321
Animalia,CHORDATA,MAMMALIA,RODENTIA,ABROCOMIDAE,Abrocoma,oblativa,NULL,NULL,99526,S,101510
Animalia,CHORDATA,MAMMALIA,RODENTIA,ABROCOMIDAE,Abrocoma,bennetti,NULL,NULL,103269,S,30274
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Acerodon,lucifer,NULL,NULL,141,S,139
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,whitei,NULL,NULL,77123,S,101394
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,lewisi,NULL,NULL,87814,S,273
Animalia,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Aepeomys,fuscatus,NULL,NULL,74384,S,547
Animalia,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Calomys,fecundus,NULL,NULL,44052,S,3609
Animalia,CHORDATA,MAMMALIA,RODENTIA,CALOMYSCIDAE,Calomyscus,firusaensis,NULL,NULL,77006,S,101282
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,CAMELIDAE,Camelus,ferus,NULL,NULL,27987,S,3707
Animalia,CHORDATA,MAMMALIA,CARNIVORA,CANIDAE,Canis,indica,NULL,NULL,103907,S,3746
Animalia,CHORDATA,MAMMALIA,CARNIVORA,CANIDAE,Canis,familiaris,NULL,NULL,98437,S,3746
Animalia,CHORDATA,MAMMALIA,CARNIVORA,CANIDAE,Canis,lupus,ssp.,dingo,101708,S,3746
Animalia,CHORDATA,MAMMALIA,CARNIVORA,CANIDAE,Canis,himalayensis,NULL,NULL,103906,S,3746
Animalia,CHORDATA,MAMMALIA,CARNIVORA,CANIDAE,Canis,rufus,ssp.,rufus,78875,S,3746
Animalia,CHORDATA,MAMMALIA,CARNIVORA,CANIDAE,Canis,rufus,ssp.,floridanus,78876,S,3746
Animalia,CHORDATA,MAMMALIA,CARNIVORA,CANIDAE,Canis,lycaon,NULL,NULL,87790,S,3746
Animalia,CHORDATA,MAMMALIA,CARNIVORA,CANIDAE,Canis,rufus,NULL,NULL,3747,S,3746
Animalia,CHORDATA,MAMMALIA,CARNIVORA,CANIDAE,Canis,familiaris,ssp.,dingo,3754,S,3746
Animalia,CHORDATA,MAMMALIA,CARNIVORA,CANIDAE,Canis,niger,NULL,NULL,27991,S,3746
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Capra,ibex,ssp.,nubiana,105078,S,3796
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Capra,cylindricornis,NULL,NULL,3795,S,3794
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Capra,aegagrus,ssp.,chialtanensis,3800,S,3791
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Capra,aegagrus,NULL,NULL,30205,S,3786
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Capricornis,sumatraensis,ssp.,thar,3816,S,87099
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Capricornis,maritimus,NULL,NULL,105402,S,101212
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Capricornis,crispus,ssp.,swinhoei,3808,S,14307
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Capricornis,sumatraensis,ssp.,milneedwardsii,3814,S,101212
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Capricornis,sumatraensis,ssp.,rubidus,3815,S,101213
Animalia,CHORDATA,MAMMALIA,RODENTIA,CAPROMYIDAE,Capromys,meridionalis,NULL,NULL,3839,S,14257
Animalia,CHORDATA,MAMMALIA,RODENTIA,CAPROMYIDAE,Capromys,arboricolus,NULL,NULL,44229,S,14256
Animalia,CHORDATA,MAMMALIA,RODENTIA,CAPROMYIDAE,Capromys,garridoi,NULL,NULL,3836,S,14254
Animalia,CHORDATA,MAMMALIA,RODENTIA,CAPROMYIDAE,Capromys,gundlachi,NULL,NULL,3837,S,14258
Animalia,CHORDATA,MAMMALIA,RODENTIA,CAPROMYIDAE,Capromys,melanurus,NULL,NULL,3838,S,14256
Animalia,CHORDATA,MAMMALIA,PILOSA,BRADYPODIDAE,Bradypus,griseus,NULL,NULL,3039,S,3038
Animalia,CHORDATA,MAMMALIA,PILOSA,BRADYPODIDAE,Bradypus,boliviensis,NULL,NULL,3040,S,3038
Animalia,CHORDATA,MAMMALIA,PILOSA,BRADYPODIDAE,Bradypus,infuscatus,NULL,NULL,27957,S,3038
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Budorcas,bedfordi,NULL,NULL,105399,S,3160
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Budorcas,tibetana,NULL,NULL,105400,S,3160
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Budorcas,whitei,NULL,NULL,105401,S,3160
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Bunomys,heinrichi,NULL,NULL,3331,S,3327
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Bunomys,naso,NULL,NULL,43647,S,16426
Animalia,CHORDATA,MAMMALIA,CINGULATA,DASYPODIDAE,Cabassous,gymnurus,NULL,NULL,27967,S,3414
Animalia,CHORDATA,MAMMALIA,PRIMATES,PITHECIIDAE,Cacajao,rubicundus,NULL,NULL,27968,S,3422
Animalia,CHORDATA,MAMMALIA,PRIMATES,PITHECIIDAE,Callicebus,torquatus,ssp.,lucifer,78036,S,3562
Animalia,CHORDATA,MAMMALIA,PRIMATES,PITHECIIDAE,Callicebus,personatus,ssp.,melanochir,41844,S,3559
Animalia,CHORDATA,MAMMALIA,PRIMATES,PITHECIIDAE,Callicebus,personatus,ssp.,nigrifrons,41845,S,3560
Animalia,CHORDATA,MAMMALIA,PRIMATES,PITHECIIDAE,Callicebus,cupreus,ssp.,ornatus,41846,S,3557
Animalia,CHORDATA,MAMMALIA,PRIMATES,PITHECIIDAE,Callicebus,moloch,ssp.,olallae,28680,S,3554
Animalia,CHORDATA,MAMMALIA,PRIMATES,PITHECIIDAE,Callicebus,personatus,ssp.,barbarabrownae,41842,S,3558
Animalia,CHORDATA,MAMMALIA,PRIMATES,PITHECIIDAE,Callicebus,torquatus,ssp.,medemi,41843,S,3563
Animalia,CHORDATA,MAMMALIA,PRIMATES,PITHECIIDAE,Callicebus,moloch,ssp.,hoffmannsi,28674,S,3550
Animalia,CHORDATA,MAMMALIA,PRIMATES,PITHECIIDAE,Callicebus,moloch,ssp.,modestus,28677,S,3551
Animalia,CHORDATA,MAMMALIA,PRIMATES,PITHECIIDAE,Callicebus,moloch,ssp.,oenanthe,28679,S,3553
Animalia,CHORDATA,MAMMALIA,PRIMATES,PITHECIIDAE,Callicebus,moloch,ssp.,cupreus,28669,S,3547
Animalia,CHORDATA,MAMMALIA,PRIMATES,PITHECIIDAE,Callicebus,moloch,ssp.,donacophilus,28671,S,3548
Animalia,CHORDATA,MAMMALIA,PRIMATES,PITHECIIDAE,Callicebus,moloch,ssp.,dubius,28672,S,3549
Animalia,CHORDATA,MAMMALIA,PRIMATES,PITHECIIDAE,Callicebus,moloch,ssp.,brunneus,27973,S,3544
Animalia,CHORDATA,MAMMALIA,PRIMATES,PITHECIIDAE,Callicebus,moloch,ssp.,caligatus,28665,S,3545
Animalia,CHORDATA,MAMMALIA,PRIMATES,PITHECIIDAE,Callicebus,moloch,ssp.,cinerascens,28666,S,3546
Animalia,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Callithrix,jacchus,ssp.,geoffroyi,28609,S,3572
Animalia,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Callithrix,jacchus,ssp.,kuhlii,28610,S,3575
Animalia,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Callithrix,jacchus,ssp.,penicillata,28612,S,3576
Animalia,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Callithrix,argentata,ssp.,leucippe,3583,S,3581
Animalia,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Callithrix,jacchus,ssp.,aurita,27976,S,3570
Animalia,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Callithrix,jacchus,ssp.,flaviceps,28607,S,3571
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Callosciurus,swinhoei,NULL,NULL,43945,S,21382
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Callosciurus,rodolphii,NULL,NULL,43942,S,21381
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Callosciurus,rubriventer,NULL,NULL,43943,S,19762
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Callosciurus,sarasinorum,NULL,NULL,43944,S,18363
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Callosciurus,leucomus,NULL,NULL,43939,S,18363
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Callosciurus,mcclellandii,NULL,NULL,43940,S,21379
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Callosciurus,mowewensis,NULL,NULL,43941,S,18363
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Callosciurus,rosenbergii,NULL,NULL,43552,S,77015
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Callosciurus,simus,NULL,NULL,43627,S,9283
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Callosciurus,elbertae,NULL,NULL,43937,S,18363
Animalia,CHORDATA,MAMMALIA,RODENTIA,ANOMALURIDAE,Anomalurus,schoutedeni,NULL,NULL,74572,S,1549
Animalia,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Anotomys,trichotis,NULL,NULL,69407,S,4627
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Anoura,brevirostrum,NULL,NULL,43818,S,1566
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Anoura,werckleae,NULL,NULL,43819,S,1566
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Anoura,aequatoris,NULL,NULL,104245,S,1565
Animalia,CHORDATA,MAMMALIA,DASYUROMORPHIA,DASYURIDAE,Antechinomys,longicaudata,NULL,NULL,39842,S,20292
Animalia,CHORDATA,MAMMALIA,DASYUROMORPHIA,DASYURIDAE,Antechinus,habbema,NULL,NULL,1589,S,100854
Animalia,CHORDATA,MAMMALIA,DASYUROMORPHIA,DASYURIDAE,Antechinus,naso,NULL,NULL,100856,S,1587
Animalia,CHORDATA,MAMMALIA,DASYUROMORPHIA,DASYURIDAE,Antechinus,apicalis,NULL,NULL,1582,S,16138
Animalia,CHORDATA,MAMMALIA,DASYUROMORPHIA,DASYURIDAE,Antechinus,wilhelmina,NULL,NULL,1588,S,1591
Animalia,CHORDATA,MAMMALIA,DASYUROMORPHIA,DASYURIDAE,Antechinus,mimulus,NULL,NULL,98360,S,18447
Animalia,CHORDATA,MAMMALIA,DASYUROMORPHIA,DASYURIDAE,Antechinus,roryi,NULL,NULL,98361,S,45141
Animalia,CHORDATA,MAMMALIA,DASYUROMORPHIA,DASYURIDAE,Antechinus,melanurus,NULL,NULL,100855,S,1591
Animalia,CHORDATA,MAMMALIA,DASYUROMORPHIA,DASYURIDAE,Antechinus,bilarni,NULL,NULL,43707,S,16139
Animalia,CHORDATA,MAMMALIA,DASYUROMORPHIA,DASYURIDAE,Antechinus,macdonnellensis,NULL,NULL,43708,S,18448
Animalia,CHORDATA,MAMMALIA,DASYUROMORPHIA,DASYURIDAE,Antechinus,rosamondae,NULL,NULL,43709,S,24667
