Kingdom,OrdName,FamName,GenName,SpcName,SpcInfraRank,SpcInfraEpithet,SpcRecID,SpcStatus,AcceptedSpcRecID,,
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,brevidens,70771,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,cabezonae,70772,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,boreorarius,70767,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,borjasensis,70768,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,bottae,70769,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,birdseyei,70764,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,bonnevillei,70765,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,boregoensis,70766,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,awahnee,70761,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,baileyi,70762,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,basilicae,70763,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,aridicola,70758,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,aureiventris,70759,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,aureus,70760,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,anitae,70755,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,aphrastus,70756,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,argusensis,70757,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,analogus,70752,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,angularis,70753,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,angustidens,70754,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,alticolus,70749,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,altivallis,70750,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,amargosae,70751,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,alexandrae,70746,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,alienus,70747,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,alpinus,70748,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,agricolaris,70743,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,albatus,70744,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,albicaudatus,70745,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,acrirostratus,70740,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,actuosus,70741,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,affinis,70742,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,abbotti,70737,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,absonus,70738,S,21799
Animalia,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Thomomys,umbrinus,ssp.,abstrusus,70739,S,21799
Animalia,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Thylamys,macrura,NULL,NULL,103253,S,21867
Animalia,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Thylamys,pusilla,NULL,NULL,103254,S,29957
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,THYROPTERIDAE,Thyroptera,robusta,NULL,NULL,46792,S,21878
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Tokudaia,osimensis,ssp.,muenninki,21971,S,21972
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Tonatia,evotis,NULL,NULL,99435,S,21986
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Tonatia,schulzi,NULL,NULL,101069,S,21987
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Tonatia,brasiliense,NULL,NULL,87797,S,21984
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Tonatia,carrikeri,NULL,NULL,87798,S,21985
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Tonatia,silvicolum,NULL,NULL,87799,S,21988
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Tonatia,minuta,NULL,NULL,43813,S,21984
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Tonatia,venezuelae,NULL,NULL,43814,S,21984
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Tonatia,nicaraguae,NULL,NULL,70651,S,21984
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,francoisi,ssp.,laotum,73343,S,22044
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,francoisi,ssp.,poliocephalus,73344,S,22045
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,cristatus,ssp.,germaini,73347,S,98488
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,villosus,ssp.,germaini,41792,S,98488
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,villosus,ssp.,margarita,41793,S,73348
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,francoisi,ssp.,delacouri,73342,S,22043
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,pileatus,ssp.,shortridgei,41783,S,98490
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,francoisi,ssp.,leucocephalus,41785,S,73345
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,villosus,NULL,NULL,41791,S,22035
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,cristatus,ssp.,auratus,28736,S,22034
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,francoisi,ssp.,ebenus,41777,S,98487
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,francoisi,ssp.,hatinhensis,41779,S,98489
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Tragelaphus,oryx,ssp.,gigas,22049,S,28703
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Tragelaphus,derbianus,ssp.,gigas,22059,S,28703
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,TRAGULIDAE,Tragulus,napu,ssp.,nigricans,22065,S,101201
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,TRAGULIDAE,Tragulus,meminna,NULL,NULL,77850,S,30191
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,HIPPOSIDERIDAE,Triaenops,humbloti,NULL,NULL,43810,S,30332
Animalia,CHORDATA,MAMMALIA,RODENTIA,HYSTRICIDAE,Trichys,lipura,NULL,NULL,43575,S,22132
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Trogopterus,pearsonii,NULL,NULL,43629,S,2756
Animalia,CHORDATA,MAMMALIA,SCANDENTIA,TUPAIIDAE,Tupaia,glis,ssp.,belangeri,28755,S,22445
Animalia,CHORDATA,MAMMALIA,SCANDENTIA,TUPAIIDAE,Tupaia,glis,ssp.,chrysogaster,28560,S,22446
Animalia,CHORDATA,MAMMALIA,SCANDENTIA,TUPAIIDAE,Tupaia,glis,ssp.,longipes,28562,S,22451
Animalia,CHORDATA,MAMMALIA,SCANDENTIA,TUPAIIDAE,Tupaia,glis,ssp.,palawanensis,28565,S,22455
Animalia,CHORDATA,MAMMALIA,CETACEA,DELPHINIDAE,Tursiops,truncatus,ssp.,aduncus,98554,S,29262
Animalia,CHORDATA,MAMMALIA,CETACEA,DELPHINIDAE,Tursiops,nuuanu,NULL,NULL,28761,S,22563
Animalia,CHORDATA,MAMMALIA,CETACEA,DELPHINIDAE,Tursiops,gillii,NULL,NULL,29263,S,22563
Animalia,CHORDATA,MAMMALIA,CETACEA,DELPHINIDAE,Tursiops,nesarnack,NULL,NULL,72807,S,22563
Animalia,CHORDATA,MAMMALIA,RODENTIA,PLATACANTHOMYIDAE,Typhlomys,chapensis,NULL,NULL,22604,S,22605
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Uromys,salamonis,NULL,NULL,44202,S,20334
Animalia,CHORDATA,MAMMALIA,CARNIVORA,URSIDAE,Ursus,malayanus,NULL,NULL,43620,S,9760
Animalia,CHORDATA,MAMMALIA,CARNIVORA,URSIDAE,Ursus,melanoleuca,NULL,NULL,73912,S,712
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Vampyressa,macconnelli,NULL,NULL,73557,S,13240
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Vampyrodes,major,NULL,NULL,70653,S,22842
Animalia,CHORDATA,MAMMALIA,PRIMATES,LEMURIDAE,Varecia,variegata,ssp.,rubra,101811,S,22920
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Vernaya,foramena,NULL,NULL,77127,S,22933
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Vespertilio,orientalis,NULL,NULL,22948,S,22949
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Vespertilio,superans,NULL,NULL,101173,S,22949
Animalia,CHORDATA,MAMMALIA,CARNIVORA,VIVERRIDAE,Viverra,civetta,NULL,NULL,28780,S,4940
Animalia,CHORDATA,MAMMALIA,CARNIVORA,VIVERRIDAE,Viverra,megaspila,ssp.,civettina,28811,S,23036
Animalia,CHORDATA,MAMMALIA,CARNIVORA,VIVERRIDAE,Viverra,tainguensis,NULL,NULL,29423,S,23037
Animalia,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Volemys,kikuchii,NULL,NULL,43654,S,23042
Animalia,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Volemys,clarkei,NULL,NULL,44093,S,23041
Animalia,CHORDATA,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,vulpes,ssp.,leucopus,28781,S,23057
Animalia,CHORDATA,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,velox,ssp.,macrotis,78877,S,43920
Animalia,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Wilfredomys,pictipes,NULL,NULL,101331,S,23078
Animalia,CHORDATA,MAMMALIA,SORICOMORPHA,SORICIDAE,Blarina,telmalestes,NULL,NULL,43741,S,29984
Animalia,CHORDATA,MAMMALIA,SORICOMORPHA,SORICIDAE,Blarina,brevicauda,ssp.,carolinensis,70671,S,23939
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Boneia,bidens,NULL,NULL,19749,S,23992
Animalia,CHORDATA,MAMMALIA,PAUCITUBERCULATA,CAENOLESTIDAE,Caenolestes,obscurus,NULL,NULL,43705,S,29960
Animalia,CHORDATA,MAMMALIA,PAUCITUBERCULATA,CAENOLESTIDAE,Caenolestes,tatei,NULL,NULL,43706,S,29960
Animalia,CHORDATA,MAMMALIA,PAUCITUBERCULATA,CAENOLESTIDAE,Caenolestes,gracilis,NULL,NULL,74027,S,25605
Animalia,CHORDATA,MAMMALIA,CARNIVORA,HERPESTIDAE,Galerella,swalius,NULL,NULL,24979,S,30133
Animalia,CHORDATA,MAMMALIA,CARNIVORA,HERPESTIDAE,Galerella,nigrata,NULL,NULL,99842,S,30131
Animalia,CHORDATA,MAMMALIA,ERINACEOMORPHA,ERINACEIDAE,Hemiechinus,dauuricus,NULL,NULL,43605,S,29982
Animalia,CHORDATA,MAMMALIA,ERINACEOMORPHA,ERINACEIDAE,Hemiechinus,nudiventris,NULL,NULL,104270,S,25273
Animalia,CHORDATA,MAMMALIA,ERINACEOMORPHA,ERINACEIDAE,Hemiechinus,aethiopicus,NULL,NULL,38910,S,29976
Animalia,CHORDATA,MAMMALIA,ERINACEOMORPHA,ERINACEIDAE,Hemiechinus,micropus,NULL,NULL,43563,S,29980
Animalia,CHORDATA,MAMMALIA,ERINACEOMORPHA,ERINACEIDAE,Hemiechinus,hypomelas,NULL,NULL,43564,S,29979
Animalia,CHORDATA,MAMMALIA,DASYUROMORPHIA,DASYURIDAE,Ningaui,yvonneae,NULL,NULL,103251,S,26111
Animalia,CHORDATA,MAMMALIA,AFROSORICIDA,TENRECIDAE,Oryzorictes,talpoides,NULL,NULL,26226,S,26225
Animalia,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Phenacomys,albipes,NULL,NULL,44073,S,2017
Animalia,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Phenacomys,longicaudus,NULL,NULL,44074,S,2019
Animalia,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Phenacomys,silvicola,NULL,NULL,44075,S,2019
Animalia,CHORDATA,MAMMALIA,DIPROTODONTIA,TARSIPEDIDAE,Tarsipes,spencerae,NULL,NULL,43664,S,27601
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Thainycteris,aureocollaris,NULL,NULL,27617,S,38954
Animalia,CHORDATA,MAMMALIA,SORICOMORPHA,TALPIDAE,Urotrichus,pilirostris,NULL,NULL,101057,S,27789
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Anoa,depressicornis,NULL,NULL,27899,S,3126
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Anoa,mindorensis,NULL,NULL,28852,S,3127
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Anoa,quarlesi,NULL,NULL,28853,S,3128
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Boocercus,eurycerus,NULL,NULL,41674,S,22047
Animalia,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Cebuella,pygmaea,NULL,NULL,28003,S,3577
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,HIPPOPOTAMIDAE,Choeropsis,liberiensis,NULL,NULL,41673,S,10032
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,HIPPOPOTAMIDAE,Choeropsis,heslopi,NULL,NULL,105439,S,10033
Animalia,CHORDATA,MAMMALIA,PERISSODACTYLA,RHINOCEROTIDAE,Didermocerus,sumatrensis,NULL,NULL,28113,S,6553
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Eutamias,palmeri,NULL,NULL,70728,S,21355
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Eutamias,bulleri,NULL,NULL,70729,S,21356
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Eutamias,speciosus,NULL,NULL,70725,S,21375
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Eutamias,panamintinus,NULL,NULL,70726,S,21368
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Eutamias,umbrinus,NULL,NULL,70727,S,21376
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Eutamias,canipes,NULL,NULL,70722,S,21364
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Eutamias,cinereicollis,NULL,NULL,70723,S,21366
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Eutamias,quadrimaculatus,NULL,NULL,70724,S,21369
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Eutamias,dorsalis,NULL,NULL,70719,S,30232
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Eutamias,quadrivittatus,NULL,NULL,70720,S,21370
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Eutamias,ruficaudus,NULL,NULL,70721,S,30234
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Eutamias,sonomae,NULL,NULL,70716,S,21374
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Eutamias,merriami,NULL,NULL,70717,S,21358
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Eutamias,obscurus,NULL,NULL,70718,S,21359
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Eutamias,ochrogenys,NULL,NULL,70713,S,21367
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Eutamias,senex,NULL,NULL,70714,S,21372
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Eutamias,siskiyou,NULL,NULL,70715,S,21373
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Eutamias,minimus,NULL,NULL,70710,S,30233
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Eutamias,amoenus,NULL,NULL,70711,S,30231
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Eutamias,townsendii,NULL,NULL,70712,S,30236
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Eutamias,quadrivittatus,ssp.,australis,27889,S,21354
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Eutamias,minimus,ssp.,atristriatus,28177,S,21353
Animalia,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Eutamias,alpinus,NULL,NULL,70709,S,21365
Animalia,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Leontideus,rosalia,NULL,NULL,28621,S,11506
Animalia,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Leontideus,caissara,NULL,NULL,28291,S,11503
Animalia,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Leontideus,chrysomela,NULL,NULL,28616,S,11504
Animalia,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Leontideus,chrysopygus,NULL,NULL,28619,S,11505
Animalia,CHORDATA,MAMMALIA,PRIMATES,INDRIIDAE,Lichanotus,laniger,NULL,NULL,28300,S,2434
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Novibos,sauveli,NULL,NULL,28420,S,2890
Animalia,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Paraonyx,microdon,NULL,NULL,28464,S,1794
Animalia,CHORDATA,MAMMALIA,PRIMATES,LEMURIDAE,Petterus,coronatus,NULL,NULL,28477,S,8199
Animalia,CHORDATA,MAMMALIA,PHOLIDOTA,MANIDAE,Phataginus,tricuspis,NULL,NULL,28798,S,12767
Animalia,CHORDATA,MAMMALIA,PHOLIDOTA,MANIDAE,Phataginus,gigantea,NULL,NULL,28488,S,12762
Animalia,CHORDATA,MAMMALIA,PHOLIDOTA,MANIDAE,Phataginus,temminckii,NULL,NULL,28796,S,12765
Animalia,CHORDATA,MAMMALIA,PHOLIDOTA,MANIDAE,Phataginus,tetradactyla,NULL,NULL,28797,S,12766
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Philantomba,lugens,NULL,NULL,105430,S,4143
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Philantomba,melanorhea,NULL,NULL,105431,S,4143
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Philantomba,simpsoni,NULL,NULL,105432,S,4143
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Philantomba,congica,NULL,NULL,105427,S,4143
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Philantomba,defriesi,NULL,NULL,105428,S,4143
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Philantomba,hecki,NULL,NULL,105429,S,4143
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Philantomba,aequatorialis,NULL,NULL,105424,S,4143
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Philantomba,anchietae,NULL,NULL,105425,S,4143
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Philantomba,bicolor,NULL,NULL,105426,S,4143
Animalia,CHORDATA,MAMMALIA,CARNIVORA,URSIDAE,Selenarctos,thibetanus,NULL,NULL,41671,S,22824
Animalia,CHORDATA,MAMMALIA,CARNIVORA,URSIDAE,Thalarctos,maritimus,NULL,NULL,28712,S,22823
Animalia,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Philander,nudicaudatus,NULL,NULL,70648,S,29947
Animalia,CHORDATA,MAMMALIA,SORICOMORPHA,SORICIDAE,Notiosorex,evotis,NULL,NULL,32228,S,30053
Animalia,CHORDATA,MAMMALIA,SORICOMORPHA,SORICIDAE,Notiosorex,phillipsii,NULL,NULL,43743,S,5771
Animalia,CHORDATA,MAMMALIA,SORICOMORPHA,SORICIDAE,Notiosorex,gigas,NULL,NULL,70672,S,25925
Animalia,CHORDATA,MAMMALIA,SORICOMORPHA,TALPIDAE,Scalopus,inflatus,NULL,NULL,43774,S,30104
Animalia,CHORDATA,MAMMALIA,SORICOMORPHA,TALPIDAE,Scalopus,montanus,NULL,NULL,43775,S,30104
Animalia,CHORDATA,MAMMALIA,SORICOMORPHA,TALPIDAE,Scapanus,anthonyi,NULL,NULL,87805,S,30105
Animalia,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Mylomys,lowei,NULL,NULL,45479,S,30267
Animalia,CHORDATA,MAMMALIA,CETACEA,BALAENOPTERIDAE,Sibbaldius,musculus,NULL,NULL,105155,S,2477
Animalia,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Mico,manicorensis,NULL,NULL,43475,S,43464
Animalia,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Mico,acariensis,NULL,NULL,43476,S,43463
Animalia,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Mico,mauesi,NULL,NULL,43472,S,3585
Animalia,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Mico,humilis,NULL,NULL,43473,S,30348
Animalia,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Mico,saterei,NULL,NULL,43474,S,3582
Animalia,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Mico,intermedius,NULL,NULL,43469,S,3579
Animalia,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Mico,emiliae,NULL,NULL,43470,S,43465
Animalia,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Mico,humeralifer,NULL,NULL,43471,S,3573
Animalia,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Mico,nigriceps,NULL,NULL,41639,S,3580
Animalia,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Mico,argentatus,NULL,NULL,43467,S,3569
Animalia,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Mico,melanurus,NULL,NULL,43468,S,43466
Animalia,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Mico,chrysoleucus,NULL,NULL,41636,S,3578
Animalia,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Mico,leucippe,NULL,NULL,41637,S,3581
Animalia,CHORDATA,MAMMALIA,PRIMATES,CEBIDAE,Mico,marcai,NULL,NULL,41638,S,3584
Animalia,CHORDATA,MAMMALIA,PRIMATES,HYLOBATIDAE,Nomascus,nasutus,ssp.,nasutus,101801,S,101800
Animalia,CHORDATA,MAMMALIA,PRIMATES,HYLOBATIDAE,Nomascus,nasutus,ssp.,hainanus,101802,S,98789
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Vampyrops,recifinus,NULL,NULL,43826,S,17572
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Vampyrops,umbratus,NULL,NULL,43827,S,17573
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Vampyrops,vittatus,NULL,NULL,43828,S,17574
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Vampyrops,dorsalis,NULL,NULL,43823,S,17569
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Vampyrops,helleri,NULL,NULL,43824,S,17570
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Vampyrops,infuscus,NULL,NULL,43825,S,17571
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Vampyrops,lineatus,NULL,NULL,41667,S,17565
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Vampyrops,aurarius,NULL,NULL,43821,S,17566
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Vampyrops,brachycephalus,NULL,NULL,43822,S,17567
Animalia,CHORDATA,MAMMALIA,PHOLIDOTA,MANIDAE,Smutsia,gigantea,NULL,NULL,43521,S,12762
Animalia,CHORDATA,MAMMALIA,PHOLIDOTA,MANIDAE,Smutsia,temminckii,NULL,NULL,44403,S,12765
Animalia,CHORDATA,MAMMALIA,DIPROTODONTIA,PETAURIDAE,Dactylonax,tatei,NULL,NULL,43558,S,6224
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Nesonycteris,melanops,NULL,NULL,43560,S,13139
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Nesonycteris,aurantius,NULL,NULL,43789,S,13140
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Nesonycteris,woodfordi,NULL,NULL,43790,S,13140
Animalia,CHORDATA,MAMMALIA,RODENTIA,HYSTRICIDAE,Thecurus,crassispinis,NULL,NULL,43600,S,10750
Animalia,CHORDATA,MAMMALIA,RODENTIA,HYSTRICIDAE,Thecurus,pumilus,NULL,NULL,44221,S,10753
