Kingdom,PhyName,ClaName,OrdName,FamName,GenName,SpcName,SpcInfraRank,SpcInfraEpithet,SpcRecID,SpcStatus
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,microtis,NULL,NULL,15008,A
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,timoriensis,NULL,NULL,15010,A
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,gouldi,NULL,NULL,15004,A
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,heran,NULL,NULL,15005,A
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,howensis,NULL,NULL,15006,A
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,arnhemensis,NULL,NULL,15000,A
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,bifax,NULL,NULL,15001,A
Animalia,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,geoffroyi,NULL,NULL,15003,A
Animalia,CHORDATA,MAMMALIA,LAGOMORPHA,OCHOTONIDAE,Ochotona,turuchanensis,NULL,NULL,101011,A
Animalia,CHORDATA,MAMMALIA,LAGOMORPHA,OCHOTONIDAE,Ochotona,nigritia,NULL,NULL,40820,A
Animalia,CHORDATA,MAMMALIA,LAGOMORPHA,OCHOTONIDAE,Ochotona,argentata,NULL,NULL,101008,A
Animalia,CHORDATA,MAMMALIA,LAGOMORPHA,OCHOTONIDAE,Ochotona,huangensis,NULL,NULL,101010,A
Animalia,CHORDATA,MAMMALIA,LAGOMORPHA,OCHOTONIDAE,Ochotona,rutila,NULL,NULL,30287,A
Animalia,CHORDATA,MAMMALIA,LAGOMORPHA,OCHOTONIDAE,Ochotona,thibetana,NULL,NULL,30288,A
Animalia,CHORDATA,MAMMALIA,LAGOMORPHA,OCHOTONIDAE,Ochotona,dauurica,NULL,NULL,30289,A
Animalia,CHORDATA,MAMMALIA,LAGOMORPHA,OCHOTONIDAE,Ochotona,princeps,NULL,NULL,30284,A
Animalia,CHORDATA,MAMMALIA,LAGOMORPHA,OCHOTONIDAE,Ochotona,roylei,NULL,NULL,30285,A
Animalia,CHORDATA,MAMMALIA,LAGOMORPHA,OCHOTONIDAE,Ochotona,rufescens,NULL,NULL,30286,A
Animalia,CHORDATA,MAMMALIA,LAGOMORPHA,OCHOTONIDAE,Ochotona,ladacensis,NULL,NULL,30281,A
Animalia,CHORDATA,MAMMALIA,LAGOMORPHA,OCHOTONIDAE,Ochotona,macrotis,NULL,NULL,30282,A
Animalia,CHORDATA,MAMMALIA,LAGOMORPHA,OCHOTONIDAE,Ochotona,pallasi,NULL,NULL,30283,A
