ComName,LanDesc,SpcRecID
Webb's Tufted-tailed Rat,English,7626
Ellerman's Tufted-tailed Rat,English,7627
Petter's Tufted-tailed Rat,English,7628
Alai Mole-vole,English,7653
Southern Mole-vole,English,7654
Afghan Mole-vole,English,7654
Transcaucasian Mole-vole,English,7655
Northern Mole-vole,English,7656
Zaisan Mole-vole,English,7657
Greater Sheath-tailed Bat,English,7667
New Guinea Sheath-tailed Bat,English,7667
Raffray's Sheath-tailed Bat,English,7668
Polynesian Sheath-tailed Bat,English,7669
Small Asian Sheath-tailed Bat,English,7670
Philippine Sheath-tailed Bat,English,7670
Peters's Sheath-tailed Bat,English,7671
Madagascar Sheath-tailed Bat,English,7671
Beccari's Sheath-tailed Bat,English,7672
Large-eared Sheath-tailed Bat,English,7673
Lesser Sheath-tailed Bat,English,7674
Sea Otter,English,7750
Nutria del Kamtchatka,Spanish,7750
Nutria marina,Spanish,7750
Loutre de mer,French,7750
Loutre de mer de Californie,French,7751
Loutre de mer méridionale,French,7751
Nutria de mar californiana,Spanish,7751
California Sea Otter,English,7751
Southern Sea Otter,English,7751
Yellow Steppe Lemming,English,7782
Przewalski's Steppe Lemming,English,7783
Dulit Fruit Bat,English,7786
Greater Dawn Bat,English,7786
Lesser Dawn Bat,English,7787
Cave-dwelling Blossom Bat,English,7787
Dawn Bat,English,7787
Cave Fruit Bat,English,7787
Pratt's Vole,English,7797
South-west China Vole,English,7798
Gansu Vole,English,7799
Kolan Vole,English,7800
Père David's Vole,English,7801
Chaotung Vole,English,7802
Yulungshan Vole,English,7803
Royal Vole,English,7804
Shansei Vole,English,7805
Chinese Jumping Mouse,English,7806
Sichuan Jumping Mouse,English,7806
Western Palm Squirrel,English,7899
Temminck's Giant Squirrel,English,7899
Ebian's Palm Squirrel,English,7899
Ardilla de palmera,Spanish,7899
Ardilla de las palmeras,Spanish,7899
Écureuil des palmiers,French,7899
Écureuil palmiste,French,7899
Écureuil d'Ebi,French,7899
Angolan Epauletted Fruit Bat,English,7901
Lesser Angolan Epauletted Fruit Bat,English,7902
Gambian Epauletted Fruit Bat,English,7903
Little Epauletted Fruit Bat,English,7904
Ethiopian Epauletted Fruit Bat,English,7904
East African Epauletted Fruit Bat,English,7905
Pygmy Epauletted Fruit Bat,English,7905
Wahlberg's Epauletted Fruit Bat,English,7906
Büttikofer's Epauletted Bat,English,7907
Dobson's Fruit Bat,English,7908
Franquet's Fruit Bat,English,7909
Franquet's Epauletted Bat,English,7909
Little Black Serotine,English,7912
Inland Forest Bat,English,7913
Brazilian Brown Bat,English,7916
Dark-brown Serotine,English,7917
Cape Serotine,English,7918
Surat Serotine,English,7921
Diminutive Serotine,English,7922
Yellow-lipped Bat,English,7923
Yellow-lipped Eptesicus,English,7923
Kimberley Cave Bat,English,7923
Yellow Serotine,English,7925
Horn-skinned Bat,English,7926
Argentine Brown Bat,English,7927
Big Brown Bat,English,7928
Tiny Serotine,English,7930
Long-tailed House Bat,English,7931
African Large Serotine,English,7931
Harmless Serotine,English,7932
Kobayashi's Serotine,English,7933
Kobayashi's Bat,English,7933
Melck's House Bat,English,7934
Robert's Serotine,English,7934
Sind Bat,English,7935
Thick-eared Bat,English,7936
Lagos Serotine,English,7937
Little Cave Eptesicus,English,7938
Eastern Forest Bat,English,7938
Southern Forest Bat,English,7939
King River Eptesicus,English,7939
Rendall's Serotine,English,7940
Somali Serotine,English,7941
Sombre Bat,English,7942
White-winged Serotine,English,7943
Little Forest Eptesicus,English,7945
Little Forest Bat,English,7945
African Wild Ass,English,7949
African Ass,English,7949
Ane sauvage d'Afrique,French,7949
Asno salvaje de África,Spanish,7949
Cebra de Grévy,Spanish,7950
Zèbre de Grévy,French,7950
Grevy's Zebra,English,7950
Asian Wild Ass,English,7951
Asiatic Wild Ass,English,7951
Kulan,English,7951
Ane sauvage d'Asie,French,7951
Hémione,French,7951
Hemiono,Spanish,7951
Hemiono mongol,Spanish,7952
Ane sauvage de Mongolie,French,7952
Mongolian Wild Ass,English,7952
Dziggetai,English,7952
North Mongolian Kulan,English,7952
Kiang,English,7953
Kiang,Spanish,7953
Ane sauvage du Tibet,French,7953
Kiang,French,7953
Ane sauvage de l'Inde,French,7955
Khur,Spanish,7955
Hemiono indostánico,Spanish,7955
Onagro de la India,Spanish,7955
Hémione de l'Inde,French,7955
Ghor-khar,English,7955
Indian Wild Ass,English,7955
Khur,English,7955
Mongolian Wild Horse,English,7956
Przewalski's Horse,English,7956
Takh,English,7956
Przewalski's Wild Horse,English,7956
Caballo de Przewalski,Spanish,7956
Caballo salvaje,Spanish,7956
Cheval de Przewalski,French,7956
Zèbre de Hartmann,French,7958
Zèbre de montagne de Hartmann,French,7958
Cebra de Hartmann,Spanish,7958
Hartmann's Mountain Zebra,English,7958
Cape Mountain Zebra,English,7959
Cebra montanesa del Cabo,Spanish,7959
Cebra de montaña del Cabo,Spanish,7959
Zèbre de montagne du Cap,French,7959
Mountain Zebra,English,7960
Syrian Wild Ass,English,7962
Kulan,English,7964
Gobi Kulan,English,7965
Eastern Kiang,English,7967
Western Kiang,English,7968
Southern Kiang,English,7969
Upper Zambezi Zebra,English,7972
Burchell's Zebra,English,7974
Nubian Wild Ass,English,7975
Somalia Wild Ass,English,7976
Grant's Golden Mole,English,7994
Lichtenstein's Jerboa,English,7995
North American Porcupine,English,8004
Atlantic Bearded Seal,English,8012
Pacific Bearded Seal,English,8013
Sulawesi Grey Rat,English,8032
Sulawesi Soft-furred Rat,English,8032
Buffy Flower Bat,English,8033
Patas Monkey,English,8073
Patas,French,8073
Baleine grise,French,8097
Baleine à six bosses,French,8097
Ballena gris,Spanish,8097
Rip-sack,English,8097
Grey Whale,English,8097
Devil-fish,English,8097
Hard-head,English,8097
Mussel-digger,English,8097
Gray-back,English,8097
Southern Right Whale,English,8153
Ballena franca,Spanish,8153
Baleine australe,French,8153
Baleine de Biscaye,French,8154
Baleine des Basques,French,8154
Baleine franche,French,8154
Ballena franca del Norte,Spanish,8154
Ballena,Spanish,8154
Ballenga,Spanish,8154
Right Whale,English,8154
Black Right Whale,English,8154
Northern Right Whale,English,8154
Long-eared Jerboa,English,8162
Spotted Bat,English,8166
Disk-footed Bat,English,8168
Crowned Lemur,English,8199
Lémur coronado,Spanish,8199
Lémur à couronne,French,8199
Lémur brun,French,8200
Maki brun,French,8200
Lémur leonado,Spanish,8200
Brown Lemur,English,8200
Black Lemur,English,8201
Lémur negro,Spanish,8201
Lémur macaco,French,8201
Maki noir,French,8201
Lémur noir,French,8201
Lémur mongoz,French,8202
Maki mongoz,French,8202
Lémur mangosta,Spanish,8202
Mongoose Lemur,English,8202
Red-bellied Lemur,English,8203
Lemur de vientre rojo,Spanish,8203
Lémur à ventre rouge,French,8203
White-fronted Brown Lemur,English,8204
White-fronted Lemur,English,8204
White-collared Lemur,English,8205
White-collared Brown Lemur,English,8205
Collared Brown Lemur,English,8206
Red-collared Lemur,English,8206
Red-fronted Lemur,English,8209
Red-fronted Brown Lemur,English,8209
Sanford's Brown Lemur,English,8210
Sanford's Lemur,English,8210
Slouch-eared Bat,English,8241
Black Bonneted Bat,English,8241
Dwarf Bonneted Bat,English,8242
Peters's Mastiff Bat,English,8242
Big Bonneted Bat,English,8243
Wagner's Bonneted Bat,English,8244
Wagner's Mastiff Bat,English,8244
Sanborn's Bonneted Bat,English,8245
Guianan Bonneted Bat,English,8246
Guianan Mastiff Bat,English,8246
Greater Mastiff Bat,English,8247
Western Bonneted Bat,English,8247
Underwood's Bonneted Bat,English,8248
Underwood's Mastiff Bat,English,8248
Patagonian Chinchilla-mouse,English,8256
Biting Chinchilla-mouse,English,8257
Peterson's Chinchilla-mouse,English,8258
Burrowing Chinchilla-mouse,English,8259
Abolí,Spanish,8265
Gálago elegante,Spanish,8265
Galago élégant,French,8265
Western Needle-clawed Bushbaby,English,8265
Western Needle-clawed Galago,English,8265
Elegant Galago,English,8265
Northern Needle-clawed Bushbaby,English,8266
Northern Needle-clawed Galago,English,8266
Woolly Flying Squirrel,English,8269
Slender Fanalouc,English,8327
Falanouc,English,8327
Malagasy Mongoose,English,8327
Small-toothed Mongoose,English,8327
Euplère de Goudot,French,8327
Fanaloca,Spanish,8327
Mangosta dentipequeno,Spanish,8327
Japanese Mountain Mole,English,8385
Small-toothed Mole,English,8386
Long-nosed Mole,English,8387
Guiara,English,8418
Philippine Pygmy Squirrel,English,8436
Least Pygmy Squirrel,English,8437
Tufted Pygmy Squirrel,English,8438
Chinese Desert Cat,English,8539
Gato del desierto de China,Spanish,8539
Gato de Biet,Spanish,8539
Chat de Biet,French,8539
Chat de jungle,French,8540
Chat des marais,French,8540
Gato de los pantanos,Spanish,8540
Gato de la jungla,Spanish,8540
Reed Cat,English,8540
Jungle Cat,English,8540
Swamp Cat,English,8540
Sand Dune Cat,English,8541
Sand Cat,English,8541
Gato del Sahara,Spanish,8541
Gato de las arenas,Spanish,8541
Chat des sables,French,8541
Chat à pieds noirs,French,8542
Gato de pies negros,Spanish,8542
Gato patinegro,Spanish,8542
Small-spotted Cat,English,8542
Black-footed Cat,English,8542
Wild Cat,English,8543
Wildcat,English,8543
Gato silvestre,Spanish,8543
Gato montés,Spanish,8543
Gato montés,Spanish,8543
Chat orné,French,8543
Chat sauvage,French,8543
Chat sauvage,French,8543
Ethiopian Wild Cat,English,8544
Northern African Wild Cat,English,8545
Pakistan Sand Cat,English,8546
Felou Gundi,English,8548
West African Gundi,English,8548
Senegal Gundi,English,8548
Slender Blackfish,English,8551
Pygmy Killer Whale,English,8551
Orque pygmée,French,8551
Epaulard pygmée,French,8551
Orca pigmea,Spanish,8551
Kelaart's Long-clawed Shrew,English,8553
Fanaloka,English,8668
Malagasy Civet,English,8668
Striped Civet,English,8668
Cibeta de Madagascar,Spanish,8668
Civeta,Spanish,8668
Civette fossane,French,8668
Civette malgache,French,8668
Fossana,French,8668
Fanaloka,French,8668
Layard's Palm Squirrel,English,8700
Layard's Striped Squirrel,English,8700
Indian Palm Squirrel,English,8701
Northern Palm Squirrel,English,8702
Dusky Striped Squirrel,English,8703
Dusky Palm Squirrel,English,8703
Jungle Palm Squirrel,English,8704
Jungle Striped Squirrel,English,8704
Carruthers's Mountain Squirrel,English,8755
Thomas's Rope Squirrel,English,8756
Thomas's Tree Squirrel,English,8756
Bocage's Tree Squirrel,English,8757
Lunda Rope Squirrel,English,8757
Congo Rope Squirrel,English,8758
Kuhl's Tree Squirrel,English,8758
Gray's Four-striped Squirrel,English,8759
Lady Burton's Rope Squirrel,English,8759
Ribboned Rope Squirrel,English,8760
Leconte's Four-striped Squirrel,English,8760
Orange-headed Squirrel,English,8761
Red-cheeked Rope Squirrel,English,8761
Fire-footed Rope Squirrel,English,8762
Cuvier's Fire-footed Squirrel,English,8762
Cuvier's Tree Squirrel,English,8762
De Winton's Tree Squirrel,English,8763
Kintampo Rope Squirrel,English,8763
Thumbless Bat,English,8771
Gálago de Allen,Spanish,8785
Galago d'Allen,French,8785
Allen's Squirrel Galago,English,8785
Allen's Bushbaby,English,8785
Allen's Galago,English,8785
Bioko Allen's Bushbaby,English,8785
Somali Bushbaby,English,8786
Somali Galago,English,8786
Gálago etíope,Spanish,8786
Galago du Congo,French,8787
Eastern Needle-clawed Bushbaby,English,8787
Eastern Needle-clawed Galago,English,8787
Lesser Needle-clawed Galago,English,8787
Matschie's Galago,English,8787
Dusky Bushbaby,English,8787
Spectacled Galago,English,8787
Moholi Bushbaby,English,8788
Mohol Galago,English,8788
South African Lesser Galago,English,8788
Lesser Bushbaby,English,8788
Gálago de Senegal,Spanish,8789
Galago du Sénégal,French,8789
Senegal Galago,English,8789
Lesser Galago,English,8789
Lesser Bushbaby,English,8789
Senegal Bushbaby,English,8789
Dwarf Galago,English,8791
Demidoff's Galago,English,8791
Dwarf Bushbaby,English,8791
Demidoff's Dwarf Galago,English,8791
Galago de Demidoff,French,8791
Gálago enano,Spanish,8791
Gálago de Zanzíbar,Spanish,8792
Zanzibar Bushbaby,English,8792
Zanzibar Galago,English,8792
Thomas's Dwarf Galago,English,8793
Thomas's Galago,English,8793
Grant's Dwarf Galago,English,8794
Mozambique Galago,English,8794
Rondo Galago,English,8798
Rondo Dwarf Galago,English,8798
Yellow-toothed Cavy,English,8823
Cuis,English,8824
Common Yellow-toothed Cavy,English,8824
Spix's Yellow-toothed Cavy,English,8825
Spix's Cavy,English,8825
Garlepp's Mouse,English,8827
Tejón,Spanish,8832
Hurón,Spanish,8832
Hurón grange,Spanish,8832
Grisón,Spanish,8832
Grison d'Allemand,French,8832
Grison,French,8832
Allamand's Grison,English,8832
Greater Grison,English,8832
Cuvier's Gazelle,English,8967
Edmi Gazelle,English,8967
Idmi,English,8967
Gazelle de Cuvier,French,8967
Gacela de Cuvier,Spanish,8967
Gazelle dama,French,8968
Addra Gazelle,English,8968
Dama Gazelle,English,8968
Dorcas Gazelle,English,8969
Gazelle dorcas,French,8969
Gacela dorcas,Spanish,8969
Gazelle d'Arabie,French,8970
Edmi,French,8970
Mountain Gazelle,English,8970
Grant's Gazelle,English,8971
Sand Gazelle,English,8972
Rhim Gazelle,English,8972
Slender-horned Gazelle,English,8972
Gazelle leptocère,French,8972
Rhim,French,8972
Gazelle à cornes fines,French,8972
Rhim,Spanish,8972
Arabian Goitred Gazelle,English,8977
Arabian Sand Gazelle,English,8977
Chinkara,English,8978
Indian Gazelle,English,8978
Jebeer Gazelle,English,8978
Saudi Gazelle,English,8980
Arabian Gazelle,English,8981
Acacia Gazelle,English,8984
Farasan Gazelle,English,8985
Muscat Gazelle,English,8986
Pelzeln's Gazelle,English,8988
Palestine Mountain Gazelle,English,8989
Arabian Mountain Gazelle,English,8990
Heuglin's Gazelle,English,8991
Mongalla Gazelle,English,8992
Crested Genet,English,8998
Giant Forest Genet,English,8999
Giant Servaline Genet,English,8999
Giant Genet,English,8999
Swan Island Hutia,English,9003
Large-eared Tenrec,English,9046
Eastern Large-eared Tenrec,English,9047
Large-eared Tenrec,English,9048
Desert Pocket Gopher,English,9054
Texas Pocket Gopher,English,9055
Tropical Pocket Gopher,English,9056
Maritime Pocket Gopher,English,9057
Carrizo Springs Pocket Gopher,English,9058
Cumberland Island Pocket Gopher,English,9059
Goff's South-eastern Pocket Gopher,English,9060
Sherman's Pocket Gopher,English,9061
Llano Pocket Gopher,English,9062
Central Texas Pocket Gopher,English,9062
Rio Grande Pocket Gopher,English,9063
Colonial Pocket Gopher,English,9064
South-eastern Pocket Gopher,English,9065
Cape Mole-rat,English,9077
Long-clawed Mole-mouse,English,9089
Hairy-footed Gerbil,English,9092
South African Pygmy Gerbil,English,9092
Setzer's Hairy-footed Gerbil,English,9093
Dune Hairy-footed Gerbil,English,9094
Bushy-tailed Hairy-footed Gerbil,English,9095
Tassel-tailed Pygmy Gerbil,English,9095
Berbera Gerbil,English,9096
Greater Short-tailed Gerbil,English,9097
Mauritanian Gerbil,English,9098
Barfur Gerbil,English,9099
Sudan Gerbil,English,9100
Rosalinda Gerbil,English,9101
Agag Gerbil,English,9102
Pleasant Gerbil,English,9104
Anderson's Gerbil,English,9105
Swarthy Gerbil,English,9106
Botta's Gerbil,English,9109
Brockman's Gerbil,English,9110
Burton's Gerbil,English,9111
North African Gerbil,English,9112
Large North African Gerbil,English,9112
Cheesman's Gerbil,English,9113
Wagner's Gerbil,English,9116
Dongola Gerbil,English,9118
Somali Gerbil,English,9119
Black-tufted Gerbil,English,9120
Flower's Gerbil,English,9121
Algerian Gerbil,English,9122
Lesser Egyptian Gerbil,English,9123
Indian Hairy-footed Gerbil,English,9124
Grobben's Gerbil,English,9125
Harwood's Gerbil,English,9126
Kenyan Gerbil,English,9126
Pygmy Gerbil,English,9127
Western Gerbil,English,9128
Hoogstraal's Gerbil,English,9129
James's Gerbil,English,9130
Lataste's Gerbil,English,9132
Lowe's Gerbil,English,9133
Mackillingin's Gerbil,English,9134
Mesopotamian Gerbil,English,9135
Baluchistan Gerbil,English,9136
Nigerian Gerbil,English,9137
Occidental Gerbil,English,9138
Pale Gerbil,English,9140
Large Aden Gerbil,English,9141
Principal Gerbil,English,9142
Cushioned Gerbil,English,9143
East African Hairy-footed Gerbil,English,9143
East African Bare-footed Gerbil,English,9144
Least Gerbil,English,9144
Greater Egyptian Gerbil,English,9145
Lesser Short-tailed Gerbil,English,9149
Somalian Gerbil,English,9150
Khartoum Gerbil,English,9151
Sand Gerbil,English,9152
Tarabul's Gerbil,English,9153
Vivacious Gerbil,English,9154
Waters's Gerbil,English,9155
Carolina Flying Squirrel,English,9235
Virginia Flying Squirrel,English,9236
Mexican Flying Squirrel,English,9237
Guerrero Flying Squirrel,English,9238
Oaxaca Flying Squirrel,English,9239
Southern Flying Squirrel,English,9240
petit polatouche,French,9240
San Bernardino Flying Squirrel,English,9241
Prince of Wales Island Flying Squirrel,English,9242
Bushy-tailed Opossum,English,9245
Japanese Dormouse,English,9246
Thick-thumbed Pipistrelle,English,9248
Common Thick-thumbed Bat,English,9248
Pacific Pilot Whale,English,9249
Short-finned Pilot Whale,English,9249
Globicéphale tropical,French,9249
Caldrón negro,Spanish,9249
Caldrón negro,Spanish,9250
Globicéphale commun,French,9250
Long-finned Pilot Whale,English,9250
Commissaris's Long-tongued Bat,English,9273
Grey Long-tongued Bat,English,9274
Miller's Long-tongued Bat,English,9275
Western Long-tongued Bat,English,9276
Pallas's Long-tongued Bat,English,9277
Red-bellied Sculptor Squirrel,English,9283
Sculptor Squirrel,English,9283
Indian Bush Rat,English,9303
Gorilla,English,9404
Western Gorilla,English,9404
Gorila,Spanish,9404
Gorille,French,9404
Aceramarca Gracile Mouse Opossum,English,9416
Agile Gracile Mouse Opossum,English,9417
Wood Sprite Gracile Mouse Opossum,English,9418
Emilia's Gracile Mouse Opossum,English,9419
Northern Gracile Mouse Opossum,English,9420
Brazilian Gracile Mouse Opossum,English,9421
Kalinowski's Gracile Mouse Opossum,English,9422
Arid Thicket Rat,English,9450
Bunting's Thicket Rat,English,9451
Grey-headed Thicket Rat,English,9452
Kenyan Thicket Rat,English,9452
Mozambique Thicket Rat,English,9453
Woodland Thicket Rat,English,9454
Common Thicket Rat,English,9454
Montane Thicket Rat,English,9455
Forest Thicket Rat,English,9455
Giant Thicket Rat,English,9456
Mt Kenyan Thicket Rat,English,9456
Osgood's Thicket Rat,English,9457
Ruwenzori Thicket Rat,English,9457
Macmillan's Thicket Rat,English,9458
Ethiopian Thicket Rat,English,9459
Shining Thicket Rat,English,9460
Arboreal Thicket Rat,English,9460
Peters's Arboreal Forest Rat,English,9460
Grey Dolphin,English,9461
Risso's Dolphin,English,9461
Delfín de Risso,Spanish,9461
Fabo calderón,Spanish,9461
Dauphin de Risso,French,9461
Grampus,French,9461
Pale Leaf-eared Mouse,English,9465
Edith's Leaf-eared Mouse,English,9466
Grey Leaf-eared Mouse,English,9467
Christy's Dormouse,English,9480
Jentink's Dormouse,English,9481
Thick-tailed Dormouse,English,9481
Large Grey Dormouse,English,9482
Huet's Dormouse,English,9482
Kellen's Dormouse,English,9483
Lorrain Dormouse,English,9484
West African Common Dormouse,English,9484
Noack's Dormouse,English,9485
Small-eared Dormouse,English,9485
Monard's Dormouse,English,9486
Woodland Dormouse,English,9487
African Common Dormouse,English,9487
Bushy-tailed Dormouse,English,9487
Black-and-white Dormouse,English,9488
Spectacled Dormouse,English,9488
Rock Dormouse,English,9491
Stone Dormouse,English,9492
Silent Dormouse,English,9493
Voalavoanala,English,9581
Chinanteco Deer Mouse,English,9608
Slender-tailed Deer Mouse,English,9609
Crested-tailed Deer Mouse,English,9610
Jico Deer Mouse,English,9611
Hume's Rat,English,9618
Manipur Bush Rat,English,9618
Greater Ranee Mouse,English,9630
Ranee Mouse,English,9630
Minahassa Ranee Mouse,English,9631
Sulawesi Pygmy Tree Rat,English,9631
Lesser Ranee Mouse,English,9632
Golden Lemur,English,9672
Golden Bamboo Lemur,English,9672
Lémur cariancho,Spanish,9672
Hapalémur doré,French,9672
Hapalémur gris,French,9673
Petit hapalémur,French,9673
Lémur cariancho,Spanish,9673
Grey Gentle Lemur,English,9673
Greater Bamboo Lemur,English,9674
Broad-nosed Gentle Lemur,English,9674
Lémur cariancho,Spanish,9674
Grand hapalémur,French,9674
Hapalémur simien,French,9674
Alaotran Gentle Lemur,English,9676
Alaotra Reed Lemur,English,9676
Alaotran Bamboo Lemur,English,9676
Sambirano Bamboo Lemur,English,9678
Western Grey Bamboo Lemur,English,9678
Lesser Marmoset-mouse,English,9679
Delacour's Marmoset-rat,English,9679
Marmoset-rat,English,9680
Greater Marmoset-mouse,English,9680
Fischer's Pygmy Fruit Bat,English,9690
Philippine Pygmy Fruit Bat,English,9690
Hairy-winged Bat,English,9736
Harpy Fruit Bat,English,9740
Sulawesi Harpy Fruit Bat,English,9741
African Smoky Mouse,English,9759
De Balsac's Mouse,English,9759
Oso de sol,Spanish,9760
Oso malayo,Spanish,9760
Oso de los cocoteros,Spanish,9760
Ours malais,French,9760
Ours des cocotiers,French,9760
Malayan Sun Bear,English,9760
Sun Bear,English,9760
Silvery Mole-rat,English,9828
Gambian Sun Squirrel,English,9830
Mutable Sun Squirrel,English,9831
Southern Sun Squirrel,English,9831
Small Sun Squirrel,English,9832
Red-legged Sun Squirrel,English,9833
Ruwenzori Sun Squirrel,English,9834
Eastern Sun Squirrel,English,9835
Zanj Sun Squirrel,English,9835
Lemuroid Ringtail Possum,English,9869
Banded Musang,English,9885
Banded Palm Civet,English,9885
Hardwick's Civet,English,9885
Cibeta palmirayada,Spanish,9885
Civeta de Derby,Spanish,9885
Civette palmiste à bandes de Derby,French,9885
Hémigale de Derby,French,9885
Civette palmiste rayée,French,9885
Jaguarundi,French,9948
Yaguarundí,Spanish,9948
Gato colorado,Spanish,9948
Gato moro,Spanish,9948
León brenero,Spanish,9948
Leoncillo,Spanish,9948
Onza,Spanish,9948
Tigrillo,Spanish,9948
Eyra Cat,English,9948
Jaguarundi,English,9948
Texas Jaguarundi,English,9949
Indian Brown Mongoose,English,9952
Mangosta colicorta oscura,Spanish,9952
Mangouste à queue courte de l'Inde,French,9952
Mangouste grise de l'Inde,French,9953
Mangouste d'Edwards,French,9953
Mangosta gris de la India,Spanish,9953
Indian Grey Mongoose,English,9953
Small Indian Mongoose,English,9955
Mangosta de manchas doradas,Spanish,9955
Petite mangouste indienne,French,9955
Mangouste de Smith,French,9956
Mangosta roja de la India,Spanish,9956
Ruddy Mongoose,English,9956
Crab-eating Mongoose,English,9957
Mangosta cangrejera,Spanish,9957
Mangouste crabière,French,9957
Mangouste à cou rayé,French,9958
Mangosta de nuca rayada,Spanish,9958
Stripe-necked Mongoose,English,9958
Collared Mongoose,English,9960
Blanford's Bat,English,9975
False Serotine Bat,English,9976
Gaskell's False Serotine,English,9977
Tickell's Bat,English,9978
Large False Serotine,English,9979
Naked Mole-rat,English,9987
Trinidad Spiny Pocket Mouse,English,10004
Southern Spiny Pocket Mouse,English,10005
Desmarest's Spiny Pocket Mouse,English,10006
Gaumer's Spiny Pocket Mouse,English,10007
Nelson's Spiny Pocket Mouse,English,10009
Mountain Spiny Pocket Mouse,English,10010
Greater Puerto Rican Agouti,English,10024
Antillean Cave Rat,English,10024
Insular Cave Rat,English,10025
Lesser Puerto Rican Agouti,English,10025
Pygmy Hippopotamus,English,10032
Hipopótamo pigmeo,Spanish,10032
Hipopótamo enano,Spanish,10032
Hippopotame nain,French,10032
Hippopotame pygmée,French,10032
Imposter Hutia,English,10034
Ciervo andino septentrional,Spanish,10053
Taruca,Spanish,10053
Guemal,Spanish,10053
Taruka de los Andes septentrionales,Spanish,10053
Huemul,Spanish,10053
Cerf des Andes septentrionales,French,10053
Guémal péruvien,French,10053
Huémul des Andes septentrionales,French,10053
North Andean Huemul,English,10053
North Andean Huemul,English,10053
Peruvian Huemul,English,10053
Peruvian Guemal,English,10053
Taruca,English,10053
North Andean Deer,English,10053
South Andean Huemul,English,10054
Chilean Huemul,English,10054
South Andean Deer,English,10054
Patagonian Huemul,English,10054
Cerf des Andes méridionales,French,10054
Huémul des Andes méridionales,French,10054
Ciervo andino meridional,Spanish,10054
Huemul,Spanish,10054
Hipopótamo anfibio,Spanish,10103
Hippopotame,French,10103
Hippopotame amphibie,French,10103
Hippopotamus,English,10103
Large Hippo,English,10103
Aba Leaf-nosed Bat,English,10109
Aba Roundleaf Bat,English,10109
Great Roundleaf Bat,English,10110
Himalayan Leaf-nosed Bat,English,10110
Dusky Leaf-nosed Bat,English,10111
Dusky Roundleaf Bat,English,10111
Dusky Horseshoe Bat,English,10111
Dwarf Leaf-nosed Bat,English,10112
Benito Roundleaf Bat,English,10112
Bicoloured Roundleaf Bat,English,10113
Bicoloured Leaf-nosed Bat,English,10113
Short-headed Roundleaf Bat,English,10114
Sundevall's Roundleaf Bat,English,10115
Sundevall's Leaf-nosed Bat,English,10115
Spurred Leaf-nosed Bat,English,10116
Spurred Horseshoe Bat,English,10116
Spurred Roundleaf Bat,English,10116
Greater Roundleaf Bat,English,10117
Greater Cyclops Leaf-nosed Bat,English,10117
Fawn Horseshoe Bat,English,10118
Fawn Roundleaf Bat,English,10118
Gould's Leaf-nosed Bat,English,10118
Fawn Leafnosed Bat,English,10118
Least Leaf-nosed Bat,English,10119
Ashy Roundleaf Bat,English,10119
Commerson's Roundleaf Bat,English,10120
Giant African Leaf-nosed Bat,English,10120
Commerson's Leaf-nosed Bat,English,10120
Large Mindanao Roundleaf Bat,English,10121
Telefomin Roundleaf Bat,English,10122
Cox's Roundleaf Bat,English,10123
Cox's Leaf-nosed Bat,English,10123
Timor Roundleaf Bat,English,10124
Timor Leaf-nosed Bat,English,10124
Short-tailed Leaf-nosed Bat,English,10125
Short-tailed Roundleaf Bat,English,10125
Cyclops Roundleaf Bat,English,10126
Cyclops Leaf-nosed Bat,English,10126
Makira Horseshoe Bat,English,10127
Makira Roundleaf Bat,English,10127
Diadem Leaf-nosed Bat,English,10128
Diadem Horseshoe Bat,English,10128
Diadem Roundleaf Bat,English,10128
Fierce Roundleaf Bat,English,10129
Giant Horseshoe Bat,English,10129
Fierce Leaf-nosed Bat,English,10129
Borneo Roundleaf Bat,English,10130
Dyak Roundleaf Bat,English,10132
Dyak Leaf-nosed Bat,English,10132
John Hill's Roundleaf Bat,English,10133
Sooty Roundleaf Bat,English,10134
Sooty Leaf-nosed Bat,English,10134
Fulvous Roundleaf Bat,English,10135
Fulvous Leaf-nosed Bat,English,10135
Cantor's Leaf-nosed Bat,English,10136
Fawn Leaf-nosed Bat,English,10136
Cantor's Roundleaf Bat,English,10136
Cantor's Horseshoe Bat,English,10136
Thailand Roundleaf Bat,English,10137
Kolar Roundleaf Bat,English,10138
Leafletted Leaf-nosed Bat,English,10138
Crested Roundleaf Bat,English,10139
Crested Leaf-nosed Bat,English,10139
Jones's Leaf-nosed Bat,English,10140
Jones's Roundleaf Bat,English,10140
Lamotte's Roundleaf Bat,English,10141
Indian Roundleaf Bat,English,10142
Indian Large Roundleaf Bat,English,10142
Horsfield's Leaf-nosed Bat,English,10143
Intermediate Roundleaf Bat,English,10143
Large Asian Roundleaf Bat,English,10144
Lekagul's Leaf-nosed Bat,English,10144
Shield-faced Roundleaf Bat,English,10145
Shield-faced Leaf-nosed Bat,English,10145
Big-eared Roundleaf Bat,English,10146
Maduran Leaf-nosed Bat,English,10147
Maduran Roundleaf Bat,English,10147
Maggie Taylor's Roundleaf Bat,English,10148
Maggie Taylor's Horseshoe Bat,English,10148
Aellen's Leaf-nosed Bat,English,10149
Aellen's Roundleaf Bat,English,10149
Ethiopian Large-eared Roundleaf Bat,English,10150
Large-eared Leaf-nosed Bat,English,10150
Fly River Leaf-nosed Bat,English,10151
Fly River Roundleaf Bat,English,10151
Malayan Roundleaf Bat,English,10152
