start_date,end_date,taxon_name,taxon_concept_id,rank,iso_code2,unit,term,source,purpose,Applies_to_import,notes,internal notes
26/11/2015,16/03/2016,Furcifer minor,5707,SPECIES,MG,ALL,ALL,ALL,ALL,,"All exports, except <i>F. antimena, F. bifidus, 
F. campani, F. lateralis, F. minor, F. oustaleti, F. pardalis, F. petteri, F. rhinoceratus, F. verrucosus</i> and <i>F. willsii</i>.",Fall under genus level suspension
26/11/2015,16/03/2016,Furcifer oustaleti,7542,SPECIES,MG,ALL,ALL,ALL,ALL,,"All exports, except <i>F. antimena, F. bifidus, 
F. campani, F. lateralis, F. minor, F. oustaleti, F. pardalis, F. petteri, F. rhinoceratus, F. verrucosus</i> and <i>F. willsii</i>.",Fall under genus level suspension
26/11/2015,16/03/2016,Furcifer pardalis,3293,SPECIES,MG,ALL,ALL,ALL,ALL,,"All exports, except <i>F. antimena, F. bifidus, 
F. campani, F. lateralis, F. minor, F. oustaleti, F. pardalis, F. petteri, F. rhinoceratus, F. verrucosus</i> and <i>F. willsii</i>.",Fall under genus level suspension
26/11/2015,16/03/2016,Furcifer petteri,8011,SPECIES,MG,ALL,ALL,ALL,ALL,,"All exports, except <i>F. antimena, F. bifidus, 
F. campani, F. lateralis, F. minor, F. oustaleti, F. pardalis, F. petteri, F. rhinoceratus, F. verrucosus</i> and <i>F. willsii</i>.",Fall under genus level suspension
26/11/2015,16/03/2016,Furcifer rhinoceratus,5979,SPECIES,MG,ALL,ALL,ALL,ALL,,"All exports, except <i>F. antimena, F. bifidus, 
F. campani, F. lateralis, F. minor, F. oustaleti, F. pardalis, F. petteri, F. rhinoceratus, F. verrucosus</i> and <i>F. willsii</i>.",Fall under genus level suspension
26/11/2015,16/03/2016,Furcifer verrucosus,9004,SPECIES,MG,ALL,ALL,ALL,ALL,,"All exports, except <i>F. antimena, F. bifidus, 
F. campani, F. lateralis, F. minor, F. oustaleti, F. pardalis, F. petteri, F. rhinoceratus, F. verrucosus</i> and <i>F. willsii</i>.",Fall under genus level suspension
26/11/2015,16/03/2016,Furcifer willsii,5547,SPECIES,MG,ALL,ALL,ALL,ALL,,"All exports, except <i>F. antimena, F. bifidus, 
F. campani, F. lateralis, F. minor, F. oustaleti, F. pardalis, F. petteri, F. rhinoceratus, F. verrucosus</i> and <i>F. willsii</i>.",Fall under genus level suspension
26/11/2015,16/03/2016,Phelsuma grandis,9590,SPECIES,MG,ALL,ALL,ALL,ALL,,"All exports, except <i>P. grandis, P. kochi, P. laticauda, P. lineata, P. madagascariensis</i> and <i>P. quadriocellata</i>.",Fall under genus level suspension
26/11/2015,16/03/2016,Phelsuma kochi,3930,SPECIES,MG,ALL,ALL,ALL,ALL,,"All exports, except <i>P. grandis, P. kochi, P. laticauda, P. lineata, P. madagascariensis</i> and <i>P. quadriocellata</i>.",Fall under genus level suspension
26/11/2015,16/03/2016,Phelsuma laticauda,7052,SPECIES,MG,ALL,ALL,ALL,ALL,,"All exports, except <i>P. grandis, P. kochi, P. laticauda, P. lineata, P. madagascariensis</i> and <i>P. quadriocellata</i>.",Fall under genus level suspension
26/11/2015,16/03/2016,Phelsuma lineata,3477,SPECIES,MG,ALL,ALL,ALL,ALL,,"All exports, except <i>P. grandis, P. kochi, P. laticauda, P. lineata, P. madagascariensis</i> and <i>P. quadriocellata</i>.",Fall under genus level suspension
26/11/2015,16/03/2016,Phelsuma madagascariensis,8779,SPECIES,MG,ALL,ALL,ALL,ALL,,"All exports, except <i>P. grandis, P. kochi, P. laticauda, P. lineata, P. madagascariensis</i> and <i>P. quadriocellata</i>.",Fall under genus level suspension
26/11/2015,16/03/2016,Phelsuma quadriocellata,6940,SPECIES,MG,ALL,ALL,ALL,ALL,,"All exports, except <i>P. grandis, P. kochi, P. laticauda, P. lineata, P. madagascariensis</i> and <i>P. quadriocellata</i>.",Fall under genus level suspension
11/02/2016,21/03/2016,ALL,ALL,ALL,AO,ALL,ALL,ALL,Z; G; Q; S; H; P; M; E; N; B; L,,All commercial trade in specimens of CITES-listed species.,Country-level suspension for T
11/02/2016,21/03/2016,ALL,ALL,ALL,LA,ALL,ALL,ALL,Z; G; Q; S; H; P; M; E; N; B; L,,All commercial trade in specimens of CITES-listed species.,Country-level suspension for T
15/03/2016,22/01/2018,ALL,ALL,ALL,GW,ALL,ALL,ALL,Z; G; Q; S; H; P; M; E; N; B; L,,All commercial trade in specimens of CITES-listed species.,Country-level suspension for T
15/03/2016,22/01/2018,ALL,ALL,ALL,LR,ALL,ALL,ALL,Z; G; Q; S; H; P; M; E; N; B; L,,All commercial trade in specimens of CITES-listed species.,Country-level suspension for T
22/01/2018,,ALL,ALL,ALL,LR,ALL,ALL,ALL,Z; G; Q; S; H; P; M; E; N; B; L,,All commercial trade in specimens of CITES-listed species.,Country-level suspension for T
26/03/2018,,ALL,ALL,ALL,IN,ALL,ALL,A; C; D; F; I; O; R; U; X,Z; G; Q; S; H; P; M; E; N; B; L,,"The Government of India has banned the export for commercial purposes of all wild-taken specimens of species included in Appendices I, II and III, except cultivated varieties of plant species included in Appendices I and II accompanied by a CITES Comparable Certificate issued by the competent authorities of India. 
Wood and wood products in the form of logs, timber, stumps, roots, bark, chips, powder, flakes, dust and charcoal produced from wild-sourced <i>Dalbergia sissoo</i> and <i>Dalbergia latifolia</i> are not exempt.",Country-level suspension for T & W
01/11/2018,,Psittacus erithacus,9644,SPECIES,CD,ALL,ALL,A; C; D; F; I; O; R; U; X,ALL,,Suspension of commercial and non-commercial trade in specimens of <i>Psittacus erithacus</i> of wild origin from the Democratic Republic of Congo,Suspension for W only
01/11/2018,,Dalbergia,12737,GENUS,LA,ALL,ALL,ALL,Z; G; Q; S; H; P; M; E; N; B; L,,"Suspension of commercial trade in specimens of the genus Dalbergia spp., including finished products, such as carvings and furniture.",Suspension for commercial only
01/11/2018,,Pterocarpus erinaceus,67733,SPECIES,NG,ALL,ALL,ALL,Z; G; Q; S; H; P; M; E; N; B; L,,Suspension of commercial trade in specimens,Suspension for commercial only
19/12/2019,,ALL,ALL,ALL,GN,ALL,ALL,ALL,Z; G; Q; S; H; P; M; E; N; B; L,,All commercial trade.,Country-level suspension for T
