ComName,LangShort,RecId,Rank,Designation,ReferenceID
Полски блатар,BUL,6621,SPECIES,CITES_EU,
Степен блатар,BUL,6831,SPECIES,CITES_EU,
Ливаден блатар,BUL,3702,SPECIES,CITES_EU,
Сива каня,BUL,5760,SPECIES,CITES_EU,
Мадагаскарски орел змияр,BUL,7626,SPECIES,CITES_EU,
Брадат лешояд,BUL,10218,SPECIES,CITES_EU,
Белоглав лешояд,BUL,5114,SPECIES,CITES_EU,
Харпия,BUL,3792,SPECIES,CITES_EU,
Ястребов орел,BUL,8757,SPECIES,CITES_EU,
Малък орел,BUL,5101,SPECIES,CITES_EU,
Сивогръб ястреб,BUL,6195,SPECIES,CITES_EU,
Черна каня,BUL,9813,SPECIES,CITES_EU,
Червена каня,BUL,6274,SPECIES,CITES_EU,
Египетски лешояд,BUL,8572,SPECIES,CITES_EU,
Осояд,BUL,4341,SPECIES,CITES_EU,
Филипински орел маймунояд,BUL,9919,SPECIES,CITES_EU,
Калифорнийски кондор,BUL,10054,SPECIES,CITES_EU,
Кралски лешояд,BUL,3507,SPECIES,CITES_EU,
Андски кондор,BUL,4494,SPECIES,CITES_EU,
Сейшелска ветрушка,BUL,7466,SPECIES,CITES_EU,
Далматински сокол,BUL,9606,SPECIES,CITES_EU,
Ловен сокол,BUL,10949,SPECIES,CITES_EU,
Малък сокол,BUL,7740,SPECIES,CITES_EU,
Средиземноморски сокол,BUL,6016,SPECIES,CITES_EU,
Лагаров сокол,BUL,8607,SPECIES,CITES_EU,
Белошипа ветрушка,BUL,6328,SPECIES,CITES_EU,
Нютонова ветрушка,BUL,9441,SPECIES,CITES_EU,
Берберски сокол,BUL,10464,SPECIES,CITES_EU,
Сокол скитник,BUL,6244,SPECIES,CITES_EU,
Маврицийски сокол,BUL,3922,SPECIES,CITES_EU,
Северен сокол,BUL,7821,SPECIES,CITES_EU,
Сокол орко,BUL,3900,SPECIES,CITES_EU,
Черношипа ветрушка (керкенез),BUL,3675,SPECIES,CITES_EU,
Вечерна ветрушка,BUL,9091,SPECIES,CITES_EU,
Орел рибар,BUL,10360,SPECIES,CITES_EU,
Синьоклюн кракс,BUL,5251,SPECIES,CITES_EU,
Червеноклюн кракс,BUL,4267,SPECIES,CITES_EU,
Жълтоклюн кракс,BUL,3747,SPECIES,CITES_EU,
Гололик кракс,BUL,4821,SPECIES,CITES_EU,
Оранжевоклюн кракс,BUL,9428,SPECIES,CITES_EU,
Голям кракс,BUL,4524,SPECIES,CITES_EU,
Остроклюн миту,BUL,8933,SPECIES,CITES_EU,
Рогат хуан,BUL,7743,SPECIES,CITES_EU,
Обикновена чачалака,BUL,7506,SPECIES,CITES_EU,
Шлемоносен кракс,BUL,10359,SPECIES,CITES_EU,
Белокрил хуан,BUL,11162,SPECIES,CITES_EU,
Качулат хуан,BUL,4262,SPECIES,CITES_EU,
Черен хуан,BUL,3745,SPECIES,CITES_EU,
Черногръд хоко,BUL,7468,SPECIES,CITES_EU,
Тринидатски хоко,BUL,7109,SPECIES,CITES_EU,
Малео,BUL,10947,SPECIES,CITES_EU,
Аргус,BUL,5736,SPECIES,CITES_EU,
Валихов фазан,BUL,7308,SPECIES,CITES_EU,
