ComName,LangShort,RecId,Rank,Designation,ReferenceID
Blacknose shark,ENG,100341,SPECIES,CITES_EU,
Bignose shark,ENG,100342,SPECIES,CITES_EU,
Silvertip shark,ENG,100343,SPECIES,CITES_EU,
Grey reef shark,ENG,100344,SPECIES,CITES_EU,
Graceful shark,ENG,100345,SPECIES,CITES_EU,
Pigeye shark,ENG,100346,SPECIES,CITES_EU,
Borneo shark,ENG,100347,SPECIES,CITES_EU,
Nervous shark,ENG,100348,SPECIES,CITES_EU,
Bronze whaler,ENG,100349,SPECIES,CITES_EU,
Spinner shark,ENG,100350,SPECIES,CITES_EU,
Pacific smalltail shark,ENG,100351,SPECIES,CITES_EU,
Coates's shark,ENG,100352,SPECIES,CITES_EU,
Whitecheek shark,ENG,100353,SPECIES,CITES_EU,
Creek whaler,ENG,100354,SPECIES,CITES_EU,
Galapagos shark,ENG,100355,SPECIES,CITES_EU,
Pondicherry shark,ENG,100356,SPECIES,CITES_EU,
Human's whaler shark,ENG,100357,SPECIES,CITES_EU,
Finetooth shark,ENG,100358,SPECIES,CITES_EU,
Smoothtooth blacktip shark,ENG,100359,SPECIES,CITES_EU,
Bull shark,ENG,100360,SPECIES,CITES_EU,
Blacktip shark,ENG,100361,SPECIES,CITES_EU,
Hardnose shark,ENG,100362,SPECIES,CITES_EU,
Smalltail shark,ENG,100363,SPECIES,CITES_EU,
Blacktip reef shark,ENG,100364,SPECIES,CITES_EU,
Lost shark,ENG,100365,SPECIES,CITES_EU,
Dusky shark,ENG,67070,SPECIES,CITES_EU,
Caribbean reef shark,ENG,100366,SPECIES,CITES_EU,
Sandbar shark,ENG,67350,SPECIES,CITES_EU,
Night shark,ENG,100367,SPECIES,CITES_EU,
Blackspot shark,ENG,100368,SPECIES,CITES_EU,
Spottail shark,ENG,100369,SPECIES,CITES_EU,
Australian blacktip shark,ENG,100370,SPECIES,CITES_EU,
Indonesian whaler shark,ENG,100371,SPECIES,CITES_EU,
Ganges shark,ENG,100372,SPECIES,CITES_EU,
New Guinea river shark,ENG,100373,SPECIES,CITES_EU,
Speartooth shark,ENG,100374,SPECIES,CITES_EU,
Daggernose shark,ENG,100375,SPECIES,CITES_EU,
Broadfin shark,ENG,100376,SPECIES,CITES_EU,
Borneo broadfin shark,ENG,100377,SPECIES,CITES_EU,
Sliteye shark,ENG,100378,SPECIES,CITES_EU,
Whitenose shark,ENG,100379,SPECIES,CITES_EU,
Sicklefin lemon shark,ENG,100380,SPECIES,CITES_EU,
Lemon shark,ENG,100381,SPECIES,CITES_EU,
Blue shark,ENG,100382,SPECIES,CITES_EU,
Milk shark,ENG,100383,SPECIES,CITES_EU,
Brazilian sharpnose shark,ENG,100384,SPECIES,CITES_EU,
Pacific sharpnose shark,ENG,100385,SPECIES,CITES_EU,
Grey sharpnose shark,ENG,100386,SPECIES,CITES_EU,
Caribbean sharpnose shark,ENG,100387,SPECIES,CITES_EU,
Australian sharpnose shark,ENG,100388,SPECIES,CITES_EU,
Atlantic sharpnose shark,ENG,100389,SPECIES,CITES_EU,
Spadenose shark,ENG,100390,SPECIES,CITES_EU,
Pacific spadenose shark,ENG,100391,SPECIES,CITES_EU,
Perrito Llanero,SPA,7981,SPECIES,CITES_EU,
Bulbul Corona de Paja,SPA,4614,SPECIES,CITES_EU,
Bulbul Cabeciamarillo,SPA,4614,SPECIES,CITES_EU,
Brazilian caiman,ENG,5390,SPECIES,CITES_EU,
Indo-Chinese Water Dragon,ENG,8022,SPECIES,CITES_EU,
Asian Water Dragon,ENG,8022,SPECIES,CITES_EU,
Green Water Dragon,ENG,8022,SPECIES,CITES_EU,
Dragon d'eau vert,FRA,8022,SPECIES,CITES_EU,
Dragón de agua chino,SPA,8022,SPECIES,CITES_EU,
Jeypore hill gecko,ENG,100648,SPECIES,CITES_EU,
Helmethead gecko,ENG,100253,SPECIES,CITES_EU,
Helmeted gecko,ENG,100253,SPECIES,CITES_EU,
Gecko casqué,FRA,100253,SPECIES,CITES_EU,
Geco de casco,SPA,100253,SPECIES,CITES_EU,
Desert Horned Lizard,ENG,100302,SPECIES,CITES_EU,
Lagartija-cornuda de desierto,SPA,100302,SPECIES,CITES_EU,
Horned lizards,ENG,700,GENUS,CITES_EU,
Lézard cornu,FRA,700,GENUS,CITES_EU,
Lagarto cornudo,SPA,700,GENUS,CITES_EU,
Tapayaxin,SPA,700,GENUS,CITES_EU,
Giant Horned Lizard,ENG,100303,SPECIES,CITES_EU,
Camaleón de Grandes Cuernos,SPA,100303,SPECIES,CITES_EU,
Mexican Horned Lizard,ENG,100319,SPECIES,CITES_EU,
Camaleón Toro,SPA,100319,SPECIES,CITES_EU,
Mountain Horned Lizard,ENG,100315,SPECIES,CITES_EU,
Camaleón de Montaña,SPA,100315,SPECIES,CITES_EU,
Short-tail Horned Lizard,ENG,100305,SPECIES,CITES_EU,
Camaleón de Cola-Corta,SPA,100305,SPECIES,CITES_EU,
Roundtail Horned Lizard,ENG,100314,SPECIES,CITES_EU,
Regal Horned Lizard,ENG,100318,SPECIES,CITES_EU,
Camaleón Real ,SPA,100318,SPECIES,CITES_EU,
Amazon matamata,ENG,100255,SPECIES,CITES_EU,
Matamata amazónica,SPA,100255,SPECIES,CITES_EU,
Matamata del Amazonas,SPA,100255,SPECIES,CITES_EU,
Orinoco matamata,ENG,100255,SPECIES,CITES_EU,
Matamata del Orinoco,SPA,100255,SPECIES,CITES_EU,
Matamata orinocensis,SPA,100255,SPECIES,CITES_EU,
Tortuga caimán,SPA,6736,SPECIES,CITES_EU,
Eastern Snapping Turtle,ENG,67966,SPECIES,CITES_EU,
Chélydre serpentine,FRA,67966,SPECIES,CITES_EU,
Tortuga mordedora,SPA,67966,SPECIES,CITES_EU,
Tortuga serpentina,SPA,67966,SPECIES,CITES_EU,
Tortuga lagarto común,SPA,67966,SPECIES,CITES_EU,
Neotropical wood turtles,ENG,100257,GENUS,CITES_EU,
Brown Wood Turtle,ENG,100286,SPECIES,CITES_EU,
Tortuga de bosque café,SPA,100286,SPECIES,CITES_EU,
Furrowed Wood Turtle,ENG,100287,SPECIES,CITES_EU,
de monte mojina,SPA,100287,SPECIES,CITES_EU,
Maracaibo Wood Turtle ,ENG,100288,SPECIES,CITES_EU,
Black Wood Turtle,ENG,100289,SPECIES,CITES_EU,
Colombian Wood Turtle,ENG,100290,SPECIES,CITES_EU,
Large-nosed Wood Turtle ,ENG,100291,SPECIES,CITES_EU,
"Chocoan River Turtle",ENG,100291,SPECIES,CITES_EU,
Painted Wood Turtle,ENG,100292,SPECIES,CITES_EU,
