Scientific name,Rank,RecID,ParentRank,ParentRecID,Status,Species author,notes
Pterostylis cycnocephala,SPECIES,62823,GENUS,12659,A,"Fitzg., 1876",
Pterostylis daintreana,SPECIES,77124,GENUS,12659,A,"F.Muell. ex Benth., 1873",
Pterostylis decurva,SPECIES,62824,GENUS,12659,A,"R.S.Rogers, 1923",
Pterostylis depauperata,SPECIES,14890,GENUS,12659,A,"F.M.Bailey, 1891",
Pterostylis despectans,SPECIES,27230,GENUS,12659,A,"(Nicholls) M.A.Clem. & D.L.Jones, 1989",
Pterostylis dilatata,SPECIES,69940,GENUS,12659,A,"A.S.George, 1984",
Pterostylis diminuta,SPECIES,71851,GENUS,12659,A,"(D.L.Jones) G.N.Backh., 2007",
Pterostylis dolichochila,SPECIES,62825,GENUS,12659,A,"D.L.Jones & M.A.Clem., 1986",
Pterostylis dubia,SPECIES,73569,GENUS,12659,A,"R.Br., 1810",
Pterostylis echinulata,SPECIES,78815,GENUS,12659,A,"D.L.Jones & C.J.French, 2014",
Pterostylis elegans,SPECIES,76922,GENUS,12659,A,"D.L.Jones, 1997",
Pterostylis elegantissima,SPECIES,76730,GENUS,12659,A,"(D.L.Jones & C.J.French) D.L.Jones, 2015",
Pterostylis erecta,SPECIES,62826,GENUS,12659,A,"T.E.Hunt, 1958",
Pterostylis erubescens,SPECIES,75063,GENUS,12659,A,"D.L.Jones & C.J.French, 2014",
Pterostylis erythroconcha,SPECIES,62827,GENUS,12659,A,"M.A.Clem. & D.L.Jones, 1986",
Pterostylis exalla,SPECIES,74825,GENUS,12659,A,"(D.L.Jones) G.N.Backh., 2010",
Pterostylis excelsa,SPECIES,82278,GENUS,12659,A,"M.A.Clem., 1986",
Pterostylis exserta,SPECIES,75626,GENUS,12659,A,"(D.L.Jones & C.J.French) D.L.Jones, 2015",
Pterostylis extranea,SPECIES,81734,GENUS,12659,A,"(D.L.Jones) Janes & Duretto, 2010",
Pterostylis falcata,SPECIES,72880,GENUS,12659,A,"R.S.Rogers, 1915",
Pterostylis ferruginea,SPECIES,77372,GENUS,12659,A,"(D.L.Jones) G.N.Backh., 2010",
Pterostylis fischii,SPECIES,16447,GENUS,12659,A,"Nicholls, 1950",
Pterostylis flavovirens,SPECIES,81841,GENUS,12659,A,"(D.L.Jones) R.J.Bates, 2008",
Pterostylis foliata,SPECIES,75549,GENUS,12659,A,"Hook.f., 1853",
Pterostylis frenchii,SPECIES,82141,GENUS,12659,A,"(D.L.Jones) A.P.Br., 2007",
Pterostylis furcata,SPECIES,62828,GENUS,12659,A,"Lindl., 1840",
Pterostylis gibbosa,SPECIES,27525,GENUS,12659,A,"R.Br., 1810",
Pterostylis glebosa,SPECIES,75402,GENUS,12659,A,"D.L.Jones & C.J.French, 2014",
Pterostylis glyphida,SPECIES,78419,GENUS,12659,A,"(D.L.Jones) G.N.Backh., 2010",
Pterostylis gracilis,SPECIES,70619,GENUS,12659,A,"Nicholls, 1927",
Pterostylis graminea,SPECIES,62829,GENUS,12659,A,"Hook.f., 1853",
Pterostylis grandiflora,SPECIES,62830,GENUS,12659,A,"R.Br., 1810",
Pterostylis hadra,SPECIES,69970,GENUS,12659,A,"(D.L.Jones & C.J.French) D.L.Jones, 2015",
Pterostylis hamata,SPECIES,77803,GENUS,12659,A,"Blackmore & Clemesha, 1968",
Pterostylis hamiltonii,SPECIES,71021,GENUS,12659,A,"Nicholls, 1933",
Pterostylis hians,SPECIES,71134,GENUS,12659,A,"D.L.Jones, 1997",
Pterostylis hildae,SPECIES,81848,GENUS,12659,A,"Nicholls, 1937",
Pterostylis hispidula,SPECIES,76538,GENUS,12659,A,"Fitzg., 1880",
Pterostylis humilis,SPECIES,81840,GENUS,12659,A,"R.S.Rogers, 1922",
Pterostylis incognita,SPECIES,82054,GENUS,12659,A,"(D.L.Jones) G.N.Backh., 2010",
Pterostylis insectifera,SPECIES,79703,GENUS,12659,A,"M.A.Clem., 1989",
Pterostylis irsoniana,SPECIES,62832,GENUS,12659,A,"Hatch, 1950",
Pterostylis irwinii,SPECIES,72659,GENUS,12659,A,"D.L.Jones, Molloy & M.A.Clem., 1997",
Pterostylis jacksonii,SPECIES,82147,GENUS,12659,A,"D.L.Jones & C.J.French, 2014",
Pterostylis jonesii,SPECIES,73119,GENUS,12659,A,"G.N.Backh., 2007",
Pterostylis karri,SPECIES,79097,GENUS,12659,A,"D.L.Jones & C.J.French, 2014",
Pterostylis laxa,SPECIES,62833,GENUS,12659,A,"Blackmore, 1968",
Pterostylis lepida,SPECIES,78012,GENUS,12659,A,"(D.L.Jones) G.N.Backh., 2010",
Pterostylis leptochila,SPECIES,81090,GENUS,12659,A,"M.A.Clem. & D.L.Jones, 1989",
Pterostylis lineata,SPECIES,77209,GENUS,12659,A,"(D.L.Jones) G.N.Backh., 2010",
Pterostylis lingua,SPECIES,72645,GENUS,12659,A,"M.A.Clem., 1989",
Pterostylis littoralis,SPECIES,81164,GENUS,12659,A,"(D.L.Jones) R.J.Bates, 2008",
Pterostylis loganii,SPECIES,77747,GENUS,12659,A,"(D.L.Jones) G.N.Backh., 2007",
Pterostylis longicurva,SPECIES,14560,GENUS,12659,A,"Rupp, 1941",
Pterostylis longifolia,SPECIES,62834,GENUS,12659,A,"R.Br., 1810",
Pterostylis longipetala,SPECIES,62835,GENUS,12659,A,"Rupp, 1943",
Pterostylis lortensis,SPECIES,82321,GENUS,12659,A,"D.L.Jones & C.J.French, 2014",
Pterostylis lustra,SPECIES,76918,GENUS,12659,A,"D.L.Jones, 2006",
Pterostylis macilenta,SPECIES,78398,GENUS,12659,A,"(D.L.Jones) G.N.Backh., 2007",
Pterostylis macrocalymma,SPECIES,75379,GENUS,12659,A,"M.A.Clem. & D.L.Jones, 1989",
Pterostylis macrosceles,SPECIES,70952,GENUS,12659,A,"(D.L.Jones & C.J.French) D.L.Jones, 2015",
Pterostylis macrosepala,SPECIES,82369,GENUS,12659,A,"(D.L.Jones) G.N.Backh., 2010",
Pterostylis major,SPECIES,77916,GENUS,12659,A,"(D.L.Jones) G.N.Backh., 2010",
Pterostylis maxima,SPECIES,75917,GENUS,12659,A,"M.A.Clem. & D.L.Jones, 1989",
Pterostylis melagramma,SPECIES,76755,GENUS,12659,A,"D.L.Jones, 1998",
Pterostylis metcalfei,SPECIES,69933,GENUS,12659,A,"D.L.Jones, 1997",
Pterostylis microglossa,SPECIES,70096,GENUS,12659,A,"D.L.Jones & C.J.French, 2012",
Pterostylis micromega,SPECIES,79515,GENUS,12659,A,"Hook.f., 1853",
Pterostylis microphylla,SPECIES,74714,GENUS,12659,A,"D.L.Jones & C.J.French, 2014",
Pterostylis mirabilis,SPECIES,74351,GENUS,12659,A,"(D.L.Jones) R.J.Bates, 2008",
Pterostylis mitchellii,SPECIES,81279,GENUS,12659,A,"Lindl., 1848",
Pterostylis montana,SPECIES,73171,GENUS,12659,A,"Hatch, 1949",
Pterostylis monticola,SPECIES,72442,GENUS,12659,A,"D.L.Jones, 1994",
Pterostylis multiflora,SPECIES,70028,GENUS,12659,A,"(D.L.Jones) G.N.Backh., 2010",
Pterostylis mutica,SPECIES,80894,GENUS,12659,A,"R.Br., 1810",
Pterostylis mystacina,SPECIES,75224,GENUS,12659,A,"(D.L.Jones) Janes & Duretto, 2010",
Pterostylis nana,SPECIES,62836,GENUS,12659,A,"R.Br., 1810",
Pterostylis nigricans,SPECIES,17907,GENUS,12659,A,"D.L.Jones & M.A.Clem., 1988",
Pterostylis nutans,SPECIES,24653,GENUS,12659,A,"R.Br., 1810",
Pterostylis oblonga,SPECIES,70543,GENUS,12659,A,"D.L.Jones, 2006",
Pterostylis obtusa,SPECIES,62838,GENUS,12659,A,"R.Br., 1810",
Pterostylis oliveri,SPECIES,62839,GENUS,12659,A,"Petrie, 1893 publ. 1894",
Pterostylis ophioglossa,SPECIES,62840,GENUS,12659,A,"R.Br., 1810",
Pterostylis oreophila,SPECIES,77213,GENUS,12659,A,"Clemesha, 1974",
Pterostylis ovata,SPECIES,72712,GENUS,12659,A,"M.A.Clem., 1986",
Pterostylis paludosa,SPECIES,76816,GENUS,12659,A,"D.L.Jones, Molloy & M.A.Clem., 1997",
Pterostylis papuana,SPECIES,78463,GENUS,12659,A,"Rolfe, 1899",
Pterostylis parca,SPECIES,78187,GENUS,12659,A,"(D.L.Jones) G.N.Backh., 2010",
Pterostylis parva,SPECIES,76485,GENUS,12659,A,"D.L.Jones & C.J.French, 2015",
Pterostylis parviflora,SPECIES,62841,GENUS,12659,A,"R.Br., 1810",
Pterostylis patens,SPECIES,78002,GENUS,12659,A,"Colenso, 1886",
Pterostylis pearsonii,SPECIES,69144,GENUS,12659,A,"(D.L.Jones) Janes & Duretto, 2010",
Pterostylis pedina,SPECIES,80418,GENUS,12659,A,"(D.L.Jones) Janes & Duretto, 2010",
Pterostylis pedoglossa,SPECIES,62842,GENUS,12659,A,"Fitzg., 1877",
Pterostylis pedunculata,SPECIES,62843,GENUS,12659,A,"R.Br., 1810",
Pterostylis perculta,SPECIES,78289,GENUS,12659,A,"(D.L.Jones & C.J.French) D.L.Jones, 2015",
Pterostylis petrosa,SPECIES,21603,GENUS,12659,A,"D.L.Jones & M.A.Clem., 1993",
Pterostylis picta,SPECIES,71281,GENUS,12659,A,"M.A.Clem., 1989",
Pterostylis planulata,SPECIES,78149,GENUS,12659,A,"D.L.Jones & M.A.Clem., 1993",
Pterostylis platypetala,SPECIES,78554,GENUS,12659,A,"D.L.Jones & C.J.French, 2015",
Pterostylis plumosa,SPECIES,62844,GENUS,12659,A,"Cady, 1969",
Pterostylis porrecta,SPECIES,79517,GENUS,12659,A,"D.L.Jones, Molloy & M.A.Clem., 1997",
Pterostylis praetermissa,SPECIES,79376,GENUS,12659,A,"M.A.Clem. & D.L.Jones, 1989",
Pterostylis prasina,SPECIES,71746,GENUS,12659,A,"(D.L.Jones) G.N.Backh., 2007",
Pterostylis pratensis,SPECIES,76523,GENUS,12659,A,"D.L.Jones, 1998",
Pterostylis procera,SPECIES,82836,GENUS,12659,A,"D.L.Jones & M.A.Clem., 1989",
Pterostylis psammophilus,SPECIES,81609,GENUS,12659,A,"(D.L.Jones) R.J.Bates, 2008",
Pterostylis puberula,SPECIES,69706,GENUS,12659,A,"Hook.f., 1853",
Pterostylis pulchella,SPECIES,17094,GENUS,12659,A,"Messmer, 1933",
Pterostylis pusilla,SPECIES,71840,GENUS,12659,A,"R.S.Rogers, 1918",
Pterostylis pyramidalis,SPECIES,68648,GENUS,12659,A,"Lindl., 1840",
Pterostylis recurva,SPECIES,62845,GENUS,12659,A,"Benth., 1873",
Pterostylis reflexa,SPECIES,62846,GENUS,12659,A,"R.Br., 1810",
Pterostylis revoluta,SPECIES,62847,GENUS,12659,A,"R.Br., 1810",
Pterostylis riparia,SPECIES,81086,GENUS,12659,A,"D.L.Jones, 2006",
Pterostylis robusta,SPECIES,65451,GENUS,12659,A,"R.S.Rogers, 1927",
Pterostylis roensis,SPECIES,82417,GENUS,12659,A,"M.A.Clem. & D.L.Jones, 1989",
Pterostylis rogersii,SPECIES,62848,GENUS,12659,A,"E.Coleman, 1929",
Pterostylis rubenachii,SPECIES,76457,GENUS,12659,A,"D.L.Jones, 1998",
Pterostylis rubescens,SPECIES,69168,GENUS,12659,A,"(D.L.Jones) G.N.Backh., 2010",
Pterostylis rufa,SPECIES,62849,GENUS,12659,A,"R.Br., 1810",
Pterostylis russellii,SPECIES,62850,GENUS,12659,A,"T.E.Hunt, 1952",
Pterostylis sanguinea,SPECIES,62851,GENUS,12659,A,"D.L.Jones & M.A.Clem., 1989",
Pterostylis sargentii,SPECIES,79635,GENUS,12659,A,"C.R.P.Andrews, 1905",
Pterostylis saxicola,SPECIES,81555,GENUS,12659,A,"D.L.Jones & M.A.Clem., 1997",
Pterostylis scabra,SPECIES,62852,GENUS,12659,A,"Lindl., 1840",
Pterostylis scabrida,SPECIES,78570,GENUS,12659,A,"Lindl., 1840",
Pterostylis scitula,SPECIES,76429,GENUS,12659,A,"D.L.Jones & C.J.French, 2015",
Pterostylis scoliosa,SPECIES,71884,GENUS,12659,A,"D.L.Jones, 1997",
Pterostylis setifera,SPECIES,72265,GENUS,12659,A,"M.A.Clem., Matthias & D.L.Jones, 1985",
Pterostylis silvicultrix,SPECIES,82441,GENUS,12659,A,"(F.Muell.) D.L.Jones & M.A.Clem., 2002",
Pterostylis sinuata,SPECIES,74125,GENUS,12659,A,"(D.L.Jones) Janes & Duretto, 2010",
Pterostylis smaragdyna,SPECIES,18746,GENUS,12659,A,"D.L.Jones & M.A.Clem., 1993",
Pterostylis spathulata,SPECIES,69461,GENUS,12659,A,"M.A.Clem., 1989",
Pterostylis spissa,SPECIES,82690,GENUS,12659,A,"(D.L.Jones) G.N.Backh., 2010",
Pterostylis splendens,SPECIES,76767,GENUS,12659,A,"D.L.Jones & M.A.Clem., 1998",
Pterostylis squamata,SPECIES,77470,GENUS,12659,A,"R.Br., 1810",
Pterostylis stenochila,SPECIES,74810,GENUS,12659,A,"D.L.Jones, 1998",
Pterostylis stenosepala,SPECIES,69064,GENUS,12659,A,"(D.L.Jones) G.N.Backh., 2010",
Pterostylis stricta,SPECIES,62853,GENUS,12659,A,"Clemesha & B.Gray, 1972",
Pterostylis subtilis,SPECIES,80512,GENUS,12659,A,"D.L.Jones, 2006",
Pterostylis tanypoda,SPECIES,80798,GENUS,12659,A,"D.L.Jones, Molloy & M.A.Clem., 1997",
Pterostylis tasmanica,SPECIES,76915,GENUS,12659,A,"D.L.Jones, 1994",
Pterostylis taurus,SPECIES,76301,GENUS,12659,A,"M.A.Clem. & D.L.Jones, 1989",
Pterostylis telmata,SPECIES,74610,GENUS,12659,A,"D.L.Jones & C.J.French, 2014",
Pterostylis tenuicauda,SPECIES,81895,GENUS,12659,A,"Kraenzl., 1929",
Pterostylis tenuis,SPECIES,78939,GENUS,12659,A,"(D.L.Jones) G.N.Backh., 2010",
Pterostylis tenuissima,SPECIES,26095,GENUS,12659,A,"Nicholls, 1950",
Pterostylis thulia,SPECIES,82271,GENUS,12659,A,"(D.L.Jones) Janes & Duretto, 2010",
Pterostylis timorensis,SPECIES,70857,GENUS,12659,A,"Schuit. & J.J.Verm., 2008",
Pterostylis timothyi,SPECIES,79555,GENUS,12659,A,"(D.L.Jones) Janes & Duretto, 2010",
Pterostylis torquata,SPECIES,68842,GENUS,12659,A,"D.L.Jones, 1997",
Pterostylis tristis,SPECIES,81778,GENUS,12659,A,"Colenso, 1885 publ. 1886",
Pterostylis trullifolia,SPECIES,62856,GENUS,12659,A,"Hook.f., 1853",
Pterostylis truncata,SPECIES,62857,GENUS,12659,A,"Fitzg., 1878",
Pterostylis tunstallii,SPECIES,75288,GENUS,12659,A,"D.L.Jones & M.A.Clem., 1989",
Pterostylis turfosa,SPECIES,16122,GENUS,12659,A,"Endl., 1846",
Pterostylis uliginosa,SPECIES,82564,GENUS,12659,A,"D.L.Jones, 1998",
Pterostylis umbrina,SPECIES,69988,GENUS,12659,A,"(D.L.Jones) G.N.Backh., 2010",
Pterostylis venosa,SPECIES,77035,GENUS,12659,A,"Colenso, 1895",
Pterostylis ventricosa,SPECIES,80565,GENUS,12659,A,"(D.L.Jones) G.N.Backh., 2010",
Pterostylis vernalis,SPECIES,79600,GENUS,12659,A,"(D.L.Jones) G.N.Backh., 2010",
Pterostylis viriosa,SPECIES,82377,GENUS,12659,A,"(D.L.Jones) R.J.Bates, 2008",
Pterostylis vitrea,SPECIES,79666,GENUS,12659,A,"(D.L.Jones) Bostock, 2008",
Pterostylis vittata,SPECIES,62859,GENUS,12659,A,"Lindl., 1840",
Pterostylis voigtii,SPECIES,79526,GENUS,12659,A,"D.L.Jones & C.J.French, 2015",
Pterostylis wapstrarum,SPECIES,81619,GENUS,12659,A,"D.L.Jones, 1998",
Pterostylis williamsonii,SPECIES,80724,GENUS,12659,A,"D.L.Jones, 1998",
Pterostylis woollsii,SPECIES,23380,GENUS,12659,A,"Fitzg., 1876",
Pterostylis xerophila,SPECIES,28073,GENUS,12659,A,"M.A.Clem., 1986",
Pterostylis zebrina,SPECIES,80515,GENUS,12659,A,"(D.L.Jones & C.J.French) D.L.Jones, 2015",
Pterostylis ziegeleri,SPECIES,75901,GENUS,12659,A,"D.L.Jones, 1998",
Pterygodium,GENUS,13611,FAMILY,12509,A,"Sw., 1800",
Pterygodium acutifolium,SPECIES,79162,GENUS,13611,A,"Lindl., 1838",
Pterygodium alatum,SPECIES,72563,GENUS,13611,A,"(Thunb.) Sw., 1800",
Pterygodium caffrum,SPECIES,62860,GENUS,13611,A,"(L.) Sw., 1800",
Pterygodium catholicum,SPECIES,62861,GENUS,13611,A,"(L.) Sw., 1800",
Pterygodium cleistogamum,SPECIES,75821,GENUS,13611,A,"(Bolus) Schltr., 1898",
Pterygodium connivens,SPECIES,82917,GENUS,13611,A,"Schelpe, 1982",
Pterygodium cooperi,SPECIES,76657,GENUS,13611,A,"Rolfe, 1913",
Pterygodium cruciferum,SPECIES,28354,GENUS,13611,A,"Sond., 1846",
Pterygodium hallii,SPECIES,70155,GENUS,13611,A,"(Schelpe) Kurzweil & H.P.Linder, 1991",
Pterygodium hastatum,SPECIES,82256,GENUS,13611,A,"Bolus, 1889",
Pterygodium inversum,SPECIES,77221,GENUS,13611,A,"(Thunb.) Sw., 1800",
Pterygodium leucanthum,SPECIES,72471,GENUS,13611,A,"Bolus, 1905",
Pterygodium magnum,SPECIES,81540,GENUS,13611,A,"Rchb.f., 1867",
Pterygodium newdigateae,SPECIES,72611,GENUS,13611,A,"Bolus, 1896",
Pterygodium pentherianum,SPECIES,20268,GENUS,13611,A,"Schltr., 1897",
Pterygodium platypetalum,SPECIES,73383,GENUS,13611,A,"Lindl., 1838",
Pterygodium schelpei,SPECIES,70945,GENUS,13611,A,"H.P.Linder, 1988",
Pterygodium ukingense,SPECIES,70605,GENUS,13611,A,"Schltr., 1915",
Pterygodium vermiferum,SPECIES,81716,GENUS,13611,A,"E.G.H.Oliv. & Liltved, 2008",
Pterygodium volucris,SPECIES,78633,GENUS,13611,A,"(L.f.) Sw., 1800",
Pygmaeorchis,GENUS,12764,FAMILY,12509,A,"Brade, 1939",
Pygmaeorchis brasiliensis,SPECIES,62864,GENUS,12764,A,"Brade, 1939",
Pygmaeorchis seidelii,SPECIES,62865,GENUS,12764,A,"Toscano & Moutinho, 1981",
Pyrorchis,GENUS,68513,FAMILY,12509,A,"D.L.Jones & M.A.Clem., 1994 publ. 1995",
Pyrorchis forrestii,SPECIES,77366,GENUS,68513,A,"(F.Muell.) D.L.Jones & M.A.Clem., 1994 publ. 1995",
Pyrorchis nigricans,SPECIES,62866,GENUS,68513,A,"(R.Br.) D.L.Jones & M.A.Clem., 1994 publ. 1995",
Quechua,GENUS,68568,FAMILY,12509,A,"Salazar & L.Jost, 2012",
Quechua glabrescens,SPECIES,72604,GENUS,68568,A,"(T.Hashim.) Salazar & L.Jost, 2012",
Quekettia,GENUS,12934,FAMILY,12509,A,"Lindl., 1839",
Quekettia microscopica,SPECIES,62874,GENUS,12934,A,"Lindl., 1839",
Quekettia papillosa,SPECIES,71309,GENUS,12934,A,"Garay, 1954",
Quekettia peruviana,SPECIES,82295,GENUS,12934,A,"(D.E.Benn. & Christenson) J.M.H.Shaw, 2014",
Quekettia pygmaea,SPECIES,68678,GENUS,12934,A,"(Cogn.) Garay & R.E.Schult., 1957",
Quekettia vermeuleniana,SPECIES,73241,GENUS,12934,A,"Determann, 1981",
Quisqueya,GENUS,13528,FAMILY,12509,A,"Dod, 1979",
Quisqueya ekmanii,SPECIES,28091,GENUS,13528,A,"Dod, 1979",
Quisqueya holdridgei,SPECIES,29482,GENUS,13528,A,"Dod, 1979",
Quisqueya karstii,SPECIES,20496,GENUS,13528,A,"Dod, 1979",
Quisqueya rosea,SPECIES,23641,GENUS,13528,A,"(Mansf.) Dod, 1979",
Rangaeris,GENUS,13163,FAMILY,12509,A,"(Schltr.) Summerh., 1936",
Rangaeris amaniensis,SPECIES,19340,GENUS,13163,A,"(Kraenzl.) Summerh., 1949",
Rangaeris longicaudata,SPECIES,15142,GENUS,13163,A,"(Rolfe) Summerh., 1936",
Rangaeris muscicola,SPECIES,20598,GENUS,13163,A,"(Rchb.f.) Summerh., 1936",
Rangaeris schliebenii,SPECIES,62876,GENUS,13163,A,"(Mansf.) P.J.Cribb, 1989",
Rangaeris trilobata,SPECIES,62877,GENUS,13163,A,"Summerh., 1936",
Rauhiella,GENUS,12570,FAMILY,12509,A,"Pabst & Braga, 1978",
Rauhiella brasiliensis,SPECIES,62878,GENUS,12570,A,"Pabst & Braga, 1978",
Rauhiella seehaweri,SPECIES,74846,GENUS,12570,A,"(I.Bock) Toscano & Christenson, 2001",
Rauhiella silvana,SPECIES,21978,GENUS,12570,A,"Toscano, 1993",
Restrepia,GENUS,12559,FAMILY,12509,A,"Kunth, 1816",
Restrepia aberrans,SPECIES,18417,GENUS,12559,A,"Luer, 1996",
Restrepia antennifera,SPECIES,20922,GENUS,12559,A,"Kunth, 1816",
Restrepia archilae,SPECIES,80327,GENUS,12559,A,"Chiron & Szlach., 2013",
Restrepia aristulifera,SPECIES,19185,GENUS,12559,A,"Garay & Dunst., 1972",
Restrepia aspasicensis,SPECIES,25278,GENUS,12559,A,"Rchb.f., 1855",
Restrepia brachypus,SPECIES,24697,GENUS,12559,A,"Rchb.f., 1886",
Restrepia chameleon,SPECIES,18542,GENUS,12559,A,"Luer & R.Escobar, 1996",
Restrepia chocoensis,SPECIES,17187,GENUS,12559,A,"Garay, 1973",
Restrepia chrysoglossa,SPECIES,15946,GENUS,12559,A,"Luer & R.Escobar, 1996",
Restrepia citrina,SPECIES,16900,GENUS,12559,A,"Luer & R.Escobar, 1983",
Restrepia cloesii,SPECIES,27834,GENUS,12559,A,"Luer, 1996",
Restrepia cobanensis,SPECIES,82834,GENUS,12559,A,"Archila, Chiron & Szlach., 2013",
Restrepia condorensis,SPECIES,26827,GENUS,12559,A,"Luer & R.Escobar, 1996",
Restrepia cuprea,SPECIES,18037,GENUS,12559,A,"Luer & R.Escobar, 1996",
Restrepia cymbula,SPECIES,20454,GENUS,12559,A,"Luer & R.Escobar, 1996",
Restrepia dodsonii,SPECIES,22824,GENUS,12559,A,"Luer, 1980",
Restrepia driessenii,SPECIES,69519,GENUS,12559,A,"Luer & Sijm, 2009",
Restrepia echinata,SPECIES,19736,GENUS,12559,A,"Luer & R.Escobar, 1996",
Restrepia echo,SPECIES,15495,GENUS,12559,A,"Luer & R.Escobar, 1996",
Restrepia elegans,SPECIES,13889,GENUS,12559,A,"H.Karst., 1847",
Restrepia ephippium,SPECIES,16262,GENUS,12559,A,"Luer & Hirtz, 1996",
Restrepia escobariana,SPECIES,27034,GENUS,12559,A,"Luer, 1996",
Restrepia falkenbergii,SPECIES,19814,GENUS,12559,A,"Rchb.f., 1880",
Restrepia flosculata,SPECIES,18185,GENUS,12559,A,"Luer, 1982",
Restrepia fritillina,SPECIES,70073,GENUS,12559,A,"Luer & V.N.M.Rao, 2007",
Restrepia guttulata,SPECIES,15047,GENUS,12559,A,"Lindl., 1837",
Restrepia howei,SPECIES,62944,GENUS,12559,A,"Luer, 2005",
Restrepia iris,SPECIES,18026,GENUS,12559,A,"Luer, 1980",
Restrepia jesupiana,SPECIES,28868,GENUS,12559,A,"Luer, 1996",
Restrepia lansbergii,SPECIES,22854,GENUS,12559,A,"Rchb.f. & H.Wagener, 1854",
Restrepia limbata,SPECIES,19911,GENUS,12559,A,"Luer & R.Escobar, 1982",
Restrepia mayana,SPECIES,68662,GENUS,12559,A,"Archila, Chiron & Szlach., 2013",
Restrepia mendozae,SPECIES,15551,GENUS,12559,A,"Luer, 1996",
Restrepia metae,SPECIES,28183,GENUS,12559,A,"Luer, 1996",
Restrepia mohrii,SPECIES,25810,GENUS,12559,A,"Braem, 1993",
Restrepia muscifera,SPECIES,19966,GENUS,12559,A,"(Lindl.) Rchb.f. ex Lindl., 1859",
Restrepia nittiorhyncha,SPECIES,25305,GENUS,12559,A,"(Lindl.) Garay, 1967",
Restrepia pandurata,SPECIES,15786,GENUS,12559,A,"Rchb.f., 1888",
Restrepia peetersii,SPECIES,70280,GENUS,12559,A,"Luer & Sijm, 2011",
Restrepia pelyx,SPECIES,17405,GENUS,12559,A,"Luer & R.Escobar, 1982",
Restrepia persicina,SPECIES,66635,GENUS,12559,A,"Luer & Hirtz, 2006",
Restrepia piperitosa,SPECIES,19226,GENUS,12559,A,"Luer, 1998",
Restrepia portillae,SPECIES,19111,GENUS,12559,A,"Luer, 2002",
Restrepia purpurea,SPECIES,21118,GENUS,12559,A,"Luer & R.Escobar, 1996",
Restrepia radulifera,SPECIES,28622,GENUS,12559,A,"Luer & R.Escobar, 1996",
Restrepia renzii,SPECIES,15244,GENUS,12559,A,"Luer, 1996",
Restrepia roseola,SPECIES,20571,GENUS,12559,A,"Luer & R.Escobar, 1996",
Restrepia sanguinea,SPECIES,24663,GENUS,12559,A,"Rolfe, 1894",
Restrepia schizosepala,SPECIES,13741,GENUS,12559,A,"Luer & Hirtz, 1996",
Restrepia seketii,SPECIES,18620,GENUS,12559,A,"Luer & R.Escobar, 1996",
Restrepia tabeae,SPECIES,20960,GENUS,12559,A,"H.Mohr, 1996",
Restrepia teaguei,SPECIES,14523,GENUS,12559,A,"Luer, 1980",
Restrepia trichoglossa,SPECIES,15973,GENUS,12559,A,"F.Lehm. ex Sander, 1901",
Restrepia tsubotae,SPECIES,23509,GENUS,12559,A,"Luer & R.Escobar, 1996",
Restrepia valverdei,SPECIES,77709,GENUS,12559,A,"Archila, Jiménez Rodr. & Véliz, 2015",
Restrepia vasquezii,SPECIES,28039,GENUS,12559,A,"Luer, 1996",
Restrepia wageneri,SPECIES,28748,GENUS,12559,A,"Rchb.f., 1854",
Restrepiella,GENUS,13331,FAMILY,12509,A,"Garay & Dunst., 1966",
Restrepiella guatemalensis,SPECIES,77559,GENUS,13331,A,"Archila, 1999",
Restrepiella lueri,SPECIES,82891,GENUS,13331,A,"Pupulin & Bogarín, 2007",
Restrepiella ophiocephala,SPECIES,62949,GENUS,13331,A,"(Lindl.) Garay & Dunst., 1966",
Rhaesteria,GENUS,12941,FAMILY,12509,A,"Summerh., 1966",
Rhaesteria eggelingii,SPECIES,79333,GENUS,12941,A,"Summerh., 1966",
Rhinerrhiza,GENUS,12628,FAMILY,12509,A,"Rupp, 1951",
Rhinerrhiza divitiflora,SPECIES,62963,GENUS,12628,A,"(F.Muell. ex Benth.) Rupp, 1951",
Rhinerrhizopsis,GENUS,68551,FAMILY,12509,A,"Ormerod, 2001",
Rhinerrhizopsis matutina,SPECIES,70750,GENUS,68551,A,"D.L.Jones & M.A.Clem., 2006",
Rhinerrhizopsis moorei,SPECIES,68666,GENUS,68551,A,"(Rchb.f.) Ormerod, 2001",
Rhinerrhizopsis ramuana,SPECIES,71211,GENUS,68551,A,"(Kraenzl.) D.L.Jones & M.A.Clem., 2006",
Rhipidoglossum,GENUS,12966,FAMILY,12509,A,"Schltr., 1918",
Rhipidoglossum adoxum,SPECIES,82314,GENUS,12966,A,"(F.N.Rasm.) Senghas, 1986",
Rhipidoglossum arbonnieri,SPECIES,76115,GENUS,12966,A,"(Geerinck) Eb.Fisch., Killmann, J.-P.Lebel & Delep., 2011",
Rhipidoglossum bilobatum,SPECIES,71515,GENUS,12966,A,"(Summerh.) Szlach. & Olszewski, 2001",
Rhipidoglossum brevifolium,SPECIES,68673,GENUS,12966,A,"Summerh., 1937",
Rhipidoglossum candidum,SPECIES,72320,GENUS,12966,A,"(P.J.Cribb) Senghas, 1986",
Rhipidoglossum cuneatum,SPECIES,70594,GENUS,12966,A,"(Summerh.) Garay, 1972",
