cites_name,cites_taxon_code,speciesplusid,speciesplusname,rank
Epidendrum aloifolium,6148.9,52120,Epidendrum aloifolium,SPECIES
Epidendrum alticola,6149,21101,Epidendrum alticola,SPECIES
Epidendrum amabile,6149.05,41149,Epidendrum amabile,SPECIES
Epidendrum ambiguum,6149.15,53168,Epidendrum ambiguum,SPECIES
Epidendrum amethystoglossum,6149.2,48137,Epidendrum amethystoglossum,SPECIES
Epidendrum amictum,6149.3,46993,Epidendrum amictum,SPECIES
Epidendrum anderssonii,6149.65,23930,Epidendrum anderssonii,SPECIES
Epidendrum angustilobum,6149.8,25505,Epidendrum angustilobum,SPECIES
Epidendrum anisatum,6149.85,27660,Epidendrum anisatum,SPECIES
Epidendrum anoglossoides,6150,26133,Epidendrum anoglossoides,SPECIES
Epidendrum apuahuense,6150.22,44384,Epidendrum apuahuense,SPECIES
Epidendrum arcuiflorum,6150.6,16207,Epidendrum arcuiflorum,SPECIES
Epidendrum armeniacum,6150.7,41680,Epidendrum armeniacum,SPECIES
Epidendrum aromaticum,6150.8,44590,Epidendrum aromaticum,SPECIES
Epidendrum articulatum,6150.9,42579,Epidendrum articulatum,SPECIES
Epidendrum asperum,6150.95,47014,Epidendrum asperum,SPECIES
Epidendrum atacazoicum,6150.97,14957,Epidendrum atacazoicum,SPECIES
Epidendrum atropurpureum,6151,49704,Epidendrum atropurpureum,SPECIES
Epidendrum atrorubens,6151.05,47607,Epidendrum atrorubens,SPECIES
Epidendrum attenuatum,6151.1,17022,Epidendrum attenuatum,SPECIES
Epidendrum aurantiacum,6151.2,48096,Epidendrum aurantiacum,SPECIES
Epidendrum aureum,6151.25,41528,Epidendrum aureum,SPECIES
Epidendrum auritum,6151.3,46117,Epidendrum auritum,SPECIES
Epidendrum aurorae,6151.35,27626,Epidendrum aurorae,SPECIES
Epidendrum baculus,6151.5,40815,Epidendrum baculus,SPECIES
Epidendrum bahamense,6151.55,46686,Epidendrum bahamense,SPECIES
Epidendrum barbae,6151.8,27354,Epidendrum barbae,SPECIES
Epidendrum batesii,6151.95,14652,Epidendrum batesii,SPECIES
Epidendrum belizense,6152.1,41153,Epidendrum belizense,SPECIES
Epidendrum beyrodtianum,6152.4,49287,Epidendrum beyrodtianum,SPECIES
Epidendrum bicameratum,6152.42,51111,Epidendrum bicameratum,SPECIES
Epidendrum bicolor,6152.45,45784,Epidendrum bicolor,SPECIES
Epidendrum bicornutum,6152.5,45043,Epidendrum bicornutum,SPECIES
Epidendrum bidentatum,6152.65,49656,Epidendrum bidentatum,SPECIES
Epidendrum bilamellatum,6153,42662,Epidendrum bilamellatum,SPECIES
Epidendrum bilobatum,6153.1,25711,Epidendrum bilobatum,SPECIES
Epidendrum bisulcatum,6153.2,22840,Epidendrum bisulcatum,SPECIES
Epidendrum bivalve,6153.22,21285,Epidendrum bivalve,SPECIES
Epidendrum blepharistes,6153.25,22834,Epidendrum blepharistes,SPECIES
Epidendrum boothianum,6153.3,47926,Epidendrum boothianum,SPECIES
Epidendrum boothii,6153.4,41333,Epidendrum boothii,SPECIES
Epidendrum brachiatum,6153.45,51708,Epidendrum brachiatum,SPECIES
Epidendrum brachybotrys,6153.48,18612,Epidendrum brachybotrys,SPECIES
Epidendrum brachyglossum,6153.49,22340,Epidendrum brachyglossum,SPECIES
Epidendrum bracteatum,6153.5,42172,Epidendrum bracteatum,SPECIES
Epidendrum bracteosum,6153.6,24175,Epidendrum bracteosum,SPECIES
Epidendrum bractescens,6153.7,50877,Epidendrum bractescens,SPECIES
Epidendrum brassavolae,6153.9,48234,Epidendrum brassavolae,SPECIES
Epidendrum brittonianum,6154.1,22853,Epidendrum brittonianum,SPECIES
Epidendrum bulbosum,6154.3,43968,Epidendrum bulbosum,SPECIES
Epidendrum caespitosum,6154.4,52460,Epidendrum caespitosum,SPECIES
Epidendrum calamarium,6154.5,46672,Epidendrum calamarium,SPECIES
Epidendrum calocheilum,6154.65,51019,Epidendrum calocheilum,SPECIES
Epidendrum campylostalix,6154.72,46763,Epidendrum campylostalix,SPECIES
Epidendrum canaliculatum,6154.75,52383,Epidendrum canaliculatum,SPECIES
Epidendrum candollei,6154.77,46325,Epidendrum candollei,SPECIES
Epidendrum capartianum,6154.8,47153,Epidendrum capartianum,SPECIES
Epidendrum cardiochilum,6155,26344,Epidendrum cardiochilum,SPECIES
Epidendrum carmelense,6155.13,26098,Epidendrum carmelense,SPECIES
Epidendrum carpophorum,6155.4,19941,Epidendrum carpophorum,SPECIES
Epidendrum caudatum,6155.6,44489,Epidendrum caudatum,SPECIES
Epidendrum ceratistes,6155.95,43184,Epidendrum ceratistes,SPECIES
Epidendrum cerinum,6156,15472,Epidendrum cerinum,SPECIES
Epidendrum chacaoense,6156.1,52314,Epidendrum chacaoense,SPECIES
Epidendrum chimborazoense,6156.14,49925,Epidendrum chimborazoense,SPECIES
Epidendrum chiriquense,6156.15,53853,Epidendrum chiriquense,SPECIES
Epidendrum chondylobulbon,6156.45,43202,Epidendrum chondylobulbon,SPECIES
Epidendrum ciliare,6156.5,20917,Epidendrum ciliare,SPECIES
Epidendrum cinnamomeum,6156.65,44948,Epidendrum cinnamomeum,SPECIES
Epidendrum cirrhochilum,6156.75,22051,Epidendrum cirrhochilum,SPECIES
Epidendrum citrinum,6156.8,50194,Epidendrum citrinum,SPECIES
Epidendrum cochleatum,6157.2,41490,Epidendrum cochleatum,SPECIES
Epidendrum cocleense,6157.3,15646,Epidendrum cocleense,SPECIES
Epidendrum collare,6157.6,21255,Epidendrum collare,SPECIES
Epidendrum concavilabium,6158,25492,Epidendrum concavilabium,SPECIES
Epidendrum concolor,6158.05,52205,Epidendrum concolor,SPECIES
Epidendrum condylochilum,6158.1,53191,Epidendrum condylochilum,SPECIES
Epidendrum confusum,6158.15,41678,Epidendrum confusum,SPECIES
Epidendrum conopseum,6158.3,20334,Epidendrum conopseum,SPECIES
Epidendrum cordiforme,6158.7,20170,Epidendrum cordiforme,SPECIES
Epidendrum cordigerum,6158.8,45481,Epidendrum cordigerum,SPECIES
Epidendrum coriaceum,6158.9,51229,Epidendrum coriaceum,SPECIES
Epidendrum coriifolium,6159,17795,Epidendrum coriifolium,SPECIES
Epidendrum cornutum,6159.15,42337,Epidendrum cornutum,SPECIES
Epidendrum coronatum,6159.2,18696,Epidendrum coronatum,SPECIES
Epidendrum costatum,6159.4,27897,Epidendrum costatum,SPECIES
Epidendrum crassilabium,6159.6,51642,Epidendrum crassilabium,SPECIES
Epidendrum crispatum,6159.85,45090,Epidendrum crispatum,SPECIES
Epidendrum cryptanthum,6160.2,14680,Epidendrum cryptanthum,SPECIES
Epidendrum cusii,6160.5,28485,Epidendrum cusii,SPECIES
Epidendrum cyanocolumna,6160.55,42169,Epidendrum cyanocolumna,SPECIES
Epidendrum cystosum,6160.58,26983,Epidendrum cystosum,SPECIES
Epidendrum dasytaenia,6160.6,45676,Epidendrum dasytaenia,SPECIES
Epidendrum deamii,6160.7,42945,Epidendrum deamii,SPECIES
Epidendrum dentilobum,6161.2,20156,Epidendrum dentilobum,SPECIES
Epidendrum dialychilum,6161.35,24378,Epidendrum dialychilum,SPECIES
Epidendrum dichromum,6161.4,53679,Epidendrum dichromum,SPECIES
Epidendrum dickinsonianum,6161.5,44060,Epidendrum dickinsonianum,SPECIES
Epidendrum diguetii,6161.75,40238,Epidendrum diguetii,SPECIES
Epidendrum dilochioides,6161.8,22120,Epidendrum dilochioides,SPECIES
Epidendrum diothonaeoides,6161.85,21982,Epidendrum diothonaeoides,SPECIES
Epidendrum diotum,6161.9,51269,Epidendrum diotum,SPECIES
Epidendrum discoidale,6161.95,20607,Epidendrum discoidale,SPECIES
Epidendrum distantiflorum,6162.05,41614,Epidendrum distantiflorum,SPECIES
Epidendrum diurnum,6162.1,41415,Epidendrum diurnum,SPECIES
Epidendrum dolabrilobum,6162.2,50663,Epidendrum dolabrilobum,SPECIES
Epidendrum dolichostachyum,6162.23,15652,Epidendrum dolichostachyum,SPECIES
Epidendrum dolosum,6162.25,42977,Epidendrum dolosum,SPECIES
Epidendrum dorsocarinatum,6162.27,25110,Epidendrum dorsocarinatum,SPECIES
Epidendrum dressleri,6162.28,23431,Epidendrum dressleri,SPECIES
Epidendrum durangense,6162.33,14111,Epidendrum durangense,SPECIES
Epidendrum eburneum,6162.4,24759,Epidendrum eburneum,SPECIES
Epidendrum echinatum,6162.5,14062,Epidendrum echinatum,SPECIES
Epidendrum edwardsii,6162.6,22250,Epidendrum edwardsii,SPECIES
Epidendrum elatius,6162.65,50677,Epidendrum elatius,SPECIES
Epidendrum elegans,6162.7,48252,Epidendrum elegans,SPECIES
Epidendrum ellipsophyllum,6162.9,17852,Epidendrum ellipsophyllum,SPECIES
Epidendrum ensicaulon,6163.35,41504,Epidendrum ensicaulon,SPECIES
Epidendrum erythronioides,6163.5,51735,Epidendrum erythronioides,SPECIES
Epidendrum esculentum,6163.65,45974,Epidendrum esculentum,SPECIES
Epidendrum estrellense,6163.8,19152,Epidendrum estrellense,SPECIES
Epidendrum euosmum,6163.83,52776,Epidendrum euosmum,SPECIES
Epidendrum eustirum,6163.84,22094,Epidendrum eustirum,SPECIES
Epidendrum examinis,6163.88,25235,Epidendrum examinis,SPECIES
Epidendrum exiguum,6164.2,22233,Epidendrum exiguum,SPECIES
Epidendrum eximium,6164.4,25464,Epidendrum eximium,SPECIES
Epidendrum falcatum,6164.5,24467,Epidendrum falcatum,SPECIES
Epidendrum faustum,6164.6,48752,Epidendrum faustum,SPECIES
Epidendrum fimbriatum,6164.9,27956,Epidendrum fimbriatum,SPECIES
Epidendrum flabellatum,6165.05,47167,Epidendrum flabellatum,SPECIES
Epidendrum flexuosissimum,6165.2,48152,Epidendrum flexuosissimum,SPECIES
Epidendrum floridense,6165.42,27791,Epidendrum floridense,SPECIES
Epidendrum forbesii,6165.55,39827,Epidendrum forbesii,SPECIES
Epidendrum formosum,6165.65,48539,Epidendrum formosum,SPECIES
Epidendrum fragrans,6165.7,42041,Epidendrum fragrans,SPECIES
Epidendrum frigidum,6165.75,17417,Epidendrum frigidum,SPECIES
Epidendrum fuchsii,6165.9,43121,Epidendrum fuchsii,SPECIES
Epidendrum fundii,6166.1,21834,Epidendrum fundii,SPECIES
Epidendrum gallopavinum,6166.55,44119,Epidendrum gallopavinum,SPECIES
Epidendrum garcianum,6166.6,50374,Epidendrum garcianum,SPECIES
Epidendrum gasteriferum,6166.7,28988,Epidendrum gasteriferum,SPECIES
Epidendrum gentryi,6165.92,23080,Epidendrum gentryi,SPECIES
Epidendrum ghiesbreghtianum,6166.95,46649,Epidendrum ghiesbreghtianum,SPECIES
Epidendrum glaucovirens,6167.15,47661,Epidendrum glaucovirens,SPECIES
Epidendrum glaucum,6167.16,45188,Epidendrum glaucum,SPECIES
Epidendrum glumaceum,6167.3,46161,Epidendrum glumaceum,SPECIES
Epidendrum gomezii,6167.5,17579,Epidendrum gomezii,SPECIES
Epidendrum gonzalez-tamayoi,6167.55,21487,Epidendrum gonzalez-tamayoi,SPECIES
Epidendrum gracillimum,6167.65,14427,Epidendrum gracillimum,SPECIES
Epidendrum graniticum,6167.7,51958,Epidendrum graniticum,SPECIES
Epidendrum granulosum,6167.75,43999,Epidendrum granulosum,SPECIES
Epidendrum gravidum,6167.77,53154,Epidendrum gravidum,SPECIES
Epidendrum guanacastense,6167.8,20585,Epidendrum guanacastense,SPECIES
Epidendrum guatemalense,6167.9,43085,Epidendrum guatemalense,SPECIES
Epidendrum guttatum,6168,41414,Epidendrum guttatum,SPECIES
Epidendrum haematochilum,6168.3,41983,Epidendrum haematochilum,SPECIES
Epidendrum hanburii,6168.5,48910,Epidendrum hanburii,SPECIES
Epidendrum harrisonianum,6168.7,40823,Epidendrum harrisonianum,SPECIES
Epidendrum hartwegii,6168.82,47518,Epidendrum hartwegii,SPECIES
Epidendrum hastatum,6168.85,43526,Epidendrum hastatum,SPECIES
Epidendrum henrici,6169.1,41911,Epidendrum henrici,SPECIES
Epidendrum hiorami,6169.37,19456,Epidendrum hiorami,SPECIES
Epidendrum huegelianum,6169.63,44601,Epidendrum huegelianum,SPECIES
Epidendrum humile,6169.66,49452,Epidendrum humile,SPECIES
Epidendrum hunterianum,6169.7,14626,Epidendrum hunterianum,SPECIES
Epidendrum hybrid,6147.02,55610,Epidendrum hybrid,SPECIES
Epidendrum hymenodes,6169.75,42469,Epidendrum hymenodes,SPECIES
Epidendrum ibaguense,6169.8,23996,Epidendrum ibaguense,SPECIES
Epidendrum icthyphyllum,6169.85,42408,Epidendrum icthyphyllum,SPECIES
Epidendrum ilense,6169.9,14047,Epidendrum ilense,SPECIES
Epidendrum imbricatum,6170.1,17320,Epidendrum imbricatum,SPECIES
Epidendrum incumbens,6170.25,53852,Epidendrum incumbens,SPECIES
Epidendrum inornatum,6170.33,18516,Epidendrum inornatum,SPECIES
Epidendrum insidiosum,6170.35,42383,Epidendrum insidiosum,SPECIES
Epidendrum insulanum,6170.4,19617,Epidendrum insulanum,SPECIES
Epidendrum intermedium,6170.45,43075,Epidendrum intermedium,SPECIES
Epidendrum inversum,6170.6,45848,Epidendrum inversum,SPECIES
Epidendrum ionocentrum,6170.7,43260,Epidendrum ionocentrum,SPECIES
Epidendrum ionophlebium,6170.8,42899,Epidendrum ionophlebium,SPECIES
Epidendrum iridee,6170.85,51397,Epidendrum iridee,SPECIES
Epidendrum kienastii,6171.35,44405,Epidendrum kienastii,SPECIES
Epidendrum kingsii,6171.37,21299,Epidendrum kingsii,SPECIES
Epidendrum kraenzlinii,6171.5,27268,Epidendrum kraenzlinii,SPECIES
Epidendrum labiatum,6171.55,52649,Epidendrum labiatum,SPECIES
Epidendrum lacertinum,6171.595,22026,Epidendrum lacertinum,SPECIES
Epidendrum lacerum,6171.6,28057,Epidendrum lacerum,SPECIES
Epidendrum lancifolium,6171.85,52860,Epidendrum lancifolium,SPECIES
Epidendrum langlassei,6171.88,52781,Epidendrum langlassei,SPECIES
Epidendrum laterale,6172.2,27773,Epidendrum laterale,SPECIES
Epidendrum latipetalum,6172.45,45227,Epidendrum latipetalum,SPECIES
Epidendrum latro,6172.5,51615,Epidendrum latro,SPECIES
Epidendrum leopardinum,6172.7,40595,Epidendrum leopardinum,SPECIES
Epidendrum leucanthum,6172.78,47409,Epidendrum leucanthum,SPECIES
Epidendrum limbatum,6173.1,51260,Epidendrum limbatum,SPECIES
Epidendrum lindenii,6173.2,47166,Epidendrum lindenii,SPECIES
Epidendrum lindleyanum,6173.3,46550,Epidendrum lindleyanum,SPECIES
Epidendrum linearifolioides,6173.34,48916,Epidendrum linearifolioides,SPECIES
Epidendrum linearifolium,6173.35,50694,Epidendrum linearifolium,SPECIES
Epidendrum lineatum,6173.36,46282,Epidendrum lineatum,SPECIES
Epidendrum linkianum,6173.37,48768,Epidendrum linkianum,SPECIES
Epidendrum litense,6173.45,26863,Epidendrum litense,SPECIES
Epidendrum lividum,6173.5,43114,Epidendrum lividum,SPECIES
Epidendrum lockhartioides,6173.6,26840,Epidendrum lockhartioides,SPECIES
Epidendrum loddigesii,6173.65,39749,Epidendrum loddigesii,SPECIES
Epidendrum longicaule,6173.77,15724,Epidendrum longicaule,SPECIES
Epidendrum longifolium,6173.9,52913,Epidendrum longifolium,SPECIES
Epidendrum longipetalum,6174,20535,Epidendrum longipetalum,SPECIES
Epidendrum lueri,6174.22,13884,Epidendrum lueri,SPECIES
Epidendrum luteolum,6174.4,51526,Epidendrum luteolum,SPECIES
Epidendrum luteo-roseum,6174.45,44169,Epidendrum luteo-roseum,SPECIES
Epidendrum macrochilum,6174.6,50099,Epidendrum macrochilum,SPECIES
Epidendrum maculosum,6174.8,50978,Epidendrum maculosum,SPECIES
Epidendrum madrense,6174.9,45606,Epidendrum madrense,SPECIES
Epidendrum magnificum,6174.93,21193,Epidendrum magnificum,SPECIES
Epidendrum magnispathum,6174.95,49447,Epidendrum magnispathum,SPECIES
Epidendrum marginatum,6175.17,48967,Epidendrum marginatum,SPECIES
Epidendrum mariae,6175.2,42270,Epidendrum mariae,SPECIES
Epidendrum marmoratum,6175.3,23778,Epidendrum marmoratum,SPECIES
Epidendrum matudae,6175.5,27680,Epidendrum matudae,SPECIES
Epidendrum maximum,6175.6,41662,Epidendrum maximum,SPECIES
Epidendrum megalanthum,6175.8,49112,Epidendrum megalanthum,SPECIES
Epidendrum meliosmum,6175.85,44287,Epidendrum meliosmum,SPECIES
Epidendrum michuacanum,6175.9,44740,Epidendrum michuacanum,SPECIES
Epidendrum microbulbon,6176.1,46368,Epidendrum microbulbon,SPECIES
Epidendrum microcardium,6176.2,13746,Epidendrum microcardium,SPECIES
Epidendrum microcharis,6176.22,19428,Epidendrum microcharis,SPECIES
Epidendrum micropus,6176.25,47859,Epidendrum micropus,SPECIES
Epidendrum mininocturnum,6176.35,25728,Epidendrum mininocturnum,SPECIES
Epidendrum mirabile,6176.5,18921,Epidendrum mirabile,SPECIES
Epidendrum miserum,6176.6,18565,Epidendrum miserum,SPECIES
Epidendrum monanthum,6176.9,46851,Epidendrum monanthum,SPECIES
Epidendrum mooreanum,6177,51557,Epidendrum mooreanum,SPECIES
Epidendrum morganii,6177.15,25709,Epidendrum morganii,SPECIES
Epidendrum moschatum,6177.2,43395,Epidendrum moschatum,SPECIES
Epidendrum mutelianum,6177.6,20160,Epidendrum mutelianum,SPECIES
Epidendrum nagelii,6177.85,23646,Epidendrum nagelii,SPECIES
Epidendrum nanopsis,6177.92,26754,Epidendrum nanopsis,SPECIES
Epidendrum nelsonii,6177.95,22196,Epidendrum nelsonii,SPECIES
Epidendrum nematocaulon,6178,43351,Epidendrum nematocaulon,SPECIES
Epidendrum nemorale,6178.1,53807,Epidendrum nemorale,SPECIES
Epidendrum neogaliciense,6178.25,17144,Epidendrum neogaliciense,SPECIES
Epidendrum neurosum,6178.4,43808,Epidendrum neurosum,SPECIES
Epidendrum nodosum,6178.6,53137,Epidendrum nodosum,SPECIES
Epidendrum notabile,6178.8,14963,Epidendrum notabile,SPECIES
Epidendrum nutans,6179,28086,Epidendrum nutans,SPECIES
Epidendrum nutantirhachis,6179.1,13737,Epidendrum nutantirhachis,SPECIES
Epidendrum oaxacanum,6179.2,28309,Epidendrum oaxacanum,SPECIES
Epidendrum ochraceum,6179.6,48740,Epidendrum ochraceum,SPECIES
Epidendrum odoratissimum,6179.75,41993,Epidendrum odoratissimum,SPECIES
Epidendrum odoratum,6179.8,52774,Epidendrum odoratum,SPECIES
Epidendrum oestlundii,6179.95,47101,Epidendrum oestlundii,SPECIES
Epidendrum oncidioides,6180,45134,Epidendrum oncidioides,SPECIES
Epidendrum osmanthum,6180.2,52372,Epidendrum osmanthum,SPECIES
Epidendrum ottonis,6180.3,41011,Epidendrum ottonis,SPECIES
Epidendrum ovulum,6180.35,53440,Epidendrum ovulum,SPECIES
Epidendrum pachycarpum,6180.4,49246,Epidendrum pachycarpum,SPECIES
Epidendrum pachyrachis,6180.6,43872,Epidendrum pachyrachis,SPECIES
Epidendrum palaciosii,6180.78,28888,Epidendrum palaciosii,SPECIES
Epidendrum paleaceum,6180.8,49273,Epidendrum paleaceum,SPECIES
Epidendrum pallens,6180.9,26111,Epidendrum pallens,SPECIES
Epidendrum pallidiflorum,6180.95,22426,Epidendrum pallidiflorum,SPECIES
Epidendrum pamplonense,6181.1,45338,Epidendrum pamplonense,SPECIES
Epidendrum panamense,6181.2,21628,Epidendrum panamense,SPECIES
Epidendrum paniculatum,6181.3,20576,Epidendrum paniculatum,SPECIES
Epidendrum pansamalae,6181.4,20230,Epidendrum pansamalae,SPECIES
Epidendrum panthera,6181.5,50441,Epidendrum panthera,SPECIES
Epidendrum papilio,6181.6,49593,Epidendrum papilio,SPECIES
Epidendrum papillosum,6181.7,49739,Epidendrum papillosum,SPECIES
Epidendrum papyriferum,6181.75,44454,Epidendrum papyriferum,SPECIES
Epidendrum parkinsonianum,6182,14305,Epidendrum parkinsonianum,SPECIES
Epidendrum parviflorum,6182.15,44513,Epidendrum parviflorum,SPECIES
Epidendrum parvilabre,6182.17,19642,Epidendrum parvilabre,SPECIES
Epidendrum parvilobum,6182.2,16664,Epidendrum parvilobum,SPECIES
Epidendrum pastoris,6182.25,46113,Epidendrum pastoris,SPECIES
Epidendrum pastranae,6182.27,14199,Epidendrum pastranae,SPECIES
Epidendrum pauciflorum,6182.35,50219,Epidendrum pauciflorum,SPECIES
Epidendrum pauper,6182.45,40307,Epidendrum pauper,SPECIES
Epidendrum pendens,6182.5,14507,Epidendrum pendens,SPECIES
Epidendrum pendulum,6182.55,50776,Epidendrum pendulum,SPECIES
Epidendrum pentotis,6182.7,43986,Epidendrum pentotis,SPECIES
Epidendrum peraltense,6182.85,47066,Epidendrum peraltense,SPECIES
Epidendrum phragmites,6183.1,22329,Epidendrum phragmites,SPECIES
Epidendrum phymatoglossum,6183.15,46809,Epidendrum phymatoglossum,SPECIES
Epidendrum pichinchae,6183.25,28402,Epidendrum pichinchae,SPECIES
Epidendrum pictum,6183.27,49588,Epidendrum pictum,SPECIES
Epidendrum pittieri,6183.45,21827,Epidendrum pittieri,SPECIES
Epidendrum platycardium,6183.55,52104,Epidendrum platycardium,SPECIES
Epidendrum platychilum,6183.57,15317,Epidendrum platychilum,SPECIES
Epidendrum plicatum,6183.7,22032,Epidendrum plicatum,SPECIES
Epidendrum pollardianum,6183.75,48350,Epidendrum pollardianum,SPECIES
Epidendrum pollardii,6183.76,18582,Epidendrum pollardii,SPECIES
Epidendrum polybulbon,6183.9,51477,Epidendrum polybulbon,SPECIES
Epidendrum polychlamys,6184,20646,Epidendrum polychlamys,SPECIES
Epidendrum polychromum,6184.1,15233,Epidendrum polychromum,SPECIES
Epidendrum porphyroglossum,6184.35,50814,Epidendrum porphyroglossum,SPECIES
Epidendrum powellii,6184.5,23517,Epidendrum powellii,SPECIES
Epidendrum praecox,6184.55,39733,Epidendrum praecox,SPECIES
Epidendrum primuloides,6184.57,47274,Epidendrum primuloides,SPECIES
Epidendrum pringlei,6184.58,40208,Epidendrum pringlei,SPECIES
Epidendrum prismatocarpum,6184.6,41770,Epidendrum prismatocarpum,SPECIES
Epidendrum probiflorum,6184.7,16123,Epidendrum probiflorum,SPECIES
Epidendrum pruinosum,6184.76,41106,Epidendrum pruinosum,SPECIES
Epidendrum pseudonocturnum,6185.05,26553,Epidendrum pseudonocturnum,SPECIES
Epidendrum pterocarpum,6185.35,47015,Epidendrum pterocarpum,SPECIES
Epidendrum pudicum,6185.4,24652,Epidendrum pudicum,SPECIES
Epidendrum pugioniforme,6185.5,28312,Epidendrum pugioniforme,SPECIES
Epidendrum punctulatum,6185.75,40088,Epidendrum punctulatum,SPECIES
