Scientific name,Rank,RecID,ParentRank,ParentID,Status,Species Author,Notes,Designation,AcceptedRank,AcceptedID
granulatus,SPECIES,,GENUS,98461,S,"Cuvier, 1829",,CITES_EU,SPECIES,98249
acutus,SPECIES,,GENUS,98462,S,"Garman, 1908",,CITES_EU,SPECIES,98249
granulatus,SPECIES,,GENUS,98463,S,"Cuvier, 1829",,CITES_EU,SPECIES,98249
halavi,SPECIES,,GENUS,30231,S,"Forsskål, 1775",,CITES_EU,SPECIES,98250
halavi,SPECIES,,GENUS,98461,S,"Forsskål, 1775",,CITES_EU,SPECIES,98250
halavi,SPECIES,,GENUS,98463,S,"Forsskål, 1775",,CITES_EU,SPECIES,98250
obtusus,SPECIES,,GENUS,98461,S,"Müller & Henle, 1841",,CITES_EU,SPECIES,98251
thouin,SPECIES,,GENUS,30231,S,"Anonymous [Lacepède], 1798",,CITES_EU,SPECIES,98252
thouin,SPECIES,,GENUS,98461,S,"Anonymous [Lacepède], 1798",,CITES_EU,SPECIES,98252
typus,SPECIES,,GENUS,98461,S,"Anonymous [Bennett], 1830",,CITES_EU,SPECIES,98253
batillum,SPECIES,,GENUS,98461,S,"Whitley, 1939",,CITES_EU,SPECIES,98253
armatus,SPECIES,,GENUS,98462,S,"Gray, 1834",,CITES_EU,SPECIES,98253
nobilis,SPECIES,,GENUS,98464,S,"Selenka, 1867",,CITES_EU,SPECIES,98282
