Scientific name,Rank,RecID,ParentRank,ParentID,Status,Species Author,Notes,Designation,AcceptedRank,AcceptedID
pederseni,SPECIES,,GENUS,67073,S,"Kirk, 2001",,CITES_EU,SPECIES,98294
hermeli,SUBSPECIES,,SPECIES,9133,S,,,CITES_EU,SUBSPECIES,98270
hermeli,SPECIES,,GENUS,2213,S,,,CITES_EU,SUBSPECIES,98270
jaguarae,SPECIES,,GENUS,2213,S,"Foetterle, 1902",,CITES_EU,SPECIES,98271
numa,SPECIES,,GENUS,2213,S,"Boisduval, 1836",,CITES_EU,SPECIES,98271
socama,SPECIES,,GENUS,1512,S,"Schaus, 1902",,CITES_EU,SPECIES,98271
sissoo,SPECIES,,GENUS,98465,S,(Roxb.) Kuntze,,CITES_EU,SPECIES,68237
chrysothrix,SPECIES,,GENUS,13162,S,"Taub, 1895",,CITES_EU,SPECIES,98274
stolzii,SPECIES,,GENUS,13162,S,"Harms, 1915",,CITES_EU,SPECIES,98274
tinctorium,SPECIES,,GENUS,39331,S,Kuntze,,CITES_EU,SPECIES,98274
holtzii,SPECIES,,GENUS,13162,S,Harms,,CITES_EU,SPECIES,98274
odoratus,SPECIES,,GENUS,13162,S,De Wild,,CITES_EU,SPECIES,98274
zimmermannii,SPECIES,,GENUS,13162,S,Harms,,CITES_EU,SPECIES,98274
vellozoana,SPECIES,,GENUS,39360,S,"(M.Roem.) Kuntze, 1891",,CITES_EU,SPECIES,23525
quinquecarinata,SPECIES,,GENUS,2303,S,"Bailey, 1928",,CITES_EU,SPECIES,98228
pectinata,SPECIES,,GENUS,2303,S,"Köhler et al., 2000",,CITES_EU,SPECIES,98229
fasciata,SPECIES,,GENUS,98467,S,"Ausserer, 1871",,CITES_EU,SPECIES,98292
curvicrispus,SPECIES,,GENUS,780,S,"Fricke, 2004",,CITES_EU,SPECIES,11016
anzuetoi,SPECIES,,GENUS,1703,S,"Campbell & Frost, 1993",,CITES_EU,SPECIES,68243
auritus,SPECIES,,GENUS,1492,S,"Cope, 1869",,CITES_EU,SPECIES,68179
auritus,SPECIES,,GENUS,1492,S,"Wermuth, 1969",,CITES_EU,SPECIES,68179
campbelli,SPECIES,,GENUS,1703,S,"Lock & Torres, 2016",,CITES_EU,SPECIES,68076
fuscolabialis,SPECIES,,GENUS,1492,S,"Wermuth, 1969",,CITES_EU,SPECIES,68136
gaiophantasma,SPECIES,,GENUS,1703,S,Eisermann & Acevedo 2016,,CITES_EU,SPECIES,68245
graminea,SPECIES,,GENUS,68047,S,"Tihen, 1949",,CITES_EU,SPECIES,7706
graminea,SPECIES,,GENUS,68047,S,"Smith & Taylor, 1950",,CITES_EU,SPECIES,7706
lythrochilus,SPECIES,,GENUS,1703,S,"Wermuth, 1969",,CITES_EU,SPECIES,68290
matudai,SPECIES,,GENUS,1492,S,"Wermuth, 1969",,CITES_EU,SPECIES,68087
matudai,SPECIES,,GENUS,1703,S,"Campbell & Frost, 1993",,CITES_EU,SPECIES,68087
ochoterenai,SPECIES,,GENUS,1492,S,"Hartweg & Tihen, 1946",,CITES_EU,SPECIES,68158
ochoterenai,SPECIES,,GENUS,1492,S,"Wermuth, 1969",,CITES_EU,SPECIES,68158
vasconcelosii,SPECIES,,GENUS,1492,S,"Wermuth, 1969",,CITES_EU,SPECIES,68195
williamsi,SPECIES,,GENUS,66399,S,"Kluge, 1993",,CITES_EU,SPECIES,66401
williamsi,SPECIES,,GENUS,66399,S,"Broadley & Howell, 1991",,CITES_EU,SPECIES,66401
williamsi,SPECIES,,GENUS,66399,S,"Rösler, 2000",,CITES_EU,SPECIES,66401
williamsi,SPECIES,,GENUS,66399,S,"Röll et al., 2010",,CITES_EU,SPECIES,66401
borneensis,SPECIES,,GENUS,98468,S,"Steindachner, 1877",,CITES_EU,SPECIES,67618
borneensis,SPECIES,,GENUS,67970,S,"Boulenger, 1885",,CITES_EU,SPECIES,67618
borneensis,SPECIES,,GENUS,67970,S,"De Rooij, 1915",,CITES_EU,SPECIES,67618
borneensis,SPECIES,,GENUS,67970,S,"Manthey & Grossmann, 1997",,CITES_EU,SPECIES,67618
borneensis,SPECIES,,GENUS,67970,S,"Yaap et al., 2012",,CITES_EU,SPECIES,67618
desaixi,SPECIES,,GENUS,67971,S,"Welch, 1994",,CITES_EU,SPECIES,67271
desaixi,SPECIES,,GENUS,67971,S,"Broadley, 1998",,CITES_EU,SPECIES,67271
desaixi,SPECIES,,GENUS,67971,S,"McDiarmid, Campbell & Touré, 1999",,CITES_EU,SPECIES,67271
desaixi,SPECIES,,GENUS,67971,S,"Dobiey & Vogel, 2007",,CITES_EU,SPECIES,67271
desaixi,SPECIES,,GENUS,67971,S,"Wallach et al., 2014",,CITES_EU,SPECIES,67271
worthingtoni,SPECIES,,GENUS,67972,S,"Welch, 1994",,CITES_EU,SPECIES,67301
worthingtoni,SPECIES,,GENUS,67972,S,"Lenk et al., 1999",,CITES_EU,SPECIES,67301
worthingtoni,SPECIES,,GENUS,67972,S,"McDiarmid, Campbell & Touré, 1999",,CITES_EU,SPECIES,67301
worthingtoni,SPECIES,,GENUS,67972,S,"Dobiey & Vogel, 2007",,CITES_EU,SPECIES,67301
worthingtoni,SPECIES,,GENUS,67972,S,"Wittenberg et al., 2014",,CITES_EU,SPECIES,67301
worthingtoni,SPECIES,,GENUS,67972,S,"Wallach et al., 2014",,CITES_EU,SPECIES,67301
guineti,SPECIES,,GENUS,98469,S,"Grandidier, 1875",,CITES_EU,SPECIES,67985
guineti,SPECIES,,GENUS,1412,S,"Günther, 1877",,CITES_EU,SPECIES,67985
guineti,SPECIES,,GENUS,98471,S,"Knauer, 1878",,CITES_EU,SPECIES,67985
guineti,SPECIES,,GENUS,29839,S,"Guibé, 1978",,CITES_EU,SPECIES,67985
