cites_trade_name,legacy_cites_ID,valid_name_species_plus_id,valid_name,trade_name_rank,name_status
Satyrium hallackii,7146.8,12578,Satyrium,SPECIES,T
Satyrium humile,7146.9,12578,Satyrium,SPECIES,T
Satyrium ligulatum,7147,12578,Satyrium,SPECIES,T
Satyrium longicauda,7147.1,12578,Satyrium,SPECIES,T
Satyrium membranaceum,7147.5,12578,Satyrium,SPECIES,T
Satyrium microcorys,7147.55,12578,Satyrium,SPECIES,T
Satyrium neglectum,7147.8,12578,Satyrium,SPECIES,T
Satyrium nepalense,7147.9,12578,Satyrium,SPECIES,T
Satyrium odorum,7148.1,12578,Satyrium,SPECIES,T
Satyrium orbiculare,7148.15,12578,Satyrium,SPECIES,T
Satyrium paludosum,7148.45,12578,Satyrium,SPECIES,T
Satyrium parviflorum,7148.5,12578,Satyrium,SPECIES,T
Satyrium princeae,7148.65,12578,Satyrium,SPECIES,T
Satyrium pumilum,7148.8,12578,Satyrium,SPECIES,T
Satyrium rostratum,7149.05,12578,Satyrium,SPECIES,T
Satyrium rupestre,7149.1,12578,Satyrium,SPECIES,T
Satyrium sceptrum,7149.145,12578,Satyrium,SPECIES,T
Satyrium sphaeranthum,7149.17,12578,Satyrium,SPECIES,T
Satyrium sphaerocarpum,7149.2,12578,Satyrium,SPECIES,T
Satyrium stenopetalum,7149.3,12578,Satyrium,SPECIES,T
Satyrium trinerve,7149.5,12578,Satyrium,SPECIES,T
Satyrium volkensii,7149.6,12578,Satyrium,SPECIES,T
Aviceps,5556,12578,Satyrium,SPECIES,T
Aerides miniatum,5442.2,12580,Aerides,SPECIES,T
Aerides gratifolium,5440.5,12580,Aerides,SPECIES,T
Aerides crepidata,5439.3,12580,Aerides,SPECIES,T
Aerides pulcherrimum,5443,12580,Aerides,SPECIES,T
Aerides papuana,5442.8,12580,Aerides,SPECIES,T
Aerides curvifolia,5439.6,12580,Aerides,SPECIES,T
Aerides micranthum,5442.1,12580,Aerides,SPECIES,T
Aerides kanburiense,5441,12580,Aerides,SPECIES,T
Taeniophyllum complanatum,7280.2,12582,Taeniophyllum,SPECIES,T
Taeniophyllum crepidiforme,7280.4,12582,Taeniophyllum,SPECIES,T
Taeniophyllum culiciferum,7280.5,12582,Taeniophyllum,SPECIES,T
Taeniophyllum fasciola,7280.6,12582,Taeniophyllum,SPECIES,T
Taeniophyllum glandulosum,7280.9,12582,Taeniophyllum,SPECIES,T
Taeniophyllum gracillimum,7280.905,12582,Taeniophyllum,SPECIES,T
Taeniophyllum obtusum,7281.3,12582,Taeniophyllum,SPECIES,T
Taeniophyllum pusillum,7281.365,12582,Taeniophyllum,SPECIES,T
Taeniophyllum retro-spiculatum,7281.4,12582,Taeniophyllum,SPECIES,T
Taeniophyllum wilkianum,7281.5,12582,Taeniophyllum,SPECIES,T
Taeniophyllum latilabre,7281,12582,Taeniophyllum,SPECIES,T
Imerinaea madagascarica,6386.1,12584,Imerinaea,SPECIES,T
Coryanthes alborosea,5852.2,12586,Coryanthes,SPECIES,T
Coryanthes bergoldii,5852.21,12586,Coryanthes,SPECIES,T
Coryanthes bicalcarata,5852.3,12586,Coryanthes,SPECIES,T
Coryanthes biflora,5852.4,12586,Coryanthes,SPECIES,T
Coryanthes boyi,5852.5,12586,Coryanthes,SPECIES,T
Coryanthes bruchmuelleri,5852.6,12586,Coryanthes,SPECIES,T
Coryanthes cataniapoensis,5852.7,12586,Coryanthes,SPECIES,T
Coryanthes flava,5852.93,12586,Coryanthes,SPECIES,T
Coryanthes gernotii,5852.95,12586,Coryanthes,SPECIES,T
Coryanthes horichiana,5852.97,12586,Coryanthes,SPECIES,T
Coryanthes hunteriana,5853,12586,Coryanthes,SPECIES,T
Coryanthes leferenziorum,5853.15,12586,Coryanthes,SPECIES,T
Coryanthes leucocorys,5853.2,12586,Coryanthes,SPECIES,T
Coryanthes macrantha,5853.3,12586,Coryanthes,SPECIES,T
Coryanthes macrocorys,5853.4,12586,Coryanthes,SPECIES,T
Coryanthes mastersiana,5853.6,12586,Coryanthes,SPECIES,T
Coryanthes misasii,5853.64,12586,Coryanthes,SPECIES,T
Coryanthes panamensis,5853.68,12586,Coryanthes,SPECIES,T
Coryanthes pegiae,5853.7,12586,Coryanthes,SPECIES,T
Coryanthes rodriguesii,5853.85,12586,Coryanthes,SPECIES,T
Coryanthes rutkisii,5853.9,12586,Coryanthes,SPECIES,T
Coryanthes seegeri,5853.93,12586,Coryanthes,SPECIES,T
Coryanthes senghasiana,5853.95,12586,Coryanthes,SPECIES,T
Coryanthes trifoliata,5854.1,12586,Coryanthes,SPECIES,T
Coryanthes vasquezii,5854.2,12586,Coryanthes,SPECIES,T
Coryanthes verrucolineata,5854.3,12586,Coryanthes,SPECIES,T
Coryanthes vieirae,5854.31,12586,Coryanthes,SPECIES,T
Coryanthes congesta,5852.8,12586,Coryanthes,SPECIES,T
Oeonia rosea,6729.55,12588,Oeonia,SPECIES,T
Oeonia volucris,6729.6,12588,Oeonia,SPECIES,T
Oeonia grandiflora,6729.2,12588,Oeonia,SPECIES,T
Trichocentrum albococcineum,7324.3,12589,Trichocentrum,SPECIES,T
Trichocentrum andrewsiae,7324.705,12589,Trichocentrum,SPECIES,T
Trichocentrum capistratum,7325,12589,Trichocentrum,SPECIES,T
Trichocentrum carthagenense,7325.02,12589,Trichocentrum,SPECIES,T
Trichocentrum cavendishianum,7325.03,12589,Trichocentrum,SPECIES,T
Trichocentrum cebolleta,7325.05,12589,Trichocentrum,SPECIES,T
Trichocentrum fuscum,7325.2,12589,Trichocentrum,SPECIES,T
Trichocentrum helicanthum,7325.24,12589,Trichocentrum,SPECIES,T
Trichocentrum ionophthalmum,7325.3,12589,Trichocentrum,SPECIES,T
Trichocentrum jonesianum,7325.31,12589,Trichocentrum,SPECIES,T
Trichocentrum lacerum,7325.312,12589,Trichocentrum,SPECIES,T
Trichocentrum lanceanum,7325.315,12589,Trichocentrum,SPECIES,T
Trichocentrum lindenii,7325.325,12589,Trichocentrum,SPECIES,T
Trichocentrum luridum,7325.335,12589,Trichocentrum,SPECIES,T
Trichocentrum margalegfii,7325.34,12589,Trichocentrum,SPECIES,T
Trichocentrum microchilum,7325.355,12589,Trichocentrum,SPECIES,T
Trichocentrum morenoi,7325.36,12589,Trichocentrum,SPECIES,T
Trichocentrum nanum,7325.365,12589,Trichocentrum,SPECIES,T
Trichocentrum nudum,7325.375,12589,Trichocentrum,SPECIES,T
Trichocentrum panduratum,7325.55,12589,Trichocentrum,SPECIES,T
Trichocentrum popowianum,7325.76,12589,Trichocentrum,SPECIES,T
Trichocentrum pulchrum,7325.8,12589,Trichocentrum,SPECIES,T
Trichocentrum pumilum,7325.83,12589,Trichocentrum,SPECIES,T
Trichocentrum splendidum,7325.91,12589,Trichocentrum,SPECIES,T
Trichocentrum sprucei,7325.92,12589,Trichocentrum,SPECIES,T
Trichocentrum stramineum,7325.95,12589,Trichocentrum,SPECIES,T
Trichocentrum tenuiflorum,7326,12589,Trichocentrum,SPECIES,T
Trichocentrum undulatum,7326.31,12589,Trichocentrum,SPECIES,T
Trichocentrum viridulum,7326.32,12589,Trichocentrum,SPECIES,T
Trichocentrum parviflorum,7325.6,12589,Trichocentrum,SPECIES,T
Trichocentrum acuminatum,7324.1,12589,Trichocentrum,SPECIES,T
Trichocentrum tenuifolium,7326.1,12589,Trichocentrum,SPECIES,T
Trichocentrum tubifloris,7326.3,12589,Trichocentrum,SPECIES,T
Trichocentrum album,7324.6,12589,Trichocentrum,SPECIES,T
Schlumbergera sanne,4825.5,12590,Schlumbergera,SPECIES,T
Grobya amherstiae,6308.1,12593,Grobya,SPECIES,T
Grobya fascifera,6308.2,12593,Grobya,SPECIES,T
Grobya galeata,6308.3,12593,Grobya,SPECIES,T
Espostoa ornata,4342.7,12594,Espostoa,SPECIES,T
Espostoa churinensis,4340.5,12594,Espostoa,SPECIES,T
Porphyroglottis maxwelliae,7019.1,12595,Porphyroglottis,SPECIES,T
Isabelia pulchella,6394.1,12596,Isabelia,SPECIES,T
Isabelia violacea,6394.15,12596,Isabelia,SPECIES,T
Isabelia virginalis,6394.2,12596,Isabelia,SPECIES,T
Neolauchea,6671,12596,Isabelia,SPECIES,T
Cremastra appendiculata,5864.1,12598,Cremastra,SPECIES,T
Cremastra triloba,5864.18,12598,Cremastra,SPECIES,T
Cremastra unguiculata,5864.2,12598,Cremastra,SPECIES,T
Calopogon pallidus,5690.3,12602,Calopogon,SPECIES,T
Calopogon tuberosus,5690.5,12602,Calopogon,SPECIES,T
Physinga physodes,6895.2,12608,Physinga,SPECIES,T
Acriopsis liliifolia,5415.43,12609,Acriopsis,SPECIES,T
Osmoglossum maculatum,6802.4,12612,Osmoglossum,SPECIES,T
Cleisocentron abasii,5802.05,12616,Cleisocentron,SPECIES,T
Cleisocentron merrillianum,5802.25,12616,Cleisocentron,SPECIES,T
Cleisocentron trichromum,5802.3,12616,Cleisocentron,SPECIES,T
Cypripedium calcicola,5909.04,12617,Cypripedium,SPECIES,T
Cypripedium froschii,5911.47,12617,Cypripedium,SPECIES,T
Cyprepedium,5907,12617,Cypripedium,SPECIES,T
Arpophyllum giganteum,5539.3,12619,Arpophyllum,SPECIES,T
Arpophyllum spicatum,5539.6,12619,Arpophyllum,SPECIES,T
Geodorum attenuatum,6284.04,12620,Geodorum,SPECIES,T
Geodorum candidum,6284.05,12620,Geodorum,SPECIES,T
Geodorum citrinum,6284.2,12620,Geodorum,SPECIES,T
Geodorum pulchellum,6284.65,12620,Geodorum,SPECIES,T
Geodorum recurvum,6284.8,12620,Geodorum,SPECIES,T
Geodorum siamense,6284.9,12620,Geodorum,SPECIES,T
Geodorum ciliatum,6284.1,12620,Geodorum,SPECIES,T
Vandopsis wariana,7367.4,12621,Vandopsis,SPECIES,T
Rossioglossum ampliatum,7114.05,12624,Rossioglossum,SPECIES,T
Rossioglossum pachecoi,7114.4,12624,Rossioglossum,SPECIES,T
Solenidium lunatum,7206.1,12626,Solenidium,SPECIES,T
Solenidium portillae,7206.15,12626,Solenidium,SPECIES,T
Solenidium racemosum,7206.2,12626,Solenidium,SPECIES,T
Rhinerrhiza divitiflora,7088.1,12628,Rhinerrhiza,SPECIES,T
Discocactus minimus,4252.4,12629,Discocactus,SPECIES,T
Discocactus curanbaensis,4250.6,12629,Discocactus,SPECIES,T
Lycaste andreettae,6498.05,12632,Lycaste,SPECIES,T
Lycaste ariasii,6498.07,12632,Lycaste,SPECIES,T
Lycaste fragrans,6500.85,12632,Lycaste,SPECIES,T
Lycaste lucianii,6502.4,12632,Lycaste,SPECIES,T
Lycaste measuresiana,6502.75,12632,Lycaste,SPECIES,T
Lycaste mitcheliana,6502.9,12632,Lycaste,SPECIES,T
Lycaste occulta,6455.504,12632,Lycaste,SPECIES,T
Lycaste eburneum,6500.3,12632,Lycaste,SPECIES,T
Lycaste cristalina,6499.6,12632,Lycaste,SPECIES,T
Lycaste balliae,6498.2,12632,Lycaste,SPECIES,T
Lycaste moorei,6503.1,12632,Lycaste,SPECIES,T
Lycaste lasiocarpa,6501.7,12632,Lycaste,SPECIES,T
Lycaste mattogrossensis,6502.7,12632,Lycaste,SPECIES,T
Lycaste imschootianum,6501.4,12632,Lycaste,SPECIES,T
Lycaste epidendrum,6500.5,12632,Lycaste,SPECIES,T
Lycaste monophylla,6503,12632,Lycaste,SPECIES,T
Lycaste brugensis,6498.7,12632,Lycaste,SPECIES,T
Lycaste clowesii,6499.1,12632,Lycaste,SPECIES,T
Lycaste ecuadorensis,6500.4,12632,Lycaste,SPECIES,T
Lycaste sodiroi,6504.2,12632,Lycaste,SPECIES,T
Odonectis,6708,12633,Isotria,SPECIES,T
Matucana mammillaris,4557,12635,Matucana,SPECIES,T
Matucana roseoalba,4558.4,12635,Matucana,SPECIES,T
Matucana caespitosa,4554.6,12635,Matucana,SPECIES,T
Matucana villarica,4559,12635,Matucana,SPECIES,T
Eulychnia procumbens,4346.1,12636,Eulychnia,SPECIES,T
Eulychnia totoralensis,4346.6,12636,Eulychnia,SPECIES,T
Sophronitis pumila,7210.44,12640,Sophronitis,SPECIES,T
Sophronitis sincorana,7210.64,12640,Sophronitis,SPECIES,T
Sophronitis xanthocheila,7210.9,12640,Sophronitis,SPECIES,T
Sophronitis organensis,7210.2,12640,Sophronitis,SPECIES,T
Sophronitis pterophora,7210.4,12640,Sophronitis,SPECIES,T
Oerstedella centropetala,6731.4,12642,Oerstedella,SPECIES,T
Oerstedella exasperata,6731.6,12642,Oerstedella,SPECIES,T
Oerstedella medinae,6731.64,12642,Oerstedella,SPECIES,T
Oerstedella myriantha,6731.645,12642,Oerstedella,SPECIES,T
Oerstedella pentadactyla,6731.75,12642,Oerstedella,SPECIES,T
Oerstedella pinnifera,6731.8,12642,Oerstedella,SPECIES,T
Oerstedella pseudoschumanniana,6731.82,12642,Oerstedella,SPECIES,T
Oerstedella pumila,6731.87,12642,Oerstedella,SPECIES,T
Oerstedella schumanniana,6731.92,12642,Oerstedella,SPECIES,T
Oerstedella schweinfurthiana,6731.95,12642,Oerstedella,SPECIES,T
Oerstedella tetraceros,6732,12642,Oerstedella,SPECIES,T
Oerstedella thurstonorum,6732.02,12642,Oerstedella,SPECIES,T
Oerstedella verrucosa,6732.05,12642,Oerstedella,SPECIES,T
Oerstedella viridiflora,6732.08,12642,Oerstedella,SPECIES,T
Oerstedella satanica,6731.9,12642,Oerstedella,SPECIES,T
Dracula antonii,6085.45,12644,Dracula,SPECIES,T
Dracula barrowii,6085.65,12644,Dracula,SPECIES,T
Dracula dallesandroi,6087,12644,Dracula,SPECIES,T
Dracula deniseana,6087.25,12644,Dracula,SPECIES,T
Dracula erythrocodon,6087.63,12644,Dracula,SPECIES,T
Dracula kareniae,6089.25,12644,Dracula,SPECIES,T
Dracula mendozae,6090.05,12644,Dracula,SPECIES,T
Dracula olmosii,6090.65,12644,Dracula,SPECIES,T
Dracula saulii,6092.325,12644,Dracula,SPECIES,T
Dracula terborchii,6092.97,12644,Dracula,SPECIES,T
Dracula tsubotae,6093.17,12644,Dracula,SPECIES,T
Dracula veleziana,6093.37,12644,Dracula,SPECIES,T
Dracula villegasii,6093.93,12644,Dracula,SPECIES,T
Dracula vlad-tepes,6094,12644,Dracula,SPECIES,T
Dracula pardina,6091,12644,Dracula,SPECIES,T
Dracula montes-sinensis,6090.3,12644,Dracula,SPECIES,T
Dracula verucunda,6093.8,12644,Dracula,SPECIES,T
Dracula tricolor,6093,12644,Dracula,SPECIES,T
Dracula pandurata,6090.9,12644,Dracula,SPECIES,T
Dracula memoria,6090,12644,Dracula,SPECIES,T
Zygopetalum brachypetalum,7398.7,12646,Zygopetalum,SPECIES,T
Zygopetalum crinitum,7399.3,12646,Zygopetalum,SPECIES,T
Zygopetalum intermedium,7399.7,12646,Zygopetalum,SPECIES,T
Zygopetalum mackayi,7400.3,12646,Zygopetalum,SPECIES,T
Zygopetalum maxillare,7400.4,12646,Zygopetalum,SPECIES,T
Zygopetalum mosenianum,7400.6,12646,Zygopetalum,SPECIES,T
Zygopetalum pabstii,7400.65,12646,Zygopetalum,SPECIES,T
Zygopetalum pedicellatum,7400.7,12646,Zygopetalum,SPECIES,T
Zygopetalum reginae,7401,12646,Zygopetalum,SPECIES,T
Zygopetalum sedenii,7401.4,12646,Zygopetalum,SPECIES,T
Zygopetalum sellowii,7401.5,12646,Zygopetalum,SPECIES,T
Zygopetalum triste,7401.8,12646,Zygopetalum,SPECIES,T
Zygopetalum pustulatum,7400.9,12646,Zygopetalum,SPECIES,T
Zygopetalum latens,7400,12646,Zygopetalum,SPECIES,T
Zygopetalum bahianum,7398.4,12646,Zygopetalum,SPECIES,T
Armatocereus ghiesbreghtii,4116.55,12647,Armatocereus,SPECIES,T
Barkeria odorata,5563.1,12648,Barkeria,SPECIES,T
Barkeria erika,5562.6,12648,Barkeria,SPECIES,T
Ceratochilus biglandulosus,5745.1,12649,Ceratochilus,SPECIES,T
Cranichis bradei,5862.2,12650,Cranichis,SPECIES,T
Cranichis fertilis,5862.53,12650,Cranichis,SPECIES,T
Cranichis sylvatica,5863.62,12650,Cranichis,SPECIES,T
Cranichis wageneri,5863.8,12650,Cranichis,SPECIES,T
Banksia ashbyi,7480.1,12651,Banksia,SPECIES,T
Banksia attenuata,7480.3,12651,Banksia,SPECIES,T
Banksia baueri,7480.5,12651,Banksia,SPECIES,T
Banksia baxteri,7480.6,12651,Banksia,SPECIES,T
Banksia candolleana,7481.1,12651,Banksia,SPECIES,T
Banksia coccinea,7481.4,12651,Banksia,SPECIES,T
Banksia dentata,7481.7,12651,Banksia,SPECIES,T
Banksia dryandroides,7481.8,12651,Banksia,SPECIES,T
Banksia grandis,7482.4,12651,Banksia,SPECIES,T
Banksia hookerana,7482.5,12651,Banksia,SPECIES,T
Banksia ilicifolia,7482.6,12651,Banksia,SPECIES,T
Banksia lemanniana,7483.2,12651,Banksia,SPECIES,T
Banksia littoralis,7483.5,12651,Banksia,SPECIES,T
Banksia occidentalis,7484.2,12651,Banksia,SPECIES,T
Banksia prionotes,7484.9,12651,Banksia,SPECIES,T
Banksia prostrata,7485,12651,Banksia,SPECIES,T
Banksia quercifolia,7485.2,12651,Banksia,SPECIES,T
Banksia repens,7485.3,12651,Banksia,SPECIES,T
Banksia sceptrum,7485.6,12651,Banksia,SPECIES,T
Banksia serrata,7485.7,12651,Banksia,SPECIES,T
Banksia speciosa,7486,12651,Banksia,SPECIES,T
Banksia spinulosa,7486.2,12651,Banksia,SPECIES,T
Banksia victoriae,7486.6,12651,Banksia,SPECIES,T
Grammatophyllum martae,6305.4,12654,Grammatophyllum,SPECIES,T
Grammatophyllum stapeliiflorum,6306,12654,Grammatophyllum,SPECIES,T
Grammatophyllum citrinum,6305.1,12654,Grammatophyllum,SPECIES,T
Epidanthus muscicola,6145.3,12657,Epidanthus,SPECIES,T
Epidanthus paranthicus,6145.4,12657,Epidanthus,SPECIES,T
Pterostylis abrupta,7058.1,12659,Pterostylis,SPECIES,T
Pterostylis aestiva,7058.2,12659,Pterostylis,SPECIES,T
Pterostylis alata,7058.3,12659,Pterostylis,SPECIES,T
Pterostylis alpina,7058.5,12659,Pterostylis,SPECIES,T
Pterostylis banksii,7058.9,12659,Pterostylis,SPECIES,T
Pterostylis baptistii,7059,12659,Pterostylis,SPECIES,T
Pterostylis barbata,7059.02,12659,Pterostylis,SPECIES,T
Pterostylis coccinea,7059.4,12659,Pterostylis,SPECIES,T
Pterostylis concinna,7059.5,12659,Pterostylis,SPECIES,T
Pterostylis conoglossa,7059.55,12659,Pterostylis,SPECIES,T
Pterostylis curta,7059.7,12659,Pterostylis,SPECIES,T
Pterostylis cycnocephala,7059.8,12659,Pterostylis,SPECIES,T
Pterostylis decurva,7059.85,12659,Pterostylis,SPECIES,T
Pterostylis dolichochila,7059.93,12659,Pterostylis,SPECIES,T
Pterostylis erecta,7059.95,12659,Pterostylis,SPECIES,T
Pterostylis erythroconcha,7059.97,12659,Pterostylis,SPECIES,T
Pterostylis furcata,7060.2,12659,Pterostylis,SPECIES,T
Pterostylis graminea,7060.5,12659,Pterostylis,SPECIES,T
Pterostylis grandiflora,7060.6,12659,Pterostylis,SPECIES,T
Pterostylis ingens,7060.8,12659,Pterostylis,SPECIES,T
Pterostylis irsoniana,7060.9,12659,Pterostylis,SPECIES,T
Pterostylis laxa,7060.95,12659,Pterostylis,SPECIES,T
Pterostylis longifolia,7061.1,12659,Pterostylis,SPECIES,T
Pterostylis longipetala,7061.2,12659,Pterostylis,SPECIES,T
Pterostylis nana,7061.4,12659,Pterostylis,SPECIES,T
Pterostylis novo-guineensis,7061.5,12659,Pterostylis,SPECIES,T
Pterostylis obtusa,7061.7,12659,Pterostylis,SPECIES,T
Pterostylis oliveri,7061.8,12659,Pterostylis,SPECIES,T
Pterostylis ophioglossa,7061.9,12659,Pterostylis,SPECIES,T
Pterostylis parviflora,7062,12659,Pterostylis,SPECIES,T
Pterostylis pedoglossa,7062.1,12659,Pterostylis,SPECIES,T
Pterostylis pedunculata,7062.2,12659,Pterostylis,SPECIES,T
Pterostylis plumosa,7062.3,12659,Pterostylis,SPECIES,T
Pterostylis recurva,7062.5,12659,Pterostylis,SPECIES,T
Pterostylis reflexa,7062.6,12659,Pterostylis,SPECIES,T
Pterostylis revoluta,7062.7,12659,Pterostylis,SPECIES,T
Pterostylis rogersii,7062.8,12659,Pterostylis,SPECIES,T
Pterostylis rufa,7062.9,12659,Pterostylis,SPECIES,T
Pterostylis russellii,7063,12659,Pterostylis,SPECIES,T
Pterostylis sanguinea,7063.05,12659,Pterostylis,SPECIES,T
Pterostylis scabra,7063.1,12659,Pterostylis,SPECIES,T
Pterostylis stricta,7063.2,12659,Pterostylis,SPECIES,T
Pterostylis toveyana,7063.4,12659,Pterostylis,SPECIES,T
Pterostylis trullifolia,7063.5,12659,Pterostylis,SPECIES,T
Pterostylis truncata,7063.6,12659,Pterostylis,SPECIES,T
Pterostylis vittata,7063.8,12659,Pterostylis,SPECIES,T
Pterostylis veluetene,7063.7,12659,Pterostylis,SPECIES,T
Pterostylis tauri,7063.3,12659,Pterostylis,SPECIES,T
Dracomonticola,6084.5,12661,Neobolusia,SPECIES,T
Corallorrhiza maculata,5847.6,12665,Corallorrhiza,SPECIES,T
Corallorrhiza odontorrhiza,5847.8,12665,Corallorrhiza,SPECIES,T
Corallorrhiza striata,5847.9,12665,Corallorrhiza,SPECIES,T
Corallorrhiza trifida,5848,12665,Corallorrhiza,SPECIES,T
Amesiella minor,5460.13,12666,Amesiella,SPECIES,T
Hexadesmia cearensis,6355.3,12667,Hexadesmia,SPECIES,T
Hexadesmia crurigera,6355.4,12667,Hexadesmia,SPECIES,T
Hexadesmia hondurensis,6355.6,12667,Hexadesmia,SPECIES,T
Hexadesmia micrantha,6356,12667,Hexadesmia,SPECIES,T
Hexadesmia monophylla,6356.05,12667,Hexadesmia,SPECIES,T
Chamaegastrodia shikokiana,5754.1,12671,Chamaegastrodia,SPECIES,T
Neuwiedia veratrifolia,6685.6,12673,Neuwiedia,SPECIES,T
Ania angustifolia,5505.05,12674,Ania,SPECIES,T
Ania hookeriana,5505.3,12674,Ania,SPECIES,T
Sedirea subparishii,7176.05,12676,Sedirea,SPECIES,T
Chiloglottis gunnii,5768.3,12677,Chiloglottis,SPECIES,T
Chiloglottis platychila,5768.355,12677,Chiloglottis,SPECIES,T
Chiloglottis reflexa,5768.4,12677,Chiloglottis,SPECIES,T
Chiloglottis sylvestris,5768.45,12677,Chiloglottis,SPECIES,T
Chiloglottis trapeziformis,5768.5,12677,Chiloglottis,SPECIES,T
Chiloglottis truncata,5768.6,12677,Chiloglottis,SPECIES,T
Sobralia altissima,7199.15,12678,Sobralia,SPECIES,T
Sobralia andreae,7199.32,12678,Sobralia,SPECIES,T
Sobralia augusta,7199.35,12678,Sobralia,SPECIES,T
Sobralia aurantiaca,7199.53,12678,Sobralia,SPECIES,T
Sobralia biflora,7199.57,12678,Sobralia,SPECIES,T
Sobralia bimaculata,7199.775,12678,Sobralia,SPECIES,T
Sobralia blancoi,7199.575,12678,Sobralia,SPECIES,T
Sobralia caloglossa,7199.85,12678,Sobralia,SPECIES,T
Sobralia candida,7199.9,12678,Sobralia,SPECIES,T
Sobralia cattleya,7200,12678,Sobralia,SPECIES,T
Sobralia chrysostoma,7200.115,12678,Sobralia,SPECIES,T
Sobralia crocea,7200.25,12678,Sobralia,SPECIES,T
Sobralia decora,7200.3,12678,Sobralia,SPECIES,T
Sobralia dichotoma,7200.4,12678,Sobralia,SPECIES,T
Sobralia dissimilis,7200.41,12678,Sobralia,SPECIES,T
Sobralia dorbignyana,7200.42,12678,Sobralia,SPECIES,T
Sobralia doremiliae,7200.43,12678,Sobralia,SPECIES,T
Sobralia ecuadorana,7200.45,12678,Sobralia,SPECIES,T
Sobralia fimbriata,7200.55,12678,Sobralia,SPECIES,T
Sobralia fragrans,7200.6,12678,Sobralia,SPECIES,T
Sobralia gentryi,7200.64,12678,Sobralia,SPECIES,T
Sobralia gloriosa,7200.65,12678,Sobralia,SPECIES,T
Sobralia kermesina,7200.84,12678,Sobralia,SPECIES,T
Sobralia kerryae,7200.845,12678,Sobralia,SPECIES,T
Sobralia klotzscheana,7200.85,12678,Sobralia,SPECIES,T
Sobralia lancea,7200.95,12678,Sobralia,SPECIES,T
Sobralia liliastrum,7201.3,12678,Sobralia,SPECIES,T
Sobralia lindeni,7201.35,12678,Sobralia,SPECIES,T
Sobralia lowii,7201.51,12678,Sobralia,SPECIES,T
Sobralia luerorum,7201.52,12678,Sobralia,SPECIES,T
Sobralia macrantha,7201.6,12678,Sobralia,SPECIES,T
Sobralia panamensis,7202.2,12678,Sobralia,SPECIES,T
Sobralia paradisiaca,7202.3,12678,Sobralia,SPECIES,T
Sobralia persimilis,7202.35,12678,Sobralia,SPECIES,T
Sobralia powellii,7202.6,12678,Sobralia,SPECIES,T
Sobralia pulcherrima,7202.62,12678,Sobralia,SPECIES,T
Sobralia purpurea,7202.63,12678,Sobralia,SPECIES,T
Sobralia roezlii,7202.67,12678,Sobralia,SPECIES,T
Sobralia rosea,7202.69,12678,Sobralia,SPECIES,T
Sobralia ruckeri,7202.695,12678,Sobralia,SPECIES,T
Sobralia sessilis,7202.7,12678,Sobralia,SPECIES,T
Sobralia turkeliae,7203.03,12678,Sobralia,SPECIES,T
Sobralia violacea,7203.2,12678,Sobralia,SPECIES,T
Sobralia virginalis,7203.25,12678,Sobralia,SPECIES,T
Sobralia yauaperyensis,7203.4,12678,Sobralia,SPECIES,T
Sobralia atropilosa,7199.4,12678,Sobralia,SPECIES,T
Sobralia linearis,7201.5,12678,Sobralia,SPECIES,T
Sobralia stenotis,7202.8,12678,Sobralia,SPECIES,T
