IsCurrent?,Taxonomy,LawID,SpcRecID,DecLevel,Kingdom,ISO_country,DecOpinion,DecDate,Source,Term,DecNotes,Internal_Notes
0,CITES_EU,103,6079,Species,Animalia,ID,Suspension (b),10/09/2012,,,Except maricultured specimens attached to artificial substrates,All sources.
1,CITES_EU,141,6079,Species,Animalia,ID,Suspension (b),11/07/2013,,,Except maricultured specimens attached to artificial substrates,
0,CITES_EU,101,6079,Species,Animalia,TO,Suspension (b),03/09/2008,W,,,
1,CITES_EU,8,6082,Species,Animalia,TH,iii),11/09/2009,W,,,Effective on 24/10/2010 when EC Regulation 997/2010 came into force
1,CITES_EU,8,6082,Species,Animalia,MY,iii),12/03/2009,,,,Effective on 24/10/2010 when EC Regulation 997/2010 came into force
1,CITES_EU,8,6082,Species,Animalia,ID,iii),11/09/2009,W,,,Effective on 24/10/2010 when EC Regulation 997/2010 came into force
1,CITES_EU,8,6082,Species,Animalia,CN,iii),11/09/2009,W,,,Effective on 24/10/2010 when EC Regulation 997/2010 came into force
1,CITES_EU,8,6082,Species,Animalia,BN,iii),11/09/2009,W,,,Effective on 24/10/2010 when EC Regulation 997/2010 came into force
1,CITES_EU,8,6082,Species ,Animalia,VN,No opinion,18/07/2001,,,,Effective on 03/02/2001 when EC Regulation 191/2001 came into force
0,CITES_EU,33,6082,Species,Animalia,VN,Suspension (b),03/02/2001,W,,,
0,CITES_EU,34,6082,Species,Animalia,VN,Suspension (b),24/09/2000,W,,,
0,CITES_EU,84,6082,Species,Animalia,VN,Suspension (b),19/09/1999,W,,,
0,CITES_EU,86,6082,Species,Animalia,VN,Suspension (b),21/11/1998,W,,,
0,CITES_EU,87,6082,Species,Animalia,VN,Suspension (b),22/12/1997,W,,,
0,CITES_EU,67,6082,Species,Animalia,TH,Suspension (b),21/05/2009,W,,,
0,CITES_EU,101,6082,Species,Animalia,TH,Suspension (b),03/09/2008,W,,,
0,CITES_EU,63,6082,Species,Animalia,TH,Suspension (b),01/10/2007,W,,,
0,CITES_EU,50,6082,Species,Animalia,TH,Suspension (b),10/05/2006,W,,,
0,CITES_EU,92,6082,Species,Animalia,TH,Suspension (b),18/02/2005,W,,,
0,CITES_EU,91,6082,Species,Animalia,TH,Suspension (b),30/04/2004,W,,,
0,CITES_EU,88,6082,Species,Animalia,TH,Suspension (b),01/03/2003,W,,,
0,CITES_EU,31,6082,Species,Animalia,TH,Suspension (b),29/10/2001,W,,,
0,CITES_EU,33,6082,Species,Animalia,TH,Suspension (b),03/02/2001,W,,,
0,CITES_EU,34,6082,Species,Animalia,TH,Suspension (b),24/09/2000,W,,,
0,CITES_EU,84,6082,Species,Animalia,TH,Suspension (b),19/09/1999,W,,,
0,CITES_EU,86,6082,Species,Animalia,TH,Suspension (b),21/11/1998,W,,,
0,CITES_EU,87,6082,Species,Animalia,TH,Suspension (b),22/12/1997,W,,,
0,CITES_EU,92,6082,Species,Animalia,SG,Suspension (b),18/02/2005,W,,,
0,CITES_EU,91,6082,Species,Animalia,SG,Suspension (b),30/04/2004,W,,,
0,CITES_EU,88,6082,Species,Animalia,SG,Suspension (b),01/03/2003,W,,,
0,CITES_EU,31,6082,Species,Animalia,SG,Suspension (b),29/10/2001,W,,,
0,CITES_EU,33,6082,Species,Animalia,SG,Suspension (b),03/02/2001,W,,,
0,CITES_EU,34,6082,Species,Animalia,SG,Suspension (b),24/09/2000,W,,,
0,CITES_EU,84,6082,Species,Animalia,SG,Suspension (b),19/09/1999,W,,,
0,CITES_EU,86,6082,Species,Animalia,SG,Suspension (b),21/11/1998,W,,,
0,CITES_EU,87,6082,Species,Animalia,SG,Suspension (b),22/12/1997,W,,,
0,CITES_EU,67,6082,Species,Animalia,MY,Suspension (b),21/05/2009,W,,,
0,CITES_EU,101,6082,Species,Animalia,MY,Suspension (b),03/09/2008,W,,,
0,CITES_EU,63,6082,Species,Animalia,MY,Suspension (b),01/10/2007,W,,,
0,CITES_EU,50,6082,Species,Animalia,MY,Suspension (b),10/05/2006,W,,,
0,CITES_EU,92,6082,Species,Animalia,MY,Suspension (b),18/02/2005,W,,,
0,CITES_EU,91,6082,Species,Animalia,MY,Suspension (b),30/04/2004,W,,,
0,CITES_EU,88,6082,Species,Animalia,MY,Suspension (b),01/03/2003,W,,,
0,CITES_EU,31,6082,Species,Animalia,MY,Suspension (b),29/10/2001,W,,,
0,CITES_EU,33,6082,Species,Animalia,MY,Suspension (b),03/02/2001,W,,,
0,CITES_EU,34,6082,Species,Animalia,MY,Suspension (b),24/09/2000,W,,,
0,CITES_EU,84,6082,Species,Animalia,MY,Suspension (b),19/09/1999,W,,,
0,CITES_EU,86,6082,Species,Animalia,MY,Suspension (b),21/11/1998,W,,,
0,CITES_EU,87,6082,Species,Animalia,MY,Suspension (b),22/12/1997,W,,,
0,CITES_EU,67,6082,Species,Animalia,ID,Suspension (b),21/05/2009,W,,,
0,CITES_EU,101,6082,Species,Animalia,ID,Suspension (b),03/09/2008,W,,,
0,CITES_EU,63,6082,Species,Animalia,ID,Suspension (b),01/10/2007,W,,,
0,CITES_EU,50,6082,Species,Animalia,ID,Suspension (b),10/05/2006,W,,,
0,CITES_EU,92,6082,Species,Animalia,ID,Suspension (b),18/02/2005,W,,,
0,CITES_EU,91,6082,Species,Animalia,ID,Suspension (b),30/04/2004,W,,,
0,CITES_EU,88,6082,Species,Animalia,ID,Suspension (b),01/03/2003,W,,,
0,CITES_EU,31,6082,Species,Animalia,ID,Suspension (b),29/10/2001,W,,,
0,CITES_EU,33,6082,Species,Animalia,ID,Suspension (b),03/02/2001,W,,,
0,CITES_EU,34,6082,Species,Animalia,ID,Suspension (b),24/09/2000,W,,,
0,CITES_EU,84,6082,Species,Animalia,ID,Suspension (b),19/09/1999,W,,,
0,CITES_EU,86,6082,Species,Animalia,ID,Suspension (b),21/11/1998,W,,,
0,CITES_EU,87,6082,Species,Animalia,ID,Suspension (b),22/12/1997,W,,,
0,CITES_EU,67,6082,Species,Animalia,CN,Suspension (b),21/05/2009,W,,,
0,CITES_EU,101,6082,Species,Animalia,CN,Suspension (b),03/09/2008,W,,,
0,CITES_EU,63,6082,Species,Animalia,CN,Suspension (b),01/10/2007,W,,,
0,CITES_EU,50,6082,Species,Animalia,CN,Suspension (b),10/05/2006,W,,,
0,CITES_EU,92,6082,Species,Animalia,CN,Suspension (b),18/02/2005,W,,,
0,CITES_EU,91,6082,Species,Animalia,CN,Suspension (b),30/04/2004,W,,,
0,CITES_EU,88,6082,Species,Animalia,CN,Suspension (b),01/03/2003,W,,,
0,CITES_EU,31,6082,Species,Animalia,CN,Suspension (b),29/10/2001,W,,,
0,CITES_EU,33,6082,Species,Animalia,CN,Suspension (b),03/02/2001,W,,,
0,CITES_EU,34,6082,Species,Animalia,CN,Suspension (b),24/09/2000,W,,,
0,CITES_EU,84,6082,Species,Animalia,CN,Suspension (b),19/09/1999,W,,,
0,CITES_EU,86,6082,Species,Animalia,CN,Suspension (b),21/11/1998,W,,,
0,CITES_EU,87,6082,Species,Animalia,CN,Suspension (b),22/12/1997,W,,,
0,CITES_EU,67,6082,Species,Animalia,BN,Suspension (b),21/05/2009,W,,,
0,CITES_EU,101,6082,Species,Animalia,BN,Suspension (b),03/09/2008,W,,,
0,CITES_EU,63,6082,Species,Animalia,BN,Suspension (b),01/10/2007,W,,,
0,CITES_EU,50,6082,Species,Animalia,BN,Suspension (b),10/05/2006,W,,,
0,CITES_EU,92,6082,Species,Animalia,BN,Suspension (b),18/02/2005,W,,,
0,CITES_EU,91,6082,Species,Animalia,BN,Suspension (b),30/04/2004,W,,,
0,CITES_EU,88,6082,Species,Animalia,BN,Suspension (b),01/03/2003,W,,,
0,CITES_EU,31,6082,Species,Animalia,BN,Suspension (b),29/10/2001,W,,,
0,CITES_EU,33,6082,Species,Animalia,BN,Suspension (b),03/02/2001,W,,,
0,CITES_EU,34,6082,Species,Animalia,BN,Suspension (b),24/09/2000,W,,,
0,CITES_EU,84,6082,Species,Animalia,BN,Suspension (b),19/09/1999,W,,,
0,CITES_EU,86,6082,Species,Animalia,BN,Suspension (b),21/11/1998,W,,,
0,CITES_EU,87,6082,Species,Animalia,BN,Suspension (b),22/12/1997,W,,,
1,CITES_EU,8,6124,Species,Animalia,ID,Positive,14/09/2007,,,NB No export quota published by Indonesia for wild specimens of this species in 2007 (see Summary of Conclusion SRG41),
0,CITES_EU,8,6359,Species,Animalia,NI,Negative,18/07/2001,,,,
0,CITES_EU,101,6359,Species,Animalia,NI,Suspension (b),03/09/2008,W,,,
0,CITES_EU,63,6359,Species,Animalia,NI,Suspension (b),01/10/2007,W,,,
0,CITES_EU,50,6359,Species,Animalia,NI,Suspension (b),10/05/2006,W,,,
0,CITES_EU,92,6359,Species,Animalia,NI,Suspension (b),18/02/2005,W,,,
0,CITES_EU,91,6359,Species,Animalia,NI,Suspension (b),30/04/2004,W,,,
0,CITES_EU,88,6359,Species,Animalia,NI,Suspension (b),01/03/2003,W,,,
0,CITES_EU,8,6375,Species,Animalia,NI,Negative,05/02/2002,,,,
0,CITES_EU,8,6375,Species,Animalia,NI,Negative,11/07/2000,R,,,
0,CITES_EU,101,6375,Species,Animalia,NI,Suspension (b),03/09/2008,R,,,
0,CITES_EU,101,6375,Species,Animalia,NI,Suspension (b),03/09/2008,W,,,
0,CITES_EU,63,6375,Species,Animalia,NI,Suspension (b),01/10/2007,R,,,
0,CITES_EU,63,6375,Species,Animalia,NI,Suspension (b),01/10/2007,W,,,
0,CITES_EU,50,6375,Species,Animalia,NI,Suspension (b),10/05/2006,R,,,
0,CITES_EU,50,6375,Species,Animalia,NI,Suspension (b),10/05/2006,W,,,
0,CITES_EU,92,6375,Species,Animalia,NI,Suspension (b),18/02/2005,W,,,
0,CITES_EU,91,6375,Species,Animalia,NI,Suspension (b),30/04/2004,W,,,
0,CITES_EU,8,6381,Species,Animalia,SR,Negative,29/10/2001,,,,
0,CITES_EU,8,6381,Species,Animalia,SR,Negative,18/07/2001,,,,
0,CITES_EU,101,6381,Species,Animalia,SR,Suspension (b),03/09/2008,W,,,
0,CITES_EU,63,6381,Species,Animalia,SR,Suspension (b),01/10/2007,W,,,
0,CITES_EU,50,6381,Species,Animalia,SR,Suspension (b),10/05/2006,W,,,
0,CITES_EU,92,6381,Species,Animalia,SR,Suspension (b),18/02/2005,W,,,
0,CITES_EU,91,6381,Species,Animalia,SR,Suspension (b),30/04/2004,W,,,
0,CITES_EU,88,6381,Species,Animalia,SR,Suspension (b),01/03/2003,W,,,
0,CITES_EU,8,6384,Species,Animalia,PE,Negative,12/06/2006,W,,,
0,CITES_EU,8,6384,Species ,Animalia,PE,No opinion,12/06/2006,R,,,
1,CITES_EU,8,6384,Species,Animalia,PE,Positive,26/09/2006,R,,,
0,CITES_EU,124,6384,Species,Animalia,PE,Suspension (b),07/09/2011,W,,,
0,CITES_EU,81,6384,Species,Animalia,PE,Suspension (b),26/11/2010,W,,,
0,CITES_EU,67,6384,Species,Animalia,PE,Suspension (b),21/05/2009,W,,,
0,CITES_EU,101,6384,Species,Animalia,PE,Suspension (b),03/09/2008,W,,,
0,CITES_EU,103,6384,Species,Animalia,PE,Suspension (b),10/09/2012,W,,,
1,CITES_EU,141,6384,Species,Animalia,PE,Suspension (b),11/07/2013,W,,,
0,CITES_EU,8,6385,Species,Animalia,PE,Negative,12/06/2006,W,,,
1,CITES_EU,8,6385,Species,Animalia,PE,Positive,26/09/2006,R,,,
0,CITES_EU,124,6385,Species,Animalia,PE,Suspension (b),07/09/2011,W,,,
0,CITES_EU,81,6385,Species,Animalia,PE,Suspension (b),26/11/2010,W,,,
0,CITES_EU,67,6385,Species,Animalia,PE,Suspension (b),21/05/2009,W,,,
0,CITES_EU,101,6385,Species,Animalia,PE,Suspension (b),03/09/2008,W,,,
0,CITES_EU,103,6385,Species,Animalia,PE,Suspension (b),10/09/2012,W,,,
1,CITES_EU,141,6385,Species,Animalia,PE,Suspension (b),11/07/2013,W,,,
1,CITES_EU,8,6505,Species,Animalia,PE,i),20/06/2011,,,,Effective on 10/09/2012 when EC Regulation 9757/2012 came into force
0,CITES_EU,8,6505,Species,Animalia,SR,Negative,05/09/2002,,,,
1,CITES_EU,8,6505,Species ,Animalia,BR,No opinion,16/11/1999,,,,Effective on 21/11/1998 when EC Regulation 2473/98 came into force
0,CITES_EU,124,6505,Species,Animalia,SR,Suspension (b),07/09/2011,W,,,
0,CITES_EU,81,6505,Species,Animalia,SR,Suspension (b),26/11/2010,W,,,
0,CITES_EU,67,6505,Species,Animalia,SR,Suspension (b),21/05/2009,W,,,
0,CITES_EU,101,6505,Species,Animalia,SR,Suspension (b),03/09/2008,W,,,
0,CITES_EU,63,6505,Species,Animalia,SR,Suspension (b),01/10/2007,W,,,
0,CITES_EU,50,6505,Species,Animalia,SR,Suspension (b),10/05/2006,W,,,
0,CITES_EU,92,6505,Species,Animalia,SR,Suspension (b),18/02/2005,W,,,
0,CITES_EU,91,6505,Species,Animalia,SR,Suspension (b),30/04/2004,W,,,
0,CITES_EU,103,6505,Species,Animalia,SR,Suspension (b),10/09/2012,W,,,
0,CITES_EU,124,6505,Species,Animalia,PE,Suspension (b),07/09/2011,W,,,
0,CITES_EU,81,6505,Species,Animalia,PE,Suspension (b),26/11/2010,W,,,
0,CITES_EU,67,6505,Species,Animalia,PE,Suspension (b),21/05/2009,W,,,
0,CITES_EU,101,6505,Species,Animalia,PE,Suspension (b),03/09/2008,W,,,
0,CITES_EU,63,6505,Species,Animalia,PE,Suspension (b),01/10/2007,W,,,
0,CITES_EU,50,6505,Species,Animalia,PE,Suspension (b),10/05/2006,W,,,
0,CITES_EU,92,6505,Species,Animalia,PE,Suspension (b),18/02/2005,W,,,
0,CITES_EU,91,6505,Species,Animalia,PE,Suspension (b),30/04/2004,W,,,
0,CITES_EU,88,6505,Species,Animalia,PE,Suspension (b),01/03/2003,W,,,
0,CITES_EU,31,6505,Species,Animalia,PE,Suspension (b),29/10/2001,W,,,
0,CITES_EU,33,6505,Species,Animalia,PE,Suspension (b),03/02/2001,W,,,
0,CITES_EU,34,6505,Species,Animalia,PE,Suspension (b),24/09/2000,W,,,
0,CITES_EU,84,6505,Species,Animalia,PE,Suspension (b),19/09/1999,W,,,
0,CITES_EU,86,6505,Species,Animalia,PE,Suspension (b),21/11/1998,W,,,
0,CITES_EU,87,6505,Species,Animalia,PE,Suspension (b),22/12/1997,W,,,
0,CITES_EU,84,6505,Species,Animalia,BR,Suspension (b),19/09/1999,W,,,
0,CITES_EU,86,6505,Species,Animalia,BR,Suspension (b),21/11/1998,W,,,
0,CITES_EU,87,6505,Species,Animalia,BR,Suspension (b),22/12/1997,W,,,
1,CITES_EU,141,6505,Species,Animalia,SR,Suspension (b),11/07/2013,W,,,
0,CITES_EU,8,6911,Species,Animalia,AU,Positive,07/10/2011,,,,
0,CITES_EU,8,6911,Species,Animalia,AU,Positive,14/09/2007,,,,
1,CITES_EU,8,6911,Species,Animalia,AU,Positive,02/12/2011,,,,
0,CITES_EU,8,6911,Species,Animalia,AU,Positive removed,20/06/2011,,,,
1,CITES_EU,8,7020,Species,Animalia,ID,i),30/11/2009,,,,
1,CITES_EU,8,7020,Species,Animalia,SB,Positive,16/09/1999,,,,Upon removal from the Suspensions Regulation
0,CITES_EU,84,7020,Species,Animalia,SB,Suspension (b),19/09/1999,W,,,
0,CITES_EU,86,7020,Species,Animalia,SB,Suspension (b),21/11/1998,W,,,
0,CITES_EU,87,7020,Species,Animalia,SB,Suspension (b),22/12/1997,W,,,
0,CITES_EU,67,7020,Species,Animalia,ID,Suspension (b),21/05/2009,W,,,
0,CITES_EU,101,7020,Species,Animalia,ID,Suspension (b),03/09/2008,W,,,
0,CITES_EU,63,7020,Species,Animalia,ID,Suspension (b),01/10/2007,W,,,
0,CITES_EU,50,7020,Species,Animalia,ID,Suspension (b),10/05/2006,W,,,
0,CITES_EU,92,7020,Species,Animalia,ID,Suspension (b),18/02/2005,W,,,
0,CITES_EU,91,7020,Species,Animalia,ID,Suspension (b),30/04/2004,W,,,
0,CITES_EU,88,7020,Species,Animalia,ID,Suspension (b),01/03/2003,W,,,
0,CITES_EU,31,7020,Species,Animalia,ID,Suspension (b),29/10/2001,W,,,
0,CITES_EU,33,7020,Species,Animalia,ID,Suspension (b),03/02/2001,W,,,
0,CITES_EU,34,7020,Species,Animalia,ID,Suspension (b),24/09/2000,W,,,
0,CITES_EU,84,7020,Species,Animalia,ID,Suspension (b),19/09/1999,W,,,
0,CITES_EU,86,7020,Species,Animalia,ID,Suspension (b),21/11/1998,W,,,
0,CITES_EU,87,7020,Species,Animalia,ID,Suspension (b),22/12/1997,W,,,
0,CITES_EU,8,7080,Species,Animalia,ID,Negative,02/12/2011,,,,
0,CITES_EU,8,7080,Species,Animalia,ID,Negative,14/09/2007,,,,
0,CITES_EU,103,7080,Species,Animalia,ID,Suspension (b),10/09/2012,W,,,
1,CITES_EU,141,7080,Species,Animalia,ID,Suspension (b),11/07/2013,W,,,
1,CITES_EU,8,7428,Subspecies,Plantae,ZA,Positive,07/10/2011,,,,
1,CITES_EU,8,7775,Species,Animalia,CL,Positive,16/09/1999,,,,Upon removal from the Suspensions Regulation
0,CITES_EU,84,7775,Species,Animalia,CL,Suspension (b),19/09/1999,W,,,
0,CITES_EU,86,7775,Species,Animalia,CL,Suspension (b),21/11/1998,W,,,
0,CITES_EU,87,7775,Species,Animalia,CL,Suspension (b),22/12/1997,W,,,
1,CITES_EU,8,7789,Species,Animalia,ID,i),02/12/2011,,,,
0,CITES_EU,8,7789,Species,Animalia,ID,Positive,23/06/1999,,,Opinion originally formed for <i>Eos bornea rothschildi</i>.,
0,CITES_EU,8,7789,Species,Animalia,ID,Positive removed,02/12/2011,,,,
1,CITES_EU,8,7790,Species ,Animalia,ID,No opinion,10/09/1998,,,,
0,CITES_EU,87,7790,Species,Animalia,ID,Suspension (b),22/12/1997,W,,,
1,CITES_EU,8,7792,Species,Animalia,ID,i),02/12/2011,,,,
0,CITES_EU,8,7792,Species,Animalia,ID,Positive,10/09/1998,,,,
0,CITES_EU,8,7792,Species,Animalia,ID,Positive removed,02/12/2011,,,,
0,CITES_EU,87,7792,Species,Animalia,ID,Suspension (b),22/12/1997,W,,,
0,CITES_EU,8,7794,Species,Animalia,ID,Positive,23/06/1999,,,,
0,CITES_EU,8,7794,Species,Animalia,ID,Positive removed,02/12/2011,,,,
1,CITES_EU,8,7816,Species,Animalia,VE,i),02/12/2011,,,,
1,CITES_EU,8,7816,Species,Animalia,TT,i),02/12/2011,,,,
1,CITES_EU,8,7816,Species,Animalia,PY,i),02/12/2011,,,,
1,CITES_EU,8,7816,Species,Animalia,PE,i),02/12/2011,,,,
1,CITES_EU,8,7816,Species,Animalia,EC,i),02/12/2011,,,,
1,CITES_EU,8,7816,Species,Animalia,CO,i),02/12/2011,,,,
1,CITES_EU,8,7816,Species,Animalia,BR,i),02/12/2011,,,,
1,CITES_EU,8,7816,Species,Animalia,BO,i),02/12/2011,,,,
1,CITES_EU,8,7816,Species,Animalia,AR,i),02/12/2011,,,,
1,CITES_EU,8,7816,Species,Animalia,SR,ii),07/02/2013,,,,
1,CITES_EU,8,7816,Species,Animalia,SR,ii),28/05/2013,,,,
1,CITES_EU,8,7816,Species,Animalia,GY,ii),07/02/2013,,,,
1,CITES_EU,8,7816,Species,Animalia,GY,ii),28/05/2013,,,,
0,CITES_EU,8,7816,Species,Animalia,VE,Positive,11/11/1997,,,,"Published for ""All countries"""
0,CITES_EU,8,7816,Species,Animalia,TT,Positive,11/11/1997,,,,"Published for ""All countries"""
0,CITES_EU,8,7816,Species,Animalia,SR,Positive,11/11/1997,,,,"Published for ""All countries"""
0,CITES_EU,8,7816,Species,Animalia,SR,Positive,22/07/1997,,,,
0,CITES_EU,8,7816,Species,Animalia,PY,Positive,11/11/1997,,,,"Published for ""All countries"""
0,CITES_EU,8,7816,Species,Animalia,PE,Positive,11/11/1997,,,,"Published for ""All countries"""
0,CITES_EU,8,7816,Species,Animalia,GY,Positive,11/11/1997,,,,"Published for ""All countries"""
0,CITES_EU,8,7816,Species,Animalia,EC,Positive,11/11/1997,,,,"Published for ""All countries"""
0,CITES_EU,8,7816,Species,Animalia,CO,Positive,11/11/1997,,,,"Published for ""All countries"""
0,CITES_EU,8,7816,Species,Animalia,BR,Positive,11/11/1997,,,,"Published for ""All countries"""
0,CITES_EU,8,7816,Species,Animalia,BO,Positive,11/11/1997,,,,"Published for ""All countries"""
0,CITES_EU,8,7816,Species,Animalia,AR,Positive,11/11/1997,,,,"Published for ""All countries"""
0,CITES_EU,8,7816,Species,Animalia,VE,Positive removed,02/12/2011,,,,
0,CITES_EU,8,7816,Species,Animalia,TT,Positive removed,02/12/2011,,,,
0,CITES_EU,8,7816,Species,Animalia,SR,Positive removed,07/02/2013,,,,
0,CITES_EU,8,7816,Species,Animalia,PY,Positive removed,02/12/2011,,,,
0,CITES_EU,8,7816,Species,Animalia,PE,Positive removed,02/12/2011,,,,
0,CITES_EU,8,7816,Species,Animalia,GY,Positive removed,07/02/2013,,,,
0,CITES_EU,8,7816,Species,Animalia,EC,Positive removed,02/12/2011,,,,
0,CITES_EU,8,7816,Species,Animalia,CO,Positive removed,02/12/2011,,,,
0,CITES_EU,8,7816,Species,Animalia,BR,Positive removed,02/12/2011,,,,
0,CITES_EU,8,7816,Species,Animalia,BO,Positive removed,02/12/2011,,,,
0,CITES_EU,8,7816,Species,Animalia,AR,Positive removed,02/12/2011,,,,
1,CITES_EU,8,7824,Species,Animalia,HT,iii),16/02/2010,,,,
0,CITES_EU,8,7824,Species,Animalia,HT,Negative,25/10/2005,,,,
0,CITES_EU,8,7824,Species,Animalia,HT,Negative,14/02/2005,W,,,
0,CITES_EU,8,7824,Species,Animalia,HT,Negative removed,16/02/2010,,,,
1,CITES_EU,8,7958,Subspecies,Animalia,AO,i),18/05/2010,,,Occurrence uncertain,Effective on 24/10/2010 when EC Regulation 997/2010 came into force
0,CITES_EU,67,7958,Subspecies,Animalia,AO,Suspension (b),21/05/2009,W,,,
0,CITES_EU,101,7958,Subspecies,Animalia,AO,Suspension (b),03/09/2008,W,,,
0,CITES_EU,63,7958,Subspecies,Animalia,AO,Suspension (b),01/10/2007,W,,,
0,CITES_EU,50,7958,Subspecies,Animalia,AO,Suspension (b),10/05/2006,W,,,
0,CITES_EU,92,7958,Subspecies,Animalia,AO,Suspension (b),18/02/2005,W,,,
0,CITES_EU,91,7958,Subspecies,Animalia,AO,Suspension (b),30/04/2004,W,,,
0,CITES_EU,88,7958,Subspecies,Animalia,AO,Suspension (b),01/03/2003,W,,,
0,CITES_EU,31,7958,Subspecies,Animalia,AO,Suspension (b),29/10/2001,W,,,
0,CITES_EU,33,7958,Subspecies,Animalia,AO,Suspension (b),03/02/2001,W,,,
0,CITES_EU,34,7958,Subspecies,Animalia,AO,Suspension (b),24/09/2000,W,,,
0,CITES_EU,84,7958,Subspecies,Animalia,AO,Suspension (b),19/09/1999,W,,,
0,CITES_EU,86,7958,Subspecies,Animalia,AO,Suspension (b),21/11/1998,W,,,
0,CITES_EU,87,7958,Subspecies,Animalia,AO,Suspension (b),22/12/1997,W,,,
1,CITES_EU,8,7960,Species,Animalia,NA,Positive,02/12/2008,,,,
0,CITES_EU,124,8070,Species,Animalia,MG,Suspension (b),07/09/2011,W,,,
0,CITES_EU,81,8070,Species,Animalia,MG,Suspension (b),26/11/2010,W,,,
0,CITES_EU,67,8070,Species,Animalia,MG,Suspension (b),21/05/2009,W,,,
0,CITES_EU,101,8070,Species,Animalia,MG,Suspension (b),03/09/2008,W,,,
0,CITES_EU,63,8070,Species,Animalia,MG,Suspension (b),01/10/2007,W,,,
0,CITES_EU,50,8070,Species,Animalia,MG,Suspension (b),10/05/2006,W,,,
0,CITES_EU,92,8070,Species,Animalia,MG,Suspension (b),18/02/2005,W,,,
0,CITES_EU,91,8070,Species,Animalia,MG,Suspension (b),30/04/2004,W,,,
0,CITES_EU,88,8070,Species,Animalia,MG,Suspension (b),01/03/2003,W,,,
0,CITES_EU,31,8070,Species,Animalia,MG,Suspension (b),29/10/2001,W,,,
0,CITES_EU,33,8070,Species,Animalia,MG,Suspension (b),03/02/2001,W,,,
0,CITES_EU,34,8070,Species,Animalia,MG,Suspension (b),24/09/2000,W,,,
0,CITES_EU,84,8070,Species,Animalia,MG,Suspension (b),19/09/1999,W,,,
0,CITES_EU,86,8070,Species,Animalia,MG,Suspension (b),21/11/1998,W,,,
0,CITES_EU,87,8070,Species,Animalia,MG,Suspension (b),22/12/1997,W,,,
0,CITES_EU,103,8070,Species,Animalia,MG,Suspension (b),10/09/2012,W,,,
1,CITES_EU,141,8070,Species,Animalia,MG,Suspension (b),11/07/2013,W,,,
1,CITES_EU,8,8073,Species ,Animalia,SO,No opinion,27/01/1999,,,,Upon removal from the Suspensions Regulation
0,CITES_EU,86,8073,Species,Animalia,SO,Suspension (b),21/11/1998,W,,,
0,CITES_EU,87,8073,Species,Animalia,SO,Suspension (b),22/12/1997,W,,,
1,CITES_EU,8,8076,Species,Animalia,AU,i),16/02/2010,,,,Effective on 24/10/2010 when EC Regulation 997/2010 came into force
0,CITES_EU,67,8076,Species,Animalia,AU,Suspension (b),21/05/2009,W,,,
0,CITES_EU,101,8076,Species,Animalia,AU,Suspension (b),03/09/2008,W,,,
0,CITES_EU,63,8076,Species,Animalia,AU,Suspension (b),01/10/2007,W,,,
0,CITES_EU,50,8076,Species,Animalia,AU,Suspension (b),10/05/2006,W,,,
0,CITES_EU,92,8076,Species,Animalia,AU,Suspension (b),18/02/2005,W,,,
0,CITES_EU,91,8076,Species,Animalia,AU,Suspension (b),30/04/2004,W,,,
0,CITES_EU,88,8076,Species,Animalia,AU,Suspension (b),01/03/2003,W,,,
0,CITES_EU,31,8076,Species,Animalia,AU,Suspension (b),29/10/2001,W,,,
0,CITES_EU,33,8076,Species,Animalia,AU,Suspension (b),03/02/2001,W,,,
0,CITES_EU,34,8076,Species,Animalia,AU,Suspension (b),24/09/2000,W,,,
0,CITES_EU,84,8076,Species,Animalia,AU,Suspension (b),19/09/1999,W,,,
0,CITES_EU,86,8076,Species,Animalia,AU,Suspension (b),21/11/1998,W,,,
0,CITES_EU,87,8076,Species,Animalia,AU,Suspension (b),22/12/1997,W,,,
1,CITES_EU,8,8080,Species,Plantae,VE,i),02/12/2011,,,,
1,CITES_EU,8,8080,Species,Plantae,UY,i),02/12/2011,,,,
1,CITES_EU,8,8080,Species,Plantae,SV,i),02/12/2011,,,,
1,CITES_EU,8,8080,Species,Plantae,PY,i),02/12/2011,,,,
1,CITES_EU,8,8080,Species,Plantae,PE,i),02/12/2011,,,,
1,CITES_EU,8,8080,Species,Plantae,PA,i),02/12/2011,,,,
1,CITES_EU,8,8080,Species,Plantae,NI,i),02/12/2011,,,,
1,CITES_EU,8,8080,Species,Plantae,MX,i),02/12/2011,,,,
1,CITES_EU,8,8080,Species,Plantae,HN,i),02/12/2011,,,,
1,CITES_EU,8,8080,Species,Plantae,GT,i),02/12/2011,,,,
0,CITES_EU,8,8080,Species,Plantae,EC,i),02/12/2011,,,,
0,CITES_EU,8,8080,Species,Plantae,CR,i),02/12/2011,,,,
1,CITES_EU,8,8080,Species,Plantae,CO,i),02/12/2011,,,,
1,CITES_EU,8,8080,Species,Plantae,BR,i),02/12/2011,,,,
1,CITES_EU,8,8080,Species,Plantae,BO,i),02/12/2011,,,,
1,CITES_EU,8,8080,Species,Plantae,AR,i),02/12/2011,,,,
0,CITES_EU,8,8080,Species,Plantae,VE,Positive,22/07/1997,,,,"Published for ""All countries"""
0,CITES_EU,8,8080,Species,Plantae,UY,Positive,22/07/1997,,,,"Published for ""All countries"""
