taxon_concept_id,Rank,GEO_entity,ISO Code 2,Reference IDs,Designation
100396,SPECIES,COUNTRY,NA,17672,CITES_EU
100396,SPECIES,COUNTRY,ZA,17672,CITES_EU
100397,SPECIES,COUNTRY,ZA,17672,CITES_EU
100397,SPECIES,COUNTRY,NA,17672,CITES_EU
100398,SPECIES,COUNTRY,ZA,17672,CITES_EU
100398,SPECIES,COUNTRY,MZ,17672,CITES_EU
100399,SPECIES,COUNTRY,ZA,17672,CITES_EU
100399,SPECIES,COUNTRY,MZ,17672,CITES_EU
100400,SPECIES,COUNTRY,IR,17672,CITES_EU
100400,SPECIES,COUNTRY,AE,17672,CITES_EU
100400,SPECIES,COUNTRY,OM,17672,CITES_EU
100400,SPECIES,COUNTRY,PK,17672,CITES_EU
100401,SPECIES,COUNTRY,OM,17672,CITES_EU
100401,SPECIES,COUNTRY,IR,17672,CITES_EU
100401,SPECIES,COUNTRY,PK,17672,CITES_EU
100403,SPECIES,COUNTRY,IN,17672,CITES_EU
100403,SPECIES,COUNTRY,LK,17672,CITES_EU
100404,SPECIES,COUNTRY,TZ,17672,CITES_EU
100406,SPECIES,COUNTRY,MX,17672,CITES_EU
100406,SPECIES,COUNTRY,GT,17672,CITES_EU
100406,SPECIES,COUNTRY,SV,17672,CITES_EU
100406,SPECIES,COUNTRY,NI,17672,CITES_EU
100406,SPECIES,COUNTRY,CR,17672,CITES_EU
100406,SPECIES,COUNTRY,PA,17672,CITES_EU
100406,SPECIES,COUNTRY,CO,17672,CITES_EU
100406,SPECIES,COUNTRY,EC,17672,CITES_EU
100407,SPECIES,COUNTRY,BR,17672,CITES_EU
100407,SPECIES,COUNTRY,UY,17672,CITES_EU
100407,SPECIES,COUNTRY,AR,17672,CITES_EU
100408,SPECIES,COUNTRY,US,17672,CITES_EU
100408,SPECIES,COUNTRY,MX,17672,CITES_EU
100408,SPECIES,COUNTRY,BZ,17672,CITES_EU
100408,SPECIES,COUNTRY,GT,17672,CITES_EU
100408,SPECIES,COUNTRY,HN,17672,CITES_EU
100408,SPECIES,COUNTRY,NI,17672,CITES_EU
100409,SPECIES,COUNTRY,MX,17672,CITES_EU
100409,SPECIES,COUNTRY,GT,17672,CITES_EU
100409,SPECIES,COUNTRY,SV,17672,CITES_EU
100409,SPECIES,COUNTRY,NI,17672,CITES_EU
100409,SPECIES,COUNTRY,CR,17672,CITES_EU
100409,SPECIES,COUNTRY,PA,17672,CITES_EU
100409,SPECIES,COUNTRY,CO,17672,CITES_EU
100409,SPECIES,COUNTRY,EC,17672,CITES_EU
100410,SPECIES,COUNTRY,JM,17672,CITES_EU
100410,SPECIES,COUNTRY,PA,17672,CITES_EU
100410,SPECIES,COUNTRY,CO,17672,CITES_EU
100410,SPECIES,COUNTRY,VE,17672,CITES_EU
100410,SPECIES,COUNTRY,GY,17672,CITES_EU
100410,SPECIES,COUNTRY,SR,17672,CITES_EU
100410,SPECIES,TERRITORY,GF,17672,CITES_EU
100410,SPECIES,COUNTRY,BR,17672,CITES_EU
100411,SPECIES,COUNTRY,MX,17672,CITES_EU
100411,SPECIES,COUNTRY,GT,17672,CITES_EU
100411,SPECIES,COUNTRY,SV,17672,CITES_EU
100411,SPECIES,COUNTRY,HN,17672,CITES_EU
100411,SPECIES,COUNTRY,NI,17672,CITES_EU
100411,SPECIES,COUNTRY,CR,17672,CITES_EU
100411,SPECIES,COUNTRY,PA,17672,CITES_EU
100411,SPECIES,COUNTRY,CO,17672,CITES_EU
100411,SPECIES,COUNTRY,EC,17672,CITES_EU
100411,SPECIES,COUNTRY,PE,17672,CITES_EU
100411,SPECIES,COUNTRY,CL,17672,CITES_EU
100412,SPECIES,COUNTRY,MX,17672,CITES_EU
100412,SPECIES,COUNTRY,GT,17672,CITES_EU
100412,SPECIES,COUNTRY,SV,17672,CITES_EU
100412,SPECIES,COUNTRY,HN,17672,CITES_EU
100412,SPECIES,COUNTRY,NI,17672,CITES_EU
100412,SPECIES,COUNTRY,CR,17672,CITES_EU
100412,SPECIES,COUNTRY,PA,17672,CITES_EU
100412,SPECIES,COUNTRY,CO,17672,CITES_EU
100412,SPECIES,COUNTRY,EC,17672,CITES_EU
100412,SPECIES,COUNTRY,PE,17672,CITES_EU
100413,SPECIES,COUNTRY,US,17672,CITES_EU
100413,SPECIES,COUNTRY,MX,17672,CITES_EU
100414,SPECIES,COUNTRY,MR,17672,CITES_EU
100414,SPECIES,COUNTRY,SN,17672,CITES_EU
100414,SPECIES,COUNTRY,GM,17672,CITES_EU
100414,SPECIES,COUNTRY,GW,17672,CITES_EU
100414,SPECIES,COUNTRY,GN,17672,CITES_EU
100414,SPECIES,COUNTRY,SL,17672,CITES_EU
100414,SPECIES,COUNTRY,LR,17672,CITES_EU
100414,SPECIES,COUNTRY,CI,17672,CITES_EU
100414,SPECIES,COUNTRY,GH,17672,CITES_EU
100414,SPECIES,COUNTRY,TG,17672,CITES_EU
100414,SPECIES,COUNTRY,BJ,17672,CITES_EU
100414,SPECIES,COUNTRY,NG,17672,CITES_EU
100414,SPECIES,COUNTRY,CM,17672,CITES_EU
100414,SPECIES,COUNTRY,GQ,17672,CITES_EU
100414,SPECIES,COUNTRY,GA,17672,CITES_EU
100414,SPECIES,COUNTRY,CG,17672,CITES_EU
100414,SPECIES,COUNTRY,CD,17672,CITES_EU
100414,SPECIES,COUNTRY,AO,17672,CITES_EU
100415,SPECIES,COUNTRY,OM,17672,CITES_EU
100415,SPECIES,COUNTRY,AE,17672,CITES_EU
100415,SPECIES,COUNTRY,IR,17672,CITES_EU
100415,SPECIES,COUNTRY,PK,17672,CITES_EU
100415,SPECIES,COUNTRY,IN,17672,CITES_EU
100415,SPECIES,COUNTRY,LK,17672,CITES_EU
100415,SPECIES,COUNTRY,BD,17672,CITES_EU
100417,SPECIES,COUNTRY,MY,17672,CITES_EU
100418,SPECIES,COUNTRY,ZA,17672,CITES_EU
100418,SPECIES,COUNTRY,MZ,17672,CITES_EU
100418,SPECIES,COUNTRY,TZ,17672,CITES_EU
100418,SPECIES,COUNTRY,KE,17672,CITES_EU
100419,SPECIES,COUNTRY,KR,17672,CITES_EU
100419,SPECIES,TERRITORY,TW,17672,CITES_EU
100419,SPECIES,COUNTRY,VN,17672,CITES_EU
100419,SPECIES,COUNTRY,JP,17672,CITES_EU
100419,SPECIES,COUNTRY,CN,17672,CITES_EU
100421,SPECIES,COUNTRY,ID,17672,CITES_EU
100420,SPECIES,COUNTRY,MA,17672,CITES_EU
100420,SPECIES,COUNTRY,EH,17672,CITES_EU
100420,SPECIES,COUNTRY,MR,17672,CITES_EU
100420,SPECIES,COUNTRY,SN,17672,CITES_EU
100420,SPECIES,COUNTRY,GM,17672,CITES_EU
100420,SPECIES,COUNTRY,GW,17672,CITES_EU
100420,SPECIES,COUNTRY,GN,17672,CITES_EU
100420,SPECIES,COUNTRY,SL,17672,CITES_EU
100420,SPECIES,COUNTRY,LR,17672,CITES_EU
100420,SPECIES,COUNTRY,CI,17672,CITES_EU
100420,SPECIES,COUNTRY,GH,17672,CITES_EU
100420,SPECIES,COUNTRY,TG,17672,CITES_EU
100420,SPECIES,COUNTRY,BJ,17672,CITES_EU
100420,SPECIES,COUNTRY,NG,17672,CITES_EU
100420,SPECIES,COUNTRY,CM,17672,CITES_EU
100420,SPECIES,COUNTRY,GQ,17672,CITES_EU
100420,SPECIES,COUNTRY,GA,17672,CITES_EU
100420,SPECIES,COUNTRY,CG,17672,CITES_EU
100420,SPECIES,COUNTRY,CD,17672,CITES_EU
100420,SPECIES,COUNTRY,AO,17672,CITES_EU
100422,SPECIES,COUNTRY,BD,17672,CITES_EU
100422,SPECIES,COUNTRY,IN,17672,CITES_EU
100422,SPECIES,COUNTRY,MM,17672,CITES_EU
100422,SPECIES,COUNTRY,LK,17672,CITES_EU
100424,SPECIES,COUNTRY,MU,17672,CITES_EU
100424,SPECIES,TERRITORY,RE,17672,CITES_EU
100425,SPECIES,COUNTRY,ID,17672,CITES_EU
100426,SPECIES,COUNTRY,EG,17672,CITES_EU
100426,SPECIES,COUNTRY,SD,17672,CITES_EU
100426,SPECIES,COUNTRY,ER,17672,CITES_EU
100426,SPECIES,COUNTRY,DJ,17672,CITES_EU
100426,SPECIES,COUNTRY,SO,17672,CITES_EU
100426,SPECIES,COUNTRY,IL,17672,CITES_EU
100426,SPECIES,COUNTRY,JO,17672,CITES_EU
100426,SPECIES,COUNTRY,SA,17672,CITES_EU
100426,SPECIES,COUNTRY,YE,17672,CITES_EU
100426,SPECIES,COUNTRY,OM,17672,CITES_EU
100426,SPECIES,COUNTRY,AE,17672,CITES_EU
100426,SPECIES,COUNTRY,QA,17672,CITES_EU
100426,SPECIES,COUNTRY,BH,17672,CITES_EU
100426,SPECIES,COUNTRY,KW,17672,CITES_EU
100426,SPECIES,COUNTRY,IR,17672,CITES_EU
100426,SPECIES,COUNTRY,PK,17672,CITES_EU
100426,SPECIES,COUNTRY,ID,17672,CITES_EU
100428,SPECIES,COUNTRY,PT,17672,CITES_EU
100428,SPECIES,COUNTRY,ES,17672,CITES_EU
100428,SPECIES,COUNTRY,FR,17672,CITES_EU
100428,SPECIES,COUNTRY,IT,17672,CITES_EU
100428,SPECIES,COUNTRY,SI,17672,CITES_EU
100428,SPECIES,COUNTRY,HR,17672,CITES_EU
100428,SPECIES,COUNTRY,ME,17672,CITES_EU
100428,SPECIES,COUNTRY,AL,17672,CITES_EU
100428,SPECIES,COUNTRY,GR,17672,CITES_EU
100428,SPECIES,COUNTRY,TR,17672,CITES_EU
100428,SPECIES,COUNTRY,CY,17672,CITES_EU
100428,SPECIES,COUNTRY,SY,17672,CITES_EU
100428,SPECIES,COUNTRY,LB,17672,CITES_EU
100428,SPECIES,COUNTRY,IL,17672,CITES_EU
100428,SPECIES,COUNTRY,EG,17672,CITES_EU
100428,SPECIES,COUNTRY,LY,17672,CITES_EU
100428,SPECIES,COUNTRY,TN,17672,CITES_EU
100428,SPECIES,COUNTRY,DZ,17672,CITES_EU
100428,SPECIES,COUNTRY,MA,17672,CITES_EU
100428,SPECIES,COUNTRY,EH,17672,CITES_EU
100428,SPECIES,COUNTRY,MR,17672,CITES_EU
100428,SPECIES,COUNTRY,SN,17672,CITES_EU
100428,SPECIES,COUNTRY,GM,17672,CITES_EU
100428,SPECIES,COUNTRY,GW,17672,CITES_EU
100428,SPECIES,COUNTRY,GN,17672,CITES_EU
100428,SPECIES,COUNTRY,SL,17672,CITES_EU
100428,SPECIES,COUNTRY,LR,17672,CITES_EU
100428,SPECIES,COUNTRY,CI,17672,CITES_EU
100428,SPECIES,COUNTRY,GH,17672,CITES_EU
100428,SPECIES,COUNTRY,TG,17672,CITES_EU
100428,SPECIES,COUNTRY,BJ,17672,CITES_EU
100428,SPECIES,COUNTRY,NG,17672,CITES_EU
100428,SPECIES,COUNTRY,CM,17672,CITES_EU
100428,SPECIES,COUNTRY,GQ,17672,CITES_EU
100428,SPECIES,COUNTRY,GA,17672,CITES_EU
100428,SPECIES,COUNTRY,CG,17672,CITES_EU
100428,SPECIES,COUNTRY,CD,17672,CITES_EU
100428,SPECIES,COUNTRY,AO,17672,CITES_EU
100429,SPECIES,COUNTRY,AU,17672,CITES_EU
100429,SPECIES,COUNTRY,PG,17672,CITES_EU
100429,SPECIES,COUNTRY,ID,17672,CITES_EU
100430,SPECIES,COUNTRY,JP,17672,CITES_EU
100430,SPECIES,COUNTRY,KR,17672,CITES_EU
100430,SPECIES,COUNTRY,CN,17672,CITES_EU
100430,SPECIES,TERRITORY,TW,17672,CITES_EU
100431,SPECIES,COUNTRY,PH,17672,CITES_EU
100286,SPECIES,COUNTRY,HN,7798,CITES_EU
100286,SPECIES,COUNTRY,NI,7798,CITES_EU
100286,SPECIES,COUNTRY,CR,7798,CITES_EU
100286,SPECIES,COUNTRY,PA,7798,CITES_EU
100286,SPECIES,COUNTRY,CO,7798,CITES_EU
100286,SPECIES,COUNTRY,EC,7798,CITES_EU
100287,SPECIES,COUNTRY,MX,7798,CITES_EU
100287,SPECIES,COUNTRY,BZ,7798,CITES_EU
100287,SPECIES,COUNTRY,GT,7798,CITES_EU
100287,SPECIES,COUNTRY,HN,7798,CITES_EU
100288,SPECIES,COUNTRY,CO,7798,CITES_EU
100288,SPECIES,COUNTRY,VE,7798,CITES_EU
100289,SPECIES,COUNTRY,HN,7798,CITES_EU
100289,SPECIES,COUNTRY,NI,7798,CITES_EU
100289,SPECIES,COUNTRY,PA,7798,CITES_EU
100289,SPECIES,COUNTRY,CR,7798,CITES_EU
100290,SPECIES,COUNTRY,PA,7798,CITES_EU
100290,SPECIES,COUNTRY,CO,7798,CITES_EU
100290,SPECIES,COUNTRY,EC,7798,CITES_EU
100291,SPECIES,COUNTRY,CO,7798,CITES_EU
100292,SPECIES,COUNTRY,EC,7798,CITES_EU
100292,SPECIES,COUNTRY,MX,7798,CITES_EU
100292,SPECIES,COUNTRY,CR,7798,CITES_EU
100292,SPECIES,COUNTRY,GT,7798,CITES_EU
100292,SPECIES,COUNTRY,HN,7798,CITES_EU
100292,SPECIES,COUNTRY,NI,7798,CITES_EU
100293,SPECIES,COUNTRY,CO,7798,CITES_EU
100293,SPECIES,COUNTRY,VE,7798,CITES_EU
100293,SPECIES,COUNTRY,BR,7798,CITES_EU
100293,SPECIES,COUNTRY,GY,7798,CITES_EU
100293,SPECIES,TERRITORY,GF,7798,CITES_EU
100293,SPECIES,COUNTRY,TT,7798,CITES_EU
100293,SPECIES,COUNTRY,SR,7798,CITES_EU
100294,SPECIES,COUNTRY,MX,7798,CITES_EU
100667,SPECIES,COUNTRY,ZA,13978,CITES_EU
100668,SPECIES,COUNTRY,ZA,13978,CITES_EU
100669,SPECIES,COUNTRY,ZA,13978,CITES_EU
100670,SPECIES,COUNTRY,ZA,13978,CITES_EU
100671,SPECIES,COUNTRY,ZA,13978,CITES_EU
100671,SPECIES,COUNTRY,NA,13978,CITES_EU
100675,SPECIES,COUNTRY,ZA,13978,CITES_EU
100675,SPECIES,COUNTRY,NA,13978,CITES_EU
100676,SPECIES,COUNTRY,ZA,13978,CITES_EU
100677,SPECIES,COUNTRY,NA,13978,CITES_EU
100677,SPECIES,COUNTRY,ZA,13978,CITES_EU
18543,SPECIES,COUNTRY,ZA,13978,CITES_EU
18543,SPECIES,COUNTRY,BW,13978,CITES_EU
100456,SPECIES,COUNTRY,MX,7798,CITES_EU
100459,SPECIES,COUNTRY,MX,7798,CITES_EU
100465,SPECIES,COUNTRY,US,7798,CITES_EU
100465,SPECIES,COUNTRY,MX,7798,CITES_EU
100468,SPECIES,COUNTRY,MX,7798,CITES_EU
100455,SPECIES,COUNTRY,MX,7798,CITES_EU
100455,SPECIES,COUNTRY,BZ,7798,CITES_EU
100458,SPECIES,COUNTRY,US,7798,CITES_EU
100463,SPECIES,COUNTRY,US,7798,CITES_EU
100463,SPECIES,COUNTRY,MX,7798,CITES_EU
100466,SPECIES,COUNTRY,MX,7798,CITES_EU
100467,SPECIES,COUNTRY,MX,7798,CITES_EU
100467,SPECIES,COUNTRY,GT,7798,CITES_EU
100467,SPECIES,COUNTRY,HN,7798,CITES_EU
100467,SPECIES,COUNTRY,NI,7798,CITES_EU
100467,SPECIES,COUNTRY,BZ,7798,CITES_EU
100467,SPECIES,COUNTRY,CR,7798,CITES_EU
100467,SPECIES,COUNTRY,PA,7798,CITES_EU
100467,SPECIES,COUNTRY,CO,7798,CITES_EU
100467,SPECIES,COUNTRY,EC,7798,CITES_EU
100467,SPECIES,COUNTRY,PE,7798,CITES_EU
100469,SPECIES,COUNTRY,MX,7798,CITES_EU
100469,SPECIES,COUNTRY,AR,7798,CITES_EU
100469,SPECIES,COUNTRY,BO,7798,CITES_EU
100469,SPECIES,COUNTRY,PE,7798,CITES_EU
100469,SPECIES,COUNTRY,BZ,7798,CITES_EU
100469,SPECIES,COUNTRY,GT,7798,CITES_EU
100469,SPECIES,COUNTRY,HN,7798,CITES_EU
100469,SPECIES,COUNTRY,NI,7798,CITES_EU
100469,SPECIES,COUNTRY,CR,7798,CITES_EU
100469,SPECIES,COUNTRY,PA,7798,CITES_EU
100469,SPECIES,COUNTRY,CO,7798,CITES_EU
100469,SPECIES,COUNTRY,BR,7798,CITES_EU
100469,SPECIES,COUNTRY,SV,7798,CITES_EU
100471,SPECIES,COUNTRY,US,7798,CITES_EU
100457,SPECIES,COUNTRY,NI,7798,CITES_EU
100457,SPECIES,COUNTRY,CR,7798,CITES_EU
100457,SPECIES,COUNTRY,PA,7798,CITES_EU
100460,SPECIES,COUNTRY,MX,7798,CITES_EU
100461,SPECIES,COUNTRY,CO,7798,CITES_EU
100462,SPECIES,COUNTRY,MX,7798,CITES_EU
100464,SPECIES,COUNTRY,MX,7798,CITES_EU
100470,SPECIES,COUNTRY,US,7798,CITES_EU
100470,SPECIES,COUNTRY,MX,7798,CITES_EU
100264,SPECIES,COUNTRY,MX,7798,CITES_EU
100264,SPECIES,COUNTRY,GT,7798,CITES_EU
100264,SPECIES,COUNTRY,HN,7798,CITES_EU
100264,SPECIES,COUNTRY,BZ,7798,CITES_EU
100263,SPECIES,COUNTRY,MX,7798,CITES_EU
100263,SPECIES,COUNTRY,GT,7798,CITES_EU
100263,SPECIES,COUNTRY,SV,7798,CITES_EU
100678,SPECIES,COUNTRY,ZA,13978,CITES_EU
100679,SPECIES,COUNTRY,ZA,13978,CITES_EU
100680,SPECIES,COUNTRY,ZA,13978,CITES_EU
100681,SPECIES,COUNTRY,ZA,13978,CITES_EU
100683,SPECIES,COUNTRY,ZA,13978,CITES_EU
100684,SPECIES,COUNTRY,ZA,13978,CITES_EU
100685,SPECIES,COUNTRY,ZA,13978,CITES_EU
100686,SPECIES,COUNTRY,ZA,13978,CITES_EU
100687,SPECIES,COUNTRY,ZA,13978,CITES_EU
100688,SPECIES,COUNTRY,ZA,13978,CITES_EU
100689,SPECIES,COUNTRY,ZA,13978,CITES_EU
100690,SPECIES,COUNTRY,ZA,13978,CITES_EU
100691,SPECIES,COUNTRY,ZA,13978,CITES_EU
100692,SPECIES,COUNTRY,ZA,13978,CITES_EU
100693,SPECIES,COUNTRY,ZA,13978,CITES_EU
100695,SPECIES,COUNTRY,ZA,13978,CITES_EU
100697,SPECIES,COUNTRY,ZA,13978,CITES_EU
100698,SPECIES,COUNTRY,ZA,13978,CITES_EU
100699,SPECIES,COUNTRY,ZA,13978,CITES_EU
100700,SPECIES,COUNTRY,ZA,13978,CITES_EU
100701,SPECIES,COUNTRY,ZA,13978,CITES_EU
100702,SPECIES,COUNTRY,ZA,13978,CITES_EU
100703,SPECIES,COUNTRY,ZA,13978,CITES_EU
100706,SPECIES,COUNTRY,ZA,13978,CITES_EU
100793,SPECIES,COUNTRY,ZA,13978,CITES_EU
100707,SPECIES,COUNTRY,ZA,13978,CITES_EU
100708,SPECIES,COUNTRY,ZA,13978,CITES_EU
100709,SPECIES,COUNTRY,ZA,13978,CITES_EU
100710,SPECIES,COUNTRY,ZA,13978,CITES_EU
100712,SPECIES,COUNTRY,ZA,13978,CITES_EU
100713,SPECIES,COUNTRY,ZA,13978,CITES_EU
100714,SPECIES,COUNTRY,ZA,13978,CITES_EU
100715,SPECIES,COUNTRY,ZA,13978,CITES_EU
100716,SPECIES,COUNTRY,ZA,13978,CITES_EU
100717,SPECIES,COUNTRY,ZA,13978,CITES_EU
100718,SPECIES,COUNTRY,ZA,13978,CITES_EU
100719,SPECIES,COUNTRY,ZA,13978,CITES_EU
100721,SPECIES,COUNTRY,ZA,13978,CITES_EU
100723,SPECIES,COUNTRY,ZA,13978,CITES_EU
100724,SPECIES,COUNTRY,ZA,13978,CITES_EU
100726,SPECIES,COUNTRY,ZA,13978,CITES_EU
100727,SPECIES,COUNTRY,ZA,13978,CITES_EU
100736,SPECIES,COUNTRY,ZA,13978,CITES_EU
100737,SPECIES,COUNTRY,ZA,13978,CITES_EU
100738,SPECIES,COUNTRY,ZA,13978,CITES_EU
100740,SPECIES,COUNTRY,ZA,13978,CITES_EU
100741,SPECIES,COUNTRY,ZA,13978,CITES_EU
100742,SPECIES,COUNTRY,ZA,13978,CITES_EU
100743,SPECIES,COUNTRY,ZA,13978,CITES_EU
100744,SPECIES,COUNTRY,ZA,13978,CITES_EU
100745,SPECIES,COUNTRY,ZA,13978,CITES_EU
100746,SPECIES,COUNTRY,ZA,13978,CITES_EU
100747,SPECIES,COUNTRY,ZA,13978,CITES_EU
100748,SPECIES,COUNTRY,ZA,13978,CITES_EU
100749,SPECIES,COUNTRY,ZA,13978,CITES_EU
100750,SPECIES,COUNTRY,ZA,13978,CITES_EU
100751,SPECIES,COUNTRY,ZA,13978,CITES_EU
100752,SPECIES,COUNTRY,ZA,13978,CITES_EU
100753,SPECIES,COUNTRY,ZA,13978,CITES_EU
100754,SPECIES,COUNTRY,ZA,13978,CITES_EU
100755,SPECIES,COUNTRY,ZA,13978,CITES_EU
100756,SPECIES,COUNTRY,ZA,13978,CITES_EU
100757,SPECIES,COUNTRY,ZA,13978,CITES_EU
100758,SPECIES,COUNTRY,ZA,13978,CITES_EU
100759,SPECIES,COUNTRY,ZA,13978,CITES_EU
100761,SPECIES,COUNTRY,ZA,13978,CITES_EU
100762,SPECIES,COUNTRY,ZA,13978,CITES_EU
100763,SPECIES,COUNTRY,ZA,13978,CITES_EU
100764,SPECIES,COUNTRY,ZA,13978,CITES_EU
100765,SPECIES,COUNTRY,ZA,13978,CITES_EU
100766,SPECIES,COUNTRY,ZA,13978,CITES_EU
