Kingdom,RecId,Rank,ISO code,Quota,Unit,StartDate,EndDate,Year,Notes,Terms,Sources,QuoAdded,QuoDate,IsCurrent,PublicDisplay,Link
Animalia,18633,Species,CG,6000,,01/01/2002,31/12/2002,2002,live,LIV,,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,18633,Species,CI,2000,,01/01/2002,31/12/2002,2002,live. [Note: Quota applies to subspecies <i>Psittacus erithacus timneh</i>.],LIV,,16/07/2004,22/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,18633,Species,CI,1000,,01/01/2002,31/12/2002,2002,live. [Note: Quota applies to subspecies <i>Psittacus erithacus erithacus</i>.],LIV,,16/07/2004,22/10/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,18633,Species,CM,12000,,01/01/2002,31/12/2002,2002,live,LIV,,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,18633,Species,GA,200,,01/01/2002,31/12/2002,2002,live,LIV,,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,18633,Species,GN,750,,01/01/2002,31/12/2002,2002,live. [Note: Quota applies to subspecies <i>Psittacus erithacus timneh</i>.],LIV,,19/07/2004,29/11/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,18633,Species,SL,1000,,01/01/2002,31/12/2002,2002,live. [Note: Quota applies to subspecies <i>Psittacus erithacus timneh</i>.],LIV,,19/07/2004,29/11/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,18625,Species,MY,1000,,01/01/2002,31/12/2002,2002,live - Peninsular Malaysia only,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,18624,Species,SN,15000,,01/01/2002,31/12/2002,2002,live,LIV,,13/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,2166,Species,PY,20,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,18108,Species,GY,110,,01/01/2002,31/12/2002,2002,live,LIV,,09/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,18042,Species,ID,7000,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,18032,Species,ID,1500,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,18031,Species,ID,1500,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,18029,Species,ID,5500,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,18009,Species,ID,13500,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17948,Species,ID,8500,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17938,Species,CZ,100000,,01/01/2002,31/12/2002,2002,fingerlings from aquaculture,FIG,"C, F",09/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17895,Species,BJ,50,,01/01/2002,31/12/2002,2002,wild-taken,,W,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17895,Species,GN,9000,,01/01/2002,31/12/2002,2002,live,LIV,,19/07/2004,22/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17895,Species,ML,19000,,01/01/2002,31/12/2002,2002,live,LIV,,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17895,Species,SN,16000,,01/01/2002,31/12/2002,2002,live,LIV,,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17895,Species,TG,300,,01/01/2002,31/12/2002,2002,wild-taken,,W,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17891,Species,MZ,100,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17890,Species,GN,700,,01/01/2002,31/12/2002,2002,live,LIV,,19/07/2004,22/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17890,Species,TG,50,,01/01/2002,31/12/2002,2002,wild-taken,,W,14/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17888,Species,MZ,200,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17825,Species,SR,750,,01/01/2002,31/12/2002,2002,live,LIV,,13/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17821,Species,GY,50,,01/01/2002,31/12/2002,2002,live,LIV,,09/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17786,Species,ID,3500,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17769,Species,ID,4500,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17744,Species,SN,7000,,01/01/2002,31/12/2002,2002,live,LIV,,13/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17733,Species,SN,20000,,01/01/2002,31/12/2002,2002,live,LIV,,13/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17731,Species,SN,5000,,01/01/2002,31/12/2002,2002,live,LIV,,13/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17728,Species,MZ,15000,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17728,Species,SN,15000,,01/01/2002,31/12/2002,2002,live,LIV,,13/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17616,Species,ID,11500,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17615,Species,ID,24000,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17607,Species,MZ,5000,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17303,Species,NI,806,,01/01/2002,31/12/2002,2002,"live, ranched",LIV,R,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17302,Species,GY,900,,01/01/2002,31/12/2002,2002,live,LIV,,09/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17302,Species,SR,1603,,01/01/2002,31/12/2002,2002,live,LIV,,09/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17301,Species,AR,3500,,01/01/2002,31/12/2002,2002,live,LIV,,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17300,Species,GY,780,,01/01/2002,31/12/2002,2002,live,LIV,,09/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17300,Species,SR,893,,01/01/2002,31/12/2002,2002,live,LIV,,09/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17292,Species,GY,600,,01/01/2002,31/12/2002,2002,live,LIV,,09/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17292,Species,SR,1745,,01/01/2002,31/12/2002,2002,live,LIV,,09/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17249,Species,ID,8500,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17046,Species,TZ,1600,,01/01/2002,31/12/2002,2002,live,LIV,,14/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,17045,Species,TZ,1600,,01/01/2002,31/12/2002,2002,live,LIV,,14/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,16943,Species,MG,2000,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,105336,Species,MG,2000,,01/01/2002,31/12/2002,2002,live. Quota originally established for <i>Phelsuma quadriocellata</i> from which <i> Phelsuma parva</i> was split following CITES CoP16.,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,16934,Species,MG,2000,,01/01/2002,31/12/2002,2002,live. Species subject to taxonomic changes at CITES CoP15.(see: www.cites.org/eng/res/all/12/E12-11R15.pdf).,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,16932,Species,MG,2000,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,16930,Species,MG,2000,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,16922,Species,TZ,50,,01/01/2002,31/12/2002,2002,F1 specimens,,F,14/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,16922,Species,TZ,2000,,01/01/2002,31/12/2002,2002,live,LIV,,14/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,105335,Species,MG,2000,,01/01/2002,31/12/2002,2002,live. Quota originally established for <i>Phelsuma lineata</i> from which <i>Phelsuma dorsivittata</i> was split following CITES CoP16.,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,16629,Species,TG,25,,01/01/2002,31/12/2002,2002,wild-taken,,W,14/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,16526,Species,BJ,4050,,01/01/2002,31/12/2002,2002,ranched,,R,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,16526,Species,TG,2500,,01/01/2002,31/12/2002,2002,ranched,,R,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,16526,Species,TG,500,,01/01/2002,31/12/2002,2002,wild-taken,,W,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,16525,Species,MZ,10000,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,16524,Species,MZ,7000,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,16505,Species,BJ,5350,,01/01/2002,31/12/2002,2002,ranched,,R,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,16505,Species,MZ,10000,,01/01/2002,31/12/2002,2002,live,LIV,,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,16505,Species,TG,3500,,01/01/2002,31/12/2002,2002,ranched,,R,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,16505,Species,TG,500,,01/01/2002,31/12/2002,2002,wild-taken,,W,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,16505,Species,TZ,264,,01/01/2002,31/12/2002,2002,F1 specimens,,F,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,16461,Species,ID,800,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,16457,Species,AR,60,,01/01/2002,31/12/2002,2002,trophies,TRO,,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,16258,Species,PY,3380,,01/01/2002,31/12/2002,2002,live,LIV,,15/06/2004,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,16257,Species,PY,2340,,01/01/2002,31/12/2002,2002,live,LIV,,15/06/2004,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,16013,Species,ET,150,,01/01/2002,31/12/2002,2002,"hunting trophies.  Quota originally set for <i>Papio hamadryas</i> sensu lato, but species split following change adopted at CoP14",TRO,,09/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,16013,Species,ET,1020,,01/01/2002,31/12/2002,2002,"live.  Quota originally set for <i>Papio hamadryas</i> sensu lato, but species split following change adopted at CoP14.",LIV,,09/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,16014,Species,ET,150,,01/01/2002,31/12/2002,2002,"hunting trophies.  Quota originally set for <i>Papio hamadryas</i> sensu lato, but species split following change adopted at CoP14.",TRO,,05/11/2007,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,16014,Species,ET,1020,,01/01/2002,31/12/2002,2002,"live.  Quota originally set for <i>Papio hamadryas</i> sensu lato, but species split following change adopted at CoP14..",LIV,,05/11/2007,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,16014,Species,TZ,3000,,01/01/2002,31/12/2002,2002,live,LIV,,14/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,16020,Species,ET,150,,01/01/2002,31/12/2002,2002,"hunting trophies.  Quota originally set for <i>Papio hamadryas</i> sensu lato, but species split following change adopted at CoP14.",TRO,,05/11/2007,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,16020,Species,TZ,2000,,01/01/2002,31/12/2002,2002,live,LIV,,14/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,15954,Species,BW,130,,01/01/2002,31/12/2002,2002,trophies and skins (tagged specimens only) (Note: see Resolution Conf. 10.14),"TRO, SKI",,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,15954,Species,CF,40,,01/01/2002,31/12/2002,2002,trophies and skins (Note: see Resolution Conf. 10.14),"TRO, SKI",,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,15954,Species,ET,15,,01/01/2002,31/12/2002,2002,hunting trophies (Note: see Resolution Conf. 10.14),TRO,,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,15954,Species,ET,200,,01/01/2002,31/12/2002,2002,skins (Note: see Resolution Conf. 10.14),SKI,,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,15954,Species,KE,80,,01/01/2002,31/12/2002,2002,(Note hunting prohibited - see Resolution Conf. 10.14),,,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,15954,Species,MW,50,,01/01/2002,31/12/2002,2002,trophies and skins (Note: see Resolution Conf. 10.14),"TRO, SKI",,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,15954,Species,MZ,60,,01/01/2002,31/12/2002,2002,trophies and skins (Note: see Resolution Conf. 10.14),"TRO, SKI",,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,15954,Species,NA,100,,01/01/2002,31/12/2002,2002,trophies and skins (Note: see Resolution Conf. 10.14),"TRO, SKI",,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,15954,Species,TZ,250,,01/01/2002,31/12/2002,2002,trophies and skins (Note: see Resolution Conf. 10.14),"TRO, SKI",,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,15954,Species,ZA,75,,01/01/2002,31/12/2002,2002,trophies and skins (Note: see Resolution Conf. 10.14),"TRO, SKI",,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,15954,Species,ZM,300,,01/01/2002,31/12/2002,2002,trophies and skins (Note: see Resolution Conf. 10.14),"TRO, SKI",,14/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,15954,Species,ZW,500,,01/01/2002,31/12/2002,2002,trophies and skins (Note: see Resolution Conf. 10.14),"TRO, SKI",,14/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,15951,Species,ET,-1,,01/01/2002,31/12/2002,2002,skins,SKI,,09/05/2002,02/05/2002,0,0,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,15951,Species,ET,30,,01/01/2002,31/12/2002,2002,trophies,TRO,,09/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,15942,Species,BJ,22000,,01/01/2002,31/12/2002,2002,ranched,,R,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,15942,Species,TG,13500,,01/01/2002,31/12/2002,2002,ranched,,R,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,15942,Species,TG,1000,,01/01/2002,31/12/2002,2002,wild-taken,,W,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,15890,Species,GY,500,,01/01/2002,31/12/2002,2002,live,LIV,,09/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,15889,Species,GY,500,,01/01/2002,31/12/2002,2002,live,LIV,,09/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,15733,Species,MN,70,,01/01/2002,31/12/2002,2002,hunting trophies (with horns),TRO,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,15706,Species,UZ,200,,01/01/2002,31/12/2002,2002,live,LIV,,14/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,15675,Species,UZ,200,,01/01/2002,31/12/2002,2002,live,LIV,,14/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,1970,Species,GY,1650,,01/01/2002,31/12/2002,2002,live,LIV,,09/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,1970,Species,SR,504,,01/01/2002,31/12/2002,2002,live,LIV,,09/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,15374,Species,ID,90,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,15155,Species,MZ,1000,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,15155,Species,SN,15000,,01/01/2002,31/12/2002,2002,live,LIV,,13/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,14733,Species,MZ,3000,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,14319,Species,AR,6000,,01/01/2002,31/12/2002,2002,live,LIV,,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,14314,Species,ID,1350,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,14314,Species,ID,135000,,01/01/2002,31/12/2002,2002,skins,SKI,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,14080,Species,AR,20000,,01/01/2002,31/12/2002,2002,live,LIV,,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,14080,Species,PY,2000,,01/01/2002,31/12/2002,2002,live,LIV,,15/06/2004,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,13897,Species,RU,65.5,KIL,01/01/2002,31/12/2002,2002,musk obtained in 2001-2002  hunting season and registered  stocks from previous years  (15 kg),MUS,,13/10/2010,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,13865,Species,ID,360,,01/01/2002,31/12/2002,2002,live. [Note: Quota applies to subspecies <i>Morelia spilota variegata</i>.],LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,13854,Species,ID,450,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,13834,Species,ID,1800,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,13773,Species,ID,2300,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,2983,Genus,ID,600,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,13729,Species,ID,3300,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,13723,Species,ID,2800,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,2978,Genus,ID,300,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,13572,Species,GA,10,,01/01/2002,31/12/2002,2002,live,LIV,,09/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,13550,Species,PY,15,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,2932,Genus,ID,1300,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,13202,Species,ID,4500,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,13109,Species,TZ,100,,01/01/2002,31/12/2002,2002,live,LIV,,14/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,13053,Species,EC,0,,01/01/2002,31/12/2002,2002,Note: see Annotation -111 to Appendices I & II,,,09/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,12776,Species,MG,-1,,01/01/2002,31/12/2002,2002,,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,12774,Species,ID,450,,01/01/2002,31/12/2002,2002,live,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,12774,Species,MY,500,,01/01/2002,31/12/2002,2002,live - Peninsular Malaysia only,LIV,,10/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,12766,Species,GA,10,,01/01/2002,31/12/2002,2002,stuffed specimens,BOD,,09/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,12764,Species,BD,0,,01/01/2002,31/12/2002,2002,Note: see Annotation °612 to Appendices I & II,,,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,12764,Species,CN,0,,01/01/2002,31/12/2002,2002,Note: see Annotation °612 to Appendices I & II,,,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,12764,Species,IN,0,,01/01/2002,31/12/2002,2002,Note: see Annotation °612 to Appendices I & II,,,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,12764,Species,KH,0,,01/01/2002,31/12/2002,2002,Note: see Annotation °612 to Appendices I & II,,,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,12764,Species,LA,0,,01/01/2002,31/12/2002,2002,Note: see Annotation °612 to Appendices I & II,,,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,12764,Species,MM,0,,01/01/2002,31/12/2002,2002,Note: see Annotation °612 to Appendices I & II,,,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,12764,Species,TH,0,,01/01/2002,31/12/2002,2002,Note: see Annotation °612 to Appendices I & II,,,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,12764,Species,VN,0,,01/01/2002,31/12/2002,2002,Note: see Annotation °612 to Appendices I & II,,,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,12763,Species,BD,0,,01/01/2002,31/12/2002,2002,Note: see Annotation °612 to Appendices I & II,,,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,12763,Species,BN,0,,01/01/2002,31/12/2002,2002,Note: see Annotation °612 to Appendices I & II,,,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,12763,Species,CN,0,,01/01/2002,31/12/2002,2002,Note: see Annotation °612 to Appendices I & II,,,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,12763,Species,ID,0,,01/01/2002,31/12/2002,2002,Note: see Annotation °612 to Appendices I & II,,,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,12763,Species,KH,0,,01/01/2002,31/12/2002,2002,Note: see Annotation °612 to Appendices I & II,,,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,12763,Species,LA,0,,01/01/2002,31/12/2002,2002,Note: see Annotation °612 to Appendices I & II,,,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,12763,Species,MM,0,,01/01/2002,31/12/2002,2002,Note: see Annotation °612 to Appendices I & II,,,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
Animalia,12763,Species,MY,0,,01/01/2002,31/12/2002,2002,"Note: see Annotation °612 to Appendices I & II; applies to Peninsular Malaysia, Sabah and Sarawak",,,03/05/2002,02/05/2002,0,1,http://www.cites.org/common/quotas/2002/latest.pdf
