Scientific name,ID,Parent name,ParentID
Aloe varimaculata,101251,Aloe,13461
Aloe vatovavensis,101252,Aloe,13461
Aloe virginieae,101253,Aloe,13461
Aloe wanalensis,101254,Aloe,13461
Aloe welmelensis,101255,Aloe,13461
Aloe weloensis,101256,Aloe,13461
Aloe zubb,101257,Aloe,13461
Aloe zygorabaiensis,101258,Aloe,13461
Aloe challisii,101166,Aloe,13461
Triaenodon obesus,101300,Triaenodon,101299
