ID,Scientific name,CurrentParentID,CurrentParentStatus,ParentID,ParentStatus
60362,Maxillaria richii,12938,A,12938,A
60363,Maxillaria rigida,12938,A,12938,A
60364,Maxillaria ringens,12938,A,12938,A
60365,Maxillaria riopalenquensis,12938,A,12938,A
60367,Maxillaria rodrigueziana,12938,A,12938,A
60369,Maxillaria rubioi,12938,A,12938,A
60370,Maxillaria rufescens,12938,A,12938,A
60371,Maxillaria sanantonioensis,12938,A,12938,A
60373,Maxillaria sanguinea,12938,A,12938,A
60374,Maxillaria sanguineomaculata,12938,A,12938,A
60375,Maxillaria sanguinolenta,12938,A,12938,A
64932,Maxillaria santanae,12938,A,12938,A
60376,Maxillaria saragurensis,12938,A,12938,A
60377,Maxillaria scalariformis,12938,A,12938,A
60378,Maxillaria schlechteriana,12938,A,12938,A
60379,Maxillaria schlimii,16711,A,12938,A
60380,Maxillaria schunkeana,12938,A,12938,A
60382,Maxillaria scorpioidea,12938,A,12938,A
60384,Maxillaria seidelii,12938,A,12938,A
60385,Maxillaria setigera,12938,A,12938,A
60387,Maxillaria sophronitis,12938,A,12938,A
60389,Maxillaria speciosa,12938,A,12938,A
60391,Maxillaria spilotantha,12938,A,12938,A
60392,Maxillaria splendens,12938,A,12938,A
60394,Maxillaria suareziorum,12938,A,12938,A
60395,Maxillaria subulata,12938,A,12938,A
60396,Maxillaria subulifolia,12938,A,12938,A
64934,Maxillaria superflua,12938,A,12938,A
60397,Maxillaria swartziana,12938,A,12938,A
60399,Maxillaria thurstoniorum,12938,A,12938,A
60400,Maxillaria tigrina,12938,A,12938,A
60402,Maxillaria trigona,12938,A,12938,A
60405,Maxillaria turkeliae,12938,A,12938,A
60406,Maxillaria ubatubana,12938,A,12938,A
60407,Maxillaria umbratilis,12938,A,12938,A
64936,Maxillaria valenzuelana,12938,A,12938,A
60410,Maxillaria variabilis,12938,A,12938,A
60412,Maxillaria venusta,12938,A,12938,A
64937,Maxillaria villosa,12938,A,12938,A
64938,Maxillaria violaceopunctata,12938,A,12938,A
60417,Maxillaria whittenii,12938,A,12938,A
60418,Maxillaria witsenioides,12938,A,12938,A
60420,Maxillaria xylobiiflora,12938,A,12938,A
60422,Maxillaria yanganensis,12938,A,12938,A
64940,Mediocalcar bifolium,13146,A,13146,A
60426,Mediocalcar decoratum,13146,A,13146,A
60427,Mediocalcar geniculatum,13146,A,13146,A
60429,Mediocalcar pygmaeum,13146,A,13146,A
60430,Mediocalcar uniflorum,13146,A,13146,A
60435,Megastylis gigas,13055,A,13055,A
64942,Meiracyllium gemma,13254,A,13254,A
60437,Meiracyllium trinasutum,13254,A,13254,A
60459,Mesadenus polyanthus,13173,A,13173,A
60463,Microcoelia aurantiaca,13057,A,13057,A
60464,Microcoelia cornuta,13057,A,13057,A
60466,Microcoelia macrantha,13057,A,13057,A
60467,Microcoelia obovata,13057,A,13057,A
60468,Microcoelia stolzii,13057,A,13057,A
60469,Micropera callosa,13119,A,13119,A
60470,Micropera fasciculata,13119,A,13119,A
60471,Micropera loheri,13119,A,13119,A
60472,Micropera mannii,13119,A,13119,A
60473,Micropera obtusa,13119,A,13119,A
60474,Micropera philippinensis,13119,A,13119,A
60475,Micropera thailandica,13119,A,13119,A
60477,Micropera utriculosa,13119,A,13119,A
60478,Microsaccus wenzelii,12726,A,12726,A
60480,Microtis media,13139,A,13139,A
60481,Microtis unifolia,13139,A,13139,A
60505,Monophyllorchis microstyloides,12714,A,12714,A
60529,Mormodes andicola,13007,A,13007,A
60530,Mormodes atropurpurea,13007,A,13007,A
60531,Mormodes aurantiaca,13007,A,13007,A
60532,Mormodes badia,13007,A,13007,A
60533,Mormodes buccinator,13007,A,13007,A
60534,Mormodes cartonii,13007,A,13007,A
60535,Mormodes claesiana,13007,A,13007,A
60539,Mormodes dasilvae,13007,A,13007,A
60540,Mormodes elegans,13007,A,13007,A
60541,Mormodes escobarii,13007,A,13007,A
60542,Mormodes fractiflexa,13007,A,13007,A
60543,Mormodes frymirei,13007,A,13007,A
60544,Mormodes hoehnei,13007,A,13007,A
60545,Mormodes ignea,13007,A,13007,A
60546,Mormodes lawrenceana,13007,A,13007,A
60547,Mormodes lobulata,13007,A,13007,A
60549,Mormodes oberlanderiana,13007,A,13007,A
60550,Mormodes paraensis,13007,A,13007,A
60552,Mormodes rolfeana,13007,A,13007,A
60553,Mormodes romanii,13007,A,13007,A
60554,Mormodes rosea,13007,A,13007,A
60555,Mormodes sinuata,13007,A,13007,A
60556,Mormodes skinneri,13007,A,13007,A
60557,Mormodes sotoana,13007,A,13007,A
60558,Mormodes speciosa,13007,A,13007,A
60559,Mormodes tapoayensis,13007,A,13007,A
60560,Mormodes tigrina,13007,A,13007,A
60562,Mormodes uncia,13007,A,13007,A
60563,Mormodes variabilis,13007,A,13007,A
60564,Mormodes vernixioidea,13007,A,13007,A
60565,Mormodes vinacea,13007,A,13007,A
60572,Mycaranthes floribunda,12509,A,66732,A
60574,Myoxanthus affinis,13605,A,13605,A
60575,Myoxanthus antennifer,13605,A,13605,A
60576,Myoxanthus ceratothallis,13605,A,13605,A
60577,Myoxanthus cimex,13605,A,13605,A
60578,Myoxanthus colothrix,13605,A,13605,A
60579,Myoxanthus exasperatus,13605,A,13605,A
60580,Myoxanthus fimbriatus,13605,A,13605,A
60581,Myoxanthus frutex,13605,A,13605,A
60582,Myoxanthus georgei,13605,A,13605,A
60583,Myoxanthus gyas,13605,A,13605,A
64996,Myoxanthus lonchophyllus,13605,A,13605,A
60584,Myoxanthus mejiae,13605,A,13605,A
60585,Myoxanthus melittanthus,13605,A,13605,A
60587,Myoxanthus punctatus,13605,A,13605,A
60588,Myoxanthus reymondii,13605,A,13605,A
60589,Myoxanthus sarcodactylae,13605,A,13605,A
60590,Myoxanthus serripetalus,13605,A,13605,A
60591,Myoxanthus trachychlamys,13605,A,13605,A
60592,Myoxanthus uxorius,13605,A,13605,A
60594,Myrmechis pumila,13125,A,13125,A
60596,Mystacidium aliceae,12681,A,12681,A
60599,Mystacidium gracile,12681,A,12681,A
60600,Mystacidium pusillum,12681,A,12681,A
60601,Mystacidium tanganyikense,12681,A,12681,A
60602,Mystacidium venosum,12681,A,12681,A
60611,Neobathiea hirtula,13403,A,13403,A
60612,Neobathiea perrieri,13403,A,13403,A
60613,Neobathiea spatulata,13403,A,13403,A
60648,Neogardneria murrayana,13200,A,13200,A
60663,Neomoorea wallisii,13553,A,13553,A
60717,Neottia latilabra,13262,A,13262,A
60729,Nephelaphyllum aureum,12702,A,12702,A
60730,Nephelaphyllum cordifolium,12702,A,12702,A
60733,Nervilia falcata,13048,A,13048,A
60734,Nervilia fordii,13048,A,13048,A
60735,Nervilia gammieana,13048,A,13048,A
60736,Nervilia holochila,13048,A,13048,A
60737,Nervilia kotschyi,13048,A,13048,A
60740,Nervilia shirensis,13048,A,13048,A
60741,Nervilia uniflora,13048,A,13048,A
60742,Neuwiedia veratrifolia,12673,A,12673,A
65006,Notylia albida,13225,A,13225,A
60803,Notylia aromatica,13225,A,13225,A
60804,Notylia barkeri,13225,A,13225,A
60806,Notylia bisepala,13225,A,13225,A
60809,Notylia buchtienii,13225,A,13225,A
60810,Notylia bungerothii,13225,A,13225,A
60811,Notylia carnosiflora,13225,A,13225,A
60815,Notylia ecuadorensis,13225,A,13225,A
60817,Notylia hemitricha,13225,A,13225,A
60818,Notylia koehleri,13225,A,13225,A
60819,Notylia laxa,13225,A,13225,A
60820,Notylia longispicata,13225,A,13225,A
60821,Notylia lyrata,13225,A,13225,A
60823,Notylia microchila,13225,A,13225,A
60826,Notylia parvilabia,13225,A,13225,A
60827,Notylia peruviana,13225,A,13225,A
60828,Notylia platyglossa,13225,A,13225,A
60830,Notylia pubescens,13225,A,13225,A
60832,Notylia replicata,13225,A,13225,A
60833,Notylia rhombilabia,13225,A,13225,A
60834,Notylia rimbachii,13225,A,13225,A
60835,Notylia sagittifera,13225,A,13225,A
60836,Notylia trisepala,13225,A,13225,A
60837,Notylia venezuelana,13225,A,13225,A
60840,Notylia yauaperyensis,13225,A,13225,A
60842,Notyliopsis beatricis,12509,A,60841,A
60844,Oberonia acaulis,12699,A,12699,A
60846,Oberonia aurea,12699,A,12699,A
60847,Oberonia benguetensis,12699,A,12699,A
60851,Oberonia ensiformis,12699,A,12699,A
60852,Oberonia falcata,12699,A,12699,A
60853,Oberonia falconeri,12699,A,12699,A
60855,Oberonia gammiei,12699,A,12699,A
60856,Oberonia japonica,12699,A,12699,A
60857,Oberonia jenkinsiana,12699,A,12699,A
60858,Oberonia kanburiensis,12699,A,12699,A
60859,Oberonia longifolia,12699,A,12699,A
65010,Oberonia longilabris,12699,A,12699,A
60860,Oberonia marina,12699,A,12699,A
60861,Oberonia maxima,12699,A,12699,A
60862,Oberonia miniata,12699,A,12699,A
60863,Oberonia minima,12699,A,12699,A
60864,Oberonia mucronata,12699,A,12699,A
60866,Oberonia nitida,12699,A,12699,A
60868,Oberonia pachyphylla,12699,A,12699,A
60872,Oberonia pyrulifera,12699,A,12699,A
60873,Oberonia recurva,12699,A,12699,A
60874,Oberonia rubra,12699,A,12699,A
60875,Oberonia rufilabris,12699,A,12699,A
60876,Oberonia setigera,12699,A,12699,A
60877,Oberonia surigaensis,12699,A,12699,A
60878,Oberonia teres,12699,A,12699,A
60880,Oberonia zeylanica,12699,A,12699,A
60882,Octomeria alpina,12998,A,12998,A
60883,Octomeria bradei,12998,A,12998,A
60886,Octomeria concolor,12998,A,12998,A
60887,Octomeria crassifolia,12998,A,12998,A
60888,Octomeria dalstroemii,12998,A,12998,A
60889,Octomeria decumbens,12998,A,12998,A
60891,Octomeria estrellensis,12998,A,12998,A
60892,Octomeria fialhoensis,12998,A,12998,A
60893,Octomeria gehrtii,12998,A,12998,A
60894,Octomeria gracilis,12998,A,12998,A
60895,Octomeria graminifolia,12998,A,12998,A
60896,Octomeria grandiflora,12998,A,12998,A
60897,Octomeria juncifolia,12998,A,12998,A
60898,Octomeria lithophila,12998,A,12998,A
60899,Octomeria montana,12998,A,12998,A
60900,Octomeria ochroleuca,12998,A,12998,A
60901,Octomeria palmyrabellae,12998,A,12998,A
60903,Octomeria pinicola,12998,A,12998,A
60904,Octomeria praestans,12998,A,12998,A
60905,Octomeria recchiana,12998,A,12998,A
60909,Octomeria spannagelii,12998,A,12998,A
60910,Octomeria stellaris,12998,A,12998,A
65014,Octomeria surinamensis,12998,A,12998,A
60912,Octomeria tridentata,12998,A,12998,A
60913,Octomeria umbonulata,12998,A,12998,A
60914,Octomeria ximenae,12998,A,12998,A
60915,Octomeria yauaperyensis,12998,A,12998,A
65016,Odontochilus clarkei,12858,A,12858,A
65017,Odontochilus crispus,12858,A,12858,A
60917,Odontochilus elwesii,20007,A,12858,A
65018,Odontochilus grandiflorus,12858,A,12858,A
65019,Odontochilus lanceolatus,12858,A,12858,A
60918,Odontochilus poilanei,12858,A,12858,A
61013,Oeceoclades ambrensis,13613,A,13613,A
61014,Oeceoclades angustifolia,13613,A,13613,A
61015,Oeceoclades boinensis,13613,A,13613,A
61016,Oeceoclades calcarata,13613,A,13613,A
61017,Oeceoclades cordylinophylla,13613,A,13613,A
61018,Oeceoclades decaryana,13613,A,13613,A
61020,Oeceoclades gracillima,13613,A,13613,A
61021,Oeceoclades humbertii,13613,A,13613,A
61024,Oeceoclades pandurata,13613,A,13613,A
61025,Oeceoclades perrieri,13613,A,13613,A
61026,Oeceoclades petiolata,13613,A,13613,A
61027,Oeceoclades peyrotii,13613,A,13613,A
61028,Oeceoclades quadriloba,13613,A,13613,A
61029,Oeceoclades rauhii,13613,A,13613,A
61031,Oeceoclades saundersiana,13613,A,13613,A
61032,Oeceoclades spathulifera,13613,A,13613,A
65041,Oeceoclades ugandae,13613,A,13613,A
61036,Oeonia volucris,12588,A,12588,A
61037,Oeoniella aphrodite,12784,A,12784,A
61053,Oliveriana brevilabia,13117,A,13117,A
61054,Oliveriana egregia,13117,A,13117,A
61055,Omoea philippinensis,13056,A,13056,A
61056,Oncidium abortivum,12937,A,12937,A
61057,Oncidium abruptum,12937,A,12937,A
61058,Oncidium acinaceum,12937,A,12937,A
61059,Oncidium adelaidae,12937,A,12937,A
61061,Oncidium alexandrae,12937,A,12937,A
61064,Oncidium altissimum,12937,A,12937,A
61065,Oncidium amazonicum,12937,A,12937,A
61068,Oncidium andradeanum,12937,A,12937,A
61071,Oncidium anthocrene,12937,A,12937,A
61072,Oncidium ariasii,12937,A,12937,A
61078,Oncidium aspidorhinum,12937,A,12937,A
65045,Oncidium aurarium,12937,A,12937,A
61084,Oncidium baccatum,12937,A,12937,A
61090,Oncidium blandum,12937,A,12937,A
61093,Oncidium boothianum,12937,A,12937,A
61094,Oncidium bracteatum,12937,A,12937,A
61096,Oncidium bryolophotum,17599,A,12937,A
61098,Oncidium buchtienoides,12937,A,12937,A
65050,Oncidium cajamarcae,12937,A,12937,A
61100,Oncidium calanthum,12937,A,12937,A
61104,Oncidium chrysomorphum,12937,A,12937,A
61106,Oncidium citrinum,12937,A,12937,A
65056,Oncidium crinitum,12937,A,12937,A
61117,Oncidium cristatellum,12937,A,12937,A
65057,Oncidium cristatum,12937,A,12937,A
61118,Oncidium crocidipterum,12937,A,12937,A
61123,Oncidium cultratum,12937,A,12937,A
61126,Oncidium dactyliferum,12937,A,12937,A
61129,Oncidium decorum,12937,A,12937,A
61130,Oncidium deltoideum,12937,A,12937,A
61136,Oncidium echinops,12937,A,12937,A
61142,Oncidium estradae,12937,A,12937,A
61146,Oncidium fasciferum,12937,A,12937,A
61165,Oncidium gramineum,12937,A,12937,A
61167,Oncidium graminifolium,12937,A,12937,A
61175,Oncidium hapalotyle,12937,A,12937,A
61178,Oncidium hastilabium,12937,A,12937,A
61180,Oncidium heterodactylum,12937,A,12937,A
61185,Oncidium hyphaematicum,12937,A,12937,A
61186,Oncidium ibis,12937,A,12937,A
61188,Oncidium imitans,12937,A,12937,A
61191,Oncidium integrilabre,12937,A,12937,A
61193,Oncidium isthmi,12937,A,12937,A
61199,Oncidium lancifolium,12937,A,12937,A
61202,Oncidium lehmannianum,12937,A,12937,A
61205,Oncidium leopardinum,12937,A,12937,A
61214,Oncidium luteopurpureum,12937,A,12937,A
61215,Oncidium lykaiosii,12937,A,12937,A
61223,Oncidium marinii,12937,A,12937,A
61231,Oncidium millianum,12937,A,12937,A
61238,Oncidium morganii,12937,A,12937,A
61241,Oncidium nebulosum,12937,A,12937,A
61242,Oncidium noezlianum,12937,A,12937,A
61244,Oncidium oblongatum,12937,A,12937,A
61245,Oncidium obryzatoides,12937,A,12937,A
61249,Oncidium ornithocephalum,12937,A,12937,A
61252,Oncidium orthotis,12937,A,12937,A
61260,Oncidium peltiforme,12937,A,12937,A
61262,Oncidium pentadactylon,12937,A,12937,A
61265,Oncidium planilabre,12937,A,12937,A
61266,Oncidium poikilostalix,12937,A,12937,A
61267,Oncidium portillae,12937,A,12937,A
61268,Oncidium praenitens,12937,A,12937,A
61283,Oncidium retusum,12937,A,12937,A
61285,Oncidium rhynchanthum,12937,A,12937,A
61288,Oncidium rodrigoi,12937,A,12937,A
65076,Oncidium roseum,12937,A,12937,A
61293,Oncidium schillerianum,12937,A,12937,A
61297,Oncidium silvanoi,12937,A,12937,A
61304,Oncidium sphacelatum,12937,A,12937,A
61310,Oncidium stenobulbon,12937,A,12937,A
61311,Oncidium stenoglossum,12937,A,12937,A
61314,Oncidium strictum,12937,A,12937,A
61317,Oncidium tenuoides,12937,A,12937,A
61320,Oncidium tipuloides,12937,A,12937,A
61330,Oncidium universitas-cuencae,12937,A,12937,A
61344,Oncidium weddellii,12937,A,12937,A
61347,Oncidium wentworthianum,12937,A,12937,A
61351,Oncidium xanthornis,12937,A,12937,A
61354,Oncidium zelenkoanum,12937,A,12937,A
61362,Ophrys omegaifera,13641,A,13641,A
61427,Orchipedum plantaginifolium,13511,A,13511,A
61462,Oreorchis patens,13190,A,13190,A
61464,Orleanesia amazonica,12698,A,12698,A
61465,Orleanesia maculata,12698,A,12698,A
61466,Orleanesia pleurostachys,12698,A,12698,A
61467,Orleanesia richteri,12698,A,12698,A
61475,Ornithocephalus dalstroemii,13612,A,13612,A
61477,Ornithocephalus ecuadorensis,13612,A,13612,A
61478,Ornithocephalus escobarianus,13612,A,13612,A
61479,Ornithocephalus estradae,13612,A,13612,A
61480,Ornithocephalus gladiatus,13612,A,13612,A
61482,Ornithocephalus inflexus,13612,A,13612,A
61484,Ornithocephalus lehmannii,13612,A,13612,A
61485,Ornithocephalus longilabris,13612,A,13612,A
61487,Ornithocephalus montealegreae,13612,A,13612,A
61488,Ornithocephalus myrticola,13612,A,13612,A
61489,Ornithocephalus patentilobus,13612,A,13612,A
61490,Ornithocephalus polyodon,13612,A,13612,A
61492,Ornithocephalus suarezii,13612,A,13612,A
61494,Ornithocephalus tsubotae,13612,A,13612,A
61495,Ornithocephalus urceilabris,13612,A,13612,A
61523,Orthoceras strictum,12916,A,12916,A
61529,Otoglossum arminii,13580,A,13580,A
61530,Otoglossum brevifolium,13580,A,13580,A
65107,Otoglossum candelabrum,13580,A,13580,A
61531,Otoglossum globuliferum,13580,A,13580,A
61532,Otoglossum harlingii,13580,A,13580,A
61533,Otoglossum scansor,13580,A,13580,A
65109,Otostylis brachystalix,13504,A,13504,A
61550,Pabstia jugosa,13529,A,13529,A
61551,Pabstia viridis,13529,A,13529,A
61552,Pabstiella fusca,12918,A,12918,A
61553,Pabstiella mirabilis,12918,A,12918,A
61554,Pabstiella yauaperyensis,12918,A,12918,A
61574,Palmorchis pandurata,13402,A,13402,A
61575,Palmorchis silvicola,13402,A,13402,A
61577,Panisea albiflora,12954,A,12954,A
61578,Panisea distelidia,12954,A,12954,A
61592,Paphinia cristata,12801,A,12801,A
61593,Paphinia grandiflora,12801,A,12801,A
61594,Paphinia lindeniana,12801,A,12801,A
61595,Paphinia neudeckeri,12801,A,12801,A
61596,Paphinia posadarum,12801,A,12801,A
61597,Paphinia rugosa,12801,A,12801,A
61598,Paphinia seegeri,12801,A,12801,A
61599,Paphinia subclausa,12801,A,12801,A
61600,Paphinia zamorae,12801,A,12801,A
61666,Paraphalaenopsis laycockii,13462,A,13462,A
61705,Pecteilis cochinchinensis,12700,A,12700,A
61706,Pecteilis hawkesiana,12700,A,12700,A
61707,Pecteilis henryi,12700,A,12700,A
61708,Pecteilis radiata,22543,A,12700,A
61714,Pelatantheria bicuspidata,12732,A,12732,A
61715,Pelatantheria ctenoglossum,12732,A,12732,A
61716,Pelatantheria scolopendrifolia,12732,A,12732,A
61718,Pelexia adnata,13134,A,13134,A
61719,Pelexia decora,13134,A,13134,A
61721,Pelexia olivacea,13134,A,13134,A
61722,Pelexia sceptrum,13134,A,13134,A
61723,Pelexia weberbaueri,13134,A,13134,A
61729,Pennilabium struthio,12927,A,12927,A
61731,Peristeranthus hillii,12991,A,12991,A
61732,Peristeria cochlearis,13405,A,13405,A
61733,Peristylus affinis,12785,A,12785,A
61735,Peristylus aristatus,12785,A,12785,A
61736,Peristylus constrictus,12785,A,12785,A
61738,Peristylus macer,12785,A,12785,A
61740,Peristylus richardianus,22924,A,12785,A
61743,Pescatoria dayana,13294,A,13294,A
61744,Pescatoria ecuadorana,13294,A,13294,A
61745,Pescatoria hirtzii,13294,A,13294,A
61747,Pescatoria lalindei,13294,A,13294,A
61748,Pescatoria lamellosa,13294,A,13294,A
61749,Pescatoria lawrenceana,13294,A,13294,A
61753,Pescatoria wallisii,13294,A,13294,A
61757,Phaius columnaris,13092,A,13092,A
61767,Phaius montanus,13092,A,13092,A
61768,Phaius nanus,13092,A,13092,A
61769,Phaius pulchellus,13092,A,13092,A
61770,Phaius reflexipetalus,13092,A,13092,A
61771,Phaius subtrilobus,13092,A,13092,A
61772,Phaius tonkinensis,13092,A,13092,A
61773,Phaius wallichii,23570,A,13092,A
61847,Phloeophila cunabulum,12509,A,61846,A
65157,Phloeophila pelecaniceps,12509,A,61846,A
61849,Phloeophila pleurothallopsis,12509,A,61846,A
61854,Pholidota clemensii,13153,A,13153,A
61856,Pholidota protracta,13153,A,13153,A
61857,Pholidota sulcata,13153,A,13153,A
61874,Phreatia crassiuscula,12903,A,12903,A
61875,Phreatia elegans,12903,A,12903,A
61877,Phreatia matthewsii,12903,A,12903,A
61881,Phymatidium delicatulum,12864,A,12864,A
61882,Phymatidium falcifolium,12864,A,12864,A
61883,Phymatidium hysteranthum,12864,A,12864,A
61907,Pinalia amica,12509,A,66064,A
61908,Pinalia excavata,12509,A,66064,A
61909,Pinalia spicata,12509,A,66064,A
61920,Platanthera aquilonis,13116,A,13116,A
61921,Platanthera blephariglottis,13116,A,13116,A
61922,Platanthera clavellata,13116,A,13116,A
65172,Platanthera dilatata,13116,A,13116,A
65173,Platanthera elegans,13116,A,13116,A
61923,Platanthera hologlottis,13116,A,13116,A
65174,Platanthera metabifolia,13116,A,13116,A
61926,Platanthera sikkimensis,13116,A,13116,A
61938,Platyrhiza quadricolor,13493,A,13493,A
61939,Platystele argentosa,13311,A,13311,A
61940,Platystele aurea,13311,A,13311,A
61941,Platystele beatricis,13311,A,13311,A
61942,Platystele brenneri,13311,A,13311,A
61943,Platystele calantha,13311,A,13311,A
61944,Platystele compacta,13311,A,13311,A
61945,Platystele dalstroemii,13311,A,13311,A
61946,Platystele dasyglossa,13311,A,13311,A
61947,Platystele densiflora,13311,A,13311,A
61948,Platystele dodsonii,13311,A,13311,A
61950,Platystele examen-culicum,13311,A,13311,A
61951,Platystele filamentosa,13311,A,13311,A
61952,Platystele jamboeensis,13311,A,13311,A
61953,Platystele johnstonii,13311,A,13311,A
61954,Platystele lancilabris,13311,A,13311,A
61956,Platystele megaloglossa,13311,A,13311,A
61957,Platystele microglossa,13311,A,13311,A
61958,Platystele microtatantha,13311,A,13311,A
61959,Platystele misasiana,13311,A,13311,A
61960,Platystele misera,13311,A,13311,A
61961,Platystele myoxura,13311,A,13311,A
61962,Platystele orectoglossa,13311,A,13311,A
65177,Platystele ornata,13311,A,13311,A
61963,Platystele ortiziana,13311,A,13311,A
61964,Platystele ovatilabia,13311,A,13311,A
61965,Platystele oxyglossa,13311,A,13311,A
61967,Platystele pisifera,13311,A,13311,A
61968,Platystele posadarum,13311,A,13311,A
61969,Platystele pyriformis,13311,A,13311,A
61970,Platystele rauhii,13311,A,13311,A
61971,Platystele reflexa,13311,A,13311,A
61973,Platystele rhinocera,13311,A,13311,A
61974,Platystele schmidtchenii,13311,A,13311,A
61975,Platystele schneideri,13311,A,13311,A
61976,Platystele spatulata,13311,A,13311,A
61977,Platystele stellaris,13311,A,13311,A
61978,Platystele stonyx,13311,A,13311,A
61979,Platystele taylorii,13311,A,13311,A
61980,Platystele umbellata,13311,A,13311,A
61981,Platystele viridis,13311,A,13311,A
61982,Platystele ximenae,13311,A,13311,A
61985,Plectorrhiza brevilabris,13182,A,13182,A
61986,Plectorrhiza tridentata,13182,A,13182,A
61987,Plectrophora alata,13421,A,13421,A
61988,Plectrophora calcarhamata,13421,A,13421,A
61989,Plectrophora cultrifolia,13421,A,13421,A
61990,Plectrophora iridifolia,13421,A,13421,A
61991,Plectrophora schmidtii,13421,A,13421,A
61992,Plectrophora suarezii,13421,A,13421,A
61993,Plectrophora triquetra,13421,A,13421,A
61994,Plectrophora zarumensis,13421,A,13421,A
62001,Pleurothallis acestrophylla,13070,A,13070,A
62006,Pleurothallis adeleae,13070,A,13070,A
62008,Pleurothallis adonis,13070,A,13070,A
62010,Pleurothallis aggeris,13070,A,13070,A
62011,Pleurothallis alborosea,13070,A,13070,A
62013,Pleurothallis alopex,13070,A,13070,A
62016,Pleurothallis altimonile,13070,A,13070,A
62017,Pleurothallis alvaroi,13070,A,13070,A
62018,Pleurothallis alveolata,13070,A,13070,A
62020,Pleurothallis amphigya,13070,A,13070,A
62021,Pleurothallis anceps,13070,A,13070,A
62026,Pleurothallis ankyloglossa,13070,A,13070,A
62027,Pleurothallis antennifera,13070,A,13070,A
62028,Pleurothallis anthrax,13070,A,13070,A
62030,Pleurothallis aporosis,13070,A,13070,A
62034,Pleurothallis arietina,13070,A,13070,A
62038,Pleurothallis ascera,13070,A,13070,A
62045,Pleurothallis baudoensis,13070,A,13070,A
62047,Pleurothallis bicornis,13070,A,13070,A
62051,Pleurothallis biserrula,13070,A,13070,A
62052,Pleurothallis bivalvis,13070,A,13070,A
62053,Pleurothallis blepharopetala,13070,A,13070,A
62055,Pleurothallis brachiata,13070,A,13070,A
62064,Pleurothallis calceolaris,13070,A,13070,A
62067,Pleurothallis calolalax,13070,A,13070,A
62070,Pleurothallis canaligera,13070,A,13070,A
62071,Pleurothallis canidentis,13070,A,13070,A
62073,Pleurothallis capitonis,13070,A,13070,A
62074,Pleurothallis caprina,13070,A,13070,A
62078,Pleurothallis cardiostola,13070,A,13070,A
62079,Pleurothallis cardiothallis,13070,A,13070,A
62083,Pleurothallis cassidata,13070,A,13070,A
62088,Pleurothallis chloroleuca,13070,A,13070,A
62092,Pleurothallis cobriformis,13070,A,13070,A
62099,Pleurothallis constricta,13070,A,13070,A
62103,Pleurothallis cordata,13070,A,13070,A
62104,Pleurothallis cordifolia,13070,A,13070,A
62106,Pleurothallis coriacardia,13070,A,13070,A
62111,Pleurothallis cotyligera,13070,A,13070,A
62116,Pleurothallis crocodiliceps,13070,A,13070,A
62117,Pleurothallis crucifera,13070,A,13070,A
62119,Pleurothallis cyanea,13070,A,13070,A
62124,Pleurothallis deflexa,13070,A,13070,A
62128,Pleurothallis dentipetala,13070,A,13070,A
62133,Pleurothallis diabolica,13070,A,13070,A
62134,Pleurothallis dilemma,13070,A,13070,A
62135,Pleurothallis discoidea,13070,A,13070,A
62136,Pleurothallis divaricans,13070,A,13070,A
62140,Pleurothallis dorotheae,13070,A,13070,A
62142,Pleurothallis dunstervillei,13070,A,13070,A
62143,Pleurothallis eccentrica,13070,A,13070,A
62152,Pleurothallis erythrium,13070,A,13070,A
62153,Pleurothallis eumecocaulon,13070,A,13070,A
62158,Pleurothallis fastidiosa,13070,A,13070,A
62163,Pleurothallis forceps-cancri,13070,A,13070,A
62166,Pleurothallis fossulata,13070,A,13070,A
62169,Pleurothallis fugax,13070,A,13070,A
62173,Pleurothallis gargantua,13070,A,13070,A
62178,Pleurothallis geographica,13070,A,13070,A
62182,Pleurothallis globosa,13070,A,13070,A
62184,Pleurothallis glossopogon,13070,A,13070,A
62189,Pleurothallis grandiflora,13070,A,13070,A
62192,Pleurothallis gratiosa,13070,A,13070,A
62201,Pleurothallis henniae,13070,A,13070,A
62206,Pleurothallis hippocrepica,13070,A,13070,A
62210,Pleurothallis hitchcockii,13070,A,13070,A
62211,Pleurothallis hoeijeri,13070,A,13070,A
62213,Pleurothallis homalantha,13070,A,13070,A
62219,Pleurothallis imperialis,13070,A,13070,A
62221,Pleurothallis index,13070,A,13070,A
62222,Pleurothallis inornata,13070,A,13070,A
62228,Pleurothallis jaculifera,13070,A,13070,A
62232,Pleurothallis karlii,13070,A,13070,A
62234,Pleurothallis killipii,13070,A,13070,A
62235,Pleurothallis lamellaris,13070,A,13070,A
62238,Pleurothallis languida,13070,A,13070,A
62243,Pleurothallis latipetala,13070,A,13070,A
62249,Pleurothallis lilijae,13070,A,13070,A
65201,Pleurothallis lindenii,13070,A,13070,A
62252,Pleurothallis linearis,13070,A,13070,A
62254,Pleurothallis linguifera,13070,A,13070,A
62262,Pleurothallis lopezii,13070,A,13070,A
62263,Pleurothallis loranthophylla,13070,A,13070,A
62264,Pleurothallis loreae,13070,A,13070,A
62265,Pleurothallis luctuosa,13070,A,13070,A
62266,Pleurothallis lunaris,13070,A,13070,A
62268,Pleurothallis lynniana,13070,A,13070,A
62269,Pleurothallis macra,13070,A,13070,A
