Scientific name,Rank,RecID,ParentRank,ParentID,Status,Species Author,Notes,Designation,AcceptedRank,AcceptedID
humile,SPECIES,,GENUS,103597,S,Hook.f. & Thomson,,CITES_EU,SPECIES,99682
karpelesae,SPECIES,,GENUS,103597,S,Raym.-Hamet,,CITES_EU,SPECIES,99682
levii,SPECIES,,GENUS,103597,S,Raym.-Hamet,,CITES_EU,SPECIES,99682
imbricatum,SPECIES,,GENUS,103597,S,(Edgew.) Walp.,,CITES_EU,SPECIES,99684
integrifolium,SPECIES,,GENUS,103597,S,(Raf.) A.Nelson,,CITES_EU,SPECIES,99685
rhodioloides,SPECIES,,GENUS,103597,S,Raf.,,CITES_EU,SPECIES,99685
alaskana,SPECIES,,GENUS,99655,S,Rose,,CITES_EU,SPECIES,99685
atropurpurea,SPECIES,,GENUS,99655,S,(Turcz.) Trautv. & ?.?.Mey.,,CITES_EU,SPECIES,99685
borealis,SPECIES,,GENUS,99655,S,Boriss.,,CITES_EU,SPECIES,99685
caespitosa,SPECIES,,GENUS,99655,S,(Ledeb.) Nakai,,CITES_EU,SPECIES,99685
polygama,SPECIES,,GENUS,99655,S,(Rydb.) Britton & Rose,,CITES_EU,SPECIES,99685
alaskanum,SPECIES,,GENUS,103597,S,(Rose) J.K.Henry,,CITES_EU,SPECIES,99685
atropurpureum,SPECIES,,GENUS,103597,S,Turcz.,,CITES_EU,SPECIES,99685
frigidum,SPECIES,,GENUS,103597,S,Rydb.,,CITES_EU,SPECIES,99685
polygamum,SPECIES,,GENUS,103597,S,Rydb.,,CITES_EU,SPECIES,99685
ishidae,SPECIES,,GENUS,103597,S,Miyabe & Kudô,,CITES_EU,SPECIES,99686
linearifolia,SPECIES,,GENUS,99655,S,Boriss.,,CITES_EU,SPECIES,99690
longicaulis,SPECIES,,GENUS,99655,S,(Praeger) S.H.Fu,,CITES_EU,SPECIES,99690
macrolepis,SPECIES,,GENUS,99655,S,(Franch.) S.H.Fu,,CITES_EU,SPECIES,99690
robusta,SPECIES,,GENUS,99655,S,(Praeger) S.H.Fu,,CITES_EU,SPECIES,99690
kirilowii,SPECIES,,GENUS,103597,S,Regel,,CITES_EU,SPECIES,99690
macrolepis,SPECIES,,GENUS,103597,S,Franch.,,CITES_EU,SPECIES,99690
longicaule,SPECIES,,GENUS,103597,S,Praeger,,CITES_EU,SPECIES,99690
robustum,SPECIES,,GENUS,103597,S,Praeger,,CITES_EU,SPECIES,99690
ludlowii,SPECIES,,GENUS,103597,S,(H.Ohba) Kozhevn.,,CITES_EU,SPECIES,99701
eurycarpa,SPECIES,,GENUS,99655,S,(Fröd.) S.H.Fu,,CITES_EU,SPECIES,99702
eurycarpum,SPECIES,,GENUS,103597,S,Fröd.,,CITES_EU,SPECIES,99702
macrocarpum,SPECIES,,GENUS,103597,S,Praeger,,CITES_EU,SPECIES,99702
progressum,SPECIES,,GENUS,103597,S,Diels,,CITES_EU,SPECIES,99702
nepalicum,SPECIES,,GENUS,103597,S,H.Ohba,,CITES_EU,SPECIES,99706
horridum,SPECIES,,GENUS,103597,S,Praeger,,CITES_EU,SPECIES,99708
nobile,SPECIES,,GENUS,103597,S,Franch.,,CITES_EU,SPECIES,99708
