"taxon_concept_id","start_regulation_name","country_name","start_date","opinion_name","term_code","source_code","is_current"
4404,"SRG 91","American Samoa","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Anguilla","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Antarctica","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Aruba","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Bermuda","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Bouvet Island","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","British Indian Ocean Territory","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","British Virgin Islands","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Cayman Islands","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Christmas Island","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Clipperton","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Cocos (Keeling) Islands","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Falkland Islands (Malvinas)","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Faroe Islands","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","French Guiana","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","French Polynesia","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","French Southern and Antarctic Territories","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Gibraltar","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Greenland","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Guadeloupe","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Guam","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Guernsey","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Heard and McDonald Islands","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Hong Kong","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Isle of Man","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Jersey","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Macau","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Martinique","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Mayotte","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Montserrat","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Netherlands Antilles","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","New Caledonia","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Norfolk Island","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Northern Mariana Islands","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Pitcairn Islands","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Puerto Rico","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Réunion","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Saint Helena and Dependencies","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Saint Pierre and Miquelon","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","South Georgia and South Sandwich Islands","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Saint-Barthélemy ","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Saint-Martin ","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Svalbard and Jan Mayen Islands","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Taiwan, Province of China","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Tokelau","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Turks and Caicos Islands","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","United States Minor Outlying Islands","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Virgin Islands of the USA","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Wallis and Futuna Islands","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Afghanistan","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Albania","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Algeria","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Andorra","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Angola","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Antigua and Barbuda","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Argentina","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Armenia","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Australia","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Austria","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Azerbaijan","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Bahamas","2020-09-21","Negative",,"C","TRUE"
4404,"SRG 91","Bahrain","2020-09-21","Negative",,"C","TRUE"
