Scientific name,Rank,RecID,ParentRank,ParentID,Status,Species Author,Notes,Designation
tomentosum,SPECIES,,GENUS,94591,A,"(J.Koenig) S.C.Chen & J.J.Wood, 2009",,CITES_EU
megarhizus,SPECIES,,GENUS,13561,A," Molgo & Carnevali, 2016",,CITES_EU
diminuta,SPECIES,,GENUS,12821,A," Krahl, Valsko & Holanda, 2014",,CITES_EU
integrilabia,SPECIES,,GENUS,12821,A," Valsko, Krahl & Chiron, 2016",,CITES_EU
melunae,SPECIES,,GENUS,12821,A," Archila & Chiron, 2015",,CITES_EU
moritzii,SPECIES,,GENUS,12821,A," Rchb.f., 1859",,CITES_EU
shuicae,SPECIES,,GENUS,66062,A,"(S.S.Ying) T.P.Lin, 2016",,CITES_EU
ramiromedinae,SPECIES,,GENUS,13276,A," Thoerle, 2017",,CITES_EU
ambiguum,SPECIES,,GENUS,13574,A," P.O'Byrne, Gokusing & A.L.Lamb, 2017",,CITES_EU
brassii,SPECIES,,GENUS,13574,A," P.O'Byrne, 2017",,CITES_EU
chanii,SPECIES,,GENUS,13574,A," P.O'Byrne, A.L.Lamb & Gokusing, 2017",,CITES_EU
confusum,SPECIES,,GENUS,13574,A," P.O'Byrne, 2017",,CITES_EU
javanicum,SPECIES,,GENUS,13574,A," P.O'Byrne, 2017",,CITES_EU
lambii,SPECIES,,GENUS,13574,A," P.O'Byrne, 2017",,CITES_EU
meijeri,SPECIES,,GENUS,13574,A," P.O'Byrne, 2017",,CITES_EU
moultonii,SPECIES,,GENUS,13574,A," P.O'Byrne, Gokusing & A.L.Lamb, 2017",,CITES_EU
puspitae,SPECIES,,GENUS,13574,A," P.O'Byrne, 2017",,CITES_EU
robertyongii,SPECIES,,GENUS,13574,A," P.O'Byrne, 2017",,CITES_EU
wenzelii,SPECIES,,GENUS,13574,A," P.O'Byrne, 2017",,CITES_EU
stefan-jetteri,SPECIES,,GENUS,13033,A," Eb.Fisch., Killmann, Delep. & Lebel, 2015",,CITES_EU
brachyscapa,SPECIES,,GENUS,12745,A," D.L.Jones & C.J.French, 2016",,CITES_EU
brevis,SPECIES,,GENUS,12745,A," D.L.Jones & C.J.French, 2016",,CITES_EU
calcicola,SPECIES,,GENUS,12745,A," R.J.Bates, 2015",,CITES_EU
carecta,SPECIES,,GENUS,12745,A," D.L.Jones & C.J.French, 2016",,CITES_EU
cruenta,SPECIES,,GENUS,12745,A," D.L.Jones & C.J.French, 2016",,CITES_EU
inundata,SPECIES,,GENUS,12745,A," D.L.Jones & R.J.Bates, 2017",,CITES_EU
leopardina,SPECIES,,GENUS,12745,A," D.L.Jones & R.J.Bates, 2017",,CITES_EU
littoralis,SPECIES,,GENUS,12745,A," D.L.Jones & C.J.French, 2016",,CITES_EU
oraria,SPECIES,,GENUS,12745,A," D.L.Jones & C.J.French, 2016",,CITES_EU
ostrina,SPECIES,,GENUS,12745,A," D.L.Jones & C.J.French, 2016",,CITES_EU
pallescens,SPECIES,,GENUS,12745,A," D.L.Jones & C.J.French, 2016",,CITES_EU
porphyrochila,SPECIES,,GENUS,12745,A," D.L.Jones & C.J.French, 2016",,CITES_EU
suffusa,SPECIES,,GENUS,12745,A," D.L.Jones & C.J.French, 2016",,CITES_EU
tinctoria,SPECIES,,GENUS,12745,A," D.L.Jones & C.J.French, 2016",,CITES_EU
virginea,SPECIES,,GENUS,57899,A,"(Bolus) H.P.Linder & Kurzweil, 1995",,CITES_EU
aberrans,SPECIES,,GENUS,57900,A,"(Schltr.) Luer, 1996",,CITES_EU
bufonis,SPECIES,,GENUS,57900,A,"(Luer & Hirtz) Luer, 1996",,CITES_EU
yupanki,SPECIES,,GENUS,13234,A,"(Luer & R.Vásquez) Karremans, 2016",,CITES_EU
biseta,SPECIES,,GENUS,66572,A,"(Luer) Pupulin, 2017",,CITES_EU
expolita,SPECIES,,GENUS,66572,A," Pupulin & Belfort, 2017",,CITES_EU
longipedunculata,SPECIES,,GENUS,66572,A," Pupulin & Karremans, 2017",,CITES_EU
cerrojefensis,SPECIES,,GENUS,13357,A," J.M.H.Shaw, 2017",,CITES_EU
dressleri,SPECIES,,GENUS,13357,A,"(Szlach. & Kolan.) J.M.H.Shaw, 2017",,CITES_EU
ecallosus,SPECIES,,GENUS,13357,A,"(Szlach. & Kolan.) J.M.H.Shaw, 2017",,CITES_EU
emberanus,SPECIES,,GENUS,13357,A,"(Szlach. & Kolan.) J.M.H.Shaw, 2016",,CITES_EU
luteynii,SPECIES,,GENUS,13357,A,"(Szlach. & Kolan.) J.M.H.Shaw, 2016",,CITES_EU
magnipetalus,SPECIES,,GENUS,13357,A,"(Szlach. & Kolan.) J.M.H.Shaw, 2016",,CITES_EU
orozcoae,SPECIES,,GENUS,13357,A,"(Szlach. & Kolan.) J.M.H.Shaw, 2016",,CITES_EU
ortizianus,SPECIES,,GENUS,13357,A," Kolan., Baranow & Rykacz., 2017",,CITES_EU
peruvianus,SPECIES,,GENUS,13357,A,"(Szlach. & Kolan.) J.M.H.Shaw, 2017",,CITES_EU
sytsmae,SPECIES,,GENUS,13357,A,"(Szlach. & Kolan.) J.M.H.Shaw, 2017",,CITES_EU
ortiziana,SPECIES,,GENUS,67791,A,"(Szlach., Lamczyk & Baranow) J.M.H.Shaw, 2016",,CITES_EU
mutabilis,SPECIES,,GENUS,12967,A," Ormerod, 2017",,CITES_EU
unguiculatus,SPECIES,,GENUS,12967,A,"(J.J.Sm.) Ormerod, 2015",,CITES_EU
adsettii,SPECIES,,GENUS,13363,A," Serracín, J.S.Harrison, Bogarín & Sánchez Sald., 2016",,CITES_EU
aida-alvareziae,SPECIES,,GENUS,13363,A," Hágsater, 2016",,CITES_EU
albopropinquum,SPECIES,,GENUS,13363,A," Hágsater & E.Santiago, 2015",,CITES_EU
althausenii,SPECIES,,GENUS,13363,A," A.D.Hawkes, 1957",,CITES_EU
ancipitosum,SPECIES,,GENUS,13363,A," Hágsater & E.Santiago, 2016",,CITES_EU
baryanthum,SPECIES,,GENUS,13363,A," Hágsater & Salas Guerr., 2016",,CITES_EU
betancurii,SPECIES,,GENUS,13363,A," Hágsater & E.Santiago, 2016",,CITES_EU
borealistachyum,SPECIES,,GENUS,13363,A," Hágsater, E.Santiago & C.F.Fernández, 2015",,CITES_EU
bothryanthum,SPECIES,,GENUS,13363,A," M.R.Miranda, F.J.de Jesus, Chiron & Hágsater, 2015",,CITES_EU
boyacaense,SPECIES,,GENUS,13363,A,"(Szlach. & Kolan.) J.M.H.Shaw, 2016",,CITES_EU
brachyoothistachyum,SPECIES,,GENUS,13363,A," Hágsater & E.Santiago, 2015",,CITES_EU
brachyrhodochilum,SPECIES,,GENUS,13363,A," Hágsater & E.Santiago, 2015",,CITES_EU
brachystelestachyum,SPECIES,,GENUS,13363,A," Hágsater, E.Santiago & Reina-Rodr., 2015",,CITES_EU
camargoi,SPECIES,,GENUS,13363,A,"(Szlach. & Kolan.) J.M.H.Shaw, 2016",,CITES_EU
campos-portoi,SPECIES,,GENUS,13363,A," Barberena, 2016",,CITES_EU
cardiomorphum,SPECIES,,GENUS,13363,A," Hágsater & E.Santiago, 2016",,CITES_EU
cardiostachyum,SPECIES,,GENUS,13363,A," Hágsater & E.Santiago, 2015",,CITES_EU
carlos-uribei,SPECIES,,GENUS,13363,A," Hágsater & E.Santiago, 2016",,CITES_EU
ceticaudatum,SPECIES,,GENUS,13363,A," Rinc.-González, Villanueva & E.Santiago, 2015",,CITES_EU
chartacifolium,SPECIES,,GENUS,13363,A," Hágsater & Sánchez Sald., 2016",,CITES_EU
chilcalorum,SPECIES,,GENUS,13363,A," Hágsater, Reina-Rodr. & Rodr.-Mart., 2015",,CITES_EU
chingazaense,SPECIES,,GENUS,13363,A," Hágsater, E.Santiago & Uribe Vélez, 2016",,CITES_EU
chondrochilum,SPECIES,,GENUS,13363,A," F.Lehm. & Kraenzl., 1899",,CITES_EU
chotaense,SPECIES,,GENUS,13363,A," Chocce, Hágsater & Vega-Vera, 2015",,CITES_EU
cocuyense,SPECIES,,GENUS,13363,A," Hágsater & E.Santiago, 2016",,CITES_EU
cornurepens,SPECIES,,GENUS,13363,A," Hágsater, H.Ferrer & L.Sánchez, 2015",,CITES_EU
corymborkiphyllum,SPECIES,,GENUS,13363,A," Hágsater & E.Santiago, 2016",,CITES_EU
deltastachyum,SPECIES,,GENUS,13363,A," Hágsater & E.Santiago, 2015",,CITES_EU
erica-moroniae,SPECIES,,GENUS,13363,A," Hágsater & E.Santiago, 2016",,CITES_EU
erikae,SPECIES,,GENUS,13363,A," Hágsater & E.Santiago, 2015",,CITES_EU
falcivesicicaule,SPECIES,,GENUS,13363,A," Hágsater & E.Santiago, 2016",,CITES_EU
falsum,SPECIES,,GENUS,13363,A," Rchb.f., 1886",,CITES_EU
farallocernuum,SPECIES,,GENUS,13363,A," Hágsater & E.Santiago, 2016",,CITES_EU
fastigiatum,SPECIES,,GENUS,13363,A," Lindl., 1853",,CITES_EU
findlingiae,SPECIES,,GENUS,13363,A," Hágsater, Dalström & Ruíz Pérez, 2015",,CITES_EU
fraternum,SPECIES,,GENUS,13363,A," Schltr., 1920",,CITES_EU
glabrilabium,SPECIES,,GENUS,13363,A,"(Szlach. & Kolan.) J.M.H.Shaw, 2016",,CITES_EU
hardingiae,SPECIES,,GENUS,13363,A," J.S.Moreno, Hágsater & L.Sánchez, 2016",,CITES_EU
hartmanniorum,SPECIES,,GENUS,13363,A," Karremans & M.Díaz, 2016",,CITES_EU
hernandoi,SPECIES,,GENUS,13363,A,"(Szlach. & Kolan.) J.M.H.Shaw, 2016",,CITES_EU
iang-rondonii,SPECIES,,GENUS,13363,A," M.Bonilla, Hágsater & L.Sánchez, 2016",,CITES_EU
incahuamanii,SPECIES,,GENUS,13363,A," Collantes & Hágsater, 2015",,CITES_EU
incapachychilum,SPECIES,,GENUS,13363,A," Hágsater & E.Santiago, 2015",,CITES_EU
ionostachyum,SPECIES,,GENUS,13363,A," Hágsater, E.Santiago & García-Revelo, 2016",,CITES_EU
ixilum,SPECIES,,GENUS,13363,A," Hágsater, Archila & Chiron, 2015",,CITES_EU
joaquin-ortizii,SPECIES,,GENUS,13363,A," Hágsater, E.Santiago & Salas Guerr., 2016",,CITES_EU
jose-alvarezii,SPECIES,,GENUS,13363,A," Hágsater, Gut.Peralta & Nauray, 2015",,CITES_EU
kapuleri,SPECIES,,GENUS,13363,A,"(Szlach. & Kolan.) J.M.H.Shaw, 2016",,CITES_EU
lasiostachyum,SPECIES,,GENUS,13363,A," Rodr.-Mart., Hágsater & E.Santiago, 2016",,CITES_EU
libiae,SPECIES,,GENUS,13363,A," Hágsater, García Lopera & Est.Domínguez, 2015",,CITES_EU
lizethae,SPECIES,,GENUS,13363,A," Hágsater, Rinc.-Useche & L.Sánchez, 2015",,CITES_EU
macphersonii,SPECIES,,GENUS,13363,A," Hágsater & E.Santiago, 2015",,CITES_EU
macroceras,SPECIES,,GENUS,13363,A," Schltr., 1920",,CITES_EU
macuchiense,SPECIES,,GENUS,13363,A," Hágsater & E.Santiago, 2015",,CITES_EU
megalocoleum,SPECIES,,GENUS,13363,A," Hágsater, 2007",,CITES_EU
mormontoyi,SPECIES,,GENUS,13363,A," Collantes & Hágsater, 2015",,CITES_EU
munchiquense,SPECIES,,GENUS,13363,A," Hágsater, E.Santiago & García-Revelo, 2015",,CITES_EU
neofuchsii,SPECIES,,GENUS,13363,A," J.M.H.Shaw, 2017",,CITES_EU
niveum,SPECIES,,GENUS,13363,A," E.M.Pessoa & M.R.Miranda, 2015",,CITES_EU
nocteva,SPECIES,,GENUS,13363,A," Hágsater & L.Sánchez, 2016",,CITES_EU
notostachyum,SPECIES,,GENUS,13363,A," Hágsater & E.Santiago, 2015",,CITES_EU
ochoae,SPECIES,,GENUS,13363,A," Collantes & Hágsater, 2015",,CITES_EU
odontostachyum,SPECIES,,GENUS,13363,A," Hágsater & E.Santiago, 2015",,CITES_EU
oliganthum,SPECIES,,GENUS,13363,A," Schltr., 1921",,CITES_EU
pachyclinium,SPECIES,,GENUS,13363,A," Hágsater & E.Santiago, 2016",,CITES_EU
pachyphyllum,SPECIES,,GENUS,13363,A," Schltr., 1920",,CITES_EU
pachypodum,SPECIES,,GENUS,13363,A," Schltr., 1920",,CITES_EU
platypetalonocturnum,SPECIES,,GENUS,13363,A," Hágsater & L.Sánchez, 2016",,CITES_EU
platypleuromegaloclinium,SPECIES,,GENUS,13363,A," Hágsater, Uribe Vélez & E.Santiago, 2016",,CITES_EU
polythallum,SPECIES,,GENUS,13363,A," Est.Domínguez, J.S.Moreno, Hágsater & E.Santiago, 2016",,CITES_EU
porphyrostachyum,SPECIES,,GENUS,13363,A," Hágsater & E.Santiago, 2015",,CITES_EU
prancei,SPECIES,,GENUS,13363,A," Hágsater & L.Sánchez, 2016",,CITES_EU
puracestachyum,SPECIES,,GENUS,13363,A," Hágsater & E.Santiago, 2015",,CITES_EU
ramiro-medinae,SPECIES,,GENUS,13363,A," Hágsater & L.Sánchez, 2015",,CITES_EU
recurvitepalostachyum,SPECIES,,GENUS,13363,A," Hágsater & E.Santiago, 2015",,CITES_EU
roezlii,SPECIES,,GENUS,13363,A," Hágsater, 2016",,CITES_EU
sandiorum,SPECIES,,GENUS,13363,A," Hágsater, Karremans & L.Sánchez, 2012",,CITES_EU
sarcostachyum,SPECIES,,GENUS,13363,A," Hágsater, E.Santiago & Becerra, 2015",,CITES_EU
sigmostachyum,SPECIES,,GENUS,13363,A," Hágsater, E.Santiago & D.Trujillo, 2015",,CITES_EU
smithii,SPECIES,,GENUS,13363,A," Schltr., 1920",,CITES_EU
stenobractistachyum,SPECIES,,GENUS,13363,A," Hágsater & E.Santiago, 2015",,CITES_EU
sumacostachyum,SPECIES,,GENUS,13363,A," Hágsater & E.Santiago, 2015",,CITES_EU
taguatingense,SPECIES,,GENUS,13363,A,"(Brieger & Bicalho) Hágsater, Meneguzzo & L.Sánchez, 2015",,CITES_EU
tequendamae,SPECIES,,GENUS,13363,A," F.Lehm. & Kraenzl., 1899",,CITES_EU
totoroense,SPECIES,,GENUS,13363,A," J.S.Moreno, Hágsater, E.Santiago & Erazo, 2016",,CITES_EU
tripetaloides,SPECIES,,GENUS,13363,A," Hágsater & E.Santiago, 2015",,CITES_EU
uribeianum,SPECIES,,GENUS,13363,A," J.M.H.Shaw, 2016",,CITES_EU
valenteanum,SPECIES,,GENUS,13363,A," Campacci & Locatelli, 2016",,CITES_EU
vallis-silentii,SPECIES,,GENUS,13363,A," M.Díaz & Karremans, 2016",,CITES_EU
vigosi,SPECIES,,GENUS,13363,A," Hágsater & E.Santiago, 2015",,CITES_EU
xerophyticum,SPECIES,,GENUS,13363,A," Hágsater & E.Santiago, 2016",,CITES_EU
yanatilense,SPECIES,,GENUS,13363,A," Damian & Hágsater, 2016",,CITES_EU
zongoincomptum,SPECIES,,GENUS,13363,A," Hágsater & E.Santiago, 2015",,CITES_EU
collaris,SPECIES,,GENUS,13016,A," S.Hertel, 2015 publ. 2016",,CITES_EU
fascicularis,SPECIES,,GENUS,13016,A," T.P.Lin, 2015",,CITES_EU
lucana,SPECIES,,GENUS,13016,A," Presser, S.Hertel & V.A.Romano, 2015 publ. 2016",,CITES_EU
grandicaulis,SPECIES,,GENUS,13236,A," Aver., 2015",,CITES_EU
latibracteata,SPECIES,,GENUS,13236,A," Sander ex Mast., 1895",,CITES_EU
praecox,SPECIES,,GENUS,13236,A," Aver., 2015",,CITES_EU
collinus,SPECIES,,GENUS,13389,A," D.L.Jones & R.J.Bates, 2016",,CITES_EU
paludosus,SPECIES,,GENUS,13389,A," D.L.Jones & R.J.Bates, 2016",,CITES_EU
aggregata,SPECIES,,GENUS,12719,A,"(T.P.Lin & W.M.Lin) T.P.Lin, 2016",,CITES_EU
chinensis,SPECIES,,GENUS,12719,A,"(Rolfe) Schltr., 1914",,CITES_EU
brachycentra,SPECIES,,GENUS,13660,A," Hayata, 1914",,CITES_EU
segawae,SPECIES,,GENUS,13660,A," Fukuy., 1934",,CITES_EU
colombiana,SPECIES,,GENUS,13416,A,"(Schltr.) Schltr., 1925",,CITES_EU
tianbaoensis,SPECIES,,GENUS,13186,A," Q.Liu & Y.H.Tan, 2016",,CITES_EU
cajanoae,SPECIES,,GENUS,13271,A," Barcelona & Pelser, 2016",,CITES_EU
cooperae,SPECIES,,GENUS,13271,A," Lehnebach & J.R.Rolfe, 2016",,CITES_EU
isabelensis,SPECIES,,GENUS,13271,A," T.C.Hsu, 2016",,CITES_EU
kuroshimensis,SPECIES,,GENUS,13271,A," Suetsugu, 2016",,CITES_EU
molloyi,SPECIES,,GENUS,13271,A," Lehnebach & J.R.Rolfe, 2016",,CITES_EU
nantoensis,SPECIES,,GENUS,13271,A," T.C.Hsu & C.M.Kuo ex T.P.Lin, 2016",,CITES_EU
nipponicoides,SPECIES,,GENUS,13271,A," Suetsugu, 2017",,CITES_EU
okinawensis,SPECIES,,GENUS,13271,A," Suetsugu, 2017",,CITES_EU
selabintanensis,SPECIES,,GENUS,13271,A," Tsukaya & Hidayat, 2016",,CITES_EU
solomonensis,SPECIES,,GENUS,13271,A," T.C.Hsu, 2016",,CITES_EU
stapfii,SPECIES,,GENUS,13271,A," Hayata, 1911",,CITES_EU
steinhardtiana,SPECIES,,GENUS,58898,A," Senghas, 1997",,CITES_EU
villosa,SPECIES,,GENUS,58898,A,"(Thouars) J.V.Stone & P.J.Cribb, 2017",,CITES_EU
griffithii,SPECIES,,GENUS,13571,A,"(Hook.f.) X.H.Jin & D.Z.Li, 2015",,CITES_EU
capparinum,SPECIES,,GENUS,12987,A,"(D.L.Jones) J.M.H.Shaw, 2017",,CITES_EU
carectum,SPECIES,,GENUS,12987,A,"(D.L.Jones & L.M.Copel.) J.M.H.Shaw, 2017",,CITES_EU
stephensonii,SPECIES,,GENUS,12987,A,"(D.L.Jones) J.M.H.Shaw, 2016",,CITES_EU
tenellum,SPECIES,,GENUS,12987,A,"(D.L.Jones & L.M.Copel.) J.M.H.Shaw, 2017",,CITES_EU
altigena,SPECIES,,GENUS,12849,A,"(P.Royen) J.M.H.Shaw, 2016",,CITES_EU
altomontana,SPECIES,,GENUS,12849,A,"(Gilli) J.M.H.Shaw, 2016",,CITES_EU
ambricaulis,SPECIES,,GENUS,12849,A,"(P.Royen) J.M.H.Shaw, 2016",,CITES_EU
ambuensis,SPECIES,,GENUS,12849,A,"(P.Royen) J.M.H.Shaw, 2016",,CITES_EU
antaresensis,SPECIES,,GENUS,12849,A,"(P.Royen) J.M.H.Shaw, 2016",,CITES_EU
appendiculoides,SPECIES,,GENUS,12849,A," Ormerod, 2015",,CITES_EU
brassii,SPECIES,,GENUS,12849,A," Ormerod, 2015",,CITES_EU
caespitosa,SPECIES,,GENUS,12849,A,"(P.Royen) J.M.H.Shaw, 2016",,CITES_EU
chlorantha,SPECIES,,GENUS,12849,A,"(P.Royen) J.M.H.Shaw, 2016",,CITES_EU
crispa,SPECIES,,GENUS,12849,A,"(P.Royen) J.M.H.Shaw, 2016",,CITES_EU
cristata,SPECIES,,GENUS,12849,A,"(P.Royen) J.M.H.Shaw, 2016",,CITES_EU
diffusa,SPECIES,,GENUS,12849,A,"(P.Royen) J.M.H.Shaw, 2016",,CITES_EU
fluviatilis,SPECIES,,GENUS,12849,A,"(P.Royen) J.M.H.Shaw, 2016",,CITES_EU
gastrodioides,SPECIES,,GENUS,12849,A," Cootes, Cabactulan & M.Leon, 2017",,CITES_EU
geminata,SPECIES,,GENUS,12849,A," Ormerod, 2015",,CITES_EU
grandilabella,SPECIES,,GENUS,12849,A,"(P.Royen) J.M.H.Shaw, 2016",,CITES_EU
kamay-nolomi,SPECIES,,GENUS,12849,A," Ormerod, 2015",,CITES_EU
kerewensis,SPECIES,,GENUS,12849,A,"(P.Royen) J.M.H.Shaw, 2016",,CITES_EU
keysseri,SPECIES,,GENUS,12849,A,"(Schltr.) J.M.H.Shaw, 2016",,CITES_EU
kuperensis,SPECIES,,GENUS,12849,A," Ormerod, 2015",,CITES_EU
minjensis,SPECIES,,GENUS,12849,A,"(P.Royen) J.M.H.Shaw, 2016",,CITES_EU
monticuprina,SPECIES,,GENUS,12849,A,"(P.Royen) J.M.H.Shaw, 2016",,CITES_EU
muscicola,SPECIES,,GENUS,12849,A,"(P.Royen) J.M.H.Shaw, 2016",,CITES_EU
nigricans,SPECIES,,GENUS,12849,A,"(P.Royen) J.M.H.Shaw, 2016",,CITES_EU
nigrimarginata,SPECIES,,GENUS,12849,A,"(P.Royen) J.M.H.Shaw, 2016",,CITES_EU
noroma,SPECIES,,GENUS,12849,A,"(P.Royen) J.M.H.Shaw, 2016",,CITES_EU
pendulosa,SPECIES,,GENUS,12849,A," J.M.H.Shaw, 2016",,CITES_EU
pinifolia,SPECIES,,GENUS,12849,A,"(P.Royen) J.M.H.Shaw, 2016",,CITES_EU
saccharipanis,SPECIES,,GENUS,12849,A," Ormerod, 2015",,CITES_EU
sandaveri,SPECIES,,GENUS,12849,A," Ormerod, 2015",,CITES_EU
scopulata,SPECIES,,GENUS,12849,A,"(P.Royen) J.M.H.Shaw, 2016",,CITES_EU
stolonifera,SPECIES,,GENUS,12849,A," Ormerod, 2015",,CITES_EU
subnivalis,SPECIES,,GENUS,12849,A," J.M.H.Shaw, 2016",,CITES_EU
tortuosa,SPECIES,,GENUS,12849,A,"(P.Royen) J.M.H.Shaw, 2016",,CITES_EU
tubisepala,SPECIES,,GENUS,12849,A,"(P.Royen) J.M.H.Shaw, 2016",,CITES_EU
umbrosa,SPECIES,,GENUS,12849,A,"(P.Royen) J.M.H.Shaw, 2016",,CITES_EU
alvesiana,SPECIES,,GENUS,12851,A,"(Campacci) J.M.H.Shaw, 2016",,CITES_EU
cipoensis,SPECIES,,GENUS,12851,A,"(Laitano & V.P.Castro) Laitano & L.R.S.Guim., 2017",,CITES_EU
deuteroregentii,SPECIES,,GENUS,12851,A," J.M.H.Shaw, 2017",,CITES_EU
ottonis,SPECIES,,GENUS,12851,A,"(Schltr.) J.M.H.Shaw & M.Giannak., 2017",,CITES_EU
pauloensis,SPECIES,,GENUS,12851,A,"(V.P.Castro & Laitano) Laitano & L.R.S.Guim., 2017",,CITES_EU
huilaensis,SPECIES,,GENUS,13281,A,"(Garay) H.C.Dueñas & Fern.Alonso, 2007",,CITES_EU
batemanni,SPECIES,,GENUS,13158,A,"(Lindl.) Henshall ex Mabb. & Jenny, 2015",,CITES_EU
oscarrodrigoi,SPECIES,,GENUS,13158,A," Archila, Szlach. & Chiron, 2016",,CITES_EU
cyclopensis,SPECIES,,GENUS,13106,A," Ormerod, 2017",,CITES_EU
nantoensis,SPECIES,,GENUS,13106,A," Hayata, 1911",,CITES_EU
similis,SPECIES,,GENUS,13106,A," Blume, 1858",,CITES_EU
deserticola,SPECIES,,GENUS,95231,A," Salazar, Hern.-López & J.Sharma, 2016",,CITES_EU
micrantha,SPECIES,,GENUS,95231,A,"(Lex.) Salazar & R.Jiménez, 2016",,CITES_EU
wercklei,SPECIES,,GENUS,95231,A,"(Schltr.) Salazar & R.Jiménez, 2016",,CITES_EU
minutissima,SPECIES,,GENUS,13415,A," P.T.Ong & P.O'Byrne, 2014",,CITES_EU
multistrata,SPECIES,,GENUS,13415,A," P.O'Byrne, J.J.Verm. & S.M.L.Lee, 2015",,CITES_EU
brachydactyla,SPECIES,,GENUS,96848,A," J.A.N.Bat. & Bianch., 2017",,CITES_EU
campylogyna,SPECIES,,GENUS,96848,A," J.A.N.Bat. & Bianch., 2017",,CITES_EU
caucana,SPECIES,,GENUS,96848,A," Schltr., 1920",,CITES_EU
espinhacensis,SPECIES,,GENUS,96848,A," J.A.N.Bat. & A.A.Vale, 2016",,CITES_EU
hippocrepica,SPECIES,,GENUS,96848,A," J.A.N.Bat. & Bianch., 2016",,CITES_EU
idroboi,SPECIES,,GENUS,96848,A," Szlach. & Kolan., 2017",,CITES_EU
irwiniana,SPECIES,,GENUS,96848,A," J.A.N.Bat. & Bianch., 2017",,CITES_EU
janellehayneana,SPECIES,,GENUS,96848,A," Choltco, B.Moloney & Yong Gee, 2017",,CITES_EU
langenheimii,SPECIES,,GENUS,96848,A," Szlach. & Kolan., 2017",,CITES_EU
maculosa,SPECIES,,GENUS,96848,A," Lindl., 1835",,CITES_EU
minuta,SPECIES,,GENUS,96848,A," J.A.N.Bat. & Bianch., 2017",,CITES_EU
nepalensis,SPECIES,,GENUS,96848,A," Kolan., 2016",,CITES_EU
ospinae,SPECIES,,GENUS,96848,A," Szlach. & Kolan., 2017",,CITES_EU
pansarinii,SPECIES,,GENUS,96848,A," J.A.N.Bat. & Bianch., 2017",,CITES_EU
quadriferricola,SPECIES,,GENUS,96848,A," J.A.N.Bat. & B.M.Carvalho, 2016",,CITES_EU
reflexicalcar,SPECIES,,GENUS,96848,A," J.A.N.Bat. & B.M.Carvalho, 2016",,CITES_EU
sahyadrica,SPECIES,,GENUS,96848,A," K.M.P.Kumar, Nirmesh, V.B.Sreek. & Kumar, 2016",,CITES_EU
sastrei,SPECIES,,GENUS,96848,A," Szlach. & Kolan., 2017",,CITES_EU
smithii,SPECIES,,GENUS,96848,A," Schltr., 1920",,CITES_EU
undulata,SPECIES,,GENUS,96848,A," Frapp. ex Cordem., 1895",,CITES_EU
wallichii,SPECIES,,GENUS,96848,A,"(Kolan., Kras & Szlach.) J.M.H.Shaw, 2017",,CITES_EU
yookuaaensis,SPECIES,,GENUS,96848,A," Mejía-Marín, Espejo, López-Ferr. & R.Jiménez, 2017",,CITES_EU
dominicii,SPECIES,,GENUS,12915,A," E.Parra, Szlach. & S.Nowak, 2016",,CITES_EU
galeata,SPECIES,,GENUS,13367,A," Ying Tang, X.X.Zhu & H.Peng, 2016",,CITES_EU
albomarginatum,SPECIES,,GENUS,13516,A,"(King) X.H.Jin, Schuit., Raskoti & Lu Q.Huang, 2015",,CITES_EU
albosanguineum,SPECIES,,GENUS,13516,A,"(Renz) X.H.Jin, Schuit., Raskoti & Lu Q.Huang, 2015",,CITES_EU
albovirens,SPECIES,,GENUS,13516,A,"(Renz) X.H.Jin, Schuit., Raskoti & Lu Q.Huang, 2015",,CITES_EU
clavigerum,SPECIES,,GENUS,13516,A,"(Lindl.) X.H.Jin, Schuit., Raskoti & Lu Q.Huang, 2015",,CITES_EU
edgeworthii,SPECIES,,GENUS,13516,A,"(Hook.f. ex Collett) X.H.Jin, Schuit., Raskoti & Lu Q.Huang, 2015",,CITES_EU
fimbriatum,SPECIES,,GENUS,13516,A,"(Raskoti) X.H.Jin, Schuit., Raskoti & Lu Q.Huang, 2015",,CITES_EU
handelii,SPECIES,,GENUS,13516,A," X.H.Jin, Schuit., Raskoti & Lu Q.Huang, 2015",,CITES_EU
himalayanum,SPECIES,,GENUS,13516,A,"(Renz) X.H.Jin, Schuit., Raskoti & Lu Q.Huang, 2015",,CITES_EU
humidicola,SPECIES,,GENUS,13516,A,"(K.Y.Lang & D.S.Deng) X.H.Jin, Schuit., Raskoti & Lu Q.Huang, 2015",,CITES_EU
latilabre,SPECIES,,GENUS,13516,A,"(Lindl.) X.H.Jin, Schuit., Raskoti & Lu Q.Huang, 2015",,CITES_EU
mannii,SPECIES,,GENUS,13516,A,"(Rchb.f.) Tang & F.T.Wang, 1936",,CITES_EU
oxysepalum,SPECIES,,GENUS,13516,A,"(K.Y.Lang) X.H.Jin, Schuit., Raskoti & Lu Q.Huang, 2015",,CITES_EU
pygmaeum,SPECIES,,GENUS,13516,A," Renz, 2001",,CITES_EU
tibeticum,SPECIES,,GENUS,13516,A," X.H.Jin, Schuit. & Raskoti, 2017",,CITES_EU
wangianum,SPECIES,,GENUS,13516,A," X.H.Jin, Schuit., Raskoti & Lu Q.Huang, 2015",,CITES_EU
