"taxon_concept_id","Rank","GEO_entity","ISO Code 2","Designation","Reference"
98282,"SPECIES","COUNTRY","ER","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98282,"SPECIES","COUNTRY","IN","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98282,"SPECIES","COUNTRY","IL","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98282,"SPECIES","COUNTRY","JO","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98282,"SPECIES","COUNTRY","KE","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98282,"SPECIES","COUNTRY","MG","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98282,"SPECIES","COUNTRY","MV","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98282,"SPECIES","COUNTRY","MU","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98282,"SPECIES","TERRITORY","YT","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98282,"SPECIES","COUNTRY","MZ","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98282,"SPECIES","COUNTRY","OM","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98282,"SPECIES","TERRITORY","RE","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98282,"SPECIES","COUNTRY","SA","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98282,"SPECIES","COUNTRY","SC","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98282,"SPECIES","COUNTRY","LK","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98282,"SPECIES","COUNTRY","TZ","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98283,"SPECIES","TERRITORY","AS","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98283,"SPECIES","COUNTRY","AU","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98283,"SPECIES","COUNTRY","KH","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98283,"SPECIES","COUNTRY","CN","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98283,"SPECIES","COUNTRY","CK","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98283,"SPECIES","COUNTRY","CK","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98283,"SPECIES","COUNTRY","FJ","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98283,"SPECIES","TERRITORY","PF","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98283,"SPECIES","TERRITORY","GU","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98283,"SPECIES","COUNTRY","ID","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98283,"SPECIES","COUNTRY","MY","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98283,"SPECIES","COUNTRY","FM","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98283,"SPECIES","COUNTRY","NR","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98283,"SPECIES","TERRITORY","NC","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98283,"SPECIES","TERRITORY","NU","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98283,"SPECIES","TERRITORY","MP","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98283,"SPECIES","COUNTRY","PG","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98283,"SPECIES","COUNTRY","PW","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98283,"SPECIES","COUNTRY","PH","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98283,"SPECIES","TERRITORY","PN","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98283,"SPECIES","COUNTRY","WS","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98283,"SPECIES","COUNTRY","SG","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98283,"SPECIES","COUNTRY","TH","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98283,"SPECIES","TERRITORY","TK","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98283,"SPECIES","COUNTRY","TO","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98283,"SPECIES","COUNTRY","TV","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98283,"SPECIES","COUNTRY","US","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98283,"SPECIES","COUNTRY","VU","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98283,"SPECIES","COUNTRY","VN","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98283,"SPECIES","TERRITORY","WF","CITES_EU","Purcell, S., Samyn, Y. and Conand, C. 2012. Commercially important sea cucumbers of the world. FAO Species Catalogue for Fishery Purposes No 6. Food and Agriculture Organization of the United Nations, Rome, Italy."
98237,"SPECIES","COUNTRY","CN","CITES_EU","Qian, L., Sun, X., Li, J., Guo, W., Pan, T., Kang, X., Wang, H., Jiang, J., Wu, J. and Zhang, B. 2017. A new species of the genus Tylototriton (Amphibia: Urodela: Salamandridae) from the southern Dabie Mountains in Anhui Province. Asian Herpetological Research, 8(3): 151–164."
98217,"SPECIES","COUNTRY","PH","CITES_EU","Rocha, J.C., Piva, A., Batista, J. and Machado, D.C. 2015. Occurrence of the Tokay Gecko Gekko gecko (Linnaeus 1758) (Squamata, Gekkonidae), an exotic species in southern Brazil. Herpetology Notes, 8(January): 8–10."
98217,"SPECIES","COUNTRY","SG","CITES_EU","Rocha, J.C., Piva, A., Batista, J. and Machado, D.C. 2015. Occurrence of the Tokay Gecko Gekko gecko (Linnaeus 1758) (Squamata, Gekkonidae), an exotic species in southern Brazil. Herpetology Notes, 8(January): 8–10."
98217,"SPECIES","COUNTRY","BZ","CITES_EU","Rocha, J.C., Piva, A., Batista, J. and Machado, D.C. 2015. Occurrence of the Tokay Gecko Gekko gecko (Linnaeus 1758) (Squamata, Gekkonidae), an exotic species in southern Brazil. Herpetology Notes, 8(January): 8–10."
98217,"SPECIES","TERRITORY","TW","CITES_EU","Rocha, J.C., Piva, A., Batista, J. and Machado, D.C. 2015. Occurrence of the Tokay Gecko Gekko gecko (Linnaeus 1758) (Squamata, Gekkonidae), an exotic species in southern Brazil. Herpetology Notes, 8(January): 8–10."
67634,"SPECIES","COUNTRY","LK","CITES_EU","Samarawickrama, V.A.M.P.K., Janananda, M.D.B.G., Ranawana, K.B. and Smith, A. 2005. Study of the distribution of the Genus Poecilotheria of the Family Theraphosidae in Sri Lanka. Ceylon Journal of Science (Biological Sciences), 34: 75–86."
67161,"SPECIES","COUNTRY","LK","CITES_EU","Samarawickrama, V.A.M.P.K., Janananda, M.D.B.G., Ranawana, K.B. and Smith, A. 2005. Study of the distribution of the Genus Poecilotheria of the Family Theraphosidae in Sri Lanka. Ceylon Journal of Science (Biological Sciences), 34: 75–86."
67441,"SPECIES","COUNTRY","LK","CITES_EU","Samarawickrama, V.A.M.P.K., Janananda, M.D.B.G., Ranawana, K.B. and Smith, A. 2005. Study of the distribution of the Genus Poecilotheria of the Family Theraphosidae in Sri Lanka. Ceylon Journal of Science (Biological Sciences), 34: 75–86."
98292,"SPECIES","COUNTRY","LK","CITES_EU","Samarawickrama, V.A.M.P.K., Janananda, M.D.B.G., Ranawana, K.B. and Smith, A. 2005. Study of the distribution of the Genus Poecilotheria of the Family Theraphosidae in Sri Lanka. Ceylon Journal of Science (Biological Sciences), 34: 75–86."
98198,"SPECIES","COUNTRY","LK","CITES_EU","Samarawickrama, V.A.M.P.K., Ranawana, K.B., Rajapaksha, D.R.N.S., Ananjeva, N.B., Orlov, N.L., Ranasinghe, J.M.A.S. and Samarawickrama, V.A.P. 2006. A new species of the genus Cophotis (Squmata: Agamidae) from Sri Lanka. Russian Journal of Herpetology, 13(3): 207–214."
98199,"SPECIES","COUNTRY","LK","CITES_EU","Samarawickrama, V.A.M.P.K., Ranawana, K.B., Rajapaksha, D.R.N.S., Ananjeva, N.B., Orlov, N.L., Ranasinghe, J.M.A.S. and Samarawickrama, V.A.P. 2006. A new species of the genus Cophotis (Squmata: Agamidae) from Sri Lanka. Russian Journal of Herpetology, 13(3): 207–214."
9566,"SPECIES","COUNTRY","AU","CITES_EU","Short, J., Richards, J.D. and O’Neill, S. 2017. Reintroduction of the greater stick-nest rat (Leporillus conditor) to Heirisson Prong, Shark Bay: an unsuccessful attempt to establish a mainland population. Australian Mammalogy, 40(2): 269–280."
98201,"SPECIES","COUNTRY","LK","CITES_EU","Suranjan Karunarathna, D.M.S. and Thasun Amarasinghe, A.A. 2013. Behavioural ecology and microhabitat use by Lyriocephalus scutatus (Linnaeus, 1758): a monotypic genus in Sri Lanka (Reptilia: Agamidae: Draconinae) with notes on the taxonomy. Russian Journal of Herpetology, 20: 1–15."
98216,"SPECIES","COUNTRY","CN","CITES_EU","Thanh, V.N., Truong, N.Q., Grismer, L.L. and Ziegler, T. 2006. First record of the Chinese Leopard Gecko, Goniurosaurus luii (Reptilia: Eublepharidae) from Vietnam. Current Herpetology, 25(2)."
98216,"SPECIES","COUNTRY","VN","CITES_EU","Thanh, V.N., Truong, N.Q., Grismer, L.L. and Ziegler, T. 2006. First record of the Chinese Leopard Gecko, Goniurosaurus luii (Reptilia: Eublepharidae) from Vietnam. Current Herpetology, 25(2)."
98270,"SUBSPECIES","COUNTRY","PH","CITES_EU","Treadaway, C.G. 1995. Checklist of the butterflies of the Philippine Islands (Lepidoptera: Rhopalocera). Entomologischer Vereins Apollo. 112."
98210,"SPECIES","COUNTRY","CN","CITES_EU","Wang, Y.-Y., Jin, M.-J., Li, Y.-L. and Grismer, L.L. 2014. Description of a new species of Goniurosaurus (Squamata: Eublepharidae) from the Guangdong Province, China, based on molecular and morphological data. Herpetologica, 70(3): 309–322."
98208,"SPECIES","COUNTRY","CN","CITES_EU","Wang, Y.-Y., Yang, J.-H. and Grismer, L.L. 2013. A new species of Goniurosaurus (Squamata: Eublepharidae) from Libo, Guizhou Province, China. Herpetologica, 69(2): 214–226."
98209,"SPECIES","COUNTRY","CN","CITES_EU","Wang, Y.-Y., Yang, J.-H. and Grismer, L.L. 2013. A new species of Goniurosaurus (Squamata: Eublepharidae) from Libo, Guizhou Province, China. Herpetologica, 69(2): 214–226."
98206,"SPECIES","COUNTRY","CN","CITES_EU","Yang, J.-H. and Chan, B.P.-L. 2015. Two new species of the genus Goniurosaurus (Squamata: Sauria: Eublepharidae) from southern China. Zootaxa, 3980(1): 67–80."
98207,"SPECIES","COUNTRY","CN","CITES_EU","Yang, J.-H. and Chan, B.P.-L. 2015. Two new species of the genus Goniurosaurus (Squamata: Sauria: Eublepharidae) from southern China. Zootaxa, 3980(1): 67–80."
98236,"SPECIES","COUNTRY","CN","CITES_EU","Yuan, Z., Wu, Y., Zhou, J. and Che, J. 2016. A new species of the genus Paramesotriton (Caudata: Salamandridae) from Fujian, southeastern China. Zootaxa, 4205(6): 549–563."
68021,"SPECIES","COUNTRY","LA","CITES_EU","Yuan, Z., Wu, Y., Zhou, J. and Che, J. 2016. A new species of the genus Paramesotriton (Caudata: Salamandridae) from Fujian, southeastern China. Zootaxa, 4205(6): 549–563."
68021,"SPECIES","COUNTRY","VN","CITES_EU","Yuan, Z., Wu, Y., Zhou, J. and Che, J. 2016. A new species of the genus Paramesotriton (Caudata: Salamandridae) from Fujian, southeastern China. Zootaxa, 4205(6): 549–563."
68021,"SPECIES","COUNTRY","TH","CITES_EU","Yuan, Z., Wu, Y., Zhou, J. and Che, J. 2016. A new species of the genus Paramesotriton (Caudata: Salamandridae) from Fujian, southeastern China. Zootaxa, 4205(6): 549–563."
98236,"SPECIES","COUNTRY","CN","CITES_EU","Yuan, Z., Wu, Y., Zhou, J. and Che, J. 2016. A new species of the genus Paramesotriton (Caudata: Salamandridae) from Fujian, southeastern China. Zootaxa, 4205(6): 549–563."
98238,"SPECIES","COUNTRY","CN","CITES_EU","Zaw, T., Lay, P., Pawangkhanant, P., Gorin, V.A. and Poyarkov, N.A. 2019. A new species of Crocodile Newt, genus Tylototriton (Amphibia, Caudata, Salamandridae) from the mountains of Kachin State, northern Myanmar. Zoological research, 40(3): 151–174."
6877,"SPECIES","COUNTRY","CN","CITES_EU","Zhou, C., Xu, J. and Zhang, Z. 2015. Dramatic decline of the Vulnerable Reeves’s pheasant Syrmaticus reevesii, endemic to central China. Oryx, 49(3): 529–534."
98211,"SPECIES","COUNTRY","CN","CITES_EU","Zhou, R.B., Wang, N., Chen, B. and Liang, B. 2018. Morphological evidence uncovers a new species of Goniurosaurus (Squamata: Eublepharidae) from the Hainan Island, China. Zootaxa, 4369(2): 281–291."
98212,"SPECIES","COUNTRY","VN","CITES_EU","Ziegler, T., Truong, N.Q., Schmitz, A., Stenke, R. and Rösler, H. 2008. A new species of Goniurosaurus from Cat Ba Island, Hai Phong, northern Vietnam (Squamata: Eublepharidae). Zootaxa, 1771: 16–30."
