TAXON_FAMILY,TERM_CODE
Icteridae,SPE
Iguanidae,SPE
Indriidae,SPE
Juglandaceae,SPE
Lacertidae,SPE
Lamnidae,SPE
Laridae,SPE
Leguminosae,SPE
Lemuridae,SPE
Leporidae,SPE
Liliaceae,SPE
Lorisidae,SPE
Loxocemidae,SPE
Lucanidae,SPE
Lycopodiaceae,SPE
Macropodidae,SPE
Magnoliaceae,SPE
Manidae,SPE
Meandriniidae,SPE
Lepilemuridae,SPE
Megapodidae,SPE
Melastomataceae,SPE
Meliaceae,SPE
Meliphagidae,SPE
Menyanthaceae,SPE
Merulinidae,SPE
Micrabaciidae,SPE
Microhylidae,SPE
Milleporidae,SPE
Monodontidae,SPE
Moraceae,SPE
Moschidae,SPE
Muridae,SPE
Muscicapidae,SPE
Musophagidae,SPE
Mussidae,SPE
Mustelidae,SPE
Myobatrachidae,SPE
Myrmecophagidae,SPE
Myrtaceae,SPE
Mytilidae,SPE
Nectariniidae,SPE
Neobalaenidae,SPE
Nepenthaceae,SPE
Oculinidae,SPE
Odobenidae,SPE
Orchidaceae,SPE
Orobanchaceae,SPE
Orycteropodidae,SPE
Osteoglossidae,SPE
Otariidae,SPE
Otididae,SPE
Palmae,SPE
Pandionidae,SPE
Papaveraceae,SPE
Papilionidae,SPE
Paradisaeidae,SPE
Parmeliaceae,SPE
Paryphantidae,SPE
Passifloraceae,SPE
Pectiniidae,SPE
Pedionomidae,SPE
Pelecanidae,SPE
Pelomedusidae,SPE
Peramelidae,SPE
Percidae,SPE
Phalangeridae,SPE
Phasianidae,SPE
Phocidae,SPE
Phocoenidae,SPE
Phoenicopteridae,SPE
Phyllostomidae,SPE
Physeteridae,SPE
Picidae,SPE
Pinaceae,SPE
Pittidae,SPE
Platanistidae,SPE
Ploceidae,SPE
Pocilloporidae,SPE
Podicipedidae,SPE
Podocarpaceae,SPE
Podophyllaceae,SPE
Poeciliidae,SPE
Polyodontidae,SPE
Poritidae,SPE
Portulacaceae,SPE
Primulaceae,SPE
Procyonidae,SPE
Proteaceae,SPE
Psittacidae,SPE
Pteropodidae,SPE
Pycnonotidae,SPE
Pygodopodidae,SPE
Pythonidae,SPE
Rallidae,SPE
Ramphastidae,SPE
Ranidae,SPE
Ranunculaceae,SPE
Rheidae,SPE
Rhinocerotidae,SPE
Rhizangiidae,SPE
Rhynochetidae,SPE
Rosaceae,SPE
Rubiaceae,SPE
Rutaceae,SPE
Sagittariidae,SPE
Salmonidae,SPE
Sarraceniaceae,SPE
Saxifragaceae,SPE
Schilbeidae,SPE
Sciaenidae,SPE
Scincidae,SPE
Sciuridae,SPE
Scolopacidae,SPE
Scorpionidae,SPE
Scrophulariaceae,SPE
Siderastreidae,SPE
Sittidae,SPE
Solanaceae,SPE
Spheniscidae,SPE
Sphenodontidae,SPE
Stangeriaceae,SPE
Sterculiaceae,SPE
Strigidae,SPE
Strombidae,SPE
Struthionidae,SPE
Sturnidae,SPE
Stylasteridae,SPE
Suidae,SPE
Sulidae,SPE
Syngnathidae,SPE
Tachyglossidae,SPE
Tapiridae,SPE
Tarsiidae,SPE
Taxaceae,SPE
Tayassuidae,SPE
Teiidae,SPE
Testudinidae,SPE
Tetracentraceae,SPE
Theaceae,SPE
Theraphosidae,SPE
Threskiornithidae,SPE
Thylacinidae,SPE
Thymelaeaceae,SPE
Tinamidae,SPE
Trachyphylliidae,SPE
Tragulidae,SPE
Trichechidae,SPE
Tridacnidae,SPE
Trillaceae,SPE
Trionychidae,SPE
Trochilidae,SPE
Trogonidae,SPE
Tropidophiidae,SPE
Tubiporidae,SPE
Tupaiidae,SPE
Turnicidae,SPE
Tytonidae,SPE
Ulmaceae,SPE
Unionidae,SPE
Ursidae,SPE
Valerianaceae,SPE
Varanidae,SPE
Verbenaceae,SPE
Viperidae,SPE
Viverridae,SPE
Vombatidae,SPE
Welwitschiaceae,SPE
Xenopeltidae,SPE
Xenosauridae,SPE
Xenosuridae,SPE
Zamiaceae,SPE
Zingiberaceae,SPE
Ziphiidae,SPE
Zosteropidae,SPE
Zygophyllaceae,SPE
Strigidae,FEA
Hystricidae,HAP
Elapidae,BOD
Sciuridae,SKP
Felidae,SHO
Strigidae,TRO
Ursidae,SKE
(Alcyonaria),DER
(Cetacea),DER
(Crocodylia),DER
(Falconiformes),DER
(Lutrinae),DER
(Primates),DER
(Proboscidea),DER
(Scleractinia),DER
(Strigiformes),DER
(Testudines),DER
Accipitridae,DER
Achatinellidae,DER
Acipenseridae,DER
Acrochordidae,DER
Acroporidae,DER
Agamidae,DER
Agariciidae,DER
Agavaceae,DER
Cuniculidae,DER
Alligatoridae,DER
Amaryllidaceae,DER
Ambystomidae,DER
Anatidae,DER
Anomaluridae,DER
Anthemiphylliidae,DER
Antilocapridae,DER
Antipathidae,DER
Apocynaceae,DER
Araceae,DER
Araliaceae,DER
Araucariaceae,DER
Ardeidae,DER
Asclepiadaceae,DER
Astrangiidae,DER
Astrocoeniidae,DER
Atrichornithidae,DER
Balaenicipitidae,DER
Balaenidae,DER
Balaenopteridae,DER
Boidae,DER
Bolyeriidae,DER
Bombycillidae,DER
Bovidae,DER
Bradypodidae,DER
Bromeliaceae,DER
Bucerotidae,DER
Bufonidae,DER
Burhinidae,DER
Burramyidae,DER
Byblidaceae,DER
Cactaceae,DER
Camaenidae,DER
Camelidae,DER
Canidae,DER
Capitonidae,DER
Caryocaraceae,DER
Caryophyllaceae,DER
Caryophylliidae,DER
Casuariidae,DER
Cathartidae,DER
Catostomidae,DER
Cebidae,DER
Cephalotaceae,DER
Ceratodidae,DER
Cercopithecidae,DER
Cervidae,DER
Cetorhinidae,DER
Chamaeleonidae,DER
Cheirogaleidae,DER
Chelidae,DER
Cheloniidae,DER
Chinchillidae,DER
Chloanthaceae,DER
Choloepidae,DER
Ciconiidae,DER
Latimeriidae,DER
Colubridae,DER
Columbidae,DER
Compositae,DER
Gerrhosauridae,DER
Corvidae,DER
Cotingidae,DER
Cracidae,DER
Crassulaceae,DER
Crocodylidae,DER
Cryptobranchidae,DER
Cupressaceae,DER
Cyatheaceae,DER
Cycadaceae,DER
Cyprinidae,DER
Cyprinodontidae,DER
Dasypodidae,DER
Dasyproctidae,DER
Dasyuridae,DER
Daubentoniidae,DER
Delphinidae,DER
Dendrobatidae,DER
Dendrophylliidae,DER
Dermatemydidae,DER
Dermochelyidae,DER
Diapensiaceae,DER
Dicksoniaceae,DER
Didiereaceae,DER
Diomedeidae,DER
Dioscoreaceae,DER
Droseraceae,DER
Dugongidae,DER
Elapidae,DER
Elephantidae,DER
Emberizidae,DER
Emydidae,DER
Equidae,DER
Erethizontidae,DER
Ericaceae,DER
Erinaceidae,DER
Eschrichtidae,DER
Estrildidae,DER
Euphorbiaceae,DER
Fagaceae,DER
Falconidae,DER
Faviidae,DER
Felidae,DER
Flabellidae,DER
Fouquieriaceae,DER
Fregatidae,DER
Fringillidae,DER
Fungiacyathidae,DER
Fungiidae,DER
Galagidae,DER
Galaxeidae,DER
Gavialidae,DER
Gekkonidae,DER
Gentianaceae,DER
Gnetaceae,DER
Gruidae,DER
Guyniidae,DER
Haemodoraceae,DER
Helioporidae,DER
Helodermatidae,DER
Herpestidae,DER
Heteromyidae,DER
Hippopotamidae,DER
Hirudinidae,DER
Hirundinidae,DER
Hominidae,DER
Humiriaceae,DER
Hyaenidae,DER
Hydrobiidae,DER
Hydrophiidae,DER
Hylobatidae,DER
Hystricidae,DER
Icteridae,DER
Iguanidae,DER
Indriidae,DER
Juglandaceae,DER
Lacertidae,DER
Lamnidae,DER
Laridae,DER
Leguminosae,DER
Lemuridae,DER
Leporidae,DER
Liliaceae,DER
Lorisidae,DER
Loxocemidae,DER
Lucanidae,DER
Lycopodiaceae,DER
Macropodidae,DER
Magnoliaceae,DER
Manidae,DER
Meandriniidae,DER
Lepilemuridae,DER
Megapodidae,DER
Melastomataceae,DER
Meliaceae,DER
Meliphagidae,DER
Menyanthaceae,DER
Merulinidae,DER
Micrabaciidae,DER
Microhylidae,DER
Milleporidae,DER
Monodontidae,DER
Moraceae,DER
Moschidae,DER
Muridae,DER
Muscicapidae,DER
Musophagidae,DER
Mussidae,DER
Mustelidae,DER
Myobatrachidae,DER
Myrmecophagidae,DER
Myrtaceae,DER
Mytilidae,DER
Nectariniidae,DER
Neobalaenidae,DER
Nepenthaceae,DER
Oculinidae,DER
Odobenidae,DER
Orchidaceae,DER
Orobanchaceae,DER
Orycteropodidae,DER
Osteoglossidae,DER
Otariidae,DER
Otididae,DER
Palmae,DER
Pandionidae,DER
Papaveraceae,DER
Papilionidae,DER
Paradisaeidae,DER
Parmeliaceae,DER
Paryphantidae,DER
Passifloraceae,DER
Pectiniidae,DER
Pedionomidae,DER
Pelecanidae,DER
Pelomedusidae,DER
Peramelidae,DER
Percidae,DER
Phalangeridae,DER
Phasianidae,DER
Phocidae,DER
Phocoenidae,DER
Phoenicopteridae,DER
Phyllostomidae,DER
Physeteridae,DER
Picidae,DER
Pinaceae,DER
Pittidae,DER
Platanistidae,DER
Ploceidae,DER
Pocilloporidae,DER
Podicipedidae,DER
Podocarpaceae,DER
Podophyllaceae,DER
Poeciliidae,DER
Polyodontidae,DER
Poritidae,DER
Portulacaceae,DER
Primulaceae,DER
Procyonidae,DER
Proteaceae,DER
Psittacidae,DER
Pteropodidae,DER
Pycnonotidae,DER
Pygodopodidae,DER
Pythonidae,DER
Rallidae,DER
Ramphastidae,DER
Ranidae,DER
Ranunculaceae,DER
Rheidae,DER
Rhinocerotidae,DER
Rhizangiidae,DER
Rhynochetidae,DER
Rosaceae,DER
Rubiaceae,DER
Rutaceae,DER
Sagittariidae,DER
Salmonidae,DER
Sarraceniaceae,DER
Saxifragaceae,DER
Schilbeidae,DER
Sciaenidae,DER
Scincidae,DER
Sciuridae,DER
Scolopacidae,DER
Scorpionidae,DER
Scrophulariaceae,DER
Siderastreidae,DER
Sittidae,DER
Solanaceae,DER
Spheniscidae,DER
Sphenodontidae,DER
Stangeriaceae,DER
Sterculiaceae,DER
Strigidae,DER
Strombidae,DER
Struthionidae,DER
Sturnidae,DER
Stylasteridae,DER
Suidae,DER
Sulidae,DER
Syngnathidae,DER
Tachyglossidae,DER
Tapiridae,DER
Tarsiidae,DER
Taxaceae,DER
Tayassuidae,DER
Teiidae,DER
Testudinidae,DER
Tetracentraceae,DER
Theaceae,DER
Theraphosidae,DER
Threskiornithidae,DER
Thylacinidae,DER
Thymelaeaceae,DER
Tinamidae,DER
Trachyphylliidae,DER
Tragulidae,DER
Trichechidae,DER
Tridacnidae,DER
Trillaceae,DER
Trionychidae,DER
Trochilidae,DER
Trogonidae,DER
Tropidophiidae,DER
Tubiporidae,DER
Tupaiidae,DER
Turnicidae,DER
Tytonidae,DER
Ulmaceae,DER
Unionidae,DER
Ursidae,DER
Valerianaceae,DER
Varanidae,DER
Verbenaceae,DER
Viperidae,DER
Viverridae,DER
Vombatidae,DER
Welwitschiaceae,DER
Xenopeltidae,DER
Xenosauridae,DER
Xenosuridae,DER
Zamiaceae,DER
Zingiberaceae,DER
Ziphiidae,DER
Zosteropidae,DER
Zygophyllaceae,DER
(Alcyonaria),UNS
(Cetacea),UNS
(Crocodylia),UNS
(Falconiformes),UNS
(Lutrinae),UNS
(Primates),UNS
(Proboscidea),UNS
(Scleractinia),UNS
(Strigiformes),UNS
(Testudines),UNS
Accipitridae,UNS
Achatinellidae,UNS
Acipenseridae,UNS
Acrochordidae,UNS
Acroporidae,UNS
Agamidae,UNS
Agariciidae,UNS
Agavaceae,UNS
Cuniculidae,UNS
Alligatoridae,UNS
Amaryllidaceae,UNS
Ambystomidae,UNS
Anatidae,UNS
Anomaluridae,UNS
Anthemiphylliidae,UNS
Antilocapridae,UNS
Antipathidae,UNS
Apocynaceae,UNS
Araceae,UNS
Araliaceae,UNS
Araucariaceae,UNS
Ardeidae,UNS
Asclepiadaceae,UNS
Astrangiidae,UNS
Astrocoeniidae,UNS
Atrichornithidae,UNS
Balaenicipitidae,UNS
Balaenidae,UNS
Balaenopteridae,UNS
Boidae,UNS
Bolyeriidae,UNS
Bombycillidae,UNS
Bovidae,UNS
Bradypodidae,UNS
Bromeliaceae,UNS
Bucerotidae,UNS
Bufonidae,UNS
Burhinidae,UNS
Burramyidae,UNS
Byblidaceae,UNS
Cactaceae,UNS
Camaenidae,UNS
Camelidae,UNS
Canidae,UNS
Capitonidae,UNS
Caryocaraceae,UNS
Caryophyllaceae,UNS
Caryophylliidae,UNS
Casuariidae,UNS
Cathartidae,UNS
Catostomidae,UNS
Cebidae,UNS
Cephalotaceae,UNS
Ceratodidae,UNS
Cercopithecidae,UNS
Cervidae,UNS
Cetorhinidae,UNS
Chamaeleonidae,UNS
Cheirogaleidae,UNS
Chelidae,UNS
Cheloniidae,UNS
Chinchillidae,UNS
Chloanthaceae,UNS
Choloepidae,UNS
Ciconiidae,UNS
Latimeriidae,UNS
Colubridae,UNS
Columbidae,UNS
Compositae,UNS
Gerrhosauridae,UNS
Corvidae,UNS
Cotingidae,UNS
Cracidae,UNS
Crassulaceae,UNS
Crocodylidae,UNS
Cryptobranchidae,UNS
Cupressaceae,UNS
Cyatheaceae,UNS
Cycadaceae,UNS
Cyprinidae,UNS
Cyprinodontidae,UNS
Dasypodidae,UNS
Dasyproctidae,UNS
Dasyuridae,UNS
Daubentoniidae,UNS
Delphinidae,UNS
Dendrobatidae,UNS
Dendrophylliidae,UNS
Dermatemydidae,UNS
Dermochelyidae,UNS
Diapensiaceae,UNS
Dicksoniaceae,UNS
Didiereaceae,UNS
Diomedeidae,UNS
Dioscoreaceae,UNS
Droseraceae,UNS
Dugongidae,UNS
Elapidae,UNS
Elephantidae,UNS
Emberizidae,UNS
Emydidae,UNS
Equidae,UNS
Erethizontidae,UNS
Ericaceae,UNS
Erinaceidae,UNS
Eschrichtidae,UNS
Estrildidae,UNS
Euphorbiaceae,UNS
Fagaceae,UNS
Falconidae,UNS
Faviidae,UNS
Felidae,UNS
Flabellidae,UNS
Fouquieriaceae,UNS
Fregatidae,UNS
Fringillidae,UNS
Fungiacyathidae,UNS
Fungiidae,UNS
Galagidae,UNS
Galaxeidae,UNS
Gavialidae,UNS
Gekkonidae,UNS
Gentianaceae,UNS
Gnetaceae,UNS
Gruidae,UNS
Guyniidae,UNS
Haemodoraceae,UNS
Helioporidae,UNS
Helodermatidae,UNS
Herpestidae,UNS
Heteromyidae,UNS
Hippopotamidae,UNS
Hirudinidae,UNS
Hirundinidae,UNS
Hominidae,UNS
Humiriaceae,UNS
Hyaenidae,UNS
Hydrobiidae,UNS
Hydrophiidae,UNS
Hylobatidae,UNS
Hystricidae,UNS
Icteridae,UNS
Iguanidae,UNS
Indriidae,UNS
Juglandaceae,UNS
Lacertidae,UNS
Lamnidae,UNS
Laridae,UNS
Leguminosae,UNS
Lemuridae,UNS
Leporidae,UNS
Liliaceae,UNS
Lorisidae,UNS
Loxocemidae,UNS
Lucanidae,UNS
Lycopodiaceae,UNS
Macropodidae,UNS
Magnoliaceae,UNS
Manidae,UNS
Meandriniidae,UNS
Lepilemuridae,UNS
Megapodidae,UNS
Melastomataceae,UNS
Meliaceae,UNS
Meliphagidae,UNS
Menyanthaceae,UNS
Merulinidae,UNS
Micrabaciidae,UNS
Microhylidae,UNS
Milleporidae,UNS
Monodontidae,UNS
Moraceae,UNS
Moschidae,UNS
Muridae,UNS
Muscicapidae,UNS
Musophagidae,UNS
Mussidae,UNS
Mustelidae,UNS
Myobatrachidae,UNS
Myrmecophagidae,UNS
Myrtaceae,UNS
Mytilidae,UNS
Nectariniidae,UNS
Neobalaenidae,UNS
Nepenthaceae,UNS
Oculinidae,UNS
Odobenidae,UNS
Orchidaceae,UNS
Orobanchaceae,UNS
Orycteropodidae,UNS
Osteoglossidae,UNS
Otariidae,UNS
Otididae,UNS
Palmae,UNS
Pandionidae,UNS
Papaveraceae,UNS
Papilionidae,UNS
Paradisaeidae,UNS
Parmeliaceae,UNS
Paryphantidae,UNS
Passifloraceae,UNS
Pectiniidae,UNS
Pedionomidae,UNS
Pelecanidae,UNS
Pelomedusidae,UNS
Peramelidae,UNS
Percidae,UNS
Phalangeridae,UNS
Phasianidae,UNS
Phocidae,UNS
Phocoenidae,UNS
Phoenicopteridae,UNS
Phyllostomidae,UNS
Physeteridae,UNS
Picidae,UNS
Pinaceae,UNS
Pittidae,UNS
Platanistidae,UNS
Ploceidae,UNS
Pocilloporidae,UNS
Podicipedidae,UNS
Podocarpaceae,UNS
Podophyllaceae,UNS
Poeciliidae,UNS
Polyodontidae,UNS
Poritidae,UNS
Portulacaceae,UNS
Primulaceae,UNS
Procyonidae,UNS
Proteaceae,UNS
Psittacidae,UNS
Pteropodidae,UNS
Pycnonotidae,UNS
Pygodopodidae,UNS
Pythonidae,UNS
Rallidae,UNS
Ramphastidae,UNS
Ranidae,UNS
Ranunculaceae,UNS
Rheidae,UNS
Rhinocerotidae,UNS
Rhizangiidae,UNS
Rhynochetidae,UNS
Rosaceae,UNS
Rubiaceae,UNS
Rutaceae,UNS
Sagittariidae,UNS
Salmonidae,UNS
Sarraceniaceae,UNS
Saxifragaceae,UNS
Schilbeidae,UNS
Sciaenidae,UNS
Scincidae,UNS
Sciuridae,UNS
Scolopacidae,UNS
Scorpionidae,UNS
Scrophulariaceae,UNS
Siderastreidae,UNS
Sittidae,UNS
Solanaceae,UNS
Spheniscidae,UNS
Sphenodontidae,UNS
Stangeriaceae,UNS
Sterculiaceae,UNS
Strigidae,UNS
Strombidae,UNS
Struthionidae,UNS
Sturnidae,UNS
Stylasteridae,UNS
Suidae,UNS
Sulidae,UNS
Syngnathidae,UNS
Tachyglossidae,UNS
Tapiridae,UNS
Tarsiidae,UNS
Taxaceae,UNS
Tayassuidae,UNS
Teiidae,UNS
Testudinidae,UNS
Tetracentraceae,UNS
Theaceae,UNS
Theraphosidae,UNS
Threskiornithidae,UNS
Thylacinidae,UNS
Thymelaeaceae,UNS
Tinamidae,UNS
Trachyphylliidae,UNS
Tragulidae,UNS
Trichechidae,UNS
Tridacnidae,UNS
Trillaceae,UNS
Trionychidae,UNS
Trochilidae,UNS
Trogonidae,UNS
Tropidophiidae,UNS
Tubiporidae,UNS
Tupaiidae,UNS
Turnicidae,UNS
Tytonidae,UNS
Ulmaceae,UNS
Unionidae,UNS
Ursidae,UNS
Valerianaceae,UNS
Varanidae,UNS
Verbenaceae,UNS
Viperidae,UNS
Viverridae,UNS
Vombatidae,UNS
Welwitschiaceae,UNS
Xenopeltidae,UNS
Xenosauridae,UNS
Xenosuridae,UNS
Zamiaceae,UNS
Zingiberaceae,UNS
Ziphiidae,UNS
Zosteropidae,UNS
Zygophyllaceae,UNS
Bovidae,BOP
Bovidae,FOO
Accipitridae,BOC
Columbidae,FEA
Bovidae,HAP
Cheloniidae,SKP
Threskiornithidae,FEA
Threskiornithidae,TRO
Accipitridae,TRO
Musophagidae,TRO
Elapidae,SKP
Emydidae,SKE
Pelomedusidae,CAP
Odobenidae,HAI
Bucerotidae,FEA
Spheniscidae,FEA
Mustelidae,LPS
Lamnidae,SKU
Lamnidae,TEE
Thymelaeaceae,TIP
Cathartidae,EGL
Balaenidae,BON
Ciconiidae,EGL
Monodontidae,BOP
Orobanchaceae,STE
Cercopithecidae,BOP
Dermochelyidae,SKU
Canidae,HAI
(Lutrinae),LPS
Monodontidae,OIL
Platanistidae,SKU
Delphinidae,SKU
Elapidae,MEA
Thymelaeaceae,CHP
Felidae,HAP
Equidae,HAP
Cebidae,TEE
Cotingidae,FEA
Cervidae,HOC
Paradisaeidae,GAR
Accipitridae,SKU
Cebidae,SKI
Phalangeridae,LPS
Iguanidae,BOD
Iguanidae,SKI
Otididae,TRO
Estrildidae,EGG
Ramphastidae,EGG
Cercopithecidae,BOD
Equidae,SKE
Equidae,SKU
Balaenopteridae,BOD
Physeteridae,BOD
Physeteridae,WAX
Polyodontidae,EGL
Thymelaeaceae,TIM
Acipenseridae,SKI
Zingiberaceae,SAW
Zingiberaceae,LOG
Zingiberaceae,CAR
Cactaceae,EXT
Apocynaceae,EXT
Emydidae,BOD
Ranidae,BOD
Colubridae,SKI
Parmeliaceae,DPL
Parmeliaceae,ROO
Moschidae,CAR
Mustelidae,LPL
Bovidae,GAR
Ursidae,GEN
Herpestidae,HAI
Liliaceae,CUL
Compositae,FLO
Testudinidae,BOD
Alligatoridae,SCA
Crocodylidae,SCA
(Crocodylia),SCA
Apocynaceae,CUL
Cheloniidae,LPS
Lemuridae,BOD
Pythonidae,TRO
Ziphiidae,TEE
Ziphiidae,BON
Testudinidae,BON
Phasianidae,SKI
Musophagidae,SKI
Thymelaeaceae,CAR
Felidae,OIL
Syngnathidae,BOD
Colubridae,LPL
Colubridae,LPS
Cheloniidae,LPL
Ambystomidae,EGL
Lemuridae,HAI
Compositae,STE
Cebidae,SKU
Rheidae,MEA
Rheidae,SKE
Strigidae,SKI
Rhinocerotidae,LPL
Rhinocerotidae,LPS
(Crocodylia),TEE
Anomaluridae,BOD
Cebidae,BOD
Cervidae,CAR
Herpestidae,BOD
Cercopithecidae,HAI
Otididae,SKE
Pteropodidae,BON
Pteropodidae,SKE
Otariidae,BON
Otariidae,SKU
Otariidae,TEE
Otariidae,HAI
Otariidae,SKE
Zygophyllaceae,CAR
Zygophyllaceae,LOG
Zygophyllaceae,SAW
Zygophyllaceae,TIM
Orobanchaceae,DPL
Zamiaceae,LVS
Zygophyllaceae,LVS
Cactaceae,FLO
Microhylidae,BOD
Chamaeleonidae,EGG
Didiereaceae,LVS
Phasianidae,SKE
Viperidae,SKI
Ciconiidae,EGG
Gruidae,TRO
Balaenopteridae,CAR
Accipitridae,BON
Accipitridae,GAR
Balaenopteridae,MEA
Tytonidae,TRO
Tytonidae,CAR
Canidae,LPL
Boidae,OIL
Eschrichtidae,BON
Eschrichtidae,BOP
Eschrichtidae,BOC
Cheloniidae,EGL
Felidae,GAB
Felidae,FOO
Falconidae,TRO
Manidae,MEA
Unionidae,CAR
Dasypodidae,SKI
Dasypodidae,BOD
Strigidae,FOO
Tupaiidae,BOD
Emydidae,EGL
Emydidae,EGG
Threskiornithidae,SKU
Trionychidae,BOD
Ursidae,BOP
Camelidae,HAP
Camelidae,GAR
Cycadaceae,STE
Antilocapridae,SKU
Antilocapridae,TRO
Schilbeidae,SKE
Phocoenidae,SKU
Mustelidae,SKE
Canidae,SKU
Canidae,SKP
Strigidae,BON
Rheidae,OIL
Liliaceae,BAR
Psittacidae,BON
Hominidae,HAI
Bovidae,LPS
Bovidae,LPL
Thymelaeaceae,STE
Psittacidae,SKU
Liliaceae,POW
Liliaceae,FIB
Cercopithecidae,TEE
Spheniscidae,SKU
Pythonidae,SKU
Sagittariidae,SKU
Mustelidae,CLA
Gruidae,SKU
Dicksoniaceae,POW
Taxaceae,EXT
Colubridae,GAL
Colubridae,GAB
Colubridae,VNM
Colubridae,BOD
Colubridae,MEA
Colubridae,OIL
Threskiornithidae,MEA
Taxaceae,BAR
Acrochordidae,MEA
Acrochordidae,SKI
Acrochordidae,LPL
Acrochordidae,LPS
Acrochordidae,GAB
Xenopeltidae,SKI
Xenopeltidae,LPS
Ploceidae,SKI
Ploceidae,SKU
Ardeidae,SKI
Gruidae,SKI
Columbidae,SKI
Elapidae,VNM
Cyatheaceae,CHP
Cyatheaceae,CAR
Araucariaceae,TIP
Physeteridae,CAR
Physeteridae,TEE
Teiidae,SKS
Elapidae,GAR
Manidae,BOD
Paradisaeidae,FEA
Orchidaceae,FIB
Phalangeridae,SKI
Podocarpaceae,TIP
Ranunculaceae,DPL
Musophagidae,SKE
Primulaceae,EXT
Zygophyllaceae,TIP
Zygophyllaceae,EXT
Platysternidae,LIV
Testudinidae,SKE
Ranunculaceae,ROO
Ranunculaceae,EXT
Scrophulariaceae,ROO
Valerianaceae,ROO
Hydrophiidae,LPS
Hydrophiidae,LPL
Teiidae,SHO
Leiopathidae,CAR
Lamnidae,LPS
Colubridae,SHO
Otididae,SKI
Paradisaeidae,SKI
Muscicapidae,SKI
Falconidae,BON
Dermochelyidae,EGL
Bovidae,TAI
Bovidae,CAR
Cetorhinidae,SKP
(Crocodylia),CAR
Dasyproctidae,TEE
Delphinidae,CAR
Iguanidae,SKE
Manidae,CAR
Tayassuidae,BON
Myrmecophagidae,SKU
Podocarpaceae,LVS
Thymelaeaceae,OIL
Varanidae,LPS
Varanidae,LPL
Palmae,LVS
Lepilemuridae,HAI
Indriidae,HAI
Lycopodiaceae,DPL
Lycopodiaceae,LVS
Lycopodiaceae,ROO
Ranidae,SKI
Cercopithecidae,CLA
Equidae,TEE
Testudinidae,SKU
Cryptobranchidae,SKE
Anatidae,TRO
Aphanipathidae,CAR
Otariidae,CAR
Otariidae,BOC
Aphanipathidae,SPE
Aphanipathidae,COR
Aphanipathidae,LIV
Bovidae,BOC
Equidae,GAR
Crocodylidae,GEN
Leiopathidae,SPE
Leiopathidae,LIV
Leiopathidae,COR
Mustelidae,HAI
Estrildidae,SKE
Odobenidae,LPS
Odobenidae,LPL
Columbidae,SKE
Paradisaeidae,SKU
Viverridae,TRO
Schizopathidae,COR
Felidae,BOC
Pelomedusidae,CAR
Phoenicopteridae,SKE
Phoenicopteridae,TRO
Platysternidae,SPE
Platysternidae,CAP
(Primates),TAI
Psittacidae,GAR
Sciuridae,BOD
Rhincodontidae,SOU
Gruidae,SKP
Stichopodidae,BOD
Stichopodidae,SPE
Stichopodidae,LIV
Emydidae,CAR
Trionychidae,SKU
Meliaceae,TIP
Icteridae,FEA
Cercopithecidae,LPS
Anatidae,LPS
Equidae,LPS
Phoenicopteridae,SKU
Rhinocerotidae,TEE
Liliaceae,STE
Elapidae,GAB
Stangeriaceae,LVS
Cracidae,FEA
Ciconiidae,FEA
Cathartidae,FEA
Rheidae,EGG
Felidae,CAR
Bovidae,SKE
Cervidae,BON
Tayassuidae,LPS
Tayassuidae,LPL
Cervidae,SKU
Cervidae,TRO
Mustelidae,HEA
Labridae,LIV
Labridae,BOD
Labridae,MEA
Cervidae,SKI
Apocynaceae,POW
Balaenidae,CAR
Balaenidae,BOC
Antilocapridae,HOR
Equidae,BON
Hippopotamidae,GEN
Hippopotamidae,TRO
Hippopotamidae,SKI
Elephantidae,GEN
Hydrophiidae,SKI
Sturnidae,EGG
Lamnidae,SKP
Cetorhinidae,SKI
Agamidae,SKE
Equidae,FOO
Zamiaceae,FRU
Dasypodidae,CLA
Tayassuidae,TEE
Lamnidae,CAR
Musophagidae,FEA
Rhizangiidae,COR
Apocynaceae,LVS
Dasypodidae,SKP
Lemuridae,SKU
Indriidae,SKU
Trichechidae,CAR
Araucariaceae,SAW
Choloepidae,HAI
Choloepidae,BOD
Choloepidae,SKU
Odobenidae,CLA
Balaenidae,TEE
Physeteridae,BOP
Viperidae,EXT
Phocidae,SKU
Apocynaceae,STE
Cladopathidae,SPE
Lorisidae,CLA
Balaenopteridae,BAL
Canidae,BOC
Procyonidae,TRO
(Cetacea),BAL
Schizopathidae,SPE
Balaenidae,BAL
Iguanidae,EGG
Elapidae,EXT
Rhincodontidae,LIV
Platanistidae,TEE
Emydidae,CAL
Mustelidae,SKP
Viverridae,LPS
Cheirogaleidae,SKP
Viverridae,SKI
Agamidae,BOD
Lorisidae,SKP
Galagidae,BOD
Cetorhinidae,FIN
Thymelaeaceae,POW
Trionychidae,EGG
Otididae,EGL
Cheirogaleidae,HAI
Pythonidae,GAB
Thymelaeaceae,FRN
Phasianidae,TRO
Berberidaceae,DER
Trionychidae,CAP
Pteropodidae,SKI
Varanidae,GAL
Orchidaceae,POW
Thymelaeaceae,PLY
Cactaceae,POW
Cebidae,HAI
Tayassuidae,SKS
Phoenicopteridae,SKI
Cracidae,SKE
Cracidae,SKI
Welwitschiaceae,STE
