"taxon_concept_id","start_regulation_name","country_name","start_date","opinion_name","term_code","source_code","is_current","notes","internal_notes","nomenclature_note_en","nomenclature_note_es","nomenclature_note_fr"
4404,"SRG 92","American Samoa","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Anguilla","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Antarctica","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Aruba","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Bermuda","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Bouvet Island","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","British Indian Ocean Territory","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","British Virgin Islands","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Cayman Islands","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Christmas Island","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Clipperton","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Cocos (Keeling) Islands","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Falkland Islands (Malvinas)","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Faroe Islands","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","French Guiana","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","French Polynesia","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","French Southern and Antarctic Territories","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Gibraltar","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Greenland","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Guadeloupe","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Guam","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Guernsey","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Heard and McDonald Islands","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Hong Kong","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Isle of Man","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Jersey","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Macau","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Martinique","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Mayotte","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Montserrat","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Netherlands Antilles","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","New Caledonia","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Norfolk Island","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Northern Mariana Islands","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Pitcairn Islands","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Puerto Rico","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Réunion","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Saint Helena and Dependencies","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Saint Pierre and Miquelon","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","South Georgia and South Sandwich Islands","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Saint-Barthélemy ","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Saint-Martin ","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Svalbard and Jan Mayen Islands","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Taiwan, Province of China","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Tokelau","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Turks and Caicos Islands","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","United States Minor Outlying Islands","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Virgin Islands of the USA","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Wallis and Futuna Islands","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Afghanistan","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Albania","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Algeria","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Andorra","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Angola","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Antigua and Barbuda","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Argentina","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Armenia","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Australia","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Austria","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Azerbaijan","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Bahamas","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Bahrain","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Bangladesh","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Barbados","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Belarus","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Belgium","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Belize","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Benin","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Bhutan","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Bolivia (Plurinational State of)","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Bosnia and Herzegovina","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Botswana","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Brazil","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Brunei Darussalam","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Bulgaria","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Burkina Faso","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Burundi","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Cambodia","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Cameroon","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Canada","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Cape Verde","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Central African Republic","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Chad","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Chile","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","China","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Colombia","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Comoros","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Congo","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Cook Islands","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Costa Rica","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Côte d'Ivoire","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Croatia","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Cuba","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Cyprus","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Czech Republic","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Democratic People's Republic of Korea","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Democratic Republic of the Congo","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Denmark","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Djibouti","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Dominica","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Dominican Republic","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Ecuador","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Egypt","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","El Salvador","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Equatorial Guinea","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Eritrea","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Estonia","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Ethiopia","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Fiji","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Finland","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Former USSR","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","France","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Gabon","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Gambia","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Georgia","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Germany","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Ghana","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Greece","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Grenada","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Guatemala","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Guinea","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Guinea Bissau","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Guyana","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Haiti","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Holy See","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Honduras","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Hungary","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Iceland","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","India","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Indonesia","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Iran (Islamic Republic of)","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Iraq","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Ireland","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Israel","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Italy","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Jamaica","2020-12-03","Negative",,"C","TRUE","All countries",,,,
4404,"SRG 92","Japan","2020-12-03","Negative",,"C","TRUE","All countries",,,,
