Scientific name,Rank,RecID,ParentRank,Parent recID,Status,Species Author,notes,Designation,AcceptedRank,AcceptedRecID
minutilla,Species,96029,Genus,30283,S,"(Vieillot, 1819)",,"CITES_EU,CMS",Species,3535
minutilla,Species,96042,Genus,4911,S,"Vieillot, 1819",,"CITES_EU,CMS",Species,3535
minutissima,Species,97111,Genus,4616,S,"Wied, 1830",,CITES_EU,Species,9220
minutus,Species,38883,Genus,30496,S,"(Shreve, 1935)",,CITES_EU,Species,23456
minutus,Species,105477,Genus,1358,S,"(Shreve, 1935)",,CITES_EU,Species,23456
miolepis,Species,94753,Genus,30140,S,"Günther, 1871",,CITES_EU,Species,14504
miquelii,Species,96260,Genus,4127,S,"(Schlegel, 1871",,CITES_EU,Species,30975
miquelii,Species,96261,Genus,30689,S,"Schlegel, 1871",,CITES_EU,Species,30975
mirabilis,Species,12679,Genus,2714,S,"(Duchassaing & Michelotti, 1860)",,CITES_EU,Species,12680
mirabilis,Species,89640,Genus,2715,S,"Quelch, 1886",,CITES_EU,Species,394
mirabilis,Species,89641,Genus,4642,S,"Duchassaing & Michelotti, 1860",,CITES_EU,Species,12680
mirabilis,Species,90817,Genus,30086,S,"(Duchassaing & Michelotti, 1860)",,CITES_EU,Species,12680
mirabilis,Species,90818,Genus,30085,S,"(Duchassaing & Michelotti, 1860)",,CITES_EU,Species,12680
mirabilis,Species,97850,Genus,4923,S,"Bourcier, 1847",,CITES_EU,Species,12262
mirandollei,Species,95313,Genus,30078,S,"Schlegel, 1862",,CITES_EU,Species,13313
Mirimiri,Genus,30497,,,S,,,CITES_EU,,
Mirolabrichthys,Genus,30498,,,S,,,CITES_EU,,
mirus,subspecies,28960,Species,15706,S,"(Linnaeus, 1758)",,CITES_EU,Species,15697
mississipiensis,Species,103286,Genus,154,S,"(Daudin, 1802)",,CITES_EU,Species,866
mississippiensis,Species,94341,Genus,30208,S,"Daudin, 1802",,CITES_EU,Species,866
mississippiensis,Species,95142,Genus,1752,S,"Wilson, 1811",,CITES_EU,Species,10777
mitchellii,Species,28986,Genus,30618,S,"(Bourcier, 1847)",,CITES_EU,Species,16984
mitchellii,Species,97859,Genus,4923,S,"Bourcier, 1847",,CITES_EU,Species,16984
mitrata,Species,89501,Genus,30684,S,"(Tschudi, 1844)",,CITES_EU,Species,2005
mitrata,Species,105449,Genus,3970,S,"Eschscholtz, 1821",,CITES_EU,Species,18129
mitratus,Species,96612,Genus,30195,S,"Tschudi, 1844",,CITES_EU,Species,2005
mitu,subspecies,28895,Species,200124,S,"Linnaeus, 1766",,CITES_EU,Species,13590
mitu,Species,200124,Genus,1187,S,,,CITES_EU,,
mlanjense,Species,200198,Genus,19678,S,"(Broadley, 1965)",,CITES_EU,Species,3008
mlanjensis,Species,29056,Genus,907,S,"Broadley, 1965",,CITES_EU,Species,3008
mlanjensis,Species,104129,Genus,642,S,"(Broadley, 1965)",,CITES_EU,Species,3008
mlokosiewiczi,Species,79498,Genus,30464,S,"(Taczanowski, 1875)",,CITES_EU,Species,21670
modesta,Species,89642,Genus,517,S,Nemenzo,,CITES_EU,Species,2550
modesta,Species,93727,Genus,593,S,"Reuss, 1834",,CITES_EU,Species,5329
modesta,Species,96353,Genus,1115,S,"Temminck, 1835",,CITES_EU,Species,22463
modestus,subspecies,28677,Species,3552,S,"(Hoffmannsegg, 1807)",,CITES_EU,Species,3551
modestus,Species,45703,Genus,30856,S,"(Lichtenstein, 1823)",,CMS,Species,30792
modumanensis,Species,89643,Genus,3892,S,"Vaughan, 1907",,CITES_EU,Species,17771
moholi,subspecies,28599,Species,8789,S,"É. Geoffroy, 1796",,CITES_EU,Species,8788
mojarralis,Species,13282,Genus,2883,S,"Taylor, 1966",,CITES_EU,Subspecies,13288
molinae,Species,96638,Genus,30195,S,"Massena & Souancé, 1854",,CITES_EU,Species,19010
mollis,Species,200165,Genus,4117,S,,,CITES_EU,,
mollissima,Species,95433,Genus,239,S,"Linnaeus, 1758",,"CITES_EU,CMS",Species,20337
moloch,subspecies,28787,Species,10548,S,"(Linnaeus, 1771)",,CITES_EU,Species,10550
moluccensis,Species,46848,Genus,2126,S,"Bleeker, 1852",,CITES_EU,Species,10075
moluccensis,Species,95324,Genus,30810,S,"Bonaparte, 1850",,CITES_EU,Species,8463
moluccensis,Species,96571,Genus,30410,S,"(Gmelin, 1788)",,CITES_EU,Species,3429
moluccensis,Species,96583,Genus,4103,S,"Gmelin, 1788",,CITES_EU,Species,3429
molurus,Species,93632,Genus,1114,S,"Linnaeus, 1758",,CITES_EU,Species,19023
molybdophanes,Species,43424,Genus,4622,S,"Reichenow, 1883",,CITES_EU,Species,20942
monacha,Species,28072,Genus,1987,S,"Bonaparte, 1850",,CITES_EU,Species,496
monacha,Species,96256,Genus,1115,S,"Temminck, 1824",,CITES_EU,Species,18785
Monachalcyon,Genus,30499,,,S,,,CITES_EU,,
monachus,Species,91505,Genus,30146,S,"Gray, 1865",,CITES_EU,Species,4480
monachus,Species,95162,Genus,824,S,"Temminck, 1823",,CITES_EU,Species,14390
monachus,Species,95169,Genus,5078,S,"Linnaeus, 1766",,CITES_EU,Species,544
monachus,Species,96651,Genus,4103,S,"Boddaert, 1783",,CITES_EU,Species,14080
monasteriata,Species,89644,Genus,2715,S,"Forskål, 1775",,CITES_EU,Species,13799
mondetoura,Species,96415,Genus,30604,S,"Bonaparte, 1856",,CITES_EU,Species,36043
monensis,subspecies,28153,Species,7820,S,"(Fischer, 1888)",,CITES_EU,Species,7822
mongolicus,Species,31734,Genus,30115,S,"(Swinhoe, 1870)",,CITES_EU,Species,29926
mongolicus,Species,102987,Genus,4265,S,"(Swinhoe, 1870)",,CITES_EU,Species,29926
mongoz,Species,28570,Genus,2468,S,"Linnaeus, 1766",,CITES_EU,Species,8202
monicae,Species,45533,Genus,384,S,"Jouanin & Roux, 1963",,"CITES_EU,CMS",Species,2073
monile,Species,89645,Genus,2715,S,"Forskål, 1775",,CITES_EU,Species,5426
monile,Species,105212,Genus,30201,S,NULL,,CITES_EU,Species,5426
moniliformis,Species,89646,Genus,2932,S,"Dana, 1846",,CITES_EU,Species,13526
monilis,Species,89647,Genus,3529,S,"Duncan, 1878",,CITES_EU,Species,3980
Monitor,Genus,30500,,,S,,,CITES_EU,,
monoceras,Species,31798,Genus,907,S,"(Boettger, 1913)",,CITES_EU,Species,4481
monoceras,Species,91434,Genus,30146,S,"Boettger, 1913",,CITES_EU,Species,4481
Monoclida,Genus,30501,,,S,,,CITES_EU,,
monogrammicus,Species,95236,Genus,1752,S,"Temminck, 1824",,CITES_EU,Species,10961
montana,Species,42441,Genus,30644,S,"(Conrad, 1827)",,CITES_EU,Species,16384
montana,Species,95946,Genus,30292,S,"(J. K. Townsend, 1837)",,CMS,Species,4549
montana,Species,96457,Genus,30555,S,"(Linnaeus, 1758)",,CITES_EU,Species,36065
montana,Species,96458,Genus,1115,S,"Linnaeus, 1758",,CITES_EU,Species,36065
montani,Species,98040,Genus,663,S,"Oustalet, 1880",,CITES_EU,Species,1625
montanus,subspecies,96762,Species,18153,S,"Cassin, 1853",,CITES_EU,Species,18156
montanus,Species,93972,Genus,1157,S,"A. Smith, 1838",,CITES_EU,Species,18516
montereyense,Species,89648,Genus,1772,S,"Durham, 1947",,CITES_EU,Species,17936
montezumae,Species,95533,Genus,30561,S,"Vigors, 1830",,CITES_EU,Species,32066
monticola,Species,28491,Genus,852,S,"(Thunberg, 1789)",,CITES_EU,Species,4143
Monticularia,Genus,30502,,,S,,,CITES_EU,,
monticulosa,Species,89649,Genus,2715,S,"Brüggemann, 1879",,CITES_EU,Species,395
monticulosa,Species,89650,Genus,3464,S,"(Verrill, 1866)",,CITES_EU,Species,15862
montium,Species,105286,Genus,907,S,"Buchholz, 1874",,CITES_EU,Species,4482
Montlivaultia,Genus,30503,,,S,,,CITES_EU,,
moquini,subspecies,95837,Species,9623,S,"Linnaeus, 1758",,CMS,Species,9625
mordax,Species,89651,Genus,30734,S,"Dana, 1846",,CITES_EU,Species,21111
moreletii,subspecies,94382,Species,200126,S,"(Laurenti, 1768)",,CITES_EU,Species,5663
moreletii,Species,93852,Genus,4942,S,"Bocourt, 1885",,CITES_EU,Species,22336
moreletii,Species,93853,Genus,30832,S,"(Bocourt, 1885)",,CITES_EU,Species,22336
morenoi,Species,96397,Genus,30329,S,"Sharpe, 1902",,CITES_EU,Species,25993
moresbyi,Species,89652,Genus,30038,S,"Alcock, 1898",,CITES_EU,Species,12689
morinellus,Species,28017,Genus,911,S,"Linnaeus, 1758",,"CITES_EU,CMS",Species,8175
morotensis,subspecies,97043,Species,15691,S,"(Quoy & Gaimard, 1830)",,CITES_EU,Species,15690
morphnoides,Species,95284,Genus,358,S,"Gould, 1841",,CITES_EU,Species,10038
mortenseni,Species,89654,Genus,176,S,"Crossland, 1952",,CITES_EU,Species,960
mortoni,Species,94304,Genus,4913,S,"Hallowell, 1844",,CITES_EU,Species,22199
moschata,Species,95394,Genus,239,S,"Linnaeus, 1758",,CITES_EU,Species,3459
moschifer,Species,94365,Genus,30405,S,"Spix, 1825",,CITES_EU,Species,15889
moschiferus,subspecies,29274,Species,13897,S,"Linnaeus, 1758",,CITES_EU,Species,13895
moseleyana,Species,89656,Genus,30032,S,"Fisher, 1938",,CITES_EU,Species,21070
moseleyi,Species,89657,Genus,30032,S,"Dall, 1884",,CITES_EU,Species,21096
moseleyi,Species,89658,Genus,1042,S,"Faustino, 1927",,CITES_EU,Species,29407
moseleyi,Species,89659,Genus,30212,S,"Hickson & England, 1905",,CITES_EU,Species,5715
moseleyi,Species,89660,Genus,1651,S,"Ridley, 1881",,CITES_EU,Species,8037
moseleyi,Species,89661,Genus,4636,S,"(Dall, 1884)",,CITES_EU,Species,21096
moseleyi,Species,89662,Genus,4538,S,"Wells, 1935",,CITES_EU,Species,20621
mosquera,Species,97809,Genus,4923,S,"DeLattre & Bourcier, 1846",,CITES_EU,Species,8026
mosquitus,Species,97612,Genus,4923,S,"Linnaeus, 1758",,CITES_EU,Species,4820
mossambicus,subspecies,93973,Species,5353,S,"(Boulenger, 1908)",,CITES_EU,Species,77973
mouhotii,Species,79099,Genus,30226,S,"Gray, 1862",,CITES_EU,Species,32270
mouhotii,Species,101248,Genus,30697,S,"(Gray, 1862)",,CITES_EU,Species,32270
mucosus,Species,36373,Genus,1114,S,"Linnaeus, 1758",,CITES_EU,Species,18818
mucronata,subspecies,90893,Species,18042,S,"Dana, 1846",,CITES_EU,Species,18042
muellerae,Species,89713,Genus,1299,S,"Milne Edwards & Haime, 1851",,CITES_EU,Species,6126
muelleri,subspecies,28789,Species,10548,S,"(Linnaeus, 1771)",,CITES_EU,Species,10551
muelleri,Species,74679,Genus,1660,S,"(Boulenger, 1892)",,CITES_EU,Species,8093
muhlenbergii,Species,79677,Genus,19837,S,"(Schoepff, 1801)",,CITES_EU,Species,4967
muhlenbergii,Species,94010,Genus,4767,S,"Schoepff, 1801",,CITES_EU,Species,4967
mulleri,Species,96765,Genus,4719,S,"(S. Müller, 1841)",,CITES_EU,Species,21440
mulleri,Species,96767,Genus,4103,S,"S. Müller, 1841",,CITES_EU,Species,21440
mullerii,Species,96319,Genus,1115,S,"Temminck, 1835",,CITES_EU,Species,6890
mulsant,Species,78785,Genus,30004,S,"(Bourcier, 1842)",,CITES_EU,Species,160
mulsant,Species,97878,Genus,30558,S,"Bourcier, 1842",,CITES_EU,Species,160
multiannularis,subspecies,77952,Species,10075,S,"Bleeker, 1852",,CITES_EU,Species,10075
multiannularis,Species,46866,Genus,2126,S,"Ginsburg, 1937",,CITES_EU,Species,45150
multiflora,Species,10876,Genus,2306,S,"Verrill, 1901",,CITES_EU,Species,10877
multilineatus,Species,13283,Genus,2883,S,"Taylor, 1966",,CITES_EU,Subspecies,13289
multilobata,Species,89721,Genus,1910,S,"Quelch, 1886",,CITES_EU,Species,9324
multilobata,Species,89722,Genus,2110,S,"Moseley, 1881",,CITES_EU,Species,10022
multipunctata,subspecies,28928,Species,22724,S,"(Gould, 1845)",,CITES_EU,Species,22718
multiramosa,Species,89725,Genus,55,S,"Nemenzo, 1967",,CITES_EU,Species,364
multiscutata,Species,94358,Genus,30404,S,"Gray, 1867",,CITES_EU,Species,3455
multiscutatus,Species,42812,Genus,43,S,"Tanaka, 1908",,CITES_EU,Species,228
multiscutatus,Species,94386,Genus,30208,S,"Rüppell, 1826",,CITES_EU,Species,5664
multisectus,Species,93758,Genus,30370,S,"Cope, 1862",,CITES_EU,Species,7824
multistriata,Species,89528,Genus,30389,S,"(Rothschild, 1911)",,CITES_EU,Species,4574
multistriata,Species,96543,Genus,30149,S,"Rothschild, 1911",,CITES_EU,Species,4574
multituberculatum,subspecies,91579,Species,3004,S,"Reichenow, 1887",,CITES_EU,Species,105224
multocarinata,Species,93816,Genus,1660,S,"F. Boie, 1827",,CITES_EU,Species,2864
multocarinatus,Species,93819,Genus,30636,S,"(Boie, 1827)",,CITES_EU,Species,2864
munroi,Species,41509,Genus,2061,S,"H. D. Pratt, 1979",,CITES_EU,Species,9888
muricata,Species,46714,Genus,55,S,"(Linnaeus, 1758)",Wallace (1999) treats this as an accepted species,CITES_EU,Species,365
muricata,Species,89726,Genus,2715,S,"Ellis & Solander, 1786",,CITES_EU,Species,349
muricata,Species,89727,Genus,2932,S,"Linnaeus, 1758",,CITES_EU,Species,365
muricatus,Species,42674,Genus,43,S,"Rafinesque, 1820",,CITES_EU,Species,223
murina,subspecies,37171,Species,18997,S,"(Linnaeus, 1758)",,CITES_EU,Species,41518
murina,Species,93761,Genus,593,S,"Linnaeus, 1758",,CITES_EU,Species,8254
murrayensis,Species,89728,Genus,55,S,"Vaughan, 1918",,CITES_EU,Species,386
murrayensis,Species,100944,Genus,2715,S,"Vaughan, 1918",,CITES_EU,Species,386
murrayi,Species,13536,Genus,2932,S,"Quelch, 1884",,CITES_EU,Species,13534
murrayi,Species,43850,Genus,3810,S,"Andrews, 1900",,CITES_EU,Species,17368
musae,subspecies,91488,Species,200116,S,"(Daudin, 1802)",,CITES_EU,Species,4447
Muscadivora,Genus,30504,,,S,,,CITES_EU,,
musculus,Species,105155,Genus,30732,S,"(Linnaeus, 1758)",,CITES_EU,Species,2477
musorstomica,Species,8911,Genus,1826,S,"Cairns, 1989",,CITES_EU,Species,8909
musschenbroekii,Species,96548,Genus,30512,S,"Schlegel, 1871",,CITES_EU,Species,14558
mustelina,Species,10563,Genus,30386,S,"(Gmelin, 1789)",,CMS,Species,28001
mustelinus,Species,91943,Genus,5044,S,"de Borre, 1870",,CITES_EU,Species,22906
mutabilis,Species,632,Genus,30019,S,"Merrem, 1820",,CITES_EU,Species,34927
mutica,Species,79093,Genus,19837,S,"(Cantor, 1842)",,CITES_EU,Species,32268
mutica,Species,94016,Genus,30237,S,"Boulenger, 1889",,CITES_EU,Species,4656
muticus,Species,79092,Genus,1580,S,"Cantor, 1842",,CITES_EU,Species,32268
Mycedia,Genus,30505,,,S,,,CITES_EU,,
mychophilus,subspecies,97064,Species,15669,S,"(Linnaeus, 1758)",,CITES_EU,Species,15685
mycoides,Species,89729,Genus,7954,S,"Alcock, 1893",,CITES_EU,Species,8728
mycteria,Species,95083,Genus,1021,S,"Lichtenstein, 1819",,CITES_EU,Species,10905
mydas,Species,94230,Genus,4767,S,"Linnaeus, 1758",,CITES_EU,Species,4615
myersi,Species,38866,Genus,1358,S,"Pyburn, 1981",,CITES_EU,Species,23440
myersi,Species,103342,Genus,5200,S,"Myers, 1987",,CITES_EU,Species,23440
Mygale,Genus,30506,,,S,,,CITES_EU,,
Myioceyx,Genus,30507,,,S,,,CITES_EU,,
Myiomela,Genus,30508,,,S,,,"CITES_EU,CMS",,
myriaster,Species,89730,Genus,30085,S,"Milne Edwards & Haime, 1849",,CITES_EU,Species,12680
myriaster,Species,90814,Genus,30086,S,"(Milne Edwards & Haime, 1849)",,CITES_EU,Species,12680
myriolepis,Species,93777,Genus,2554,S,"Cope, 1868",,CITES_EU,Species,11935
myriophthalma,Species,89731,Genus,30074,S,"Lamarck, 1816",,CITES_EU,Species,2259
myriophylla,Species,73199,Genus,306,S,"Pallas, 1766",,CITES_EU,Species,1733
myristicivora,Species,96298,Genus,1115,S,"Scopoli, 1786",,CITES_EU,Species,6891
mystacea,Species,96451,Genus,30555,S,"(Temminck, 1811)",,CITES_EU,Species,9085
mystacea,Species,96452,Genus,1115,S,"Temminck, 1811",,CITES_EU,Species,9085
mysteriosus,Species,105360,Genus,1358,S,"Myers, 1982",,CITES_EU,Species,6373
Mytilus,Genus,30509,,,S,,,CITES_EU,,
mytuloides,Species,94764,Genus,2593,S,"Röding, 1798",,CITES_EU,Species,12138
nabeulensis,Species,28709,Genus,4767,S,"(Highfield, 1990)",,CITES_EU,Species,21646
nabeulensis,Species,42106,Genus,30310,S,"Highfield, 1990",,CITES_EU,Species,21646
naevius,Species,88495,Genus,30403,S,"(J. F. Gmelin, 1789)",,CMS,Species,23237
naevius,Species,97565,Genus,4923,S,"Dumont, 1818",,CITES_EU,Species,19104
naevosa,Species,95376,Genus,239,S,"Gould, 1841",,CITES_EU,Species,20853
naina,Species,96271,Genus,1115,S,"Temminck, 1835",,CITES_EU,Species,36078
nais,subspecies,27881,Species,801,S,"(Fraser, 1843)",,CITES_EU,Species,803
nais,subspecies,97921,Species,797,S,"Pallas, 1764",,CITES_EU,Species,803
najadum,Species,79198,Genus,30828,S,"(Eichwald, 1831)",,CITES_EU,Species,5173
namaquensis,subspecies,93970,Species,77972,S,"(Cuvier, 1829)",,CITES_EU,Species,77969
namaquensis,Species,93948,Genus,30858,S,"Methuen & Hewitt, 1914",,CITES_EU,Species,5342
nana,Species,28262,Genus,2250,S,"(Blyth, 1842)",,CITES_EU,Species,10765
nana,Species,46716,Genus,2983,S,"Bernard, 1882",,CITES_EU,Species,13761
nana,Species,89508,Genus,30294,S,"(Vigors, 1830)",,CITES_EU,Species,2006
nana,Species,89732,Genus,2715,S,"Studer, 1878",,CITES_EU,Species,397
nana,Species,89733,Genus,4642,S,"Nemenzo, 1964",,CITES_EU,Species,21112
nana,Species,96620,Genus,30684,S,"Vigors, 1830",,CITES_EU,Species,2006
nana,Species,97114,Genus,4616,S,"P. P. King, 1828",,CITES_EU,Species,9221
nancymaae,subspecies,28651,Species,1805,S,"(Humboldt, 1811)",,CITES_EU,Species,1803
Nannopsittacus,Genus,30511,,,S,,,CITES_EU,,
Nanodes,Genus,30512,,,S,,,CITES_EU,,
nanus,subspecies,95217,Species,200137,S,"(Bonaparte, 1850)",,CITES_EU,Species,118
nanus,Species,77050,Genus,3370,S,"Mikhalev, Ivashin, Savusin & Zelenaya, 1981",,CITES_EU,Species,15421
nanus,Species,95157,Genus,30396,S,"Blyth, 1842",,CITES_EU,Species,10765
naomiae,Species,89734,Genus,176,S,"Nemenzo, 1980",,CITES_EU,Species,974
napensis,Species,81826,Genus,30481,S,"(Chapman, 1928)",,CITES_EU,Species,15711
narcondami,Species,28998,Genus,33,S,"(Hume, 1873)",,CITES_EU,Species,149
Nardoana,Genus,30513,,,S,,,CITES_EU,,
nardoi,Species,42707,Genus,43,S,"Heckel, 1851",,CITES_EU,Species,224
narethae,subspecies,29203,Species,28566,S,"(Gould, 1838)",,CITES_EU,Subspecies,14839
narraioca,Species,105287,Genus,907,S,"Necas, Modrý & Slapeta, 2003",,CITES_EU,Species,93359
nascornatus,Species,89735,Genus,4940,S,"Gardiner & Waugh, 1938",,CITES_EU,Species,29515
nasicornis,Species,94220,Genus,4767,S,"Lacépède, 1788",,CITES_EU,Species,3897
Nasiterna,Genus,30514,,,S,,,CITES_EU,,
nasus,Species,42705,Genus,43,S,"Heckel, 1847",,CITES_EU,Species,224
nasuta,Species,89736,Genus,2715,S,"Dana, 1846",,CITES_EU,Species,398
nasuta,Species,94225,Genus,794,S,"Rafinesque, 1814",,CITES_EU,Species,3897
nasuta,Species,104145,Genus,7174,S,"(Duméril & Bibron, 1836)",,CITES_EU,Species,4484
nasutus,Species,31799,Genus,907,S,"(Duméril & Bibron, 1836)",,CITES_EU,Species,4484
nasutus,Species,73449,Genus,622,S,"Bocourt, 1868",,CITES_EU,Species,2918
nasutus,Species,91422,Genus,30125,S,"Duméril & Bibron, 1836",,CITES_EU,Species,4484
nasutus,Species,93912,Genus,4909,S,"(Bocourt, 1868)",,CITES_EU,Species,2918
nasutus,Species,93913,Genus,5330,S,"(Bocourt, 1868)",,CITES_EU,Species,2918
nasutus,Species,200154,Genus,7651,S,,,CITES_EU,,
natalensis,subspecies,28269,Species,11001,S,"Gray, 1831",,CITES_EU,Species,11004
natalensis,Species,46849,Genus,2126,S,"von Bonde, 1923",,CITES_EU,Species,10075
natalensis,Species,93661,Genus,30375,S,"(A. Smith, 1833)",,CITES_EU,Species,19027
natalis,subspecies,41603,Species,14787,S,"(Bonaparte, 1850)",,CITES_EU,Species,14788
nathalinae,Species,38912,Genus,3051,S,"Tupinier, 1977",,CMS,Species,14128
nationi,Species,43721,Genus,1712,S,"(Thomas, 1894)",,CITES_EU,Species,4367
natunensis,Species,95183,Genus,4543,S,"Chasen, 1934",,CITES_EU,Species,20640
nazensis,subspecies,90908,Species,42551,S,"Milne Edwards & Haime, 1849",,CITES_EU,Species,42551
neapolitanus,Species,89737,Genus,30490,S,"Döderlein, 1913",,CITES_EU,Species,10245
nebularia,Species,95968,Genus,4392,S,"Gunnerus, 1767",,"CITES_EU,CMS",Species,22187
nebulosa,subspecies,93688,Species,2836,S,"Linnaeus, 1758",,CITES_EU,Species,2836
nebulosa,Species,47574,Genus,3578,S,"(Griffith, 1821)",,CITES_EU,Species,14519
nebulosa,Species,94056,Genus,4766,S,"Bell, 1825",,CITES_EU,Species,21641
nebulosus,subspecies,91953,Species,22864,S,"(Daudin, 1802)",,CITES_EU,Species,29119
nebulosus,Species,77974,Genus,30677,S,"Mouton & van Wyk, 1995",,CITES_EU,Species,18519
nebulosus,Species,91952,Genus,30500,S,"Gray, 1831",,CITES_EU,Species,29119
nebulosus,Species,93964,Genus,1157,S,"A. Smith, 1838",,CITES_EU,Species,5333
Nectophryne,Genus,30515,,,S,,,CITES_EU,,
neglecta,Species,89738,Genus,434,S,"Duchassaing & Michelotti, 1860",,CITES_EU,Species,2241
neglectus,Species,28894,Genus,1752,S,"Schlegel, 1873",,CITES_EU,Species,8477
neglectus,Species,94972,Genus,30328,S,"Wahlberg, 1855",,CMS,Species,16834
negrensis,Species,89739,Genus,1806,S,"Nemenzo, 1980",,CITES_EU,Species,8800
nelsoni,Species,14356,Genus,3094,S,"Merriam, 1901",,CITES_EU,Species,14354
nemaeus,Species,28760,Genus,4246,S,"(Linnaeus, 1771)",,CITES_EU,Species,18938
Nemenzophyllia,Genus,30516,,,S,,,CITES_EU,,
nemoralis,Species,94182,Genus,4767,S,"Schreiber, 1875",,CITES_EU,Species,21653
nemoricola,Species,95988,Genus,30127,S,"(Hodgson, 1836)",,CMS,Species,8855
nenday,Species,96625,Genus,4103,S,"Vieillot, 1823",,CITES_EU,Species,14319
Neohelia,Genus,30517,,,S,,,CITES_EU,,
Neomeris,Genus,30518,,,S,,,CITES_EU,,
Neoporites,Genus,30519,,,S,,,CITES_EU,,
nesarnack,Species,72807,Genus,4977,S,"Lacépède, 1804",,CITES_EU,Species,22563
nesiotes,Species,95684,Genus,1944,S,"Bangs & Zappey, 1905",,CITES_EU,Subspecies,9516
nesiotis,subspecies,28863,Species,1221,S,"(G. R. Gray, 1844)",,CITES_EU,Species,1239
Nesochen,Genus,30520,,,S,,,"CITES_EU,CMS",,
Nesonetta,Genus,30521,,,S,,,"CITES_EU,CMS",,
Nesopelia,Genus,30522,,,S,,,CITES_EU,,
neumanni,Species,29310,Genus,5059,S,"(Alexander, 1908)",,CITES_EU,Species,22963
newtoni,Species,95322,Genus,30810,S,"Gurney, 1863",,CITES_EU,Species,8465
newtonii,Species,29043,Genus,3716,S,"Boulenger, 1884",,CITES_EU,Species,16925
ngamiense,Species,9222,Genus,1879,S,"(Roberts, 1932)",,CITES_EU,Species,9212
ngamiensis,subspecies,97117,Species,200168,S,"(A. Smith, 1834)",,CITES_EU,Species,9212
nicefori,Species,94673,Genus,3766,S,"Noble, 1923",,CITES_EU,Species,17115
nickliniana,Species,28347,Genus,30478,S,"(I. Lea, 1837)",,CITES_EU,Species,22738
nicobarica,Species,96491,Genus,1115,S,"Linnaeus, 1758",,CITES_EU,Species,3607
nicobariensis,Subspecies,27982,Species,200145,S,"Gaimard, 1823",,CITES_EU,Species,13001
nicolli,subspecies,28323,Species,34096,S,"(Reichenow, 1899)",,CITES_EU,Species,17734
Nicoria,Genus,30523,,,S,,,CITES_EU,,
nigellus,Species,104248,Genus,3851,S,"Gardner & Carter, 1972",,CITES_EU,Species,17565
niger,subspecies,29112,Species,5335,S,"(Linnaeus, 1758)",,CITES_EU,Species,5343
niger,Species,27991,Genus,763,S,"Bartram, 1791",,CITES_EU,Species,3746
niger,Species,94323,Genus,30772,S,"Duméril & Bibron, 1835",,CITES_EU,Species,16526
niger,Species,94363,Genus,700,S,"Spix, 1825",,CITES_EU,Species,13053
niger,Species,95516,Genus,3633,S,"Fraser, 1852",,CITES_EU,Species,16556
niger,Species,95582,Genus,30213,S,"Vigors, 1829",,CITES_EU,Species,13050
niger,Species,96753,Genus,4103,S,"Linnaeus, 1758",,CITES_EU,Species,5321
niger,Species,97569,Genus,4923,S,"Linnaeus, 1758",,CITES_EU,Species,21830
nigeriae,Species,92537,Genus,5059,S,"(Alexander, 1908)",,CITES_EU,Species,38470
nigerrima,Species,94660,Genus,2198,S,"Spix, 1824",,CITES_EU,Species,23464
nigerrima,Species,94662,Genus,30385,S,"(Spix, 1824)",,CITES_EU,Species,23464
nigerrimus,Species,94663,Genus,1358,S,"(Spix, 1824)",,CITES_EU,Species,23464
nigra,Species,74582,Genus,1841,S,"(Quoy & Gaimard, 1824)",,CITES_EU,Species,9011
nigra,Species,89740,Genus,1914,S,"Pillai, 1969",,CITES_EU,Species,9362
nigra,Species,89741,Genus,2715,S,"Brook, 1892",,CITES_EU,Species,319
nigra,Species,94043,Genus,1580,S,"Blyth, 1855",,CITES_EU,Species,32272
nigra,Species,94117,Genus,4767,S,"Quoy & Gaimard, 1824",,CITES_EU,Species,9011
nigra,Species,94315,Genus,3626,S,"Gray, 1863",,CITES_EU,Species,16505
nigra,Species,94405,Genus,30335,S,"Gray, 1867",,CITES_EU,Species,15635
nigra,Species,95076,Genus,384,S,"Linnaeus, 1758",,CITES_EU,Species,4866
nigra,Species,95440,Genus,239,S,"Linnaeus, 1758",,"CITES_EU,CMS",Species,13030
nigra,Species,102924,Genus,2821,S,"(Vigors, 1829)",,CITES_EU,Species,13050
nigrescens,Species,28608,Genus,4230,S,"(Rothschild, 1902)",,CITES_EU,Species,19473
nigrescens,Species,89742,Genus,1370,S,"Dana, 1846",,CITES_EU,Species,22438
nigricans,subspecies,46462,Species,12778,S,"Boulenger, 1882",,CITES_EU,Species,30453
nigricans,Species,22198,Genus,4913,S,"Anderson, 1875",,CITES_EU,Species,2173
nigricans,Species,43428,Genus,647,S,"(Lawrence, 1846)",,"CITES_EU,CMS",Species,3056
nigricans,Species,94013,Genus,1580,S,"Gray, 1834",,CITES_EU,Species,4656
nigricans,Species,94014,Genus,19837,S,"(Gray, 1834)",,CITES_EU,Species,4656
nigricans,Species,94015,Genus,30237,S,"(Gray, 1834)",,CITES_EU,Species,4656
nigricans,Species,101252,Genus,30161,S,"(Gray, 1834)",,CITES_EU,Species,4656
nigriceps,subspecies,28653,Species,1805,S,"(Humboldt, 1811)",,CITES_EU,Species,1804
nigriceps,Species,28903,Genus,30167,S,"(Vigors, 1831)",,CITES_EU,Species,2088
