Scientific name,Rank,RecID,ParentRank,Parent recID,Status,Species Author,notes,Designation,AcceptedRank,AcceptedRecID
Chamaeleon,Genus,30146,,,S,,,CITES_EU,,
Chamaepelia,Genus,30147,,,S,,,CITES_EU,,
chamek,subspecies,28659,Species,2283,S,"(Linnaeus, 1758)",,CITES_EU,Species,2277
chamissoi,Species,19650,Genus,4255,S,"Wells, 1954",,CITES_EU,Species,19655
chamissonis,Species,6835,Genus,30619,S,"(Wiegmann, 1835)",,CITES_EU,Species,16985
Champsa,Genus,30148,,,S,,,CITES_EU,,
chamses,Species,94385,Genus,30208,S,"Bory, 1824",,CITES_EU,Species,5664
chapini,Species,105267,Genus,907,S,"De Witte, 1964",,CITES_EU,Species,4448
charltonii,Species,28753,Genus,30822,S,"(Eyton, 1845)",,CITES_EU,Species,2024
charltonii,Species,95605,Genus,30601,S,"Eyton, 1845",,CITES_EU,Species,2024
Charmosynopsis,Genus,30149,,,S,,,CITES_EU,,
chathamensis,Species,87557,Genus,5641,S,"(Rothschild, 1891)",,CITES_EU,Species,25278
chauvini,Species,91415,Genus,30146,S,"Methuen & Hewitt, 1913",,CITES_EU,Species,4458
chavaria,Species,95456,Genus,30592,S,"Linnaeus, 1766",,CITES_EU,Species,4590
cheela,Species,95176,Genus,1752,S,"Latham, 1790",,CITES_EU,Species,20640
chekei,Species,16920,Genus,3716,S,"Börner & Minuth, 1984",,CITES_EU,Species,16911
chelicuti,Species,97944,Genus,30030,S,"Stanley, 1814",,CITES_EU,Species,9636
Chelone,Genus,30150,,,S,,,CITES_EU,,
Chelonias,Genus,30151,,,S,,,CITES_EU,,
Chelonura,Genus,30152,,,S,,,CITES_EU,,
Chelys,Genus,30153,,,S,,,CITES_EU,,
Chen,Genus,30154,,,S,,,"CITES_EU,CMS",,
cheriway,Species,95306,Genus,1752,S,"Jacquin, 1784",,CITES_EU,Species,42431
Chersine,Genus,30155,,,S,,,CITES_EU,,
Chersinella,Genus,30156,,,S,,,CITES_EU,,
Chersydrus,Genus,30157,,,S,,,CITES_EU,,
Chettusia,Genus,30158,,,S,,,"CITES_EU,CMS",,
chevalieri,Species,94588,Genus,668,S,"Mocquard, 1908",,CITES_EU,Species,3174
cheynei,Species,93624,Genus,2987,S,"Wells & Wellington, 1984",,CITES_EU,Species,13865
chialtanensis,subspecies,3800,Species,30205,S,"Erxleben, 1777",,CITES_EU,Subspecies,3791
chiapasius,subspecies,3458,Species,3452,S,"(Linnaeus, 1758)",,CITES_EU,Subspecies,3457
chiapasius,Species,94351,Genus,154,S,"Bocourt, 1876",,CITES_EU,Subspecies,3457
chihi,Species,95091,Genus,3257,S,"Vieillot, 1817",,CITES_EU,Species,17608
Chilabothrus,Genus,30159,,,S,,,CITES_EU,,
Chilasa,Genus,30160,,,S,,,CITES_EU,,
childreni,Species,29140,Genus,5733,S,"Gray, 1842",,CITES_EU,Species,13858
childreni,Species,32982,Genus,2987,S,"(Gray, 1842)",,CITES_EU,Species,13858
childreni,Species,93588,Genus,7525,S,"(Gray, 1842)",,CITES_EU,Species,13858
chilensis,Species,28021,Genus,1841,S,"(Gray, 1870)",,CITES_EU,Species,9007
chilensis,Species,42715,Genus,31,S,"Philippi & Landbeck, 1864",,CITES_EU,Species,90
chilensis,Species,94105,Genus,4767,S,"Gray, 1870",,CITES_EU,Species,9007
chilensis,Species,95843,Genus,30102,S,"(Molina, 1782)",,CMS,Species,30799
chilensis,Species,95844,Genus,30592,S,"Molina, 1782",,CMS,Species,30799
chimachima,Species,95307,Genus,30650,S,"Vieillot, 1816",,CITES_EU,Species,13550
chimaera,Species,99135,Genus,30726,S,"Rothschild, 1904",,CITES_EU,Species,15516
chimango,Species,95308,Genus,30650,S,"Vieillot, 1816",,CITES_EU,Species,13551
chimborazo,subspecies,28433,Species,15488,S,"(d'Orbigny & Lafresnaye, 1838)",,CITES_EU,Species,15487
chimborazo,Species,97764,Genus,4923,S,"DeLattre & Bourcier, 1846",,CITES_EU,Species,15487
Chinemys,Genus,30161,,,S,,,CITES_EU,,
chinensis,Species,46824,Genus,2126,S,"Basilewsky, 1855",,CITES_EU,Species,10075
chinensis,Species,88592,Genus,30663,S,"Verrill, 1866",,CITES_EU,Species,8526
chinensis,Species,96388,Genus,1115,S,"Scopoli, 1786",,CITES_EU,Species,30952
chionogaster,Species,95,Genus,31,S,"(Kaup, 1852)",,CITES_EU,Species,129
chionogaster,Species,78790,Genus,2533,S,"(Tschudi, 1846)",,CITES_EU,Species,1017
chionogaster,Species,97699,Genus,4923,S,"Tschudi, 1845",,CITES_EU,Species,1017
chionopectus,Species,78791,Genus,187,S,"(Gould, 1859)",,CITES_EU,Species,1018
chionopectus,Species,97706,Genus,30803,S,"Gould, 1859",,CITES_EU,Species,1018
chionura,Species,97734,Genus,4923,S,"Gould, 1851",,CITES_EU,Species,7665
chiriquensis,Species,96349,Genus,1115,S,"(Ridgway, 1915)",,CITES_EU,Species,36016
chiriquensis,Species,96350,Genus,30543,S,"Ridgway, 1915",,CITES_EU,Species,36016
chiriquensis,Species,96462,Genus,30555,S,"(Sclater, 1856)",,CITES_EU,Species,36060
chiriri,subspecies,27958,Species,3119,S,"(P. L. S. Müller, 1776)",,CITES_EU,Species,3112
chiriri,Species,96671,Genus,4103,S,"Vieillot, 1818",,CITES_EU,Species,3112
Chizaerhis,Genus,30162,,,S,,,CITES_EU,,
Chlorestes,Genus,30163,,,S,,,CITES_EU,,
chloris,Species,28112,Genus,1987,S,"(Boddaert, 1783)",,CITES_EU,Species,21941
chloris,Species,97949,Genus,136,S,"Boddaert, 1783",,CITES_EU,Species,21941
chlorocercus,Species,96524,Genus,30255,S,"(Gould, 1856)",,CITES_EU,Species,12377
chlorocercus,Species,97702,Genus,30783,S,"(Gould, 1866)",,CITES_EU,Species,11877
Chloroenas,Genus,30164,,,S,,,CITES_EU,,
chlorolepidotus,Species,96509,Genus,4103,S,"Kuhl, 1820",,CITES_EU,Species,22112
chloroptera,Species,89503,Genus,30684,S,"Souancé, 1856",,CITES_EU,Species,1997
chloroptera,Species,103175,Genus,359,S,"Gray, 1859",,CITES_EU,Species,1966
chloropterus,Species,96792,Genus,350,S,"Ramsay, 1879",,CITES_EU,Species,846
chloropus,Species,95779,Genus,1792,S,"Linnaeus, 1758",,CMS,Species,8860
chlorostigma,Species,91968,Genus,30500,S,"Gray, 1831",,CITES_EU,Species,22880
chlorotis,subspecies,29278,Species,1221,S,"(G. R. Gray, 1844)",,CITES_EU,Species,1238
chocoensis,Species,94672,Genus,3766,S,"Posada Arango, 1869",,CITES_EU,Species,17115
Choeropsis,Genus,30165,,,S,,,CITES_EU,,
choliba,Species,81813,Genus,30481,S,"(Vieillot, 1817)",,CITES_EU,Species,15676
choliba,Species,97077,Genus,4616,S,"Vieillot, 1817",,CITES_EU,Species,15676
Chondropython,Genus,30166,,,S,,,CITES_EU,,
Choriotis,Genus,30167,,,S,,,CITES_EU,,
chriskarannarum,Species,5954,Genus,1246,S,"Ernst & McCord, 1987",,CITES_EU,Species,5956
christiei,Species,103249,Genus,3861,S,"Gray, 1838",,CMS,Species,17597
christii,Species,94790,Genus,3861,S,"Gray, 1838",,CMS,Species,17597
Chroicocephalus,Genus,30168,,,S,,,"CITES_EU,CMS",,
chrysaetos,Species,95279,Genus,1752,S,"Linnaeus, 1758",,CITES_EU,Species,1953
chrysaeus,Species,44901,Genus,1647,S,"(Hodgson, 1845)",,CMS,Species,31290
chrysarga,Species,14372,Genus,3098,S,"(Schlegel, 1837)",,CITES_EU,Species,23370
Chrysenis,Genus,30169,,,S,,,CITES_EU,,
chrysia,Species,96450,Genus,30555,S,"(Bonaparte, 1855)",,CITES_EU,Species,36063
Chrysoena,Genus,30170,,,S,,,CITES_EU,,
chrysogaster,subspecies,28560,Species,22448,S,"(Diard, 1820)",,CITES_EU,Species,22446
chrysogaster,subspecies,29135,Species,7824,S,"(Fischer, 1856)",,CITES_EU,Species,7817
chrysogaster,subspecies,44273,Species,4198,S,"Milne-Edwards, 1886",,CITES_EU,Species,4207
chrysogaster,subspecies,101778,Species,4200,S,"Peters, 1879",,CITES_EU,Species,4207
chrysogaster,Species,93747,Genus,30370,S,"Cope, 1871",,CITES_EU,Species,7817
chrysogaster,Species,96827,Genus,4103,S,"Latham, 1790",,CITES_EU,Species,14543
chrysoleucus,Species,41636,Genus,7649,S,"(Wagner, 1842)",,CITES_EU,Species,3578
chrysomela,subspecies,29233,Species,11506,S,"(Linnaeus, 1766)",,CITES_EU,Species,11504
chrysomela,Species,28616,Genus,30421,S,"(Kuhl, 1820)",,CITES_EU,Species,11504
chrysomela,Species,103267,Genus,2473,S,"(Kuhl, 1820)",,CITES_EU,Species,11504
chrysomelas,subspecies,41737,Species,18126,S,"(Martin, 1838)",,CITES_EU,Species,98470
chrysopterus,Species,96676,Genus,4103,S,"Linnaeus, 1766",,CITES_EU,Species,3113
chrysopterus,Species,103179,Genus,653,S,"(Linnaeus, 1766)",,CITES_EU,Species,3113
chrysopygus,subspecies,29234,Species,11506,S,"(Linnaeus, 1766)",,CITES_EU,Species,11505
chrysopygus,Species,28619,Genus,30421,S,"(Mikan, 1820)",,CITES_EU,Species,11505
chrysostomus,Species,96826,Genus,4103,S,"Kuhl, 1820",,CITES_EU,Species,14544
Chrysotis,Genus,30171,,,S,,,CITES_EU,,
chrysurus,Species,97675,Genus,4923,S,"Shaw, 1812",,CITES_EU,Species,10554
chukar,subspecies,95546,Species,200104,S,"(Meisner, 1804)",,CITES_EU,Species,827
chukar,Species,95545,Genus,30601,S,"J. E. Gray, 1830",,CITES_EU,Species,827
ciconia,Species,95080,Genus,384,S,"Linnaeus, 1758",,CMS,Species,4863
cincinnati,Species,42680,Genus,30048,S,"Duméril, 1867",,CITES_EU,Species,223
cincta,Species,96233,Genus,30430,S,"(Temminck, 1810)",,CITES_EU,Species,18794
cincta,Species,96239,Genus,1115,S,"Temminck, 1810",,CITES_EU,Species,18794
cineracea,Species,31889,Genus,4169,S,"Cabanis, 1872",,CITES_EU,Species,18997
cineracea,Species,96316,Genus,1115,S,"Temminck, 1835",,CITES_EU,Species,6879
cineraceus,subspecies,97065,Species,15669,S,"(Linnaeus, 1758)",,CITES_EU,Species,15685
cinerascens,subspecies,28666,Species,3552,S,"(Hoffmannsegg, 1807)",,CITES_EU,Species,3546
cinerascens,Species,22471,Genus,2715,S,"Ellis & Solander, 1786",,CITES_EU,Species,22485
cinerascens,Species,88593,Genus,30300,S,"(Ellis & Solander, 1786)",,CITES_EU,Species,22485
cinerea,subspecies,41756,Species,18938,S,"(Linnaeus, 1771)",,CITES_EU,Species,98491
cinerea,Species,93634,Genus,593,S,"Schneider, 1801",,CITES_EU,Species,19023
cinerea,Species,95972,Genus,4392,S,"Güldenstädt, 1775",,CMS,Species,22179
cinerea,Species,200114,Genus,706,S,,,CITES_EU,,
cinereicauda,Species,28276,Genus,2416,S,"(Lawrence, 1867)",,CITES_EU,Species,11215
cinereicauda,Species,97745,Genus,30557,S,"Lawrence, 1867",,CITES_EU,Species,11215
cinereiceps,subspecies,96226,Species,16877,S,"Bonaparte, 1855",,CITES_EU,Species,16876
cinereiceps,Species,96224,Genus,30608,S,"Bourns & Worcester, 1894",,CITES_EU,Species,16876
cinereoargenteus,Species,43918,Genus,5077,S,"(Schreber, 1775)",,CITES_EU,Species,22780
cinereus,Species,1796,Genus,30034,S,"(Illiger, 1815)",,CITES_EU,Species,1077
cinereus,Species,28785,Genus,30849,S,"(Güldenstädt, 1775)",,CMS,Species,22179
cinereus,Species,45699,Genus,30011,S,"(Gmelin, 1789)",,CMS,Species,36235
cinereus,Species,91484,Genus,907,S,"Strauch, 1862",,CITES_EU,Species,4447
cinereus,Species,95066,Genus,30784,S,"Raffles, 1822",,CITES_EU,Species,14045
cinereus,Species,95849,Genus,30492,S,"(Blyth, 1842)",,CMS,Species,22851
cinereus,Species,95850,Genus,3889,S,"Blyth, 1842",,CMS,Species,22851
cinereus,Species,103223,Genus,318,S,"(Illiger, 1815)",,CITES_EU,Species,1077
Cinixys,Genus,30172,,,S,,,CITES_EU,,
cinnabarina,Species,88594,Genus,1440,S,"Nardo, 1844",,CITES_EU,Species,6760
cinnamomima,Species,28114,Genus,1987,S,"Swainson, 1821",,CITES_EU,Species,21942
cinnamomina,subspecies,97132,Species,14778,S,"(Gmelin, 1788)",,CITES_EU,Species,14774
circularis,Species,105391,Genus,19739,S,"(Cairns, 1998)",,CITES_EU,Species,29530
circumcinctus,Species,95316,Genus,2012,S,"Kaup, 1852",,CITES_EU,Species,20665
circumcinctus,Species,102915,Genus,4551,S,"(Kaup, 1852)",,CITES_EU,Species,20665
circumvallata,Species,88596,Genus,2715,S,"Hemprich & Ehrenberg, 1834",,CITES_EU,Species,13752
cirrhatus,Species,95289,Genus,1752,S,"Gmelin, 1788",,CITES_EU,Species,20655
cirrhocephalus,Species,95218,Genus,30745,S,"Vieillot, 1817",,CITES_EU,Species,96
cirrhocephalus,Species,95219,Genus,31,S,"(Vieillot, 1817)",,CITES_EU,Species,96
cirrocephalus,Species,79149,Genus,30168,S,"(Vieillot, 1818)",,CMS,Species,11315
cirrochloris,Species,78809,Genus,757,S,"(Vieillot, 1818)",,CITES_EU,Species,1853
cirrochloris,Species,97739,Genus,4923,S,"Vieillot, 1818",,CITES_EU,Species,1853
Cistoclemmys,Genus,30173,,,S,,,CITES_EU,,
Cistuda,Genus,30174,,,S,,,CITES_EU,,
Cistudo,Genus,30175,,,S,,,CITES_EU,,
Citharocyathus,Genus,30176,,,S,,,CITES_EU,,
civetta,Species,28780,Genus,5070,S,"Schreber, 1776",,CITES_EU,Species,4940
civettina,subspecies,28811,Species,200172,S,"Blyth, 1862",,CITES_EU,Species,23036
clamator,Species,28615,Genus,30704,S,"(Vieillot, 1808)",,CITES_EU,Species,2166
clamator,Species,89360,Genus,418,S,"(Vieillot, 1808)",,CITES_EU,Species,2166
clamator,Species,97160,Genus,659,S,"Vieillot, 1808",,CITES_EU,Species,2166
clangula,Species,95443,Genus,239,S,"Linnaeus, 1758",,"CITES_EU,CMS",Species,3148
clarisse,Species,78780,Genus,2030,S,"(Longuemare, 1841)",,CITES_EU,Species,9778
clarisse,Species,97793,Genus,30558,S,"Longuemare, 1841",,CITES_EU,Species,9778
clarki,Species,93612,Genus,5733,S,"Barbour, 1914",,CITES_EU,Species,13854
clarkii,Species,81816,Genus,30481,S,"(L. Kelso & E. H. Kelso, 1935)",,CITES_EU,Species,15677
clathrata,Species,88597,Genus,2715,S,"Brook, 1891",,CITES_EU,Species,340
clathrata,Species,93543,Genus,306,S,"Pallas, 1766",,CITES_EU,Species,87909
claudiae,Species,101681,Genus,3777,S,"(La Touche, 1922)",,CMS,Species,31499
claudiae,Species,103375,Genus,19640,S,"(Jungfer, Lötters & Jorgens, 2000)",,CITES_EU,Species,74187
claudiae,Species,105473,Genus,1358,S,"(Jungfer, Lötters & Jörgens, 2000)",,CITES_EU,Species,74187
clausa,Species,94051,Genus,4767,S,"Gmelin, 1789",,CITES_EU,Species,21641
clava,Species,88598,Genus,4448,S,"(Dana, 1846)",,CITES_EU,Species,16434
clavaria,Species,88600,Genus,3951,S,"Lamarck, 1816",,CITES_EU,Species,18048
Clavarina,Genus,30177,,,S,,,CITES_EU,,
clavigera,Species,88601,Genus,2715,S,"Brook, 1892",,CITES_EU,Species,372
clavus,Species,3940,Genus,809,S,"Scacchi, 1835",,CITES_EU,Species,3980
clavus,Species,88602,Genus,30223,S,"(Scacchi, 1835)",,CITES_EU,Species,3980
clavus,Species,88603,Genus,1806,S,"(Dana, 1846)",,CITES_EU,Species,8800
clavus,Species,88604,Genus,9424,S,"Dana, 1846",,CITES_EU,Species,16434
clavus,Species,88774,Genus,30049,S,"Dana, 1846",,CITES_EU,Species,8800
clazus,subspecies,97068,Species,15669,S,"(Linnaeus, 1758)",,CITES_EU,Species,15685
clelia,Species,28573,Genus,30675,S,"(Daudin, 1803)",,CITES_EU,Species,4962
clemenciae,Species,97740,Genus,30558,S,"Lesson, 1829",,CITES_EU,Species,11216
clementei,Species,88605,Genus,3464,S,Nemenzo,,CITES_EU,Species,15863
Cliftia,Genus,30179,,,S,,,CITES_EU,,
clivosa,Species,29397,Genus,3607,S,"(Verrill, 1869)",,CITES_EU,Species,16434
clivosa,Species,88606,Genus,2715,S,"Ellis & Solander, 1786",,CITES_EU,Species,6668
clivosa,Species,90784,Genus,9424,S,"Verrill, 1869",,CITES_EU,Species,16432
clivosa,Species,94119,Genus,4767,S,"Garman, 1917",,CITES_EU,Species,9011
Clothonia,Genus,30180,,,S,,,CITES_EU,,
clouei,Species,88607,Genus,1756,S,"Milne Edwards & Haime, 1857",,CITES_EU,Species,8518
clypeata,Species,28660,Genus,30747,S,"(Linnaeus, 1758)",,CITES_EU,Species,1224
clypeus,Species,88608,Genus,1993,S,"Verrill, 1864",,CITES_EU,Species,9665
coalescens,Species,88609,Genus,2715,S,"Ortmann, 1889",,CITES_EU,Species,459
coalita,Species,88610,Genus,2983,S,"Nemenzo, 1967",,CITES_EU,Species,13738
coalitum,Species,88611,Genus,1772,S,"Marenzeller, 1888",,CITES_EU,Species,8609
coarctata,Species,6459,Genus,1370,S,"Duncan, 1889",,CITES_EU,Species,4950
coarctata,Species,88612,Genus,1756,S,"Duchassaing & Michelotti, 1860",,CITES_EU,Species,8504
cobitis,Species,19492,Genus,4237,S,"(Girard, 1856)",,CITES_EU,Species,21880
coccinea,Species,88613,Genus,30188,S,"(Lesson, 1834)",,CITES_EU,Species,22434
coccinea,Species,88614,Genus,1370,S,"(Hemprich & Ehrenberg, 1834)",,CITES_EU,Species,4950
coccinea,Species,88615,Genus,3290,S,"Hemprich & Ehrenberg, 1834",,CITES_EU,Species,4950
cochinchinensis,Species,94044,Genus,16353,S,"Tirant, 1885",,CITES_EU,Species,32272
cochlea,Species,88616,Genus,2098,S,"Gray, 1849",,CITES_EU,Species,9990
cochlea,Species,88617,Genus,2715,S,"Spengler, 1781",,CITES_EU,Species,10022
cochleata,Species,88618,Genus,2483,S,"(Pourtalès, 1867)",,CITES_EU,Species,8045
cocos,Species,88500,Genus,30311,S,"(Heller, 1912)",,CITES_EU,Species,8792
coctei,Species,44367,Genus,30324,S,"(Duméril & Bibron, 1839)",,CITES_EU,Species,12644
coelestis,Species,96666,Genus,101,S,"Lesson, 1847",,CITES_EU,Species,8661
coelestis,Species,97843,Genus,1289,S,"Gould, 1861",,CITES_EU,Species,691
coeligena,Species,97775,Genus,30558,S,"Lesson, 1833",,CITES_EU,Species,5064
Coelocyathus,Genus,30181,,,S,,,CITES_EU,,
Coelognathus,Genus,30182,,,S,,,CITES_EU,,
Coelogyra,Genus,30183,,,S,,,CITES_EU,,
Coeloria,Genus,30184,,,S,,,CITES_EU,,
Coelosmilia,Genus,30185,,,S,,,CITES_EU,,
Coenangia,Genus,30186,,,S,,,CITES_EU,,
Coendou,Genus,30187,,,S,,,CITES_EU,,
Coenopsammia,Genus,30188,,,S,,,CITES_EU,,
coerulea,Species,96942,Genus,2715,S,"Pallas, 1766",,CITES_EU,Species,9829
coeruleogularis,Species,97665,Genus,4923,S,"Gould, 1851",,CITES_EU,Species,11596
coibensis,subspecies,27887,Species,913,S,"(Gray, 1849)",,CITES_EU,Species,911
colei,Species,88619,Genus,2983,S,"Wells, 1954",,CITES_EU,Species,13832
colgadora,Species,93882,Genus,30800,S,"Garcia, 1896",,CITES_EU,Species,2921
Coliuspasser,Genus,30189,,,S,,,CITES_EU,,
collaris,subspecies,101806,Species,8200,S,"(É. Geoffroy, 1796)",,CITES_EU,Species,8206
collaris,Species,93593,Genus,422,S,"Longman, 1913",,CITES_EU,Species,2176
collaris,Species,95424,Genus,239,S,"Donovan, 1809",,CMS,Species,2452
collarius,Species,96708,Genus,4103,S,"Linnaeus, 1758",,CITES_EU,Species,1050
colocolo,Species,29271,Genus,1759,S,"Molina, 1782",,CITES_EU,Species,15309
colocolo,Species,81696,Genus,30463,S,"(Molina, 1782)",,CITES_EU,Species,15309
colocolo,Species,101176,Genus,30547,S,"(Molina, 1782)",,CITES_EU,Species,15309
colombiana,Species,94572,Genus,332,S,"(Opresko & Sánchez, 1997)",,CITES_EU,Species,88041
colombianus,Species,81819,Genus,30481,S,"(Traylor, 1952)",,CITES_EU,Species,15717
colombica,subspecies,28716,Species,21698,S,"(Gmelin, 1788)",,CITES_EU,Species,21696
colombica,Species,97657,Genus,30558,S,"Bourcier, 1843",,CITES_EU,Species,21696
Colostethus,Genus,30190,,,S,,,CITES_EU,,
colubrina,Species,32989,Genus,1660,S,"(Linnaeus, 1758)",,CITES_EU,Species,8086
colubrina,Species,93805,Genus,30042,S,"Linnaeus, 1758",,CITES_EU,Species,8086
colubrinus,Species,105257,Genus,1660,S,NULL,,CITES_EU,Species,8086
colubris,Species,97865,Genus,4923,S,"Linnaeus, 1758",,CITES_EU,Species,2047
columbianus,Species,95339,Genus,239,S,"Ord, 1815",,"CITES_EU,CMS",Species,6050
Columbigallina,Genus,30191,,,S,,,CITES_EU,,
columboides,Species,96786,Genus,30574,S,"Vigors, 1830",,CITES_EU,Species,18615
columna,Species,88620,Genus,2516,S,"Yabe & Sugiyama, 1941",,CITES_EU,Species,11753
columna,Species,88621,Genus,4031,S,"Dana, 1846",,CITES_EU,Species,5420
columna,Species,105205,Genus,30201,S,NULL,,CITES_EU,Species,5420
columnaris,Species,87910,Genus,3560,S,"(Duchassaing, 1870)",,CITES_EU,Species,1697
columnaris,Species,87911,Genus,15710,S,"Duchassaing, 1870",,CITES_EU,Species,1697
columnaris,Species,103508,Genus,306,S,"(Duchassaing, 1870)",,CITES_EU,Species,1697
Colymbus,Genus,30192,,,S,,,"CITES_EU,CMS",,
comatus,Species,27944,Genus,33,S,"(Raffles, 1822)",,CITES_EU,Species,145
comatus,Species,98020,Genus,663,S,"Raffles, 1822",,CITES_EU,Species,145
communis,Species,88622,Genus,809,S,"Wood-Mason & Alcock, 1891",,CITES_EU,Species,42540
comorensis,subspecies,29042,Species,16922,S,"Boettger, 1881",,CITES_EU,Species,16921
comorensis,Species,77073,Genus,4125,S,"Nicoll, 1908",,CITES_EU,Species,18759
complanata,Species,88633,Genus,740,S,"(Pourtalès, 1867)",,CITES_EU,Species,21040
complanata,Species,88634,Genus,1756,S,"Hemprich & Ehrenberg, 1834",,CITES_EU,Species,8527
complanata,Species,88635,Genus,4579,S,"(Pourtalès, 1867)",,CITES_EU,Species,21040
complanata,Species,90803,Genus,2715,S,"Brook, 1891",,CITES_EU,Species,340
complanatus,Species,94389,Genus,30208,S,"Geoffroy, 1827",,CITES_EU,Species,5664
composita,Species,88636,Genus,2983,S,"Crossland, 1952",,CITES_EU,Species,13737
compressa,subspecies,90939,Species,6453,S,"van der Horst, 1922",,CITES_EU,Species,6453
compressa,Species,3941,Genus,809,S,"Yabe & Eguchi, 1942",,CITES_EU,Species,29537
compressa,Species,88638,Genus,809,S,"Gardiner & Waugh, 1938",,CITES_EU,Species,29509
compressa,Species,88646,Genus,2045,S,"Verrill, 1864",,CITES_EU,Species,9829
compressa,Species,88647,Genus,2715,S,"Bassett-Smith, 1890",,CITES_EU,Species,364
compressus,Species,5236,Genus,1129,S,"Tenison-Woods, 1878",,CITES_EU,Species,17587
concamerata,Species,88650,Genus,1513,S,"(Forskål, 1775)",,CITES_EU,Species,7004
concamerata,Species,88651,Genus,2715,S,"Forskål, 1775",,CITES_EU,Species,7004
concentrica,Species,88652,Genus,1993,S,"Studer, 1901",,CITES_EU,Species,9665
concepcionensis,Species,2223,Genus,434,S,"Durham, 1947",,CITES_EU,Species,2230
conceptus,Species,17910,Genus,3924,S,"(Gardiner & Waugh, 1938)",,CITES_EU,Species,16049
Conchodromus,Genus,30193,,,S,,,CITES_EU,,
concinna,Species,2224,Genus,434,S,"Verrill, 1866",,CITES_EU,Species,2230
concinna,Species,88653,Genus,55,S,"(Brook, 1891)",,CITES_EU,Species,430
concinna,Species,88654,Genus,1513,S,"Verrill, 1901",,CITES_EU,Species,7007
concinna,Species,88655,Genus,2715,S,"Brook, 1891",,CITES_EU,Species,430
concinna,Species,96299,Genus,30131,S,"Wallace, 1865",,CITES_EU,Species,6880
concinnus,Species,96534,Genus,4103,S,"Shaw, 1791",,CITES_EU,Species,9278
concolor,Species,20229,Genus,3093,S,"(Miller, 1903)",,CITES_EU,Species,14351
concolor,Species,28834,Genus,1759,S,"Linnaeus, 1771",,CITES_EU,Species,18868
concolor,Species,41822,Genus,2200,S,"(Harlan, 1826)",,CITES_EU,Species,10544
concolor,Species,96866,Genus,1197,S,"(A. Smith, 1833)",,CITES_EU,Species,5416
concolor,Species,96867,Genus,30198,S,"A. Smith, 1833",,CITES_EU,Species,5416
concreta,Species,28218,Genus,1987,S,"(Temminck, 1825)",,CITES_EU,Species,493
concreta,Species,97954,Genus,1316,S,"Temminck, 1825",,CITES_EU,Species,493
condamini,Species,97588,Genus,4923,S,"Bourcier, 1851",,CITES_EU,Species,8427
conditicius,Species,43443,Genus,30817,S,"Peters & Griscom, 1928",,CITES_EU,Species,8871
conferta,Species,5082,Genus,30186,S,"(Verrill, 1869)",,CITES_EU,Species,30375
conferta,Species,88656,Genus,55,S,"(Quelch, 1886)",,CITES_EU,Species,377
conferta,Species,88657,Genus,30074,S,"Milne Edwards & Haime, 1850",,CITES_EU,Species,13724
conferta,Species,88659,Genus,1042,S,"Moseley, 1881",,CITES_EU,Species,29407
conferta,Species,88660,Genus,1299,S,"Nemenzo, 1959",,CITES_EU,Species,6129
conferta,Species,88661,Genus,1370,S,"Quelch, 1886",,CITES_EU,Species,6453
conferta,Species,88662,Genus,1440,S,"Quelch, 1885",,CITES_EU,Species,6749
conferta,Species,88663,Genus,1756,S,"Verrill, 1868",,CITES_EU,Species,8505
conferta,Species,88664,Genus,30445,S,"Verrill, 1864",,CITES_EU,Species,8727
conferta,Species,88665,Genus,2715,S,"Quelch, 1886",,CITES_EU,Species,377
conferta,Species,88666,Genus,2983,S,"Nemenzo, 1967",,CITES_EU,Species,13799
conferta,Species,90909,Genus,30469,S,"(Verrill, 1868)",,CITES_EU,Species,8505
confertifolia,Species,88669,Genus,1796,S,"Dana, 1846",,CITES_EU,Species,8717
confertus,Species,88671,Genus,3529,S,"Pourtalès, 1868",,CITES_EU,Species,16063
confluens,subspecies,94606,Species,6381,S,"(Schneider, 1799)",,CITES_EU,Species,6367
congica,Species,104512,Genus,318,S,"Lönnberg, 1910",,CITES_EU,Species,1793
congica,Species,105427,Genus,6441,S,"(Lönnberg, 1908)",,CITES_EU,Species,4143
conglomerata,Species,88672,Genus,2715,S,"Esper, 1797",,CITES_EU,Species,18055
conglomerata,Species,88673,Genus,3951,S,"(Esper, 1797)",,CITES_EU,Species,18055
conica,Species,22472,Genus,4969,S,"Klunzinger, 1879",,CITES_EU,Species,22485
conica,Species,88667,Genus,2513,S,"van der Horst, 1922",,CITES_EU,Species,2521
conica,Species,93810,Genus,593,S,"Schneider, 1801",,CITES_EU,Species,8087
conicula,Species,88675,Genus,2983,S,"Wells, 1954",,CITES_EU,Species,13797
conicus,Species,6342,Genus,1356,S,"Zibrowius, 1980",,CITES_EU,Species,6344
conicus,Species,73280,Genus,1660,S,"(Schneider, 1801)",,CITES_EU,Species,8087
conicus,Species,88676,Genus,30176,S,"Alcock, 1902",,CITES_EU,Species,14857
conigera,Species,88677,Genus,55,S,"(Dana, 1846)",,CITES_EU,Species,424
conigera,Species,88678,Genus,2715,S,"Dana, 1846",,CITES_EU,Species,424
conirostratus,Species,105268,Genus,907,S,"Tilbury, 1998",,CITES_EU,Species,4519
conirostris,Species,71062,Genus,4383,S,"Blanford, 1881",,CITES_EU,Species,19996
