rank_name,rec_id,listing,effective_from,party_iso2,is_current,populations_iso2,EXCLUDEDpopulations_iso,is_inclusion,included_in_RecID,RankforInclusions,excluded_rec_ids,short_note_en,short_note_es,short_note_fr,full_note_en,SpeciesIndexAnnotation,HistoryAnnotation,hash_note,Notes
Species,11200,II,12/06/2013,,1,,,0,,,,"Entry into effect delayed by 18 months, i.e. until 14 September 2014. Appendix III listing still applies until that date.","Se aplaza 18 meses la entrada en vigor, es decir, hasta el 14 de septiembre de 2014","Entrée en vigueur de l'inscription reportée de 18 mois, c'est-à-dire jusqu'au 14 septembre 2014",,,,,
SPECIES,11200,DELIII,12/06/2013,DK,0,,GL,0,,,,,,,,,,,
SPECIES,11200,DELIII,12/06/2013,BE,0,,,0,,,,,,,,,,,
SPECIES,11200,DELIII,12/06/2013,CY,0,,,0,,,,,,,,,,,
SPECIES,11200,DELIII,12/06/2013,DE,0,,,0,,,,,,,,,,,
SPECIES,11200,DELIII,12/06/2013,EE,0,,,0,,,,,,,,,,,
SPECIES,11200,DELIII,12/06/2013,ES,0,,,0,,,,,,,,,,,
SPECIES,11200,DELIII,12/06/2013,FI,0,,,0,,,,,,,,,,,
SPECIES,11200,DELIII,12/06/2013,FR,0,,,0,,,,,,,,,,,
SPECIES,11200,DELIII,12/06/2013,GB,0,,,0,,,,,,,,,,,
SPECIES,11200,DELIII,12/06/2013,GR,0,,,0,,,,,,,,,,,
SPECIES,11200,DELIII,12/06/2013,IE,0,,,0,,,,,,,,,,,
SPECIES,11200,DELIII,12/06/2013,IT,0,,,0,,,,,,,,,,,
SPECIES,11200,DELIII,12/06/2013,LT,0,,,0,,,,,,,,,,,
SPECIES,11200,DELIII,12/06/2013,LV,0,,,0,,,,,,,,,,,
SPECIES,11200,DELIII,12/06/2013,MT,0,,,0,,,,,,,,,,,
SPECIES,11200,DELIII,12/06/2013,NL,0,,,0,,,,,,,,,,,
SPECIES,11200,DELIII,12/06/2013,PL,0,,,0,,,,,,,,,,,
SPECIES,11200,DELIII,12/06/2013,PT,0,,,0,,,,,,,,,,,
SPECIES,11200,DELIII,12/06/2013,SE,0,,,0,,,,,,,,,,,
SPECIES,11200,DELIII,12/06/2013,SI,0,,,0,,,,,,,,,,,
SPECIES,11234,II,01/07/1975,,0,,,0,,,,,,,,,,,
SPECIES,11234,DELII,18/09/1997,,1,,,0,,,,,,,,,,,
SPECIES,11237,I,01/07/1975,,1,,,0,,,,,,,,,,,
SPECIES,11243,I,01/07/1975,,1,,,0,,,,,,,,,,,
SPECIES,11245,I,01/07/1975,,1,,,0,,,,,,,,,,,
SPECIES,11304,II,01/07/1975,,0,,,0,,,,,,,,,,,
SPECIES,11304,DELII,22/10/1987,,1,,,0,,,,,,,,,,,
SPECIES,11312,II,01/07/1975,,0,,,0,,,,,,,,,,,
SPECIES,11312,DELII,22/10/1987,,1,,,0,,,,,,,,,,,
SPECIES,11328,I,01/07/1975,,1,,,0,,,,,,,,,,,
SPECIES,11343,I,01/07/1975,,1,,,0,,,,Includes <i>Lasiorhinus barnardi</i>.,Incluye <i>Lasiorhinus barnardi</i>.,Inclut <i>Lasiorhinus barnardi</i>.,,,,,
SPECIES,11375,II,01/07/1975,,0,,,0,,,,,,,,,,,
SPECIES,11375,I,18/01/1990,,0,,,0,,,,,,,,,,,
SPECIES,11375,DELII,18/01/1990,,0,,,0,,,,,,,,,,,
SPECIES,11375,I,19/07/2000,,1,,,1,2446,GENUS,,Included in <i>Latimeria</i> spp.,Incluida en <i>Latimeria</i> spp.,Inscrit sous <i>Latimeria</i> spp.,,,,,
SPECIES,11476,II,18/09/1997,,1,,,0,,,,,,,,,,,
SPECIES,11477,II,18/09/1997,,1,,,0,,,,,,,,,,,
SPECIES,11496,II,01/07/1975,,0,,,0,,,,,,,,,,,
SPECIES,11496,I,04/02/1977,,1,,,1,429,FAMILY,,Included in Lemuridae spp.,Incluida en Lemuridae spp.,Inscrit sous Lemuridae spp.,,,,,
SPECIES,11496,DELII,04/02/1977,,0,,,0,,,,,,,,,,,
SPECIES,11509,II,01/07/1975,,0,,,0,,,,,,,,,,,
SPECIES,11509,II,04/02/1977,,0,,,1,312,FAMILY,,Included in Felidae spp.,Incluida en Felidae spp.,Inscrit sous Felidae spp.,,,,,
SPECIES,11509,I,18/01/1990,,1,,,0,,,,,,,,,,,
SPECIES,11510,II,01/07/1975,,0,,,0,,,,,,,,,,,
SPECIES,11510,II,04/02/1977,,0,,,1,312,FAMILY,,Included in Felidae spp.,Incluida en Felidae spp.,Inscrit sous Felidae spp.,,,,,
SPECIES,11510,I,18/01/1990,,1,,,0,,,,,,,,,,,
SPECIES,11511,II,01/07/1975,,0,,,0,,,,,,,,,,,
SPECIES,11511,II,04/02/1977,,0,,,1,312,FAMILY,,Included in Felidae spp.,Incluida en Felidae spp.,Inscrit sous Felidae spp.,,,,,
SPECIES,11511,I,18/01/1990,,1,,,0,,,,,,,,,,,
SPECIES,11533,I,01/07/1975,,0,,,0,,,,,,,,,,,
SPECIES,11533,I/r,31/10/1976,GB,0,,,0,,,,On behalf of HK.,En nombre de HK.,Au nom de HK.,On behalf of Hong Kong.,,,,
SPECIES,11533,I/w,03/07/1978,GB,0,,,0,,,,On behalf of HK.,En nombre de HK.,Au nom de HK.,On behalf of Hong Kong.,,,,
SPECIES,11533,I,06/06/1981,,1,,,1,173,FAMILY,,Included in Cheloniidae spp.,Incluida en Cheloniidae spp.,Inscrit sous Cheloniidae spp.,,,,,
SPECIES,11534,II,01/07/1975,,0,,,0,,,,,,,,,,,
SPECIES,11534,II/r,31/10/1976,GB,0,,,0,,,,On behalf of HK.,En nombre de HK.,Au nom de HK.,On behalf of Hong Kong.,,,,
SPECIES,11534,II/w,04/02/1977,GB,0,,,0,,,,On behalf of HK.,En nombre de HK.,Au nom de HK.,On behalf of Hong Kong.,,,,
SPECIES,11534,I,04/02/1977,,0,,,0,,,,,,,,,,,
SPECIES,11534,DELII,04/02/1977,,0,,,0,,,,,,,,,,,
SPECIES,11534,I/r,04/11/1980,JP,0,,,0,,,,,,,,,,,
SPECIES,11534,I,06/06/1981,,1,,,1,173,FAMILY,,Included in Cheloniidae spp.,Incluida en Cheloniidae spp.,Inscrit sous Cheloniidae spp.,,,,,
SPECIES,11534,I/w,31/01/1992,JP,0,,,0,,,,,,,,,,,
SPECIES,11634,I,01/07/1975,,1,,,0,,,,,,,,,,,
SPECIES,11638,II,01/07/1975,,0,,,0,,,,,,,,,,,
SPECIES,11638,II,04/02/1977,,1,,,1,312,FAMILY,,Included in Felidae spp.,Incluida en Felidae spp.,Inscrit sous Felidae spp.,,,,,
SPECIES,11687,III/r,24/10/1977,DK,0,,,0,,,,,,,,,,,
SPECIES,11687,II,28/06/1979,,1,,,1,59,ORDER,,Included in FALCONIFORMES spp.,Incluida en FALCONIFORMES spp.,Inscrit sous FALCONIFORMES spp.,,,,,
SPECIES,11687,III/w,28/06/1979,DK,0,,,0,,,,,,,,,,,
SPECIES,11736,III,26/02/1976,GH,0,,,0,,,,,,,,,,,
SPECIES,11736,III/r,24/10/1977,DK,0,,,0,,,,,,,,,,,
SPECIES,11736,III/w,01/01/1984,DK,0,,,0,,,,,,,,,,,
SPECIES,11736,DELIII,04/03/2007,GH,1,,,0,,,,,,,,,,,
SPECIES,11900,I,01/07/1975,,1,,,0,,,,,,,,,,,
SPECIES,11901,III/r,24/10/1977,DK,0,,,0,,,,,,,,,,,
SPECIES,11901,II,28/06/1979,,1,,,1,59,ORDER,,Included in FALCONIFORMES spp.,Incluida en FALCONIFORMES spp.,Inscrit sous FALCONIFORMES spp.,,,,,
SPECIES,11901,III/w,28/06/1979,DK,0,,,0,,,,,,,,,,,
SPECIES,11908,III/r,24/10/1977,DK,0,,,0,,,,,,,,,,,
SPECIES,11908,II,28/06/1979,,1,,,1,59,ORDER,,Included in FALCONIFORMES spp.,Incluida en FALCONIFORMES spp.,Inscrit sous FALCONIFORMES spp.,,,,,
SPECIES,11908,III/w,28/06/1979,DK,0,,,0,,,,,,,,,,,
SPECIES,11910,III/r,24/10/1977,DK,0,,,0,,,,,,,,,,,
SPECIES,11910,II,28/06/1979,,1,,,1,59,ORDER,,Included in FALCONIFORMES spp.,Incluida en FALCONIFORMES spp.,Inscrit sous FALCONIFORMES spp.,,,,,
SPECIES,11910,III/w,28/06/1979,DK,0,,,0,,,,,,,,,,,
SPECIES,11922,II,01/07/1975,,0,,,0,,,,,,,,,,,
SPECIES,11922,DELII,18/09/1997,,1,,,0,,,,,,,,,,,
SPECIES,11991,II,18/09/1997,,1,,,0,,,,,,,,,,,
SPECIES,12119,I,28/06/1979,,1,,,0,,,,,,,,,,,
SPECIES,12122,II,16/02/1995,,1,,,0,,,,,,,,,,,
SPECIES,12124,II,16/02/1995,,1,,,0,,,,Formerly included in <i>Lissemys punctata</i>.,Anteriormente incluida en <i>Lissemys punctata</i>.,Précédemment inscrit sous <i>Lissemys punctata</i>.,,,,,
SPECIES,12138,II,12/01/2005,,1,,,0,,,,,,,,,,,
SPECIES,12276,III,26/02/1976,GH,0,,,0,,,,Formerly included in Ploceidae spp.,Anteriormente incluida en Ploceidae spp.,Précédemment inscrit sous Ploceidae spp.,,,,,
SPECIES,12276,III/r,24/10/1977,DK,0,,,0,,,,,,,,,,,
SPECIES,12276,III/w,01/01/1984,DK,0,,,0,,,,,,,,,,,
SPECIES,12276,DELIII,04/03/2007,GH,1,,,0,,,,,,,,,,,
SPECIES,12277,III,26/02/1976,GH,0,,,0,,,,Formerly included in Ploceidae spp.,Anteriormente incluida en Ploceidae spp.,Précédemment inscrit sous Ploceidae spp.,,,,,
SPECIES,12277,III/r,24/10/1977,DK,0,,,0,,,,,,,,,,,
SPECIES,12277,III/w,01/01/1984,DK,0,,,0,,,,,,,,,,,
SPECIES,12277,DELIII,04/03/2007,GH,1,,,0,,,,,,,,,,,
SPECIES,12278,III,26/02/1976,GH,0,,,0,,,,Formerly included in Ploceidae spp.,Anteriormente incluida en Ploceidae spp.,Précédemment inscrit sous Ploceidae spp.,,,,,
SPECIES,12278,III/r,24/10/1977,DK,0,,,0,,,,,,,,,,,
SPECIES,12278,III/w,01/01/1984,DK,0,,,0,,,,,,,,,,,
SPECIES,12278,DELIII,04/03/2007,GH,1,,,0,,,,,,,,,,,
SPECIES,12279,III,26/02/1976,GH,0,,,0,,,,Formerly included in Ploceidae spp.,Anteriormente incluida en Ploceidae spp.,Précédemment inscrit sous Ploceidae spp.,,,,,
SPECIES,12279,III/r,24/10/1977,DK,0,,,0,,,,,,,,,,,
SPECIES,12279,III/w,01/01/1984,DK,0,,,0,,,,,,,,,,,
SPECIES,12279,DELIII,04/03/2007,GH,1,,,0,,,,,,,,,,,
SPECIES,12303,I,01/07/1975,,1,,,0,,,,,,,,,,,
SPECIES,12304,I,01/07/1975,,1,,,0,,,,,,,,,,,
SPECIES,12305,I,01/07/1975,,1,,,0,,,,,,,,,,,
SPECIES,12314,I,01/07/1975,,1,,,0,,,,,,,,,,,
SPECIES,12315,I,01/07/1975,,1,,,0,,,,,,,,,,,
SPECIES,12316,I,01/07/1975,,1,,,0,,,,,,,,,,,
SPECIES,12339,I,01/07/1975,,1,,,0,,,,,,,,,,,
SPECIES,12340,III,13/11/1986,MY,0,,,0,,,,,,,,,,,
SPECIES,12340,DELIII,22/05/2009,MY,1,,,0,,,,,,,,,,,
SPECIES,12343,III,13/11/1986,MY,0,,,0,,,,,,,,,,,
SPECIES,12343,DELIII,22/05/2009,MY,1,,,0,,,,,,,,,,,
SPECIES,12344,I,01/07/1975,,0,,,0,,,,,,,,,,,
Species,12344,DELI,12/06/2013,,1,,,0,,,,,,,,,,,
SPECIES,12348,I,01/07/1975,,1,,,0,,,,,,,,,,,
SPECIES,12375,II,01/07/1975,,0,,,0,,,,,,,,,,,
SPECIES,12375,II,04/02/1977,,1,,,1,124,ORDER,,Included in PRIMATES spp.,Incluida en PRIMATES spp.,Inscrit sous PRIMATES spp.,,,,,
SPECIES,12392,III,26/02/1976,GH,0,,,0,,,,,,,,,,,
SPECIES,12392,II/r,04/02/1977,GB,0,,,0,,,,On behalf of HK.,En nombre de HK.,Au nom de HK.,On behalf of Hong Kong.,,,,
SPECIES,12392,II,04/02/1977,,0,,,0,,,,,,,,,,,
SPECIES,12392,DELIII,04/02/1977,GH,0,,,0,,,,,,,,,,,
SPECIES,12392,II/w,03/07/1978,GB,0,,,0,,,,On behalf of HK.,En nombre de HK.,Au nom de HK.,On behalf of Hong Kong.,,,,
SPECIES,12392,I/r,18/01/1990,GB,0,,,0,,,,On behalf of HK.,En nombre de HK.,Au nom de HK.,On behalf of Hong Kong.,,,,
SPECIES,12392,I/r,18/01/1990,BW,0,,,0,,,,,,,,,,,
SPECIES,12392,I/r,18/01/1990,CN,0,,,0,,,,,,,,,,,
SPECIES,12392,I/r,18/01/1990,MW,1,,,0,,,,,,,,,,,
SPECIES,12392,I/r,18/01/1990,ZA,0,,,0,,,,,,,,,,,
SPECIES,12392,I/r,18/01/1990,ZM,0,,,0,,,,,,,,,,,
SPECIES,12392,I/r,18/01/1990,ZW,0,,,0,,,,,,,,,,,
SPECIES,12392,I,18/01/1990,,0,,,0,,,,,,,,,,,
SPECIES,12392,DELII,18/01/1990,,0,,,0,,,,,,,,,,,
SPECIES,12392,I/w,18/07/1990,GB,0,,,0,,,,On behalf of HK.,En nombre de HK.,Au nom de HK.,On behalf of Hong Kong.,,,,
SPECIES,12392,I/w,11/01/1991,CN,0,,,0,,,,,,,,,,,
SPECIES,12392,I/r,18/03/1991,NA,0,,,0,,,,,,,,,,,
SPECIES,12392,I/w,20/03/1997,ZM,0,,,0,,,,,,,,,,,
SPECIES,12392,I/w,17/09/1997,ZW,0,,,0,,,,,,,,,,,
SPECIES,12392,I,18/09/1997,,0,,"BW,NA,ZW",0,,,,"All populations except those of BW, NA, and ZW.","Todas las poblaciones, excepto los de BW, NA y ZW.","Toutes les populations sauf celles de BW, NA et ZW.","All populations except those of Botswana, Namibia and Zimbabwe.",,,,
SPECIES,12392,II,18/09/1997,,0,"BW,NA,ZW",,0,,,,"Populations of BW, NA, ZW","Poblaciones de BW, NA, ZW","Populations de BW, NA, ZW","Population of Botswana: For the exclusive purpose of allowing:
<p> 1) export of hunting trophies for non-commercial purposes; 
<p>2) export of live animals to appropriate and acceptable destinations. 
<p>No international trade in ivory is permitted before 18 months after the transfer to Appendix II comes into effect (i.e. 18 March 1999). Thereafter, under experimental quotas for raw ivory not exceeding 25.3 tonnes, raw ivory may be exported to Japan subject to the conditions established in Decision of the Conference of the Parties regarding ivory No. 10.1. 
<p>All other specimens shall be deemed to be specimens of species included in Appendix I and the trade in them shall be regulated accordingly.<p>Population of Namibia: For the exclusive purpose of allowing: <p>1) export of hunting trophies for non-commercial purposes; <p>2) export of live animals to appropriate and acceptable destinations, for non-commercial purposes. <p>No international trade in ivory is permitted before 18 months after the transfer to Appeindix II comes into effect (i.e. 18 March 1999). Thereafter, under experimental quotas for raw ivory not exceeding 13.8 tonnes, raw ivory may be exported to Japan subject to the conditions established in Decision of the Conference of the Parties regarding ivory No. 10. <p>All other specimens shall be deemed to be specimens of species included in Appendix I and the trade in them shall be regulated accordingly.<p>Population of Zimbabwe: For the exclusive purpose of allowing: <p>1) export of hunting trophies for non-commercial purposes; <p>2) export of live animals to appropriate and acceptable destinations; <p>3) export of hides; <p>4) export of leather goods and ivory carvings for non-commercial purposes. <p>No international trade in ivory is permitted before 18 months after the transfer to Appendix II comes into effect (i.e. 18 March 1999). Thereafter, under experimental quotas for raw ivory not exceeding 20 tonnes, raw ivory may be exported to Japan subject to the conditions established in Decision of the Conference of the Parties regarding ivory No. 10.1. All other specimens shall be deemed to be specimens of species included in Appendix I and the trade in them shall be regulated accordingly.<p>",,4,,
SPECIES,12392,I/w,18/09/1997,BW,0,,,0,,,,,,,,,,,
SPECIES,12392,I/w,18/09/1997,NA,0,,,0,,,,,,,,,,,
SPECIES,12392,I,19/07/2000,,0,,"BW,NA,ZA,ZW",0,,,,"All populations except those of BW, NA, ZA, and ZW.","Todas las poblaciones, excepto los de BW, NA, ZA y ZW.","Toutes les populations sauf celles de BW, NA, ZA et ZW.","All populations except those of Botswana, Namibia, South Africa, and Zimbabwe.",,,,
SPECIES,12392,II,19/07/2000,,0,"BW,NA,ZW,ZA",,0,,,,"Populations of BW, NA, ZA, ZW","Poblaciones de BW, NA, ZA, ZW","Populations de BW, NA, ZA, ZW","Population of Botswana: For the exclusive purpose of allowing:
<p> 1) export of hunting trophies for non-commercial purposes; 
<p>2) export of live animals to appropriate and acceptable destinations. 
<p>All other specimens shall be deemed to be specimens of species included in Appendix I and the trade in them shall be regulated accordingly.
<p> To ensure that where destinations for live animals are to be ""appropriate and acceptable"", export permits and re-export certificates may be issued only after the issuing Management Authority has received, from the Management Authority of the State of import, a certification to the effect that, in analogy to Article III, paragraph 3(b) of the convention, the holding facility has been reviewed by the competent Scientific Authority, and the proposed recipient has been found to be suitably equipped to house and care for the animals.<p>Population of Namibia: For the exclusive purpose of allowing: <p>1) export of hunting trophies for non-commercial purposes; <p>2) export of live animals to appropriate and acceptable destinations for non-commercial purposes only. <p>All other specimens shall be deemed to be specimens of species included in Appendix I and the trade in them shall be regulated accordingly. <p>To ensure that where <p>a) destinations for live animals are to be ""appropriate and acceptable"" <p>and b) the purpose of the import is to be ""non-commercial"", export permits and re-export certificates may be issued only after the issuing Management Authority has received, from the Management Authority of the State of import, a certification to the effect that: in case a), in analogy to Article III, paragraph 3(b) of the Convention, the holding facility has been reviewed by the competent Scientific Authority, and the proposed recipient has been found to be suitably equipped to house and care for the animals; and in case b), in analogy to Article III, paragraph 3(c), the Management Authority is satisfied that the specimens will not be used for primarily commercial purposes.<p>Population of South Africa: For the exclusive purpose of allowing: <p>1) trade in hunting trophies for non-commercial purposes;<p>2) trade in live animals for re-introduction purposes into protected areas formally proclaimed in terms of legislation of the importing country; <p>3) trade in hides and leather goods. <p>Trade in raw ivory shall be whole tusks of government owned stock originating from the Kruger National Park, subject to a zero quota. <p>All other specimens shall be deemed to be specimens of species in Appendix I and the trade in them shall be regulated accordingly.<p><p>Population of Zimbabwe: For the exclusive purpose of allowing <p>1) export of hunting trophies for non-commercial purposes;<p>2) export of live animals to appropriate and acceptable destinations; <p>3) export of hides; <p>4) export of leather goods and ivory carvings for non-commercial purposes. All other specimens shall be deemed to be specimens of species included in Appendix I and the trade in them shall be regulated accordingly.<p>To ensure that where <p>a) destinations for live animals are to be ""appropriate and acceptable"" <p>and b) the purpose of the import is to be ""non-commercial"", export permits and re-export certificates may be issued only after the issuing Management Authority has received, from the Management Authority of the State of import, a certification to the effect that: in case a), in analogy to Article III, paragraph 3(b) of the Convention, the holding facility has been reviewed by the competent Scientific Authority, and the proposed recipient has been found to be suitably equipped to house and care for the animals; and in case b), in analogy to Article III, paragraph 3(c), the Management Authority is satisfied that the specimens will not be used for primarily commercial purposes.<p>",,5,,
SPECIES,12392,I/w,06/09/2000,ZA,0,,,0,,,,,,,,,,,
SPECIES,12392,I,13/02/2003,,0,,"BW,NA,ZA,ZW",0,,,,"All populations except those of BW, NA, ZA, and ZW.","Todas las poblaciones, excepto los de BW, NA, ZA y ZW.","Toutes les populations sauf celles de BW, NA, ZA et ZW.","All populations except those of Botswana, Namibia, South Africa, and Zimbabwe.",,,,
SPECIES,12392,II,13/02/2003,,0,"BW,NA,ZA,ZW",,0,,,,"Populations of BW, NA, ZA, ZW","Poblaciones de BW, NA, ZA, ZW","Populations de BW, NA, ZA, ZW","Botswana: For the exclusive purpose of allowing:
<p>a) Trade in hunting trophies for non-commercial purposes;
<p>b) Trade in live animals for in-situ conservation programmes;
<p>c) Trade in hides; d) Trade in leather goods for non commercial purposes;
<p>e) Trade in registered raw ivory (whole tusks and pieces) subject to the following: i. Only registered government-owned stocks, originating in Botswana (excluding seized ivory and ivory of unknown origin); ii. Only to trading partners that have been verified by the Secretariat, in consultation with the Standing Committee, to have sufficient national legislation and domestic trade controls to ensure that the imported ivory will not be re-exported and will be managed in accordance with all requirements of Resolution Conf. 10.10 (Rev.) concerning domestic manufacturing and trade; iii. Not before May 2004, and in any event not before the Secretariat has verified the prospective importing countries, and MIKE has reported to the Secretariat on the baseline information (e.g. elephant population numbers, incidence of illegal killing); iv. A maximum amount of 20,000kg of ivory may be traded, and despatched in a single shipment under strict supervision of the Secretariat; v. The proceeds of the trade are used exclusively for elephant conservation and community conservation and development programs within or adjacent to the elephant range; vi. Only after the Standing Committee has agreed that the above conditions have been met.
<p>On a proposal from the Secretariat, the Standing Committee can decide to cause this trade to partially or completely cease in the event of non-compliance by exporting or importing countries, or in the case of proven detrimental impacts of the trade on other elephant populations. All specimens that are not allowed to be traded under the above provisions shall be deemed to be specimens of species included in Appendix I and the trade in them shall be regulated accordingly.
<p>
<p>Namibia: For the exclusive purpose of allowing:
<p>a) Trade in hunting trophies for non-commercial purposes;
<p>b) Trade in live animals for in-situ conservation programmes;
<p>c) Trade in hides; 
<p>d) Trade in leather goods for non commercial purposes;
<p>e) Trade in registered raw ivory (whole tusks and pieces) subject to the following: i. Only registered government-owned stocks, originating in Namibia (excluding seized ivory and ivory of unknown origin); ii. Only to trading partners that have been verified by the Secretariat, in consultation with the Standing Committee, to have sufficient national legislation and domestic trade controls to ensure that the imported ivory will not be re-exported and will be managed in accordance with all requirements of Resolution Conf. 10.10 (Rev.) concerning domestic manufacturing and trade; iii. Not before May 2004, and in any event not before the Secretariat has verified the prospective importing countries, and MIKE has reported to the Secretariat on the baseline information (e.g. elephant population numbers, incidence of illegal killing); iv. A maximum amount of 10,000kg of ivory may be traded, and despatched in a single shipment under strict supervision of the Secretariat; v. The proceeds of the trade are used exclusively for elephant conservation and community conservation and development programs within or adjacent to the elephant range; vi. Only after the Standing Committee has agreed that the above conditions have been met. 
<p>On a proposal from the Secretariat, the Standing Committee can decide to cause this trade to partially or completely cease in the event of non-compliance by exporting or importing countries, or in the case of proven detrimental impacts of the trade on other elephant populations. All specimens that are not allowed to be traded under the above provisions shall be deemed to be specimens of species included in Appendix I and the trade in them shall be regulated accordingly.
<p>
<p>South Africa: For the exclusive purpose of allowing:
<p>a) Trade in hunting trophies for non-commercial purposes;
<p>b) Trade in live animals for in-situ conservation programmes;
<p>c) Trade in hides; 
<p>d) Trade in leather goods for non commercial purposes;
<p>e) Trade in registered raw ivory (whole tusks and cut pieces of ivory that are both 20 cm or more in length and one kilogramme or more in weight) subject to the following: i. Only registered government-owned stocks, originating in South Africa (excluding seized ivory and ivory of unknown origin); ii. Only to trading partners that have been verified by the Secretariat, in consultation with the Standing Committee, to have sufficient national legislation and domestic trade controls to ensure that the imported ivory will not be re-exported and will be managed in accordance with all requirements of Resolution Conf. 10.10 (Rev.) concerning domestic manufacturing and trade; iii. Not before May 2004, and in any event not before the Secretariat has verified the prospective importing countries, and MIKE has reported to the Secretariat on the baseline information (e.g. elephant population numbers, incidence of illegal killing); iv. A maximum amount of 30,000kg of ivory may be traded, and despatched in a single shipment under strict supervision of the Secretariat; v. The proceeds of the trade are used exclusively for elephant conservation and community conservation and development programs within or adjacent to the elephant range; vi. Only after the Standing Committee has agreed that the above conditions have been met.
<p>On a proposal from the Secretariat, the Standing Committee can decide to cause this trade to partially or completely cease in the event of non-compliance by exporting or importing countries, or in the case of proven detrimental impacts of the trade on other elephant populations. All specimens that are not allowed to be traded under the above provisions shall be deemed to be specimens of species included in Appendix I and the trade in them shall be regulated accordingly.",,6,,
SPECIES,12392,I,12/01/2005,,0,,"BW,NA,ZA,ZW",0,,,,"All populations except those of BW, NA, ZA, and ZW.","Todas las poblaciones, excepto los de BW, NA, ZA y ZW.","Toutes les populations sauf celles de BW, NA, ZA et ZW.","All populations except those of Botswana, Namibia, South Africa, and Zimbabwe.",,,,
SPECIES,12392,II,12/01/2005,,0,"BW,NA,ZA,ZW",,0,,,,"Populations of BW, NA, ZA, ZW","Poblaciones de BW, NA, ZA, ZW","Populations de BW, NA, ZA, ZW","Populations of Botswana, Namibia and South Africa:
<p>For the exclusive purpose of allowing:
<p>1) trade in hunting trophies for non-commercial purposes;
<p>2) trade in live animals for in situ conservation programmes;
<p>3) trade in hides;
<p>4) trade in leather goods: for non commercial purposes for Botswana; for commercial or non-commercial purposes for Namibia and South Africa;
<p>5) trade in hair for commercial or non-commercial purposes for Namibia;
<p>6) trade in individually marked and certified ekipas incorporated in finished jewellery for non-commercial purposes for Namibia; and
<p>7) trade in registered raw ivory (for Botswana and Namibia, whole tusks and pieces; for South Africa, whole tusks and cut pieces of ivory that are both 20 cm or more in length and 1 kg or more in weight) subject to the following: 
<p>i. only registered government-owned stocks, originating in the State (excluding seized ivory and ivory of unknown origin) and, in the case of South Africa, only ivory originating from the Kruger National Park;
<p>ii. only to trading partners that have been verified by the Secretariat, in consultation with the Standing Committee, to have sufficient national legislation and domestic trade controls to ensure that the imported ivory will not be re-exported and will be managed in accordance with all requirements of Resolution Conf. 10.10 (Rev. CoP12) concerning domestic manufacturing and trade; 
<p>iii. not before the Secretariat has verified the prospective importing countries, and the MIKE programme has reported to the Secretariat on the baseline information (e.g. elephant population numbers, incidence of illegal killing); 
<p>iv. a maximum amount of 20,000kg (Botswana), 10,000 kg (Namibia) and 30,000 kg (South Africa) of ivory may be traded, and despatched in a single shipment under strict supervision of the Secretariat; 
<p>v. the proceeds of the trade are used exclusively for elephant conservation and community conservation and development programmes within or adjacent to the elephant range; and
<p>vi. only after the Standing Committee has agreed that the above conditions have been met.
<p>On a proposal from the Secretariat, the Standing Committee can decide to cause this trade to cease partially or completely in the event of non-compliance by exporting or importing countries, or in the case of proven detrimental impacts of the trade on other elephant populations. 
<p>All other specimens shall be deemed to be specimens of species included in Appendix I and the trade in them shall be regulated accordingly.
<p>",,7,,
