Scientific name,Rank,RecID,ParentRank,ParentRecID,Status,Species Author,notes,Designation
HOLOTHUROIDEA,Class,41,Phylum,6,A,,,CITES_EU
STELLEROIDEA,Class,26,Phylum,6,A,,,CITES_EU
SARCOPTERYGII,Class,24,Phylum,3,A,,,CITES_EU
REPTILIA,Class,23,Phylum,3,A,,,"CITES_EU,CMS"
MAMMALIA,Class,17,Phylum,3,A,,,"CITES_EU,CMS"
INSECTA,Class,16,Phylum,2,A,,,"CITES_EU,CMS"
HYDROZOA,Class,15,Phylum,5,A,,,CITES_EU
HIRUDINOIDEA,Class,14,Phylum,1,A,,,CITES_EU
GASTROPODA,Class,13,Phylum,7,A,,,CITES_EU
ELASMOBRANCHII,Class,11,Phylum,3,A,,,"CITES_EU,CMS"
CEPHALASPIDOMORPHI,Class,7,Phylum,3,A,,,CITES_EU
BIVALVIA,Class,6,Phylum,7,A,,,CITES_EU
AVES,Class,5,Phylum,3,A,,,"CITES_EU,CMS"
ARACHNIDA,Class,4,Phylum,2,A,,,CITES_EU
ANTHOZOA,Class,3,Phylum,5,A,,,CITES_EU
AMPHIBIA,Class,2,Phylum,3,A,,,CITES_EU
ACTINOPTERYGII,Class,1,Phylum,3,A,,,"CITES_EU,CMS"
PODOCNEMIDIDAE,Family,7203,Order,893,A,,,CMS
DERMOCHELYIDAE,Family,7202,Order,893,A,,,CMS
CHELONIIDAE,Family,7201,Order,893,A,,,CMS
ARAPAIMIDAE,Family,7200,Order,107,A,,,CITES_EU
MYOBATRACHIDAE,Family,7199,Order,11,A,,,CITES_EU
DICROGLOSSIDAE,Family,7198,Order,11,A,,,CITES_EU
AROMOBATIDAE,Family,7197,Order,11,A,,,CITES_EU
Carcharhinidae,Family,7196,Order,892,A,,,CITES_EU
MOBULIDAE,Family,7195,Order,891,A,,,"CITES_EU,CMS"
CALYPTOCEPHALELLIDAE,Family,7194,Order,11,A,,,CITES_EU
Ptilocercidae,Family,7191,Order,731,A,"Lyon, 1913",,CITES_EU
HIPPOSIDERIDAE,Family,7187,Order,33,A,,,CITES_EU
EUPLERIDAE,Family,7186,Order,26,A,,,CITES_EU
MEPHITIDAE,Family,7185,Order,26,A,,,CITES_EU
AILURIDAE,Family,7184,Order,26,A,,,CITES_EU
INIIDAE,Family,7183,Order,30,A,"Gray, 1846",,"CITES_EU,CMS"
CRICETIDAE,Family,7182,Order,134,A,"Fischer, 1817",,CITES_EU
CYCLOPEDIDAE,Family,7177,Order,890,A,"Pocock, 1924",,CITES_EU
ATELIDAE,Family,7176,Order,124,A,"Gray, 1825",,CITES_EU
PITHECIIDAE,Family,7175,Order,124,A,"Mivart, 1865",,CITES_EU
AOTIDAE,Family,7174,Order,124,A,"Elliot, 1913",,CITES_EU
HYPSIPRYMNODONTIDAE,Family,7173,Order,54,A,,,CITES_EU
THYLACOMYIDAE,Family,7172,Order,112,A,,,CITES_EU
CHAEROPODIDAE,Family,7171,Order,112,A,,,CITES_EU
PODOCNEMIDIDAE,Family,7135,Order,153,A,,,CITES_EU
GEOEMYDIDAE,Family,7134,Order,153,A,,,CITES_EU
STYLOPATHIDAE,Family,7133,Order,10,A,"Opresko, 2006",,CITES_EU
LIMNODYNASTIDAE,Family,7114,Order,11,A,,,CITES_EU
LORIIDAE,Family,7109,Order,129,A,,,CITES_EU
CACATUIDAE,Family,7108,Order,129,A,,,CITES_EU
APHANIPATHIDAE,Family,7107,Order,10,A,"Opresko, 2004",,CITES_EU
GEOTRIIDAE,Family,7104,Order,116,A,,,CITES_EU
CLADOPATHIDAE,Family,6981,Order,10,A,"Kinoshita, 1910",,CITES_EU
SCHIZOPATHIDAE,Family,6980,Order,10,A,"Brook, 1889 emend.",,CITES_EU
HALIOTIDAE,Family,4701,Order,15,A,,,CITES_EU
LEIOPATHIDAE,Family,3140,Order,10,A,"Haeckel, 1896",,CITES_EU
MYRIOPATHIDAE,Family,2706,Order,10,A,"Opresko, 2001",,CITES_EU
GERRHOSAURIDAE,Family,2603,Order,136,A,,,CITES_EU
TELMATHERINIDAE,Family,2598,Order,18,A,,,CITES_EU
PSEUDOMUGILIDAE,Family,2590,Order,18,A,,,CITES_EU
FUNDULIDAE,Family,2570,Order,47,A,,,CITES_EU
MELANOTAENIIDAE,Family,2565,Order,18,A,,,CITES_EU
STICHOPODIDAE,Family,2383,Order,242,A,"Haeckel, 1896",,CITES_EU
NOTODONTIDAE,Family,1630,Order,82,A,,,CITES_EU
SPHYRNIDAE,Family,1344,Order,25,A,,,CITES_EU
OSPHRONEMIDAE,Family,1308,Order,113,A,,,CITES_EU
APOGONIDAE,Family,1207,Order,113,A,,,CITES_EU
BOMBINATORIDAE,Family,1007,Order,11,A,,,CITES_EU
TROPIDOPHIIDAE,Family,970,Order,141,A,"Brongersma, 1951",,CITES_EU
PYTHONIDAE,Family,969,Order,141,A,"Fitzinger, 1826",,CITES_EU
LOXOCEMIDAE,Family,968,Order,141,A,"Cope, 1861",,CITES_EU
BOLYERIIDAE,Family,967,Order,141,A,"Hoffstetter, 1946",,CITES_EU
GARDINERIIDAE,Family,963,Order,137,A,,,CITES_EU
TURBINOLIIDAE,Family,945,Order,137,A,Milne Edwards & Haime 1848,,CITES_EU
ANGUILLIDAE,Family,942,Order,183,A,,,CITES_EU
OPHIDIASTERIDAE,Family,930,Order,173,A,,,CITES_EU
MANTELLIDAE,Family,897,Order,11,A,,,CITES_EU
DROMADIDAE,Family,871,Order,32,A,,,CMS
ACROCHORDIDAE,Family,870,Order,141,A,,,CITES_EU
XENOPELTIDAE,Family,869,Order,141,A,,,CITES_EU
ZOSTEROPIDAE,Family,867,Order,109,A,,,CITES_EU
ZIPHIIDAE,Family,864,Order,30,A,"Gray, 1865",,"CITES_EU,CMS"
XENOSAURIDAE,Family,861,Order,136,A,,,CITES_EU
XANTUSIIDAE,Family,859,Order,136,A,,,CITES_EU
VOMBATIDAE,Family,858,Order,54,A,"Burnett, 1830",,CITES_EU
VIVERRIDAE,Family,856,Order,26,A,"Gray, 1821",,CITES_EU
VIPERIDAE,Family,853,Order,141,A,,,CITES_EU
VESPERTILIONIDAE,Family,851,Order,33,A,"Gray, 1821",,"CITES_EU,CMS"
VARANIDAE,Family,849,Order,136,A,,,CITES_EU
URSIDAE,Family,845,Order,26,A,"Fischer, 1817",,CITES_EU
UPUPIDAE,Family,844,Order,42,A,,,CITES_EU
UNIONIDAE,Family,843,Order,162,A,,,CITES_EU
UMBRIDAE,Family,842,Order,648,A,,,CITES_EU
TYTONIDAE,Family,841,Order,147,A,,,CITES_EU
TYRANNIDAE,Family,840,Order,109,A,,,CMS
TURNICIDAE,Family,837,Order,65,A,,,CITES_EU
TUPAIIDAE,Family,835,Order,731,A,"Gray, 1825",,CITES_EU
TUBIPORIDAE,Family,834,Order,146,A,"Ehrenberg, 1828",,CITES_EU
TROGONIDAE,Family,831,Order,160,A,,,CITES_EU
TROGLODYTIDAE,Family,830,Order,109,A,,,CITES_EU
TROCHILIDAE,Family,828,Order,12,A,,,CITES_EU
TRIONYCHIDAE,Family,826,Order,153,A,,,CITES_EU
TRIDACNIDAE,Family,825,Order,163,A,,,CITES_EU
TRICHECHIDAE,Family,822,Order,143,A,"Gill, 1872",,"CITES_EU,CMS"
TRIACANTHIDAE,Family,821,Order,154,A,,,CITES_EU
TRAGULIDAE,Family,820,Order,17,A,"Milne-Edwards, 1864",,CITES_EU
TRACHYPHYLLIIDAE,Family,819,Order,137,A,Verrill 1901,,CITES_EU
TINAMIDAE,Family,814,Order,157,A,,,CITES_EU
THYLACINIDAE,Family,811,Order,48,A,"Bonaparte, 1838",,CITES_EU
THRESKIORNITHIDAE,Family,809,Order,34,A,,,"CITES_EU,CMS"
THERAPHOSIDAE,Family,807,Order,14,A,,,CITES_EU
TESTUDINIDAE,Family,801,Order,153,A,,,CITES_EU
TEIIDAE,Family,795,Order,136,A,,,CITES_EU
TAYASSUIDAE,Family,794,Order,17,A,"Palmer, 1897",,CITES_EU
TARSIIDAE,Family,793,Order,124,A,"Gray, 1825",,CITES_EU
TAPIRIDAE,Family,792,Order,115,A,"Gray, 1821",,CITES_EU
TACHYGLOSSIDAE,Family,789,Order,92,A,"Gill, 1872",,CITES_EU
SYNGNATHIDAE,Family,785,Order,152,A,,,CITES_EU
SYNBRANCHIDAE,Family,784,Order,151,A,,,CITES_EU
SULIDAE,Family,783,Order,111,A,,,"CITES_EU,CMS"
SUIDAE,Family,782,Order,17,A,"Gray, 1821",,CITES_EU
STYLASTERIDAE,Family,778,Order,149,A,Gray 1847,,CITES_EU
STURNIDAE,Family,777,Order,109,A,,,CITES_EU
STRUTHIONIDAE,Family,776,Order,148,A,,,CITES_EU
STROMBIDAE,Family,774,Order,87,A,,,CITES_EU
STRIGIDAE,Family,772,Order,147,A,,,CITES_EU
STERCORARIIDAE,Family,769,Order,32,A,,,"CITES_EU,CMS"
SQUALIDAE,Family,764,Order,145,A,,,CMS
SPHINGIDAE,Family,763,Order,82,A,,,CITES_EU
SPHENODONTIDAE,Family,762,Order,133,A,,,CITES_EU
SPHENISCIDAE,Family,761,Order,144,A,,,"CITES_EU,CMS"
SORICIDAE,Family,755,Order,886,A,"Fischer von Waldheim, 1817",,CITES_EU
SOLENOSTOMIDAE,Family,753,Order,152,A,,,CITES_EU
SOLENODONTIDAE,Family,752,Order,886,A,"Gill, 1872",,CITES_EU
SITTIDAE,Family,750,Order,109,A,,,CITES_EU
SISORIDAE,Family,749,Order,142,A,,,CITES_EU
SIDERASTREIDAE,Family,744,Order,137,A,Vaughan & Wells 1943,,CITES_EU
SERRANIDAE,Family,742,Order,113,A,,,CITES_EU
SCORPIONIDAE,Family,738,Order,140,A,,,CITES_EU
SCOPIDAE,Family,736,Order,34,A,,,CITES_EU
SCOLOPACIDAE,Family,733,Order,32,A,,,"CITES_EU,CMS"
SCIURIDAE,Family,732,Order,134,A,"Hemprich, 1820",,CITES_EU
SCINCIDAE,Family,731,Order,136,A,,,CITES_EU
SCIAENIDAE,Family,730,Order,113,A,,,CITES_EU
SCARABAEIDAE,Family,728,Order,38,A,"Latreille, 1802",,CITES_EU
SALMONIDAE,Family,725,Order,135,A,,,CITES_EU
SALAMANDRIDAE,Family,723,Order,28,A,,,CITES_EU
SAGITTARIIDAE,Family,722,Order,59,A,,,CITES_EU
RHYNOCHETIDAE,Family,719,Order,65,A,,,CITES_EU
RYNCHOPIDAE,Family,718,Order,32,A,,,CMS
RHIZANGIIDAE,Family,715,Order,137,A,d'Orbigny 1851,,CITES_EU
RHINOLOPHIDAE,Family,713,Order,33,A,"Gray, 1825",,"CITES_EU,CMS"
RHINOCEROTIDAE,Family,710,Order,115,A,"Gray, 1821",,CITES_EU
RHINCODONTIDAE,Family,709,Order,105,A,,,"CITES_EU,CMS"
RHEIDAE,Family,708,Order,132,A,,,CITES_EU
RETROPINNIDAE,Family,705,Order,649,A,,,CITES_EU
RECURVIROSTRIDAE,Family,702,Order,32,A,,,"CITES_EU,CMS"
RANIDAE,Family,700,Order,11,A,,,CITES_EU
RAMPHASTIDAE,Family,698,Order,119,A,,,CITES_EU
RALLIDAE,Family,697,Order,65,A,,,"CITES_EU,CMS"
PYGOPODIDAE,Family,694,Order,136,A,,,CITES_EU
PYCNONOTIDAE,Family,693,Order,109,A,,,CITES_EU
PTEROPODIDAE,Family,688,Order,33,A,"Gray, 1821",,"CITES_EU,CMS"
PTEROCLIDIDAE,Family,687,Order,40,A,,,CITES_EU
PSITTACIDAE,Family,683,Order,129,A,,,"CITES_EU,CMS"
PRUNELLIDAE,Family,675,Order,109,A,,,CITES_EU
PROCYONIDAE,Family,671,Order,26,A,"Gray, 1825",,CITES_EU
PROCELLARIIDAE,Family,670,Order,127,A,,,"CITES_EU,CMS"
PRISTIDAE,Family,667,Order,125,A,,,CITES_EU
POTOROIDAE,Family,666,Order,54,A,"Gray, 1821",,CITES_EU
PORITIDAE,Family,663,Order,137,A,Gray 1842,,CITES_EU
POMACANTHIDAE,Family,659,Order,113,A,,,CITES_EU
POLYODONTIDAE,Family,657,Order,2,A,,,"CITES_EU,CMS"
POECILIIDAE,Family,654,Order,47,A,,,CITES_EU
PODICIPEDIDAE,Family,653,Order,122,A,,,"CITES_EU,CMS"
POCILLOPORIDAE,Family,651,Order,137,A,Gray 1842,,CITES_EU
PLOCEIDAE,Family,649,Order,109,A,,,CITES_EU
PLETHODONTIDAE,Family,645,Order,28,A,,,CITES_EU
PLATYSTERNIDAE,Family,641,Order,153,A,,,CITES_EU
PLATANISTIDAE,Family,637,Order,30,A,"Gray, 1846",,"CITES_EU,CMS"
PITTIDAE,Family,635,Order,109,A,,,CITES_EU
PIMELODIDAE,Family,629,Order,142,A,,,CITES_EU
PICIDAE,Family,627,Order,119,A,,,CITES_EU
PHYSETERIDAE,Family,624,Order,30,A,"Gray, 1821",,"CITES_EU,CMS"
PHYLLOSTOMIDAE,Family,623,Order,33,A,"Gray, 1825",,CITES_EU
PHOENICOPTERIDAE,Family,620,Order,34,A,,,"CITES_EU,CMS"
PHOCOENIDAE,Family,619,Order,30,A,"Gray, 1825",,"CITES_EU,CMS"
PHOCIDAE,Family,618,Order,26,A,"Gray, 1821",,"CITES_EU,CMS"
PHASIANIDAE,Family,613,Order,61,A,,,"CITES_EU,CMS"
PHALLOSTETHIDAE,Family,611,Order,18,A,,,CITES_EU
PHALANGERIDAE,Family,609,Order,54,A,"Thomas, 1888",,CITES_EU
PHALACROCORACIDAE,Family,608,Order,111,A,,,"CITES_EU,CMS"
PHAETHONTIDAE,Family,607,Order,111,A,,,"CITES_EU,CMS"
PETROMYZONTIDAE,Family,606,Order,116,A,,,CITES_EU
PETAURIDAE,Family,604,Order,54,A,"Bonaparte, 1838",,CITES_EU
PERCIDAE,Family,598,Order,113,A,,,CITES_EU
PERCICHTHYIDAE,Family,597,Order,113,A,,,CITES_EU
PERAMELIDAE,Family,596,Order,112,A,"Gray, 1825",,CITES_EU
PELOMEDUSIDAE,Family,594,Order,153,A,,,CITES_EU
PELOBATIDAE,Family,593,Order,11,A,,,CITES_EU
PELECANOIDIDAE,Family,592,Order,127,A,,,CMS
PELECANIDAE,Family,591,Order,111,A,,,"CITES_EU,CMS"
PEDIONOMIDAE,Family,589,Order,65,A,,,CITES_EU
PECTINIIDAE,Family,587,Order,137,A,Vaughan & Wells 1943,,CITES_EU
PARYPHANTIDAE,Family,584,Order,150,A,,,CITES_EU
PARULIDAE,Family,583,Order,109,A,,,CMS
PARTULIDAE,Family,582,Order,150,A,"Pilsbry, 1900",,CITES_EU
PARIDAE,Family,580,Order,109,A,,,CITES_EU
PARADISAEIDAE,Family,576,Order,109,A,,,CITES_EU
PAPILIONIDAE,Family,574,Order,82,A,,,CITES_EU
PANGASIIDAE,Family,573,Order,142,A,,,"CITES_EU,CMS"
PANDIONIDAE,Family,572,Order,59,A,,,"CITES_EU,CMS"
OTIDIDAE,Family,569,Order,65,A,,,"CITES_EU,CMS"
OTARIIDAE,Family,568,Order,26,A,"Gray, 1825",,"CITES_EU,CMS"
OSTEOGLOSSIDAE,Family,567,Order,107,A,,,CITES_EU
OSMERIDAE,Family,566,Order,649,A,,,CITES_EU
ORYCTEROPODIDAE,Family,565,Order,161,A,"Gray, 1821",,CITES_EU
ORIOLIDAE,Family,563,Order,109,A,,,CITES_EU
ODOBENIDAE,Family,555,Order,26,A,"Allen, 1880",,CITES_EU
OCULINIDAE,Family,554,Order,137,A,Gray 1847,,CITES_EU
NYMPHALIDAE,Family,551,Order,82,A,,,"CITES_EU,CMS"
NOTOPTERIDAE,Family,548,Order,107,A,,,CITES_EU
NEOBALAENIDAE,Family,534,Order,30,A,"Gray, 1873",,"CITES_EU,CMS"
NECTARINIIDAE,Family,532,Order,109,A,,,CITES_EU
MYTILIDAE,Family,526,Order,96,A,,,CITES_EU
MYRMECOPHAGIDAE,Family,522,Order,890,A,"Gray, 1825",,CITES_EU
MYRMECOBIIDAE,Family,521,Order,48,A,"Waterhouse, 1841",,CITES_EU
GLIRIDAE,Family,520,Order,134,A,"Muirhead, 1819",,CITES_EU
MUSTELIDAE,Family,515,Order,26,A,"Fischer, 1817",,"CITES_EU,CMS"
MUSSIDAE,Family,514,Order,137,A,Ortmann 1890,,CITES_EU
MUSOPHAGIDAE,Family,513,Order,44,A,,,CITES_EU
MUSCICAPIDAE,Family,512,Order,109,A,,,"CITES_EU,CMS"
MURIDAE,Family,511,Order,134,A,"Illiger, 1815",,CITES_EU
MUGILIDAE,Family,509,Order,113,A,,,CITES_EU
MOTACILLIDAE,Family,508,Order,109,A,,,CITES_EU
MOSCHIDAE,Family,507,Order,17,A,"Gray, 1821",,CITES_EU
MONODONTIDAE,Family,504,Order,30,A,"Gray, 1821",,"CITES_EU,CMS"
MONACANTHIDAE,Family,503,Order,154,A,,,CITES_EU
MOLOSSIDAE,Family,501,Order,33,A,"Gervais, 1856",,"CITES_EU,CMS"
MOCHOKIDAE,Family,500,Order,142,A,,,CITES_EU
MIMIDAE,Family,497,Order,109,A,,,CITES_EU
MILLEPORIDAE,Family,496,Order,90,A,Fleming 1828,,CITES_EU
MICROHYLIDAE,Family,493,Order,11,A,,,CITES_EU
MICRABACIIDAE,Family,490,Order,137,A,Vaughan 1905,,CITES_EU
MERULINIDAE,Family,487,Order,137,A,Verrill 1866,,CITES_EU
MEROPIDAE,Family,486,Order,42,A,,,"CITES_EU,CMS"
MELIPHAGIDAE,Family,483,Order,109,A,,,CITES_EU
MEGAPODIIDAE,Family,478,Order,61,A,,,CITES_EU
MEGALONYCHIDAE,Family,476,Order,890,A,"Ameghino, 1889",,CITES_EU
LEPILEMURIDAE,Family,474,Order,124,A,"Gray, 1870",,CITES_EU
MEANDRINIIDAE,Family,471,Order,137,A,Gray 1847,,CITES_EU
MANIDAE,Family,465,Order,118,A,"Gray, 1821",,CITES_EU
MACROPODIDAE,Family,462,Order,54,A,"Gray, 1821",,CITES_EU
LYMNAEIDAE,Family,460,Order,19,A,"Rafinesque, 1815",,CITES_EU
LYCAENIDAE,Family,457,Order,82,A,,,CITES_EU
LUCANIDAE,Family,453,Order,38,A,"Latreille, 1804",,CITES_EU
LORISIDAE,Family,451,Order,124,A,"Gray, 1821",,CITES_EU
LEPTODACTYLIDAE,Family,435,Order,11,A,,,CITES_EU
LEPORIDAE,Family,432,Order,80,A,"Fischer, 1817",,CITES_EU
LEMURIDAE,Family,429,Order,124,A,"Gray, 1821",,CITES_EU
LATIMERIIDAE,Family,426,Order,36,A,,,CITES_EU
LARIDAE,Family,424,Order,32,A,,,"CITES_EU,CMS"
LANIIDAE,Family,423,Order,109,A,,,CITES_EU
LAMNIDAE,Family,420,Order,81,A,,,"CITES_EU,CMS"
LACERTIDAE,Family,419,Order,136,A,,,CITES_EU
LABRIDAE,Family,418,Order,113,A,,,CITES_EU
INDRIIDAE,Family,407,Order,124,A,"Burnett, 1828",,CITES_EU
IGUANIDAE,Family,405,Order,136,A,,,CITES_EU
ICTERIDAE,Family,404,Order,109,A,,,"CITES_EU,CMS"
ICTALURIDAE,Family,403,Order,142,A,,,CITES_EU
HYSTRICIDAE,Family,402,Order,134,A,"G. Fischer, 1817",,CITES_EU
HYNOBIIDAE,Family,399,Order,28,A,,,CITES_EU
HYLOBATIDAE,Family,398,Order,124,A,"Gray, 1871",,CITES_EU
HYLIDAE,Family,397,Order,11,A,,,CITES_EU
HYDROPHIIDAE,Family,392,Order,141,A,,,CITES_EU
HYDROBIIDAE,Family,389,Order,87,A,,,CITES_EU
HYDROBATIDAE,Family,388,Order,127,A,,,CITES_EU
HYAENIDAE,Family,386,Order,26,A,"Gray, 1821",,CITES_EU
HOMINIDAE,Family,385,Order,124,A,"Gray, 1825",,"CITES_EU,CMS"
HIRUNDINIDAE,Family,384,Order,109,A,,,"CITES_EU,CMS"
HIRUDINIDAE,Family,383,Order,16,A,,,CITES_EU
HIPPOPOTAMIDAE,Family,382,Order,17,A,"Gray, 1821",,CITES_EU
HETEROMYIDAE,Family,378,Order,134,A,"Gray, 1868",,CITES_EU
HERPESTIDAE,Family,376,Order,26,A,"Bonaparte, 1845",,CITES_EU
HEMIRAMPHIDAE,Family,372,Order,21,A,,,CITES_EU
HELODERMATIDAE,Family,369,Order,136,A,,,CITES_EU
HELIOPORIDAE,Family,366,Order,467,A,"Moseley, 1876",,CITES_EU
HAEMATOPODIDAE,Family,357,Order,32,A,,,CMS
GUYNIIDAE,Family,353,Order,137,A,Hickson 1910,,CITES_EU
GRUIDAE,Family,349,Order,65,A,,,"CITES_EU,CMS"
GOODEIDAE,Family,345,Order,47,A,,,CITES_EU
GOMPHIDAE,Family,344,Order,101,A,"Rambur, 1842",,CITES_EU
GOBIIDAE,Family,343,Order,113,A,,,CITES_EU
GLAREOLIDAE,Family,340,Order,32,A,,,"CITES_EU,CMS"
GEOMYIDAE,Family,336,Order,134,A,"Bonaparte, 1845",,CITES_EU
GEKKONIDAE,Family,332,Order,136,A,,,CITES_EU
GAVIIDAE,Family,330,Order,63,A,,,"CITES_EU,CMS"
GAVIALIDAE,Family,329,Order,43,A,,,"CITES_EU,CMS"
GALAXIIDAE,Family,325,Order,649,A,,,CITES_EU
GALAGIDAE,Family,324,Order,124,A,"Gray, 1825",,CITES_EU
FUNGIIDAE,Family,320,Order,137,A, Dana 1848,,CITES_EU
FUNGIACYATHIDAE,Family,319,Order,137,A,Chevalier 1987,,CITES_EU
FRINGILLIDAE,Family,318,Order,109,A,,,"CITES_EU,CMS"
FREGATIDAE,Family,317,Order,111,A,,,"CITES_EU,CMS"
FLABELLIDAE,Family,314,Order,137,A,Bourne 1905,,CITES_EU
FELIDAE,Family,312,Order,26,A,"G. Fischer, 1817",,"CITES_EU,CMS"
FAVIIDAE,Family,311,Order,137,A,Gregory 1900,,CITES_EU
FALCONIDAE,Family,310,Order,59,A,,,"CITES_EU,CMS"
ESTRILDIDAE,Family,301,Order,109,A,,,CITES_EU
ESCHRICHTIIDAE,Family,300,Order,30,A,"Ellerman & Morrison-Scott, 1951",,CITES_EU
ERINACEIDAE,Family,299,Order,888,A,"Fischer von Waldheim, 1817",,CITES_EU
ERETHIZONTIDAE,Family,298,Order,134,A,"Bonaparte, 1845",,CITES_EU
EQUIDAE,Family,296,Order,115,A,"Gray, 1821",,"CITES_EU,CMS"
EPHIPPIDAE,Family,293,Order,113,A,,,CITES_EU
EMYDIDAE,Family,286,Order,153,A,,,CITES_EU
EMBERIZIDAE,Family,283,Order,109,A,,,"CITES_EU,CMS"
EMBALLONURIDAE,Family,282,Order,33,A,"Gervais, 1856",,CMS
ELEPHANTIDAE,Family,279,Order,126,A,"Gray, 1821",,"CITES_EU,CMS"
ELEOTRIDAE,Family,278,Order,113,A,,,CITES_EU
ELASSOMATIDAE,Family,276,Order,204,A,,,CITES_EU
ELAPIDAE,Family,275,Order,141,A,,,CITES_EU
DUGONGIDAE,Family,270,Order,143,A,"Gray, 1821",,"CITES_EU,CMS"
DREPANIDIDAE,Family,267,Order,109,A,,,CITES_EU
DISCOGLOSSIDAE,Family,264,Order,11,A,,,CITES_EU
DIPODIDAE,Family,262,Order,134,A,"Fischer, 1817",,CITES_EU
DIPLOMYSTIDAE,Family,260,Order,142,A,,,CITES_EU
DIOMEDEIDAE,Family,258,Order,127,A,,,"CITES_EU,CMS"
DERMOCHELYIDAE,Family,251,Order,153,A,,,CITES_EU
DERMATEMYDIDAE,Family,250,Order,153,A,,,CITES_EU
DENDROPHYLLIIDAE,Family,249,Order,137,A,Gray 1847,,CITES_EU
DENDROBATIDAE,Family,247,Order,11,A,,,CITES_EU
DELPHINIDAE,Family,246,Order,30,A,"Gray, 1821",,"CITES_EU,CMS"
DAUBENTONIIDAE,Family,244,Order,124,A,"Gray, 1863",,CITES_EU
DASYURIDAE,Family,243,Order,48,A,"Goldfuss, 1820",,CITES_EU
DASYPROCTIDAE,Family,242,Order,134,A,"Bonaparte, 1838",,CITES_EU
DASYPODIDAE,Family,241,Order,889,A,"Gray, 1821",,CITES_EU
CYPRINODONTIDAE,Family,236,Order,47,A,,,CITES_EU
CYPRINIDAE,Family,235,Order,46,A,,,CITES_EU
CUCULIDAE,Family,227,Order,44,A,,,CITES_EU
CTENODACTYLIDAE,Family,224,Order,134,A,"Gervais, 1853",,CITES_EU
CRYPTOBRANCHIDAE,Family,222,Order,28,A,,,CITES_EU
CROCODYLIDAE,Family,221,Order,43,A,,,"CITES_EU,CMS"
CRACIDAE,Family,217,Order,61,A,,,CITES_EU
COTTIDAE,Family,216,Order,139,A,,,CITES_EU
COTINGIDAE,Family,215,Order,109,A,,,CITES_EU
CORVIDAE,Family,214,Order,109,A,,,CITES_EU
CORDYLIDAE,Family,213,Order,136,A,,,CITES_EU
CORALLIIDAE,Family,209,Order,64,A,"Lamouroux, 1812",,CITES_EU
CORACIIDAE,Family,208,Order,42,A,,,"CITES_EU,CMS"
COLUMBIDAE,Family,205,Order,40,A,,,"CITES_EU,CMS"
COLUBRIDAE,Family,204,Order,141,A,,,CITES_EU
COBITIDAE,Family,196,Order,46,A,,,CITES_EU
CLARIIDAE,Family,192,Order,142,A,,,CITES_EU
CINCLIDAE,Family,189,Order,109,A,,,CITES_EU
CICONIIDAE,Family,188,Order,34,A,,,"CITES_EU,CMS"
CICHLIDAE,Family,186,Order,113,A,,,CITES_EU
CHINCHILLIDAE,Family,175,Order,134,A,"Bennett, 1833",,CITES_EU
CHELYDRIDAE,Family,174,Order,153,A,,,CITES_EU
CHELONIIDAE,Family,173,Order,153,A,,,CITES_EU
CHELIDAE,Family,172,Order,153,A,,,CITES_EU
CHEIROGALEIDAE,Family,171,Order,124,A,"Gray, 1873",,CITES_EU
CHARADRIIDAE,Family,169,Order,32,A,,,"CITES_EU,CMS"
CHARACIDAE,Family,168,Order,31,A,,,CITES_EU
CHAMAELEONIDAE,Family,167,Order,136,A,,,CITES_EU
CHAETODONTIDAE,Family,166,Order,113,A,,,CITES_EU
CETORHINIDAE,Family,164,Order,81,A,,,"CITES_EU,CMS"
CERVIDAE,Family,163,Order,17,A,"Goldfuss, 1820",,"CITES_EU,CMS"
CERTHIIDAE,Family,162,Order,109,A,,,CITES_EU
CERCOPITHECIDAE,Family,160,Order,124,A,"Gray, 1821",,CITES_EU
CERATODONTIDAE,Family,159,Order,29,A,,,CITES_EU
CENTRISCIDAE,Family,154,Order,152,A,,,CITES_EU
CENTRARCHIDAE,Family,153,Order,113,A,,,CITES_EU
CEBIDAE,Family,152,Order,124,A,"Bonaparte, 1831",,CITES_EU
CATOSTOMIDAE,Family,150,Order,46,A,,,CITES_EU
CATHARTIDAE,Family,149,Order,59,A,,,"CITES_EU,CMS"
CASUARIIDAE,Family,148,Order,27,A,,,CITES_EU
CASTORIDAE,Family,147,Order,134,A,"Hemprich, 1820",,CITES_EU
CARYOPHYLLIIDAE,Family,146,Order,137,A,Gray 1847,,CITES_EU
CARETTOCHELYIDAE,Family,143,Order,153,A,,,CITES_EU
CAPROMYIDAE,Family,140,Order,134,A,"Smith, 1842",,CITES_EU
CAPRIMULGIDAE,Family,139,Order,24,A,,,CITES_EU
CAPITONIDAE,Family,137,Order,119,A,,,CITES_EU
CANIDAE,Family,135,Order,26,A,"Fischer, 1817",,"CITES_EU,CMS"
CAMELIDAE,Family,132,Order,17,A,"Gray, 1821",,"CITES_EU,CMS"
CAMAENIDAE,Family,130,Order,150,A,"Pilsbry, 1895",,CITES_EU
BYTHITIDAE,Family,123,Order,103,A,,,CITES_EU
BURRAMYIDAE,Family,122,Order,54,A,"Broom, 1898",,CITES_EU
BURHINIDAE,Family,121,Order,32,A,,,"CITES_EU,CMS"
BUFONIDAE,Family,118,Order,11,A,,,CITES_EU
BUCEROTIDAE,Family,117,Order,42,A,,,CITES_EU
