SpcRecID,Scientific name,Rank,Status,RefRecIDs
22916,yuwonoi,Species,A,11
29432,planipaleae,Species,A,25
15721,alius,Species,A,32
15723,moheliensis,Species,A,41
29489,cerradensis,Species,A,68
5588,zimmermanni,Species,A,78
27926,algirus,Species,A,78
30563,soror,Species,A,118
3056,bernicla,Species,A,123
30569,spiritus,Species,A,124
30586,coimbrai,Species,A,141
30595,ngoclinhensis,Species,A,150
30600,celiae,Species,A,155
30621,simulans,Species,A,176
30348,humilis,Species,A,187
32070,caerulivirens,Species,A,237
32077,nubicola,Species,A,244
32092,costaricanum,Species,A,244
32087,occidentalis,Species,A,252
17938,spathula,Species,A,267
15944,gigas,Species,A,268
18182,jullieni,Species,A,268
20034,formosus,Species,A,268
230,sturio,Species,A,269
230,sturio,Species,A,273
14504,forsteri,Species,A,275
14504,forsteri,Species,A,276
20034,formosus,Species,A,278
4586,cujus,Species,A,279
222,brevirostrum,Species,A,283
230,sturio,Species,A,286
20034,formosus,Species,A,288
3449,geertsi,Species,A,289
1991,gigas,Species,A,291
230,sturio,Species,A,292
11375,chalumnae,Species,A,295
14504,forsteri,Species,A,296
1991,gigas,Species,A,297
222,brevirostrum,Species,A,298
226,oxyrinchus,Species,A,298
222,brevirostrum,Species,A,301
226,oxyrinchus,Species,A,301
222,brevirostrum,Species,A,304
222,brevirostrum,Species,A,307
226,oxyrinchus,Species,A,307
1991,gigas,Species,A,307
4586,cujus,Species,A,307
6110,macdonaldi,Species,A,307
15944,gigas,Species,A,307
18182,jullieni,Species,A,307
20034,formosus,Species,A,307
20034,formosus,Species,A,308
14504,forsteri,Species,A,309
20034,formosus,Species,A,311
230,sturio,Species,A,316
230,sturio,Species,A,317
11375,chalumnae,Species,A,318
230,sturio,Species,A,320
230,sturio,Species,A,322
20034,formosus,Species,A,323
11375,chalumnae,Species,A,324
14504,forsteri,Species,A,327
14504,forsteri,Species,A,328
14504,forsteri,Species,A,329
14504,forsteri,Species,A,330
1991,gigas,Species,A,331
15944,gigas,Species,A,331
18182,jullieni,Species,A,331
4586,cujus,Species,A,332
226,oxyrinchus,Species,A,333
11375,chalumnae,Species,A,334
14504,forsteri,Species,A,334
15944,gigas,Species,A,334
222,brevirostrum,Species,A,336
15944,gigas,Species,A,337
18182,jullieni,Species,A,337
15944,gigas,Species,A,338
15944,gigas,Species,A,341
230,sturio,Species,A,342
4586,cujus,Species,A,343
20034,formosus,Species,A,344
222,brevirostrum,Species,A,346
226,oxyrinchus,Species,A,346
222,brevirostrum,Species,A,348
4586,cujus,Species,A,350
222,brevirostrum,Species,A,353
226,oxyrinchus,Species,A,353
226,oxyrinchus,Species,A,354
18182,jullieni,Species,A,360
14504,forsteri,Species,A,362
6110,macdonaldi,Species,A,363
6110,macdonaldi,Species,A,365
226,oxyrinchus,Species,A,367
11903,lacernulatus,Species,A,380
89,badius,Species,A,381
93,butleri,Species,A,381
104,gentilis,Species,A,381
119,nisus,Species,A,381
128,soloensis,Species,A,381
134,trivirgatus,Species,A,381
136,virgatus,Species,A,381
149,narcondami,Species,A,381
150,nipalensis,Species,A,381
544,monachus,Species,A,381
1219,acuta,Species,A,381
1224,clypeata,Species,A,381
1225,crecca,Species,A,381
1231,penelope,Species,A,381
1233,querquedula,Species,A,381
1953,chrysaetos,Species,A,381
1954,clanga,Species,A,381
1956,heliaca,Species,A,381
1958,pomarina,Species,A,381
1959,rapax,Species,A,381
2088,nigriceps,Species,A,381
2167,flammeus,Species,A,381
2169,otus,Species,A,381
2349,blewitti,Species,A,381
2350,brama,Species,A,381
2351,noctua,Species,A,381
2438,jerdoni,Species,A,381
2439,leuphotes,Species,A,381
2457,nyroca,Species,A,381
3133,bubo,Species,A,381
3135,coromandus,Species,A,381
3138,nipalensis,Species,A,381
3145,ibis,Species,A,381
3150,bicornis,Species,A,381
3344,teesa,Species,A,381
3353,buteo,Species,A,381
3355,hemilasius,Species,A,381
3367,rufinus,Species,A,381
3460,scutulata,Species,A,381
3607,nicobarica,Species,A,381
4000,alba,Species,A,381
4054,wallichii,Species,A,381
4702,undulata,Species,A,381
4866,nigra,Species,A,381
4896,gallicus,Species,A,381
4898,aeruginosus,Species,A,381
4903,cyaneus,Species,A,381
4904,macrourus,Species,A,381
4907,melanoleucos,Species,A,381
4908,pygargus,Species,A,381
5191,livia,Species,A,381
5680,crossoptilon,Species,A,381
6402,bicolor,Species,A,381
7073,garzetta,Species,A,381
7094,caeruleus,Species,A,381
8357,bengalensis,Species,A,381
8362,indicus,Species,A,381
8449,cherrug,Species,A,381
8460,jugger,Species,A,381
8464,naumanni,Species,A,381
8467,pelegrinoides,Species,A,381
8468,peregrinus,Species,A,381
8473,severus,Species,A,381
8475,subbuteo,Species,A,381
8477,tinnunculus,Species,A,381
8478,vespertinus,Species,A,381
8883,sonneratii,Species,A,381
9210,brodiei,Species,A,381
9214,castanonotum,Species,A,381
9216,cuculoides,Species,A,381
9226,radiatum,Species,A,381
9514,antigone,Species,A,381
9519,grus,Species,A,381
9521,leucogeranus,Species,A,381
9523,nigricollis,Species,A,381
9527,virgo,Species,A,381
9582,barbatus,Species,A,381
9587,bengalensis,Species,A,381
9589,fulvus,Species,A,381
9590,himalayensis,Species,A,381
9591,indicus,Species,A,381
9648,leucogaster,Species,A,381
9649,leucoryphus,Species,A,381
9658,indus,Species,A,381
10036,fasciatus,Species,A,381
10037,kienerii,Species,A,381
10039,pennatus,Species,A,381
10765,humilis,Species,A,381
10766,ichthyaetus,Species,A,381
10776,malayensis,Species,A,381
10888,cruentus,Species,A,381
10990,flavipes,Species,A,381
10991,ketupu,Species,A,381
10992,zeylonensis,Species,A,381
12314,impejanus,Species,A,381
12316,sclateri,Species,A,381
12365,beryllinus,Species,A,381
12374,vernalis,Species,A,381
13368,melanoleucos,Species,A,381
13553,migrans,Species,A,381
14552,percnopterus,Species,A,381
14773,affinis,Species,A,381
14786,scutulata,Species,A,381
15639,tarda,Species,A,381
15671,bakkamoena,Species,A,381
15672,balli,Species,A,381
15675,brucei,Species,A,381
15706,scops,Species,A,381
15708,spilocephalus,Species,A,381
15802,leucocephala,Species,A,381
15943,haliaetus,Species,A,381
16429,muticus,Species,A,381
16487,crispus,Species,A,381
16626,apivorus,Species,A,381
17033,badius,Species,A,381
17045,minor,Species,A,381
17046,ruber,Species,A,381
17484,leucorodia,Species,A,381
17897,insignis,Species,A,381
17950,bicalcaratum,Species,A,381
18612,alexandri,Species,A,381
18613,calthorpae,Species,A,381
18614,caniceps,Species,A,381
18615,columboides,Species,A,381
18616,cyanocephala,Species,A,381
18617,derbiana,Species,A,381
18619,eupatria,Species,A,381
18622,himalayana,Species,A,381
18623,intermedia,Species,A,381
18624,krameri,Species,A,381
18625,longicauda,Species,A,381
18626,roseata,Species,A,381
19675,caryophyllacea,Species,A,381
19903,calvus,Species,A,381
19905,melanotos,Species,A,381
20640,cheela,Species,A,381
20655,cirrhatus,Species,A,381
20658,nipalensis,Species,A,381
20884,senegalensis,Species,A,381
20895,aluco,Species,A,381
20901,leptogrammica,Species,A,381
20905,ocellata,Species,A,381
21267,humiae,Species,A,381
21674,tibetanus,Species,A,381
21677,tetrax,Species,A,381
22060,blythii,Species,A,381
22062,melanocephalus,Species,A,381
22063,satyra,Species,A,381
22183,guttifer,Species,A,381
22710,alba,Species,A,381
8357,bengalensis,Species,A,382
8362,indicus,Species,A,382
88,albogularis,Species,A,386
89,badius,Species,A,386
90,bicolor,Species,A,386
91,brachyurus,Species,A,386
92,brevipes,Species,A,386
93,butleri,Species,A,386
94,castanilius,Species,A,386
96,cirrocephalus,Species,A,386
97,collaris,Species,A,386
98,cooperii,Species,A,386
99,erythrauchen,Species,A,386
101,erythropus,Species,A,386
102,fasciatus,Species,A,386
103,francesii,Species,A,386
104,gentilis,Species,A,386
105,griseiceps,Species,A,386
106,gularis,Species,A,386
107,gundlachi,Species,A,386
108,haplochrous,Species,A,386
109,henicogrammus,Species,A,386
110,henstii,Species,A,386
111,imitator,Species,A,386
112,luteoschistaceus,Species,A,386
113,madagascariensis,Species,A,386
114,melanochlamys,Species,A,386
115,melanoleucus,Species,A,386
116,meyerianus,Species,A,386
117,minullus,Species,A,386
118,nanus,Species,A,386
119,nisus,Species,A,386
120,novaehollandiae,Species,A,386
121,ovampensis,Species,A,386
122,poliocephalus,Species,A,386
123,poliogaster,Species,A,386
124,princeps,Species,A,386
125,rhodogaster,Species,A,386
126,rufitorques,Species,A,386
127,rufiventris,Species,A,386
128,soloensis,Species,A,386
129,striatus,Species,A,386
130,superciliosus,Species,A,386
131,tachiro,Species,A,386
133,trinotatus,Species,A,386
134,trivirgatus,Species,A,386
136,virgatus,Species,A,386
535,acadicus,Species,A,386
536,funereus,Species,A,386
537,harrisii,Species,A,386
544,monachus,Species,A,386
1951,adalberti,Species,A,386
1952,audax,Species,A,386
1953,chrysaetos,Species,A,386
1954,clanga,Species,A,386
1955,gurneyi,Species,A,386
1956,heliaca,Species,A,386
1958,pomarina,Species,A,386
1959,rapax,Species,A,386
1960,verreauxii,Species,A,386
1961,wahlbergi,Species,A,386
2164,abyssinicus,Species,A,386
2165,capensis,Species,A,386
2166,clamator,Species,A,386
2167,flammeus,Species,A,386
2168,madagascariensis,Species,A,386
2169,otus,Species,A,386
2170,stygius,Species,A,386
2266,nitida,Species,A,386
2349,blewitti,Species,A,386
2350,brama,Species,A,386
2351,noctua,Species,A,386
2437,cuculoides,Species,A,386
2438,jerdoni,Species,A,386
2439,leuphotes,Species,A,386
2440,madagascariensis,Species,A,386
2441,subcristata,Species,A,386
3130,africanus,Species,A,386
3131,ascalaphus,Species,A,386
3133,bubo,Species,A,386
3134,capensis,Species,A,386
3135,coromandus,Species,A,386
3136,lacteus,Species,A,386
3137,leucostictus,Species,A,386
3138,nipalensis,Species,A,386
3139,philippensis,Species,A,386
3140,poensis,Species,A,386
3141,shelleyi,Species,A,386
3142,sumatranus,Species,A,386
3143,virginianus,Species,A,386
3340,nigricollis,Species,A,386
3341,indicus,Species,A,386
3342,liventer,Species,A,386
3343,rufipennis,Species,A,386
3344,teesa,Species,A,386
3345,albicaudatus,Species,A,386
3347,albonotatus,Species,A,386
3350,auguralis,Species,A,386
3351,brachypterus,Species,A,386
3352,brachyurus,Species,A,386
3353,buteo,Species,A,386
3354,galapagoensis,Species,A,386
3355,hemilasius,Species,A,386
3356,jamaicensis,Species,A,386
3357,lagopus,Species,A,386
3358,leucorrhous,Species,A,386
3359,lineatus,Species,A,386
3360,magnirostris,Species,A,386
3361,oreophilus,Species,A,386
3362,platypterus,Species,A,386
3363,poecilochrous,Species,A,386
3364,polyosoma,Species,A,386
3365,regalis,Species,A,386
3366,ridgwayi,Species,A,386
3367,rufinus,Species,A,386
3368,rufofuscus,Species,A,386
3369,solitarius,Species,A,386
3370,swainsoni,Species,A,386
3371,ventralis,Species,A,386
3372,aequinoctialis,Species,A,386
3373,anthracinus,Species,A,386
3374,meridionalis,Species,A,386
3376,urubitinga,Species,A,386
4605,riocourii,Species,A,386
4780,uncinatus,Species,A,386
4781,wilsonii,Subspecies,A,386
4893,cinerascens,Species,A,386
4894,cinereus,Species,A,386
4895,fasciolatus,Species,A,386
4896,gallicus,Species,A,386
4898,aeruginosus,Species,A,386
4900,assimilis,Species,A,386
4901,buffoni,Species,A,386
4902,cinereus,Species,A,386
4904,macrourus,Species,A,386
4906,maurus,Species,A,386
4907,melanoleucos,Species,A,386
4908,pygargus,Species,A,386
4909,ranivorus,Species,A,386
4910,spilonotus,Species,A,386
6259,americanus,Species,A,386
6260,ater,Species,A,386
6864,spectabilis,Species,A,386
7092,forficatus,Species,A,386
7093,axillaris,Species,A,386
7094,caeruleus,Species,A,386
7095,leucurus,Species,A,386
7096,scriptus,Species,A,386
8075,buergersi,Species,A,386
8076,radiatus,Species,A,386
8429,astur,Species,A,386
8442,alopex,Species,A,386
8443,amurensis,Species,A,386
8444,araeus,Species,A,386
8445,ardosiaceus,Species,A,386
8446,berigora,Species,A,386
8447,biarmicus,Species,A,386
8448,cenchroides,Species,A,386
8449,cherrug,Species,A,386
8450,chicquera,Species,A,386
8451,columbarius,Species,A,386
8452,concolor,Species,A,386
8453,cuvierii,Species,A,386
8454,deiroleucus,Species,A,386
8455,dickinsoni,Species,A,386
8456,eleonorae,Species,A,386
8457,fasciinucha,Species,A,386
8458,femoralis,Species,A,386
8459,hypoleucos,Species,A,386
8460,jugger,Species,A,386
8461,longipennis,Species,A,386
8462,mexicanus,Species,A,386
8463,moluccensis,Species,A,386
8464,naumanni,Species,A,386
8466,novaeseelandiae,Species,A,386
8467,pelegrinoides,Species,A,386
8468,peregrinus,Species,A,386
8469,punctatus,Species,A,386
8470,rufigularis,Species,A,386
8471,rupicoloides,Species,A,386
8472,rusticolus,Species,A,386
8473,severus,Species,A,386
8474,sparverius,Species,A,386
8475,subbuteo,Species,A,386
8476,subniger,Species,A,386
8477,tinnunculus,Species,A,386
8478,vespertinus,Species,A,386
8479,zoniventris,Species,A,386
8906,swainsonii,Species,A,386
9090,melanoleucus,Species,A,386
9091,caerulescens,Species,A,386
9209,brasilianum,Species,A,386
9210,brodiei,Species,A,386
9212,capense,Species,A,386
9215,castanopterum,Species,A,386
9216,cuculoides,Species,A,386
9217,gnoma,Species,A,386
9219,jardinii,Species,A,386
9220,minutissimum,Species,A,386
9223,passerinum,Species,A,386
9224,perlatum,Species,A,386
9226,radiatum,Species,A,386
9228,siju,Species,A,386
9229,sjostedti,Species,A,386
9230,tephronotum,Species,A,386
9574,californianus,Species,A,386
9582,barbatus,Species,A,386
9584,angolensis,Species,A,386
9586,africanus,Species,A,386
9587,bengalensis,Species,A,386
9588,coprotheres,Species,A,386
9589,fulvus,Species,A,386
9590,himalayensis,Species,A,386
9591,indicus,Species,A,386
9592,rueppellii,Species,A,386
9646,albicilla,Species,A,386
9647,leucocephalus,Species,A,386
9648,leucogaster,Species,A,386
9649,leucoryphus,Species,A,386
9650,pelagicus,Species,A,386
9651,sanfordi,Species,A,386
9652,vocifer,Species,A,386
9653,vociferoides,Species,A,386
9658,indus,Species,A,386
9659,sphenurus,Species,A,386
9668,melanosternon,Species,A,386
9733,bidentatus,Species,A,386
9734,diodon,Species,A,386
9735,harpyja,Species,A,386
9738,coronatus,Species,A,386
9739,solitarius,Species,A,386
9742,novaeguineae,Species,A,386
9934,infuscatus,Species,A,386
9935,longicauda,Species,A,386
9961,cachinnans,Species,A,386
10035,ayresii,Species,A,386
10036,fasciatus,Species,A,386
10037,kienerii,Species,A,386
10038,morphnoides,Species,A,386
10039,pennatus,Species,A,386
10765,humilis,Species,A,386
10766,ichthyaetus,Species,A,386
10776,malayensis,Species,A,386
10777,mississippiensis,Species,A,386
10778,plumbea,Species,A,386
10943,lettii,Species,A,386
10961,monogrammicus,Species,A,386
10989,blakistoni,Species,A,386
10990,flavipes,Species,A,386
10991,ketupu,Species,A,386
10992,zeylonensis,Species,A,386
11687,cayanensis,Species,A,386
11901,albicollis,Species,A,386
11902,kuhli,Species,A,386
11903,lacernulatus,Species,A,386
11904,melanops,Species,A,386
11905,occidentalis,Species,A,386
11906,plumbeus,Species,A,386
11907,polionotus,Species,A,386
11908,princeps,Species,A,386
11909,schistaceus,Species,A,386
11910,semiplumbeus,Species,A,386
12306,occipitalis,Species,A,386
12313,isura,Species,A,386
12329,cristata,Species,A,386
12578,alcinus,Species,A,386
13010,doriae,Species,A,386
13093,canorus,Species,A,386
13094,gabar,Species,A,386
13095,metabates,Species,A,386
13096,poliopterus,Species,A,386
13311,buckleyi,Species,A,386
13312,gilvicollis,Species,A,386
13313,mirandollei,Species,A,386
13314,plumbeus,Species,A,386
13315,ruficollis,Species,A,386
13316,semitorquatus,Species,A,386
13317,whitneyi,Species,A,386
13364,caerulescens,Species,A,386
13365,erythrogenys,Species,A,386
13366,fringillarius,Species,A,386
13367,latifrons,Species,A,386
13368,melanoleucos,Species,A,386
13550,chimachima,Species,A,386
13551,chimango,Species,A,386
13553,migrans,Species,A,386
13554,milvus,Species,A,386
13557,gurneyi,Species,A,386
13890,guianensis,Species,A,386
14390,monachus,Species,A,386
14552,percnopterus,Species,A,386
14638,solomonensis,Species,A,386
14773,affinis,Species,A,386
14775,connivens,Species,A,386
14776,jacquinoti,Species,A,386
14777,meeki,Species,A,386
14778,novaeseelandiae,Species,A,386
14779,undulata,Subspecies,A,386
14780,ochracea,Species,A,386
14781,odiosa,Species,A,386
14782,philippensis,Species,A,386
14783,punctulata,Species,A,386
14784,rudolfi,Species,A,386
14785,rufa,Species,A,386
14786,scutulata,Species,A,386
14787,squamipila,Species,A,386
14788,natalis,Species,A,386
14789,strenua,Species,A,386
14790,superciliaris,Species,A,386
14791,theomacha,Species,A,386
14792,variegata,Species,A,386
14924,scandiaca,Species,A,386
15528,isidori,Species,A,386
15667,albogularis,Species,A,386
15668,angelinae,Species,A,386
15669,asio,Species,A,386
15670,atricapilla,Species,A,386
15671,bakkamoena,Species,A,386
15672,balli,Species,A,386
15673,barbarus,Species,A,386
15674,brookii,Species,A,386
15675,brucei,Species,A,386
15676,choliba,Species,A,386
15677,clarkii,Species,A,386
15679,flammeolus,Species,A,386
15681,hartlaubi,Species,A,386
15682,icterorhynchus,Species,A,386
15683,ingens,Species,A,386
15684,ireneae,Species,A,386
15686,koepckeae,Species,A,386
15687,lawrencii,Species,A,386
15688,leucotis,Species,A,386
15690,magicus,Species,A,386
15691,manadensis,Species,A,386
15693,marshalli,Species,A,386
15694,megalotis,Species,A,386
15696,mindorensis,Species,A,386
15698,nudipes,Species,A,386
15699,pauliani,Species,A,386
15700,podargina,Species,A,386
15701,roboratus,Species,A,386
15702,rufescens,Species,A,386
15703,rutilus,Species,A,386
15704,sagittatus,Species,A,386
15706,scops,Species,A,386
15707,silvicola,Species,A,386
15708,spilocephalus,Species,A,386
15709,trichopsis,Species,A,386
15710,umbra,Species,A,386
15712,watsonii,Species,A,386
15943,haliaetus,Species,A,386
16034,unicinctus,Species,A,386
16626,apivorus,Species,A,386
16627,celebensis,Species,A,386
16865,albogularis,Species,A,386
16866,australis,Species,A,386
16867,carunculatus,Species,A,386
16868,megalopterus,Species,A,386
17033,badius,Species,A,386
17034,prigoginei,Species,A,386
17408,jefferyi,Species,A,386
17896,bellicosus,Species,A,386
17897,insignis,Species,A,386
17898,semitorquatus,Species,A,386
17903,radiatus,Species,A,386
17904,typus,Species,A,386
17906,plancus,Species,A,386
18602,grammicus,Species,A,386
18865,koeniswaldiana,Species,A,386
18866,melanota,Species,A,386
18867,perspicillata,Species,A,386
19746,hamatus,Species,A,386
19747,sociabilis,Species,A,386
19812,serpentarius,Species,A,386
19903,calvus,Species,A,386
19904,papa,Species,A,386
19952,albifacies,Species,A,386
20061,bouvieri,Species,A,386
20062,peli,Species,A,386
20063,ussheri,Species,A,386
20469,cunicularia,Species,A,386
20640,cheela,Species,A,386
20641,elgini,Species,A,386
20643,kinabaluensis,Species,A,386
20652,africanus,Species,A,386
20653,alboniger,Species,A,386
20654,bartelsi,Species,A,386
20655,cirrhatus,Species,A,386
20656,lanceolatus,Species,A,386
20657,nanus,Species,A,386
20658,nipalensis,Species,A,386
20659,ornatus,Species,A,386
20660,philippensis,Species,A,386
20661,tyrannus,Species,A,386
20662,melanoleucus,Species,A,386
20665,circumcincta,Species,A,386
20772,coronatus,Species,A,386
20894,albitarsis,Species,A,386
20895,aluco,Species,A,386
20896,butleri,Species,A,386
20899,huhula,Species,A,386
20900,hylophila,Species,A,386
20901,leptogrammica,Species,A,386
20902,nebulosa,Species,A,386
20903,nigrolineata,Species,A,386
20904,occidentalis,Species,A,386
20905,ocellata,Species,A,386
20906,rufipes,Species,A,386
20907,seloputo,Species,A,386
20908,uralensis,Species,A,386
20909,varia,Species,A,386
20910,virgata,Species,A,386
20911,woodfordii,Species,A,386
21169,ulula,Species,A,386
21630,ecaudatus,Species,A,386
21993,tracheliotus,Species,A,386
22142,occipitalis,Species,A,386
22710,alba,Species,A,386
22711,aurantia,Species,A,386
22712,capensis,Species,A,386
22714,glaucops,Species,A,386
22715,inexspectata,Species,A,386
22717,manusi,Species,A,386
22718,multipunctata,Species,A,386
22719,nigrobrunnea,Species,A,386
22720,novaehollandiae,Species,A,386
22721,rosenbergii,Species,A,386
22722,sororcula,Species,A,386
22723,soumagnei,Species,A,386
22724,tenebricosa,Species,A,386
22785,dimorpha,Species,A,386
22818,macrourus,Species,A,386
23063,gryphus,Species,A,386
23113,loweryi,Species,A,386
90,bicolor,Species,A,387
98,cooperii,Species,A,387
104,gentilis,Species,A,387
107,gundlachi,Species,A,387
129,striatus,Species,A,387
130,superciliosus,Species,A,387
159,heliodor,Species,A,387
535,acadicus,Species,A,387
536,funereus,Species,A,387
702,ocellata,Species,A,387
1011,amabilis,Species,A,387
1013,beryllina,Species,A,387
1014,boucardi,Species,A,387
1015,candida,Species,A,387
1020,cyanocephala,Species,A,387
1021,cyanura,Species,A,387
1024,edward,Species,A,387
1029,luciae,Species,A,387
1031,rutila,Species,A,387
1032,saucerrottei,Species,A,387
1034,tzacatl,Species,A,387
1036,violiceps,Species,A,387
1038,viridifrons,Species,A,387
1040,yucatanensis,Species,A,387
1042,agilis,Species,A,387
1043,albifrons,Species,A,387
1045,arausiaca,Species,A,387
1046,auropalliata,Species,A,387
1047,autumnalis,Species,A,387
1050,collaria,Species,A,387
1052,farinosa,Species,A,387
1054,finschi,Species,A,387
1055,guildingii,Species,A,387
1056,imperialis,Species,A,387
1058,leucocephala,Species,A,387
1060,ochrocephala,Species,A,387
1061,oratrix,Species,A,387
1065,ventralis,Species,A,387
1066,versicolor,Species,A,387
1068,viridigenalis,Species,A,387
1069,vittata,Species,A,387
1070,xantholora,Species,A,387
1219,acuta,Species,A,387
1224,clypeata,Species,A,387
1225,crecca,Species,A,387
1229,laysanensis,Species,A,387
1231,penelope,Species,A,387
1233,querquedula,Species,A,387
1275,aequatorialis,Species,A,387
1627,dominicus,Species,A,387
1628,mango,Species,A,387
1629,nigricollis,Species,A,387
1630,prevostii,Species,A,387
1632,viridis,Species,A,387
1953,chrysaetos,Species,A,387
1963,ambiguus,Species,A,387
1966,chloropterus,Species,A,387
1969,macao,Species,A,387
1996,canicularis,Species,A,387
1997,chloroptera,Species,A,387
1999,euops,Species,A,387
2000,finschi,Species,A,387
2002,holochlora,Species,A,387
2006,nana,Species,A,387
2007,pertinax,Species,A,387
2009,strenua,Species,A,387
2046,alexandri,Species,A,387
2047,colubris,Species,A,387
2167,flammeus,Species,A,387
2169,otus,Species,A,387
2170,stygius,Species,A,387
2266,nitida,Species,A,387
2381,ellioti,Species,A,387
2382,heloisa,Species,A,387
2855,lineola,Species,A,387
3058,leucopareia,Subspecies,A,387
3061,sandvicensis,Species,A,387
3143,virginianus,Species,A,387
3145,ibis,Species,A,387
3335,bistriatus,Species,A,387
3340,nigricollis,Species,A,387
3345,albicaudatus,Species,A,387
3347,albonotatus,Species,A,387
3350,auguralis,Species,A,387
3352,brachyurus,Species,A,387
3356,jamaicensis,Species,A,387
3357,lagopus,Species,A,387
3359,lineatus,Species,A,387
3360,magnirostris,Species,A,387
3362,platypterus,Species,A,387
3365,regalis,Species,A,387
3366,ridgwayi,Species,A,387
3369,solitarius,Species,A,387
3370,swainsoni,Species,A,387
3373,anthracinus,Species,A,387
3374,meridionalis,Species,A,387
3376,urubitinga,Species,A,387
3567,evelynae,Species,A,387
3646,lucifer,Species,A,387
3647,pulcher,Species,A,387
3652,anna,Species,A,387
3653,costae,Species,A,387
3711,imperialis,Species,A,387
3723,curvipennis,Species,A,387
3728,hemileucurus,Species,A,387
3732,rufus,Species,A,387
3863,cucullata,Species,A,387
4000,alba,Species,A,387
4428,urochrysia,Species,A,387
4753,assimilis,Species,A,387
4755,bracei,Species,A,387
4756,canivetii,Species,A,387
4758,maugaeus,Species,A,387
4759,mellisugus,Species,A,387
4761,ricordii,Species,A,387
4764,swainsonii,Species,A,387
4780,uncinatus,Species,A,387
4781,wilsonii,Subspecies,A,387
4820,mosquitus,Species,A,387
4903,cyaneus,Species,A,387
5115,delphinae,Species,A,387
5117,thalassinus,Species,A,387
5118,ridgwayi,Subspecies,A,387
5508,rubra,Species,A,387
5989,bicolor,Species,A,387
6077,latirostris,Species,A,387
6078,sordidus,Species,A,387
6246,julie,Species,A,387
6259,americanus,Species,A,387
6402,bicolor,Species,A,387
6403,viduata,Species,A,387
6805,eliza,Species,A,387
6806,enicura,Species,A,387
6813,ludovicae,Species,A,387
7073,garzetta,Species,A,387
7092,forficatus,Species,A,387
7095,leucurus,Species,A,387
7665,chionura,Species,A,387
7666,cupreiceps,Species,A,387
8180,fulgens,Species,A,387
8185,holosericeus,Species,A,387
8186,jugularis,Species,A,387
8271,cyanophrys,Species,A,387
8272,eximia,Species,A,387
8273,nigriventris,Species,A,387
8274,poliocerca,Species,A,387
8426,aquila,Species,A,387
8451,columbarius,Species,A,387
8454,deiroleucus,Species,A,387
8458,femoralis,Species,A,387
8462,mexicanus,Species,A,387
8468,peregrinus,Species,A,387
8470,rufigularis,Species,A,387
8472,rusticolus,Species,A,387
8474,sparverius,Species,A,387
8620,mellivora,Species,A,387
8663,cyanopygius,Species,A,387
9091,caerulescens,Species,A,387
9209,brasilianum,Species,A,387
9217,gnoma,Species,A,387
9219,jardinii,Species,A,387
9220,minutissimum,Species,A,387
9233,aeneus,Species,A,387
9234,hirsutus,Species,A,387
9301,bella,Species,A,387
9302,violiceps,Species,A,387
9513,americana,Species,A,387
9515,canadensis,Species,A,387
9516,nesiotes,Subspecies,A,387
9517,pulla,Subspecies,A,387
9574,californianus,Species,A,387
9647,leucocephalus,Species,A,387
9691,aureliae,Species,A,387
9733,bidentatus,Species,A,387
9735,harpyja,Species,A,387
9739,solitarius,Species,A,387
9816,jacula,Species,A,387
9823,constantii,Species,A,387
9825,longirostris,Species,A,387
9837,barroti,Species,A,387
9961,cachinnans,Species,A,387
10556,eliciae,Species,A,387
10557,grayi,Species,A,387
10558,leucotis,Species,A,387
10561,xantusii,Species,A,387
10777,mississippiensis,Species,A,387
10778,plumbea,Species,A,387
10905,mycteria,Species,A,387
11023,guimeti,Species,A,387
11214,amethystinus,Species,A,387
11215,castaneoventris,Species,A,387
11216,clemenciae,Species,A,387
11217,hemileucus,Species,A,387
11218,sybillae,Species,A,387
11219,viridipallens,Species,A,387
11225,rhami,Species,A,387
11596,coeruleogularis,Species,A,387
11687,cayanensis,Species,A,387
11901,albicollis,Species,A,387
11906,plumbeus,Species,A,387
11908,princeps,Species,A,387
11910,semiplumbeus,Species,A,387
12319,adorabilis,Species,A,387
12322,delattrei,Species,A,387
12324,helenae,Species,A,387
12329,cristata,Species,A,387
13107,helenae,Species,A,387
13108,minima,Species,A,387
13313,mirandollei,Species,A,387
13315,ruficollis,Species,A,387
13316,semitorquatus,Species,A,387
13317,whitneyi,Species,A,387
13327,albocoronata,Species,A,387
13550,chimachima,Species,A,387
13890,guianensis,Species,A,387
14912,borealis,Species,A,387
14924,scandiaca,Species,A,387
15480,derbianus,Species,A,387
15538,vetula,Species,A,387
15554,cristatus,Species,A,387
15669,asio,Species,A,387
15670,atricapilla,Species,A,387
15673,barbarus,Species,A,387
15676,choliba,Species,A,387
15677,clarkii,Species,A,387
15679,flammeolus,Species,A,387
15685,kennicottii,Species,A,387
15687,lawrencii,Species,A,387
15698,nudipes,Species,A,387
15709,trichopsis,Species,A,387
15943,haliaetus,Species,A,387
15950,insignis,Species,A,387
16034,unicinctus,Species,A,387
16533,albipennis,Species,A,387
16556,nigra,Species,A,387
16800,cuvierii,Species,A,387
16803,anthophilus,Species,A,387
16809,guy,Species,A,387
16813,longuemareus,Species,A,387
16822,superciliosus,Species,A,387
16885,mocinno,Species,A,387
16983,bryantae,Species,A,387
