SpcRecID,Scientific name,Rank,Accepted RecID,Accepted rank,Status,RefRecIDs
31794,lateralis,Species,4472,Species,S,3504
31795,linotus,Species,4474,Species,S,3504
31796,malthe,Species,4475,Species,S,3504
31797,minor,Species,8766,Species,S,3504
31798,monoceras,Species,4481,Species,S,3504
31799,nasutus,Species,4484,Species,S,3504
31800,oshaughnessyi,Species,4485,Species,S,3504
31801,oustaleti,Species,4486,Species,S,3504
31802,pardalis,Species,4488,Species,S,3504
31803,parsonii,Species,4489,Species,S,3504
31806,polleni,Species,4493,Species,S,3504
31807,rhinoceratus,Species,4496,Species,S,3504
31808,tigris,Species,4503,Species,S,3504
31811,verrucosus,Species,4506,Species,S,3504
31812,willsii,Species,4509,Species,S,3504
28489,borbonica,subspecies,16917,Species,S,3506
38861,erythromos,Species,23436,Species,S,3523
38862,espinosai,Species,23437,Species,S,3523
38876,tricolor,Species,23446,Species,S,3523
38877,zaparo,Species,23447,Species,S,3523
38879,abditus,Species,23452,Species,S,3523
38857,azureiventris,Species,23433,Species,S,3541
38856,andinus,Species,23432,Species,S,3542
38881,bombetes,Species,23454,Species,S,3543
8252,barbouri,Species,8254,Species,S,3567
31815,enydris,Species,5329,Species,S,3567
22459,nigropunctatus,Species,22461,Species,S,3575
5669,raninus,Species,5668,Species,S,3611
5669,raninus,Species,5668,Species,S,3612
2844,tenella,Species,7821,Species,S,3650
22195,ater,Species,1820,Subspecies,S,3652
32982,childreni,Species,13858,Species,S,3655
32984,maculosa,Species,13860,Species,S,3655
32987,stimsoni,Species,13866,Species,S,3655
22903,teriae,Species,35568,Species,S,3661
29118,beccarii,subspecies,22863,Species,S,3661
8252,barbouri,Species,8254,Species,S,3669
31815,enydris,Species,5329,Species,S,3669
32980,albertisii,Species,13853,Species,S,3669
32981,boa,Species,13855,Species,S,3669
32982,childreni,Species,13858,Species,S,3669
32983,mackloti,Species,25611,Species,S,3669
32985,olivacea,Species,13862,Species,S,3669
32989,colubrina,Species,8086,Species,S,3669
32982,childreni,Species,13858,Species,S,3672
32985,olivacea,Species,13862,Species,S,3672
32987,stimsoni,Species,13866,Species,S,3672
29345,atra,subspecies,14308,Species,S,3735
34031,kaouthia,subspecies,14309,Species,S,3735
34032,oxiana,Subspecies,14311,Species,S,3735
34033,philippinensis,Subspecies,14312,Species,S,3735
34035,samarensis,Subspecies,14313,Species,S,3735
34036,sputatrix,Subspecies,14314,Species,S,3735
34037,sumatrana,Subspecies,14315,Species,S,3735
41655,liberiensis,Species,23425,Species,S,3736
15515,caelestis,Species,15521,Species,S,3752
15522,richmondia,Species,15521,Species,S,3752
22313,plateni,Species,22316,Species,S,3752
15515,caelestis,Species,15521,Species,S,3753
15522,richmondia,Species,15521,Species,S,3753
22313,plateni,Species,22316,Species,S,3753
17489,minor,Species,17488,Species,S,3760
16170,strigosa,Species,1763,Species,S,3766
44528,barbadensis,Species,1690,Species,S,3766
46693,japonica,Species,73197,Species,S,3766
73192,bifaria,Species,1691,Species,S,3766
73203,pumila,Species,46514,Species,S,3766
73207,strigosa,Species,1763,Species,S,3766
87879,lyra,Species,2628,Species,S,3766
87898,aculeata,Species,1683,Species,S,3766
87899,alata,Species,1684,Species,S,3766
87900,assimilis,Species,1688,Species,S,3766
87912,contorta,Species,1698,Species,S,3766
87915,crispa,Species,1699,Species,S,3766
87921,dubia,Species,1706,Species,S,3766
87922,elegans,Species,1707,Species,S,3766
87928,fragilis,Species,1714,Species,S,3766
87936,hypnoides,Species,1724,Species,S,3766
87939,intermedia,Species,1726,Species,S,3766
87949,minor,Species,1732,Species,S,3766
87962,sarothamnoides,Species,1753,Species,S,3766
87966,speciosa,Species,1758,Species,S,3766
87973,verticillata,Species,1773,Species,S,3766
87990,diversa,Species,87991,Species,S,3766
88000,flagellum,Species,20842,Species,S,3766
88009,lutkeni,Species,20845,Species,S,3766
88011,paucispina,Species,20847,Species,S,3766
88029,barbadensis,Species,1690,Species,S,3766
88036,affinis,Species,19989,Species,S,3766
88040,cancellata,Species,1835,Species,S,3766
88044,cylindrica,Species,1702,Species,S,3766
93558,alata,Species,1684,Species,S,3766
94564,cancellata,Species,1835,Species,S,3766
103512,contorta,Species,1698,Species,S,3766
412,polymorpha,Species,364,Species,S,3767
88479,brueggemanni,Species,329,Species,S,3767
88597,clathrata,Species,340,Species,S,3767
88655,concinna,Species,430,Species,S,3767
88819,delicatula,Species,432,Species,S,3767
88887,diversa,Species,430,Species,S,3767
89255,hispida,Species,345,Species,S,3767
89305,inermis,Species,42247,Species,S,3767
89321,intermedia,Species,29382,Species,S,3767
89470,leptocyathus,Species,353,Species,S,3767
89556,macrostoma,Species,42250,Species,S,3767
89814,ornata,Species,364,Species,S,3767
89827,pacifica,Species,424,Species,S,3767
89958,plicata,Species,345,Species,S,3767
89974,polystoma,Species,413,Species,S,3767
90003,procumbens,Species,358,Species,S,3767
90085,pulchra,Species,418,Species,S,3767
90245,samoensis,Species,426,Species,S,3767
90431,spathulata,Species,100939,Species,S,3767
90518,subglabra,Species,442,Species,S,3767
90551,symmetrica,Species,348,Species,S,3767
90803,complanata,Species,340,Species,S,3767
46516,violacea,Species,430,Species,S,3768
46741,reticulata,Species,348,Species,S,3768
88298,ambigua,Species,424,Species,S,3768
88367,arcuata,Species,348,Species,S,3768
88377,armata,Species,348,Species,S,3768
88397,assimilis,Species,391,Species,S,3768
88420,australis,Species,367,Species,S,3768
88427,baeodactyla,Species,353,Species,S,3768
88436,bifaria,Species,447,Species,S,3768
88471,brevicollis,Species,353,Species,S,3768
88601,clavigera,Species,372,Species,S,3768
88696,cophodactyla,Species,42240,Species,S,3768
88712,coronata,Species,323,Species,S,3768
88808,decipiens,Species,424,Species,S,3768
88961,elseyi,Species,362,Species,S,3768
88993,exilis,Species,362,Species,S,3768
89100,fruticosa,Species,376,Species,S,3768
89129,gemmifera,Species,367,Species,S,3768
89182,grandis,Species,371,Species,S,3768
89203,guppyi,Species,376,Species,S,3768
89373,irregularis,Species,42248,Species,S,3768
89397,kenti,Species,447,Species,S,3768
89452,latistella,Species,382,Species,S,3768
89551,loripes,Species,386,Species,S,3768
89741,nigra,Species,319,Species,S,3768
89801,orbicularis,Species,42253,Species,S,3768
89891,patula,Species,382,Species,S,3768
89904,pectinata,Species,377,Species,S,3768
90137,rayneri,Species,29386,Species,S,3768
90144,recumbens,Species,377,Species,S,3768
90250,sarmentosa,Species,427,Species,S,3768
90439,spectabilis,Species,376,Species,S,3768
90462,squamosa,Species,393,Species,S,3768
90552,syringodes,Species,385,Species,S,3768
90564,tenella,Species,446,Species,S,3768
90627,tizardi,Species,42259,Species,S,3768
326,attenuata,Species,337,Species,S,3769
88339,anthocercis,Species,323,Species,S,3769
88782,cymbicyathus,Species,336,Species,S,3769
89097,frondosa,Species,443,Species,S,3769
89153,glauca,Species,368,Species,S,3769
89532,listeri,Species,384,Species,S,3769
89784,obscura,Species,376,Species,S,3769
90074,pruinosa,Species,417,Species,S,3769
90113,quelchi,Species,430,Species,S,3769
90311,sinensis,Species,377,Species,S,3769
90324,smithi,Species,424,Species,S,3769
90700,vasiformis,Species,340,Species,S,3769
90253,savignyi,Species,6079,Species,S,3772
90464,squiresi,Species,5540,Species,S,3783
90821,parvula,Species,3966,Species,S,3783
90832,atlanticum,subspecies,8583,Species,S,3783
88488,burchae,Species,29546,Species,S,3789
90483,stellulatus,Species,2954,Species,S,3789
8911,musorstomica,Species,8909,Species,S,3798
346,cuspidata,Species,424,Species,S,3804
347,cyclopea,Species,424,Species,S,3804
354,diomedeae,Species,398,Species,S,3804
456,turgida,Species,403,Species,S,3804
2507,grandis,Species,29648,Species,S,3804
5252,major,Species,5255,Species,S,3804
5949,truncata,Species,5947,Species,S,3804
6463,danae,Species,22434,Species,S,3804
6474,oahensis,Species,7080,Species,S,3804
6479,serpentina,Species,29577,Species,S,3804
8046,cruenta,Species,8056,Species,S,3804
8593,fragile,Species,29558,Species,S,3804
9326,spectabilis,Species,9317,Species,S,3804
9356,pulvinula,Species,9339,Species,S,3804
9365,traceyi,Species,9345,Species,S,3804
11748,glabra,Species,11744,Species,S,3804
12918,memorialis,Species,12917,Species,S,3804
13744,berryi,Species,13789,Species,S,3804
13803,palmata,Species,13761,Species,S,3804
13808,poritiformis,Species,13761,Species,S,3804
14010,cerebriformis,Species,12251,Species,S,3804
15627,stephensoni,Species,29555,Species,S,3804
15800,portoricensis,Species,15801,Species,S,3804
17456,fuscus,Species,29560,Species,S,3804
17770,diomedeae,Species,17769,Species,S,3804
17782,setchelli,Species,17769,Species,S,3804
18020,faustinoi,Species,18052,Species,S,3804
18046,palmata,Species,18009,Species,S,3804
19650,chamissoi,Species,19655,Species,S,3804
20753,robusta,Species,20746,Species,S,3804
22067,alternans,Species,29527,Species,S,3804
22239,tenuicalyx,Species,22237,Species,S,3804
29397,clivosa,Species,16434,Species,S,3804
29492,virens,Species,8525,Species,S,3804
87164,tortuosa,Species,13761,Species,S,3804
88288,alcocki,Species,3933,Species,S,3804
88297,amarantum,Species,22032,Species,S,3804
88302,amoena,Species,8047,Species,S,3804
88313,andrewsi,Species,18009,Species,S,3804
88376,armata,Species,8519,Species,S,3804
88393,aspera,Species,17775,Species,S,3804
88432,bartschi,Species,19659,Species,S,3804
88433,benhami,Species,9318,Species,S,3804
88457,brachiata,Species,399,Species,S,3804
88468,braziliensis,Species,2241,Species,S,3804
88488,burchae,Species,29546,Species,S,3804
88553,carnea,Species,8054,Species,S,3804
88569,cellulosa,Species,8514,Species,S,3804
88580,cerium,Species,9324,Species,S,3804
88587,caespitosa,Species,17769,Species,S,3804
88603,clavus,Species,8800,Species,S,3804
88608,clypeus,Species,9665,Species,S,3804
88619,colei,Species,13832,Species,S,3804
88669,confertifolia,Species,8717,Species,S,3804
88675,conicula,Species,13797,Species,S,3804
88677,conigera,Species,424,Species,S,3804
88713,coronata,Species,13725,Species,S,3804
88741,cribripora,Species,325,Species,S,3804
88747,crispa,Species,13202,Species,S,3804
88783,cytherea,Species,12251,Species,S,3804
88796,danae,Species,18405,Species,S,3804
88815,deformis,Species,349,Species,S,3804
88827,dentata,Species,8717,Species,S,3804
88843,diaphana,Species,22435,Species,S,3804
88851,digitata,Species,11752,Species,S,3804
88860,diomedeae,Species,5539,Species,S,3804
88877,distorta,Species,4058,Species,S,3804
88923,eguchii,Species,4949,Species,S,3804
88946,elegans,Species,21087,Species,S,3804
88995,eximia,Species,9325,Species,S,3804
88999,expansa,Species,13785,Species,S,3804
89014,favistella,Species,9324,Species,S,3804
89029,fijiensis,Species,971,Species,S,3804
89031,filicosa,Species,8525,Species,S,3804
89082,fragilis,Species,8518,Species,S,3804
89088,fragosa,Species,17997,Species,S,3804
89098,frondosa,Species,18405,Species,S,3804
89115,galapagensis,Species,10933,Species,S,3804
89116,galapagensis,Species,12689,Species,S,3804
89120,galeriformis,Species,17947,Species,S,3804
89126,geminata,Species,10022,Species,S,3804
89140,gibsonhilli,Species,18009,Species,S,3804
89141,gigantea,Species,5789,Species,S,3804
89155,glaucopsis,Species,6629,Species,S,3804
89167,goodei,Species,20774,Species,S,3804
89171,gracilis,Species,365,Species,S,3804
89174,gracilis,Species,11740,Species,S,3804
89183,grandis,Species,17771,Species,S,3804
89208,haddoni,Species,18032,Species,S,3804
89221,hawaiiensis,Species,2506,Species,S,3804
89224,hawaiiensis,Species,8742,Species,S,3804
89225,hawaiiensis,Species,11646,Species,S,3804
89227,hebes,Species,325,Species,S,3804
89259,hispidula,Species,13722,Species,S,3804
89263,hombronii,Species,8519,Species,S,3804
89282,hystrix,Species,336,Species,S,3804
89284,hystrix,Species,8801,Species,S,3804
89289,implicata,Species,6669,Species,S,3804
89329,intervacans,Species,8066,Species,S,3804
89408,labrosa,Species,403,Species,S,3804
89418,lacera,Species,8717,Species,S,3804
89427,laddi,Species,2551,Species,S,3804
89462,laxa,Species,13202,Species,S,3804
89478,levicollis,Species,15863,Species,S,3804
89558,madagascariensis,Species,8726,Species,S,3804
89582,mammosa,Species,6668,Species,S,3804
89584,mangarevensis,Species,42237,Species,S,3804
89601,mayori,Species,10294,Species,S,3804
89604,meandrina,Species,29526,Species,S,3804
89616,michelinii,Species,2237,Species,S,3804
89643,modumanensis,Species,17771,Species,S,3804
89650,monticulosa,Species,15862,Species,S,3804
89661,moseleyi,Species,21096,Species,S,3804
89728,murrayensis,Species,386,Species,S,3804
89742,nigrescens,Species,22438,Species,S,3804
89748,nobile,Species,10933,Species,S,3804
89755,nobilis,Species,17777,Species,S,3804
89766,novaehiberniae,Species,17947,Species,S,3804
89774,oahense,Species,7732,Species,S,3804
89841,pallens,Species,15095,Species,S,3804
89854,pandanus,Species,8518,Species,S,3804
89864,papillosa,Species,8717,Species,S,3804
89879,parvistella,Species,9325,Species,S,3804
89880,paschalensis,Species,11754,Species,S,3804
89889,patula,Species,6629,Species,S,3804
89899,paxilligera,Species,424,Species,S,3804
89906,pedersenii,Species,22434,Species,S,3804
89907,pedroensis,Species,16064,Species,S,3804
89933,pileiformis,Species,17947,Species,S,3804
89943,planiuscula,Species,13834,Species,S,3804
89965,pollicata,Species,16448,Species,S,3804
89996,praetorta,Species,16432,Species,S,3804
90007,profunda,Species,2259,Species,S,3804
90067,prolixa,Species,334,Species,S,3804
90072,providentiae,Species,6755,Species,S,3804
90084,pulchra,Species,11650,Species,S,3804
90103,puteolina,Species,8518,Species,S,3804
90104,putnami,Species,8514,Species,S,3804
90146,reflexa,Species,7007,Species,S,3804
90149,regalis,Species,13202,Species,S,3804
90169,reticulosa,Species,18029,Species,S,3804
90229,rugosa,Species,8313,Species,S,3804
90240,rustica,Species,17504,Species,S,3804
90243,samboangensis,Species,8724,Species,S,3804
90244,samoensis,Species,18411,Species,S,3804
90269,secunda,Species,399,Species,S,3804
90272,securis,Species,345,Species,S,3804
90283,seriatus,Species,16861,Species,S,3804
90319,sinuosa,Species,9324,Species,S,3804
90437,speciosa,Species,13202,Species,S,3804
90543,surculosa,Species,377,Species,S,3804
90553,tabulata,Species,2259,Species,S,3804
90576,tenuis,Species,5251,Species,S,3804
90577,tenuis,Species,11740,Species,S,3804
90582,tenuis,Species,21087,Species,S,3804
90630,torresiana,Species,15862,Species,S,3804
90633,tortuosa,Species,13544,Species,S,3804
90648,tubifex,Species,14035,Species,S,3804
90672,undulata,Species,7007,Species,S,3804
90690,vanderhorsti,Species,29382,Species,S,3804
90711,venusta,Species,16432,Species,S,3804
90715,veroni,Species,2954,Species,S,3804
90738,virgata,Species,365,Species,S,3804
90821,parvula,Species,3966,Species,S,3804
90832,atlanticum,subspecies,8583,Species,S,3804
90868,mascarina,subspecies,8038,Species,S,3804
90870,alaskanus,subspecies,21021,Species,S,3804
90871,tutuilensis,Subspecies,18405,Species,S,3804
90872,macrocalyx,subspecies,12677,Species,S,3804
90876,tuberosa,Subspecies,17787,Species,S,3804
90877,porosa,Species,17767,Species,S,3804
90878,gracilis,subspecies,20118,Species,S,3804
90880,abbreviata,subspecies,434,Species,S,3804
90881,distans,subspecies,30367,Species,S,3804
90883,auaensis,subspecies,29391,Species,S,3804
90887,dominicensis,subspecies,20205,Species,S,3804
90888,mexicana,Species,8714,Species,S,3804
90889,pulchella,Species,8714,Species,S,3804
90890,crassa,Species,5788,Species,S,3804
90891,stricta,Species,9962,Species,S,3804
90893,mucronata,subspecies,18042,Species,S,3804
90894,paschalensis,Species,18031,Species,S,3804
90895,fanningensis,subspecies,8519,Species,S,3804
90896,robusta,Species,8525,Species,S,3804
90897,hirta,subspecies,13724,Species,S,3804
90898,gravieri,Species,17620,Species,S,3804
90899,portoricensis,Subspecies,2241,Species,S,3804
90900,incerta,subspecies,3963,Species,S,3804
90901,orientalis,Species,6354,Species,S,3804
90902,perexigua,Subspecies,30404,Species,S,3804
90903,mauiensis,subspecies,2500,Species,S,3804
90904,adminicularis,Species,7724,Species,S,3804
90906,bikiniensis,subspecies,19653,Species,S,3804
90430,songae,Species,6560,Species,S,3805
3948,elongata,Species,29503,Species,S,3807
90907,bythios,subspecies,8597,Species,S,3807
8374,regalis,Species,30427,Species,S,3812
30409,porphyreus,Species,16060,Species,S,3812
88353,aphrodes,Species,10022,Species,S,3812
89729,mycoides,Species,8728,Species,S,3812
90484,stephanus,Species,8751,Species,S,3812
90769,woodmasoni,Species,9990,Species,S,3812
3944,cultrifera,Species,3977,Species,S,3815
3964,panda,Species,3933,Species,S,3815
8591,dens,Species,22411,Species,S,3815
15115,sexradiis,Species,20785,Species,S,3815
22241,virgatus,Species,21659,Species,S,3815
88286,alabastrum,Species,10936,Species,S,3815
88305,amphelioides,Species,7724,Species,S,3815
88830,dentatus,Species,1597,Species,S,3815
89039,fistula,Species,7080,Species,S,3815
89080,fragilis,Species,6351,Species,S,3815
89107,funicolumna,Species,5260,Species,S,3815
89467,lens,Species,29517,Species,S,3815
89837,palifera,Species,8746,Species,S,3815
89936,pileus,Species,29516,Species,S,3815
90097,pusilla,Species,7723,Species,S,3815
90291,sibogae,Species,8750,Species,S,3815
90294,sibogae,Species,20786,Species,S,3815
90662,tydemani,Species,5539,Species,S,3815
90712,venustus,Species,29534,Species,S,3815
90757,weberi,Species,7732,Species,S,3815
90758,weberi,Species,10935,Species,S,3815
90760,weberi,Species,22226,Species,S,3815
90761,weberianus,Species,20786,Species,S,3815
15116,stella,Species,20785,Species,S,3816
88676,conicus,Species,14857,Species,S,3816
88835,dentiformis,Species,29537,Species,S,3816
89274,hospes,Species,5259,Species,S,3816
90534,suluense,Species,8602,Species,S,3816
90536,suluensis,Subspecies,29523,Species,S,3816
90713,venustus,Species,14858,Species,S,3816
93541,robillardi,Species,1749,Species,S,3833
